"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"MALISZEWSKA Iwona Barbara - KW BEZPARTYJNI SAMORZĄDOWCY";"JAKUBOWSKI Andrzej Stanisław - KW PRAWO I SPRAWIEDLIWOŚĆ";"SYCHOWSKI Marcin Przemysław - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"GAWŁOWSKI Stanisław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI";"ŁAGOCKI Marek Adam - KWW PAKT SENAT DLA OBYWATELI";"KURIATA Jan - KWW TAK DLA SENATU RP JAN KURIATA"
100;273;273;13195;41099;11468;66976;10638;14224
