"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"MAZURKIEWICZ Maria - KW PRAWO I SPRAWIEDLIWOŚĆ";"LENZ Tomasz - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
11;264;264;63479;128755
