"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"WIDELSKI Zbigniew Antoni - KW BEZPARTYJNI SAMORZĄDOWCY";"GÓRSKI Maciej - KW PRAWO I SPRAWIEDLIWOŚĆ"
47;336;336;91985;96148
