"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"MACURA Beata Maria - KW BEZPARTYJNI SAMORZĄDOWCY";"GOŁOTA Konrad Krzysztof - KW NOWA LEWICA";"KALATA Andrzej Jerzy - KW PRAWO I SPRAWIEDLIWOŚĆ";"FLAKA Daniel Krystian - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ"
79;234;234;24620;63449;73276;23754
