"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"SZOTOWSKI Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"GRABOWSKI Arkadiusz Jakub - KW PRAWO I SPRAWIEDLIWOŚĆ";"ŻELAZNY Krystian Zbigniew - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"MAŁECKA-LIBERA Beata Maria - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
76;290;290;18054;67886;17454;113692
