"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"JASKUŁA Tomasz - KW BEZPARTYJNI SAMORZĄDOWCY";"KOMARNICKI Władysław - KKW KOALICJA OBYWATELSKA PO .N IPL ZIELONI"
21;341;341;78379;108863
