"TERYT Powiatu";"Powiat";"Województwo";"Liczba komisji";"Liczba uwzględnionych komisji";"MARANDA Marcin - KW BEZPARTYJNI SAMORZĄDOWCY";"KONIECZNY Wojciech Jan - KW NOWA LEWICA";"POHORECKA Monika Sylwia - KW PRAWO I SPRAWIEDLIWOŚĆ";"BIEŃKOWSKA Małgorzata Beata - KW KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ"
246400;"Częstochowa";"śląskie";136;136;13055;59980;36866;11406
