"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Paweł Antoni ARNDT";"Robert Kazimierz GAWEŁ";"Michał Aleksander JURGA";"Mirosław PIASECKI"
"1688-059f-102d-a334-3f9c-d262-36a9-bf13";"302307";"92";"6";"wieś";"stały";"sala wiejska, Ostrowo Kościelne 6, 62-420 Strzałkowo";"gm. Strzałkowo";"słupecki";"wielkopolskie";"903";"991";"365";"538";"0";"2";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"13";"1";"12";"0";"525";"122";"325";"39";"39"
"0d07-7f11-dfeb-fc49-0541-6679-39a3-d3e4";"302307";"92";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Strzałkowie, Pułaskiego 1, 62-420 Strzałkowo";"gm. Strzałkowo";"słupecki";"wielkopolskie";"67";"63";"48";"19";"0";"0";"0";"0";"0";"0";"0";"0";"0";"19";"0";"0";"19";"4";"2";"2";"0";"15";"4";"5";"4";"2"
"dd17-6a18-d49c-d72f-1afc-39d0-ad15-a5a6";"302308";"92";"1";"miasto";"stały";"Szkoła Podstawowa im. Michała Okurzałego, Plac Szkolny 1, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"1224";"1319";"446";"778";"2";"3";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"17";"8";"9";"0";"761";"285";"350";"81";"45"
"5aa1-56d2-0e1f-ce5d-a12a-faae-9457-86f5";"302308";"92";"2";"miasto";"stały";"Szkoła Podstawowa im. Michała Okurzałego, ul. Pyzderska 75, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"870";"948";"342";"528";"0";"1";"0";"0";"0";"0";"0";"0";"0";"528";"0";"0";"528";"16";"6";"10";"0";"512";"179";"241";"53";"39"
"5ba9-4b40-a6f7-d87b-42a9-caf9-45b9-eae7";"302308";"92";"3";"wieś";"stały";"Szkoła Podstawowa im. Michała Okurzałego, Plac Szkolny 1, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"1800";"1972";"843";"957";"3";"0";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"12";"4";"8";"0";"945";"247";"545";"80";"73"
"2acc-a054-dddc-3bd3-400d-13ed-5482-35f9";"302308";"92";"4";"wieś";"stały";"Szkoła Podstawowa im. Unii Europejskiej, Trąbczyn 50, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"1453";"1580";"663";"790";"1";"0";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"28";"5";"23";"0";"762";"197";"472";"64";"29"
"70a4-b5b6-9af4-a6c1-c725-0746-5754-fcd9";"302308";"92";"5";"wieś";"stały";"Szkoła Podstawowa im. Kawalerów Orderu Uśmiechu, Łukom 2, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"1160";"1256";"629";"531";"1";"0";"0";"0";"0";"0";"0";"0";"0";"531";"0";"0";"531";"10";"3";"7";"0";"521";"120";"326";"39";"36"
"2f7c-e741-bbbd-b15c-be94-93d5-c842-8e75";"302308";"92";"6";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Zagórowie, Lidmanowskiego 4, 62-410 Zagórów";"gm. Zagórów";"słupecki";"wielkopolskie";"52";"57";"18";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"1";"0";"1";"0";"33";"7";"18";"2";"6"
"74d8-cebd-1e90-1526-45de-3d33-f9c9-1cde";"302501";"92";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Centralna 3, 63-012 Dominowo";"gm. Dominowo";"średzki";"wielkopolskie";"1026";"1126";"351";"675";"0";"5";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"17";"4";"13";"0";"658";"223";"253";"122";"60"
"6730-39d5-3c0a-4fbd-51dd-d3b2-6edb-2edb";"302501";"92";"2";"wieś";"stały";"Szkoła Podstawowa, Murzynowo Kościelne 30, 63-014 Murzynowo Kościelne";"gm. Dominowo";"średzki";"wielkopolskie";"586";"640";"223";"363";"0";"1";"0";"0";"0";"0";"0";"0";"0";"363";"0";"0";"363";"4";"0";"4";"0";"359";"68";"200";"55";"36"
"ecec-ca34-33e3-7f7d-8ff1-a426-0d5b-5a39";"302501";"92";"3";"wieś";"stały";"Szkoła Podstawowa w Gieczu, Giecz 25, 63-012 Dominowo";"gm. Dominowo";"średzki";"wielkopolskie";"554";"602";"220";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"5";"0";"5";"0";"329";"93";"163";"45";"28"
"3f91-b4c9-f3c0-a81f-9a1c-dcef-e553-4ac3";"302502";"92";"1";"wieś";"stały";"Zespół Szkół w Krzykosach, ul. Główna 39, 63-024 Krzykosy";"gm. Krzykosy";"średzki";"wielkopolskie";"1156";"1254";"412";"744";"0";"1";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"15";"6";"9";"0";"729";"243";"338";"100";"48"
"38d8-96db-d0fc-7908-6007-ad57-63cd-4a78";"302502";"92";"2";"wieś";"stały";"Zespół Szkół w Pięczkowie, ul. Szkolna 5, 63-025 Pięczkowo";"gm. Krzykosy";"średzki";"wielkopolskie";"1242";"1354";"469";"773";"0";"2";"0";"0";"0";"0";"0";"0";"0";"773";"0";"0";"773";"18";"2";"16";"0";"755";"191";"430";"89";"45"
"407f-4ed4-1fe9-7935-65c7-9133-2956-8e16";"302502";"92";"3";"wieś";"stały";"Zespół Szkół w Sulęcinku, ul. Szkolna 26, 63-023 Sulęcinek";"gm. Krzykosy";"średzki";"wielkopolskie";"1590";"1760";"533";"1057";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"18";"7";"11";"0";"1039";"376";"414";"169";"80"
"e8f2-1c75-05d0-dc29-f6e4-e4a3-8d76-c6bf";"302502";"92";"4";"wieś";"stały";"Szkoła Podstawowa w Murzynowie Leśnym, ul. Poznańska 74, 63-023 Murzynowo Leśne";"gm. Krzykosy";"średzki";"wielkopolskie";"959";"1055";"413";"546";"0";"3";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"6";"0";"6";"0";"540";"167";"254";"70";"49"
"5fb1-068c-a192-7a5c-067b-85a9-5bfc-a835";"302503";"92";"1";"wieś";"stały";"Szkoła Podstawowa, Boguszyn ul. Śremska 35, 63-041 Chocicza";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"1326";"1439";"556";"770";"0";"2";"0";"0";"0";"0";"0";"0";"0";"770";"0";"0";"770";"20";"6";"14";"0";"750";"261";"339";"87";"63"
"31c3-9ad1-5a32-7c42-faa8-3886-bae7-c2f2";"302503";"92";"2";"wieś";"stały";"Zespół Szkół, Klęka 9, 63-040 Nowe Miasto nad Wartą";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"1470";"1614";"676";"794";"0";"3";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"17";"8";"9";"0";"777";"255";"362";"112";"48"
"60d9-e45e-5dd2-80f5-cc67-c16e-cbcb-0695";"302503";"92";"3";"wieś";"stały";"Szkoła Podstawowa, Kolniczki 11A, 63-041 Chocicza";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"967";"1065";"342";"625";"0";"3";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"14";"0";"14";"0";"611";"113";"390";"70";"38"
"9d67-7f4d-a87f-0171-0fd4-b692-724a-8c64";"302503";"92";"4";"wieś";"stały";"Zespół Szkół, ul. Szkolna 2, 63-040 Nowe Miasto nad Wartą";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"1362";"1479";"425";"937";"1";"9";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"14";"0";"14";"0";"923";"406";"327";"114";"76"
"b67f-0b6d-87de-0af8-460d-72cd-055e-f918";"302503";"92";"5";"wieś";"stały";"Zespół Szkół, ul. Śremska 30, 63-041 Chocicza";"gm. Nowe Miasto nad Wartą";"średzki";"wielkopolskie";"1323";"1447";"518";"805";"0";"2";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"14";"5";"9";"0";"791";"286";"358";"102";"45"
"611e-34de-4d00-fc8a-febd-93d6-b4dc-0cc6";"302504";"92";"1";"miasto";"stały";"Przedszkole Niepubliczne „Krasnal Hałabała"", ul. Staszica 10, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1133";"1237";"327";"806";"0";"1";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"10";"2";"8";"0";"796";"379";"255";"124";"38"
"e753-dab2-b91a-cd5c-4509-bb69-00e6-ac9e";"302504";"92";"2";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Paderewskiego 27, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"792";"855";"197";"595";"2";"0";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"10";"1";"9";"0";"585";"244";"193";"103";"45"
"68f9-a559-9a92-d586-311f-b10a-187b-2c20";"302504";"92";"3";"miasto";"stały";"Zespół Szkół Rolniczych, ul. Kosynierów 2b, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1335";"1469";"255";"1080";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"22";"7";"15";"0";"1058";"458";"358";"171";"71"
"f28f-96b2-6cef-67d2-a53d-a6c3-4031-f625";"302504";"92";"4";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego, ul. Paderewskiego 27, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"926";"1000";"234";"692";"0";"0";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"11";"6";"5";"0";"681";"318";"205";"130";"28"
"0be4-7cc5-bace-9ce6-c144-3d9f-7fad-13e2";"302504";"92";"5";"miasto";"stały";"Budynek POLO MARKETU, Os. Prymasa Wyszyńskiego 5, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1325";"1499";"185";"1140";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"2";"1138";"18";"16";"2";"0";"1120";"558";"272";"221";"69"
"5bb4-c0b0-846f-8a55-7480-6f86-8dbd-8784";"302504";"92";"6";"miasto";"stały";"Galeria Miejska Muzeum Ziemi Średzkiej ""Dwór w Koszutach"", ul. Stary Rynek 16, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1207";"1297";"532";"675";"0";"4";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"18";"5";"13";"0";"657";"252";"231";"130";"44"
"16d4-a4da-c59d-84b7-d6c2-3abe-df62-1bf0";"302504";"92";"7";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. 20 Października 2, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1041";"1140";"313";"728";"2";"6";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"23";"5";"18";"0";"705";"274";"283";"92";"56"
"057e-b47c-00c1-32de-5cef-4e07-5e21-9b49";"302504";"92";"8";"miasto";"stały";"Przedszkole Niepubliczne „Osiedlowe Skrzaty"", ul. Kościuszki 12, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1003";"1107";"267";"736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"17";"3";"14";"0";"719";"306";"256";"114";"43"
"be31-e207-01ef-a306-c1fd-28b9-1774-c529";"302504";"92";"9";"miasto";"stały";"Ośrodek Kultury, ul. 20 Października 30, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1082";"1183";"330";"752";"0";"0";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"12";"3";"9";"0";"740";"279";"277";"131";"53"
"a2c4-acbe-bddd-44bf-a8f2-dc89-22eb-3141";"302504";"92";"10";"miasto";"stały";"Ośrodek Kultury, ul. 20 Października 30, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1080";"1178";"234";"846";"0";"1";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"18";"10";"8";"0";"828";"401";"245";"132";"50"
"002f-6f8a-e741-3e7f-8af5-e11a-d92b-e92a";"302504";"92";"11";"miasto";"stały";"Lokal u Róży, ul. Aleksandra Kamińskiego 1, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"942";"1044";"163";"779";"0";"1";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"20";"4";"16";"0";"758";"380";"202";"130";"46"
"f28f-3441-bc71-d4dd-ce1d-cd1f-3c53-516a";"302504";"92";"12";"miasto";"stały";"Szkoła Podstawowa Nr 2 z oddziałami integracyjnymi, ul. Dąbrowskiego 50, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1028";"1146";"287";"741";"0";"4";"0";"0";"0";"0";"0";"0";"0";"741";"0";"1";"740";"9";"1";"8";"0";"731";"335";"237";"120";"39"
"88d0-aeb8-6e9c-9029-8f19-c497-6686-ff04";"302504";"92";"13";"miasto";"stały";"Szkoła Podstawowa Nr 2 z oddziałami integracyjnymi, ul. Dąbrowskiego 50, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1001";"1103";"308";"693";"1";"5";"0";"0";"0";"0";"0";"0";"0";"693";"0";"0";"693";"9";"1";"8";"0";"684";"286";"226";"120";"52"
"d418-884d-78d2-f7e9-43bd-a1e2-8cfe-a461";"302504";"92";"14";"miasto";"stały";"Szkoła Podstawowa Nr 2 z oddziałami integracyjnymi, ul. Dąbrowskiego 50, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"975";"1071";"243";"732";"0";"1";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"12";"12";"0";"0";"719";"340";"221";"105";"53"
"20ed-0597-31db-67fa-81a7-c4fe-346c-712b";"302504";"92";"15";"miasto";"stały";"Szkoła Podstawowa Nr 2 z oddziałami integracyjnymi (dawne Gimnazjum), ul. Lipowa 9, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1263";"1388";"426";"837";"1";"1";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"15";"0";"15";"0";"822";"340";"294";"151";"37"
"8537-e6c3-433e-c34b-76fb-0b19-ca74-f59d";"302504";"92";"16";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Jarosławiec 34a, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"905";"1009";"363";"542";"0";"4";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"16";"11";"5";"0";"525";"168";"229";"93";"35"
"08a1-ee0f-3b08-ca32-b6ba-d2eb-ae69-ef20";"302504";"92";"17";"wieś";"stały";"Szkoła Podstawowa, Starkowiec Piątkowski 2b, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1038";"1147";"451";"587";"0";"1";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"16";"10";"6";"0";"570";"190";"286";"66";"28"
"25d3-45a6-63a0-4ba3-f542-5086-8835-6dc6";"302504";"92";"18";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Brodowo Szkolna 1, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1132";"1292";"445";"687";"0";"15";"0";"0";"0";"0";"0";"0";"0";"687";"0";"0";"687";"11";"2";"9";"0";"676";"239";"288";"105";"44"
"2888-11fd-9f56-502c-a3e3-deb8-122f-5fb6";"302504";"92";"19";"wieś";"stały";"Szkoła Podstawowa, Słupia Wielka 28, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1132";"1252";"338";"794";"1";"5";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"19";"4";"15";"0";"775";"323";"299";"113";"40"
"ca83-c5ba-89f1-3311-6fdc-82ea-2772-efc8";"302504";"92";"20";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Pławce 38, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"986";"1088";"452";"534";"0";"0";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"7";"2";"5";"0";"527";"174";"202";"111";"40"
"7db5-cbc1-91ec-1fb6-c4fd-88e1-a84e-87bb";"302504";"92";"21";"wieś";"stały";"Dom Ludowy, Janowo 100, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"1073";"1201";"406";"667";"0";"0";"0";"0";"0";"0";"0";"0";"0";"666";"0";"0";"666";"11";"5";"6";"0";"655";"189";"282";"122";"62"
"5699-9595-418c-7322-a700-09ba-a924-fe67";"302504";"92";"22";"miasto";"zakład leczniczy";"Szpital Średzki Serca Jezusowego Sp. z o. o., Żwirki i Wigury 10, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"80";"47";"60";"20";"0";"4";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"5";"10";"3";"1"
"990c-ed3e-5e70-11ce-1752-2bb4-9a1b-9d71";"302504";"92";"23";"miasto";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny w Środzie Wielkopolskiej Zakładu Karnego w Gębarzewie, Garncarska 1, 63-000 Środa Wielkopolska";"gm. Środa Wielkopolska";"średzki";"wielkopolskie";"100";"79";"27";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"4";"1";"3";"0";"69";"36";"14";"12";"7"
"ff72-ff83-9516-f88c-2b9a-3744-0566-13a1";"302505";"92";"1";"wieś";"stały";"Szkoła Podstawowa im. R. W. Berwińskiego, ul. Poznańska 28, 63-020 Zaniemyśl";"gm. Zaniemyśl";"średzki";"wielkopolskie";"1320";"1465";"464";"856";"1";"4";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"10";"1";"9";"0";"846";"354";"283";"141";"68"
"e9db-ee46-3c12-206e-aa42-141c-6652-9367";"302505";"92";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Sienkiewicza 3, 63-020 Zaniemyśl";"gm. Zaniemyśl";"średzki";"wielkopolskie";"1880";"2076";"392";"1488";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1487";"0";"0";"1487";"15";"6";"9";"0";"1472";"735";"424";"209";"104"
"cb33-60df-2764-b651-9f0d-b8b0-edee-6614";"302505";"92";"3";"wieś";"stały";"Czarnotki 47A, Czarnotki 47A, 63-020 Zaniemyśl";"gm. Zaniemyśl";"średzki";"wielkopolskie";"730";"801";"253";"477";"1";"2";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"8";"3";"5";"0";"467";"157";"209";"71";"30"
"beb1-c5bf-1e81-10fe-87ed-201d-8f13-8213";"302505";"92";"4";"wieś";"stały";"Szkoła Podstawowa Śnieciska, ul. Kościelna 2, 63-021 Śnieciska";"gm. Zaniemyśl";"średzki";"wielkopolskie";"890";"960";"392";"498";"1";"1";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"10";"0";"10";"0";"488";"177";"197";"77";"37"
"ad84-9cdf-04cb-38ca-e3c3-884a-f1e9-d0fd";"302601";"92";"1";"wieś";"stały";"Szkoła Podstawowa, Główna 61, 63-112 Brodnica";"gm. Brodnica";"śremski";"wielkopolskie";"1102";"1207";"509";"593";"1";"3";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"13";"2";"11";"0";"580";"225";"224";"67";"64"
"819e-2e87-b343-55bd-2fdb-12fa-55ac-f24e";"302601";"92";"2";"wieś";"stały";"Szkoła Podstawowa, Iłówiec 16, 63-112 Brodnica";"gm. Brodnica";"śremski";"wielkopolskie";"810";"895";"355";"455";"0";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"9";"1";"8";"0";"446";"139";"201";"61";"45"
"225f-ad95-e267-a1f5-e897-80c1-d567-c137";"302601";"92";"3";"wieś";"stały";"Szkoła Podstawowa, Manieczki ul. Szkolna 6, 63-112 Brodnica";"gm. Brodnica";"śremski";"wielkopolskie";"928";"1028";"327";"601";"0";"2";"0";"0";"0";"0";"0";"0";"0";"601";"0";"0";"601";"14";"7";"7";"0";"587";"301";"151";"78";"57"
"8e21-768e-676d-ba9c-77f8-4865-4f19-f4f2";"302601";"92";"4";"wieś";"stały";"Szkoła Podstawowa, Żabno 6, 63-112 Brodnica";"gm. Brodnica";"śremski";"wielkopolskie";"603";"662";"193";"410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"11";"2";"9";"0";"399";"151";"136";"43";"69"
"6074-7941-5e66-938f-b46c-b6c3-cb7b-074c";"302602";"92";"1";"miasto";"stały";"Sala widowiskowa w Dolsku, Plac Wyzwolenia 3, 63-140 Dolsk";"gm. Dolsk";"śremski";"wielkopolskie";"1145";"1243";"366";"778";"0";"3";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"13";"3";"10";"0";"766";"292";"286";"103";"85"
"76ee-d3af-9771-6f03-30d3-aaa5-9306-8478";"302602";"92";"2";"wieś";"stały";"Zespół Przedszkoli w Dolsku Przedszkole w Małachowie, Małachowo 36, 63-140 Dolsk";"gm. Dolsk";"śremski";"wielkopolskie";"794";"855";"396";"398";"0";"4";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"12";"1";"11";"0";"386";"109";"183";"61";"33"
"5ad5-4043-e87a-2c53-9ea7-1440-9760-e85a";"302602";"92";"3";"wieś";"stały";"Świetlica w Ostrowiecznie, Ostrowieczno 34, 63-140 Dolsk";"gm. Dolsk";"śremski";"wielkopolskie";"570";"618";"261";"309";"0";"0";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"5";"1";"4";"0";"304";"71";"156";"34";"43"
"e56f-6534-0217-40fc-025d-c6b7-0c9e-a195";"302602";"92";"4";"wieś";"stały";"Świetlica w Wieszczyczynie, Wieszczyczyn ul. Ks. Marciniaka 32, 63-140 Dolsk";"gm. Dolsk";"śremski";"wielkopolskie";"792";"857";"324";"468";"0";"1";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"12";"2";"10";"0";"456";"100";"222";"59";"75"
"94f3-bda3-a25a-72b3-140b-62ed-5344-c785";"302602";"92";"5";"wieś";"stały";"Szkoła Podstawowa im. Janusza Kusocińskiego w Dolsku, ul. Kościańska 4, 63-140 Dolsk";"gm. Dolsk";"śremski";"wielkopolskie";"880";"974";"368";"512";"0";"4";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"9";"4";"5";"0";"503";"114";"234";"82";"73"
"3f56-0ac0-0eb6-dc63-80b8-4cfd-1112-a721";"302603";"92";"1";"miasto";"stały";"Szkoła Podstawowa w Książu Wlkp., Stacha Wichury 27, 63-130 Książ Wielkopolski";"gm. Książ Wielkopolski";"śremski";"wielkopolskie";"1888";"2130";"672";"1216";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"25";"6";"19";"0";"1191";"473";"414";"140";"164"
"dac7-4a02-481b-8bf4-c000-f0eb-c7f7-daf2";"302603";"92";"2";"wieś";"stały";"Szkoła Podstawowa w Książu Wlkp., Stacha Wichury 27, 63-130 Książ Wielkopolski";"gm. Książ Wielkopolski";"śremski";"wielkopolskie";"1461";"1620";"674";"787";"2";"1";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"5";"1";"4";"0";"782";"192";"407";"81";"102"
"33e3-b78a-550c-d91c-d51e-4fdb-6066-b11b";"302603";"92";"3";"wieś";"stały";"Szkoła Podstawowa w Mchach, Mchy 39, 63-130 Książ Wielkopolski";"gm. Książ Wielkopolski";"śremski";"wielkopolskie";"1604";"1788";"668";"936";"0";"1";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"15";"1";"14";"0";"921";"200";"548";"87";"86"
"0efe-139e-a1ec-7e9b-9e0a-ef60-3e21-c7be";"302603";"92";"4";"wieś";"stały";"Szkoła Podstawowa w Konarzycach, Konarzyce Szkolna 6, 63-130 Książ Wielkopolski";"gm. Książ Wielkopolski";"śremski";"wielkopolskie";"963";"1073";"452";"511";"0";"0";"0";"0";"0";"0";"0";"0";"0";"511";"0";"0";"511";"5";"2";"3";"0";"506";"141";"239";"51";"75"
"c11e-8112-13da-4cf9-32f9-6dda-d1bb-1798";"302604";"92";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Marii Konopnickiej w Śremie, ul. Stefana Grota Roweckiego 10, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"2456";"2695";"735";"1681";"12";"7";"0";"0";"0";"0";"0";"0";"0";"1680";"0";"0";"1680";"44";"28";"16";"0";"1636";"727";"564";"136";"209"
"e2bd-e5e2-c148-8c66-051a-50a8-627f-6842";"302604";"92";"2";"miasto";"stały";"Przedszkole Nr 3 ""Jarzębinka"" w Śremie, ul. Tadeusza Bora Komorowskiego 3, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"1196";"1298";"332";"864";"1";"3";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"13";"2";"11";"0";"851";"337";"324";"71";"119"
"da75-b967-cbbe-fe74-3b71-c019-7a06-bb26";"302604";"92";"3";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Polskich Noblistów w Śremie, ul. Dezyderego Chłapowskiego 12A, 63-100 Śrem";"gm. Śrem";"śremski";"wielkopolskie";"2398";"2623";"605";"1793";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1792";"0";"0";"1792";"36";"4";"32";"0";"1756";"815";"599";"140";"202"
