"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mikołaj BOGDANOWICZ";"Krzysztof BREJZA";"Jarosław LATAWIEC";"Mieczysław Aureliusz PIWOWAR"
"80da-6b25-669d-d208-0eef-49c8-ad84-ca02";"041002";"10";"2";"miasto";"stały";"SZKOŁA PODSTAWOWA, Mrocza ul. SPORTOWA 2, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"330";"368";"150";"180";"0";"2";"0";"0";"0";"0";"0";"0";"0";"180";"0";"0";"180";"6";"0";"6";"0";"174";"63";"78";"15";"18"
"4a2c-b464-2dbb-93da-4584-8963-7586-71ab";"041002";"10";"3";"miasto";"stały";"MIEJSKO-GMINNY OŚRODEK KULTURY I REKREACJI, Mrocza ul. ŚLUZOWA 6, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"990";"1085";"446";"544";"0";"0";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"12";"2";"10";"0";"532";"187";"227";"71";"47"
"4b88-9afd-c25d-c709-fda8-c3af-1760-4ac4";"041002";"10";"4";"miasto";"stały";"REMIZA OSP, Mrocza ul. WODNA 1, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"880";"960";"376";"504";"0";"0";"0";"0";"0";"0";"0";"0";"0";"504";"0";"0";"504";"11";"1";"10";"0";"493";"185";"237";"41";"30"
"d246-3834-55e5-7e5f-90e5-0248-b02a-ea53";"041002";"10";"5";"wieś";"stały";"ŚWIETLICA WIEJSKA, Wiele 4, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"562";"618";"261";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"8";"3";"5";"0";"293";"157";"84";"34";"18"
"93e6-5cd1-9835-92b2-7f8d-29fd-b05d-0f88";"041002";"10";"6";"wieś";"stały";"ŚWIETLICA WIEJSKA, Drążno 23, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"520";"580";"207";"313";"0";"0";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"5";"0";"5";"0";"308";"130";"123";"33";"22"
"788f-5e10-f6e0-0b4f-461b-845b-b912-54e2";"041002";"10";"7";"wieś";"stały";"ŚWIETLICA WIEJSKA, Drzewianowo, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"459";"505";"208";"251";"0";"2";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"0";"0";"0";"0";"251";"132";"79";"23";"17"
"0c39-198c-8653-ebdd-7430-df01-be60-dfa0";"041002";"10";"8";"wieś";"stały";"SZKOŁA PODSTAWOWA, Kosowo 20, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"310";"348";"139";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"2";"0";"2";"0";"169";"84";"64";"12";"9"
"0747-5fb1-521d-a958-3746-c1f9-b06f-524c";"041002";"10";"9";"wieś";"stały";"ŚWIETLICA WIEJSKA, Matyldzin 41, 89-115 MROCZA";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"430";"467";"218";"212";"0";"2";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"6";"1";"5";"0";"206";"94";"84";"17";"11"
"29a0-1d24-4567-21aa-af30-4780-0834-6906";"041002";"10";"10";"wieś";"stały";"WIEJSKI DOM KULTURY, Witosław 33, 89-114 WITOSŁAW";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"521";"574";"242";"279";"2";"2";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"1";"5";"0";"272";"139";"93";"21";"19"
"0e18-a767-d903-eb14-ce49-d67e-2470-b88e";"041002";"10";"11";"wieś";"stały";"SZKOŁA PODSTAWOWA, Witosław 9, 89-114 WITOSŁAW";"gm. Mrocza";"nakielski";"kujawsko-pomorskie";"530";"585";"228";"302";"0";"1";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"3";"0";"3";"0";"299";"182";"67";"24";"26"
"e10b-5482-eeb2-bd52-4f50-620f-a056-a455";"041003";"10";"1";"miasto";"stały";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 3, ul. MROTECKA 1a, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1818";"1956";"542";"1276";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"21";"2";"19";"0";"1255";"475";"554";"121";"105"
"3cf2-e009-052e-8ad8-a6d6-d1b4-3d3c-ec20";"041003";"10";"2";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2, ul. BYDGOSKA 24, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1350";"1448";"385";"965";"3";"4";"0";"0";"0";"0";"0";"0";"0";"965";"0";"0";"965";"13";"1";"12";"0";"952";"348";"499";"55";"50"
"a117-e2c1-7748-e1ce-5fae-52ea-5f45-04d8";"041003";"10";"3";"miasto";"stały";"MUZEUM ZIEMI KRAJEŃSKIEJ, ul. POCZTOWA 14, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1549";"1669";"654";"895";"2";"6";"1";"1";"0";"0";"0";"0";"1";"896";"1";"0";"896";"13";"0";"13";"0";"883";"380";"358";"83";"62"
"c7b3-4ad1-ef2f-55f9-df7a-01e9-8637-9f55";"041003";"10";"4";"miasto";"stały";"SZKOŁA PODSTAWOWA NR 2, ul. BYDGOSKA 24, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1060";"1188";"400";"660";"1";"2";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"11";"4";"7";"0";"649";"297";"256";"57";"39"
"c6e5-0c47-3016-f54c-5540-b759-ee8c-027b";"041003";"10";"5";"miasto";"stały";"ZESPÓŁ SZKÓŁ ŻEGLUGI ŚRÓDLĄDOWEJ, ul. GENERAŁA DĄBROWSKIEGO 4, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"628";"712";"300";"328";"1";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"2";"0";"2";"0";"326";"138";"131";"38";"19"
"fdef-18d2-6f41-e6a3-22d5-6645-d9f7-6dff";"041003";"10";"6";"miasto";"stały";"URZĄD STANU CYWILNEGO, ul. GIMNAZJALNA 2, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1100";"1206";"374";"726";"3";"3";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"11";"2";"9";"0";"715";"279";"362";"49";"25"
"936b-f5da-5635-eb45-66f2-89f8-bd7e-4e48";"041003";"10";"7";"miasto";"stały";"POWIATOWA I MIEJSKA BIBLIOTEKA PUBLICZNA, ul. GENERAŁA DĄBROWSKIEGO 20, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"711";"776";"311";"400";"0";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"8";"0";"8";"0";"392";"136";"192";"43";"21"
"0999-29eb-c172-b929-9eba-f62b-a259-c59e";"041003";"10";"8";"miasto";"stały";"URZĄD SKARBOWY, ul. SĄDOWA 8, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1139";"1257";"455";"683";"2";"2";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"9";"1";"8";"0";"673";"281";"263";"69";"60"
"1b1b-05b3-c4b9-d72f-6ad3-6cfc-0a71-cbd2";"041003";"10";"9";"miasto";"stały";"ZESPÓŁ SZKÓŁ PONADGIMNAZJALNYCH, ul. STASZICA 18, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1171";"1281";"384";"787";"0";"2";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"6";"1";"5";"0";"781";"279";"326";"83";"93"
"0116-1519-a3ad-e320-0a04-0302-87a3-0e00";"041003";"10";"10";"miasto";"stały";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4, OSIEDLE WŁADYSŁAWA ŁOKIETKA 15, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1100";"1189";"307";"793";"0";"3";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"10";"2";"8";"0";"783";"283";"360";"74";"66"
"d628-267c-0a9a-1c6d-0684-58cc-41be-39f8";"041003";"10";"11";"miasto";"stały";"NAKIELSKI OŚRODEK KULTURY, ul. MICKIEWICZA 3, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"990";"1027";"325";"665";"1";"2";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"12";"1";"11";"0";"653";"201";"373";"52";"27"
"b63b-1bd4-e8aa-1be2-7076-e31a-9f4f-700b";"041003";"10";"12";"wieś";"stały";"NIEPUBLICZNA SZKOŁA PODSTAWOWA, Olszewka 22, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"640";"701";"287";"353";"0";"0";"0";"0";"0";"0";"0";"0";"0";"353";"0";"0";"353";"9";"2";"7";"0";"344";"128";"151";"32";"33"
"f61f-0fbe-3863-5c39-2a19-dd7a-24ca-db48";"041003";"10";"13";"wieś";"stały";"SZKOŁA PODSTAWOWA, Paterek ul. KCYŃSKA 6a, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"620";"681";"307";"313";"0";"3";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"5";"1";"4";"0";"308";"137";"110";"41";"20"
"2e3e-fa54-e95d-bb09-7e85-b8f3-64e0-4882";"041003";"10";"14";"wieś";"stały";"SZKOŁA PODSTAWOWA, Paterek ul. KCYŃSKA 6a, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1820";"1994";"613";"1207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"19";"4";"15";"0";"1188";"509";"501";"95";"83"
"55dc-a6d3-e3d1-c8fe-b0c4-9e7a-b35c-cebf";"041003";"10";"15";"wieś";"stały";"SZKOŁA PODSTAWOWA, Występ ul. WIEJSKA 1, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1239";"1364";"386";"853";"1";"0";"0";"0";"0";"0";"0";"0";"0";"853";"0";"0";"853";"9";"1";"8";"0";"844";"274";"421";"88";"61"
"68dd-4e05-d8e7-f3f6-0d6d-f2af-bd94-e8a3";"041003";"10";"16";"wieś";"stały";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY, ul. SZKOLNA 4, 89-120 Potulice";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1280";"1417";"492";"788";"1";"3";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"14";"5";"9";"0";"774";"258";"390";"67";"59"
"40da-a7dc-3e2f-3ef3-335b-bb52-0552-6c7c";"041003";"10";"17";"wieś";"stały";"WIEJSKI DOM KULTURY, ul. STRAŻACKA 2, 89-121 Ślesin";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1108";"1210";"433";"675";"0";"7";"1";"1";"0";"0";"0";"0";"1";"674";"1";"0";"674";"5";"2";"3";"0";"669";"234";"313";"65";"57"
"98f9-4443-0a8d-c970-c194-3e48-92b0-02e4";"041003";"10";"18";"wieś";"stały";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY, ul. DWORCOWA 9, 89-121 Ślesin";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"569";"627";"284";"285";"2";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"2";"0";"2";"0";"283";"113";"121";"32";"17"
"38cc-1fe9-c5e7-c155-36c8-5ded-20e4-21aa";"041003";"10";"19";"wieś";"stały";"CENTRUM EKOLOGICZNO-KULTURALNE, Trzeciewnica ul. POWSTAŃCÓW WIELKOPOLSKICH 25A, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"800";"887";"287";"513";"1";"0";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"4";"2";"2";"0";"509";"226";"210";"44";"29"
"5aed-7544-8d5c-2d61-84b8-f5d9-fd93-fc21";"041003";"10";"20";"wieś";"stały";"ŚWIETLICA WIEJSKA, Chrząstowo 14A, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"910";"1002";"383";"527";"1";"1";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"6";"3";"3";"0";"521";"204";"238";"42";"37"
"b4b6-3834-a8a3-135d-4e9a-b88b-8398-bc79";"041003";"10";"21";"wieś";"stały";"KOMUNALNE PRZEDSIĘBIORSTWO WODOCIĄGÓW I KANALIZACJI, ul. DRZYMAŁY 4a, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"120";"144";"35";"85";"0";"0";"0";"0";"0";"0";"0";"0";"0";"85";"0";"0";"85";"1";"0";"1";"0";"84";"28";"35";"6";"15"
"a58c-7d0d-9af0-caf7-bb31-c0f1-f0a4-81f1";"041003";"10";"22";"wieś";"zakład karny";"Zakład Karny w Potulicach, ul. Aleja Parkowa 1, 89-120 Potulice";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"1055";"943";"676";"379";"0";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"19";"7";"12";"0";"360";"120";"173";"46";"21"
"7832-e17d-028d-fdb3-d1cc-60c8-1a0d-262f";"041003";"10";"23";"wieś";"zakład leczniczy";"Zakład Opieki Zdrowotnej Zakładu Karnego w Potulicach, ul. Aleja Parkowa 1, 89-120 Potulice";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"96";"69";"72";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"1";"0";"1";"0";"23";"11";"10";"1";"1"
"fc3a-87e6-1f7b-61d2-4ce1-07ca-5971-3546";"041003";"10";"24";"miasto";"zakład leczniczy";"Nowy Szpital w Nakle i Szubinie Sp. z o. o., ul. Mickiewicza 7, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"93";"52";"89";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"0";"4";"0";"0"
"b9f0-a55d-7dff-d04b-6984-fde8-99d8-a217";"041003";"10";"25";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Parkowa 8, 89-100 Nakło nad Notecią";"gm. Nakło nad Notecią";"nakielski";"kujawsko-pomorskie";"74";"64";"30";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"0";"0";"0";"0";"44";"17";"18";"4";"5"
"05f3-6217-485e-f5da-b936-55bf-edda-fe0c";"041004";"10";"1";"wieś";"stały";"Urząd Gminy, ul. Strażacka 11, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"702";"778";"250";"452";"0";"4";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"6";"2";"4";"0";"446";"176";"197";"39";"34"
"6b89-936c-acef-73c0-2fbe-b2a3-aae5-74ea";"041004";"10";"2";"wieś";"stały";"Szkoła Podstawowa im. mjra Henryka Sucharskiego w Sadkach, ul. Mickiewicza 1, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"740";"811";"281";"459";"0";"3";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"4";"0";"4";"0";"455";"190";"183";"48";"34"
"a711-3c13-b0eb-12b6-4361-73bd-c01a-e42a";"041004";"10";"3";"wieś";"stały";"Świetlica Wiejska, Samostrzel 29, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"390";"433";"148";"242";"1";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"3";"0";"3";"0";"239";"95";"98";"27";"19"
"06f9-29a9-203c-9676-9eaf-51c2-763d-7223";"041004";"10";"4";"wieś";"stały";"Świetlica Wiejska, Bnin 29a, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"300";"343";"98";"202";"1";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"2";"0";"2";"0";"200";"141";"35";"15";"9"
"7677-a7ec-aed1-a5f6-7d96-c170-9d65-1a31";"041004";"10";"5";"wieś";"stały";"Świetlica Wiejska, Mrozowo 24, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"430";"475";"240";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"2";"0";"2";"0";"188";"120";"46";"9";"13"
"2dfe-7cef-7bed-0028-1b70-d9df-738b-6793";"041004";"10";"6";"wieś";"stały";"Świetlica Wiejska, Radzicz 38, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"460";"481";"255";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"7";"2";"5";"0";"198";"89";"74";"19";"16"
"716f-7a22-0f06-3ba1-6880-8c74-4f30-df71";"041004";"10";"7";"wieś";"stały";"Świetlica Wiejska, Dębionek 33, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"420";"466";"199";"221";"0";"1";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"2";"1";"1";"0";"219";"138";"61";"10";"10"
"07b3-4af9-2451-275a-e58e-7e57-932b-f18c";"041004";"10";"8";"wieś";"stały";"Szkoła Podstawowa im. mjra Henryka Sucharskiego w Sadkach-Szkoła Filialna w Dębowie, Dębowo ul. Bohaterów 9, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"600";"663";"244";"356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"6";"3";"3";"0";"350";"179";"120";"27";"24"
"e06a-964b-1bff-0d43-c1cb-fe80-c8a8-0a8c";"041004";"10";"9";"wieś";"stały";"Świetlica Wiejska, Śmielin ul. Główna 2, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"486";"529";"187";"299";"1";"4";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"0";"0";"0";"0";"299";"116";"128";"30";"25"
"5bdc-1764-d1cc-a479-fe83-c530-af5f-1d7c";"041004";"10";"10";"wieś";"stały";"Zespół Szkół Stowarzyszenia ""Żakus"" w Anielinach, Anieliny 30, 89-110 Sadki";"gm. Sadki";"nakielski";"kujawsko-pomorskie";"520";"572";"235";"285";"0";"2";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"6";"1";"5";"0";"279";"129";"103";"32";"15"
"3cb7-c53e-aed8-6a60-0157-41de-467a-c1d5";"041005";"10";"1";"miasto";"stały";"Zespół Szkół, ul. Kochanowskiego 1, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"911";"1001";"248";"663";"0";"0";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"10";"2";"8";"0";"653";"270";"280";"60";"43"
"907f-c70c-fccb-b744-2c4f-a7f0-722e-ba99";"041005";"10";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Grudzielskiego 21, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"950";"1045";"318";"632";"1";"4";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"17";"9";"8";"0";"615";"220";"293";"63";"39"
"a6c4-48a9-f5f7-009d-cf10-0bd1-869e-0eea";"041005";"10";"3";"miasto";"stały";"Przedszkole Samorządowe Nr 2, ul. Dąbrowskiego 16, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"699";"770";"186";"513";"0";"4";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"6";"1";"5";"0";"507";"179";"247";"42";"39"
"de3a-c88d-b9d9-3e78-e640-7430-b5dc-a577";"041005";"10";"4";"miasto";"stały";"Medyk sp. z o. o. Przychodnia, ul. Bema 6, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"889";"973";"240";"649";"0";"2";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"6";"1";"5";"0";"642";"197";"355";"57";"33"
"e52e-8d98-6a58-020b-b65e-9df1-0251-9a6f";"041005";"10";"5";"miasto";"stały";"Spółdzielnia Mieszkaniowa, ul. Bema 1, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"748";"849";"218";"530";"1";"0";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"6";"0";"6";"0";"524";"159";"295";"43";"27"
"7a21-a957-ba3e-bcf8-a23e-f0a7-6295-5d59";"041005";"10";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Św. Marcina 11, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"711";"768";"302";"409";"1";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"8";"1";"7";"0";"401";"135";"174";"57";"35"
"3dc8-3733-d121-0e3d-f08c-e357-8911-d6b8";"041005";"10";"7";"miasto";"stały";"Szubiński Dom Kultury, ul. Kcyńska 13, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"730";"824";"313";"417";"2";"1";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"12";"2";"10";"0";"405";"145";"177";"49";"34"
"cb56-a081-f9dd-9233-eb0b-aee7-2b26-3230";"041005";"10";"8";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Tysiąclecia 1, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"940";"1049";"215";"725";"0";"0";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"12";"2";"10";"0";"713";"195";"390";"80";"48"
"6ca8-27bf-5c97-b431-df26-3b39-3fde-3c14";"041005";"10";"9";"wieś";"stały";"Szkoła Podstawowa, Kołaczkowo ul. Szkolna 6, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"1109";"1244";"413";"696";"1";"5";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"8";"4";"4";"0";"688";"251";"320";"76";"41"
"b308-1ce0-615c-f55b-66c3-cd88-d9da-8016";"041005";"10";"10";"wieś";"stały";"Świetlica wiejska, Rynarzewo ul. Bydgoska 2, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"1681";"1874";"559";"1122";"1";"20";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"0";"1122";"17";"5";"12";"0";"1105";"398";"523";"109";"75"
"b88f-38a4-dce1-3141-ca8e-6023-29c2-4ce2";"041005";"10";"11";"wieś";"stały";"Świetlica wiejska, Zamość ul. Wierzbowa 1, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"1381";"1521";"461";"920";"1";"5";"0";"0";"0";"0";"0";"0";"0";"920";"0";"0";"920";"6";"0";"6";"0";"914";"287";"456";"95";"76"
"4e52-aa84-9ea5-9650-359d-ae0f-0463-ae4b";"041005";"10";"12";"wieś";"stały";"Szkoła Podstawowa, Tur ul. Bydgoska 28, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"709";"791";"293";"416";"0";"0";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"5";"1";"4";"0";"411";"151";"182";"45";"33"
"6a6c-7834-d0c8-151b-ccac-eee9-fc2d-9330";"041005";"10";"13";"wieś";"stały";"Świetlica wiejska, Samoklęski Duże 19a, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"900";"988";"493";"407";"0";"1";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"8";"2";"6";"0";"399";"191";"133";"37";"38"
"9df2-e9c9-dfc9-cedd-a0ec-eb6e-7577-7b50";"041005";"10";"14";"wieś";"stały";"Rejonowa Biblioteka Publiczna, ul. Kcyńska 11, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"793";"879";"351";"442";"0";"4";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"6";"0";"6";"0";"436";"167";"210";"45";"14"
"ede1-e724-bc7f-66c5-b8a1-b395-3cee-c37f";"041005";"10";"15";"wieś";"stały";"Świetlica wiejska, Zalesie ul. Szubińska 3, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"779";"875";"423";"356";"0";"2";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"7";"1";"6";"0";"349";"147";"133";"41";"28"
"b0f6-e469-3adf-f1c7-065e-4d8a-6af6-aa28";"041005";"10";"16";"wieś";"stały";"Świetlica wiejska, Królikowo ul. Chraplewska 1, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"662";"723";"340";"322";"0";"3";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"4";"0";"4";"0";"318";"174";"103";"23";"18"
"fc36-78da-3ce3-5731-6849-072f-a1ac-fc54";"041005";"10";"17";"wieś";"stały";"Szkoła Podstawowa w Królikowie, Królikowo Szkolna 7, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"665";"730";"406";"259";"0";"1";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"8";"0";"8";"0";"251";"105";"111";"20";"15"
"84f5-70f9-1a11-164e-f105-8bab-8971-b1a6";"041005";"10";"18";"wieś";"stały";"Świetlica wiejska, Chomętowo 25, 89-200 Szubin";"gm. Szubin";"nakielski";"kujawsko-pomorskie";"790";"875";"304";"486";"0";"3";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"4";"1";"3";"0";"482";"264";"164";"34";"20"
