"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mikołaj BOGDANOWICZ";"Krzysztof BREJZA";"Jarosław LATAWIEC";"Mieczysław Aureliusz PIWOWAR"
"a3f1-8416-6555-061a-484c-2424-5260-178e";"040701";"10";"1";"miasto";"stały";"Filia nr 4 Biblioteki Miejskiej im. Jana Kasprowicza, ul. Poprzeczna 29, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1228";"1335";"407";"821";"2";"2";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"7";"6";"1";"0";"814";"247";"446";"72";"49"
"8295-6e26-5af7-8de4-03c2-cb25-5686-75f3";"040701";"10";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Św. Wojciecha, ul. Toruńska 46 - 48, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1030";"1119";"241";"789";"1";"9";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"10";"5";"5";"0";"779";"255";"438";"52";"34"
"27fa-3616-4f56-7d68-3bb9-e2d0-f0ff-6697";"040701";"10";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Św. Wojciecha, ul. Toruńska 46 - 48, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"930";"1025";"468";"462";"1";"6";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"12";"0";"12";"0";"450";"156";"243";"36";"15"
"a830-f383-00c1-6da6-f523-99fc-1a29-7246";"040701";"10";"4";"miasto";"stały";"Przedszkole Nr 14 ""Muzyczna Kraina"", ul. Marii Skłodowskiej-Curie 41, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1185";"1325";"373";"812";"0";"1";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"13";"4";"9";"0";"799";"293";"445";"45";"16"
"48b4-329e-661b-dcb7-5a36-b1ef-1245-1819";"040701";"10";"5";"miasto";"stały";"Klub ""Kopernik"" Kujawskiej Spółdzielni Mieszkaniowej w Inowrocławiu, ul. Toruńska 60, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"994";"1114";"275";"719";"1";"3";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"16";"13";"3";"0";"703";"230";"406";"37";"30"
"fec4-2b09-a1e4-eea3-115c-1a86-168d-0956";"040701";"10";"6";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Św. Ducha 90, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1178";"1290";"453";"725";"0";"1";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"6";"3";"3";"0";"719";"187";"468";"35";"29"
"b192-f7c1-7f69-b1c4-14a3-5664-1a46-3266";"040701";"10";"7";"miasto";"stały";"I Liceum Ogólnokształcące im. Jana Kasprowicza z Oddziałami Dwujęzycznymi, ul. 3 Maja 11/13, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1138";"1219";"554";"584";"1";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"15";"3";"12";"0";"568";"201";"296";"49";"22"
"8bf4-a17e-2e00-4810-d1f4-6dc6-71e9-c1df";"040701";"10";"8";"miasto";"stały";"Kujawskie Centrum Kultury, ul. Kasztelańska 22, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1161";"1268";"547";"614";"0";"3";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"6";"2";"4";"0";"608";"187";"370";"35";"16"
"18a7-9668-b39c-7526-09df-bc63-e9ab-4856";"040701";"10";"9";"miasto";"stały";"Biblioteka Miejska im. Jana Kasprowicza, ul. Jana Kilińskiego 16, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1296";"1416";"690";"606";"1";"8";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"6";"2";"4";"0";"600";"247";"285";"44";"24"
"7725-6083-fb27-21dc-53d6-8cb1-3eba-34da";"040701";"10";"10";"miasto";"stały";"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. ks. Piotra Wawrzyniaka 33, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1111";"1226";"402";"709";"1";"1";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"17";"2";"15";"0";"692";"209";"413";"40";"30"
"3c93-0abf-efa7-5cad-3546-7111-995d-2404";"040701";"10";"11";"miasto";"stały";"Przedsiębiorstwo Gospodarki Komunalnej i Mieszkaniowej sp. z o. o., ul. ks. Piotra Wawrzyniaka 33, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"980";"1148";"490";"490";"1";"0";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"0";"0";"0";"0";"490";"189";"246";"37";"18"
"daba-b861-807e-a5af-e603-0160-fcb0-cae9";"040701";"10";"12";"miasto";"stały";"Przedszkole nr 14 ""Muzyczna Kraina"", ul. Św. Ducha 86, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1151";"1153";"356";"795";"3";"4";"1";"1";"0";"0";"0";"0";"1";"796";"1";"0";"796";"15";"4";"11";"0";"781";"249";"468";"48";"16"
"0ce8-2c19-1442-babf-cc08-b1e6-541b-9c8b";"040701";"10";"13";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, ul. Św. Ducha 90, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1300";"1423";"393";"907";"0";"3";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"11";"2";"9";"0";"896";"275";"531";"44";"46"
"3eec-a513-aea8-8428-16e4-0c03-e141-bde4";"040701";"10";"14";"miasto";"stały";"Administracja Osiedla Piastowskiego Kujawskiej Spółdzielni Mieszkaniowej, ul. Bolesława Krzywoustego 23, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1540";"1702";"505";"1035";"2";"1";"0";"0";"0";"0";"0";"0";"0";"1035";"0";"0";"1035";"16";"7";"9";"0";"1019";"319";"608";"43";"49"
"0a75-4287-1999-4256-ac78-04ff-a5b1-0a61";"040701";"10";"15";"miasto";"stały";"Szkoła Podstawowa nr 8 im. 4. Kujawskiego Pułku Artylerii Lekkiej, ul. Władysława Łokietka 3, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1003";"1108";"328";"675";"1";"2";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"6";"1";"5";"0";"669";"196";"413";"38";"22"
"8275-a3fc-2c5b-8fd4-5540-6e7f-3186-6463";"040701";"10";"16";"miasto";"stały";"Szkoła Podstawowa nr 8 im. 4. Kujawskiego Pułku Artylerii Lekkiej, ul. Władysława Łokietka 3, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1080";"1222";"328";"752";"2";"0";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"9";"1";"8";"0";"743";"235";"429";"55";"24"
"bdab-d15d-9db0-52ae-1d12-4591-6f77-a07f";"040701";"10";"17";"miasto";"stały";"Przedszkole Niepubliczne ""Pod Tęczą"", ul. Władysława Łokietka 2, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1025";"1131";"323";"702";"2";"4";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"18";"4";"14";"0";"683";"218";"401";"35";"29"
"b876-004b-2ef6-bd5e-872d-9cb8-b300-c910";"040701";"10";"18";"miasto";"stały";"Drukarnia POZKAL Spółka z o. o. Spółka komandytowa, ul. Cegielna 10/12, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1018";"1059";"398";"620";"2";"3";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"8";"0";"8";"0";"612";"210";"346";"33";"23"
"55f2-2ef1-df91-9e1e-db2c-1e13-aec3-e094";"040701";"10";"19";"miasto";"stały";"Szkoła Podstawowa nr 11 im. Stefana Batorego, ul. Jana III Sobieskiego 5/7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1610";"1743";"401";"1209";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1209";"0";"0";"1209";"12";"4";"8";"0";"1197";"340";"751";"63";"43"
"a60a-dfd8-d0b3-a45c-04e2-a869-d4e2-9b77";"040701";"10";"20";"miasto";"stały";"Szkoła Podstawowa nr 11 im. Stefana Batorego, ul. Jana III Sobieskiego 5/7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1671";"1894";"406";"1265";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1265";"0";"0";"1265";"8";"2";"6";"0";"1257";"344";"795";"77";"41"
"07b0-388b-2397-ad9b-3642-0267-3aa5-54fe";"040701";"10";"21";"miasto";"stały";"Szkoła Podstawowa Nr 10 im. Jana Kasprowicza, ul. Stanisława Przybyszewskiego 119, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"670";"736";"205";"465";"1";"5";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"4";"1";"3";"0";"461";"159";"252";"23";"27"
"5392-c6dd-54ab-2ebe-f554-fa1b-7588-7282";"040701";"10";"22";"miasto";"stały";"Zespół Szkół Chemiczno-Elektronicznych im. Jana Pawła II, ul. Poznańska 345, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1270";"1382";"581";"689";"0";"3";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"14";"5";"9";"0";"675";"247";"330";"69";"29"
"47e5-2314-d5ef-3c5d-39ec-ab34-a95d-278e";"040701";"10";"23";"miasto";"stały";"Szkoła Podstawowa nr 9 z Oddziałami Przedszkolnymi im. Marii Skłodowskiej-Curie, ul. Chemiczna 9, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"951";"1048";"339";"612";"0";"1";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"16";"6";"10";"0";"596";"233";"304";"39";"20"
"7f31-875e-0be4-4905-fa6d-8d3d-1dfa-285f";"040701";"10";"24";"miasto";"stały";"Szkoła Podstawowa nr 14 z Oddziałami Dwujęzycznymi im. Zygmunta Wilkońskiego, ul. Ignacego Daszyńskiego 29, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1080";"1178";"412";"668";"1";"2";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"13";"2";"11";"0";"655";"188";"412";"37";"18"
"64ac-0c1f-fb23-5dde-50b1-24ef-0126-a674";"040701";"10";"25";"miasto";"stały";"Szkoła Podstawowa nr 14 z Oddziałami Dwujęzycznymi im. Zygmunta Wilkońskiego, ul. Ignacego Daszyńskiego 29, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1203";"1288";"395";"808";"2";"4";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"10";"10";"0";"0";"798";"195";"504";"55";"44"
"83bd-06ce-e427-8580-da4f-6c55-39b8-6cff";"040701";"10";"26";"miasto";"stały";"Kujawska Spółdzielnia Mieszkaniowa, Aleje Mikołaja Kopernika 7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1581";"1715";"589";"992";"1";"2";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"13";"13";"0";"0";"979";"279";"610";"57";"33"
"8585-0332-0b7f-6287-1d72-842a-e72e-6157";"040701";"10";"27";"miasto";"stały";"Zespół Szkół im. Marka Kotańskiego, ul. Solankowa 21, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"978";"1040";"318";"660";"4";"32";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"2";"1";"1";"0";"658";"224";"361";"41";"32"
"4c95-f497-eb50-aa57-8262-3248-d83a-4787";"040701";"10";"28";"miasto";"stały";"Filia nr 1 Biblioteki Miejskiej im. Jana Kasprowicza, ul. Zygmunta Wilkońskiego 32, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1147";"1203";"291";"856";"0";"175";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"15";"3";"12";"0";"841";"267";"508";"34";"32"
"d7f1-b59f-ace4-4729-8586-7a59-1c5b-bb26";"040701";"10";"29";"miasto";"stały";"Szkoła Podstawowa Integracyjna im. Powstańców Wielkopolskich, ul. Józefa Krzymińskiego 4, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1098";"1199";"265";"833";"2";"2";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"11";"7";"4";"0";"822";"187";"570";"42";"23"
"1b5f-9152-be55-d6c3-1a58-e523-1da5-6db3";"040701";"10";"30";"miasto";"stały";"Szkoła Podstawowa Integracyjna im. Powstańców Wielkopolskich, ul. Józefa Krzymińskiego 4, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1099";"1191";"346";"753";"0";"0";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"6";"3";"3";"0";"747";"248";"444";"28";"27"
"c996-3846-d73b-2a53-48ff-6676-ad2f-4e8d";"040701";"10";"31";"miasto";"stały";"Zespół Szkół Ekonomiczno-Logistycznych, ul. Józefa Krzymińskiego 8, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"610";"666";"164";"446";"0";"2";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"3";"0";"3";"0";"443";"112";"293";"26";"12"
"bca4-c47b-98a7-5617-6a79-b685-8915-b83d";"040701";"10";"32";"miasto";"stały";"Przedszkole nr 20 ""Kujawskie dzieci"", ul. Wojska Polskiego 13a, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1081";"1206";"295";"786";"2";"2";"0";"0";"0";"0";"0";"0";"0";"786";"0";"0";"786";"10";"2";"8";"0";"776";"220";"477";"44";"35"
"fd1f-0c86-4fe0-8851-7e4c-27c2-494c-4bff";"040701";"10";"33";"miasto";"stały";"Zakład Robót Publicznych, ul. Marszałka Józefa Piłsudskiego 15, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1370";"1445";"502";"868";"1";"8";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"9";"1";"8";"0";"859";"283";"499";"51";"26"
"b211-230d-2cf5-4779-46b5-b59a-4aa2-1539";"040701";"10";"34";"miasto";"stały";"Przedszkole nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 24, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"691";"747";"193";"498";"0";"1";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"10";"4";"6";"0";"488";"110";"338";"24";"16"
"b1ae-4d06-5c8a-d0b9-b3ec-0b72-f5a0-aa30";"040701";"10";"35";"miasto";"stały";"Budynek administracyjny, ul. Poznańska 185, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"898";"936";"223";"675";"1";"3";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"9";"1";"8";"0";"666";"230";"382";"27";"27"
"90c2-968d-e3c0-3292-7833-fe00-577d-2803";"040701";"10";"36";"miasto";"stały";"Przedszkole nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 24, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"992";"1060";"229";"763";"0";"2";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"9";"3";"6";"0";"754";"199";"472";"50";"33"
"c47d-a3fd-2edc-3a28-3efd-6ec7-35af-d851";"040701";"10";"37";"miasto";"stały";"Przedszkole nr 4 „Słoneczko” z Oddziałami Integracyjnymi, ul. Janusza Kusocińskiego 11, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1141";"1261";"302";"839";"4";"3";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"8";"3";"5";"0";"831";"245";"509";"41";"36"
"eadb-ff42-804e-7a64-bc19-aa97-9e6d-3c90";"040701";"10";"38";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Janusza Kusocińskiego, ul. Szarych Szeregów 1, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1020";"1108";"272";"748";"2";"3";"0";"0";"0";"0";"0";"0";"0";"748";"0";"0";"748";"9";"1";"8";"0";"739";"235";"445";"39";"20"
"f619-5902-5b15-258b-725b-68ab-9956-a2fd";"040701";"10";"39";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Janusza Kusocińskiego, ul. Szarych Szeregów 1, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1040";"1117";"280";"760";"0";"0";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"11";"3";"8";"0";"749";"214";"446";"45";"44"
"4aaf-e13c-8673-1338-dbd4-64d9-63a6-a468";"040701";"10";"40";"miasto";"stały";"Szkoła Podstawowa nr 5 im. dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1189";"1295";"331";"858";"1";"6";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"6";"3";"3";"0";"852";"261";"505";"51";"35"
"9b9d-d49f-bc10-131c-a44c-564e-07a6-5658";"040701";"10";"41";"miasto";"stały";"Szkoła Podstawowa nr 5 im. dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1000";"1072";"266";"734";"0";"1";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"11";"3";"8";"0";"723";"259";"397";"39";"28"
"2333-1293-3f7d-0d6c-c38b-c15b-3691-2c64";"040701";"10";"42";"miasto";"stały";"Przedszkole nr 20 ""Kujawskie dzieci"", ul. Iwana Alejnika 13, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1144";"1238";"285";"859";"0";"3";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"16";"1";"15";"0";"843";"262";"494";"54";"33"
"6281-eff3-ec2f-6552-62dd-e2b9-122d-6567";"040701";"10";"43";"miasto";"stały";"Warsztat Terapii Zajęciowej przy Stowarzyszeniu Pomocy Upośledzonym Umysłowo, ul. Emilii Plater 3, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1701";"1835";"470";"1231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1231";"0";"0";"1231";"9";"9";"0";"0";"1222";"383";"728";"62";"49"
"9d24-4993-fbc7-9730-c524-cbe6-2aec-f8d9";"040701";"10";"44";"miasto";"stały";"Szkoła Podstawowa Nr 5 im. Dra Józefa Krzymińskiego, ul. Stanisława Kiełbasiewicza 7, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1269";"1355";"358";"911";"1";"3";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"12";"12";"0";"0";"899";"294";"513";"58";"34"
"3778-b42c-af5f-fa7b-1e70-3751-2c6b-b5ae";"040701";"10";"45";"miasto";"stały";"Warsztat Terapii Zajęciowej przy Stowarzyszeniu Pomocy Upośledzonym Umysłowo, ul. Emilii Plater 3, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"1398";"1516";"375";"1023";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"10";"6";"4";"0";"1013";"288";"615";"79";"31"
"d8ee-45f6-c05a-c414-5faf-b74a-b833-186f";"040701";"10";"46";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Macieja Wierzbińskiego 49, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"92";"83";"44";"48";"0";"0";"0";"0";"0";"0";"0";"0";"0";"48";"0";"0";"48";"2";"0";"2";"0";"46";"19";"24";"3";"0"
"bda5-820d-714c-e0ce-7f64-cc86-3e7a-e400";"040701";"10";"47";"miasto";"zakład leczniczy";"Szpital Wielospecjalistyczny im. dr. Ludwika Błażka, ul. Poznańska 97, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"486";"303";"418";"68";"0";"4";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"1";"0";"1";"0";"67";"26";"36";"4";"1"
"4bf8-efff-71da-322d-6f20-cd3f-acd3-d75d";"040701";"10";"48";"miasto";"zakład karny";"Zakład Karny w Inowrocławiu, ul. Prezydenta Gabriela Narutowicza 46, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"346";"318";"242";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"1";"1";"0";"0";"103";"25";"67";"6";"5"
"aa93-bd0a-94bf-ab78-9954-174c-eb39-736c";"040701";"10";"49";"miasto";"zakład leczniczy";"Zespół Sanatoryjno-Szpitalny ""Kujawiak"", ul. Zygmunta Wilkońskiego 23, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"820";"756";"294";"526";"0";"297";"0";"0";"0";"0";"0";"0";"0";"525";"0";"1";"524";"10";"1";"9";"0";"514";"248";"211";"18";"37"
"da21-1017-5f5a-02d0-c701-8624-ddef-e32f";"040701";"10";"50";"miasto";"zakład leczniczy";"Sanatorium Uzdrowiskowe ""Przy Tężni"" im. dr Józefa Krzymińskiego SPZOZ, ul. Przy Stawku 12, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"490";"465";"124";"366";"0";"183";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"4";"0";"4";"0";"361";"142";"187";"7";"25"
"bfaf-08cb-5135-58a3-5cb2-07c7-e19e-8aba";"040701";"10";"51";"miasto";"zakład leczniczy";"Sanatorium Uzdrowiskowe Modrzew Sp. z o. o., ul. Macieja Wierzbińskiego 50a, 88-100 Inowrocław";"m. Inowrocław";"inowrocławski";"kujawsko-pomorskie";"206";"189";"44";"162";"0";"0";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"2";"0";"2";"0";"160";"71";"77";"4";"8"
"8a3e-54b3-e797-ee10-e8e4-858e-5281-463a";"040702";"10";"1";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Rekreacji, ul. Długa 48, 88-133 Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"752";"830";"325";"427";"4";"4";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"7";"0";"7";"0";"420";"207";"174";"21";"18"
"cbd0-d64e-d55f-4211-68d4-0b1c-d1de-c09b";"040702";"10";"2";"wieś";"stały";"Szkoła Podstawowa, Pieranie 7, 88-133 Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"830";"917";"437";"393";"0";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"6";"1";"5";"0";"387";"201";"132";"26";"28"
"e45b-29a2-9ce0-d1ab-b779-ab9a-0e15-f25c";"040702";"10";"3";"wieś";"stały";"Świetlica Wiejska, Mleczkowo 30, 88-133 Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"481";"531";"262";"219";"1";"0";"0";"0";"0";"0";"0";"0";"0";"219";"0";"0";"219";"4";"1";"3";"0";"215";"110";"87";"11";"7"
"edc7-ea17-b15d-5f65-da11-617d-ba7d-9e87";"040702";"10";"4";"wieś";"stały";"Szkoła Podstawowa, Ośniszczewko 1, 88-133 Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"431";"474";"221";"210";"0";"5";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"2";"0";"2";"0";"208";"84";"92";"15";"17"
"9eef-2f01-b357-dd7e-c729-2635-856d-cde9";"040702";"10";"5";"wieś";"stały";"Szkoła Podstawowa, Ośniszczewko 1, 88-133 Dąbrowa Biskupia";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"482";"528";"233";"249";"0";"1";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"1";"0";"1";"0";"248";"137";"92";"9";"10"
"a1a3-2880-9684-bb43-5c34-3932-af12-70f6";"040702";"10";"6";"wieś";"stały";"Szkoła Podstawowa, Parchanie 38, 88-110 Inowrocław";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"631";"649";"292";"339";"0";"2";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"2";"0";"2";"0";"337";"181";"126";"20";"10"
"998e-4211-37af-09ed-4d47-a0f2-f752-33e6";"040702";"10";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Parchanie 9, 88-110 Inowrocław 2";"gm. Dąbrowa Biskupia";"inowrocławski";"kujawsko-pomorskie";"80";"46";"45";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"2";"0";"2";"0";"33";"11";"16";"3";"3"
"887b-52bd-242e-f064-09dc-d4e0-e199-1c8d";"040703";"10";"1";"miasto";"stały";"Przedszkole Bajkowa Kraina, ul. St. Moniuszki 2, 88-140 Gniewkowo";"gm. Gniewkowo";"inowrocławski";"kujawsko-pomorskie";"852";"949";"280";"572";"0";"13";"1";"1";"1";"0";"0";"0";"0";"572";"0";"0";"572";"11";"2";"9";"0";"561";"200";"297";"43";"21"
