"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota Irvina ARCISZEWSKA-MIELEWCZYK";"Kazimierz Mariusz KLEINA"
"3829-62c6-9c7d-0ced-af4b-ccb0-6d89-8544";"221503";"62";"17";"miasto";"stały";"Świetlica Osiedlowa, ul. Mostnika 46, 84-200 Wejherowo";"m. Wejherowo";"wejherowski";"pomorskie";"1449";"1540";"395";"1054";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"32";"16";"16";"0";"1022";"382";"640"
"5287-a491-c77a-c479-06fa-9bf8-bcf6-ccd4";"221503";"62";"18";"miasto";"areszt śledczy";"Areszt Śledczy, ul. Sobieskiego 302, 84-200 Wejherowo";"m. Wejherowo";"wejherowski";"pomorskie";"347";"313";"180";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"4";"0";"4";"0";"163";"37";"126"
"292c-5fe9-f52e-544f-cb2a-0844-71ac-5a61";"221503";"62";"19";"miasto";"zakład leczniczy";"Szpital Specjalistyczny, ul. Jagalskiego 10, 84-200 Wejherowo";"m. Wejherowo";"wejherowski";"pomorskie";"439";"294";"360";"79";"0";"5";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"3";"0";"3";"0";"76";"43";"33"
"ef52-2e21-acc5-cd15-de4a-60a3-f6d0-da3e";"221503";"62";"20";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Św. Jacka 14, 84-200 Wejherowo";"m. Wejherowo";"wejherowski";"pomorskie";"115";"68";"69";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"4";"0";"4";"0";"42";"26";"16"
"2820-469c-b6dc-af0b-96bd-8bd2-765f-6963";"221503";"62";"21";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Przebendowskiego 1, 84-200 Wejherowo";"m. Wejherowo";"wejherowski";"pomorskie";"75";"52";"63";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"2";"1";"1";"0";"10";"5";"5"
"bb2b-d738-53c0-dd4f-a7f3-61ac-c13b-0ec3";"221504";"62";"1";"wieś";"stały";"Zespół Szkół Stołówka szkolna, ul. Szkolna 2, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"1001";"1060";"333";"668";"0";"13";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"24";"7";"17";"0";"644";"237";"407"
"15a7-864c-e577-9f50-579b-4d8a-8600-488e";"221504";"62";"2";"wieś";"stały";"Zespół Szkół, ul. Szkolna 2, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"1202";"1311";"616";"586";"0";"20";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"16";"5";"11";"0";"570";"227";"343"
"dba9-077b-496a-59f6-9472-27cb-eb8a-1a6c";"221504";"62";"3";"wieś";"stały";"Świetlica, Łętowo 2, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"450";"498";"225";"225";"0";"1";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"13";"1";"12";"0";"212";"108";"104"
"08aa-a8dc-bacf-eb6e-d312-9848-ac96-dfa7";"221504";"62";"4";"wieś";"stały";"Sala gimnastyczna byłej szkoły, Zwartowo 19b, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"550";"565";"309";"241";"0";"8";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"0";"4";"0";"237";"131";"106"
"90d4-5b08-aaa9-1e0e-27ea-5251-9b83-f3a4";"221504";"62";"5";"wieś";"stały";"Szkoła Podstawowa, Ciekocino 11, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"550";"559";"316";"234";"2";"2";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"6";"1";"5";"0";"228";"114";"114"
"8270-b307-01b9-0e8b-7549-d354-94e4-97f6";"221504";"62";"6";"wieś";"stały";"Budynek byłej szkoły, Sasino ul. Cisowa 6, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"400";"416";"161";"239";"0";"22";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"4";"1";"3";"0";"235";"81";"154"
"c224-c0e1-d802-6550-a158-9a01-42a2-439a";"221504";"62";"7";"wieś";"oddział zewnętrzny aresztu śledczego";"Areszt Śledczy w Wejherowie Oddział Tymczasowego Zakwaterowania Skazanych w Zwartowie, Zwartowo 25, 84-210 Choczewo";"gm. Choczewo";"wejherowski";"pomorskie";"27";"25";"2";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"0";"0";"0";"0";"25";"14";"11"
"394b-13ea-b2d3-8b1a-0063-df86-3d45-4ccd";"221505";"62";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 1, 84-250 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"1550";"1665";"623";"927";"1";"7";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"31";"6";"25";"0";"896";"401";"495"
"7a66-29a7-a00c-9743-fc09-7bc4-1a91-9702";"221505";"62";"2";"wieś";"stały";"Centrum Kultury, Sportu, Turystyki i Biblioteka, ul. Sportowa 1, 84-250 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"752";"791";"370";"382";"2";"3";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"9";"3";"6";"0";"373";"177";"196"
"64e4-022c-4d38-a325-c555-2835-cc90-8e71";"221505";"62";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Kostkowo ul. Księdza Galasa 1, 84-251 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"1545";"1689";"780";"765";"1";"4";"0";"0";"0";"0";"0";"0";"0";"765";"0";"0";"765";"23";"6";"17";"0";"742";"336";"406"
"00a4-62a8-d34d-95cf-ff33-a5d9-3b68-0f70";"221505";"62";"4";"wieś";"stały";"Świetlica Ochotnicza Straż Pożarna, Nadole ul. Strażacka 20, 84-250 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"549";"581";"213";"336";"0";"12";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"10";"0";"10";"0";"326";"138";"188"
"7725-2bab-e839-1eda-2c22-5f2b-6e72-2f9d";"221505";"62";"5";"wieś";"stały";"Dom Sołecki, Rybno ul. Dębowa 7, 84-251 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"550";"592";"235";"315";"0";"1";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"11";"3";"8";"0";"304";"162";"142"
"2330-9628-f8a1-63c1-2f6d-f9a8-142f-f4f1";"221505";"62";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Strzebielinku, Strzebielinek 15, 84-250 Gniewino";"gm. Gniewino";"wejherowski";"pomorskie";"103";"101";"62";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"4";"1";"3";"0";"37";"22";"15"
"8a10-e572-06a5-c2dd-26ed-8755-46a6-762e";"221506";"62";"1";"wieś";"stały";"Szkoła Podstawowa w Lini, Szkolna 1, 84-223 Linia";"gm. Linia";"wejherowski";"pomorskie";"1303";"1407";"489";"814";"0";"3";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"25";"11";"14";"0";"789";"426";"363"
"5fde-0206-0958-8898-df91-05cd-11bb-a783";"221506";"62";"2";"wieś";"stały";"Szkoła Podstawowa w Lini, Szkolna 1, 84-223 Linia";"gm. Linia";"wejherowski";"pomorskie";"851";"905";"292";"559";"0";"5";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"13";"1";"12";"0";"546";"386";"160"
"a648-2951-48d2-6778-3287-5499-6684-0b7c";"221506";"62";"3";"wieś";"stały";"Szkoła Podstawowa w Strzepczu, Strzepcz Hieronima Derdowskiego 3, 84-223 Linia";"gm. Linia";"wejherowski";"pomorskie";"1703";"1832";"590";"1113";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"31";"6";"25";"0";"1082";"705";"377"
"e1bf-b454-31b5-5d9c-5d49-a8b3-b275-71a0";"221506";"62";"4";"wieś";"stały";"Szkoła Podstawowa w Niepoczołowicach, Niepoczołowice Szkolna 1, 84-223 Linia";"gm. Linia";"wejherowski";"pomorskie";"501";"536";"140";"361";"0";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"13";"2";"11";"0";"348";"252";"96"
"4258-0e5a-3078-4bc7-ae9f-eee8-af34-8439";"221507";"62";"1";"wieś";"stały";"Szkoła Podstawowa nr 1 w Luzinie (nowa część szkoły), ul. Szkolna 13, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"1549";"1686";"410";"1139";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1137";"0";"0";"1137";"47";"9";"38";"0";"1090";"633";"457"
"ad70-5bca-f0ce-9292-ccec-2c2a-f676-356f";"221507";"62";"2";"wieś";"stały";"Szkoła Podstawowa nr 1 w Luzinie (sala gimnastyczna), ul. Szkolna 13, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"1598";"1740";"543";"1055";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"30";"7";"23";"0";"1025";"564";"461"
"ab01-c386-67dd-44b7-3de5-f2c6-1afb-a011";"221507";"62";"3";"wieś";"stały";"Szkoła Podstawowa nr 2 w Luzinie, ul. Mickiewicza 22, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"2151";"2337";"575";"1576";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1574";"0";"0";"1574";"65";"23";"42";"0";"1509";"750";"759"
"01e9-d085-39ef-5378-a49f-1d65-ca40-1762";"221507";"62";"4";"wieś";"stały";"Szkoła Podstawowa w Wyszecinie, Wyszecino ul. Szkolna 2, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"997";"1068";"478";"519";"1";"0";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"17";"4";"13";"0";"502";"308";"194"
"71d5-8faf-e900-3873-e6de-3c31-4c7d-90a7";"221507";"62";"5";"wieś";"stały";"Szkoła Podstawowa w Sychowie, Sychowo Szkolna 4, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"1554";"1716";"562";"992";"0";"0";"0";"0";"0";"0";"0";"0";"0";"990";"0";"0";"990";"26";"3";"23";"0";"964";"623";"341"
"f50f-c0ed-c06c-e7db-c20d-bb9a-532d-d447";"221507";"62";"6";"wieś";"stały";"Szkoła Podstawowa w Kębłowie (budynek szkoły), Kębłowo ul. Wiejska 49, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"1403";"1553";"435";"968";"0";"2";"0";"0";"0";"0";"0";"0";"0";"968";"0";"0";"968";"43";"9";"34";"0";"925";"434";"491"
"2b32-5217-cc39-ed53-5427-0262-0f20-1f60";"221507";"62";"7";"wieś";"stały";"Szkoła Podstawowa w Kębłowie (budynek sali gimnastycznej), Kębłowo ul. Wiejska 49, 84-242 Luzino";"gm. Luzino";"wejherowski";"pomorskie";"1303";"1428";"543";"760";"0";"2";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"15";"5";"10";"0";"745";"393";"352"
"dbe0-8f2e-187d-19d5-f9be-ad0b-f41b-c594";"221508";"62";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 84-214 Bożepole Wielkie";"gm. Łęczyce";"wejherowski";"pomorskie";"851";"888";"399";"452";"0";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"10";"2";"8";"0";"441";"226";"215"
"2232-6426-799a-a10a-e5f4-477e-0521-4436";"221508";"62";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 84-214 Bożepole Wielkie";"gm. Łęczyce";"wejherowski";"pomorskie";"1002";"1069";"354";"648";"1";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"11";"2";"9";"0";"637";"299";"338"
"3c16-0c25-6695-ee92-c383-f17f-a9ab-2927";"221508";"62";"3";"wieś";"stały";"Świetlico-Czytelnia, Brzeźno Lęborskie 14d, 84-213 Brzeźno Lęborskie";"gm. Łęczyce";"wejherowski";"pomorskie";"800";"854";"396";"404";"0";"0";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"7";"1";"6";"0";"397";"203";"194"
"6826-5916-bbff-b93f-1836-b213-662a-d071";"221508";"62";"4";"wieś";"stały";"Świetlica wiejska, Kaczkowo 18A, 84-218 Łęczyce";"gm. Łęczyce";"wejherowski";"pomorskie";"750";"772";"343";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"12";"1";"11";"0";"395";"218";"177"
"2b16-8007-0d92-580f-1bcf-0e3e-0faa-4870";"221508";"62";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Topolowa 1, 84-218 Łęczyce";"gm. Łęczyce";"wejherowski";"pomorskie";"1348";"1464";"566";"782";"0";"2";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"20";"4";"16";"0";"762";"354";"408"
"2d5c-5014-1c06-8948-1b42-bc8b-80d2-02fb";"221508";"62";"6";"wieś";"stały";"Zespół Kształcenia i Wychowania, Rozłazino ul. Długa 21, 84-218 Łęczyce";"gm. Łęczyce";"wejherowski";"pomorskie";"799";"873";"300";"499";"1";"0";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"17";"4";"13";"0";"482";"275";"207"
"d755-a877-5123-d32b-9d55-641f-337c-f8a6";"221508";"62";"7";"wieś";"stały";"Świetlica wiejska, Nawcz 34, 84-218 Łęczyce";"gm. Łęczyce";"wejherowski";"pomorskie";"451";"489";"187";"264";"0";"1";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"7";"4";"3";"0";"257";"173";"84"
"1860-a3bf-7344-ffc0-6fe6-260f-313e-7cb3";"221508";"62";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Strzebielino-Osiedle ul. M. C. Skłodowskiej 1, 84-220 Strzebielino";"gm. Łęczyce";"wejherowski";"pomorskie";"1151";"1256";"377";"774";"0";"3";"0";"0";"0";"0";"0";"0";"0";"774";"0";"0";"774";"36";"13";"23";"0";"738";"409";"329"
"ae1c-34f4-665e-94ae-8784-8a7d-904c-b259";"221508";"62";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Strzebielino-Osiedle ul. M. C. Skłodowskiej 1, 84-220 Strzebielino";"gm. Łęczyce";"wejherowski";"pomorskie";"999";"1088";"365";"634";"0";"3";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"20";"6";"14";"0";"614";"295";"319"
"582b-2aa8-2584-ce29-e27b-ca98-2761-0bd7";"221509";"62";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 4, 84-217 Szemud";"gm. Szemud";"wejherowski";"pomorskie";"1997";"2184";"620";"1377";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1376";"0";"0";"1376";"36";"6";"30";"0";"1340";"697";"643"
"37bc-23dc-f1af-9238-3fb3-6480-807f-58bb";"221509";"62";"2";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Bohaterów Westerplatte, ul. Szkolna 4, 84-208 Kielno";"gm. Szemud";"wejherowski";"pomorskie";"2050";"2253";"566";"1484";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1484";"0";"0";"1484";"32";"7";"25";"0";"1452";"671";"781"
"ff56-a146-53ad-09ba-9fd9-1561-5296-3046";"221509";"62";"3";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Łebno ul. Szkolna 1, 84-217 Szemud";"gm. Szemud";"wejherowski";"pomorskie";"1556";"1673";"589";"967";"0";"1";"0";"0";"0";"0";"0";"0";"0";"967";"0";"0";"967";"31";"4";"27";"0";"936";"642";"294"
"5877-49ac-f069-f707-e8ec-f966-d007-5e8e";"221509";"62";"4";"wieś";"stały";"Szkoła Podstawowa, Bojano ul. Józefa Wybickiego 38, 84-207 Koleczkowo";"gm. Szemud";"wejherowski";"pomorskie";"2202";"2417";"408";"1794";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1794";"0";"0";"1794";"65";"19";"46";"0";"1729";"603";"1126"
"df7b-a292-9443-9df9-9f95-5f71-8db8-d8e1";"221509";"62";"5";"wieś";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi im. Bohaterów Westerplatte, ul. Szkolna 4, 84-208 Kielno";"gm. Szemud";"wejherowski";"pomorskie";"951";"1039";"221";"730";"0";"0";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"17";"6";"11";"0";"713";"216";"497"
"ea5d-d8a1-b455-71a1-d283-4297-2e2b-6579";"221509";"62";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 4, 84-217 Szemud";"gm. Szemud";"wejherowski";"pomorskie";"2006";"2196";"708";"1298";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1298";"0";"1";"1297";"35";"7";"28";"0";"1262";"731";"531"
"5119-af8e-d571-2c64-6925-d8be-d0b7-d7b8";"221509";"62";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Wejherowska 24, 84-207 Koleczkowo";"gm. Szemud";"wejherowski";"pomorskie";"1152";"1280";"230";"922";"0";"14";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"30";"6";"24";"0";"892";"243";"649"
"29e0-fda2-566e-242f-1685-1d72-9f52-bafa";"221510";"62";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 13, 84-239 Bolszewo";"gm. Wejherowo";"wejherowski";"pomorskie";"1247";"1345";"343";"904";"1";"3";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"20";"7";"13";"0";"884";"381";"503"
"48fd-ed95-5dd8-3323-5510-a091-51d0-9afb";"221510";"62";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 13, 84-239 Bolszewo";"gm. Wejherowo";"wejherowski";"pomorskie";"1447";"1566";"486";"961";"0";"3";"0";"0";"0";"0";"0";"0";"0";"960";"0";"0";"960";"35";"9";"26";"0";"925";"407";"518"
"8c3d-b2b2-ab1f-0409-910e-2a6f-4b58-4456";"221510";"62";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Leśna 35, 84-239 Bolszewo";"gm. Wejherowo";"wejherowski";"pomorskie";"1449";"1544";"438";"1011";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"27";"14";"13";"0";"984";"426";"558"
"5ef6-a2ae-9469-1ec4-d7d9-4432-06e4-f019";"221510";"62";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Leśna 35, 84-239 Bolszewo";"gm. Wejherowo";"wejherowski";"pomorskie";"1498";"1624";"399";"1099";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1099";"0";"0";"1099";"42";"8";"34";"0";"1057";"457";"600"
"8294-8fd6-54ff-d030-1722-6763-0f27-5334";"221510";"62";"5";"wieś";"stały";"Dworek Drzewiarza, ul. Drzewiarza 2, 84-241 Gościcino";"gm. Wejherowo";"wejherowski";"pomorskie";"1397";"1504";"535";"862";"0";"6";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"20";"0";"20";"0";"842";"428";"414"
"95ae-d70b-9cb0-d2d5-76bb-e222-5d68-230c";"221510";"62";"6";"wieś";"stały";"Budynek remizy OSP, ul. Drzewiarza 22, 84-241 Gościcino";"gm. Wejherowo";"wejherowski";"pomorskie";"1447";"1559";"498";"948";"0";"2";"0";"0";"0";"0";"0";"0";"0";"948";"0";"0";"948";"37";"22";"15";"0";"911";"473";"438"
"1015-34d0-01e9-4462-817b-f3db-f085-bca5";"221510";"62";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Wejherowska 22, 84-241 Gościcino";"gm. Wejherowo";"wejherowski";"pomorskie";"1299";"1402";"503";"796";"1";"2";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"16";"5";"11";"0";"780";"377";"403"
"5175-4a88-c08b-a008-378b-8d1e-0c9a-bfab";"221510";"62";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Nadrzeczna 19, 84-252 Orle";"gm. Wejherowo";"wejherowski";"pomorskie";"1299";"1402";"338";"961";"1";"0";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"39";"9";"30";"0";"922";"379";"543"
"87b9-84e7-91fd-a5b0-6678-b2d5-3e9e-3aac";"221510";"62";"9";"wieś";"stały";"Świetlica wiejska przy remizie OSP, ul. Aleja Lipowa 14, 84-252 Kniewo";"gm. Wejherowo";"wejherowski";"pomorskie";"1198";"1283";"445";"753";"0";"3";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"27";"15";"12";"0";"726";"374";"352"
"9f39-d086-7b3b-903a-e150-8e3e-99e3-db06";"221510";"62";"10";"wieś";"stały";"Świetlica wiejska, ul. Spacerowa 3, 84-206 Zbychowo";"gm. Wejherowo";"wejherowski";"pomorskie";"948";"1019";"266";"682";"1";"3";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"13";"3";"10";"0";"669";"270";"399"
"9c92-95ae-420c-1e4c-2ded-976c-f6dd-64b6";"221510";"62";"11";"wieś";"stały";"Szkoła Podstawowa, ul. Szkolna 1, 84-206 Nowy Dwór Wejherowski";"gm. Wejherowo";"wejherowski";"pomorskie";"1096";"1177";"372";"724";"0";"4";"0";"0";"0";"0";"0";"0";"0";"724";"0";"0";"724";"20";"11";"9";"0";"704";"295";"409"
"72ed-098c-3100-7e74-9d65-e5ca-7b4d-a9af";"221510";"62";"12";"wieś";"stały";"Szkoła Podstawowa, ul. Wejherowska 60, 84-215 Gowino";"gm. Wejherowo";"wejherowski";"pomorskie";"1498";"1622";"412";"1086";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"31";"8";"23";"0";"1055";"427";"628"
"c28a-e467-dc8a-e37f-740e-1999-4bb9-b805";"221510";"62";"13";"wieś";"stały";"Świetlica wiejska, ul. Lipowa 25, 84-215 Ustarbowo";"gm. Wejherowo";"wejherowski";"pomorskie";"500";"521";"217";"283";"0";"1";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"10";"7";"3";"0";"273";"151";"122"
"6a03-9ea4-a79b-cca1-ea5d-b560-0492-9e5a";"221510";"62";"14";"wieś";"stały";"Świetlica wiejska, ul. Królowej Jadwigi 1, 84-200 Kąpino";"gm. Wejherowo";"wejherowski";"pomorskie";"799";"865";"141";"658";"0";"4";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"17";"4";"13";"0";"641";"156";"485"
"83f2-bba9-0601-d986-92ae-a779-ea3d-9fa0";"226301";"62";"1";"miasto";"stały";"Zespół Żłobków Miejskich, ul. Generała Andersa 4, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"997";"1062";"247";"750";"1";"10";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"27";"9";"18";"0";"723";"261";"462"
"69b1-1bf4-4e8c-073a-8320-bd74-b02c-9154";"226301";"62";"2";"miasto";"stały";"Zespół Szkół ""Elektryk"" im. Noblistów Polskich, ul. Szczecińska 60, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1651";"1700";"490";"1161";"0";"6";"1";"1";"0";"0";"0";"0";"1";"1162";"1";"0";"1162";"26";"5";"21";"0";"1136";"423";"713"
"943b-9c64-ec93-0ac4-9f4d-2538-4ab5-e6eb";"226301";"62";"3";"miasto";"stały";"Przedszkole Miejskie nr 31 ""Bajkowa Kraina"", ul. Witosa 1, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1746";"1838";"493";"1253";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1253";"0";"0";"1253";"51";"21";"30";"0";"1202";"445";"757"
"c6e8-3740-a978-51df-13c8-343a-c28c-e803";"226301";"62";"4";"miasto";"stały";"Zespół Szkół Sportowych, ul. Zaborowskiej 2, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1748";"1830";"489";"1259";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1259";"0";"0";"1259";"40";"19";"21";"0";"1219";"412";"807"
"3663-9382-8d39-049c-db98-62d3-1b58-bd9e";"226301";"62";"5";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 10 im. Polonii, ul. Orląt Lwowskich 1a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1850";"1953";"480";"1370";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"34";"21";"13";"0";"1334";"863";"471"
"bcce-1e40-0e3e-4b89-01f7-6118-9d94-81ba";"226301";"62";"6";"miasto";"stały";"Przedszkole Miejskie nr 19 ""Słupskiego Chłopczyka"", ul. Norwida 4, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1551";"1592";"388";"1163";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1163";"0";"0";"1163";"37";"14";"23";"0";"1126";"425";"701"
"ae63-cdd2-cbf3-602b-9813-1f07-0510-0d03";"226301";"62";"7";"miasto";"stały";"Przychodnia Rejonowa, ul. 11 Listopada 7, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1647";"1750";"431";"1216";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"42";"14";"28";"0";"1174";"409";"765"
"c03b-3019-c9ef-5c0f-d024-eaf8-ce44-a171";"226301";"62";"8";"miasto";"stały";"Zespół Szkół Agrotechnicznych, ul. Szczecińska 36, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1897";"1985";"527";"1370";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"41";"19";"22";"0";"1327";"495";"832"
"6a65-3e8a-fb27-1b56-adf3-31a6-588c-dc94";"226301";"62";"9";"miasto";"stały";"Szkoła Podstawowa nr 8 im. Żołnierzy Armii Krajowej, ul. Grottgera 10a, 76-200 Słupsk";"m. Słupsk";"Słupsk";"pomorskie";"1701";"1774";"544";"1157";"0";"7";"1";"0";"0";"0";"0";"0";"0";"1157";"0";"0";"1157";"36";"12";"24";"0";"1121";"425";"696"
