"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Dorota Irvina ARCISZEWSKA-MIELEWCZYK";"Kazimierz Mariusz KLEINA"
"fbe0-3b54-4555-926e-1e82-a157-9eeb-689b";"220801";"62";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Wojska Polskiego 10, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1302";"1402";"398";"904";"1";"5";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"25";"5";"20";"0";"877";"343";"534"
"54de-93e8-d37c-d22c-68ac-5781-73a1-fca4";"220801";"62";"2";"miasto";"stały";"Państwowa Szkoła Muzyczna I stopnia, ul. Legionów Polskich 35, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"998";"1054";"339";"658";"2";"4";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"23";"5";"18";"0";"635";"229";"406"
"71dc-44e5-1662-34ec-e864-f9a1-2f34-ea17";"220801";"62";"3";"miasto";"stały";"Przedszkole Nr 2, ul. Plater 12, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1000";"1055";"331";"669";"0";"3";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"19";"5";"14";"0";"650";"245";"405"
"e76e-efe6-d86a-a261-7cfb-dd50-39af-3fa0";"220801";"62";"4";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Plater 13, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"951";"988";"311";"640";"1";"1";"0";"0";"0";"0";"0";"0";"0";"639";"0";"0";"639";"21";"6";"15";"0";"618";"197";"421"
"428c-89cc-6089-2f5d-f83c-9419-a1a6-de2c";"220801";"62";"5";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Mireckiego 10, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1701";"1843";"530";"1171";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"47";"21";"26";"0";"1124";"362";"762"
"7c32-2c40-a0c5-8910-dfa7-39d7-5db4-d5e2";"220801";"62";"6";"miasto";"stały";"Przedszkole Nr 9, ul. Mireckiego 9, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"851";"900";"213";"638";"0";"4";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"20";"5";"15";"0";"616";"193";"423"
"f39d-048d-e891-631a-c111-b633-3b0e-7a2d";"220801";"62";"7";"miasto";"stały";"Starostwo Powiatowe, ul. Czołgistów 5, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1851";"1990";"574";"1277";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"48";"21";"27";"0";"1229";"471";"758"
"be4b-11db-54ad-094c-d708-615f-21c6-796e";"220801";"62";"8";"miasto";"stały";"Przedszkole Nr 1, ul. Czołgistów 37, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"853";"918";"245";"608";"1";"4";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"26";"10";"16";"0";"582";"212";"370"
"0320-cc5b-504b-a948-b125-5d3d-2759-00bf";"220801";"62";"9";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, Internat, ul. Plac Piastowski 6, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"949";"1029";"380";"569";"2";"3";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"16";"3";"13";"0";"553";"237";"316"
"8011-5942-6dcb-ba08-c827-e966-9684-3374";"220801";"62";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Aleja Wolności 31, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1050";"1099";"451";"599";"1";"6";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"27";"14";"13";"0";"570";"218";"352"
"d07b-691b-e671-6995-bc95-c09c-1fcb-52e1";"220801";"62";"11";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Kossaka 103, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1248";"1336";"535";"713";"0";"7";"1";"1";"0";"0";"0";"0";"1";"714";"1";"0";"714";"22";"7";"15";"0";"692";"253";"439"
"3e35-8e7b-3340-8d1c-3058-0398-25d3-d77e";"220801";"62";"12";"miasto";"stały";"Przedszkole Nr 6, ul. Kardynała Stefana Wyszyńskiego 7, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1954";"2050";"693";"1261";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1262";"1";"0";"1262";"47";"12";"35";"0";"1215";"426";"789"
"7601-990c-3f1b-67cd-de90-8648-4751-66c3";"220801";"62";"13";"miasto";"stały";"Urząd Miejski, ul. Armii Krajowej 14, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1450";"1513";"547";"903";"1";"6";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"31";"8";"23";"0";"872";"298";"574"
"8718-da7f-3248-60a7-e775-6ee5-e255-26c1";"220801";"62";"14";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 1, ul. Dygasińskiego 14, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1102";"1141";"455";"647";"2";"6";"1";"1";"0";"0";"0";"0";"1";"648";"1";"0";"648";"16";"12";"4";"0";"632";"223";"409"
"719d-2dab-68a6-0834-8a1a-fa97-cdd3-01ab";"220801";"62";"15";"miasto";"stały";"Przedszkole Nr 5, ul. Wyspiańskiego 1, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1052";"1100";"364";"688";"0";"4";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"18";"8";"10";"0";"670";"249";"421"
"8af6-3f60-079e-f20e-6a93-424c-285c-d1c6";"220801";"62";"16";"miasto";"stały";"Zespół Szkół Gospodarki Żywnościowej i Agrobiznesu, ul. Warszawska 17, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1103";"1201";"367";"735";"1";"10";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"36";"11";"25";"0";"700";"226";"474"
"c884-ef17-751f-4a15-0180-f1fe-6d33-b5b4";"220801";"62";"17";"miasto";"stały";"Przedszkole Nr 10, ul. Bolesława Krzywoustego 6, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1150";"1219";"446";"704";"0";"3";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"34";"6";"28";"0";"670";"244";"426"
"1647-b76c-6044-6855-387a-7089-e507-e0f1";"220801";"62";"18";"miasto";"stały";"Szkoła Podstawowa Nr 5, Wejście A, ul. Kościuszki 14, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1102";"1150";"372";"730";"0";"5";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"28";"11";"17";"0";"702";"227";"475"
"d11c-c23f-117d-e9ee-78ca-9f7b-1480-a26c";"220801";"62";"19";"miasto";"stały";"Szkoła Podstawowa Nr 5, Sala Gimnastyczna, Wejście B, ul. Kościuszki 14, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1250";"1307";"533";"717";"0";"3";"0";"0";"0";"0";"0";"0";"0";"717";"0";"0";"717";"31";"10";"21";"0";"686";"257";"429"
"87ac-e389-9fc2-4c39-2038-0e0e-3e53-f10f";"220801";"62";"20";"miasto";"stały";"Centrum Sportu i Rekreacji, Pływalnia Miejska RAFA, ul. Olimpijczyków 31, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"1452";"1548";"463";"989";"0";"7";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"23";"13";"10";"0";"966";"373";"593"
"1cef-14fd-b252-38e1-dc53-6562-6fba-51c8";"220801";"62";"21";"miasto";"zakład leczniczy";"Samodzielny Publiczny Specjalistyczny Zakład Opieki Zdrowotnej, ul. Juliana Węgrzynowicza 13, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"50";"39";"32";"18";"0";"5";"0";"0";"0";"0";"0";"0";"0";"18";"0";"0";"18";"1";"0";"1";"0";"17";"3";"14"
"e287-3969-22e6-77a9-85bb-7b75-da77-4e60";"220801";"62";"22";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Nr 1 w Lęborku, ul. Mieczysława Stryjewskiego 23, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"33";"51";"11";"22";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"22";"2";"0";"2";"0";"20";"8";"12"
"d0cb-5958-02f8-5af3-141c-f17a-9865-4742";"220801";"62";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej Nr 2 w Lęborku, ul. Wojska Polskiego 43, 84-300 Lębork";"m. Lębork";"lęborski";"pomorskie";"36";"42";"22";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"3";"1";"2";"0";"11";"7";"4"
"63b9-2fad-ec8b-38bc-c386-e8fd-06b8-5b2a";"220802";"62";"1";"miasto";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, ul. Tysiąclecia 11, 84-360 Łeba";"m. Łeba";"lęborski";"pomorskie";"954";"1102";"209";"745";"0";"112";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"33";"16";"17";"0";"712";"232";"480"
"bf40-a06b-0d7d-42cb-1aad-3d83-6799-a056";"220802";"62";"2";"miasto";"stały";"Miejska Biblioteka Publiczna, ul. 11 Listopada 5A, 84-360 Łeba";"m. Łeba";"lęborski";"pomorskie";"901";"1058";"224";"677";"2";"103";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"23";"9";"14";"0";"653";"256";"397"
"7178-727f-eeec-cf1b-bce5-8028-85bf-55ea";"220802";"62";"3";"miasto";"stały";"Urząd Miejski, ul. Kościuszki 90, 84-360 Łeba";"m. Łeba";"lęborski";"pomorskie";"950";"1021";"327";"623";"0";"34";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"14";"2";"12";"0";"609";"193";"416"
"d8b2-7379-a3a6-bf54-ae5c-b543-6e1e-a8d0";"220803";"62";"1";"wieś";"stały";"Zespół Szkół w Cewicach, ul. Wincentego Witosa 65, 84-312 Cewice";"gm. Cewice";"lęborski";"pomorskie";"1653";"1756";"630";"1023";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"33";"9";"24";"0";"990";"420";"570"
"bae4-34f9-6d1a-7c15-b944-5a90-3e86-7346";"220803";"62";"2";"wieś";"stały";"Szkoła Podstawowa, Maszewo Lęborskie ul. Szkolna 5, 84-315 Cewice";"gm. Cewice";"lęborski";"pomorskie";"849";"908";"397";"452";"0";"1";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"12";"4";"8";"0";"440";"215";"225"
"d6d1-43ad-ba44-e420-a2da-b332-4808-a51e";"220803";"62";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Siemirowice ul. Szkolna 15, 84-313 Cewice";"gm. Cewice";"lęborski";"pomorskie";"1001";"1073";"341";"660";"0";"2";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"24";"7";"17";"0";"636";"340";"296"
"5bed-f93a-743b-c877-4f15-a855-d071-ba54";"220803";"62";"4";"wieś";"stały";"Szkoła Podstawowa, Łebunia ul. Sportowa 7, 84-311 Cewice";"gm. Cewice";"lęborski";"pomorskie";"1449";"1584";"586";"863";"0";"5";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"29";"3";"26";"0";"835";"438";"397"
"9d09-3660-c87c-3ab9-b8a1-b004-3c5e-4ccf";"220804";"62";"1";"wieś";"stały";"Szkoła Podstawowa im. Strażaków Polskich, ul. Polna 9A, 84-351 Nowa Wieś Lęborska";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"2051";"2201";"590";"1461";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1461";"0";"0";"1461";"45";"17";"28";"0";"1416";"618";"798"
"c615-e7a5-fd0b-eb0d-f83f-0f32-616e-28cf";"220804";"62";"2";"wieś";"stały";"Przedszkole Michałkowo, Długa 42A, 84-353 Mosty";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"1251";"1332";"337";"914";"1";"7";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"37";"12";"25";"0";"877";"333";"544"
"b462-3ea7-3dea-73ab-f972-3966-7e40-5c62";"220804";"62";"3";"wieś";"stały";"Świetlica, Lubowidz 1, 84-353 Lubowidz";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"450";"499";"148";"302";"0";"3";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"11";"3";"8";"0";"291";"116";"175"
"c7b2-5299-a966-4bd7-c290-22f7-92f3-7e52";"220804";"62";"4";"wieś";"stały";"Szkoła Podstawowa im. ""Leśników Polskich"", Leśnice 18A, 84-342 Leśnice";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"700";"750";"353";"347";"0";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"12";"2";"10";"0";"335";"132";"203"
"0edb-33d4-bbf8-0aea-055f-cacc-1347-5a52";"220804";"62";"5";"wieś";"stały";"Świetlica OSP, Chocielewko 24, 84-351 Chocielewko";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"399";"441";"162";"237";"0";"1";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"6";"0";"6";"0";"231";"136";"95"
"fd06-b938-783b-5c76-b6a6-2d69-e131-bfbc";"220804";"62";"6";"wieś";"stały";"Szkoła Podstawowa im. TOW ""Gryf Pomorski"", Redkowice 18, 84-351 Redkowice";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"450";"478";"183";"267";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"6";"2";"4";"0";"261";"100";"161"
"d33d-7a00-9b77-5dcf-3a58-8880-7222-5229";"220804";"62";"7";"wieś";"stały";"Oddział przedszkolny w Janowicach przy Szkole Podstawowej im. ""Męczenników Marszu Śmierci KL Stutthof"" w Garczegorzu, Janowice 7, 84-351 Janowice";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"500";"507";"286";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"9";"1";"8";"0";"205";"121";"84"
"d3b9-e875-6f9b-9fb6-f483-a1dd-f554-b574";"220804";"62";"8";"wieś";"stały";"Świetlica, Krępa Kaszubska 59F, 84-351 Krępa Kaszubska";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"449";"479";"191";"258";"0";"0";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"5";"0";"5";"0";"253";"117";"136"
"e2ca-5cb9-0234-27e6-f861-0940-5523-e6a2";"220804";"62";"9";"wieś";"stały";"Szkoła Podstawowa im. ""Męczenników Marszu Śmierci KL Stutthof"", Garczegorze 24A, 84-351 Garczegorze";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"900";"967";"395";"505";"3";"1";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"19";"7";"12";"0";"486";"207";"279"
"7873-2d9e-9f51-1ddc-a8d1-c81c-e81a-4fab";"220804";"62";"10";"wieś";"stały";"Świetlica, Kębłowo Nowowiejskie 46, 84-351 Kębłowo Nowowiejskie";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"449";"454";"207";"242";"0";"1";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"7";"3";"4";"0";"235";"114";"121"
"6e9f-9202-1363-688a-cc22-58d1-a027-a9b8";"220804";"62";"11";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Łebień 93A, 84-350 Łebień";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"849";"900";"371";"478";"1";"2";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"8";"1";"7";"0";"470";"204";"266"
"5ade-1fe6-27db-baf4-f7ae-152b-d510-f235";"220804";"62";"12";"wieś";"stały";"Świetlica, Tawęcino 36A, 84-351 Tawęcino";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"544";"586";"293";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"6";"0";"6";"0";"245";"125";"120"
"f1f6-1acf-8fae-36db-bd53-b509-237a-f523";"220804";"62";"13";"wieś";"stały";"Świetlica, Pogorzelice 35, 84-342 Pogorzelice";"gm. Nowa Wieś Lęborska";"lęborski";"pomorskie";"500";"542";"255";"245";"0";"2";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"5";"3";"2";"0";"240";"111";"129"
"11ab-799c-5aaa-7f7e-40d0-9558-4855-ada2";"220805";"62";"1";"wieś";"stały";"Gminny Ośrodek Kultury i Sportu w Wicku, ul. Parkowa 2, 84-352 Wicko";"gm. Wicko";"lęborski";"pomorskie";"2006";"2151";"926";"1080";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"44";"14";"30";"0";"1036";"370";"666"
"d7a1-3afc-4f30-d561-502c-b8db-1767-4b5a";"220805";"62";"2";"wieś";"stały";"Szkoła Podstawowa, Szczenurze ul. Szkolna 2, 84-360 Łeba";"gm. Wicko";"lęborski";"pomorskie";"1400";"1520";"640";"760";"0";"7";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"16";"5";"11";"0";"744";"286";"458"
"d1ef-662b-7507-b1e9-701b-a629-ae54-3f6c";"220805";"62";"3";"wieś";"stały";"Szkoła Podstawowa, Maszewko 7, 84-352 Wicko";"gm. Wicko";"lęborski";"pomorskie";"750";"805";"417";"333";"1";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"9";"3";"6";"0";"324";"153";"171"
"1548-dcd1-6332-6689-4f51-f37f-054f-ef15";"221201";"62";"1";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. Darłowska 18, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1399";"1516";"473";"926";"0";"32";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"22";"8";"14";"0";"904";"361";"543"
"0f4a-10b4-b4a6-3758-95c4-610f-73d2-d226";"221201";"62";"2";"miasto";"stały";"Miejskie Przedszkole nr 3, ul. Polna 12, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1349";"1442";"480";"869";"1";"20";"1";"1";"0";"0";"0";"0";"1";"870";"1";"0";"870";"24";"8";"16";"0";"846";"276";"570"
"416c-e2ca-3754-558d-9b21-421a-bb59-1aed";"221201";"62";"3";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. Jagiellońska 1, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1550";"1686";"526";"1024";"1";"37";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"33";"8";"25";"0";"991";"399";"592"
"f80d-54c1-87d2-6cf9-003e-8e50-f998-9987";"221201";"62";"4";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Korab"", ul. Grunwaldzka 10, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1549";"1703";"558";"991";"1";"31";"0";"0";"0";"0";"0";"0";"0";"991";"0";"0";"991";"33";"9";"24";"0";"958";"388";"570"
"1d67-de30-62c9-dc11-9423-5555-321d-d5a7";"221201";"62";"5";"miasto";"stały";"Szkoła Podstawowa nr 3, ul. Wróblewskiego 7, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1600";"1793";"465";"1135";"4";"94";"0";"0";"0";"0";"0";"0";"0";"1134";"0";"0";"1134";"26";"2";"24";"0";"1108";"387";"721"
"8855-1468-0539-e432-a44f-8d85-0ae7-986e";"221201";"62";"6";"miasto";"stały";"Urząd Miasta Ustka, ul. Ks. Kard. St. Wyszyńskiego 3, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"1702";"2118";"361";"1341";"1";"413";"0";"0";"0";"0";"0";"0";"0";"1341";"0";"0";"1341";"51";"8";"43";"0";"1290";"520";"770"
"0dc4-0f0e-72cc-3c8a-f9b9-c391-8e79-54b4";"221201";"62";"7";"miasto";"stały";"Dom Kultury, ul. Kosynierów 19, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"2001";"2327";"548";"1453";"5";"121";"0";"0";"0";"0";"0";"0";"0";"1453";"0";"0";"1453";"46";"9";"37";"0";"1407";"503";"904"
"8cbc-2d25-9459-95e5-c264-9cfa-d732-6389";"221201";"62";"8";"miasto";"oddział zewnętrzny aresztu śledczego";"Areszt Śledczy w Słupsku Oddział Zewnętrzny w Ustce, Darłowska 1b, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"155";"141";"62";"93";"0";"0";"0";"0";"0";"0";"0";"0";"0";"93";"0";"0";"93";"6";"5";"1";"0";"87";"22";"65"
"ff52-8d0a-f78d-6235-ba17-10ee-adaf-bebf";"221201";"62";"9";"miasto";"zakład leczniczy";"Wojewódzki Szpital Specjalistyczny im. Janusza Korczaka w Słupsku Sp. z o. o. Oddział w Ustce, Mickiewicza 12, 76-270 Ustka";"m. Ustka";"słupski";"pomorskie";"45";"47";"31";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"0";"0";"0";"0";"14";"9";"5"
"0e5f-4f9c-8042-7e58-a7d5-b1f0-81c2-a73e";"221202";"62";"1";"wieś";"stały";"Centrum Edukacji i Kultury, ul. Wincentego Witosa 13, 76-231 Damnica";"gm. Damnica";"słupski";"pomorskie";"1351";"1409";"539";"812";"4";"0";"0";"0";"0";"0";"0";"0";"0";"812";"0";"0";"812";"19";"6";"13";"0";"793";"376";"417"
"f572-0e35-faa6-a274-ec56-f76a-df21-a84b";"221202";"62";"2";"wieś";"stały";"Szkoła Podstawowa w Damnie, Damno 42, 76-231 Damnica";"gm. Damnica";"słupski";"pomorskie";"1604";"1723";"913";"691";"3";"0";"0";"0";"0";"0";"0";"0";"0";"691";"0";"0";"691";"23";"4";"19";"0";"668";"305";"363"
"d732-5354-6e24-d0c0-697d-1c7d-f305-02c5";"221202";"62";"3";"wieś";"stały";"Szkoła Podstawowa w Zagórzycy, Zagórzyca 20, 76-231 Damnica";"gm. Damnica";"słupski";"pomorskie";"1354";"1447";"686";"668";"0";"5";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"21";"1";"20";"0";"646";"334";"312"
"4a9f-7ed4-3be5-7583-2bf8-9856-496b-a625";"221203";"62";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Jana III Sobieskiego 3, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"999";"1073";"466";"533";"0";"3";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"16";"6";"10";"0";"517";"209";"308"
"95e7-b17d-fcd4-b1d2-5c80-ab40-4d0b-62f6";"221203";"62";"2";"wieś";"stały";"Urząd Gminy, ul. ks. Antoniego Kani 16a, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"1351";"1450";"551";"800";"0";"5";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"32";"5";"27";"0";"768";"281";"487"
"7cf4-939b-a201-bf82-ff89-36dd-e88b-7c17";"221203";"62";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. ks. Antoniego Kani 55, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"1100";"1203";"425";"675";"1";"6";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"17";"8";"9";"0";"658";"282";"376"
"ee9a-321b-7e4f-565d-9a70-c9ae-5924-acd3";"221203";"62";"4";"wieś";"stały";"Przedszkole, Borzęcino 33, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"1101";"1168";"660";"441";"0";"1";"0";"0";"0";"0";"0";"0";"0";"441";"0";"0";"441";"15";"1";"14";"0";"426";"217";"209"
"e10e-f3ea-d9a1-55ad-c191-b20b-338c-0fab";"221203";"62";"5";"wieś";"stały";"Zespół Szkół, Motarzyno 9a, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"599";"650";"302";"297";"0";"0";"0";"0";"0";"0";"0";"0";"0";"297";"0";"0";"297";"6";"3";"3";"0";"291";"137";"154"
"5c7c-ac63-f404-64a2-6b77-14e8-db66-252e";"221203";"62";"6";"wieś";"stały";"Zespół Szkół, Gogolewo 40, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"499";"537";"309";"190";"0";"2";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"8";"0";"8";"0";"182";"115";"67"
"a79a-582a-1f71-ad85-682d-d578-c19e-1cd7";"221203";"62";"7";"wieś";"stały";"Przedszkole, Budowo 52, 76-248 Dębnica Kaszubska";"gm. Dębnica Kaszubska";"słupski";"pomorskie";"1097";"1197";"590";"507";"2";"1";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"19";"2";"17";"0";"488";"232";"256"
"d603-ad4d-2284-634b-c488-085d-cf05-a90d";"221204";"62";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 1, 76-220 Główczyce";"gm. Główczyce";"słupski";"pomorskie";"450";"475";"206";"244";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"3";"0";"3";"0";"241";"108";"133"
"7d77-cb19-e46d-5a60-a386-2f21-233c-8225";"221204";"62";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 1, 76-220 Główczyce";"gm. Główczyce";"słupski";"pomorskie";"451";"487";"186";"265";"1";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"7";"0";"7";"0";"258";"119";"139"
"402d-0338-ab08-c559-e15e-3dfe-8aa1-f928";"221204";"62";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 1, 76-220 Główczyce";"gm. Główczyce";"słupski";"pomorskie";"500";"495";"240";"260";"0";"2";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"12";"4";"8";"0";"248";"104";"144"
