"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bronisław DUTKA";"Jan Wincenty HAMERSKI";"Bogusław WAKSMUNDZKI"
"a3c1-9b20-e2c3-c3d9-f72f-b91c-b221-b532";"121701";"36";"8";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Nowotarska 42, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1019";"1218";"290";"729";"0";"91";"1";"1";"0";"0";"0";"0";"1";"730";"1";"0";"730";"12";"4";"8";"0";"718";"278";"299";"141"
"ddc0-9bbe-d14c-3919-c02f-31a6-54e3-a0de";"121701";"36";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Karłowicza 6, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1106";"1349";"99";"1007";"4";"202";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"21";"9";"12";"0";"985";"371";"374";"240"
"9ccd-6b7b-cff9-bccb-b1ea-0ae3-2354-3c17";"121701";"36";"10";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""PARDAŁÓWKA"", os. Pardałówka 1/5a, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"967";"1156";"218";"749";"0";"0";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"25";"7";"18";"0";"724";"253";"298";"173"
"2cd2-e439-fda9-b9cb-d775-2556-79e0-ae68";"121701";"36";"11";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Cyrhla 57, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"774";"912";"274";"500";"0";"66";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"20";"3";"17";"0";"480";"126";"265";"89"
"64ea-e8b9-9075-8163-085e-38fc-e48e-1755";"121701";"36";"12";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Harenda 21, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1246";"1354";"456";"790";"0";"23";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"12";"1";"11";"0";"778";"112";"563";"103"
"c3d2-cea3-dc7d-3b5a-14e3-12f8-db2c-efa5";"121701";"36";"13";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Olcza Janosówka 15b, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1400";"1671";"388";"1012";"0";"163";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"26";"9";"17";"0";"984";"211";"623";"150"
"f7cc-530d-6744-7bc0-2b6d-e18a-0926-05d4";"121701";"36";"14";"miasto";"stały";"Budynek dawnego Gimnazjum Nr 2, ul. Henryka Sienkiewicza 27, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"893";"1148";"62";"831";"1";"204";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"28";"7";"21";"0";"801";"318";"327";"156"
"2dee-8902-c790-4ca9-8266-8548-d559-9a70";"121701";"36";"15";"miasto";"stały";"Tatrzański Park Narodowy, ul. Tytusa Chałubińskiego 42, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"949";"1179";"130";"819";"0";"155";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"21";"6";"15";"0";"798";"307";"287";"204"
"7d84-8a1c-2a61-015e-0e25-d974-233e-97a9";"121701";"36";"16";"miasto";"stały";"Przedszkole Nr 9, ul. Sabały 10, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"727";"938";"46";"681";"1";"157";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"15";"2";"13";"0";"666";"259";"267";"140"
"20ef-fc7d-e428-d17f-4341-6a67-0ca4-a9a5";"121701";"36";"17";"miasto";"stały";"Zespół Szkół Hotelarsko-Turystycznych, ul. Partyzantów 1, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"960";"1207";"68";"892";"2";"274";"2";"2";"0";"0";"0";"0";"2";"894";"2";"0";"894";"15";"7";"8";"0";"879";"384";"320";"175"
"af49-1cee-edef-aa68-2322-33b3-467c-e9a8";"121701";"36";"18";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Władysława Orkana 6, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"909";"1105";"122";"787";"2";"248";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"30";"10";"20";"0";"757";"343";"252";"162"
"ef6d-2975-090e-d2c6-6798-52d9-5486-e2fb";"121701";"36";"19";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Nowotarska 42, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"1505";"1679";"526";"979";"0";"77";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"23";"5";"18";"0";"956";"275";"491";"190"
"9bf1-795d-3a1c-d78f-8bb2-d2f7-6009-19e0";"121701";"36";"20";"miasto";"zakład leczniczy";"Szpital Powiatowy im. dr Tytusa Chałubińskiego, ul. Kamieniec 10, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"85";"99";"17";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"68";"0";"0";"68";"3";"1";"2";"0";"65";"13";"39";"13"
"7993-5a51-9c89-54d5-4bc3-6d1e-a322-f336";"121701";"36";"21";"miasto";"zakład leczniczy";"Szpital Specjalistyczny Chorób Płuc ""Odrodzenie"" im. Klary Jelskiej, ul. Gładkie 1, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"70";"70";"37";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"1";"0";"1";"0";"32";"12";"17";"3"
"4583-3817-cd92-94f6-2d2a-0cb3-750c-ca85";"121701";"36";"22";"miasto";"zakład leczniczy";"Wojewódzki Szpital Rehabilitacyjny im. dr Stefana Jasińskiego, ul. Ciągłówka 9, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"200";"189";"61";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"2";"1";"1";"0";"137";"31";"95";"11"
"b801-bc1f-d4d3-a59d-e3e3-e14c-d77d-b010";"121701";"36";"23";"miasto";"zakład leczniczy";"Uniwersytecki Szpital Ortopedyczno-Rehabilitacyjny, ul. Balzera 15, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"110";"84";"54";"56";"0";"0";"0";"0";"0";"0";"0";"0";"0";"56";"0";"0";"56";"2";"0";"2";"0";"54";"16";"33";"5"
"220c-b03b-183d-729a-b851-e3bb-d895-826d";"121701";"36";"24";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej im. Jana Pawła II, ul. Szpitalna 21, 34-500 Zakopane";"m. Zakopane";"tatrzański";"małopolskie";"70";"68";"43";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"5";"0";"5";"0";"22";"5";"14";"3"
"63cd-ac7a-ad32-6354-51db-526c-f0c1-ffc0";"121702";"36";"1";"wieś";"stały";"Szkoła Podstawowa Nr 1 (sala nr 1), ul. Jana Pawła II 184A, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"710";"795";"309";"401";"0";"32";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"6";"3";"3";"0";"395";"57";"291";"47"
"985a-f733-ab30-91eb-1dd3-40d7-e5cc-2008";"121702";"36";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1 (sala nr 2), ul. Jana Pawła II 184A, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"1046";"1197";"412";"634";"0";"72";"0";"0";"0";"0";"0";"0";"0";"634";"0";"0";"634";"25";"5";"20";"0";"609";"105";"440";"64"
"7a2e-530f-c478-117e-0765-1bce-a196-a425";"121702";"36";"3";"wieś";"stały";"Szkoła Podstawowa Nr 2 (sala nr 1), ul. Miłośników Podhala 23, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"650";"728";"268";"382";"1";"4";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"14";"6";"8";"0";"368";"92";"244";"32"
"c664-af2e-9e0b-9a5a-5447-5838-b547-aea5";"121702";"36";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2 (sala nr 2), ul. Miłośników Podhala 23, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"982";"1077";"405";"577";"1";"13";"0";"0";"0";"0";"0";"0";"0";"577";"0";"0";"577";"11";"2";"9";"0";"566";"94";"427";"45"
"bef5-8373-fe88-7b83-a6e8-53e7-ad0f-93f7";"121702";"36";"5";"wieś";"stały";"Szkoła Podstawowa, Gliczarów Dolny 70, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"381";"418";"173";"208";"0";"2";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"2";"0";"2";"0";"206";"17";"170";"19"
"b55d-0e47-da1f-6869-9c3d-170a-2a0c-9362";"121702";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Gliczarów Górny ul. Wierchy 121, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"566";"686";"183";"383";"0";"51";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"5";"2";"3";"0";"378";"91";"242";"45"
"333c-1109-8f55-fd01-7170-549d-e0c2-f490";"121702";"36";"7";"wieś";"stały";"Remiza OSP, Leszczyny 39, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"289";"314";"129";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"3";"0";"3";"0";"157";"17";"129";"11"
"5857-fd90-5167-3e15-aa1f-d4b8-d89b-aff0";"121702";"36";"8";"wieś";"stały";"Szkoła Podstawowa, Sierockie 90B, 34-425 Biały Dunajec";"gm. Biały Dunajec";"tatrzański";"małopolskie";"398";"435";"182";"216";"0";"2";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"2";"1";"1";"0";"214";"24";"179";"11"
"2cb0-6ff6-d1b7-a455-d2e9-cd98-e7c3-6705";"121703";"36";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Kościuszki 11, 34-530 Bukowina Tatrzańska";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"1312";"1493";"318";"994";"0";"41";"0";"0";"0";"0";"0";"0";"0";"994";"0";"0";"994";"16";"3";"13";"0";"978";"232";"629";"117"
"3889-ec6c-6c41-f094-f76c-4259-73ab-8567";"121703";"36";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Kościuszki 11, 34-530 Bukowina Tatrzańska";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"864";"1180";"55";"809";"2";"213";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"16";"4";"12";"0";"792";"206";"472";"114"
"4f74-0b82-1b0f-1b5f-bc12-d25a-e54c-acdb";"121703";"36";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Środkowa 184, 34-405 Białka Tatrzańska";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"1553";"1725";"397";"1156";"0";"238";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"18";"2";"16";"0";"1138";"219";"746";"173"
"127d-5720-183e-b671-498b-66ea-c89d-b41d";"121703";"36";"4";"wieś";"stały";"Szkoła Podstawowa, Brzegi ul. Halna 58, 34-532 Jurgów";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"547";"604";"205";"342";"0";"11";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"4";"0";"4";"0";"338";"45";"248";"45"
"1bf6-925b-49cc-a222-548a-4634-b4d7-5aa9";"121703";"36";"5";"wieś";"stały";"Szkoła Podstawowa, Czarna Góra ul. Nadwodnia 140, 34-532 Jurgów";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"780";"865";"356";"424";"0";"9";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"3";"2";"1";"0";"421";"67";"297";"57"
"3e04-603e-a33e-c9c6-28ef-f3f1-8375-5a53";"121703";"36";"6";"wieś";"stały";"Szkoła Podstawowa, Czarna Góra ul. Zagóra 149, 34-532 Jurgów";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"479";"530";"254";"225";"0";"8";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"5";"4";"1";"0";"220";"30";"156";"34"
"1f9d-36f1-fc0f-c385-c988-bba3-098e-68a2";"121703";"36";"7";"wieś";"stały";"Szkoła Podstawowa, ul. Polna 44, 34-406 Leśnica";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"1373";"1472";"675";"698";"0";"3";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"8";"4";"4";"0";"690";"88";"568";"34"
"a676-1333-81fe-3b5e-d108-0318-5eba-caab";"121703";"36";"8";"wieś";"stały";"""Śpisko Izba"" nad sklepem GS, Jurgów 15, 34-532 Jurgów";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"604";"815";"87";"517";"0";"82";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"8";"1";"7";"0";"509";"130";"271";"108"
"f288-1be4-659d-202a-901e-0796-c181-13c4";"121703";"36";"9";"wieś";"stały";"Szkoła Podstawowa, ul. Polna 44, 34-406 Leśnica";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"1230";"1337";"568";"662";"0";"0";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"5";"0";"5";"0";"657";"49";"557";"51"
"6aa7-3b9e-e8f3-fb12-8650-c7c9-2a1d-d95a";"121703";"36";"10";"wieś";"stały";"Szkoła Podstawowa, Rzepiska ul. Potok Grocholów 8, 34-532 Jurgów";"gm. Bukowina Tatrzańska";"tatrzański";"małopolskie";"539";"590";"238";"301";"0";"0";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"7";"0";"7";"0";"294";"30";"222";"42"
"b88f-57ef-df25-be13-51cb-78ce-8f22-30b5";"121704";"36";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Szeligówka 11, 34-511 Kościelisko";"gm. Kościelisko";"tatrzański";"małopolskie";"1636";"1968";"418";"1218";"2";"135";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"18";"5";"13";"0";"1200";"332";"625";"243"
"e27e-f51d-ac76-c62c-9ac8-0ad1-07f6-2cee";"121704";"36";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Szeligówka 11, 34-511 Kościelisko";"gm. Kościelisko";"tatrzański";"małopolskie";"1617";"1901";"458";"1159";"4";"117";"0";"0";"0";"0";"0";"0";"0";"1159";"0";"0";"1159";"27";"12";"15";"0";"1132";"358";"553";"221"
"e95e-e5c2-47f1-d0a9-408a-cb7e-f0ed-d9e6";"121704";"36";"3";"wieś";"stały";"Szkoła Podstawowa, Dzianisz 201, 34-514 Dzianisz";"gm. Kościelisko";"tatrzański";"małopolskie";"1648";"1792";"782";"866";"0";"14";"0";"0";"0";"0";"0";"0";"0";"866";"0";"2";"864";"17";"3";"14";"0";"847";"92";"678";"77"
"2b00-acd0-6c1e-3808-9fcc-c5e1-d4c6-30b5";"121704";"36";"4";"wieś";"stały";"Szkoła Podstawowa, Witów 119, 34-512 Witów";"gm. Kościelisko";"tatrzański";"małopolskie";"1261";"1416";"531";"730";"1";"46";"1";"1";"0";"0";"0";"0";"1";"731";"1";"0";"731";"9";"2";"7";"0";"722";"156";"474";"92"
"96c6-4138-3907-3c78-a143-5357-194a-3d8e";"121705";"36";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Józefa Piłsudskiego 2, 34-520 Poronin";"gm. Poronin";"tatrzański";"małopolskie";"1495";"1728";"503";"992";"2";"80";"0";"0";"0";"0";"0";"0";"0";"992";"0";"0";"992";"24";"5";"19";"0";"968";"216";"603";"149"
"1f71-0e6d-4d26-27a4-54e2-b70a-c6f3-e74b";"121705";"36";"2";"wieś";"stały";"Urząd Gminy, ul. Józefa Piłsudskiego 5, 34-520 Poronin";"gm. Poronin";"tatrzański";"małopolskie";"1089";"1224";"414";"674";"2";"35";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"15";"3";"12";"0";"659";"149";"411";"99"
"41c8-f23e-c0d4-f0c6-e4b3-24be-0eac-272a";"121705";"36";"3";"wieś";"stały";"Szkoła Podstawowa, Małe Ciche 22, 34-531 Murzasichle";"gm. Poronin";"tatrzański";"małopolskie";"360";"436";"84";"276";"0";"32";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"1";"1";"0";"0";"275";"45";"198";"32"
"85b2-706d-56fe-e186-392e-70b5-8258-681e";"121705";"36";"4";"wieś";"stały";"Szkoła Podstawowa im. Ratowników Tatrzańskich, ul. Sądelska 31, 34-531 Murzasichle";"gm. Poronin";"tatrzański";"małopolskie";"1052";"1295";"230";"822";"0";"154";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"19";"7";"12";"0";"803";"194";"490";"119"
"58fd-9979-d6a6-361e-a5e6-fb9a-1b05-3b13";"121705";"36";"5";"wieś";"stały";"Szkoła Podstawowa im. Antoniny Tatar, Suche 115a, 34-520 Poronin";"gm. Poronin";"tatrzański";"małopolskie";"866";"962";"392";"474";"0";"8";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"4";"7";"0";"462";"59";"382";"21"
"04bb-d4e3-46ea-e062-5a4d-1393-1e58-8c20";"121705";"36";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. św. Anny 1/3, 34-521 Ząb";"gm. Poronin";"tatrzański";"małopolskie";"1818";"2008";"829";"989";"0";"38";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"8";"1";"7";"0";"980";"164";"714";"102"
"fde8-b3a0-0615-fe8d-5c09-b473-abb8-6669";"121705";"36";"7";"wieś";"stały";"Szkoła Podstawowa im. Bronisława Czecha, Nowe Bystre 61, 34-521 Ząb";"gm. Poronin";"tatrzański";"małopolskie";"933";"1032";"438";"495";"0";"0";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"14";"1";"13";"0";"481";"52";"386";"43"
"96f2-97e3-8755-ea45-cab3-245b-22b3-d1cb";"121705";"36";"8";"wieś";"stały";"Szkoła Podstawowa im. Ks. Jerzego Popiełuszki w Stasikówce, ul. Stasikówka 65, 34-520 Poronin";"gm. Poronin";"tatrzański";"małopolskie";"420";"492";"157";"262";"1";"32";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"5";"1";"4";"0";"258";"63";"171";"24"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
