"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Wojciech Jan KONIECZNY";"Krzysztof Łukasz ŚWIERCZYŃSKI";"Artur Ryszard WARZOCHA"
"141f-f56a-e301-8a68-58e2-e9ae-cfb6-63f1";"246401";"69";"51";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1530";"1652";"364";"1166";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1165";"0";"0";"1165";"8";"0";"8";"0";"1157";"514";"193";"450"
"50f1-99e3-671e-3ed8-4e8b-a825-490c-b1a2";"246401";"69";"52";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1472";"1578";"387";"1085";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"5";"2";"3";"0";"1080";"478";"160";"442"
"870e-0648-1d07-9a7a-766b-ff58-3e87-b411";"246401";"69";"53";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"838";"915";"197";"641";"1";"6";"1";"1";"0";"0";"0";"0";"1";"642";"1";"0";"642";"6";"1";"5";"0";"636";"308";"101";"227"
"cc10-9911-7b18-a50e-0d82-ee01-e927-16f2";"246401";"69";"54";"miasto";"stały";"Szkoła Podstawowa nr 48, ul. Schillera 5, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1470";"1613";"360";"1110";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1110";"0";"0";"1110";"12";"3";"9";"0";"1098";"473";"176";"449"
"6e4c-c1d3-7794-2544-1ce3-1348-d816-e6c6";"246401";"69";"55";"miasto";"stały";"Miejskie Przedszkole nr 15, ul. Michałowskiego 32, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"380";"404";"75";"305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"4";"2";"2";"0";"301";"174";"37";"90"
"f0e0-dd15-b74d-f8d5-aff0-4f39-cff8-d78c";"246401";"69";"56";"miasto";"stały";"Miejskie Przedszkole nr 16, ul. Starzyńskiego 9, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1561";"1700";"394";"1167";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1166";"0";"0";"1166";"19";"8";"11";"0";"1147";"490";"181";"476"
"f23c-9d86-35fe-062c-cda0-0604-563e-9e7d";"246401";"69";"57";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1420";"1536";"371";"1049";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"15";"2";"13";"0";"1034";"489";"170";"375"
"6f95-8732-a7eb-3556-9aa8-5fec-be80-c0f6";"246401";"69";"58";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1760";"1908";"277";"1483";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1483";"0";"0";"1483";"19";"14";"5";"0";"1464";"774";"251";"439"
"e55d-dbf0-156a-e197-9257-964f-e113-e88d";"246401";"69";"59";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1340";"1461";"319";"1021";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"24";"3";"21";"0";"997";"465";"158";"374"
"2c2a-38ec-a17e-a9c8-0581-e963-b22b-56cd";"246401";"69";"60";"miasto";"stały";"Szkoła Podstawowa nr 50, ul. Starzyńskiego 10, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1330";"1429";"316";"1014";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"1";"1012";"13";"4";"9";"0";"999";"437";"179";"383"
"b76a-f573-9d87-767e-cbba-5105-8232-f28e";"246401";"69";"61";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Kukuczki 30, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1181";"1284";"288";"893";"0";"2";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"6";"1";"5";"0";"887";"381";"168";"338"
"80d8-e432-8f41-b263-152b-a786-74fc-054b";"246401";"69";"62";"miasto";"stały";"Szkoła Podstawowa nr 54, ul. Kukuczki 30, 42-224 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"940";"1045";"217";"723";"0";"3";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"6";"1";"5";"0";"717";"335";"110";"272"
"5f41-959a-e1cf-3b97-04bc-0415-178c-e4c5";"246401";"69";"63";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 4, ul. Połaniecka 50, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"898";"972";"350";"548";"0";"1";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"6";"0";"6";"0";"542";"199";"80";"263"
"a218-74c6-2799-f8ce-09c0-0cff-7759-730c";"246401";"69";"64";"miasto";"stały";"Wojewódzki Inspektorat Ochrony Środowiska, ul. Rząsawska 24/28, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"690";"759";"263";"427";"0";"2";"1";"1";"0";"0";"0";"0";"1";"428";"1";"0";"428";"10";"0";"10";"0";"418";"178";"78";"162"
"5716-48b5-377f-0a92-0283-e1c8-1a1e-2ae1";"246401";"69";"65";"miasto";"stały";"Szkoła Podstawowa nr 25, ul. Rędzińska 23, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1098";"1216";"297";"801";"1";"9";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"4";"3";"1";"0";"797";"315";"129";"353"
"1180-17a2-b337-f00c-e3f1-d270-a80f-e749";"246401";"69";"66";"miasto";"stały";"Dom Pomocy Społecznej, ul. Kontkiewicza 2, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1210";"1206";"373";"837";"0";"3";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"7";"4";"3";"0";"830";"393";"177";"260"
"65ea-f278-2e6d-81cc-f17c-481e-a2b5-c61e";"246401";"69";"67";"miasto";"stały";"Szkoła Podstawowa nr 24, ul. Hubermana 7, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1099";"1192";"249";"850";"0";"8";"1";"1";"0";"0";"0";"0";"1";"851";"1";"0";"851";"9";"1";"8";"0";"842";"458";"152";"232"
"0321-3f6f-c730-a63b-3023-084b-4e1e-819c";"246401";"69";"68";"miasto";"stały";"Szkoła Podstawowa nr 24, ul. Hubermana 7, 42-209 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1256";"1365";"323";"933";"1";"3";"1";"1";"0";"0";"0";"0";"1";"934";"1";"0";"934";"6";"4";"2";"0";"928";"440";"152";"336"
"f87a-fbfb-2342-9b53-1e91-8b43-18e7-698a";"246401";"69";"69";"miasto";"stały";"Zespół Szkół im. Jana Kochanowskiego, ul. Warszawska 142, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"248";"276";"64";"184";"0";"4";"0";"0";"0";"0";"0";"0";"0";"184";"0";"0";"184";"1";"0";"1";"0";"183";"84";"37";"62"
"8df4-fed1-4973-4819-9225-5441-780a-71b3";"246401";"69";"70";"miasto";"stały";"Szkoła Podstawowa nr 22, ul. Żabia 1, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1000";"1081";"346";"654";"0";"4";"0";"0";"0";"0";"0";"0";"0";"654";"0";"0";"654";"17";"10";"7";"0";"637";"270";"101";"266"
"07dd-6387-066a-6832-cc4e-a3d1-fa12-b9d0";"246401";"69";"71";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 2, ul. Olsztyńska 42, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1190";"1293";"390";"798";"0";"4";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"11";"2";"9";"0";"789";"340";"126";"323"
"a893-403c-bcbc-afdf-40ec-1083-b05d-9e45";"246401";"69";"72";"miasto";"stały";"Fundacja SOWARD-Kolorowa Edukacja, ul. Legionów 23, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1130";"1234";"386";"744";"0";"0";"0";"0";"0";"0";"0";"0";"0";"744";"0";"0";"744";"13";"8";"5";"0";"731";"315";"131";"285"
"f319-e1f7-a27c-b0c6-1bac-047a-61ba-4b85";"246401";"69";"73";"miasto";"stały";"Fundacja SOWARD-Kolorowa Edukacja, ul. Legionów 23, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1187";"1294";"355";"832";"0";"6";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"15";"3";"12";"0";"817";"318";"152";"347"
"987e-d828-0bf1-f071-dca8-04dd-a9d7-601a";"246401";"69";"74";"miasto";"stały";"Szkoła Podstawowa nr 19, ul. Orla 4/8, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1750";"1914";"523";"1227";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"15";"2";"13";"0";"1211";"519";"230";"462"
"a44a-1866-771d-e6da-a9eb-6d53-3270-041f";"246401";"69";"75";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Rozdolna 5, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1690";"1869";"434";"1256";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"14";"5";"9";"0";"1242";"452";"204";"586"
"d634-d69a-e5fb-751a-611d-4ec5-9970-eda2";"246401";"69";"76";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Szczytowa 28/30, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1210";"1329";"575";"635";"1";"0";"0";"0";"0";"0";"0";"0";"0";"635";"0";"9";"626";"5";"1";"4";"0";"621";"259";"121";"241"
"ba81-0873-f01e-384b-60b3-60fd-b52e-4db6";"246401";"69";"77";"miasto";"stały";"Szkoła Podstawowa nr 8, ul. Szczytowa 28/30, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1439";"1560";"481";"958";"0";"5";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"12";"3";"9";"0";"939";"408";"174";"357"
"a650-9a05-275d-56d8-dd69-6e09-8661-f4a5";"246401";"69";"78";"miasto";"stały";"Zespół Szkół Technicznych i Ogólnokształcących, Aleja Niepodległości 16/18, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1731";"1883";"476";"1255";"2";"1";"2";"2";"0";"0";"0";"0";"2";"1257";"2";"0";"1257";"14";"6";"8";"0";"1243";"531";"172";"540"
"09b9-73f0-1069-de26-30ab-1530-6167-a5e3";"246401";"69";"79";"miasto";"stały";"Szkoła Podstawowa nr 17, Aleja Wojska Polskiego 130, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1316";"1418";"460";"856";"3";"1";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"12";"2";"10";"0";"844";"317";"224";"303"
"9f6e-2cc6-54fb-1d85-e75c-8776-51ec-f046";"246401";"69";"80";"miasto";"stały";"Szkoła Podstawowa nr 17, Aleja Wojska Polskiego 130, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"860";"941";"242";"618";"1";"4";"0";"0";"0";"0";"0";"0";"0";"618";"0";"0";"618";"6";"4";"2";"0";"612";"208";"167";"237"
"5811-9b76-3e55-da4b-470d-0c8f-4609-9b71";"246401";"69";"81";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Przerwy-Tetmajera 40, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1740";"1888";"720";"1020";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1020";"0";"0";"1020";"9";"4";"5";"0";"1011";"323";"247";"441"
"b60e-5e0c-7ed1-a4c8-426a-448f-13bf-0a36";"246401";"69";"82";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Zamenhofa 23, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1307";"1412";"414";"893";"2";"2";"1";"1";"0";"0";"0";"0";"1";"893";"1";"0";"893";"14";"4";"10";"0";"879";"387";"169";"323"
"bb0c-8191-f214-539e-4996-78f8-124b-e910";"246401";"69";"83";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Zamenhofa 23, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1000";"1087";"404";"596";"1";"6";"0";"0";"0";"0";"0";"0";"0";"596";"0";"0";"596";"7";"2";"5";"0";"589";"224";"113";"252"
"fc64-0dd0-d641-dd00-eade-2921-169c-6458";"246401";"69";"84";"miasto";"stały";"Zespół Szkół im. B. Prusa, ul. Prusa 20, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1700";"1847";"567";"1133";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1133";"0";"0";"1133";"17";"4";"13";"0";"1116";"463";"217";"436"
"37d1-7f2a-f3b9-5048-80cb-8459-ff48-f1b5";"246401";"69";"85";"miasto";"stały";"VI LO im. J. Dąbrowskiego, ul. Łukasińskiego 40, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"876";"951";"477";"399";"0";"0";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"2";"0";"2";"0";"396";"167";"70";"159"
"1020-3d72-621c-757c-1a6c-3018-e133-feff";"246401";"69";"86";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Łukasińskiego 70/74, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1310";"1408";"384";"926";"0";"0";"0";"0";"0";"0";"0";"0";"0";"926";"0";"0";"926";"7";"3";"4";"0";"919";"358";"190";"371"
"961c-14da-8e0c-0d48-28f5-9cf0-a0c0-e525";"246401";"69";"87";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3, ul. Łukasińskiego 70/74, 42-207 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"970";"1039";"340";"630";"1";"2";"0";"0";"0";"0";"0";"0";"0";"630";"0";"1";"629";"8";"3";"5";"0";"621";"249";"114";"258"
"9e64-46ed-055c-ae2d-32c4-22a6-cce6-a88a";"246401";"69";"88";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Dąbrowskiej 5/9, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1530";"1650";"447";"1083";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1083";"0";"0";"1083";"16";"8";"8";"0";"1067";"423";"201";"443"
"b73b-5d37-416d-3ec7-d089-3b59-afb4-cf2f";"246401";"69";"89";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Dąbrowskiej 5/9, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1100";"1198";"322";"778";"0";"0";"0";"0";"0";"0";"0";"0";"0";"778";"0";"0";"778";"14";"6";"8";"0";"764";"325";"155";"284"
"08c9-b133-317e-08d1-9d0f-cfd1-1bc7-42dc";"246401";"69";"90";"miasto";"stały";"Szkoła Podstawowa nr 34, ul. Dąbrowskiej 5/9, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1436";"1574";"420";"1016";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"12";"2";"10";"0";"1004";"464";"184";"356"
"1cd2-6c1f-e7d4-d833-d3d0-fcad-6bbe-d73b";"246401";"69";"91";"miasto";"stały";"Miejskie Przedszkole nr 6, ul. Sosnowa 22/28, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1042";"1110";"278";"764";"0";"1";"1";"1";"0";"0";"0";"0";"1";"765";"1";"0";"765";"6";"3";"3";"0";"759";"334";"149";"276"
"5219-5499-4306-43e9-ef7f-1752-cd4f-31ac";"246401";"69";"92";"miasto";"stały";"Świetlica MPK, Aleja Niepodległości 30, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1829";"1986";"692";"1137";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1137";"0";"0";"1137";"13";"6";"7";"0";"1124";"455";"210";"459"
"f577-47bb-d658-a701-010c-5291-a31a-09ae";"246401";"69";"93";"miasto";"stały";"Szkoła Podstawowa nr 36, ul. Kasztanowa 7/9, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1840";"2018";"478";"1362";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1363";"1";"0";"1363";"20";"8";"12";"0";"1343";"585";"265";"493"
"669c-ca4b-2ea4-5121-5a14-c43c-0729-bbc3";"246401";"69";"94";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Orkana 95/109, 42-229 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1659";"1790";"390";"1269";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1269";"0";"0";"1269";"22";"20";"2";"0";"1247";"557";"220";"470"
"0847-70dd-4427-e183-92ee-a9d9-67f6-8787";"246401";"69";"95";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Orkana 95/109, 42-229 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1429";"1535";"392";"1037";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1037";"0";"0";"1037";"9";"3";"6";"0";"1028";"428";"217";"383"
"ced6-b37e-63ae-9dca-d055-8c11-0fe8-7076";"246401";"69";"96";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Orkana 95/109, 42-229 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1798";"1949";"501";"1297";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1296";"0";"0";"1296";"18";"7";"11";"0";"1278";"547";"245";"486"
"1141-7022-77b1-539d-0f72-796d-09b7-6990";"246401";"69";"97";"miasto";"stały";"Szkoła Podstawowa nr 53, ul. Orkana 95/109, 42-229 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1690";"1618";"441";"1245";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1244";"0";"0";"1244";"12";"4";"8";"0";"1232";"536";"203";"493"
"b6ab-4139-7d50-ad4a-272a-cbfa-4184-6d81";"246401";"69";"98";"miasto";"stały";"Miejskie Przedszkole nr 20, ul. Wierzbowa 20, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1340";"1468";"340";"1000";"0";"3";"1";"1";"0";"0";"0";"0";"1";"1000";"1";"0";"1000";"13";"3";"10";"0";"987";"376";"218";"393"
"e0b3-8a7b-c72b-9ada-2437-f1fc-fbec-0966";"246401";"69";"99";"miasto";"stały";"Miejskie Przedszkole nr 20, ul. Wierzbowa 20, 42-216 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1150";"1251";"340";"810";"0";"0";"0";"0";"0";"0";"0";"0";"0";"810";"0";"0";"810";"13";"3";"10";"0";"797";"290";"150";"357"
"03ff-a976-b71d-8e67-6bb2-e9cc-b245-d13d";"246401";"69";"100";"miasto";"stały";"Szkoła Podstawowa nr 49, ul. Jesienna 42, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"631";"682";"140";"491";"0";"1";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"10";"3";"7";"0";"481";"233";"76";"172"
"40ca-8f88-ed18-caf1-bf24-95c7-42b2-7e83";"246401";"69";"101";"miasto";"stały";"Szkoła Podstawowa nr 49, ul. Jesienna 42, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1472";"1591";"397";"1075";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1073";"0";"0";"1073";"16";"5";"11";"0";"1057";"477";"171";"409"
"ecfd-7e61-fd8e-150f-e559-5143-3e64-7cb0";"246401";"69";"102";"miasto";"stały";"Szkoła Podstawowa nr 26, ul. Rakowska 42, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1620";"1756";"482";"1138";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"0";"1138";"13";"6";"7";"0";"1125";"476";"204";"445"
"f258-767b-2048-b155-bca1-f308-d1c8-75f1";"246401";"69";"103";"miasto";"stały";"Szkoła Podstawowa nr 26, ul. Rakowska 42, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1731";"1875";"501";"1230";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1230";"0";"0";"1230";"16";"0";"16";"0";"1214";"540";"222";"452"
"69cf-26f6-159e-2d5b-404b-6314-f401-b2cc";"246401";"69";"104";"miasto";"stały";"Miejskie Przedszkole nr 19, ul. Szkolna 1, 42-208 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1686";"1837";"456";"1230";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1228";"0";"0";"1228";"13";"0";"13";"0";"1215";"490";"230";"495"
"a7a3-fed4-69f9-d782-4120-967c-2a80-c336";"246401";"69";"105";"miasto";"stały";"Rodzinny Ogród Działkowy Wypalanki, ul. Bór 201, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"642";"727";"156";"486";"0";"0";"0";"0";"0";"0";"0";"0";"0";"486";"0";"0";"486";"4";"1";"3";"0";"482";"215";"82";"185"
"15d4-975c-ebff-81bd-066d-2226-729d-6baa";"246401";"69";"106";"miasto";"stały";"Szkoła Podstawowa nr 15, ul. Wirażowa 8, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"690";"751";"192";"498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"10";"2";"8";"0";"488";"172";"83";"233"
"63e5-c1e6-a017-1805-83ca-d57a-e671-dbad";"246401";"69";"107";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej w Kuźnicy Marianowej, ul. Zdrowa 80/82, 42-271 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"770";"838";"197";"573";"0";"1";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"11";"2";"9";"0";"562";"211";"96";"255"
"d274-8880-350b-a72a-1d7f-c9ed-f360-27af";"246401";"69";"108";"miasto";"stały";"Szkoła Podstawowa nr 52, ul. Powstańców Warszawy 144a, 42-271 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1377";"1501";"495";"882";"0";"0";"0";"0";"0";"0";"0";"0";"0";"882";"0";"0";"882";"10";"4";"6";"0";"872";"355";"152";"365"
"61f6-0894-7adb-8497-8e1b-6f76-3d9f-f79d";"246401";"69";"109";"miasto";"stały";"Szkoła Podstawowa nr 52, ul. Powstańców Warszawy 144a, 42-271 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1478";"1618";"629";"849";"2";"2";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"7";"3";"4";"0";"842";"349";"132";"361"
"17ce-85e7-bf73-9ede-388d-3562-80a5-01fd";"246401";"69";"110";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Lakowa 101, 42-280 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"490";"538";"169";"321";"0";"3";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"6";"1";"5";"0";"315";"133";"67";"115"
"62af-3ffa-7661-b64f-24f8-8872-b911-4aac";"246401";"69";"111";"miasto";"stały";"Miejskie Przedszkole nr 9, ul. Sabinowska 81/83, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"878";"1061";"174";"704";"2";"3";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"4";"3";"1";"0";"700";"308";"142";"250"
"1afb-9e9e-3506-4d45-469d-6371-c75d-a7e9";"246401";"69";"112";"miasto";"stały";"Szkoła Podstawowa nr 21, ul. Sabinowska 7/9, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1119";"1215";"308";"811";"0";"5";"1";"1";"0";"0";"0";"0";"1";"812";"1";"0";"812";"5";"3";"2";"0";"807";"329";"139";"339"
"1320-01c0-2010-ec60-cb72-3dd8-8d74-cc25";"246401";"69";"113";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Ułańska 5/7, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1590";"1726";"471";"1119";"2";"2";"1";"1";"0";"0";"0";"0";"1";"1120";"1";"0";"1120";"9";"6";"3";"0";"1111";"514";"162";"435"
"1bff-60b4-10ea-f8be-ff6c-5398-b6f9-d779";"246401";"69";"114";"miasto";"stały";"Szkoła Podstawowa nr 16, ul. Ułańska 5/7, 42-202 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1580";"1719";"467";"1113";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"15";"3";"12";"0";"1098";"503";"177";"418"
"db80-227b-bac5-5f1f-c4be-1ffe-19a5-5c95";"246401";"69";"115";"miasto";"stały";"Centralna Szkoła Państwowej Straży Pożarnej, ul. Sabinowska 62/64, 42-280 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1220";"1340";"314";"906";"1";"1";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"8";"8";"0";"0";"895";"383";"145";"367"
"3df7-3fd0-818d-4103-ee89-89e3-f152-ed7f";"246401";"69";"116";"miasto";"stały";"Centralna Szkoła Państwowej Straży Pożarnej, ul. Sabinowska 62/64, 42-280 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"1238";"1364";"302";"936";"0";"9";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"11";"3";"8";"0";"925";"443";"196";"286"
"d2c9-7a67-ffae-b0ae-5d37-e78f-1adc-ff69";"246401";"69";"117";"miasto";"stały";"Szkoła Podstawowa nr 47, ul. Przestrzenna 68/70, 42-280 Częstochowa";"m. Częstochowa";"Częstochowa";"śląskie";"948";"1041";"304";"644";"1";"6";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"9";"4";"5";"0";"635";"278";"84";"273"
