"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jerzy CZERWIŃSKI";"Adam Józef MAZGUŁA";"Janusz Antoni SANOCKI";"Jan Franciszek WOŹNIAK"
"c5df-7799-2127-b930-4b9f-a72b-159c-7a4c";"160404";"51";"6";"wieś";"stały";"Szkoła Podstawowa, Komorzno ul. Główna 31, 46-264 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"620";"675";"298";"322";"1";"2";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"4";"1";"3";"0";"318";"160";"19";"19";"120"
"6d4e-8fdf-ff57-f930-5ae3-00de-ed99-5953";"160404";"51";"7";"wieś";"stały";"Świetlica Wiejska, Krzywiczyny ul. Wołczyńska 41, 46-264 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"430";"467";"181";"249";"0";"5";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"5";"3";"2";"0";"244";"143";"15";"18";"68"
"2ebd-4d34-17d5-fb72-83d6-e5ff-0edd-361b";"160404";"51";"8";"wieś";"stały";"Szkoła Podstawowa, Szymonków ul. Wołczyńska 3, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"409";"434";"187";"222";"1";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"5";"2";"3";"0";"217";"137";"12";"23";"45"
"0d80-6b52-a2e5-5030-d2dc-d096-8671-b807";"160404";"51";"9";"wieś";"stały";"Świetlica Wiejska, Wierzbica Dolna 26, 46-255 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"460";"502";"225";"235";"0";"4";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"10";"1";"9";"0";"225";"115";"13";"19";"78"
"9281-da0b-f660-d0cc-af1e-9f17-e2c9-f71e";"160404";"51";"10";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Gierałcice ul. Opolska 36, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"550";"588";"227";"323";"0";"0";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"8";"0";"8";"0";"315";"177";"17";"24";"97"
"3f04-3334-aac1-f71a-c567-6585-74ec-7f5a";"160404";"51";"11";"wieś";"stały";"Oddział Przedszkolny Szkoły Podstawowej, Wąsice ul. Główna 14 a, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"380";"405";"195";"185";"0";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"0";"0";"0";"0";"185";"119";"4";"12";"50"
"cda0-b336-bb69-5a11-b3d6-4ec0-b60d-9828";"160404";"51";"12";"wieś";"stały";"Świetlica Wiejska, Wierzchy 76, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"580";"631";"377";"203";"0";"2";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"12";"1";"11";"0";"191";"110";"14";"21";"46"
"acd5-3d59-672f-7d51-8dc9-c668-ad0f-aa57";"160404";"51";"13";"wieś";"stały";"Świetlica Wiejska, Brzezinki 25, 46-250 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"250";"269";"111";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"1";"0";"1";"0";"138";"84";"5";"6";"43"
"b8b2-565e-691b-b8d5-e96a-017e-0fc3-6aa3";"160404";"51";"14";"wieś";"stały";"Szkoła Podstawowa, Skałągi ul. Wołczyńska 23, 46-262 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"370";"398";"165";"205";"0";"3";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"5";"3";"2";"0";"200";"121";"10";"9";"60"
"ea35-3d96-1704-1545-119e-fd29-5d78-9fa0";"160404";"51";"15";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Rożnów 1, 46-262 Wołczyn";"gm. Wołczyn";"kluczborski";"opolskie";"300";"323";"126";"174";"1";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"3";"0";"3";"0";"171";"108";"7";"16";"40"
"18b1-5c13-94bf-49ab-db33-061b-5b54-cc67";"160601";"51";"1";"wieś";"stały";"Szkoła Podstawowa w Domaszowicach, ul. Kolejowa 3/3, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"750";"807";"238";"511";"0";"3";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"12";"1";"11";"0";"500";"235";"32";"40";"193"
"7db7-50c8-4297-f71e-f5f3-ec9a-d88a-d73a";"160601";"51";"2";"wieś";"stały";"Świetlica Parafialna we Włochach, Włochy 62, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"234";"247";"86";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"3";"1";"2";"0";"145";"75";"8";"18";"44"
"bb2a-9e83-6052-7cdb-600b-581a-17bd-acf8";"160601";"51";"3";"wieś";"stały";"Świetlica Wiejska w Strzelcach, Strzelce 52/4, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"520";"564";"217";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"6";"2";"4";"0";"297";"162";"22";"25";"88"
"a064-0730-3ed5-bbb2-baa8-d910-9e22-6fdc";"160601";"51";"4";"wieś";"stały";"Szkoła Podstawowa w Polkowskiem, Polkowskie 52, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"370";"404";"153";"217";"1";"1";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"14";"0";"14";"0";"203";"116";"16";"17";"54"
"15df-dbbb-01d2-03b2-18b2-c728-ec4b-a7d4";"160601";"51";"5";"wieś";"stały";"Świetlica Wiejska w Gręboszowie, Gręboszów 29/5, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"240";"263";"97";"143";"1";"2";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"3";"1";"2";"0";"140";"74";"4";"12";"50"
"55b7-24a5-c0df-3d14-03a8-416a-9f37-692c";"160601";"51";"6";"wieś";"stały";"Świetlica Wiejska w Siemysłowie, Siemysłów 11a, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"280";"306";"97";"183";"1";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"6";"1";"5";"0";"177";"95";"5";"18";"59"
"ee6d-0329-9467-c47b-9114-242e-40cd-eab3";"160601";"51";"7";"wieś";"stały";"Strażnica OSP w Wielołęce, Wielołęka 23a, 46-146 Domaszowice";"gm. Domaszowice";"namysłowski";"opolskie";"260";"279";"99";"161";"0";"1";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"4";"1";"3";"0";"157";"92";"6";"9";"50"
"153c-27cb-818d-aa3b-b689-7386-b706-3317";"160602";"51";"1";"miasto";"stały";"Biblioteka Publiczna, ul. Bohaterów Warszawy 5, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"800";"879";"313";"487";"0";"2";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"10";"2";"8";"0";"477";"177";"44";"56";"200"
"8213-f1db-9b07-6528-730f-8011-76c6-8f55";"160602";"51";"2";"miasto";"stały";"Namysłowski Ośrodek Kultury, Plac Powstańców Śląskich 2, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"800";"856";"335";"465";"0";"3";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"22";"6";"16";"0";"443";"185";"45";"52";"161"
"c520-82a8-3632-26ad-977c-8bb4-3d56-fcde";"160602";"51";"3";"miasto";"stały";"Świetlica Osiedlowa (dworzec), ul. Dworcowa 7, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"840";"911";"393";"447";"1";"4";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"11";"4";"7";"0";"436";"227";"18";"44";"147"
"c49c-b3e3-b8ed-83e5-0a24-2baf-762c-b29d";"160602";"51";"4";"miasto";"stały";"Przedszkole Integracyjne, ul. Parkowa 3, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"1330";"1439";"394";"936";"1";"4";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"10";"1";"9";"0";"926";"375";"63";"105";"383"
"43cc-cba7-3de9-34a1-db25-09b0-02a7-fc5c";"160602";"51";"5";"miasto";"stały";"Przedszkole Nr 1, ul. Partyzantów 2, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"718";"788";"205";"513";"1";"2";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"11";"3";"8";"0";"502";"204";"39";"54";"205"
"23b4-4c53-89b3-add2-404e-0036-0af7-4c88";"160602";"51";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Łączańska 1, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"1067";"1177";"301";"766";"0";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"14";"4";"10";"0";"752";"294";"57";"73";"328"
"e84a-e7e9-d0d0-19e5-1c63-aed6-9170-56d8";"160602";"51";"7";"miasto";"stały";"Liceum Ogólnokształcące, ul. A. Mickiewicza 12, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"890";"963";"304";"586";"0";"2";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"14";"5";"9";"0";"572";"255";"44";"55";"218"
"3fb5-2ef7-4c3f-6489-ae41-33e4-32ed-544a";"160602";"51";"8";"miasto";"stały";"Przedszkole Nr 3, ul. Partyzantów 3, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"690";"737";"285";"405";"2";"3";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"2";"0";"2";"0";"403";"155";"32";"58";"158"
"edb0-5786-14f5-0755-8b09-9008-706c-2bf9";"160602";"51";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4 (Mała szkoła), ul. W. S. Reymonta 56, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"550";"600";"136";"414";"0";"2";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"12";"3";"9";"0";"402";"179";"18";"38";"167"
"87a5-ccd5-b3e0-7117-2e5e-a775-4407-674a";"160602";"51";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. W. S. Reymonta 56, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"900";"966";"289";"611";"0";"2";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"11";"1";"10";"0";"600";"271";"36";"59";"234"
"5ccb-a838-84fe-7667-2a36-8017-7321-cab5";"160602";"51";"11";"miasto";"stały";"Przedszkole Nr 4, ul. W. S. Reymonta 5b, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"978";"1067";"264";"714";"1";"1";"0";"0";"0";"0";"0";"0";"0";"714";"0";"0";"714";"15";"4";"11";"0";"699";"321";"52";"65";"261"
"0833-3090-d31e-2872-0351-0869-4153-19ec";"160602";"51";"12";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. W. S. Reymonta 5, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"978";"1047";"314";"664";"0";"2";"0";"0";"0";"0";"0";"0";"0";"664";"0";"0";"664";"16";"3";"13";"0";"648";"263";"54";"70";"261"
"863d-0511-064d-e6dd-1673-c47c-c676-6ea4";"160602";"51";"13";"miasto";"stały";"Hala Sportowa ""ORZEŁ"", ul. Kolejowa 1, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"1320";"1430";"348";"972";"0";"5";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"8";"2";"6";"0";"964";"302";"77";"107";"478"
"9e7d-5d5e-e4d9-9a38-cce0-9559-15de-416b";"160602";"51";"14";"wieś";"stały";"Szkoła Podstawowa, Kamienna 26, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"829";"854";"339";"490";"1";"0";"0";"0";"0";"0";"0";"0";"0";"490";"0";"0";"490";"16";"5";"11";"0";"474";"255";"23";"36";"160"
"efd2-1904-ddc6-466c-0821-2539-2473-cdec";"160602";"51";"15";"wieś";"stały";"Świetlica Wiejska, Kowalowice ul. Szkolna 3, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"510";"551";"192";"318";"0";"3";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"22";"6";"16";"0";"296";"176";"19";"22";"79"
"4208-3dc2-4058-a0ab-ecdd-fab5-7e17-06a2";"160602";"51";"16";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Głuszyna ul. Główna 115, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"660";"718";"302";"358";"0";"2";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"7";"1";"6";"0";"351";"220";"23";"26";"82"
"27a8-aefa-36bc-a2b6-cd70-1f1c-5d03-6091";"160602";"51";"17";"wieś";"stały";"Świetlica Wiejska, Bukowa Śląska 7b, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"580";"633";"295";"285";"0";"0";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"5";"4";"1";"0";"280";"131";"27";"29";"93"
"9a5e-bce8-979d-a5c8-0057-207a-5442-5349";"160602";"51";"18";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Jastrzębie ul. Opolska 68, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"490";"534";"225";"265";"0";"2";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"5";"0";"5";"0";"260";"143";"18";"23";"76"
"980c-63e7-1836-0144-3dbc-b713-fc8a-9675";"160602";"51";"19";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Smarchowice Wielkie ul. Brzegowa 58, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"620";"678";"244";"376";"0";"0";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"7";"0";"7";"0";"369";"172";"23";"47";"127"
"77f2-f3c2-097c-3ea8-992c-265f-3ce6-aaac";"160602";"51";"20";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Ligota Książęca 87b, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"799";"863";"347";"452";"0";"0";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"10";"2";"8";"0";"442";"299";"12";"37";"94"
"d1a7-75f5-7325-3375-0d13-c19e-eeef-be41";"160602";"51";"21";"wieś";"stały";"Świetlica Wiejska, Smarchowice Śląskie ul. Zabytkowa 24, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"830";"904";"331";"499";"0";"3";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"8";"2";"6";"0";"491";"298";"23";"49";"121"
"78f9-fbde-f32c-dff9-dad5-d5c5-3d2a-2916";"160602";"51";"22";"wieś";"stały";"Świetlica Wiejska, Ligotka 13B, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"350";"377";"137";"213";"0";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"9";"5";"4";"0";"204";"117";"12";"16";"59"
"9561-80e7-8dbb-e64c-ad76-cded-fb51-b653";"160602";"51";"23";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Smogorzów ul. Główna 69, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"370";"463";"145";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"2";"0";"2";"0";"223";"122";"15";"16";"70"
"083e-2b44-c03c-0980-33f5-4ba1-2270-7194";"160602";"51";"24";"wieś";"stały";"Świetlica Wiejska, Minkowskie 60b, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"420";"453";"227";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"6";"2";"4";"0";"187";"104";"12";"12";"59"
"0ac9-5add-b48b-1d05-28b7-2946-7d6f-30d3";"160602";"51";"25";"wieś";"stały";"Świetlica Wiejska, Ziemiełowice 11b, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"390";"426";"179";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"7";"0";"7";"0";"204";"104";"12";"22";"66"
"dbd6-6940-ba55-d23e-b6c8-4d3e-ddb0-ec3e";"160602";"51";"26";"miasto";"zakład leczniczy";"Namysłowskie Centrum Zdrowia S. A. Niepubliczny Zakład Opieki Zdrowotnej w Namysłowie, ul. Oleśnicka 4, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"140";"73";"129";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11";"0";"0";"11";"0";"0";"0";"0";"11";"5";"0";"4";"2"
"4c92-b8ea-6e1a-3d77-af50-c5d3-8264-1abc";"160602";"51";"27";"wieś";"zakład leczniczy";"Ośrodek Leczenia Odwykowego w Woskowicach Małych, Woskowice Małe ul. Pałacowa 15, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"90";"70";"45";"45";"0";"0";"0";"0";"0";"0";"0";"0";"0";"45";"0";"0";"45";"1";"0";"1";"0";"44";"23";"3";"7";"11"
"afb3-d926-9703-61e4-fc4c-ee68-8cb1-6d64";"160602";"51";"28";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej „Promyk” w Kamiennej, Kamienna 22, 46-100 Namysłów";"gm. Namysłów";"namysłowski";"opolskie";"50";"52";"29";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"1";"0";"1";"0";"20";"12";"1";"5";"2"
"f24f-4e76-4d94-4c7f-0d5c-2285-e296-85d0";"160603";"51";"1";"wieś";"stały";"Centrum Doświadczania Świata, Ładza ul. Reymonta 3, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"360";"398";"189";"171";"0";"3";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"7";"0";"7";"0";"164";"77";"19";"19";"49"
"2f01-e9fa-18fc-1028-8c2d-fa42-2f7f-10bb";"160603";"51";"2";"wieś";"stały";"Ochotnicza Straż Pożarna, ul. Wojska Polskiego 26, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"540";"566";"227";"313";"2";"2";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"5";"1";"4";"0";"308";"89";"36";"32";"151"
"d3e0-81e5-0312-cd0f-b14d-383f-0899-2890";"160603";"51";"3";"wieś";"stały";"Sala narad w Urzędzie Gminy, Sienkiewicza 8, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"550";"580";"227";"323";"0";"1";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"8";"0";"8";"0";"315";"95";"24";"35";"161"
"e6c5-40e2-23b7-da47-9e32-9b7b-36f2-d5ff";"160603";"51";"4";"wieś";"stały";"Szkoła Podstawowa, Domaradz 3, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"480";"523";"305";"175";"0";"3";"0";"0";"0";"0";"0";"0";"0";"175";"0";"0";"175";"3";"0";"3";"0";"172";"81";"10";"26";"55"
"b8f0-be88-503d-61b7-a57c-a8e5-3eae-4677";"160603";"51";"5";"wieś";"stały";"Świetlica Wiejska, Domaradzka Kuźnia ul. Opolska 12, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"490";"524";"290";"200";"0";"4";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"7";"0";"7";"0";"193";"71";"17";"15";"90"
"43d3-26e4-4191-0639-ada5-3393-97e3-2be2";"160603";"51";"6";"wieś";"stały";"Świetlica Wiejska, Zawiść ul. Odrodzenia Polski 2, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"360";"385";"211";"149";"0";"1";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"5";"2";"3";"0";"144";"70";"13";"16";"45"
"23ae-292c-fe9b-49e1-f809-3aee-b709-8cd3";"160603";"51";"7";"wieś";"stały";"Świetlica Wiejska, Zieleniec 26A, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"670";"722";"269";"401";"0";"0";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"5";"2";"3";"0";"396";"146";"31";"49";"170"
"9b30-a3a2-19a9-de42-c64e-889f-c705-158d";"160603";"51";"8";"wieś";"stały";"Świetlica Wiejska, Fałkowice 61, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"380";"412";"226";"154";"0";"0";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"3";"0";"3";"0";"151";"63";"12";"21";"55"
"c4d4-69b4-58b9-d441-8bba-728f-9a13-9968";"160603";"51";"9";"wieś";"zakład leczniczy";"Stobrawskie Centrum Medyczne Sp. z o. o. z siedzibą w Kup-Szpital w Pokoju, ul. Namysłowska 22, 46-034 Pokój";"gm. Pokój";"namysłowski";"opolskie";"80";"75";"16";"64";"0";"9";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"5";"0";"5";"0";"59";"32";"3";"3";"21"
"b51e-66a0-049d-7f2c-9481-276f-212f-a7a8";"160604";"51";"1";"wieś";"stały";"Szkoła Podstawowa, Bąkowice ul. Szkolna 6, 46-112 Świerczów";"gm. Świerczów";"namysłowski";"opolskie";"624";"674";"284";"340";"0";"0";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"13";"4";"9";"0";"327";"171";"21";"38";"97"
"cd9b-07af-b791-0ca3-0cb7-8ab6-df72-e68c";"160604";"51";"2";"wieś";"stały";"Publiczne Gimnazjum, ul. Brzeska 28, 46-112 Świerczów";"gm. Świerczów";"namysłowski";"opolskie";"569";"613";"234";"335";"0";"0";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"9";"1";"8";"0";"326";"130";"32";"33";"131"
"7384-2a1d-ee12-de1a-493e-f791-2ed9-c774";"160604";"51";"3";"wieś";"stały";"Szkoła Podstawowa, Dąbrowa ul. Parkowa 4, 46-112 Świerczów";"gm. Świerczów";"namysłowski";"opolskie";"480";"516";"201";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"3";"0";"3";"0";"276";"159";"24";"17";"76"
"98a0-73ff-03c0-9a14-def0-a4d9-9015-9b4c";"160604";"51";"4";"wieś";"stały";"Sołecki Dom Spotkań, Starościn ul. Opolska 6a, 46-112 Świerczów";"gm. Świerczów";"namysłowski";"opolskie";"370";"404";"163";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"3";"2";"1";"0";"204";"85";"25";"21";"73"
"76d5-0170-5874-67d7-8a42-a113-15bc-27e3";"160604";"51";"5";"wieś";"stały";"Świetlica Wiejska w Miodarach, Miodary ul. Główna 8B, 46-112 Świerczów";"gm. Świerczów";"namysłowski";"opolskie";"528";"572";"236";"292";"0";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"6";"1";"5";"0";"286";"138";"23";"30";"95"
"c6d9-1d8b-6684-9e1f-a3c7-8667-41e3-6cdf";"160605";"51";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Bukowie ul. Lipowa 54, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"480";"521";"212";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"5";"2";"3";"0";"263";"184";"18";"8";"53"
"d5c9-356e-2298-3401-7474-b2c6-c9e3-8b96";"160605";"51";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich, Dębnik 14A, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"400";"425";"210";"190";"0";"0";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"5";"1";"4";"0";"185";"92";"26";"21";"46"
"6509-c20c-10b8-159d-2bf2-cb51-422c-ddc3";"160605";"51";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny (Publiczna Szkoła Podstawowa), Idzikowice 24a, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"670";"736";"304";"366";"0";"1";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"2";"1";"1";"0";"364";"188";"28";"36";"112"
"6aa6-607a-9e6d-c899-31b3-258e-12c3-bca3";"160605";"51";"4";"wieś";"stały";"Świetlica, Krzyków 28, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"170";"182";"84";"86";"0";"0";"0";"0";"0";"0";"0";"0";"0";"86";"0";"0";"86";"1";"1";"0";"0";"85";"52";"7";"10";"16"
"daa0-9317-16e4-0a80-88db-7ef6-bdc9-be4e";"160605";"51";"5";"wieś";"stały";"Świetlica Wiejska, Pszeniczna ul. Ogrodowa 10, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"450";"491";"253";"197";"0";"1";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"3";"0";"3";"0";"194";"94";"14";"5";"81"
"b430-ccc3-723e-cd3a-4398-c693-d16c-39c1";"160605";"51";"6";"wieś";"stały";"Dom Kultury, ul. Wrocławska 16, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"820";"898";"338";"482";"0";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"12";"3";"9";"0";"470";"211";"26";"62";"171"
"0c9b-37e7-a9a4-2c35-5b6b-3ef4-04c5-9d30";"160605";"51";"7";"wieś";"stały";"Świetlica Wiejska, Wojciechów 31a, 46-113 Wilków";"gm. Wilków";"namysłowski";"opolskie";"230";"242";"107";"123";"0";"0";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"123";"3";"1";"2";"0";"120";"66";"7";"11";"36"
"19c3-501d-5aa4-6640-0174-9b71-380e-053b";"160701";"51";"1";"miasto";"stały";"Gminny Ośrodek Sportu i Rekreacji, ul. Curie-Skłodowskiej 32, 48-340 Głuchołazy";"gm. Głuchołazy";"nyski";"opolskie";"1219";"1329";"579";"640";"2";"9";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"12";"1";"11";"0";"628";"305";"54";"69";"200"
