"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Wiktor Michał DURLAK";"Stanisław KOGUT"
"8400-316b-2236-c532-a4f3-daba-1d91-6c39";"120501";"37";"1";"miasto";"stały";"Siedziba Zarządu Osiedla Nr 10, ul. Kolejowa 4, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"525";"558";"215";"310";"0";"4";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"41";"14";"27";"0";"269";"148";"121"
"c911-832c-dcfd-196f-67ca-63eb-9708-7ebb";"120501";"37";"2";"miasto";"stały";"Gorlickie Centrum Kultury, ul. Michalusa 4, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"654";"717";"299";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"63";"21";"42";"0";"291";"174";"117"
"5556-f35c-642f-c38a-5abe-2d41-7403-abd2";"120501";"37";"3";"miasto";"stały";"Miejski Zespół Szkół Nr 3, ul. Wyszyńskiego 16, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1546";"1646";"590";"956";"2";"1";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"146";"57";"89";"0";"809";"483";"326"
"e8f4-32f8-a8ef-757d-2806-f2ab-4fbb-52cf";"120501";"37";"4";"miasto";"stały";"Miejskie Przedszkole Nr 8, ul. Hallera 17, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"954";"1011";"324";"630";"1";"9";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"112";"49";"63";"0";"518";"297";"221"
"6e5c-b027-adbc-6cda-355c-6513-9e89-c71d";"120501";"37";"5";"miasto";"stały";"Świetlica Spółdzielni Mieszkaniowej ""Małopolska"", ul. Hallera 81, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"835";"886";"310";"525";"0";"3";"3";"3";"0";"0";"0";"0";"3";"528";"3";"0";"528";"94";"34";"60";"0";"434";"249";"185"
"e25f-b272-5470-f25d-b544-2508-553b-514f";"120501";"37";"6";"miasto";"stały";"I Liceum Ogólnokształcące im. M. Kromera, ul. M. Kromera 1, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"879";"939";"268";"611";"1";"4";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"108";"69";"39";"0";"503";"285";"218"
"4d0f-61c6-9231-e2f3-9093-a4b1-c864-29f9";"120501";"37";"7";"miasto";"stały";"Siedziba Zarządu Osiedla Nr 5, ul. Marii Konopnickiej 17, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1051";"1096";"396";"655";"0";"3";"1";"1";"0";"0";"0";"0";"1";"656";"1";"0";"656";"128";"57";"71";"0";"528";"337";"191"
"6238-d553-0a3d-3671-3b21-1395-09e8-d54d";"120501";"37";"8";"miasto";"stały";"Świetlica Towarzystwa Przyjaciół Dzieci, ul. Marii Konopnickiej 17, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"776";"935";"254";"522";"0";"2";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"86";"32";"54";"0";"436";"245";"191"
"0635-cd08-67a5-cf70-1bc0-8745-2a35-2fb6";"120501";"37";"9";"miasto";"stały";"Starostwo Powiatowe, ul. Biecka 3, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1019";"1068";"443";"576";"1";"2";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"119";"49";"70";"0";"457";"275";"182"
"5068-f71b-fbbc-bdd1-ac2e-1faa-a160-e553";"120501";"37";"10";"miasto";"stały";"Miejski Zespół Szkół Nr 4, ul. Krasińskiego 9, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1250";"1331";"449";"801";"0";"5";"0";"0";"0";"0";"0";"0";"0";"801";"0";"0";"801";"164";"62";"102";"0";"637";"372";"265"
"3230-f5d1-2f5f-2b6f-927f-ed9d-1396-da54";"120501";"37";"11";"miasto";"stały";"Dom Polsko-Słowacki, Rynek 1, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1048";"1139";"427";"621";"2";"16";"1";"1";"0";"0";"0";"0";"1";"621";"1";"0";"621";"132";"79";"53";"0";"489";"247";"242"
"f443-030e-3f12-ce04-41f0-50ee-c0df-b1d4";"120501";"37";"12";"miasto";"stały";"Miejskie Przedszkole Nr 1, ul. Jagiełły 9, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"595";"615";"242";"353";"4";"1";"1";"1";"0";"0";"0";"0";"1";"354";"1";"0";"354";"78";"56";"22";"0";"276";"169";"107"
"2aa9-887b-4039-3e53-8476-158f-75c3-e325";"120501";"37";"13";"miasto";"stały";"Miejski Zespół Szkół Nr 5, ul. Krakowska 5, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1166";"1235";"432";"734";"1";"2";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"136";"53";"83";"0";"598";"336";"262"
"97d9-93f6-5cc0-14aa-4bd3-a6d8-931e-eb2b";"120501";"37";"14";"miasto";"stały";"Klub ""Jubilat"", ul. Kopernika 10, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1834";"1948";"711";"1123";"1";"12";"2";"2";"0";"0";"0";"0";"2";"1125";"2";"0";"1125";"268";"121";"147";"0";"857";"403";"454"
"5b8d-3c8d-e2ee-4f47-b12c-c184-0caf-83b9";"120501";"37";"15";"miasto";"stały";"Miejskie Przedszkole Nr 4, ul. Broniewskiego 11, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1206";"1250";"429";"777";"0";"5";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"147";"56";"91";"0";"630";"330";"300"
"7445-89c3-d1d3-0967-1765-d7f3-2665-cf76";"120501";"37";"16";"miasto";"stały";"Filia Zespołu Szkół Ekonomicznych, ul. Węgierska 13, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"995";"1030";"342";"653";"2";"8";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"110";"64";"46";"0";"543";"292";"251"
"e76a-d5fe-6a40-7f69-2f6b-caa2-b92d-40cc";"120501";"37";"17";"miasto";"stały";"Miejski Zespół Szkół Nr 1, ul. Piękna 9, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1018";"1101";"396";"622";"0";"3";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"133";"78";"55";"0";"487";"269";"218"
"693c-23c2-5917-bee5-eea7-6261-9f6c-23c6";"120501";"37";"18";"miasto";"stały";"Zespół Szkół Ekonomicznych, ul. Ariańska 3, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1692";"1771";"596";"1096";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1093";"0";"0";"1093";"218";"90";"128";"0";"875";"420";"455"
"01a8-aadb-aa59-6300-2f00-353f-4074-63d0";"120501";"37";"19";"miasto";"stały";"Filia Gorlickiego Centrum Kultury, ul. Dukielska 73, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"1043";"1118";"362";"681";"2";"7";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"141";"70";"71";"0";"540";"291";"249"
"6360-a90e-1751-7a25-aaef-a3eb-a58f-e637";"120501";"37";"20";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Józefa Michalusa 14, 38-320 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"111";"106";"69";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"3";"1";"2";"0";"39";"21";"18"
"3a1e-e618-bb2e-9e13-001d-3e3b-4f5a-2863";"120501";"37";"21";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Henryka Sienkiewicza 30, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"82";"87";"38";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"13";"2";"11";"0";"31";"21";"10"
"7a60-9727-1388-3fd4-ff82-9502-f771-afa4";"120501";"37";"22";"miasto";"zakład leczniczy";"Szpital Specjalistyczny im. H. Klimontowicza, ul. Węgierska 21, 38-300 Gorlice";"m. Gorlice";"gorlicki";"małopolskie";"451";"381";"360";"91";"0";"3";"0";"0";"0";"0";"0";"0";"0";"91";"0";"0";"91";"17";"5";"12";"0";"74";"45";"29"
"b01e-a1dd-f4f6-feca-b03f-67b0-1194-a0ec";"120502";"37";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. bpa Marcina Kromera, ul. Grodzka 22, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"1710";"1865";"685";"1025";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"138";"39";"99";"0";"886";"522";"364"
"9e19-2136-850a-181b-56e7-07a9-5af5-7ed8";"120502";"37";"2";"miasto";"stały";"Remiza OSP, ul. Kazimierza Wielkiego 15, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"1690";"1856";"638";"1052";"3";"10";"1";"1";"0";"0";"0";"0";"1";"1052";"1";"0";"1052";"164";"85";"79";"0";"888";"514";"374"
"0f6a-6c05-3ab2-2a2a-ec58-b6ca-59df-8f64";"120502";"37";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Binarowa 458, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"1218";"1231";"509";"709";"0";"1";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"51";"27";"24";"0";"658";"431";"227"
"6815-d360-b500-60b4-9d20-fc22-774e-dfe6";"120502";"37";"4";"wieś";"stały";"Dom Ludowy, Grudna Kępska 163, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"500";"547";"197";"303";"0";"0";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"8";"1";"7";"0";"295";"183";"112"
"3234-5f9e-fbff-b977-748d-26be-a8d1-00c1";"120502";"37";"5";"wieś";"stały";"Dom Ludowy, Głęboka 136, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"350";"377";"187";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"5";"0";"5";"0";"158";"90";"68"
"65bf-404d-e82b-4d10-f93c-3840-16bc-19e4";"120502";"37";"6";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Korczyna 213, 38-340 Biecz";"gm. Biecz";"gorlicki";"małopolskie";"720";"789";"265";"455";"5";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"48";"21";"27";"0";"407";"249";"158"
"fb51-c0f9-2a42-8b0f-1de7-df4a-a6b2-9dd1";"120502";"37";"7";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Libusza 679, 38-306 Libusza";"gm. Biecz";"gorlicki";"małopolskie";"2412";"2620";"957";"1455";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1455";"0";"0";"1455";"179";"67";"112";"0";"1276";"867";"409"
"fdaa-099b-c632-2673-7a36-e681-4819-f81c";"120502";"37";"8";"wieś";"stały";"Remiza OSP, Racławice 219, 38-323 Rożnowice";"gm. Biecz";"gorlicki";"małopolskie";"584";"639";"227";"357";"1";"0";"1";"1";"0";"0";"0";"0";"1";"358";"1";"0";"358";"15";"3";"12";"0";"343";"233";"110"
"6099-14fe-db70-2d8a-b36f-ebed-a177-94a4";"120502";"37";"9";"wieś";"stały";"Remiza OSP, Rożnowice 356, 38-323 Rożnowice";"gm. Biecz";"gorlicki";"małopolskie";"989";"1084";"385";"604";"2";"1";"1";"1";"0";"0";"0";"0";"1";"605";"1";"0";"605";"29";"10";"19";"0";"576";"390";"186"
"9e69-a908-d512-0e61-84c8-6a02-bd49-0607";"120502";"37";"10";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Sitnica 103A, 38-323 Rożnowice";"gm. Biecz";"gorlicki";"małopolskie";"461";"509";"165";"296";"0";"1";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"19";"2";"17";"0";"277";"174";"103"
"9c50-2e2d-11ee-cc68-f5d5-9010-2025-b3b5";"120502";"37";"11";"wieś";"stały";"Szkoła Podstawowa, Bugaj 109, 38-323 Rożnowice";"gm. Biecz";"gorlicki";"małopolskie";"320";"354";"138";"182";"0";"1";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"6";"1";"5";"0";"176";"130";"46"
"0c98-895b-769d-1415-8e55-33a1-0da9-aa72";"120502";"37";"12";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Strzeszyn 391, 38-340 Strzeszyn";"gm. Biecz";"gorlicki";"małopolskie";"1428";"1545";"537";"891";"0";"1";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"49";"41";"8";"0";"842";"574";"268"
"e5f2-fdc4-a791-725a-ea1c-4a62-9222-d8af";"120503";"37";"1";"miasto i wieś";"stały";"Centrum Kultury i Promocji Gminy Bobowa, ul. Rynek 2, 38-350 Bobowa";"gm. Bobowa";"gorlicki";"małopolskie";"2235";"2414";"694";"1541";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1541";"0";"0";"1541";"93";"31";"62";"0";"1448";"750";"698"
"399d-ca94-eeaf-095f-0ecd-a15f-9756-34a4";"120503";"37";"2";"wieś";"stały";"Szkoła Podstawowa, Brzana 10, 38-350 Bobowa";"gm. Bobowa";"gorlicki";"małopolskie";"915";"985";"393";"522";"0";"0";"0";"0";"0";"0";"0";"0";"0";"522";"0";"0";"522";"15";"5";"10";"0";"507";"319";"188"
"95ad-11c8-273b-5a4f-afe7-566f-9770-1bc2";"120503";"37";"3";"wieś";"stały";"Dom Kultury, Jankowa 252, 38-350 Bobowa";"gm. Bobowa";"gorlicki";"małopolskie";"723";"804";"200";"523";"0";"2";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"16";"4";"12";"0";"507";"235";"272"
"cf22-2252-d43f-79e5-3361-e339-e9a8-555c";"120503";"37";"4";"wieś";"stały";"Wiejski Dom Kultury, Siedliska 298, 38-324 Siedliska";"gm. Bobowa";"gorlicki";"małopolskie";"1125";"1226";"431";"694";"1";"4";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"35";"10";"25";"0";"659";"419";"240"
"01ad-c2d5-e732-5e88-d537-01dd-ed5c-0f94";"120503";"37";"5";"wieś";"stały";"Szkoła Podstawowa, Sędziszowa 54, 38-324 Siedliska";"gm. Bobowa";"gorlicki";"małopolskie";"400";"440";"169";"231";"2";"5";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"10";"1";"9";"0";"221";"116";"105"
"81ec-1c29-1e3b-32ca-046e-ee78-484b-46b0";"120503";"37";"6";"wieś";"stały";"Szkoła Podstawowa, Stróżna 188, 38-350 Bobowa";"gm. Bobowa";"gorlicki";"małopolskie";"634";"693";"213";"421";"0";"2";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"21";"2";"19";"0";"399";"226";"173"
"3bbd-9708-8d8d-2eaa-0d06-7b29-a600-b29d";"120503";"37";"7";"wieś";"stały";"Dom Kultury, Wilczyska 30, 38-350 Bobowa";"gm. Bobowa";"gorlicki";"małopolskie";"750";"810";"240";"510";"0";"3";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"16";"3";"13";"0";"494";"201";"293"
"d32b-370b-3863-5fc4-5c65-d335-b171-1ee6";"120504";"37";"1";"wieś";"stały";"Wiejski Dom Kultury, Bielanka 73, 38-311 Szymbark";"gm. Gorlice";"gorlicki";"małopolskie";"141";"154";"58";"83";"0";"2";"0";"0";"0";"0";"0";"0";"0";"83";"0";"0";"83";"8";"2";"6";"0";"75";"43";"32"
"6d0c-77eb-1d68-5e28-c50b-a08a-379d-3a70";"120504";"37";"2";"wieś";"stały";"Szkoła Podstawowa, Bystra 154, 38-300 Gorlice";"gm. Gorlice";"gorlicki";"małopolskie";"1085";"1178";"437";"648";"0";"3";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"38";"8";"30";"0";"609";"400";"209"
"5656-e2a9-1b61-c4bd-be23-5673-85d7-6262";"120504";"37";"3";"wieś";"stały";"Wiejski Dom Kultury, Dominikowice 44, 38-303 Dominikowice";"gm. Gorlice";"gorlicki";"małopolskie";"1562";"1676";"505";"1057";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"95";"43";"52";"0";"962";"627";"335"
"02a0-bc7c-cb63-c671-aeaa-630f-ed64-c19c";"120504";"37";"4";"wieś";"stały";"Szkoła Podstawowa, Klęczany 2, 38-333 Zagórzany";"gm. Gorlice";"gorlicki";"małopolskie";"646";"713";"197";"449";"3";"2";"0";"0";"0";"0";"0";"0";"0";"449";"0";"0";"449";"53";"28";"25";"0";"396";"207";"189"
"c108-6e9f-74a4-0433-2d45-528b-117d-1184";"120504";"37";"5";"wieś";"stały";"Wiejski Dom Kultury, Kobylanka 207, 38-303 Dominikowice";"gm. Gorlice";"gorlicki";"małopolskie";"1846";"2002";"662";"1184";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"125";"55";"70";"0";"1059";"648";"411"
"a2f6-dab2-fcf1-677c-3a26-7942-f0bf-f7c3";"120504";"37";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Kwiatonowice 21, 38-333 Zagórzany";"gm. Gorlice";"gorlicki";"małopolskie";"450";"480";"186";"264";"0";"1";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"30";"3";"27";"0";"234";"150";"84"
"6b09-6da1-ad1a-dc9a-f684-26cd-f7a4-8714";"120504";"37";"7";"wieś";"stały";"Szkoła Podstawowa, Ropica Polska 70, 38-300 Gorlice";"gm. Gorlice";"gorlicki";"małopolskie";"1597";"1705";"574";"1023";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1023";"0";"0";"1023";"114";"76";"38";"0";"909";"507";"402"
"aa7d-9e30-92ca-abcb-ad52-eb93-0495-9f6c";"120504";"37";"8";"wieś";"stały";"Szkoła Podstawowa, Stróżówka 159, 38-300 Gorlice";"gm. Gorlice";"gorlicki";"małopolskie";"1278";"1362";"470";"808";"0";"4";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"79";"29";"50";"0";"729";"467";"262"
"d1c4-8f71-e37c-fc16-4819-3ab2-0c05-4936";"120504";"37";"9";"wieś";"stały";"Szkoła Podstawowa, Szymbark 464, 38-311 Szymbark";"gm. Gorlice";"gorlicki";"małopolskie";"1092";"1158";"422";"670";"1";"9";"0";"0";"0";"0";"0";"0";"0";"670";"0";"0";"670";"48";"37";"11";"0";"622";"374";"248"
"aed7-279f-a072-3887-ec51-50e2-57d0-a91d";"120504";"37";"10";"wieś";"stały";"Szkoła Podstawowa, Szymbark 464, 38-311 Szymbark";"gm. Gorlice";"gorlicki";"małopolskie";"1182";"1285";"441";"741";"0";"2";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"33";"8";"25";"0";"708";"410";"298"
"6e96-3572-9149-0d6a-1b80-865c-e269-c4d3";"120504";"37";"11";"wieś";"stały";"Dom Ludowy, Zagórzany 208, 38-333 Zagórzany";"gm. Gorlice";"gorlicki";"małopolskie";"1833";"1959";"772";"1061";"1";"4";"2";"2";"0";"0";"0";"0";"2";"1063";"2";"0";"1063";"107";"52";"55";"0";"956";"562";"394"
"6787-0d91-b1ef-2668-a017-e781-d349-e671";"120505";"37";"1";"wieś";"stały";"Budynek Wiejski, Pagorzyna 238, 38-305 Lipinki";"gm. Lipinki";"gorlicki";"małopolskie";"546";"597";"203";"343";"1";"0";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"14";"6";"8";"0";"329";"206";"123"
"8357-0090-857f-faab-fd20-fb62-092d-3dcd";"120505";"37";"2";"wieś";"stały";"Szkoła Podstawowa, Lipinki 48A, 38-305 Lipinki";"gm. Lipinki";"gorlicki";"małopolskie";"1588";"1726";"549";"1039";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1039";"0";"0";"1039";"94";"40";"54";"0";"945";"578";"367"
"fd13-bd57-95fe-094a-c6fb-14b7-22f3-8542";"120505";"37";"3";"wieś";"stały";"Szkoła Podstawowa, Rozdziele 50A, 38-304 Kryg";"gm. Lipinki";"gorlicki";"małopolskie";"170";"188";"72";"98";"0";"0";"0";"0";"0";"0";"0";"0";"0";"98";"0";"0";"98";"7";"1";"6";"0";"91";"59";"32"
"1a09-7063-714d-ca36-a3c5-abbc-6007-a60d";"120505";"37";"4";"wieś";"stały";"Szkoła Podstawowa, Kryg 397, 38-304 Kryg";"gm. Lipinki";"gorlicki";"małopolskie";"1306";"1427";"484";"822";"0";"4";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"70";"34";"36";"0";"752";"464";"288"
"ef99-f6b7-15e6-aad8-4780-1a43-b726-92e0";"120505";"37";"5";"wieś";"stały";"Szkoła Podstawowa, Wójtowa 52, 38-305 Lipinki";"gm. Lipinki";"gorlicki";"małopolskie";"1150";"1252";"481";"669";"0";"0";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"43";"19";"24";"0";"626";"385";"241"
"59bf-2aa6-1831-a472-a19f-befa-28b2-6af8";"120505";"37";"6";"wieś";"stały";"Dom Strażaka, Bednarka 103, 38-304 Kryg";"gm. Lipinki";"gorlicki";"małopolskie";"120";"130";"48";"72";"0";"2";"0";"0";"0";"0";"0";"0";"0";"72";"0";"0";"72";"3";"1";"2";"0";"69";"50";"19"
"d5b4-5d16-bf20-9c4e-e9ce-2637-decf-92b8";"120505";"37";"7";"wieś";"stały";"Budynek Wiejski, Bednarka 75, 38-305 Lipinki";"gm. Lipinki";"gorlicki";"małopolskie";"120";"127";"26";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"94";"0";"0";"94";"1";"0";"1";"0";"93";"61";"32"
"0cd1-14a5-0321-574b-7f19-c5cc-c4ca-1595";"120506";"37";"1";"wieś";"stały";"Remiza OSP, Biesna 130, 38-324 Bobowa";"gm. Łużna";"gorlicki";"małopolskie";"520";"578";"199";"321";"0";"0";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"7";"0";"7";"0";"314";"195";"119"
"4a1f-0d56-f687-aa8d-623e-3ec9-70c3-c02a";"120506";"37";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Łużna 597, 38-322 Łużna";"gm. Łużna";"gorlicki";"małopolskie";"780";"848";"318";"462";"1";"2";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"30";"13";"17";"0";"432";"250";"182"
"3568-9edd-fc79-c224-240e-0a4f-6aff-bd2d";"120506";"37";"3";"wieś";"stały";"Gminny Ośrodek Kultury, Łużna 597, 38-322 Łużna";"gm. Łużna";"gorlicki";"małopolskie";"760";"834";"289";"471";"0";"4";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"61";"16";"45";"0";"410";"200";"210"
"b393-5ff5-1cba-c25b-6d5b-5dd2-81a5-a5e9";"120506";"37";"4";"wieś";"stały";"Gminny Ośrodek Kultury, Łużna 597, 38-322 Łużna";"gm. Łużna";"gorlicki";"małopolskie";"770";"845";"295";"475";"5";"2";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"36";"16";"20";"0";"439";"221";"218"
"a55c-facc-76e9-f4be-2359-2a86-eb36-d953";"120506";"37";"5";"wieś";"stały";"Dom Ludowy, Mszanka 185, 38-322 Łużna";"gm. Łużna";"gorlicki";"małopolskie";"670";"736";"230";"440";"2";"0";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"33";"12";"21";"0";"407";"246";"161"
"1094-0dcf-c33e-6c65-6a7a-6f9b-0c0e-5673";"120506";"37";"6";"wieś";"stały";"Szkoła Podstawowa im. Księdza Stanisława Pękali, Szalowa 16, 38-331 Szalowa";"gm. Łużna";"gorlicki";"małopolskie";"980";"1064";"345";"635";"0";"2";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"33";"10";"23";"0";"602";"331";"271"
"39cf-8a2d-1223-3e73-a684-5614-120e-039c";"120506";"37";"7";"wieś";"stały";"Szkoła Podstawowa im. Księdza Stanisława Pękali, Szalowa 16, 38-331 Szalowa";"gm. Łużna";"gorlicki";"małopolskie";"540";"599";"188";"352";"0";"5";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"12";"6";"6";"0";"340";"179";"161"
"0d35-135f-a634-fa3b-dc8e-2736-0c7b-6790";"120506";"37";"8";"wieś";"stały";"Remiza OSP, Bieśnik 53, 38-331 Szalowa";"gm. Łużna";"gorlicki";"małopolskie";"280";"310";"108";"172";"0";"1";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"12";"2";"10";"0";"160";"103";"57"
"02f3-a6f4-761b-5ac3-7c3b-ec8b-98df-9b2e";"120506";"37";"9";"wieś";"stały";"Dom Ludowy, Wola Łużańska 177, 38-322 Łużna";"gm. Łużna";"gorlicki";"małopolskie";"730";"791";"262";"468";"0";"1";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"45";"10";"35";"0";"423";"243";"180"
"d021-365b-fcd4-7c62-ff9d-d125-267c-bfe5";"120507";"37";"1";"wieś";"stały";"Zespół Szkół, ul. Samorządowa 3, 38-321 Moszczenica";"gm. Moszczenica";"gorlicki";"małopolskie";"1230";"1311";"436";"794";"7";"2";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"64";"16";"48";"0";"730";"461";"269"
"b3d8-d8d8-3b91-c4d1-ad2c-bb61-eafb-8e2c";"120507";"37";"2";"wieś";"stały";"Zespół Szkół, ul. Samorządowa 3, 38-321 Moszczenica";"gm. Moszczenica";"gorlicki";"małopolskie";"1295";"1382";"516";"779";"0";"3";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"48";"24";"24";"0";"731";"469";"262"
"16db-e46d-febe-d373-20d4-5db5-e98a-e846";"120507";"37";"3";"wieś";"stały";"Zespół Szkół, ul. Świętego Jana Pawła II 3, 38-321 Staszkówka";"gm. Moszczenica";"gorlicki";"małopolskie";"1042";"1139";"466";"576";"1";"6";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"14";"4";"10";"0";"562";"323";"239"
