"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Barbara BORYS-DAMIĘCKA";"Monika Anna JARUZELSKA";"Lech Włodzimierz JAWORSKI"
"4c41-7ac2-a29c-70d7-0a39-e55c-cc12-f042";"146505";"43";"142";"miasto";"stały";"Zespół Szkół Hotelarsko-Turystyczno-Gastronomicznych Nr 1, Mokotów ul. Krasnołęcka 3, 00-734 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1830";"2042";"277";"1553";"3";"46";"0";"0";"0";"0";"0";"0";"0";"1553";"0";"0";"1553";"31";"13";"18";"0";"1522";"742";"299";"481"
"8b70-66f0-edd6-95a7-e4d4-a532-3c12-cbf2";"146505";"43";"143";"miasto";"stały";"Szkoła Podstawowa Nr 103 im. Bohaterów Warszawy 1939 - 1945, Mokotów ul. B. Limanowskiego 9, 02-943 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1770";"1975";"277";"1493";"2";"26";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"23";"13";"10";"0";"1468";"738";"307";"423"
"3b2d-36c3-2d02-a5a9-3080-5ce2-32bc-10c8";"146505";"43";"144";"miasto";"stały";"Przedszkole Nr 196 ""Kraina Misiów"", Mokotów ul. L. Nabielaka 18A, 00-743 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1473";"1707";"185";"1288";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1288";"0";"0";"1288";"28";"6";"22";"0";"1260";"627";"296";"337"
"7473-f9c8-149e-983b-834b-6976-2d17-fa93";"146505";"43";"145";"miasto";"stały";"Szkoła Podstawowa Sportowa Nr 272 im. Eugeniusza Lokajskiego, Mokotów ul. Piaseczyńska 114/116, 00-765 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1660";"1936";"293";"1367";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1367";"0";"0";"1367";"37";"21";"16";"0";"1330";"606";"371";"353"
"ef9b-8895-2873-102a-12ee-a5ac-9d52-559a";"146505";"43";"146";"miasto";"stały";"Szkoła Podstawowa Sportowa Nr 272 im. Eugeniusza Lokajskiego, Mokotów ul. Piaseczyńska 114/116, 00-765 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1305";"1437";"190";"1115";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"0";"1114";"27";"8";"19";"0";"1087";"538";"264";"285"
"d6ac-63ed-ab3b-2756-d30b-eee3-7bcf-fe77";"146505";"43";"147";"miasto";"stały";"Przedszkole Nr 275, Mokotów ul. J. F. Piwarskiego 5, 00-770 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"881";"990";"187";"694";"0";"11";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"17";"2";"15";"0";"677";"304";"156";"217"
"3220-0398-cd7c-c351-0f54-5e07-0f8e-7ca8";"146505";"43";"148";"miasto";"stały";"CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”, Mokotów ul. Podchorążych 49/61, 00-722 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1450";"1647";"230";"1220";"2";"17";"1";"1";"0";"0";"0";"0";"1";"1221";"1";"0";"1221";"26";"8";"18";"0";"1195";"572";"230";"393"
"dbf3-f61b-5655-83e7-f70d-1343-3c1c-b7a7";"146505";"43";"149";"miasto";"stały";"CLVI Liceum Ogólnokształcące Integracyjne „Przy Łazienkach Królewskich”, Mokotów ul. Podchorążych 49/61, 00-722 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1870";"2223";"282";"1584";"1";"30";"0";"0";"0";"0";"0";"0";"0";"1582";"0";"0";"1582";"41";"17";"24";"0";"1541";"753";"404";"384"
"4a84-c559-e4c9-c2cd-ba26-3206-7c43-1b84";"146505";"43";"150";"miasto";"stały";"Szkoła Podstawowa Nr 260 im. Jana Matejki, Mokotów ul. Zakrzewska 24, 00-737 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1920";"2254";"132";"1788";"1";"37";"0";"0";"0";"0";"0";"0";"0";"1787";"0";"0";"1787";"43";"13";"30";"0";"1744";"945";"374";"425"
"af50-fbd6-040e-d1e5-0036-fd5d-1d95-5ebb";"146505";"43";"151";"miasto";"stały";"Przedszkole Nr 294 ""Promyk Czerniakowa"", Mokotów ul. Czerniakowska 50A, 00-717 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1501";"1738";"215";"1286";"2";"22";"1";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"23";"8";"15";"0";"1263";"589";"264";"410"
"4112-f2a0-9ff9-1511-8ea5-9254-2ef1-aa9a";"146505";"43";"152";"miasto";"stały";"Szkoła Podstawowa Nr 190 im. Orła Białego, Mokotów ul. Zwierzyniecka 10, 00-719 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"2070";"2356";"233";"1837";"0";"29";"0";"0";"0";"0";"0";"0";"0";"1836";"0";"0";"1836";"52";"17";"35";"0";"1784";"838";"379";"567"
"34e3-714c-3481-8eb3-c8da-5334-5041-788d";"146505";"43";"153";"miasto";"stały";"CLV Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi im. Bohaterek Powstania Warszawskiego, Mokotów ul. W. Żywnego 25, 02-701 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1710";"1974";"186";"1524";"2";"29";"0";"0";"0";"0";"0";"0";"0";"1523";"0";"0";"1523";"33";"9";"24";"0";"1490";"701";"365";"424"
"16ec-727a-ccae-91bf-a41b-9446-8851-eb6a";"146505";"43";"154";"miasto";"stały";"SM „ARBUZOWA” Klub Osiedlowy, Mokotów ul. Arbuzowa 16, 02-747 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1502";"1633";"146";"1356";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1356";"0";"0";"1356";"21";"4";"17";"0";"1335";"644";"242";"449"
"20f0-128d-4fec-6b8c-4f30-0551-4338-b268";"146505";"43";"155";"miasto";"stały";"Szkoła Podstawowa Nr 307 im. Króla Jana III Sobieskiego, Mokotów ul. Barcelońska 8, 02-762 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"2112";"2389";"175";"1937";"2";"33";"1";"1";"0";"0";"0";"0";"1";"1938";"1";"0";"1938";"34";"11";"23";"0";"1904";"947";"396";"561"
"72ae-6ffa-b46d-5aba-db5d-5eec-4ed9-f916";"146505";"43";"156";"miasto";"stały";"Szkoła Podstawowa Nr 307 im. Króla Jana III Sobieskiego, Mokotów ul. Barcelońska 8, 02-762 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1909";"2042";"248";"1661";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1661";"0";"0";"1661";"30";"10";"20";"0";"1631";"853";"293";"485"
"bc27-9444-29f8-f4de-c856-947d-c5b0-5d00";"146505";"43";"157";"miasto";"stały";"Przedszkole Nr 349 ""Barcelonka"", Mokotów ul. Barcelońska 8, 02-762 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"817";"895";"36";"779";"1";"23";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"18";"9";"9";"0";"762";"537";"120";"105"
"e0ba-4f85-24bb-482f-0d7c-983e-69ad-0b66";"146505";"43";"158";"miasto";"stały";"Szkoła Podstawowa Integracyjna Nr 339 im. Raoula Wallenberga, Mokotów ul. Św. Bonifacego 10, 02-914 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"2138";"2450";"210";"1926";"1";"31";"0";"0";"0";"0";"0";"0";"0";"1928";"0";"0";"1928";"49";"15";"34";"0";"1879";"947";"399";"533"
"8fde-90fa-82c3-50eb-16e7-2e60-732e-0c24";"146505";"43";"159";"miasto";"stały";"Szkoła Podstawowa Nr 212 im. Krystyny Krahelskiej, Mokotów ul. Czarnomorska 3, 02-758 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"2031";"2031";"9";"2022";"1";"62";"1";"1";"0";"0";"0";"0";"1";"2037";"1";"15";"2022";"39";"9";"30";"0";"1983";"1094";"486";"403"
"5e81-cb6c-0660-2cc2-ef09-9ac6-ab63-eb0b";"146505";"43";"160";"miasto";"stały";"Szkoła Podstawowa Nr 212 im. Krystyny Krahelskiej, Mokotów ul. Czarnomorska 3, 02-758 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1460";"1600";"196";"1264";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1264";"0";"1";"1263";"22";"10";"12";"0";"1241";"601";"254";"386"
"7278-0c0a-763c-ab54-1b2e-407f-a526-191c";"146505";"43";"161";"miasto";"stały";"Przedszkole Nr 284, Mokotów ul. Jałtańska 8, 02-760 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1648";"1944";"141";"1507";"0";"29";"1";"1";"0";"0";"0";"0";"1";"1507";"1";"0";"1507";"40";"16";"24";"0";"1467";"704";"298";"465"
"8e2e-2583-b9eb-d251-1344-56d5-022f-0eb5";"146505";"43";"162";"miasto";"stały";"Przedszkole Nr 325, Mokotów ul. Kaspijska 5, 02-760 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1372";"1595";"208";"1164";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"28";"20";"8";"0";"1136";"503";"254";"379"
"9a4e-2bf3-3a29-c934-b65d-c287-611d-ab86";"146505";"43";"163";"miasto";"stały";"Szkoła Podstawowa Nr 115 im. Wandy Turowskiej, Mokotów ul. Okrężna 80, 02-933 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1841";"2128";"190";"1651";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1648";"0";"2";"1646";"18";"6";"12";"0";"1628";"920";"321";"387"
"08df-cdc5-dc55-df52-9104-2b8b-bbf2-0799";"146505";"43";"164";"miasto";"stały";"Przedszkole Nr 300, Mokotów ul. Portofino 4, 02-764 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1634";"1844";"172";"1463";"1";"24";"0";"0";"0";"0";"0";"0";"0";"1463";"0";"0";"1463";"27";"14";"13";"0";"1436";"744";"272";"420"
"3d47-582c-4b58-6eca-30bf-e9fa-2518-93c8";"146505";"43";"165";"miasto";"stały";"COBRO-Instytut Badawczy Opakowań, Mokotów ul. Konstancińska 11, 02-936 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1690";"1895";"235";"1455";"3";"20";"0";"0";"0";"0";"0";"0";"0";"1455";"0";"0";"1455";"28";"6";"22";"0";"1427";"664";"279";"484"
"9966-8cf0-d7eb-041b-08a6-e478-bb08-fdb4";"146505";"43";"166";"miasto";"stały";"Przedszkole Nr 299 ""Bernardyńskie Krasnale"", Mokotów ul. Przy Bernardyńskiej Wodzie 13, 02-943 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"2766";"3086";"240";"2526";"0";"41";"0";"0";"0";"0";"0";"0";"0";"2523";"0";"0";"2523";"46";"46";"0";"0";"2477";"1276";"533";"668"
"cb1c-895f-db0f-edd0-d62f-56bb-27ce-b681";"146505";"43";"167";"miasto";"stały";"Zespół Szkół Nr 59, Mokotów ul. Jana III Sobieskiego 68, 02-930 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1539";"1782";"187";"1352";"2";"30";"0";"0";"0";"0";"0";"0";"0";"1352";"0";"0";"1352";"39";"13";"26";"0";"1313";"640";"250";"423"
"5df0-3df1-2cb0-f9cb-f28d-fed7-3ab3-b0e1";"146505";"43";"168";"miasto";"stały";"Zespół Szkół Nr 59, Mokotów ul. Jana III Sobieskiego 68, 02-930 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1611";"1682";"296";"1315";"1";"8";"2";"2";"0";"0";"0";"0";"2";"1317";"2";"0";"1317";"31";"6";"25";"0";"1286";"628";"282";"376"
"a4b6-7c19-9491-e98e-8aa2-aea3-053a-c3f5";"146505";"43";"169";"miasto";"stały";"Przedszkole Nr 311 ""Sadybiańskie Świerszcze"", Mokotów ul. Jana III Sobieskiego 72B, 02-930 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1537";"1827";"117";"1420";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1419";"0";"0";"1419";"29";"9";"20";"0";"1390";"684";"265";"441"
"e46e-4819-9706-2134-17ee-4f6d-f5d3-91e1";"146505";"43";"170";"miasto";"stały";"Szkoła Podstawowa Nr 157 im. Adama Mickiewicza, Mokotów ul. Kazimierzowska 16, 02-589 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1060";"1193";"128";"932";"2";"16";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"20";"6";"14";"0";"910";"474";"225";"211"
"223a-dc23-e084-f2f6-69c6-61e4-7a01-2329";"146505";"43";"171";"miasto";"stały";"Szkoła Podstawowa Nr 191 im. Józefa Ignacego Kraszewskiego, Mokotów ul. P. Gruszczyńskiego 12, 02-693 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1119";"1296";"231";"888";"1";"13";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"24";"4";"20";"0";"864";"406";"158";"300"
"afdb-7792-14f9-ee7a-597b-157c-09fe-012c";"146505";"43";"172";"miasto";"stały";"LXVIII Liceum Ogólnokształcące im. Tytusa Chałubińskiego, Mokotów ul. L. Narbutta 65/71, 02-524 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"1308";"1521";"173";"1135";"2";"22";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"0";"1135";"24";"6";"18";"0";"1111";"608";"257";"246"
"2910-2a3e-56ab-cf5f-3d26-4e9c-fea9-22ff";"146505";"43";"1109";"miasto";"dom pomocy społecznej";"Centrum Alzheimera, Mokotów al. Wilanowska 257, 02-730 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"119";"93";"94";"25";"0";"1";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"2";"0";"2";"0";"23";"8";"3";"12"
"74cf-d1db-6025-698d-cd37-c71e-c8f2-7516";"146505";"43";"1110";"miasto";"dom pomocy społecznej";"Dom Lekarza Seniora im. dr Kazimierza Fritza, Mokotów ul. Wołoska 139, 02-507 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"121";"89";"51";"70";"0";"0";"0";"0";"0";"0";"0";"0";"0";"70";"0";"0";"70";"3";"0";"3";"0";"67";"26";"10";"31"
"0f3e-f26d-0d53-fde1-fbe0-d327-ca2f-c5bc";"146505";"43";"1111";"miasto";"zakład leczniczy";"Szpital Czerniakowski Spółka z o. o., Mokotów ul. Stępińska 19/25, 00-739 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"160";"98";"95";"65";"0";"3";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"65";"3";"1";"2";"0";"62";"27";"13";"22"
"6019-6380-3310-c17b-04ea-fe8f-8348-79a3";"146505";"43";"1112";"miasto";"zakład leczniczy";"Instytut Psychiatrii i Neurologii w Warszawie, Mokotów ul. Jana III Sobieskiego 9, 02-957 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"649";"415";"487";"162";"0";"6";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"2";"0";"2";"0";"160";"74";"24";"62"
"e099-d4ce-c2a0-793a-abfa-1865-6ec8-31bf";"146505";"43";"1113";"miasto";"zakład leczniczy";"Centralny Szpital Kliniczny MSWiA w Warszawie, Mokotów ul. Wołoska 137, 02-507 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"749";"538";"482";"267";"0";"28";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"4";"0";"4";"0";"263";"123";"58";"82"
"2a22-97af-f65c-838a-669b-f21a-7211-a114";"146505";"43";"1114";"miasto";"zakład leczniczy";"Szpital Specjalistyczny im. Świętej Rodziny SPZOZ, Mokotów ul. A. J. Madalińskiego 25, 02-544 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"200";"148";"139";"61";"0";"5";"0";"0";"0";"0";"0";"0";"0";"61";"0";"0";"61";"0";"0";"0";"0";"61";"31";"12";"18"
"e9cb-bcff-d526-f6c5-0332-cd6f-45a9-70fa";"146505";"43";"1115";"miasto";"zakład leczniczy";"Narodowy Instytut Geriatrii, Reumatologii i Rehabilitacji im. prof. dr hab. med. Eleonory Reicher, Mokotów ul. Spartańska 1, 02-637 Warszawa";"Mokotów";"Warszawa";"mazowieckie";"200";"157";"73";"127";"0";"5";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"2";"0";"2";"0";"125";"38";"22";"65"
"0303-1654-8753-22ef-072f-9ba0-366f-d797";"146513";"43";"571";"miasto";"stały";"Szkoła Podstawowa nr 303, Ursynów ul. Koncertowa 4, 02-787 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1939";"2141";"189";"1750";"5";"18";"1";"1";"0";"0";"0";"0";"1";"1751";"1";"1";"1750";"44";"20";"24";"0";"1706";"926";"376";"404"
"3716-2d94-f4ff-2446-4402-88f2-e183-d9a8";"146513";"43";"572";"miasto";"stały";"Szkoła Podstawowa nr 303, Ursynów ul. Koncertowa 8, 02-787 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1642";"1815";"143";"1499";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1496";"0";"0";"1496";"32";"16";"16";"0";"1464";"784";"316";"364"
"ce1e-b8b8-b6e0-61c6-2035-6ff7-7091-cd9c";"146513";"43";"573";"miasto";"stały";"Przedszkole nr 126, Ursynów ul. Wokalna 1, 02-787 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1824";"2065";"83";"1741";"2";"25";"0";"0";"0";"0";"0";"0";"0";"1741";"0";"0";"1741";"45";"15";"30";"0";"1696";"894";"365";"437"
"4bcc-7b52-9a91-3303-3071-1bb0-1ee5-dbed";"146513";"43";"574";"miasto";"stały";"Przedszkole nr 283, Ursynów ul. Puszczyka 6, 02-785 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1459";"1500";"246";"1212";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1212";"0";"0";"1212";"19";"9";"10";"0";"1193";"610";"251";"332"
"1170-66cb-6813-e0f0-a24a-865a-0fe7-1bf9";"146513";"43";"575";"miasto";"stały";"Szkoła Podstawowa nr 81, Ursynów ul. Puszczyka 6, 02-785 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1753";"1827";"256";"1497";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1496";"0";"0";"1496";"26";"10";"16";"0";"1470";"743";"319";"408"
"1384-4ff3-48cc-eff0-3b30-2a19-9bbe-1303";"146513";"43";"576";"miasto";"stały";"Szkoła Podstawowa nr 81, Ursynów ul. Puszczyka 6, 02-785 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1449";"1616";"196";"1253";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1253";"0";"1";"1252";"39";"18";"21";"0";"1213";"627";"246";"340"
"fa82-a15f-8c02-fecf-f982-287d-a34e-a60f";"146513";"43";"577";"miasto";"stały";"Szkoła Podstawowa nr 313, Ursynów ul. Jana Cybisa 1, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1150";"1254";"144";"1006";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"28";"17";"11";"0";"978";"459";"197";"322"
"3af8-2aa5-de0b-72fe-fab7-91ed-1b19-19e6";"146513";"43";"578";"miasto";"stały";"Szkoła Podstawowa nr 319, Ursynów ul. Wokalna 1, 02-787 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1660";"1937";"7";"1653";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1651";"0";"0";"1651";"40";"6";"34";"0";"1611";"915";"327";"369"
"f67c-78c6-0c28-3adf-9ce1-fea4-e367-10ef";"146513";"43";"579";"miasto";"stały";"Szkoła Podstawowa nr 319, Ursynów ul. Wokalna 1, 02-787 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1130";"1309";"60";"1070";"0";"44";"0";"0";"0";"0";"0";"0";"0";"1069";"0";"0";"1069";"24";"10";"14";"0";"1045";"497";"222";"326"
"626e-724b-5974-0b03-9533-c732-454e-305b";"146513";"43";"580";"miasto";"stały";"Szkoła Podstawowa nr 319, Ursynów ul. Związku Walki Młodych 10, 02-786 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1540";"1712";"135";"1405";"1";"15";"0";"0";"0";"0";"0";"0";"0";"1405";"0";"0";"1405";"21";"5";"16";"0";"1384";"726";"301";"357"
"882a-c548-5a5e-9d6d-c83b-86df-9c78-3d23";"146513";"43";"581";"miasto";"stały";"Szkoła Podstawowa nr 313, Ursynów ul. Jana Cybisa 1, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1589";"1735";"169";"1419";"4";"14";"0";"0";"0";"0";"0";"0";"0";"1421";"0";"0";"1421";"37";"12";"25";"0";"1384";"677";"269";"438"
"1ab2-19d6-bd5f-3451-8b4f-df69-994d-b141";"146513";"43";"582";"miasto";"stały";"Przedszkole nr 55, Ursynów ul. Jana Cybisa 1, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1408";"1590";"130";"1276";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"22";"7";"15";"0";"1254";"660";"238";"356"
"ea79-9204-dfc4-35d6-1317-3942-c15a-c3db";"146513";"43";"583";"miasto";"stały";"Liceum Ogólnokształcące nr LXX, Ursynów ul. Edwarda Dembowskiego 1, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"2047";"2079";"376";"1671";"1";"34";"1";"1";"0";"0";"0";"0";"1";"1672";"1";"0";"1672";"41";"12";"29";"0";"1631";"882";"277";"472"
"900b-27d0-2fcf-2a03-9c98-f7e2-3dd0-af3d";"146513";"43";"584";"miasto";"stały";"Liceum Ogólnokształcące nr LXX, Ursynów ul. Edwarda Dembowskiego 1, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1289";"1471";"53";"1236";"1";"12";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"18";"5";"13";"0";"1217";"640";"253";"324"
"0d24-9ced-8e32-3014-6da5-06dd-4544-0180";"146513";"43";"585";"miasto";"stały";"Szkoła Podstawowa nr 322, Ursynów ul. Edwarda Dembowskiego 9, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1389";"1449";"215";"1174";"1";"18";"2";"1";"1";"0";"0";"0";"0";"1174";"0";"0";"1174";"12";"12";"0";"0";"1162";"581";"270";"311"
"86cf-2b2a-1a19-c996-5b11-01b2-4092-b1a6";"146513";"43";"586";"miasto";"stały";"Przedszkole nr 385, Ursynów ul. Związku Walki Młodych 10, 02-786 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1160";"1313";"106";"1054";"2";"18";"1";"1";"0";"0";"0";"0";"1";"1054";"1";"0";"1054";"26";"3";"23";"0";"1028";"476";"206";"346"
"87c4-2414-b38f-dfe0-3822-e713-772f-1056";"146513";"43";"587";"miasto";"stały";"Szkoła Podstawowa nr 319, Ursynów ul. Związku Walki Młodych 10, 02-786 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"770";"846";"61";"709";"0";"0";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"11";"3";"8";"0";"697";"351";"148";"198"
"a07d-ac50-061e-73cd-1d2a-b4e1-114b-2729";"146513";"43";"588";"miasto";"stały";"Szkoła Podstawowa nr 322, Ursynów ul. Edwarda Dembowskiego 9, 02-784 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1850";"1878";"232";"1619";"1";"17";"1";"1";"0";"0";"0";"0";"1";"1620";"1";"0";"1620";"28";"13";"15";"0";"1592";"968";"262";"362"
"0ec3-fdd3-304a-be46-0d92-b9b4-4228-0e25";"146513";"43";"589";"miasto";"stały";"Liceum Ogólnokształcące Nr LXIII, Ursynów ul. Ludwika Hirszfelda 11, 02-776 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1670";"1935";"102";"1568";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1538";"0";"0";"1538";"23";"8";"15";"0";"1515";"1004";"237";"274"
"0a24-ca21-43cf-162f-d139-f509-61f8-e26f";"146513";"43";"590";"miasto";"stały";"Szkoła Podstawowa nr 310, Ursynów ul. Hawajska 7, 02-776 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1561";"1815";"150";"1408";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1411";"0";"0";"1411";"26";"12";"14";"0";"1385";"699";"269";"417"
"de02-998d-1f66-1fe0-e0af-2291-4594-b4bb";"146513";"43";"591";"miasto";"stały";"Szkoła Podstawowa nr 310, Ursynów ul. Hawajska 7, 02-776 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1705";"1921";"155";"1551";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1549";"0";"0";"1549";"28";"6";"22";"0";"1521";"751";"334";"436"
"c0d7-e6e1-9ca2-6e36-266f-cd27-ea16-0b13";"146513";"43";"592";"miasto";"stały";"Przedszkole nr 366, Ursynów ul. Hawajska 7, 02-776 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1660";"1735";"274";"1385";"0";"16";"1";"1";"0";"0";"0";"0";"1";"1387";"1";"0";"1387";"26";"5";"21";"0";"1361";"654";"309";"398"
"e847-8dfb-268b-40a0-a055-66e4-a235-bca8";"146513";"43";"593";"miasto";"stały";"Przedszkole nr 352, Ursynów ul. Leonida Teligi 3, 02-777 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1287";"1306";"257";"1030";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1031";"1";"0";"1031";"13";"2";"11";"0";"1018";"461";"195";"362"
"a2a3-5511-75bb-ad6a-fe41-0465-133e-6d5d";"146513";"43";"594";"miasto";"stały";"Szkoła Podstawowa nr 318, Ursynów ul. Leonida Teligi 3, 02-777 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"1658";"1892";"126";"1532";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1531";"0";"0";"1531";"29";"9";"20";"0";"1502";"682";"347";"473"
"077a-0406-b6a0-9ee0-f929-5955-5f35-4479";"146513";"43";"595";"miasto";"stały";"Szkoła Podstawowa nr 343, Ursynów ul. Stefana Kopcińskiego 7, 02-777 Warszawa";"Ursynów";"Warszawa";"mazowieckie";"2090";"2302";"203";"1887";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1887";"0";"0";"1887";"51";"22";"29";"0";"1836";"989";"327";"520"
