"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Tomasz LENZ - nr na liście 1";"Arkadiusz MYRCHA - nr na liście 2";"Iwona HARTWICH - nr na liście 3";"Tomasz Józef SZYMAŃSKI - nr na liście 4";"Krystian Marek ŁUCZAK - nr na liście 5";"Przemysław Kazimierz TERMIŃSKI - nr na liście 6";"Dariusz Adam ALABRUDZIŃSKI - nr na liście 7";"Katarzyna Anna LUBAŃSKA - nr na liście 8";"Wojciech Tomasz CZERWIŃSKI - nr na liście 9";"Sylwester Tomasz JANKOWSKI - nr na liście 10";"Jerzy KOWALSKI - nr na liście 11";"Lidia Urszula ZWIERZCHOWSKA - nr na liście 12";"Alicja Józefa STAŃCO-WAWRZYŃSKA - nr na liście 13";"Emilia JASKÓLSKA - nr na liście 14";"Barbara Agata ZALEWSKA - nr na liście 15";"Grażyna Joanna ZIÓŁKOWSKA - nr na liście 16";"Mirosław Roman GRACZYK - nr na liście 17";"Sławomir Henryk BOGUCKI - nr na liście 18";"Aneta Agnieszka WOJTKOWSKA - nr na liście 19";"Halina KOWALKOWSKA - nr na liście 20";"Danuta Maria RAK - nr na liście 21";"Paweł MONTOWSKI - nr na liście 22";"Wacław Jan SZRAMOWSKI - nr na liście 23";"Dominika Marta PIOTROWSKA - nr na liście 24";"Marcin Seweryn SKONIECZKA - nr na liście 25";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Sławomir Jerzy MENTZEN - nr na liście 1";"Piotr CZAJKOWSKI - nr na liście 2";"Marcin Tomasz ŁASIŃSKI - nr na liście 3";"Grzegorz Bogusław BUCZEK - nr na liście 4";"Jarosław Robert ROMANOWSKI - nr na liście 5";"Leszek ZIELIŃSKI - nr na liście 6";"Artur JACKOWSKI - nr na liście 7";"Anna Agnieszka MALENDOWICZ - nr na liście 8";"Tomasz WALCZUK - nr na liście 9";"Joanna Dorota SEWERYNOWICZ - nr na liście 10";"Jakub Andrzej LISIECKI - nr na liście 11";"Przemysław SZCZECH - nr na liście 12";"Remigiusz LIPIŃSKI - nr na liście 13";"Justyna Krystyna KUK - nr na liście 14";"Paweł ZWOLIŃSKI - nr na liście 15";"Maria Magdalena KRZYWIŃSKA - nr na liście 16";"Anna CZARNECKA - nr na liście 17";"Ewa Sabina TARAZEWICZ - nr na liście 18";"Andrzej Mariusz GONTAREK - nr na liście 19";"Tomasz SIKOROWSKI - nr na liście 20";"Lucyna Klaudia TOCZYSKA - nr na liście 21";"Klaudyna Barbara KULIŃSKA - nr na liście 22";"Rafał BŁAŻEJOWSKI - nr na liście 23";"Karolina DOMAŃSKA - nr na liście 24";"Agata CYBUCHOWSKA - nr na liście 25";"Paweł JANUSZEWSKI - nr na liście 26";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Paweł SZRAMKA - nr na liście 1";"Zbigniew SOSNOWSKI - nr na liście 2";"Janusz Andrzej DZIĘCIOŁ - nr na liście 3";"Edyta Lidia ZAKRZEWSKA - nr na liście 4";"Ewa Sławomira KIERZKOWSKA - nr na liście 5";"Damian Rafał KACZAN - nr na liście 6";"Marcin OKRUCIŃSKI - nr na liście 7";"Magdalena KICIAK-KUCHARSKA - nr na liście 8";"Andrzej Ignacy GROSS - nr na liście 9";"Jarosław Przemysław NAJBERG - nr na liście 10";"Sławomir Franciszek STANISZEWSKI - nr na liście 11";"Anna Maria KUBCZAK-KOSICKA - nr na liście 12";"Bartosz Damian KUBACKI - nr na liście 13";"Marzena Ewa RACHUBIŃSKA - nr na liście 14";"Sławomir SŁOWIK - nr na liście 15";"Angelika Monika BARYŁO - nr na liście 16";"Andrzej OWCZARZ - nr na liście 17";"Danuta Ewa WARSZAWSKA - nr na liście 18";"Przemysław MAMROT - nr na liście 19";"Marika Katarzyna MATUSZEWSKA - nr na liście 20";"Tomasz ŁUCZAK - nr na liście 21";"Anna PASTUSZKA - nr na liście 22";"Witold KWAPIŃSKI - nr na liście 23";"Joanna BUDZIŃSKA - nr na liście 24";"Krzysztof CZARNECKI - nr na liście 25";"Krzysztof BARANOWSKI - nr na liście 26";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Jan Krzysztof ARDANOWSKI - nr na liście 1";"Krzysztof CZABAŃSKI - nr na liście 2";"Iwona Krystyna MICHAŁEK - nr na liście 3";"Joanna Beata BOROWIAK - nr na liście 4";"Anna Elżbieta SOBECKA - nr na liście 5";"Anna Urszula GEMBICKA - nr na liście 6";"Maria MAZURKIEWICZ - nr na liście 7";"Mariusz Piotr KAŁUŻNY - nr na liście 8";"Wojciech JARANOWSKI - nr na liście 9";"Zbigniew GIRZYŃSKI - nr na liście 10";"Arkadiusz Andrzej STEFANIAK - nr na liście 11";"Marcin STRYCH - nr na liście 12";"Krzysztof Roman KOSIŃSKI - nr na liście 13";"Jacek Aleksander TYBURSKI - nr na liście 14";"Anna Bożena SZWED - nr na liście 15";"Arkadiusz ORŁOWSKI - nr na liście 16";"Edyta Maria JASZCZAK - nr na liście 17";"Piotr SADURSKI - nr na liście 18";"Łukasz Szymon KLIMEK - nr na liście 19";"Ewa Zofia KLIMASZEWSKA-ANTOS - nr na liście 20";"Ziemowit Zawisza KŁOSOWSKI - nr na liście 21";"Paweł KOMOROWSKI - nr na liście 22";"Alina Katarzyna KALISZEWSKA - nr na liście 23";"Zbigniew Dariusz WARNEL - nr na liście 24";"Izabela Iwona RATYŃSKA-DRABCZAK - nr na liście 25";"Marzenna Stefania DRAB - nr na liście 26";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Robert Artur KWIATKOWSKI - nr na liście 1";"Joanna Izabela SCHEURING-WIELGUS - nr na liście 2";"Marek Władysław ROZPŁOCH - nr na liście 3";"Piotr KOWAL - nr na liście 4";"Kazimiera Janina JANISZEWSKA - nr na liście 5";"Maria Magdalena RUMIŃSKA - nr na liście 6";"Czesława Janina AUGUSTINOWICZ - nr na liście 7";"Krzysztof Michał MAŁECKI - nr na liście 8";"Zofia KUCZMARSKA - nr na liście 9";"Sebastian Maciej OLEWIŃSKI - nr na liście 10";"Jolanta Ewa MAĆKIEWICZ - nr na liście 11";"Andrzej Jerzy KRZYŻANOWSKI - nr na liście 12";"Andrzej KRAJEWSKI - nr na liście 13";"Tomasz Piotr MATRASZEK - nr na liście 14";"Katarzyna CZERNIC - nr na liście 15";"Jerzy ZAWADZKI - nr na liście 16";"Inez Justyna SZCZUROWSKA - nr na liście 17";"Artur EICHHORST - nr na liście 18";"Paweł Mateusz BYTNER - nr na liście 19";"Anna Zofia TURSKA - nr na liście 20";"Julia Joanna POKORSKA - nr na liście 21";"Stanisław Kazimierz OLEJNIK - nr na liście 22";"Dorota BELSKA - nr na liście 23";"Łukasz Mariusz KOWAROWSKI - nr na liście 24";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marek KUSZYŃSKI - nr na liście 1";"Radosław KRAJEWSKI - nr na liście 2";"Sebastian Leszek ZIÓŁKOWSKI - nr na liście 3";"Marek Grzegorz WRZESIŃSKI - nr na liście 4";"Angelika Agnieszka KWIATKOWSKA - nr na liście 5";"Krzysztof Janusz PYTKOWSKI - nr na liście 6";"Dorota Maria SKIBA - nr na liście 7";"Marek SZADKOWSKI - nr na liście 8";"Zofia BINIAK - nr na liście 9";"Patryk Krzysztof KACPROWICZ - nr na liście 10";"Ewa NIEWIADOMSKA - nr na liście 11";"Agnieszka Katarzyna OBIEZIERSKA - nr na liście 12";"Marek Adam ZADWORZAŃSKI - nr na liście 13";"Monika FIJAŁKOWSKA - nr na liście 14";"Lidia KAMIŃSKA - nr na liście 15";"Magdalena RUTECKA - nr na liście 16";"Joanna NOWAK - nr na liście 17";"Piotr Paweł KARSKI - nr na liście 18";"Michał Piotr JABŁOŃSKI - nr na liście 19";"Jarosław JUCEWICZ - nr na liście 20";"Liczba obwodów"
"040101";"gmina miejska";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";8884;9708;3540;5344;4;61;0;0;0;0;0;0;0;5343;0;0;5343;50;31;19;0;5293;1284;326;442;158;20;42;19;11;13;10;14;8;162;4;9;8;7;3;5;5;0;1;0;3;7;7;358;208;27;11;8;6;13;7;10;4;6;7;2;3;7;7;3;6;1;1;2;1;1;3;6;5;3;487;110;26;31;18;24;5;3;206;1;2;6;7;7;1;2;3;1;1;2;3;11;2;2;4;1;8;2021;752;57;127;94;144;157;53;193;15;144;16;82;14;4;35;12;41;0;5;35;2;5;4;3;2;25;1037;188;406;21;130;17;22;5;14;6;2;10;7;15;3;8;3;5;7;13;9;6;126;6;8;106;32;3;3;5;10;0;4;1;4;1;6;4;1;3;3;9;4;0;4;9;10
"040102";"gmina miejska";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";8742;10849;940;7792;14;2166;2;2;0;0;0;0;2;7793;2;0;7793;59;28;31;0;7734;2249;740;875;288;45;51;30;11;23;8;11;14;57;4;9;21;11;8;3;5;4;8;3;0;7;13;389;242;39;10;7;9;7;5;4;3;7;7;2;3;0;12;2;8;0;1;4;0;0;2;5;2;8;466;158;40;34;38;21;5;10;58;3;5;2;7;10;5;3;3;3;4;1;3;22;9;1;1;5;15;3029;1365;131;69;111;185;219;19;183;22;222;7;386;12;2;10;3;11;7;3;16;3;1;10;3;4;25;1428;320;698;21;125;21;21;10;35;10;5;6;35;19;3;7;4;4;5;9;10;9;22;16;13;173;84;6;1;3;4;1;1;0;4;1;2;1;0;3;3;3;2;2;0;52;7
"040103";"gmina miejska";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";1399;1535;533;866;4;8;0;0;0;0;0;0;0;866;0;0;866;21;12;9;0;845;173;44;63;26;2;5;3;4;3;0;3;1;11;0;2;2;0;1;0;1;0;0;1;0;0;1;62;33;9;0;1;1;0;1;3;1;0;1;0;1;1;3;0;1;0;0;0;1;1;0;2;0;2;120;38;5;4;9;12;3;0;32;0;2;2;2;2;0;1;0;0;0;1;2;1;0;0;1;1;2;366;148;16;12;30;20;47;6;6;8;15;2;28;3;3;3;1;3;1;0;3;1;2;2;1;1;4;113;41;29;2;7;1;3;2;0;0;0;1;2;3;0;0;1;3;0;1;1;0;15;1;0;11;3;1;0;1;2;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;3
"040104";"gmina wiejska";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";8262;9103;3606;4656;4;23;1;1;0;0;0;0;1;4657;1;0;4657;81;58;23;0;4576;817;254;252;57;15;16;22;19;9;7;9;9;93;3;9;10;4;0;2;2;1;3;0;2;6;13;343;189;25;5;9;6;14;10;13;1;5;5;1;6;2;15;1;7;1;0;2;0;1;3;12;5;5;575;115;25;24;29;20;3;3;286;4;1;4;9;7;1;7;1;3;1;2;2;3;6;1;7;3;8;2194;1109;64;72;77;135;174;42;164;19;125;7;77;20;1;12;13;14;7;6;21;5;9;4;2;3;12;567;147;204;6;58;13;17;7;14;8;6;8;18;7;1;1;4;4;3;3;2;2;21;2;11;80;19;6;5;0;5;2;2;4;4;2;7;4;1;3;0;5;4;1;0;6;10
"040105";"gmina wiejska";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";3148;3461;1348;1800;2;15;0;0;0;0;0;0;0;1800;0;0;1800;35;23;12;0;1765;186;45;27;16;8;27;4;10;3;1;6;4;14;1;4;5;1;2;1;2;0;0;2;0;2;1;104;38;8;1;6;4;2;3;3;5;1;17;0;1;2;2;1;6;0;0;0;0;0;2;1;0;1;271;47;41;10;17;19;2;2;82;3;2;4;3;3;1;2;2;1;3;1;2;10;1;0;1;3;9;950;463;26;18;117;37;96;27;24;13;16;8;6;5;3;5;8;6;0;3;47;3;6;2;0;2;9;229;56;54;1;58;3;8;1;10;3;1;1;7;4;0;3;1;0;3;2;4;3;2;1;3;25;2;2;0;1;2;0;2;0;1;2;3;0;0;1;1;3;1;0;2;2;4
"040106";"gmina wiejska";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";2350;2646;1116;1234;2;4;0;0;0;0;0;0;0;1234;0;0;1234;37;18;19;0;1197;107;25;26;11;0;15;2;2;1;0;2;2;10;0;0;1;2;1;1;2;0;2;0;0;1;1;77;46;3;3;2;0;1;4;3;2;0;2;0;3;0;0;1;2;1;1;1;0;0;0;1;1;0;183;35;19;9;10;9;2;3;73;2;0;5;1;2;1;1;1;0;0;2;1;4;0;0;0;2;1;728;374;17;8;28;56;112;7;28;6;23;1;14;6;2;14;3;1;3;2;9;0;5;4;1;1;3;95;21;26;1;13;2;2;0;3;4;2;0;1;1;1;1;0;1;0;0;3;3;5;1;4;7;1;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;5
"040107";"gmina wiejska";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";2461;2573;1042;1419;2;6;0;0;0;0;0;0;0;1419;0;0;1419;23;18;5;0;1396;252;65;68;37;5;17;7;10;8;3;3;0;19;0;1;2;1;2;0;0;1;0;0;0;2;1;106;50;10;5;1;1;5;1;2;1;1;1;2;2;3;4;0;3;0;0;6;0;2;0;3;0;3;125;34;7;5;5;2;2;1;37;0;2;7;2;1;0;1;1;0;1;3;0;7;0;0;0;2;5;695;292;26;18;32;38;127;4;40;6;34;2;49;3;0;2;4;1;3;0;3;0;4;0;1;4;2;177;48;58;5;29;2;3;1;7;1;2;3;2;3;1;0;1;1;1;1;1;2;3;1;1;41;17;1;0;1;2;1;3;1;2;0;3;0;0;2;4;1;0;0;0;3;5
"040108";"gmina wiejska";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";3282;3614;1399;1883;2;1;0;0;0;0;0;0;0;1883;0;0;1883;30;19;11;0;1853;208;67;38;11;4;14;4;19;2;1;2;2;30;1;2;0;2;0;1;1;1;3;1;0;0;2;108;46;13;3;2;3;4;4;2;2;2;5;0;0;2;4;1;1;0;3;2;1;1;1;2;1;3;185;32;10;16;20;5;2;3;55;4;3;2;3;4;1;0;2;2;1;5;2;9;0;0;0;0;4;1131;484;31;29;68;61;237;33;28;14;39;5;37;11;2;11;2;10;3;3;6;2;3;3;1;1;7;185;30;69;5;28;5;6;1;5;2;2;3;5;3;0;1;0;0;5;1;2;0;6;5;1;36;9;1;1;1;4;0;1;2;0;0;2;0;2;3;2;2;1;0;0;5;7
"040109";"gmina wiejska";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";2597;2822;1212;1385;0;3;0;0;0;0;0;0;0;1385;0;0;1385;43;31;12;0;1342;157;56;19;14;6;17;4;3;3;3;0;3;7;4;2;3;2;0;8;1;0;0;0;0;1;1;71;33;8;2;4;1;3;2;1;1;0;0;0;3;2;3;0;1;0;0;2;2;0;1;0;0;2;247;50;37;8;26;12;4;2;70;2;0;12;2;3;2;0;1;0;1;3;2;8;0;0;0;1;1;693;363;18;18;44;34;106;9;22;7;10;0;3;2;1;3;2;3;1;0;35;0;6;1;1;0;4;156;53;46;0;23;1;3;1;2;0;1;1;0;1;2;1;4;3;1;1;6;2;1;3;0;18;3;0;0;0;4;2;2;0;0;1;1;2;2;0;0;0;0;1;0;0;5
"040201";"gmina miejska";"m. Brodnica";"brodnicki";"kujawsko-pomorskie";19581;21311;6959;12622;16;70;1;1;0;0;0;0;1;12623;1;0;12623;102;73;29;0;12521;2566;707;1172;198;184;15;29;14;31;10;10;30;11;11;11;16;14;5;6;4;14;4;3;20;19;28;594;373;26;25;11;21;15;16;11;3;5;4;5;8;8;9;1;10;3;3;5;1;3;9;4;4;11;3466;2194;1147;23;21;8;4;4;5;3;1;2;5;3;4;4;1;1;4;3;7;2;4;1;3;6;6;4366;1819;183;229;54;241;48;49;269;35;402;6;14;22;590;40;181;10;12;19;8;7;26;29;2;8;63;1440;313;712;28;44;12;65;4;19;15;6;9;13;17;5;7;98;8;4;15;8;8;3;13;14;89;23;3;7;5;10;1;8;0;5;3;3;1;0;5;3;1;2;1;2;6;16
"040202";"gmina wiejska";"gm. Bobrowo";"brodnicki";"kujawsko-pomorskie";4592;5038;1997;2595;1;13;1;1;0;0;0;0;1;2596;1;0;2596;37;21;16;0;2559;259;88;66;31;15;6;7;4;4;2;1;4;0;2;5;6;0;0;3;0;4;2;1;0;3;5;122;43;13;6;0;6;6;2;4;3;0;3;1;18;0;1;1;6;2;0;0;1;0;2;2;1;1;702;360;300;8;9;1;2;4;0;2;0;0;0;2;2;1;0;1;1;0;1;1;2;0;1;4;0;1296;832;44;57;15;36;20;20;48;14;38;1;8;7;48;4;58;3;1;6;4;6;15;1;5;1;4;160;48;60;7;8;3;4;0;4;0;1;1;3;2;1;1;4;0;0;2;1;7;1;0;2;20;0;3;1;2;0;0;1;3;0;1;2;1;1;0;0;0;1;1;0;3;6
