"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Henryk KIEPURA - nr na liście 1";"Krzysztof SMELA - nr na liście 2";"Stanisław GMITRUK - nr na liście 3";"Bartłomiej Przemysław DOBRZYNIEWICZ - nr na liście 4";"Andrzej KUBAT - nr na liście 5";"Anna Marta SOCHA-KORENDO - nr na liście 6";"Anna Barbara GRUS - nr na liście 7";"Monika Aleksandra KUMOR - nr na liście 8";"Edyta Jolanta MŁYŃSKA - nr na liście 9";"Krystian KOTYNIA - nr na liście 10";"Jerzy Józef CYRULIK - nr na liście 11";"Iwona Izabela LISEK - nr na liście 12";"Anna NOWICKA - nr na liście 13";"Michał Olaf DZWONNIK - nr na liście 14";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Szymon Stanisław GIŻYŃSKI - nr na liście 1";"Lidia Ewa BURZYŃSKA - nr na liście 2";"Mariusz Wiesław TREPKA - nr na liście 3";"Andrzej Janusz GAWRON - nr na liście 4";"Monika FAJER - nr na liście 5";"Piotr DEREJCZYK - nr na liście 6";"Anna Janina KAPTACZ - nr na liście 7";"Tomasz MAJ - nr na liście 8";"Łukasz Artur LANGE - nr na liście 9";"Paweł Jan RUKSZA - nr na liście 10";"Magdalena Anna PIETRULEWICZ - nr na liście 11";"Danuta Elżbieta SŁUŻAŁEK-JAWORSKA - nr na liście 12";"Andrzej Piotr SOWA - nr na liście 13";"Urszula ZALESKA - nr na liście 14";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Zdzisław WOLSKI - nr na liście 1";"Zbigniew Paweł NIESMACZNY - nr na liście 2";"Rafał Tadeusz KĘPSKI - nr na liście 3";"Ewelina Tacjana KOTKOWSKA - nr na liście 4";"Małgorzata IŻYŃSKA - nr na liście 5";"Łukasz Tadeusz KOT - nr na liście 6";"Ewa Katarzyna KSIĄŻEK - nr na liście 7";"Rafał Krzysztof JURECZKO - nr na liście 8";"Ewa LEWANDOWSKA - nr na liście 9";"Paweł Piotr ŁAPETA - nr na liście 10";"Joanna Janina GÓRNA - nr na liście 11";"Emilia Maria SKRZYPCZYŃSKA - nr na liście 12";"Marlena Sonia KAREWICZ - nr na liście 13";"Marcin Antoni GOŁDA - nr na liście 14";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Włodzimierz Bogdan SKALIK - nr na liście 1";"Jacek Adam PAWLIKOWSKI - nr na liście 2";"Bogusław Józef ADAMOWICZ - nr na liście 3";"Bartłomiej Michał BIEGAS - nr na liście 4";"Paweł KLIMCZAK - nr na liście 5";"Zofia SUROWIEC - nr na liście 6";"Władysława Bożena RYNKIEWICZ - nr na liście 7";"Agata Aneta POLAK - nr na liście 8";"Barbara Ewa PIĄTEK - nr na liście 9";"Cecylia Iwona MUSIALIK - nr na liście 10";"Grażyna Teresa MATUSIAK - nr na liście 11";"Katarzyna Anna ERMER - nr na liście 12";"Rafał Adrian GAWENDA - nr na liście 13";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Izabela Dorota LESZCZYNA - nr na liście 1";"Andrzej SZEWIŃSKI - nr na liście 2";"Marta Maria SALWIERAK - nr na liście 3";"Halina Leokadia ROZPONDEK - nr na liście 4";"Gabriel Jan PODBIOŁ - nr na liście 5";"Jolanta Małgorzata URBAŃSKA - nr na liście 6";"Dominik Bogusz KABUS - nr na liście 7";"Marzena Monika MANISZEWSKA - nr na liście 8";"Tomasz Artur STEFAŃCZYK - nr na liście 9";"Marcin BIERNAT - nr na liście 10";"Renata Maria STASIAK-BETLEJEWSKA - nr na liście 11";"Marcin ŚWITAŁA - nr na liście 12";"Edyta Wiesława CIURA - nr na liście 13";"Jarosław Wacław LASECKI - nr na liście 14";"Lista nr 8 - KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marcin MARANDA - nr na liście 1";"Mariusz Michał SPIECHOWICZ - nr na liście 2";"Grażyna Marianna KLAMEK - nr na liście 3";"Mariusz Józef POGODA - nr na liście 4";"Adam ZAMORA - nr na liście 5";"Beata BOGUS - nr na liście 6";"Wojciech Stanisław SOCHA - nr na liście 7";"Zbigniew Stanisław MIZGALSKI - nr na liście 8";"Krystyna Jadwiga KOSARGA - nr na liście 9";"Łukasz Mateusz SŁAWEK - nr na liście 10";"Piotr Mateusz PTAK - nr na liście 11";"Aleksandra Zdzisława STANIOWSKA - nr na liście 12";"Piotr Paweł STRACH - nr na liście 13";"Magdalena Mirosława CZAJA - nr na liście 14"
"9ee8-6521-4fc3-b9d8-a3a8-aebd-853f-5346";"240413";"28";"9";"wieś";"stały";"Szkoła Podstawowa w Poczesnej, Kolonia Poczesna ul. Szkolna 2, 42-262 Poczesna";"gm. Poczesna";"częstochowski";"śląskie";"800";"895";"276";"524";"0";"1";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"10";"7";"3";"0";"514";"43";"10";"3";"8";"0";"12";"2";"1";"2";"0";"1";"0";"2";"1";"1";"190";"68";"45";"12";"12";"19";"3";"4";"6";"0";"5";"2";"4";"3";"7";"79";"43";"8";"2";"3";"4";"2";"1";"0";"5";"3";"2";"4";"1";"1";"37";"23";"0";"2";"2";"5";"1";"3";"0";"0";"0";"0";"0";"1";"148";"98";"13";"21";"7";"0";"0";"1";"0";"1";"1";"0";"1";"0";"5";"17";"8";"0";"0";"4";"2";"0";"0";"0";"0";"1";"0";"0";"0";"2"
"6f6a-3a14-548a-a7a1-3d89-d32f-bc9f-e118";"240414";"28";"1";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Woli Mokrzeskiej, Wola Mokrzeska ul. Główna 7, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"314";"338";"124";"190";"0";"1";"0";"0";"0";"0";"0";"0";"0";"190";"0";"0";"190";"8";"5";"3";"0";"182";"24";"2";"6";"6";"1";"2";"0";"1";"1";"1";"0";"0";"0";"1";"3";"108";"30";"55";"3";"2";"9";"0";"3";"0";"0";"1";"1";"1";"2";"1";"19";"9";"3";"2";"1";"0";"1";"1";"0";"1";"1";"0";"0";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"27";"16";"3";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0"
"cd1d-94b7-53c5-2a6c-45e7-a13f-7dca-06ef";"240414";"28";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny-Hala sportowa w Przyrowie, ul. Szkolna 44, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"980";"1081";"340";"640";"3";"8";"0";"0";"0";"0";"0";"0";"0";"640";"0";"0";"640";"12";"9";"3";"0";"628";"92";"18";"39";"15";"0";"1";"0";"2";"0";"9";"0";"0";"0";"1";"7";"334";"157";"103";"18";"5";"22";"4";"3";"1";"0";"2";"5";"0";"2";"12";"52";"28";"2";"1";"4";"4";"2";"2";"1";"1";"0";"1";"0";"1";"5";"34";"18";"0";"2";"1";"1";"8";"0";"3";"1";"0";"0";"0";"0";"105";"51";"15";"2";"6";"1";"2";"0";"0";"0";"3";"0";"0";"0";"25";"11";"3";"0";"0";"1";"0";"2";"0";"0";"1";"1";"1";"1";"0";"1"
"b6ab-20be-a5e2-a2af-dac9-2c79-289c-5546";"240414";"28";"3";"wieś";"stały";"Strażnica OSP w Zarębicach, Zarębice 35, 42-248 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"450";"499";"194";"256";"2";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"7";"6";"1";"0";"249";"33";"4";"8";"17";"0";"2";"0";"0";"0";"0";"1";"0";"0";"0";"1";"182";"61";"83";"18";"1";"9";"1";"0";"2";"0";"0";"0";"1";"2";"4";"6";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"14";"11";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"0";"0";"12";"4";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"5";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"2b1d-d10e-6c56-c7fa-765b-2f6f-0288-f05d";"240414";"28";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Zalesicach, Zalesice ul. Nadrzeczna 3, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"280";"305";"101";"179";"0";"0";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"5";"3";"2";"0";"174";"17";"3";"9";"2";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"0";"97";"48";"23";"2";"4";"14";"1";"0";"2";"0";"0";"0";"0";"3";"0";"20";"11";"0";"0";"1";"1";"3";"1";"0";"2";"0";"0";"0";"0";"1";"9";"7";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"29";"12";"2";"2";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"10";"2";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"7f31-f3c8-928c-bf5d-2351-0df4-fa6d-22c3";"240414";"28";"5";"wieś";"stały";"Wiejska Izba Obrzędowa w Sygontce, Sygontka ul. Kościelna 2, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"460";"509";"158";"302";"0";"2";"0";"0";"0";"0";"0";"0";"0";"302";"0";"0";"302";"5";"3";"2";"0";"297";"14";"5";"4";"4";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"175";"59";"52";"14";"6";"18";"5";"2";"3";"1";"3";"1";"2";"4";"5";"45";"20";"7";"2";"4";"4";"2";"1";"0";"1";"0";"1";"2";"0";"1";"25";"16";"0";"0";"1";"1";"3";"0";"3";"0";"0";"0";"1";"0";"34";"19";"4";"1";"2";"0";"1";"1";"0";"1";"0";"0";"0";"0";"5";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"46bd-6bc8-5f5f-66b2-791e-1461-5960-8210";"240414";"28";"6";"wieś";"stały";"Strażnica OSP we Wiercicy, Wiercica 76, 42-250 Przyrów";"gm. Przyrów";"częstochowski";"śląskie";"320";"349";"121";"199";"0";"2";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"0";"0";"0";"0";"199";"19";"1";"4";"9";"0";"1";"0";"0";"0";"2";"0";"0";"0";"1";"1";"133";"58";"51";"3";"1";"10";"0";"2";"1";"0";"0";"1";"0";"1";"5";"16";"8";"0";"0";"1";"0";"1";"0";"0";"1";"4";"0";"0";"0";"1";"13";"11";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"12";"3";"2";"0";"2";"0";"1";"0";"0";"0";"0";"0";"0";"0";"4";"6";"0";"0";"1";"0";"1";"0";"0";"0";"0";"1";"1";"0";"1";"1"
"3699-565e-c5e3-8f60-2837-aecd-07b8-2381";"240415";"28";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny Nr 1 w Rędzinach, ul. Szkolna 7, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"1821";"2001";"518";"1303";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1303";"0";"0";"1303";"10";"7";"3";"0";"1293";"130";"18";"24";"19";"1";"5";"3";"2";"2";"1";"0";"0";"0";"3";"52";"552";"201";"231";"17";"13";"44";"3";"6";"4";"3";"17";"0";"1";"2";"10";"192";"95";"10";"0";"9";"20";"12";"0";"7";"10";"2";"6";"11";"3";"7";"92";"60";"8";"5";"3";"3";"2";"1";"6";"0";"2";"0";"0";"2";"296";"173";"44";"27";"14";"0";"7";"0";"0";"1";"6";"0";"1";"3";"20";"31";"10";"15";"0";"0";"0";"0";"0";"1";"0";"1";"3";"1";"0";"0"
"83ec-74a2-a63a-ab68-8a4b-480e-7643-d3fa";"240415";"28";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Rędzinach, ul. Mickiewicza 7, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"1714";"1856";"550";"1164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"13";"11";"2";"0";"1151";"106";"14";"26";"10";"0";"10";"1";"1";"1";"1";"0";"0";"1";"1";"40";"494";"217";"150";"26";"13";"36";"4";"5";"6";"3";"4";"2";"0";"12";"16";"202";"76";"13";"3";"1";"20";"10";"2";"0";"4";"6";"0";"51";"9";"7";"80";"49";"9";"4";"2";"3";"2";"1";"4";"1";"1";"1";"0";"3";"237";"143";"32";"18";"18";"2";"3";"1";"1";"5";"2";"0";"0";"3";"9";"32";"5";"18";"1";"2";"1";"2";"0";"0";"0";"0";"0";"1";"0";"2"
"81f7-b9a1-cd76-435c-72f7-520d-8896-5a7a";"240415";"28";"3";"wieś";"stały";"Filia GOK, Marianka Rędzińska ul. Srebrna 17, 42-242 Rędziny";"gm. Rędziny";"częstochowski";"śląskie";"433";"472";"165";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"3";"3";"0";"0";"265";"30";"1";"18";"2";"0";"1";"0";"0";"0";"1";"0";"0";"0";"1";"6";"129";"56";"31";"11";"9";"8";"0";"5";"1";"4";"1";"0";"2";"0";"1";"37";"16";"3";"0";"2";"5";"6";"0";"1";"1";"0";"0";"1";"0";"2";"22";"12";"0";"2";"2";"0";"0";"0";"4";"1";"0";"0";"0";"1";"40";"26";"5";"3";"3";"0";"1";"1";"0";"0";"0";"0";"0";"1";"0";"7";"0";"6";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"b8eb-d0ff-3a5a-840d-3537-fc30-6390-253f";"240415";"28";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rudnikach, ul. Szkolna 11, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"1140";"1238";"420";"720";"0";"2";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"12";"10";"2";"0";"708";"64";"9";"23";"5";"4";"8";"2";"1";"0";"1";"1";"0";"2";"2";"6";"336";"107";"147";"19";"4";"31";"2";"3";"2";"6";"8";"1";"1";"0";"5";"88";"50";"4";"2";"5";"5";"1";"5";"0";"1";"4";"2";"3";"1";"5";"62";"43";"3";"4";"1";"2";"1";"0";"3";"4";"0";"1";"0";"0";"135";"78";"14";"17";"6";"0";"4";"1";"0";"1";"1";"2";"0";"2";"9";"23";"1";"16";"0";"0";"1";"1";"0";"2";"0";"0";"0";"2";"0";"0"
"bf5f-c630-3d36-77b2-ceab-55c0-e058-98d9";"240415";"28";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kościelcu, Kościelec ul. Wolności 93, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"1460";"1608";"504";"956";"0";"0";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"19";"13";"6";"0";"937";"77";"9";"40";"4";"0";"7";"1";"0";"1";"0";"0";"0";"0";"3";"12";"590";"226";"272";"9";"9";"17";"7";"12";"11";"4";"1";"4";"1";"12";"5";"104";"47";"14";"1";"3";"5";"13";"2";"1";"5";"4";"2";"3";"0";"4";"65";"41";"14";"0";"0";"3";"0";"1";"1";"1";"0";"4";"0";"0";"88";"51";"16";"2";"6";"2";"0";"1";"0";"3";"2";"0";"0";"0";"5";"13";"4";"4";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"1";"1"
"0231-ae01-50f9-2ccc-57b5-4a13-086a-d62e";"240415";"28";"6";"wieś";"stały";"Szkoła Podstawowa w Koninie, Konin ul. Kielecka 37, 42-240 Rudniki";"gm. Rędziny";"częstochowski";"śląskie";"670";"729";"202";"468";"1";"0";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"6";"3";"3";"0";"462";"37";"5";"13";"3";"0";"3";"0";"0";"2";"1";"1";"0";"1";"3";"5";"209";"80";"97";"5";"3";"9";"3";"2";"1";"1";"1";"1";"1";"1";"4";"86";"34";"7";"2";"3";"8";"11";"6";"0";"2";"5";"1";"2";"0";"5";"33";"20";"3";"1";"1";"5";"1";"0";"1";"0";"0";"0";"0";"1";"77";"43";"11";"5";"2";"0";"2";"0";"0";"1";"2";"1";"1";"0";"9";"20";"3";"12";"0";"0";"0";"0";"1";"2";"2";"0";"0";"0";"0";"0"
"832d-d9c8-ee30-1c33-62f5-813c-c30f-2b70";"240416";"28";"1";"wieś";"stały";"Gminna Placówka Wsparcia Dziennego w Starczy, ul. Szkolna 1, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"519";"567";"169";"350";"1";"2";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"5";"4";"1";"0";"345";"112";"3";"4";"4";"1";"95";"1";"0";"0";"0";"0";"0";"3";"0";"1";"113";"42";"37";"7";"0";"12";"0";"2";"3";"0";"2";"3";"2";"1";"2";"42";"25";"0";"3";"1";"3";"3";"0";"0";"1";"2";"0";"0";"2";"2";"15";"10";"1";"0";"0";"2";"0";"1";"0";"0";"0";"1";"0";"0";"61";"34";"9";"3";"6";"0";"1";"2";"0";"0";"1";"0";"0";"1";"4";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2"
"2387-60b6-795c-4d26-7f66-3d0d-7418-245a";"240416";"28";"2";"wieś";"stały";"Świetlica Wiejska, ul. Sportowa 7, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"510";"567";"164";"346";"0";"1";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"15";"14";"1";"0";"331";"97";"3";"7";"1";"1";"82";"0";"0";"0";"0";"0";"0";"1";"1";"1";"152";"53";"37";"11";"3";"13";"3";"2";"6";"6";"5";"0";"2";"3";"8";"31";"13";"5";"3";"1";"1";"2";"1";"0";"1";"3";"1";"0";"0";"0";"16";"11";"1";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"35";"16";"8";"3";"1";"0";"1";"0";"0";"0";"1";"1";"1";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8e45-5b66-d108-a5bb-641b-c741-47f7-64fe";"240416";"28";"3";"wieś";"stały";"Świetlica Wiejska, Własna ul. Stawowa 1, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"671";"737";"206";"465";"0";"1";"0";"0";"0";"0";"0";"0";"0";"465";"0";"0";"465";"4";"3";"1";"0";"461";"140";"3";"7";"0";"0";"128";"0";"0";"0";"0";"0";"0";"1";"1";"0";"186";"73";"61";"15";"4";"13";"2";"0";"5";"1";"1";"1";"3";"4";"3";"48";"31";"2";"0";"1";"2";"2";"1";"0";"3";"0";"0";"2";"0";"4";"16";"11";"3";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"66";"31";"15";"1";"8";"0";"2";"2";"0";"0";"0";"0";"1";"1";"5";"5";"1";"0";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"4ff4-07c6-c066-2262-f4f3-e1e6-e17f-96cd";"240416";"28";"4";"wieś";"stały";"Remiza OSP, Rudnik Mały ul. Śląska 50, 42-261 Starcza";"gm. Starcza";"częstochowski";"śląskie";"380";"421";"119";"261";"1";"2";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"4";"3";"1";"0";"257";"70";"3";"0";"0";"0";"63";"0";"0";"0";"0";"0";"0";"3";"1";"0";"129";"50";"19";"17";"5";"12";"3";"4";"3";"0";"3";"1";"1";"4";"7";"16";"7";"2";"1";"0";"0";"1";"1";"0";"1";"0";"2";"1";"0";"0";"4";"1";"1";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"0";"35";"24";"4";"0";"2";"0";"1";"0";"1";"0";"0";"0";"0";"2";"1";"3";"0";"1";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"31c3-04c0-54c6-e896-cdbf-6270-8f3c-2ff4";"240601";"28";"1";"miasto";"stały";"Zespół Szkół Nr 1, ul. Zamkowa 6, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"2240";"2491";"615";"1625";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1622";"0";"0";"1622";"32";"21";"11";"0";"1590";"284";"239";"1";"6";"1";"6";"1";"2";"2";"1";"1";"0";"1";"22";"1";"531";"195";"125";"12";"23";"45";"53";"9";"8";"4";"11";"9";"2";"13";"22";"283";"70";"10";"1";"166";"9";"2";"1";"0";"10";"0";"3";"3";"1";"7";"110";"65";"8";"2";"2";"7";"1";"1";"17";"2";"0";"0";"2";"3";"350";"223";"41";"27";"16";"3";"0";"1";"1";"1";"3";"1";"1";"0";"32";"32";"9";"3";"0";"1";"4";"2";"0";"0";"0";"1";"2";"2";"0";"8"
"4eca-7983-ea24-faf4-252f-025b-aac0-7b24";"240601";"28";"2";"miasto";"stały";"Zespół Szkół Nr 2, ul. 3 Maja 33, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1228";"1355";"310";"918";"0";"5";"0";"0";"0";"0";"0";"0";"0";"918";"0";"0";"918";"5";"4";"1";"0";"913";"183";"156";"0";"6";"0";"8";"0";"0";"1";"0";"1";"0";"2";"9";"0";"274";"115";"60";"6";"11";"28";"24";"4";"3";"2";"2";"7";"1";"1";"10";"181";"47";"3";"2";"94";"6";"11";"6";"0";"4";"1";"1";"1";"0";"5";"62";"42";"3";"2";"0";"2";"0";"3";"9";"0";"0";"0";"0";"1";"201";"112";"35";"20";"4";"1";"0";"0";"0";"0";"1";"1";"1";"0";"26";"12";"4";"0";"0";"0";"3";"2";"0";"2";"0";"0";"1";"0";"0";"0"
"5a06-5d04-ca8a-59a5-90f8-3644-5663-690b";"240601";"28";"3";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Bohaterów Bitwy pod Mokrą 4, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1560";"1720";"464";"1096";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1097";"1";"0";"1097";"20";"13";"7";"0";"1077";"139";"110";"4";"3";"0";"3";"0";"0";"0";"0";"3";"0";"0";"14";"2";"375";"121";"139";"7";"7";"21";"26";"11";"5";"0";"10";"7";"0";"5";"16";"242";"52";"7";"4";"154";"1";"4";"1";"0";"4";"1";"0";"2";"1";"11";"77";"43";"9";"7";"3";"3";"1";"0";"8";"1";"0";"1";"0";"1";"230";"136";"34";"19";"7";"0";"1";"0";"1";"3";"3";"3";"0";"0";"23";"14";"3";"0";"0";"0";"3";"1";"0";"0";"2";"1";"2";"0";"0";"2"
"fe84-1923-6b02-130a-2b4b-b5ac-4103-0b3a";"240601";"28";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Sebyły, ul. Baczyńskiego 2, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"930";"1014";"343";"587";"2";"4";"2";"2";"0";"0";"0";"0";"2";"590";"2";"0";"590";"13";"12";"1";"0";"577";"111";"76";"1";"3";"1";"11";"0";"0";"0";"0";"1";"0";"1";"15";"2";"219";"78";"80";"2";"8";"22";"13";"0";"3";"1";"3";"5";"2";"1";"1";"93";"22";"0";"1";"55";"1";"4";"0";"0";"4";"1";"1";"1";"0";"3";"36";"22";"4";"2";"0";"3";"2";"1";"1";"0";"0";"1";"0";"0";"108";"66";"13";"7";"6";"0";"1";"0";"0";"1";"0";"1";"0";"0";"13";"10";"1";"1";"3";"1";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1"
"3528-88c8-5b4b-fcd6-01c7-1cdc-2daa-aacf";"240601";"28";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. A. Mickiewicza, ul. Szkolna 1, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1668";"1854";"468";"1200";"5";"8";"0";"0";"0";"0";"0";"0";"0";"1200";"0";"0";"1200";"19";"19";"0";"0";"1181";"181";"149";"0";"3";"1";"1";"3";"0";"4";"1";"4";"1";"1";"12";"1";"427";"173";"89";"9";"6";"48";"55";"13";"5";"2";"6";"11";"4";"5";"1";"261";"57";"7";"2";"159";"6";"3";"1";"0";"13";"1";"1";"1";"2";"8";"80";"47";"4";"1";"2";"1";"3";"0";"16";"6";"0";"0";"0";"0";"215";"155";"27";"12";"2";"0";"0";"0";"4";"1";"1";"2";"3";"1";"7";"17";"5";"0";"1";"0";"0";"2";"1";"0";"0";"2";"3";"0";"0";"3"
"640c-8b80-6e30-862e-e8f1-7be6-61e8-fe01";"240601";"28";"6";"miasto";"stały";"Przychodnia Rejonowa Nr 1, ul. Staszica 28, 42-100 Kłobuck";"gm. Kłobuck";"kłobucki";"śląskie";"1520";"1692";"532";"988";"0";"8";"0";"0";"0";"0";"0";"0";"0";"988";"0";"0";"988";"18";"12";"6";"0";"970";"138";"121";"1";"2";"0";"2";"0";"0";"2";"0";"0";"1";"0";"9";"0";"369";"182";"53";"6";"10";"51";"28";"4";"7";"1";"5";"10";"0";"5";"7";"191";"30";"4";"0";"141";"3";"2";"0";"0";"2";"0";"1";"0";"2";"6";"52";"30";"8";"2";"1";"3";"0";"1";"4";"0";"2";"0";"0";"1";"201";"127";"26";"15";"5";"1";"2";"1";"0";"3";"1";"2";"1";"0";"17";"19";"6";"0";"0";"1";"0";"1";"1";"3";"0";"1";"3";"0";"0";"3"
