"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Artur Jerzy DUNIN";"Dominik Jan SANKOWSKI"
"4114-0f96-3c51-c8c6-dab0-c2d4-e414-8b12";"106101";"23";"56";"miasto";"stały";"Zespół Szkół Przemysłu Spożywczego im. Powstańców Wielkopolskich, ul. Franciszkańska 137, 91-845 Łódź";"m. Łódź";"Łódź";"łódzkie";"1560";"1763";"282";"1278";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"30";"9";"21";"0";"1248";"843";"405"
"7d5a-59e0-61b8-168e-4177-3775-ac16-e4ef";"106101";"23";"57";"miasto";"stały";"Zespół Szkół Przemysłu Spożywczego im. Powstańców Wielkopolskich, ul. Franciszkańska 137, 91-845 Łódź";"m. Łódź";"Łódź";"łódzkie";"1590";"1756";"355";"1235";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"38";"8";"30";"0";"1197";"826";"371"
"4c61-fc8b-d1ed-24c6-b815-0db5-50f9-a09f";"106101";"23";"58";"miasto";"stały";"XXIV Liceum Ogólnokształcące im. Marii Skłodowskiej-Curie, ul. Marysińska 61/67, 91-850 Łódź";"m. Łódź";"Łódź";"łódzkie";"2750";"3101";"588";"2162";"2";"8";"0";"0";"0";"0";"0";"0";"0";"2160";"0";"0";"2160";"62";"18";"44";"0";"2098";"1451";"647"
"3074-ef87-d94a-755c-f829-747e-ebc1-0d4e";"106101";"23";"59";"miasto";"stały";"Przedszkole Miejskie nr 35, ul. Zachodnia 16A, 91-058 Łódź";"m. Łódź";"Łódź";"łódzkie";"1382";"1538";"550";"832";"2";"5";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"38";"11";"27";"0";"794";"497";"297"
"b020-b792-11f8-801d-f834-68db-8aba-2f3b";"106101";"23";"60";"miasto";"stały";"Szkoła Podstawowa nr 58 im. Melchiora Wańkowicza, ul. Młynarska 42/46, 91-838 Łódź";"m. Łódź";"Łódź";"łódzkie";"1754";"1935";"505";"1249";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1249";"0";"0";"1249";"53";"17";"36";"0";"1196";"747";"449"
"9086-3778-c32a-1b26-f0e8-9516-de89-7b29";"106101";"23";"61";"miasto";"stały";"Centrum Zajęć Pozaszkolnych nr 1, ul. Zawiszy Czarnego 39, 91-818 Łódź";"m. Łódź";"Łódź";"łódzkie";"2803";"3075";"1137";"1666";"3";"12";"0";"0";"0";"0";"0";"0";"0";"1666";"0";"0";"1666";"55";"16";"39";"0";"1611";"1002";"609"
"ccae-8ce0-dbe6-8bf0-8ca3-9b0c-9be8-7ea6";"106101";"23";"62";"miasto";"stały";"Zespół Szkół Zawodowych Specjalnych nr 2, al. I Dywizji 16/18, 91-836 Łódź";"m. Łódź";"Łódź";"łódzkie";"2260";"2503";"664";"1596";"1";"13";"2";"2";"0";"0";"0";"0";"2";"1598";"2";"0";"1598";"61";"61";"0";"0";"1537";"1079";"458"
"3e0a-61cc-387f-f4fe-dcf8-80cc-24a1-1120";"106101";"23";"63";"miasto";"stały";"Szkoła Podstawowa nr 153 im. Marii Skłodowskiej-Curie, ul. Obrońców Westerplatte 28, 91-762 Łódź";"m. Łódź";"Łódź";"łódzkie";"1260";"1418";"337";"923";"1";"4";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"27";"9";"18";"0";"896";"597";"299"
"9eaa-6983-eefa-10e9-78bf-9cef-90d8-6e01";"106101";"23";"64";"miasto";"stały";"Szkoła Podstawowa nr 81 im. Bohaterskich Dzieci Łodzi, ul. Plater 28/32, 91-762 Łódź";"m. Łódź";"Łódź";"łódzkie";"1711";"1863";"283";"1428";"3";"9";"0";"0";"0";"0";"0";"0";"0";"1428";"0";"0";"1428";"47";"12";"35";"0";"1381";"987";"394"
"dd40-5504-a8c8-a648-d470-a5d5-788b-8452";"106101";"23";"65";"miasto";"stały";"Lokal Rady Osiedla Bałuty-Doły, ul. Wojska Polskiego 122, 91-743 Łódź";"m. Łódź";"Łódź";"łódzkie";"450";"497";"120";"330";"1";"6";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"5";"2";"3";"0";"325";"221";"104"
"e95b-be12-32fd-ae71-c77b-3a4e-360b-ff07";"106101";"23";"66";"miasto";"stały";"Szkoła Podstawowa Specjalna nr 105 im. Jacka Kuronia, ul. Sucharskiego 2, 91-744 Łódź";"m. Łódź";"Łódź";"łódzkie";"1730";"1927";"406";"1322";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1324";"0";"0";"1324";"55";"19";"36";"0";"1269";"880";"389"
"4986-ebc7-e4aa-a162-1e9e-3ff3-af36-5712";"106101";"23";"67";"miasto";"stały";"Szkoła Podstawowa nr 81 im. Bohaterskich Dzieci Łodzi, ul. Plater 28/32, 91-762 Łódź";"m. Łódź";"Łódź";"łódzkie";"2370";"2664";"538";"1832";"0";"14";"1";"1";"0";"0";"0";"0";"1";"1831";"1";"0";"1831";"77";"18";"59";"0";"1754";"1108";"646"
"61c0-8889-f531-ad11-113b-c468-08a9-4aa0";"106101";"23";"68";"miasto";"stały";"Zespół Szkół Elektroniczno-Informatycznych im. Jana Szczepanika, ul. Strykowska 10/18, 91-725 Łódź";"m. Łódź";"Łódź";"łódzkie";"2292";"2545";"536";"1756";"1";"11";"3";"3";"0";"0";"0";"0";"3";"1759";"3";"2";"1757";"75";"16";"59";"0";"1682";"1209";"473"
"6bf8-34d7-089f-40b1-e8a9-b8a2-99ec-1d86";"106101";"23";"69";"miasto";"stały";"Zespół Szkół Elektroniczno-Informatycznych im. Jana Szczepanika, ul. Strykowska 10/18, 91-725 Łódź";"m. Łódź";"Łódź";"łódzkie";"980";"1092";"249";"731";"0";"5";"0";"0";"0";"0";"0";"0";"0";"731";"0";"0";"731";"23";"7";"16";"0";"708";"473";"235"
"80bf-e3e4-f129-eab0-7181-1627-1b08-44e7";"106101";"23";"70";"miasto";"stały";"Szkoła Podstawowa nr 61 im. św. Franciszka z Asyżu, ul. Okólna 183, 91-520 Łódź";"m. Łódź";"Łódź";"łódzkie";"459";"492";"131";"328";"0";"5";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"9";"2";"7";"0";"319";"160";"159"
"f31e-1d30-2382-135a-24c4-9a30-f4fb-4c0b";"106101";"23";"71";"miasto";"stały";"Świetlica Ochotniczej Straży Pożarnej Łódź-Łagiewniki, ul. Pszczelna 84, 91-511 Łódź";"m. Łódź";"Łódź";"łódzkie";"719";"789";"117";"602";"0";"1";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"16";"4";"12";"0";"586";"377";"209"
"068b-0f5f-3e6b-9add-24da-dca6-9eff-7af5";"106101";"23";"73";"miasto";"stały";"XXX Liceum Ogólnokształcące im. Ks. Biskupa Ignacego Krasickiego, ul. Sowińskiego 50/56, 91-485 Łódź";"m. Łódź";"Łódź";"łódzkie";"1523";"1640";"279";"1244";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1244";"0";"0";"1244";"33";"8";"25";"0";"1211";"873";"338"
"ef1e-a6b5-03b1-6a1a-d8ea-92bc-22df-d8eb";"106101";"23";"74";"miasto";"stały";"Szkoła Podstawowa nr 172 im. prof. Stefana Banacha, ul. Jaskrowa 15, 91-480 Łódź";"m. Łódź";"Łódź";"łódzkie";"1530";"1635";"243";"1287";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"30";"14";"16";"0";"1256";"869";"387"
"01d5-50bc-0ac5-4b49-1fad-b1ef-60e3-67bf";"106101";"23";"75";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy nr 6 im. mjr. Hieronima Baranowskiego, ul. Dziewanny 24, 91-866 Łódź";"m. Łódź";"Łódź";"łódzkie";"920";"1020";"140";"780";"1";"7";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"28";"8";"20";"0";"751";"472";"279"
"fd4e-b3cd-22d8-29bd-17ef-a6f3-2afb-ab98";"106101";"23";"76";"miasto";"stały";"Przedszkole Miejskie nr 47, ul. Deczyńskiego 24, 91-867 Łódź";"m. Łódź";"Łódź";"łódzkie";"1583";"1722";"305";"1278";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"40";"13";"27";"0";"1238";"751";"487"
"1299-673e-58fe-54a1-17b6-2cdc-e524-bdbd";"106101";"23";"77";"miasto";"stały";"Zespół Szkół Geodezyjno-Technicznych im. Sybiraków, ul. Skrzydlata 15, 91-503 Łódź";"m. Łódź";"Łódź";"łódzkie";"1616";"1757";"245";"1371";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1371";"0";"0";"1371";"42";"11";"31";"0";"1329";"888";"441"
"bbeb-5c3f-1385-9e95-fe40-f40e-68a3-1215";"106101";"23";"78";"miasto";"stały";"Szkoła Podstawowa nr 142 im. Zawiszy Czarnego, ul. Łupkowa 6, 91-527 Łódź";"m. Łódź";"Łódź";"łódzkie";"1550";"1683";"249";"1301";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1301";"0";"0";"1301";"44";"10";"34";"0";"1257";"865";"392"
"8f2d-e4ce-5b7f-02b2-2df2-f4d5-1d74-8d69";"106101";"23";"119";"miasto";"stały";"Krajowe Towarzystwo Autyzmu Oddział w Łodzi, ul. Chocianowicka 198, 93-460 Łódź";"m. Łódź";"Łódź";"łódzkie";"790";"879";"180";"610";"0";"1";"0";"0";"0";"0";"0";"0";"0";"610";"0";"0";"610";"13";"2";"11";"0";"597";"320";"277"
"1f3b-0689-0d8b-38ef-b03f-be5f-060a-d10f";"106101";"23";"144";"miasto";"stały";"Szkoła Podstawowa Mistrzostwa Sportowego Marcina Gortata, Szkoła Mistrzostwa Sportowego Liceum Ogólnokształcące Marcina Gortata, ul. Minerska 1/3, 94-304 Łódź";"m. Łódź";"Łódź";"łódzkie";"1500";"1686";"232";"1268";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1267";"0";"0";"1267";"31";"7";"24";"0";"1236";"844";"392"
"3c23-da65-1ec3-2ed5-794c-ae78-0568-96a7";"106101";"23";"145";"miasto";"stały";"XVIII Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego, ul. Perla 11, 94-203 Łódź";"m. Łódź";"Łódź";"łódzkie";"790";"866";"192";"598";"2";"6";"0";"0";"0";"0";"0";"0";"0";"598";"0";"0";"598";"14";"9";"5";"0";"584";"404";"180"
"b1a0-332f-67fa-27b5-bb62-dff9-389c-dc75";"106101";"23";"146";"miasto";"stały";"XVIII Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego, ul. Perla 11, 94-203 Łódź";"m. Łódź";"Łódź";"łódzkie";"1260";"1402";"271";"989";"1";"2";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"37";"10";"27";"0";"952";"636";"316"
"53de-1a90-5d4e-dabd-c85e-38aa-55ba-37e7";"106101";"23";"147";"miasto";"stały";"Szkoła Podstawowa nr 91 im. Leonida Teligi, ul. Kasprzaka 45, 91-078 Łódź";"m. Łódź";"Łódź";"łódzkie";"2790";"3105";"686";"2104";"1";"1";"3";"3";"0";"0";"0";"0";"3";"2105";"3";"0";"2105";"52";"9";"43";"0";"2053";"1382";"671"
"1b28-c52d-8263-4c66-bb63-4fe2-fca0-4b8a";"106101";"23";"148";"miasto";"stały";"XXXIV Liceum Ogólnokształcące im. Krzysztofa Kieślowskiego, ul. Wapienna 17, 91-087 Łódź";"m. Łódź";"Łódź";"łódzkie";"2140";"2455";"505";"1635";"4";"7";"2";"2";"0";"0";"0";"0";"2";"1637";"2";"0";"1637";"51";"11";"40";"0";"1586";"1076";"510"
"8160-96b8-0598-35d2-5fd7-2998-ab7d-f741";"106101";"23";"149";"miasto";"stały";"Przedszkole Miejskie nr 53, ul. Kasprzaka 57, 91-078 Łódź";"m. Łódź";"Łódź";"łódzkie";"1340";"1491";"299";"1041";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1039";"0";"2";"1037";"41";"5";"36";"0";"996";"618";"378"
"fa97-7347-03b7-7709-6568-1e7b-8948-710a";"106101";"23";"150";"miasto";"stały";"Miejskie Centrum Medyczne ""Polesie"" w Łodzi Przychodnia Nr 33, ul. Kasprzaka 27, 91-078 Łódź";"m. Łódź";"Łódź";"łódzkie";"1310";"1490";"303";"1007";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"35";"9";"26";"0";"972";"602";"370"
"d599-97e0-fa41-ee55-911e-3c47-d380-967b";"106101";"23";"151";"miasto";"stały";"Szkoła Podstawowa nr 36 im. Zenona Wasilewskiego, ul. Więckowskiego 35, 90-734 Łódź";"m. Łódź";"Łódź";"łódzkie";"2530";"2812";"1052";"1478";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1478";"0";"0";"1478";"51";"14";"37";"0";"1427";"1007";"420"
"778f-043b-0bd4-d565-4114-5f18-3b79-3aaa";"106101";"23";"152";"miasto";"stały";"Zespół Szkół Ekonomiczno-Turystyczno-Hotelarskich im. Władysława Grabskiego, al. 1 Maja 89, 90-755 Łódź";"m. Łódź";"Łódź";"łódzkie";"2310";"2609";"712";"1598";"1";"20";"1";"1";"0";"0";"0";"0";"1";"1599";"1";"0";"1599";"51";"19";"32";"0";"1548";"1061";"487"
"8e32-5f1d-48f5-4185-6944-7d65-1dbb-ddc7";"106101";"23";"153";"miasto";"stały";"Szkoła Podstawowa nr 36 im. Zenona Wasilewskiego, ul. Więckowskiego 35, 90-734 Łódź";"m. Łódź";"Łódź";"łódzkie";"2348";"2635";"983";"1365";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1365";"0";"0";"1365";"57";"9";"48";"0";"1308";"869";"439"
"f3ff-f5b6-4cb1-4f88-eb3f-94b6-4e41-dfd4";"106101";"23";"154";"miasto";"stały";"Urząd Skarbowy Łódź-Polesie, ul. 6 Sierpnia 86A, 90-646 Łódź";"m. Łódź";"Łódź";"łódzkie";"1380";"1648";"450";"930";"0";"32";"1";"1";"0";"0";"0";"0";"1";"919";"1";"0";"919";"19";"8";"11";"0";"900";"639";"261"
"fcdc-db40-d62c-5438-1759-632a-7ec2-4e46";"106101";"23";"155";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. Kapitana Pogonowskiego 27/29, 90-745 Łódź";"m. Łódź";"Łódź";"łódzkie";"1680";"1873";"615";"1065";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1065";"0";"0";"1065";"30";"7";"23";"0";"1035";"712";"323"
"3f74-7d95-0572-82bd-eddd-828b-3c61-19a7";"106101";"23";"156";"miasto";"stały";"Szkoła Podstawowa nr 36 im. Zenona Wasilewskiego, ul. Więckowskiego 35, 90-734 Łódź";"m. Łódź";"Łódź";"łódzkie";"2320";"2577";"918";"1402";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1402";"0";"0";"1402";"65";"15";"50";"0";"1337";"835";"502"
"18be-9c6e-c899-150e-c060-489a-341b-dc4b";"106101";"23";"157";"miasto";"stały";"Przedszkole Miejskie nr 208, ul. Gdańska 84, 90-613 Łódź";"m. Łódź";"Łódź";"łódzkie";"810";"894";"300";"510";"1";"10";"0";"0";"0";"0";"0";"0";"0";"510";"0";"0";"510";"14";"2";"12";"0";"496";"343";"153"
"c8e7-22a6-df37-c4d4-205e-5e45-b809-a9a9";"106101";"23";"158";"miasto";"stały";"Szkoła Podstawowa nr 160 im. Powstańców Śląskich, ul. Struga 24A, 90-513 Łódź";"m. Łódź";"Łódź";"łódzkie";"1170";"1301";"437";"733";"1";"4";"0";"0";"0";"0";"0";"0";"0";"733";"0";"1";"732";"25";"8";"17";"0";"707";"456";"251"
"5f7e-df13-7223-e029-fd5c-d8a0-73bd-c075";"106101";"23";"159";"miasto";"stały";"I Liceum Ogólnokształcące im. Mikołaja Kopernika, ul. Więckowskiego 41, 90-734 Łódź";"m. Łódź";"Łódź";"łódzkie";"1070";"1231";"424";"646";"0";"22";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"19";"3";"16";"0";"622";"394";"228"
"41e2-cef3-9d99-60b8-60cb-07b6-33d4-2331";"106101";"23";"160";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 4, ul. Kapitana Pogonowskiego 27/29, 90-745 Łódź";"m. Łódź";"Łódź";"łódzkie";"1200";"1361";"455";"745";"0";"17";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"25";"5";"20";"0";"718";"466";"252"
"0163-e257-6728-ba7c-0778-c662-4adb-4fb6";"106101";"23";"161";"miasto";"stały";"Szkoła Podstawowa nr 46 im. Józefa Chełmońskiego, ul. Żwirki 11/13, 90-528 Łódź";"m. Łódź";"Łódź";"łódzkie";"1260";"1446";"429";"831";"0";"19";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"32";"12";"20";"0";"799";"526";"273"
"983a-b7ad-3da4-d288-96b5-6fb1-8d64-7ff1";"106101";"23";"162";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego w Łodzi, ul. Żeromskiego 115, 90-542 Łódź";"m. Łódź";"Łódź";"łódzkie";"1150";"1317";"450";"700";"2";"10";"2";"1";"0";"0";"0";"0";"1";"700";"1";"0";"700";"20";"1";"19";"0";"680";"433";"247"
"e00c-3d30-57be-41f3-f0d5-1b1e-a8bd-2f3a";"106101";"23";"163";"miasto";"stały";"Szkoła Podstawowa nr 152 im. Elizy Orzeszkowej, ul. 28 Pułku Strzelców Kaniowskich 52/54, 90-559 Łódź";"m. Łódź";"Łódź";"łódzkie";"1220";"1366";"435";"785";"0";"11";"1";"1";"0";"0";"0";"0";"1";"786";"1";"1";"785";"27";"4";"23";"0";"758";"523";"235"
"0232-ed93-181c-1e75-9ea3-1762-58ed-95f3";"106101";"23";"164";"miasto";"stały";"Zespół Szkół Specjalnych nr 2, ul. Karolewska 30/34, 90-561 Łódź";"m. Łódź";"Łódź";"łódzkie";"2140";"2464";"356";"1784";"2";"18";"0";"0";"0";"0";"0";"0";"0";"1784";"0";"0";"1784";"47";"13";"34";"0";"1737";"1267";"470"
"d71d-60e9-c540-15cf-f7fc-f9bb-c4a2-ee4a";"106101";"23";"165";"miasto";"stały";"XXI Liceum Ogólnokształcące im. Bolesława Prusa, ul. Kopernika 2, 90-509 Łódź";"m. Łódź";"Łódź";"łódzkie";"1650";"1848";"557";"1093";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1093";"0";"0";"1093";"36";"10";"26";"0";"1057";"729";"328"
"574f-967e-0208-154f-f182-0d61-facd-77a3";"106101";"23";"166";"miasto";"stały";"Szkoła Podstawowa nr 19, ul. Balonowa 1, 94-108 Łódź";"m. Łódź";"Łódź";"łódzkie";"2409";"2605";"266";"2143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2143";"0";"0";"2143";"46";"25";"21";"0";"2097";"1580";"517"
"d8de-4a3f-826e-2c19-559e-1ef4-1181-6de5";"106101";"23";"167";"miasto";"stały";"Integracyjna Szkoła Podstawowa nr 67 im. Janusza Korczaka, ul. Maratońska 47B, 94-102 Łódź";"m. Łódź";"Łódź";"łódzkie";"1360";"1507";"245";"1113";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1114";"0";"3";"1111";"28";"7";"21";"0";"1083";"695";"388"
"d4b3-587c-6329-5d7d-fd62-d6d4-4b68-c561";"106101";"23";"168";"miasto";"stały";"Liceum Ogólnokształcące Jolanty i Jana Misiaków, al. Kardynała Wyszyńskiego 44, 94-047 Łódź";"m. Łódź";"Łódź";"łódzkie";"1449";"1601";"237";"1212";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1211";"0";"0";"1211";"35";"7";"28";"0";"1176";"805";"371"
"ed1c-3980-ceb6-1d02-bb78-1fd6-69d2-c04a";"106101";"23";"169";"miasto";"stały";"Szkoła Podstawowa nr 19, ul. Balonowa 1, 94-108 Łódź";"m. Łódź";"Łódź";"łódzkie";"1400";"1562";"237";"1163";"0";"24";"1";"1";"0";"0";"0";"0";"1";"1164";"1";"0";"1164";"24";"4";"20";"0";"1140";"776";"364"
"7220-d577-1123-3885-cfa3-15cf-bce8-5ed9";"106101";"23";"170";"miasto";"stały";"Szkoła Podstawowa nr 44 im. prof. Jana Molla, ul. Kusocińskiego 100, 94-054 Łódź";"m. Łódź";"Łódź";"łódzkie";"1508";"1669";"302";"1206";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1193";"0";"0";"1193";"37";"10";"27";"0";"1156";"771";"385"
"98a0-d982-8762-e01c-8d1f-9c43-323d-e0da";"106101";"23";"171";"miasto";"stały";"Szkoła Podstawowa nr 44 im. prof. Jana Molla, ul. Kusocińskiego 100, 94-054 Łódź";"m. Łódź";"Łódź";"łódzkie";"1917";"2165";"362";"1555";"3";"8";"1";"1";"0";"0";"0";"0";"1";"1556";"1";"0";"1556";"49";"11";"38";"0";"1507";"1045";"462"
"f211-d4c5-9bb5-cef2-d397-d8da-3719-8a5d";"106101";"23";"172";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Kusocińskiego 116, 94-054 Łódź";"m. Łódź";"Łódź";"łódzkie";"1658";"1839";"256";"1402";"2";"7";"2";"2";"0";"0";"0";"0";"2";"1404";"2";"0";"1404";"42";"20";"22";"0";"1362";"945";"417"
"4704-32d0-0978-e6f9-2876-5801-645a-d5a5";"106101";"23";"173";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Kusocińskiego 116, 94-054 Łódź";"m. Łódź";"Łódź";"łódzkie";"1630";"1802";"315";"1315";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1315";"0";"0";"1315";"38";"9";"29";"0";"1277";"880";"397"
"95f0-3aea-9d4e-381c-5b87-3aa2-9ebc-f230";"106101";"23";"174";"miasto";"stały";"Przedszkole Miejskie nr 174, ul. Kusocińskiego 122A, 94-054 Łódź";"m. Łódź";"Łódź";"łódzkie";"1570";"1558";"388";"1182";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1182";"0";"0";"1182";"16";"14";"2";"0";"1166";"822";"344"
"0e40-b363-7865-e473-44a4-6dcf-768f-1e86";"106101";"23";"175";"miasto";"stały";"Integracyjna Szkoła Podstawowa nr 67 im. Janusza Korczaka, ul. Maratońska 47B, 94-056 Łódź";"m. Łódź";"Łódź";"łódzkie";"1670";"1835";"317";"1353";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1352";"0";"1";"1351";"45";"8";"37";"0";"1306";"863";"443"
"90d8-e1c6-cb89-e13c-ee48-f03d-d375-2a81";"106101";"23";"176";"miasto";"stały";"Integracyjna Szkoła Podstawowa nr 67 im. Janusza Korczaka (budynek Pałacu Młodzieży), al. Kardynała Wyszyńskiego 86, 94-050 Łódź";"m. Łódź";"Łódź";"łódzkie";"1660";"1817";"303";"1357";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1357";"0";"0";"1357";"40";"6";"34";"0";"1317";"895";"422"
"3d3e-f4a8-3a65-ae6c-4b95-1d18-38d6-b806";"106101";"23";"177";"miasto";"stały";"Przedszkole Miejskie nr 170, ul. Księdza Popiełuszki 13A, 94-052 Łódź";"m. Łódź";"Łódź";"łódzkie";"1630";"1800";"300";"1330";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"0";"1330";"41";"16";"25";"0";"1289";"832";"457"
"4bae-075f-3967-4fd9-6e04-978d-8a4f-7ce1";"106101";"23";"178";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. Krzemieniecka 24A, 94-017 Łódź";"m. Łódź";"Łódź";"łódzkie";"1789";"1990";"352";"1437";"6";"4";"1";"1";"0";"0";"0";"0";"1";"1438";"1";"1";"1437";"61";"11";"50";"0";"1376";"912";"464"
"fb80-dae5-7101-f858-e9f8-4918-88bb-c3e0";"106101";"23";"179";"miasto";"stały";"XXVI Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego, ul. Wileńska 22A, 94-029 Łódź";"m. Łódź";"Łódź";"łódzkie";"2480";"2799";"452";"2028";"4";"11";"2";"2";"0";"0";"0";"0";"2";"2021";"2";"13";"2008";"75";"29";"46";"0";"1933";"1302";"631"
"4027-c257-2857-5281-4048-e9a3-b339-aa3d";"106101";"23";"180";"miasto";"stały";"XXVI Liceum Ogólnokształcące im. Krzysztofa Kamila Baczyńskiego, ul. Wileńska 22A, 94-029 Łódź";"m. Łódź";"Łódź";"łódzkie";"1406";"1565";"325";"1081";"3";"10";"1";"1";"0";"0";"0";"0";"1";"1082";"1";"0";"1082";"40";"13";"27";"0";"1042";"689";"353"
"23ae-619c-4453-845b-ea9e-d5a5-ded8-d6e2";"106101";"23";"181";"miasto";"stały";"Szkoła Podstawowa nr 164 im. Andrzeja Frycza Modrzewskiego, ul. Wróblewskiego 65, 94-035 Łódź";"m. Łódź";"Łódź";"łódzkie";"2770";"3094";"518";"2252";"5";"13";"0";"0";"0";"0";"0";"0";"0";"2249";"0";"0";"2249";"54";"13";"41";"0";"2195";"1482";"713"
"8b10-3f1e-2b45-7272-f598-e9a8-a89b-a911";"106101";"23";"182";"miasto";"stały";"Szkoła Podstawowa nr 137 im. Aleksandra Kamińskiego, ul. Olimpijska 9, 94-043 Łódź";"m. Łódź";"Łódź";"łódzkie";"2601";"2888";"404";"2197";"5";"12";"0";"0";"0";"0";"0";"0";"0";"2196";"0";"0";"2196";"63";"10";"53";"0";"2133";"1427";"706"
"bfe3-9345-01f1-36a8-830e-886e-8a58-9c46";"106101";"23";"183";"miasto";"stały";"Szkoła Podstawowa nr 41 im. Króla Władysława Jagiełły, ul. Rajdowa 18, 94-003 Łódź";"m. Łódź";"Łódź";"łódzkie";"1470";"1623";"257";"1212";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1210";"0";"0";"1210";"57";"21";"36";"0";"1153";"626";"527"
"1510-9317-1bcf-a132-9f7b-f667-339c-1299";"106101";"23";"184";"miasto";"stały";"Szkoła Podstawowa nr 41 im. Króla Władysława Jagiełły, ul. Rajdowa 18, 94-003 Łódź";"m. Łódź";"Łódź";"łódzkie";"1998";"2220";"320";"1678";"4";"6";"2";"2";"0";"0";"0";"0";"2";"1673";"2";"0";"1673";"45";"16";"29";"0";"1628";"1135";"493"
