"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Jacek PROTAS - nr na liście 1";"Bernadeta Justyna HORDEJUK - nr na liście 2";"Elżbieta Kazimiera GELERT - nr na liście 3";"Piotr CIEŚLIŃSKI - nr na liście 4";"Ewa Barbara DEMBEK - nr na liście 5";"Katarzyna KRÓLAK - nr na liście 6";"Marian JANICKI - nr na liście 7";"Leszek Jan DZIĄG - nr na liście 8";"Elżbieta ZABŁOCKA - nr na liście 9";"Antoni CZYŻYK - nr na liście 10";"Ryszard KOWALSKI - nr na liście 11";"Krystyna JANCZEWSKA - nr na liście 12";"Marek BORKOWSKI - nr na liście 13";"Angelika Jolanta DOMAŃSKA - nr na liście 14";"Łukasz PIŚKIEWICZ - nr na liście 15";"Miron SYCZ - nr na liście 16";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Andrzej Piotr WYRĘBEK - nr na liście 1";"Kaja Ewelina SZYNKIELEWSKA - nr na liście 2";"Krystian Maciej ŁOŻYŃSKI - nr na liście 3";"Tomasz Jacek KACZKOWSKI - nr na liście 4";"Marek HUL - nr na liście 5";"Agnieszka Maria POŁEĆ - nr na liście 6";"Teresa Genowefa RUKSZTEŁŁO - nr na liście 7";"Marika ZENOWICZ - nr na liście 8";"Genowefa Grażyna SZCZEPAŃSKA - nr na liście 9";"Marek CHRAPAN - nr na liście 10";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Zbigniew ZIEJEWSKI - nr na liście 1";"Piotr ŻUCHOWSKI - nr na liście 2";"Dariusz FREJNIK - nr na liście 3";"Edward Mieczysław PIETRULEWICZ - nr na liście 4";"Paweł SZAKIEWICZ - nr na liście 5";"Małgorzata Dorota SOWICKA - nr na liście 6";"Monika Barbara MARCHALEWSKA - nr na liście 7";"Robert Jan HUSZCZA - nr na liście 8";"Katarzyna GRANACKA - nr na liście 9";"Andrzej Janusz WIŚNIEWSKI - nr na liście 10";"Anetta Krystyna SŁOMCZYŃSKA-KĄDZIOŁKA - nr na liście 11";"Wioletta JASKÓLSKA - nr na liście 12";"Adam Jacek ŻYLIŃSKI - nr na liście 13";"Ewa NISIEWICZ - nr na liście 14";"Krzysztof GROBLEWSKI - nr na liście 15";"Stanisław ŻELICHOWSKI - nr na liście 16";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Leonard Seweryn KRASULSKI - nr na liście 1";"Jerzy Zbigniew WILK - nr na liście 2";"Zbigniew BABALSKI - nr na liście 3";"Marcin KAZIMIERCZUK - nr na liście 4";"Monika Anna MODZELEWSKA-KOZIOŁ - nr na liście 5";"Damian Jan GODZIŃSKI - nr na liście 6";"Paweł Andrzej KOWSZYŃSKI - nr na liście 7";"Adam OŁDAKOWSKI - nr na liście 8";"Anna WĘGŁOWSKA - nr na liście 9";"Karolina Ewa GOIK - nr na liście 10";"Anna PIĄTEK - nr na liście 11";"Grażyna KAMIŃSKA - nr na liście 12";"Jolanta Wiesława ANDRUSZKIEWICZ - nr na liście 13";"Robert GONTARZ - nr na liście 14";"Grzegorz KIEROZALSKI - nr na liście 15";"Jacek Roman PAWLIK - nr na liście 16";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Monika Walentyna FALEJ - nr na liście 1";"Andrzej Jan ZIELONKA - nr na liście 2";"Emilia BARTKOWSKA - nr na liście 3";"Ryszard KLIM - nr na liście 4";"Daniel Adrian ZDANOWSKI - nr na liście 5";"Sylwia PIEKART - nr na liście 6";"Janusz PASJAK - nr na liście 7";"Jakub Przemysław GIEREJ - nr na liście 8";"Robert KOLIŃSKI - nr na liście 9";"Milena FALKOWSKA-HOJAN - nr na liście 10";"Piotr PACYNO - nr na liście 11";"Urszula Klara PĄGOWSKA - nr na liście 12";"Wincenty Marian PRZYBOROWSKI - nr na liście 13";"Mirosław Józef SZULC - nr na liście 14";"Paweł WÓJCIK - nr na liście 15";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Wojciech Adam PENKALSKI - nr na liście 1";"Agnieszka FALKOWSKA - nr na liście 2";"Stanisław Czesław JASINA - nr na liście 3";"Agnieszka Anna KUCIŃSKA - nr na liście 4";"Krzysztof KĘPIŃSKI - nr na liście 5";"Anita KOWALSKA - nr na liście 6";"Tomasz ORŁOWSKI - nr na liście 7";"Monika Marcjanna LEWANDOWSKA - nr na liście 8";"Jarosław DREWA - nr na liście 9";"Jolanta KWAŚNIEWSKA - nr na liście 10";"Piotr Roman BANACH - nr na liście 11";"Ryszard NAŁĘCZ - nr na liście 12";"Anna ŁOŻYŃSKA - nr na liście 13";"Mariusz Wojciech ZAORSKI - nr na liście 14";"Anna SYCZ - nr na liście 15";"Liczba obwodów"
"280100";"bartoszycki";"warmińsko-mazurskie";43056;46275;20529;22527;22;215;0;0;0;0;0;0;0;22527;0;0;22527;472;370;102;0;22055;7093;2363;48;171;415;49;41;14;15;1548;10;13;20;38;36;6;2306;1089;611;92;46;69;55;90;15;40;37;34;1729;290;116;44;42;77;85;36;572;28;23;24;193;26;32;12;129;9161;827;425;351;855;128;44;51;4294;104;25;172;120;1364;32;16;353;2483;847;238;143;25;47;52;384;16;24;30;16;26;10;26;599;500;83;32;14;28;17;18;27;27;8;59;28;42;5;6;106;45
"280200";"braniewski";"warmińsko-mazurskie";30306;32835;14305;16001;32;112;0;0;0;0;0;0;0;16000;0;0;16000;306;240;66;0;15694;4351;1128;51;659;505;30;47;14;1015;30;33;8;13;16;35;10;757;862;465;71;36;29;23;60;137;11;9;21;1926;341;86;35;36;852;63;26;13;12;13;187;32;10;138;8;74;5969;1367;1298;424;487;1482;46;111;111;72;25;109;78;128;115;10;106;1657;722;337;131;28;37;62;6;12;14;33;14;14;141;26;80;929;745;23;37;8;6;8;7;15;3;28;3;5;3;2;36;37
"280300";"działdowski";"warmińsko-mazurskie";46810;51109;20530;26280;21;119;0;0;0;0;0;0;0;26278;0;2;26276;597;435;162;0;25679;5140;1745;372;96;1368;80;71;1165;26;48;17;27;19;25;42;9;30;1380;677;103;187;102;79;82;19;58;37;36;3902;452;245;780;23;46;71;52;17;23;994;16;51;20;27;699;386;12382;1694;696;2646;271;340;123;328;129;337;73;341;473;96;4601;56;178;2307;936;386;288;44;96;55;23;213;35;36;27;28;20;34;86;568;90;86;9;41;18;39;29;42;7;74;13;10;66;9;35;55
"280400";"elbląski";"warmińsko-mazurskie";41137;44717;19747;21389;19;94;1;1;0;0;1;0;0;21391;0;2;21389;419;298;121;0;20970;5677;2091;78;1702;548;52;115;30;36;56;271;20;76;35;65;139;363;1176;584;138;65;61;64;106;12;29;30;87;2347;635;160;51;135;260;158;71;47;55;36;32;50;48;451;24;134;8715;2388;3305;309;539;370;95;437;173;143;69;309;139;206;39;24;170;2430;845;753;141;54;46;59;13;27;51;32;13;113;20;63;200;625;120;42;96;38;17;33;26;36;9;74;30;26;8;11;59;43
"280700";"iławski";"warmińsko-mazurskie";66265;72018;27762;38503;31;259;5;5;0;0;0;0;5;38506;5;2;38504;702;489;213;0;37802;9360;1874;5136;332;588;258;274;49;21;107;58;43;27;406;70;14;103;2525;1155;208;303;151;108;132;20;273;89;86;4927;1200;1771;69;41;81;108;81;25;153;47;20;54;1038;47;19;173;16599;3499;1472;4497;479;561;297;399;178;1500;665;758;343;188;1394;98;271;3556;1448;762;475;51;201;94;21;43;47;90;40;48;32;52;152;835;125;107;13;79;143;61;23;35;6;83;43;14;40;8;55;65
"280900";"lidzbarski";"warmińsko-mazurskie";29924;32384;13421;16503;22;138;2;2;0;0;0;0;2;16504;2;1;16503;317;235;82;0;16186;5943;4324;22;76;1188;25;43;5;4;20;6;7;8;6;14;3;192;975;721;54;24;40;33;31;4;27;19;22;1082;314;86;18;27;74;61;21;46;20;28;19;213;19;25;7;104;6333;1430;687;381;307;148;53;59;551;72;41;201;108;277;30;21;1967;1486;657;181;95;17;52;253;13;14;13;12;11;12;8;37;111;367;54;31;27;10;15;22;18;25;4;40;6;56;5;4;50;34
"281200";"nowomiejski";"warmińsko-mazurskie";30966;33754;12784;18180;21;106;0;0;0;0;0;0;0;18180;0;1;18179;411;315;96;0;17768;2626;578;266;31;84;1486;18;9;6;32;14;16;9;43;9;5;20;749;404;49;111;32;29;35;5;51;12;21;3788;3198;260;40;13;23;24;23;9;28;25;2;17;41;7;7;71;8721;1728;421;2361;198;205;942;100;106;126;64;1349;162;74;723;27;135;1615;480;102;135;13;676;32;6;8;13;20;12;3;19;49;47;269;61;29;3;18;2;27;14;12;6;40;12;4;14;2;25;33
"281500";"ostródzki";"warmińsko-mazurskie";74485;81005;32774;41711;41;398;3;3;0;1;0;0;2;41711;2;1;41710;838;608;230;0;40872;12406;5354;1099;759;1088;157;2507;55;22;106;46;721;34;103;81;22;252;2491;1326;238;172;156;95;165;33;102;95;109;4246;1763;559;100;67;126;182;563;49;77;48;34;117;131;63;52;315;15383;2272;1161;7976;446;405;145;300;177;260;110;498;240;252;659;260;222;5267;2570;896;461;74;177;132;44;48;55;200;145;53;43;119;250;1079;153;129;29;80;23;56;204;53;11;168;26;23;17;17;90;81
"286100";"Elbląg";"warmińsko-mazurskie";84237;90392;29957;54280;55;331;9;9;2;0;0;0;7;54273;7;2;54271;478;273;205;0;53793;18724;4809;231;7764;2078;132;182;52;60;88;2034;36;67;61;146;654;330;2940;1507;450;127;149;142;247;36;85;82;115;3372;835;247;64;895;327;328;65;63;65;44;45;60;36;135;25;138;19215;4542;9155;348;339;596;114;2514;167;230;119;397;170;172;109;36;207;8395;2588;3517;360;604;118;134;33;62;279;93;51;79;24;117;336;1147;235;152;83;76;48;59;37;54;23;137;64;25;24;7;123;62
