"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Łukasz Jan BANAŚ";"Tomasz Paweł KAJKOWSKI";"Krzysztof Piotr KUBAT";"Ryszard Bogdan MAJER"
"119b-6cbf-3ad3-f7a9-d0ef-4d76-1afc-6bd0";"240401";"68";"1";"miasto";"stały";"Ochotnicza Straż Pożarna w Blachowni, ul. Plac Wolności 2, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"1879";"2032";"609";"1270";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"0";"1270";"14";"6";"8";"0";"1256";"562";"154";"75";"465"
"15b7-12e5-398c-ab42-3f64-19fd-b936-efdb";"240401";"68";"2";"miasto";"stały";"Publiczne Przedszkole Nr 2 w Blachowni, ul. Żeromskiego 4A, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"1890";"2049";"629";"1261";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1261";"0";"0";"1261";"10";"2";"8";"0";"1251";"528";"150";"73";"500"
"2df0-2a6f-0cc1-ded6-ab42-ffa3-52c4-4b70";"240401";"68";"3";"miasto";"stały";"Hala widowiskowo-sportowa w Blachowni, ul. Sportowa 1, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"1820";"2035";"703";"1117";"3";"13";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"1117";"24";"10";"14";"0";"1093";"459";"149";"74";"411"
"cc2d-7df7-bee9-ec7b-1792-aaf0-0660-08ee";"240401";"68";"4";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Blachowni, ul. Wspólna 5, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"1229";"1356";"345";"884";"1";"4";"1";"1";"0";"0";"0";"0";"1";"885";"1";"0";"885";"12";"5";"7";"0";"873";"372";"101";"51";"349"
"4139-5f73-9c5b-9913-6996-b948-850a-0f01";"240401";"68";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łojkach, Łojki ul. Długa 48, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"2000";"2181";"705";"1295";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1295";"0";"0";"1295";"27";"13";"14";"0";"1268";"508";"160";"82";"518"
"0908-da88-fcf8-ed61-4619-798c-c917-ed3b";"240401";"68";"6";"wieś";"stały";"Ochotnicza Straż Pożarna w Cisiu, Cisie ul. Cisiańska 63, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"520";"565";"185";"335";"0";"2";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"10";"3";"7";"0";"325";"131";"58";"17";"119"
"778e-d515-0d18-8b19-8c69-d81c-6e70-05be";"240401";"68";"7";"miasto";"zakład leczniczy";"Szpital im. Rudolfa Weigla, ul. Sosnowa 16, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"101";"102";"66";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"0";"0";"0";"0";"35";"14";"3";"2";"16"
"d366-ab70-db0e-688c-19e1-57ca-0439-f67e";"240401";"68";"8";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Sienkiewicza 6, 42-290 Blachownia";"gm. Blachownia";"częstochowski";"śląskie";"120";"115";"74";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"2";"1";"1";"0";"44";"9";"8";"5";"22"
"345f-c7f1-193d-0193-c3f8-6f3d-a8f2-a55b";"240402";"68";"1";"wieś";"stały";"Szkoła Podstawowa im. Wł. Broniewskiego w Dąbrowie Zielonej, pl. Kościuszki 49, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"1080";"1179";"388";"692";"0";"1";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"22";"4";"18";"0";"670";"182";"63";"47";"378"
"35e9-f20c-a537-b0a1-65f3-3849-28b5-183b";"240402";"68";"2";"wieś";"stały";"Szkoła Podstawowa w Olbrachcicach, Olbrachcice 146, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"980";"1073";"404";"576";"0";"6";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"8";"2";"6";"0";"568";"134";"59";"30";"345"
"a53c-0e88-5dc2-3f28-2aed-ea89-3fa7-1d37";"240402";"68";"3";"wieś";"stały";"Remiza OSP w Cielętnikach, Cielętniki ul. Placowa 2, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"330";"370";"130";"200";"0";"6";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"3";"1";"2";"0";"197";"76";"16";"6";"99"
"bb04-6070-2dcb-0c33-5e97-820c-d469-d122";"240402";"68";"4";"wieś";"stały";"Środowiskowy Dom Samopomocy w Soborzycach, Soborzyce pl. Wolności 1, 42-265 Dąbrowa Zielona";"gm. Dąbrowa Zielona";"częstochowski";"śląskie";"640";"712";"234";"406";"1";"6";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"11";"1";"10";"0";"395";"84";"42";"18";"251"
"7a7e-6ee8-17c2-d282-1522-e0b9-2964-41e1";"240403";"68";"1";"wieś";"stały";"Filia Gminnej Biblioteki Publicznej w Żurawiu, Żuraw ul. Kościelna 19, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"590";"669";"198";"392";"0";"2";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"10";"1";"9";"0";"382";"85";"47";"19";"231"
"87c5-d8f7-e6fb-7846-755e-0dc3-4adb-58eb";"240403";"68";"2";"wieś";"stały";"Szkoła Podstawowa im. Wł. Broniewskiego w Lusławicach, Lusławice 70, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"279";"310";"74";"205";"0";"1";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"9";"0";"9";"0";"196";"67";"19";"3";"107"
"5fae-9509-2c69-6eff-78ea-3469-2284-13d4";"240403";"68";"3";"wieś";"stały";"Szkoła Podstawowa im. Św. St. Kostki w Lgoczance, Lgoczanka 1, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"691";"737";"294";"397";"0";"2";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"16";"2";"14";"0";"381";"103";"27";"23";"228"
"7748-b314-cbc7-52fc-9af1-c146-dc01-2c6f";"240403";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Piasku, Piasek ul. Żurawska 2, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"640";"700";"231";"409";"0";"2";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"4";"0";"4";"0";"405";"61";"31";"27";"286"
"d70b-1626-0108-258d-a1e0-e766-2079-e205";"240403";"68";"5";"wieś";"stały";"Szkolne Schronisko Młodzieżowe w Siedlcu, Siedlec ul. Szkolna 8, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"390";"434";"142";"248";"0";"1";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"8";"2";"6";"0";"240";"64";"28";"7";"141"
"4b81-5f82-277d-95b6-f14d-a874-3ddf-e2f5";"240403";"68";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Janowie, ul. Szkolna 1, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"1070";"1194";"342";"728";"1";"16";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"20";"4";"16";"0";"708";"258";"79";"38";"333"
"3da7-bd2d-2734-5c4e-f567-6158-3af9-024e";"240403";"68";"7";"wieś";"stały";"Przedszkole w Złotym Potoku, Złoty Potok ul. Kościuszki 21 B, 42-253 Janów";"gm. Janów";"częstochowski";"śląskie";"800";"881";"249";"551";"0";"11";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"23";"4";"19";"0";"528";"152";"54";"18";"304"
"e18b-0b90-cae6-480b-1921-1747-286e-5b0d";"240404";"68";"1";"wieś";"stały";"Gminny Ośrodek Kultury Sportu i Rekreacji, ul. Konopnickiej 135, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"1309";"1432";"402";"907";"4";"7";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"11";"3";"8";"0";"896";"364";"129";"95";"308"
"c7bd-4dc6-2277-ead2-1090-4bb5-0e8d-c7ab";"240404";"68";"2";"wieś";"stały";"Gminna Hala Sportowa, ul. Konopnickiej 12B, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"1050";"1168";"335";"715";"2";"0";"1";"1";"0";"0";"0";"0";"1";"716";"1";"1";"715";"17";"5";"12";"0";"698";"296";"67";"70";"265"
"b4ff-e4f8-a985-19c8-1c15-a1d9-9fe0-1cc7";"240404";"68";"3";"wieś";"stały";"Przedszkole, Rudnik Wielki ul. Słoneczna 186, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"721";"771";"242";"479";"0";"5";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"10";"1";"9";"0";"469";"206";"63";"49";"151"
"04a5-1946-a7d8-58f3-9379-b7ee-6f23-fc4b";"240404";"68";"4";"wieś";"stały";"Budynek Gminny, Osiny ul. Częstochowska 165, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"589";"659";"213";"376";"0";"2";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"7";"1";"6";"0";"369";"145";"44";"42";"138"
"aa2f-0002-4b56-9f77-4cb0-7fd2-b18c-687f";"240404";"68";"5";"wieś";"stały";"Przedszkole, Zawisna 69, 42-260 Kamienica Polska";"gm. Kamienica Polska";"częstochowski";"śląskie";"430";"471";"160";"270";"0";"2";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"4";"1";"3";"0";"266";"90";"25";"24";"127"
"444a-f3dd-4ac2-0b0a-62ed-12c6-60c4-223f";"240405";"68";"1";"wieś";"stały";"Szkoła Kłomnice, ul. Szkolna 1, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"2129";"2310";"670";"1459";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1459";"0";"0";"1459";"26";"2";"24";"0";"1433";"529";"175";"89";"640"
"b0d9-22f2-df7d-d2e5-6120-02d5-bd23-fd4b";"240405";"68";"2";"wieś";"stały";"Gminny Ośrodek Kultury Kłomnice, ul. Częstochowska 96, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"610";"661";"288";"322";"0";"1";"0";"0";"0";"0";"0";"0";"0";"322";"0";"0";"322";"11";"6";"5";"0";"311";"103";"24";"21";"163"
"8aa6-663a-66d1-93dd-d641-440d-2e67-05ed";"240405";"68";"3";"wieś";"stały";"Szkoła Witkowice, Witkowice ul. Częstochowska 22, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"910";"1000";"311";"599";"1";"5";"0";"0";"0";"0";"0";"0";"0";"599";"0";"0";"599";"4";"0";"4";"0";"595";"208";"74";"35";"278"
"547b-2fa1-6178-941b-b7f8-8959-8400-da8c";"240405";"68";"4";"wieś";"stały";"Strażnica OSP Nieznanice, Nieznanice ul. Sobieskiego 1a, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"419";"461";"163";"256";"1";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"4";"1";"3";"0";"252";"85";"20";"17";"130"
"4fae-34a9-37f4-a202-3cd2-fb1b-d4a5-7c21";"240405";"68";"5";"wieś";"stały";"Świetlica OSP Zdrowa, Zdrowa ul. Kłomnicka 31, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"450";"499";"162";"288";"0";"1";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"3";"2";"1";"0";"285";"82";"38";"27";"138"
"1bb1-a5d3-8105-a9ea-029d-3327-9bc6-bb80";"240405";"68";"6";"wieś";"stały";"Szkoła Skrzydlów, Skrzydlów ul. Główna 6a, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"950";"1040";"392";"558";"0";"1";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"19";"10";"9";"0";"539";"96";"67";"45";"331"
"3c6c-770e-f26d-71f7-8b99-443a-df5e-db33";"240405";"68";"7";"wieś";"stały";"Przedszkole Rzeki Wielkie, Rzeki Wielkie ul. Główna 11, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"500";"553";"185";"315";"2";"1";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"7";"0";"7";"0";"308";"82";"37";"18";"171"
"2025-f64e-885b-ff0c-210e-7c19-3b04-3ec7";"240405";"68";"8";"wieś";"stały";"Szkoła Rzerzęczyce, Rzerzęczyce ul. Skrzydlowska 91, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"1440";"1562";"495";"945";"0";"1";"0";"0";"0";"0";"0";"0";"0";"945";"0";"0";"945";"25";"25";"0";"0";"920";"256";"99";"53";"512"
"b803-742c-3739-8a81-488b-0e8a-33b4-2d06";"240405";"68";"9";"wieś";"stały";"Szkoła Garnek, Garnek ul. Szkolna 18, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"1130";"1244";"449";"681";"1";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"9";"1";"8";"0";"672";"185";"95";"46";"346"
"4e0e-3ddc-a6ef-78d4-204a-388e-ee61-0c6c";"240405";"68";"10";"wieś";"stały";"Szkoła Zawada, Zawada ul. Częstochowska 8, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"789";"850";"305";"484";"3";"2";"0";"0";"0";"0";"0";"0";"0";"484";"0";"0";"484";"11";"1";"10";"0";"473";"106";"49";"18";"300"
"342d-c738-0853-3ae3-d659-4b1c-7f57-4174";"240405";"68";"11";"wieś";"stały";"Szkoła Konary, Konary ul. Szkolna 3, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"439";"482";"141";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"5";"1";"4";"0";"293";"82";"33";"23";"155"
"e4ee-61ae-3d78-4cfb-edeb-395f-1dff-0756";"240405";"68";"12";"wieś";"stały";"Strażnica OSP, Pacierzów ul. Częstochowska 29, 42-270 Kłomnice";"gm. Kłomnice";"częstochowski";"śląskie";"360";"391";"102";"258";"0";"0";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"8";"1";"7";"0";"250";"56";"32";"15";"147"
"0182-6668-8f00-b14c-a01b-297b-5268-d649";"240406";"68";"1";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Koniecpolu, ul. Armii Krajowej 26, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"760";"835";"272";"488";"1";"7";"0";"0";"0";"0";"0";"0";"0";"488";"0";"0";"488";"16";"1";"15";"0";"472";"138";"64";"17";"253"
"43e3-f6a5-b505-a125-a389-e19b-bbd3-44b5";"240406";"68";"2";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Koniecpolu, ul. Mickiewicza 26, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"1962";"2150";"717";"1245";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1243";"0";"0";"1243";"25";"7";"18";"0";"1218";"302";"100";"63";"753"
"f64d-991a-5d93-afe9-f6c0-1ddf-015b-43e9";"240406";"68";"3";"wieś";"stały";"Katolickie Stowarzyszenie Osób Niepełnosprawnych w Starym Koniecpolu, Stary Koniecpol ul. Częstochowska 150, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"738";"817";"326";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"15";"1";"14";"0";"397";"79";"29";"35";"254"
"1988-7527-935c-99e0-7f41-eba9-3046-c950";"240406";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Łysinach, Łysiny ul. Szkolna 14, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"670";"733";"282";"388";"0";"5";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"10";"0";"10";"0";"378";"85";"21";"22";"250"
"fc03-8059-d74a-1e04-9515-4877-b2d5-eb57";"240406";"68";"5";"wieś";"stały";"Remiza OSP w Kuźnicy Grodziskiej, Kuźnica Grodziska ul. Centralna 128, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"429";"471";"169";"260";"1";"4";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"9";"0";"9";"0";"251";"17";"9";"11";"214"
"49d1-05d4-2480-8490-4f64-e416-e5f2-ed1c";"240406";"68";"6";"wieś";"stały";"Szkoła Podstawowa w Rudnikach, Rudniki 1A, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"257";"293";"120";"137";"0";"1";"0";"0";"0";"0";"0";"0";"0";"137";"0";"0";"137";"4";"1";"3";"0";"133";"24";"10";"5";"94"
"74d3-a6dc-70cb-e8f0-f365-6b2c-234f-23b6";"240406";"68";"7";"miasto";"stały";"Hala Sportowa przy Szkole Podstawowej Nr 2 w Koniecpolu, ul. Szkolna 17, 42-230 Koniecpol";"gm. Koniecpol";"częstochowski";"śląskie";"2368";"2570";"863";"1505";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1505";"0";"0";"1505";"28";"3";"25";"0";"1477";"447";"157";"95";"778"
"8d6d-ada3-2a0d-34ac-43b6-cdeb-5bf8-6f0b";"240407";"68";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Aleksandrii, Aleksandria Pierwsza ul. Gościnna 130, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"679";"774";"235";"444";"0";"5";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"12";"6";"6";"0";"432";"176";"70";"24";"162"
"ea73-1037-4927-60f6-f3fb-2ecc-3b87-fb63";"240407";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Aleksandrii, Aleksandria Pierwsza ul. Gościnna 130, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"630";"696";"213";"417";"0";"2";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"6";"1";"5";"0";"411";"176";"66";"29";"140"
"88cc-e939-b47d-9ae9-208e-1bf9-48a8-5c36";"240407";"68";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kopalni, Kopalnia ul. Szkolna 2, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"420";"453";"149";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"2";"1";"1";"0";"269";"98";"34";"21";"116"
"b1ff-f6ad-59b7-37ef-57c1-d504-3fc4-3e9d";"240407";"68";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kopalni, Kopalnia ul. Szkolna 2, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"500";"541";"199";"301";"0";"1";"0";"0";"0";"0";"0";"0";"0";"301";"0";"0";"301";"1";"0";"1";"0";"300";"116";"26";"26";"132"
"db28-6a67-0f19-061c-23b6-e5dc-6953-46ea";"240407";"68";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Hutkach, Hutki 161, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"720";"812";"249";"471";"0";"5";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"13";"2";"11";"0";"458";"150";"47";"63";"198"
"6f7e-7d5c-cb55-7466-f745-9085-fcb8-499f";"240407";"68";"6";"wieś";"stały";"Remiza OSP w Jamkach, Jamki 112, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"489";"535";"184";"305";"0";"0";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"1";"0";"1";"0";"304";"95";"34";"16";"159"
"872a-7b0e-ad66-a1b8-a430-4f5c-c0a8-ea60";"240407";"68";"7";"wieś";"stały";"Hala Sportowa w Konopiskach, ul. Sportowa 7A, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"1029";"1130";"346";"683";"1";"2";"0";"0";"0";"0";"0";"0";"0";"683";"0";"0";"683";"8";"3";"5";"0";"675";"284";"95";"50";"246"
"9836-9764-a79d-f724-d9f6-4cec-544d-baeb";"240407";"68";"8";"wieś";"stały";"Hala Sportowa w Konopiskach, ul. Sportowa 7A, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"1169";"1287";"354";"815";"3";"2";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"10";"7";"3";"0";"805";"371";"92";"39";"303"
"c792-fca1-1f32-72fb-3254-3e38-e359-61d7";"240407";"68";"9";"wieś";"stały";"Szkoła Podstawowa w Jamkach-Korzonku, Korzonek 4, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"427";"476";"185";"242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"2";"0";"2";"0";"240";"93";"25";"18";"104"
"fe0a-7826-cceb-0deb-21d7-ad39-5296-49a4";"240407";"68";"10";"wieś";"stały";"Szkoła Podstawowa w Łaźcu, Łaziec 66, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"729";"804";"286";"443";"0";"0";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"4";"0";"4";"0";"439";"163";"52";"31";"193"
"5417-14f5-9e9c-cc01-c2b5-200a-fc46-1822";"240407";"68";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Rększowicach, Rększowice 78, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"680";"741";"266";"414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"8";"1";"7";"0";"406";"127";"31";"32";"216"
"f310-98f9-c3af-e095-4231-19f5-4c77-1909";"240407";"68";"12";"wieś";"stały";"Dom Koła Gospodyń Wiejskich ""Wygodzianka"", Wygoda 17, 42-274 Konopiska";"gm. Konopiska";"częstochowski";"śląskie";"389";"431";"112";"277";"1";"1";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"3";"1";"2";"0";"274";"112";"35";"21";"106"
"80b4-1714-a003-2ae8-de0a-485f-48e4-fe28";"240408";"68";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Pocztowa 2, 42-282 Kruszyna";"gm. Kruszyna";"częstochowski";"śląskie";"1217";"1344";"380";"837";"0";"3";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"11";"0";"11";"0";"826";"210";"99";"61";"456"
"2fea-96e2-c85a-5e87-bdb2-e6a7-9046-b7eb";"240408";"68";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Lgota Mała ul. Szkolna 1/3, 42-282 Kruszyna";"gm. Kruszyna";"częstochowski";"śląskie";"840";"928";"300";"540";"0";"0";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"9";"3";"6";"0";"531";"126";"58";"41";"306"
"467c-1d0e-8c25-f490-fb9b-c270-3e72-f0a5";"240408";"68";"3";"wieś";"stały";"Szkoła Podstawowa, Widzów ul. Żwirki i Wigury 16, 42-282 Kruszyna";"gm. Kruszyna";"częstochowski";"śląskie";"869";"956";"342";"527";"0";"1";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"12";"1";"11";"0";"515";"115";"82";"35";"283"
"73a5-a39c-9698-93ab-c625-95da-27e8-f1c2";"240408";"68";"4";"wieś";"stały";"Szkoła Podstawowa, Jacków ul. Szkolna 3, 42-282 Kruszyna";"gm. Kruszyna";"częstochowski";"śląskie";"670";"741";"244";"426";"0";"2";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"14";"4";"10";"0";"412";"101";"48";"30";"233"
"3d32-6d84-0a50-9e26-6655-3649-25ae-22db";"240409";"68";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Białej Wielkiej, Biała Wielka 153, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"350";"395";"146";"204";"0";"2";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"0";"2";"0";"202";"55";"19";"14";"114"
"c994-3cde-6f25-35d8-56f0-8194-6905-5335";"240409";"68";"2";"wieś";"stały";"Budynek byłej szkoły podstawowej w Drochlinie, Drochlin 73, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"380";"416";"154";"226";"2";"2";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"3";"0";"3";"0";"223";"37";"27";"16";"143"
"b5d0-608e-23e8-784b-70fc-8329-2371-94e0";"240409";"68";"3";"wieś";"stały";"Hala sportowa Zespołu Szkolno Przedszkolnego w Lelowie, ul. Szczekocińska 41, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"1180";"1219";"422";"758";"1";"11";"0";"0";"0";"0";"0";"0";"0";"758";"0";"0";"758";"15";"3";"12";"0";"743";"228";"69";"46";"400"
"52a1-228e-ee6d-68f7-65d4-e20a-7408-4915";"240409";"68";"4";"wieś";"stały";"Szkoła Podstawowa w Nakle, Nakło 197, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"409";"445";"194";"215";"0";"1";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"9";"0";"9";"0";"206";"58";"20";"11";"117"
"536b-b6ad-7afb-df27-92ea-c240-b21b-3efe";"240409";"68";"5";"wieś";"stały";"Świetlica Wiejska w Podlesiu, Podlesie ul. Krótka 3, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"580";"630";"231";"349";"0";"3";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"15";"1";"14";"0";"334";"43";"21";"16";"254"
"445e-b367-4480-5a92-969d-8cb3-51c6-d0c2";"240409";"68";"6";"wieś";"stały";"Świetlica Wiejska w Staromieściu, Staromieście 26, 42-235 Lelów";"gm. Lelów";"częstochowski";"śląskie";"758";"833";"225";"533";"1";"0";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"9";"3";"6";"0";"524";"56";"48";"27";"393"
