"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Waldemar BONKOWSKI";"Dariusz DRELICH";"Stanisław Józef LAMCZYK"
"dd15-85be-ff0f-1c90-4cbf-eb3c-c019-d66b";"220508";"63";"10";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Leźno ul. Aleja Lipowa 44, 80-298 Gdańsk-Kokoszki";"gm. Żukowo";"kartuski";"pomorskie";"1565";"1668";"453";"1112";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1112";"0";"0";"1112";"23";"5";"18";"0";"1089";"106";"407";"576"
"7936-f21c-103b-36ef-919d-dd11-4379-57dd";"220508";"63";"11";"wieś";"stały";"Szkoła Podstawowa im. Więźniów Obozu Stutthof, Niestępowo ul. Raduńska 62, 83-331 Przyjaźń";"gm. Żukowo";"kartuski";"pomorskie";"1522";"1668";"431";"1091";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1091";"0";"0";"1091";"12";"8";"4";"0";"1079";"120";"430";"529"
"1311-8ada-0b77-c5cd-5232-51f8-b639-d4d2";"220508";"63";"12";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, ul. Szkolna 2, 83-331 Przyjaźń";"gm. Żukowo";"kartuski";"pomorskie";"1660";"1823";"545";"1115";"0";"12";"2";"2";"0";"0";"0";"0";"2";"1117";"2";"0";"1117";"25";"8";"17";"0";"1092";"107";"422";"563"
"3fe0-9680-b244-2145-3b97-d5b2-c6f1-c7a1";"220508";"63";"13";"wieś";"stały";"Szkoła Podstawowa im. ks. dr Stanisława Sychowskiego, Skrzeszewo ul. Dworska 3, 83-331 Przyjaźń";"gm. Żukowo";"kartuski";"pomorskie";"1155";"1237";"531";"624";"0";"0";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"11";"3";"8";"0";"613";"68";"234";"311"
"0d0c-4f82-bd38-1f4f-9103-b43d-5cdb-deda";"220508";"63";"14";"wieś";"stały";"Szkoła Podstawowa im. Remusa, Glincz ul. Brzozowa 6, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1314";"1427";"359";"955";"1";"12";"0";"0";"0";"0";"0";"0";"0";"955";"0";"0";"955";"13";"6";"7";"0";"942";"93";"353";"496"
"8555-c8bc-e387-3230-223e-cf25-0661-d8bd";"220508";"63";"15";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Borkowo ul. Szkolna 2, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"955";"1010";"227";"728";"0";"2";"2";"2";"0";"0";"0";"0";"2";"730";"2";"0";"730";"8";"4";"4";"0";"722";"84";"225";"413"
"2b63-89cc-1598-4197-3a7d-5984-1b58-62fb";"220508";"63";"16";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Obrońców Wybrzeża, ul. Gdańska 66, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1760";"1908";"500";"1260";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"15";"3";"12";"0";"1241";"122";"432";"687"
"4d35-0561-468a-c095-3a72-966e-4197-0bfb";"220508";"63";"17";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Obrońców Wybrzeża, ul. Gdyńska 7, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1212";"1307";"277";"935";"0";"21";"1";"1";"0";"0";"0";"0";"1";"936";"1";"0";"936";"13";"5";"8";"0";"923";"76";"415";"432"
"97eb-a8bb-14ea-2dee-870b-c3e9-6d4d-6b93";"220508";"63";"18";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Heweliusza, ul. Armii Krajowej 2e, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1156";"1222";"307";"849";"0";"2";"0";"0";"0";"0";"0";"0";"0";"849";"0";"0";"849";"13";"13";"0";"0";"836";"99";"297";"440"
"13fd-84fa-109e-82ba-c56f-6cd0-41e5-37a7";"220508";"63";"19";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Heweliusza, ul. Armii Krajowej 2e, 83-330 Żukowo";"gm. Żukowo";"kartuski";"pomorskie";"1457";"1607";"301";"1156";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"16";"9";"7";"0";"1140";"100";"400";"640"
"411b-52ab-ad1d-5547-3244-1fc9-0399-19ee";"220601";"63";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1 w Kościerzynie, ul. 8 Marca 1, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1708";"1827";"555";"1153";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1153";"0";"0";"1153";"18";"11";"7";"0";"1135";"123";"309";"703"
"2f29-1098-3cf9-7a2e-2716-fed2-1752-65cc";"220601";"63";"2";"miasto";"stały";"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1250";"1380";"367";"882";"1";"20";"4";"4";"0";"0";"0";"0";"4";"887";"4";"0";"887";"20";"3";"17";"0";"867";"88";"266";"513"
"e0ed-039b-6edf-0f6b-ac26-eeea-c22e-c62c";"220601";"63";"3";"miasto";"stały";"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1611";"1720";"502";"1109";"0";"5";"1";"1";"0";"0";"0";"0";"1";"1109";"1";"0";"1109";"27";"10";"17";"0";"1082";"106";"380";"596"
"0fc3-a07d-895e-d1c7-ba15-47ff-9979-0155";"220601";"63";"4";"miasto";"stały";"Szkoła Podstawowa nr 6 w Kościerzynie, ul. Marii Skłodowskiej-Curie 19, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1558";"1670";"433";"1125";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1126";"1";"0";"1126";"29";"17";"12";"0";"1097";"109";"346";"642"
"b7a1-a3a5-5165-2533-9277-c694-ed51-665e";"220601";"63";"5";"miasto";"stały";"Szkoła Podstawowa nr 6 w Kościerzynie, ul. M. Skłodowskiej-Curie 19, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1250";"1352";"338";"912";"0";"1";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"24";"7";"17";"0";"888";"88";"249";"551"
"07f7-88da-88b9-d4b8-a5b3-6c21-86c1-a49f";"220601";"63";"6";"miasto";"stały";"Nadleśnictwo Państwowe Kościerzyna, ul. Marii Skłodowskiej-Curie 6, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1448";"1572";"336";"1112";"0";"4";"1";"1";"0";"0";"0";"0";"1";"1113";"1";"0";"1113";"19";"3";"16";"0";"1094";"96";"360";"638"
"f381-1619-6a1a-e626-7701-b5db-944f-3417";"220601";"63";"7";"miasto";"stały";"Szkoła Podstawowa nr 4 w Kościerzynie, ul. Szkolna 1, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1805";"1920";"621";"1184";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"28";"5";"23";"0";"1156";"97";"364";"695"
"dbb5-b7bf-9786-99d8-4d77-85f8-6857-50e4";"220601";"63";"8";"miasto";"stały";"Zespól Szkolno-Przedszkolny nr 2 w Kościerzynie, ul. Strzelecka 1, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1348";"1459";"523";"825";"0";"4";"1";"1";"0";"0";"0";"0";"1";"826";"1";"0";"826";"18";"5";"13";"0";"808";"107";"288";"413"
"6f85-4619-da14-fb86-e616-43f0-31b9-522f";"220601";"63";"9";"miasto";"stały";"Powiatowy Zespół Szkół Nr 1 w Kościerzynie, ul. Sikorskiego 1, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1395";"1524";"566";"829";"3";"9";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"22";"9";"13";"0";"807";"96";"251";"460"
"6ade-e552-9ab0-e72c-c6ca-6c0e-da5f-3c5a";"220601";"63";"10";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 3 w Kościerzynie, ul. Mestwina II 3, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1447";"1579";"426";"1021";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"15";"3";"12";"0";"1006";"125";"351";"530"
"6795-575a-4ee2-5f58-6707-18c2-4947-e959";"220601";"63";"11";"miasto";"stały";"Państwowa Szkoła Muzyczna w Kościerzynie, ul. Dworcowa 12, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"1454";"1556";"500";"954";"0";"2";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"22";"13";"9";"0";"932";"116";"306";"510"
"2e5c-e35a-b93f-16c8-a265-4d48-5324-529c";"220601";"63";"12";"miasto";"zakład leczniczy";"Szpital Specjalistyczny, ul. Piechowskiego 36, 83-400 Kościerzyna";"m. Kościerzyna";"kościerski";"pomorskie";"298";"293";"194";"104";"0";"0";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"4";"2";"2";"0";"100";"9";"53";"38"
"26bf-ca07-dc9a-dbb1-3209-05e9-f203-ed97";"220602";"63";"1";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Wyzwolenia 20, 83-425 Dziemiany";"gm. Dziemiany";"kościerski";"pomorskie";"1401";"1528";"375";"1026";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"24";"8";"16";"0";"1002";"133";"517";"352"
"6ecd-1c47-455f-fe59-1b53-0970-d174-cfe9";"220602";"63";"2";"wieś";"stały";"Szkoła Podstawowa im. gen. S. Sosabowskiego, Kalisz ul. Pomorska 8, 83-425 Dziemiany";"gm. Dziemiany";"kościerski";"pomorskie";"756";"793";"275";"481";"0";"8";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"14";"6";"8";"0";"467";"59";"249";"159"
"467c-1813-baa6-cc57-9da7-44b8-6a36-c636";"220602";"63";"3";"wieś";"stały";"Zespół Kształcenia i Wychowania, ul. Wyzwolenia 20, 83-425 Dziemiany";"gm. Dziemiany";"kościerski";"pomorskie";"956";"1071";"307";"649";"0";"19";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"5";"1";"4";"0";"644";"96";"344";"204"
"2649-dca6-2216-ba86-0821-f661-6421-97bb";"220603";"63";"1";"wieś";"stały";"Sala Sportowa w Karsinie, ul. Parkowa 10, 83-440 Karsin";"gm. Karsin";"kościerski";"pomorskie";"1853";"2054";"656";"1197";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1197";"0";"0";"1197";"29";"10";"19";"0";"1168";"132";"561";"475"
"c7cd-1e96-a638-b68f-8b51-67c6-4fed-417c";"220603";"63";"2";"wieś";"stały";"Szkoła Podstawowa w Wielu, Wiele ul. Wicka Rogali 7, 83-441 Karsin";"gm. Karsin";"kościerski";"pomorskie";"1901";"2076";"643";"1258";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1258";"0";"0";"1258";"21";"6";"15";"0";"1237";"183";"540";"514"
"2e4e-8df3-9f06-6d55-a141-1b23-60a9-ed64";"220603";"63";"3";"wieś";"stały";"Szkoła Podstawowa w Osowie, Osowo ul. Wielewska 23, 83-440 Karsin";"gm. Karsin";"kościerski";"pomorskie";"605";"645";"266";"339";"0";"2";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"3";"1";"2";"0";"336";"22";"172";"142"
"be91-32b2-e8dd-7d8f-dc3b-6141-2b17-cabf";"220603";"63";"4";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Cisewiu, Cisewie 35, 83-440 Cisewie";"gm. Karsin";"kościerski";"pomorskie";"67";"66";"29";"38";"0";"0";"0";"0";"0";"0";"0";"0";"0";"38";"0";"0";"38";"3";"3";"0";"0";"35";"13";"12";"10"
"2467-1789-fe81-0000-4d31-750c-33c7-fa1a";"220604";"63";"1";"wieś";"stały";"Szkoła Podstawowa w Wielkim Klinczu, ul. Szkolna 22, 83-423 Wielki Klincz";"gm. Kościerzyna";"kościerski";"pomorskie";"1556";"1697";"514";"1042";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1042";"0";"0";"1042";"27";"6";"21";"0";"1015";"119";"506";"390"
"076d-d1e4-4862-7875-3534-7361-26d2-0ce3";"220604";"63";"2";"wieś";"stały";"Sala wiejska w Niedamowie, Niedamowo 44A, 83-423 Wielki Klincz";"gm. Kościerzyna";"kościerski";"pomorskie";"656";"693";"209";"447";"0";"11";"0";"0";"0";"0";"0";"0";"0";"447";"0";"1";"446";"6";"1";"5";"0";"440";"85";"208";"147"
"4277-bf45-3aa0-247f-bf49-0a3b-e061-5e9d";"220604";"63";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Nowym Klinczu, Nowy Klincz Spacerowa 25, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"911";"955";"285";"626";"0";"4";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"9";"3";"6";"0";"617";"71";"261";"285"
"c5c7-a3d6-88e6-a81c-f022-e3ac-1fa3-327f";"220604";"63";"4";"wieś";"stały";"Sala wiejska w Nowej Wsi Kościerskiej, Nowa Wieś Kościerska 11B, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"701";"718";"266";"435";"1";"0";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"7";"3";"4";"0";"428";"50";"155";"223"
"2a5a-ab54-0de5-8f46-7d8f-cf17-50e0-2d2a";"220604";"63";"5";"wieś";"stały";"Zespół Kształcenia w Łubianie, ul. Szkolna 1, 83-407 Łubiana";"gm. Kościerzyna";"kościerski";"pomorskie";"1608";"1759";"384";"1224";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1224";"0";"0";"1224";"16";"3";"13";"0";"1208";"136";"503";"569"
"b481-e3b3-3fa3-e9aa-8da1-1b29-309f-4f02";"220604";"63";"6";"wieś";"stały";"Sala Wiejska w Skorzewie, Skorzewo Gen. Antoniego Zdrojewskiego 1, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"1100";"1180";"353";"747";"0";"3";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"17";"9";"8";"0";"730";"78";"358";"294"
"555e-2c63-af65-add6-4d3f-bbfa-bb02-8cce";"220604";"63";"7";"wieś";"stały";"Zespół Szkół w Wąglikowicach, ul. Kościerska 8, 83-406 Wąglikowice";"gm. Kościerzyna";"kościerski";"pomorskie";"800";"861";"270";"530";"0";"19";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"9";"1";"8";"0";"521";"62";"224";"235"
"8430-2dec-82f9-f336-948f-dae8-24a7-4ef2";"220604";"63";"8";"wieś";"stały";"Szkoła Podstawowa w Kaliskach, Kaliska Kościerskie Szkolna 7, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"750";"800";"328";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"7";"1";"6";"0";"415";"42";"144";"229"
"3642-50e9-1a93-fefe-26d3-3fa8-cee0-6e6e";"220604";"63";"9";"wieś";"stały";"Kompleks Wypoczynkowy ""SZARLOTA"", Szarlota 11, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"708";"755";"256";"452";"0";"18";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"5";"2";"3";"0";"447";"39";"147";"261"
"7803-8679-2ccb-67f2-32da-6b21-8bd9-85f2";"220604";"63";"10";"wieś";"stały";"Sala Wiejska, Młyńska 22, 83-407 Korne";"gm. Kościerzyna";"kościerski";"pomorskie";"708";"737";"253";"455";"0";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"13";"5";"8";"0";"442";"43";"210";"189"
"ead4-ea9a-82ac-65dd-85a3-4436-c86e-8c3e";"220604";"63";"11";"wieś";"stały";"Sala wiejska w Dobrogoszczu, Dobrogoszcz 89, 83-400 Kościerzyna";"gm. Kościerzyna";"kościerski";"pomorskie";"755";"821";"235";"520";"0";"1";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"15";"2";"13";"0";"505";"69";"211";"225"
"06b6-6379-2284-0e2f-135e-0486-e60b-2fdd";"220604";"63";"12";"wieś";"stały";"Szkoła Podstawowa w Wielkim Podlesiu, Wielki Podleś 12A, 83-423 Wielki Klincz";"gm. Kościerzyna";"kościerski";"pomorskie";"756";"813";"261";"495";"0";"4";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"4";"1";"3";"0";"491";"65";"259";"167"
"0efd-e24e-2e53-5333-6779-6603-81c9-32ab";"220605";"63";"1";"wieś";"stały";"GOKSiR, ul. Dworcowa 3, 83-420 Liniewo";"gm. Liniewo";"kościerski";"pomorskie";"1350";"1456";"472";"878";"2";"13";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"26";"6";"20";"0";"852";"180";"296";"376"
"33d1-49bc-9cca-aa21-ce6e-3ad7-6667-ff3b";"220605";"63";"2";"wieś";"stały";"Szkoła Podstawowa, ul. Wyzwolenia 4, 83-421 Wysin";"gm. Liniewo";"kościerski";"pomorskie";"890";"872";"413";"477";"0";"0";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"7";"1";"6";"0";"470";"102";"224";"144"
"1259-3a23-8a91-f54b-90d0-f961-7658-ac2f";"220605";"63";"3";"wieś";"stały";"Szkoła Podstawowa, Głodowo 16, 83-412 Głodowo";"gm. Liniewo";"kościerski";"pomorskie";"399";"489";"147";"252";"0";"2";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"3";"0";"3";"0";"248";"63";"115";"70"
"693e-f662-49b7-f013-4ff7-f155-d81f-7ff0";"220605";"63";"4";"wieś";"stały";"Zespół Oświatowy, Garczyn 11, 83-420 Liniewo";"gm. Liniewo";"kościerski";"pomorskie";"643";"716";"247";"396";"1";"4";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"12";"2";"10";"0";"384";"117";"136";"131"
"2221-53fe-49f2-5be1-d3e2-f3b9-8ca6-93ab";"220606";"63";"1";"wieś";"stały";"Urząd Gminy Lipusz, ul. Wybickiego 27, 83-424 Lipusz";"gm. Lipusz";"kościerski";"pomorskie";"955";"998";"316";"639";"0";"0";"1";"1";"0";"0";"0";"0";"1";"640";"1";"0";"640";"19";"8";"11";"0";"621";"87";"314";"220"
"9628-79ca-dda8-7782-a4d7-5e36-a82c-5470";"220606";"63";"2";"wieś";"stały";"Gminny Ośrodek Kultury Sportu i Rekreacji, Młyńska 12, 83-424 Lipusz";"gm. Lipusz";"kościerski";"pomorskie";"801";"870";"230";"571";"2";"4";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"14";"6";"8";"0";"556";"68";"310";"178"
"a929-b25f-e27f-b9ad-8215-980d-11b6-2b6d";"220606";"63";"3";"wieś";"stały";"Ochotnicza Straż Pożarna, Młyńska 18, 83-424 Lipusz";"gm. Lipusz";"kościerski";"pomorskie";"854";"954";"240";"614";"0";"9";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"16";"3";"13";"0";"598";"86";"307";"205"
"a71b-ce3f-4db0-da3c-5a8d-42fd-f435-e9a6";"220607";"63";"1";"wieś";"stały";"Szkoła Podstawowa im. dra Aleksandra Majkowskiego w Nowej Karczmie, ul. Szkolna 4, 83-404 Nowa Karczma";"gm. Nowa Karczma";"kościerski";"pomorskie";"999";"1059";"317";"682";"0";"6";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"30";"1";"29";"0";"652";"68";"278";"306"
"15f9-3ba3-bddd-7056-99f3-04d0-6606-d25d";"220607";"63";"2";"wieś";"stały";"Gminny Ośrodek Kultury Sportu i Rekreacji w Nowej Karczmie, Szkolna 5, 83-404 Nowa Karczma";"gm. Nowa Karczma";"kościerski";"pomorskie";"1000";"1105";"425";"575";"0";"17";"0";"0";"0";"0";"0";"0";"0";"575";"0";"0";"575";"22";"4";"18";"0";"553";"78";"236";"239"
"dded-4050-b21c-8e11-67a6-5e90-bf7b-d349";"220607";"63";"3";"wieś";"stały";"Szkoła Podstawowa w Lubaniu im. Braci Czarlińskich, Lubań Braci Czarlińskich 23, 83-422 Nowy Barkoczyn";"gm. Nowa Karczma";"kościerski";"pomorskie";"690";"754";"259";"431";"1";"0";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"14";"5";"9";"0";"417";"66";"148";"203"
"6a2b-8f47-e130-b3d4-0bb1-0a64-18de-40a2";"220607";"63";"4";"wieś";"stały";"Szkoła Podstawowa w Lubaniu im. Braci Czarlińskich, Lubań Braci Czarlińskich 23, 83-422 Nowy Barkoczyn";"gm. Nowa Karczma";"kościerski";"pomorskie";"997";"1058";"375";"622";"0";"2";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"13";"0";"13";"0";"609";"93";"301";"215"
"5407-29bc-abbb-9fa9-bdfb-2b6f-8a42-9f94";"220607";"63";"5";"wieś";"stały";"Zespół Szkół w Grabowie Kościerskim, Starowiejska 68, 83-403 Grabowo Kościerskie";"gm. Nowa Karczma";"kościerski";"pomorskie";"1134";"1222";"477";"657";"0";"4";"0";"0";"0";"0";"0";"0";"0";"657";"0";"0";"657";"29";"7";"22";"0";"628";"74";"306";"248"
"6f28-0b64-3368-0543-a9ec-8dc2-cb3a-4ced";"220608";"63";"1";"wieś";"stały";"Zespół Kształcenia i Wychowania, Tysiąclecia 25, 83-430 Stara Kiszewa";"gm. Stara Kiszewa";"kościerski";"pomorskie";"1199";"1325";"423";"776";"0";"15";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"22";"4";"18";"0";"754";"119";"268";"367"
"c94b-ef5f-c06a-1428-f0c2-4717-c5a9-ea13";"220608";"63";"2";"wieś";"stały";"Świetlica, Górne Maliki 1, 83-430 Stara Kiszewa";"gm. Stara Kiszewa";"kościerski";"pomorskie";"602";"623";"238";"364";"2";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"7";"4";"3";"0";"357";"53";"207";"97"
"be25-93e4-f0fe-b195-f6d7-3a61-b8c8-326f";"220608";"63";"3";"wieś";"stały";"Świetlica, Stary Bukowiec 25, 83-431 Stary Bukowiec";"gm. Stara Kiszewa";"kościerski";"pomorskie";"600";"664";"226";"374";"1";"4";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"5";"0";"5";"0";"369";"64";"173";"132"
"eed9-9be3-766b-1725-9870-8927-48ed-ef11";"220608";"63";"4";"wieś";"stały";"Zespół Szkół, Stare Polaszki 33, 83-433 Stare Polaszki";"gm. Stara Kiszewa";"kościerski";"pomorskie";"1036";"1102";"385";"651";"5";"4";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"4";"3";"1";"0";"647";"92";"314";"241"
"49fe-70d7-48ef-e421-39f9-7ebf-ed06-7a8f";"220608";"63";"5";"wieś";"stały";"Urząd Gminy, Ogrodowa 1, 83-430 Stara Kiszewa";"gm. Stara Kiszewa";"kościerski";"pomorskie";"1406";"1548";"585";"821";"1";"23";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"12";"2";"10";"0";"809";"136";"348";"325"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
