"Kod TERYT";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Barbara Anna NOWACKA - nr na liście 1";"Kazimierz Florian PLOCKE - nr na liście 2";"Zbigniew Marek KONWIŃSKI - nr na liście 3";"Henryka Krystyna KRZYWONOS-STRYCHARSKA - nr na liście 4";"Leszek Jacek BONNA - nr na liście 5";"Tadeusz AZIEWICZ - nr na liście 6";"Grzegorz Witold FURGO - nr na liście 7";"Radomir SZUMEŁDA - nr na liście 8";"Janina KWIECIEŃ - nr na liście 9";"Danuta Krystyna WAWROWSKA - nr na liście 10";"Rafał Bogusław SZLAS - nr na liście 11";"Arkadiusz Wacław DZIERŻYŃSKI - nr na liście 12";"Krystyna ŁUCZYCKA - nr na liście 13";"Marika DOMOZYCH - nr na liście 14";"Andrzej Franciszek STRUK - nr na liście 15";"Karolina Justyna SZCZYGIEŁ - nr na liście 16";"Iwona Teresa MIELEWCZYK - nr na liście 17";"Jaromir Jacek SZROEDER - nr na liście 18";"Jolanta Maria KALINOWSKA - nr na liście 19";"Anna Monika WOJTUNIK - nr na liście 20";"Elżbieta SINGER - nr na liście 21";"Iwona Maria RYCKIEWICZ - nr na liście 22";"Adam BONDARENKO - nr na liście 23";"Hubert Konrad NAMYŚLAK - nr na liście 24";"Tomasz Szczepan SOPYŁŁO - nr na liście 25";"Igor SKÓRZYBÓT - nr na liście 26";"Piotr Witold WITTBRODT - nr na liście 27";"Marek Artur DĄBKOWSKI - nr na liście 28";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Artur Erwin DZIAMBOR - nr na liście 1";"Andrzej Mirosław KOZIEŁ - nr na liście 2";"Marcin Piotr WAŁDOCH - nr na liście 3";"Tomasz Jan KŁECZEK - nr na liście 4";"Adam LOTKOWSKI - nr na liście 5";"Michał Maciej TRUSZKOWSKI - nr na liście 6";"Wiesława Helena SZYMCZAK - nr na liście 7";"Jarosław GRYŃ - nr na liście 8";"Magdalena STUPKIEWICZ - nr na liście 9";"Piotr Sławomir BRUC - nr na liście 10";"Arkadiusz Krzysztof ŚWIECZKOWSKI - nr na liście 11";"Łukasz Dariusz WIECZOREK - nr na liście 12";"Agnieszka SYPNIEWSKA-MARCZYK - nr na liście 13";"Bartłomiej Wojciech GŁOWACKI - nr na liście 14";"Michał DYSZER - nr na liście 15";"Krzysztof Wiktor KOZŁOWSKI - nr na liście 16";"Damian Piotr JARZĘBIŃSKI - nr na liście 17";"Edyta KUBIAK - nr na liście 18";"Paulina Anna SZYNAKA - nr na liście 19";"Katarzyna Anna WARCIKOWSKA - nr na liście 20";"Paweł Przemysław POKRYFKA - nr na liście 21";"Agnieszka Wiktoria SZCZEPANIAK - nr na liście 22";"Małgorzata PAPROCKA - nr na liście 23";"Gabriela Teresa DUDA - nr na liście 24";"Zuzanna Dominika TRELA - nr na liście 25";"Sylwia Katarzyna SUGIER - nr na liście 26";"Maria Joanna ZBLEWSKA - nr na liście 27";"Przemysław Emil LIPSKI - nr na liście 28";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Marek BIERNACKI - nr na liście 1";"Marek Jerzy TOCZEK - nr na liście 2";"Radosław Jan SZATKOWSKI - nr na liście 3";"Czesław Andrzej ELZANOWSKI - nr na liście 4";"Jerzy Andrzej TKACZYK - nr na liście 5";"Łukasz Jan LESNER - nr na liście 6";"Mirosław Józef MASZLUCH - nr na liście 7";"Michał Rajmund GRUCHAŁA - nr na liście 8";"Elżbieta GNIAZDOWSKA - nr na liście 9";"Krzysztof Robert BUJANOWICZ - nr na liście 10";"Krzysztof Ludwik PRUSZAK - nr na liście 11";"Aldona Maria SZOSTAKIEWICZ - nr na liście 12";"Leszek Andrzej ZAWADZKI - nr na liście 13";"Anna MIKOŁAJCZYK - nr na liście 14";"Tadeusz KELIŃSKI - nr na liście 15";"Irena Maria MARKOWSKA - nr na liście 16";"Krzysztof Józef ZARZECKI - nr na liście 17";"Danuta ZIELIŃSKA - nr na liście 18";"Anita Monika LUBCZYŃSKA-KIEŁPIŃSKA - nr na liście 19";"Marta Karolina KAMROWSKA - nr na liście 20";"Bogusława KONCZANIN - nr na liście 21";"Jarosław Andrzej KRZEKOTOWSKI - nr na liście 22";"Bożena Barbara PIANKOWSKA - nr na liście 23";"Jacek Piotr KACZMAREK - nr na liście 24";"Wojciech Wiesław PRZYBYLSKI - nr na liście 25";"Krystyna Stefania DORNIAK - nr na liście 26";"Janusz Bogdan KUPCEWICZ - nr na liście 27";"Dariusz Franciszek MĘCZYKOWSKI - nr na liście 28";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marcin Michał HORAŁA - nr na liście 1";"Aleksander Mikołaj MRÓWCZYŃSKI - nr na liście 2";"Piotr Józef MÜLLER - nr na liście 3";"Janusz ŚNIADEK - nr na liście 4";"Małgorzata Grażyna ZWIERCAN - nr na liście 5";"Ryszard Janusz ZARUDZKI - nr na liście 6";"Magdalena Joanna SROKA - nr na liście 7";"Mariusz Wojciech ŁUCZYK - nr na liście 8";"Piotr Mariusz KARCZEWSKI - nr na liście 9";"Roman Witold DAMBEK - nr na liście 10";"Adam TREDER - nr na liście 11";"Marcin Paweł DREWA - nr na liście 12";"Krzysztof Adam WETTA - nr na liście 13";"Violetta Lilianna MACKIEWICZ-SASIAK - nr na liście 14";"Paweł STOLARCZYK - nr na liście 15";"Andrzej LEYK - nr na liście 16";"Wiesława Barbara BUNIOWSKA - nr na liście 17";"Anna LIS - nr na liście 18";"Danuta Jadwiga BIAŁOOKA-KOSTENECKA - nr na liście 19";"Jan KUŻOWNIK - nr na liście 20";"Mariusz Krzysztof BIROSZ - nr na liście 21";"Monika TOBOLSKA - nr na liście 22";"Anna Marta WAŃTUCHOWICZ - nr na liście 23";"Andrzej Grzegorz BYSTRON - nr na liście 24";"Urszula Grażyna KRYGIER-NOWAK - nr na liście 25";"Arleta KURZELEWSKA - nr na liście 26";"Michał Bartosz KOWALSKI - nr na liście 27";"Kazimierz KLAWITER - nr na liście 28";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Joanna SENYSZYN - nr na liście 1";"Marek Andrzej RUTKA - nr na liście 2";"Karolina HASKA - nr na liście 3";"Anna Beata ŁUKASZEWICZ - nr na liście 4";"Adam Marek LUBIEWSKI - nr na liście 5";"Bożena Leokadia SZUBIŃSKA - nr na liście 6";"Jan Stanisław PONULAK - nr na liście 7";"Marzena KUTWA - nr na liście 8";"Katarzyna Gabriela WIRKUS - nr na liście 9";"Jacek Heliodor LAMPART - nr na liście 10";"Beata Krystyna GAJEWSKA - nr na liście 11";"Ryszard Zygmunt KWIATKOWSKI - nr na liście 12";"Jakub Mikołaj ŻYNIS - nr na liście 13";"Krzysztof Kazimierz KOZIOŁ - nr na liście 14";"Maciej JAROSZ - nr na liście 15";"Beata Krystyna STENCEL - nr na liście 16";"Michał Stanisław KOWALEWSKI - nr na liście 17";"Rafał Marcin MARCIAK - nr na liście 18";"Anna ZAJĄCZKOWSKA - nr na liście 19";"Grażyna Teresa CZUBALA - nr na liście 20";"Wojciech LAMENTOWICZ - nr na liście 21";"Andrzej SZCZOTKOWSKI - nr na liście 22";"Magdalena Karolina DRYWA - nr na liście 23";"Paweł Władysław WEKWERT - nr na liście 24";"Magdalena Jadwiga STRZELECKA - nr na liście 25";"Jacek Ignacy SŁUPECKI - nr na liście 26";"Dominika Wirginia NOWAK - nr na liście 27";"Marcin Tomasz STRZELCZYK - nr na liście 28";"Liczba obwodów"
"220100";"bytowski";"pomorskie";56551;60117;23979;32572;19;217;5;5;0;1;0;0;4;32573;4;0;32573;443;252;191;0;32130;8576;2879;119;663;412;311;44;37;60;162;68;31;22;59;22;71;40;79;2726;38;16;27;500;55;15;10;17;33;60;2137;900;123;193;41;102;36;77;51;47;35;14;47;38;32;41;37;25;47;25;8;29;24;15;31;21;7;46;45;3018;1170;112;70;43;59;67;843;69;65;19;33;34;42;65;27;30;11;42;24;21;10;4;16;22;7;17;21;75;14047;3372;533;3196;611;220;163;629;2933;377;53;631;55;54;42;71;178;39;214;12;19;14;41;18;17;31;26;172;326;4352;1168;172;102;62;43;50;1015;62;1298;30;41;28;15;29;22;26;18;15;25;9;7;6;19;8;13;10;24;35;67
"220200";"chojnicki";"pomorskie";68877;73210;25968;42909;44;318;11;11;7;0;0;0;4;42908;4;0;42908;514;294;220;0;42394;12996;4241;65;81;421;6201;50;46;46;113;34;24;18;244;76;57;37;37;43;46;17;235;13;711;9;7;23;20;81;3033;1007;126;752;50;128;51;94;40;52;37;27;72;36;21;47;33;17;93;27;12;39;28;25;41;21;15;64;78;3401;1511;112;58;49;61;40;33;370;85;39;39;49;324;89;20;51;15;107;25;48;28;8;28;38;16;25;13;120;19217;3647;10570;796;417;183;152;986;131;287;118;80;77;62;71;102;39;55;288;21;18;39;239;14;30;36;70;568;121;3747;1965;398;232;95;47;121;27;123;110;44;52;36;25;52;39;79;28;17;47;16;26;10;27;5;17;6;49;54;69
"220300";"człuchowski";"pomorskie";42251;44358;19477;22774;16;167;0;0;0;0;0;0;0;22774;0;0;22774;444;290;154;0;22330;7720;2323;48;162;182;510;26;35;30;63;32;19;19;1247;20;28;34;35;15;33;14;11;9;2746;12;6;10;8;43;1419;506;110;141;34;69;26;36;27;30;24;24;46;27;19;16;36;12;53;11;5;8;22;18;18;23;10;29;39;2060;771;79;53;40;65;33;36;86;56;27;21;37;28;62;16;26;19;48;13;15;398;7;17;34;16;9;12;36;8432;2294;2441;401;308;164;149;581;140;139;72;48;66;32;59;66;10;34;167;14;16;403;63;11;47;22;403;242;40;2699;1296;157;127;63;38;51;69;57;61;26;48;18;20;395;42;24;17;17;43;15;13;5;14;5;14;8;13;43;57
"220500";"kartuski";"pomorskie";91565;99529;26259;65307;37;802;11;11;0;0;0;0;11;65297;11;3;65294;792;463;329;0;64502;20666;7049;652;186;2003;93;649;209;304;6965;91;201;44;110;109;544;126;267;119;105;48;68;35;45;44;15;77;340;168;4788;1837;239;155;76;257;103;131;78;102;87;120;115;71;105;326;71;316;125;52;22;47;30;37;46;60;19;53;108;5251;2258;180;123;49;116;93;46;145;109;52;40;79;78;108;156;75;31;118;41;50;15;14;33;54;25;158;76;929;29265;11550;586;1178;1551;880;526;2164;204;1475;372;490;304;179;113;142;1821;78;476;45;28;34;84;33;2981;38;72;1153;708;4532;2200;431;301;83;72;145;31;136;67;69;80;34;47;51;79;87;45;43;76;35;35;6;77;4;31;132;62;73;75
"220600";"kościerski";"pomorskie";50479;54689;17106;33373;21;343;9;9;0;0;0;0;9;33378;9;0;33378;473;269;204;0;32905;7444;3749;748;123;720;148;103;50;117;454;60;60;24;59;49;238;43;118;112;66;15;64;16;27;13;10;20;156;82;2504;1055;135;139;72;89;63;75;29;49;29;94;49;41;30;66;33;82;73;20;11;29;24;17;32;24;15;62;67;5055;932;126;39;22;83;24;19;58;52;27;25;27;29;48;16;24;16;69;16;27;6;6;80;42;5;30;24;3183;15217;5074;470;691;815;566;366;1978;150;3232;132;151;89;74;37;80;77;42;220;25;16;19;38;13;221;28;33;378;202;2685;1342;266;130;48;42;54;16;78;83;30;41;19;17;39;24;180;30;23;36;16;14;4;37;4;15;13;34;50;48
"220800";"lęborski";"pomorskie";45632;49089;16820;28810;25;398;3;3;0;0;0;0;3;28811;3;0;28811;390;250;140;0;28421;9931;4689;318;259;514;43;55;54;55;133;54;54;21;47;29;58;47;462;65;40;20;19;13;14;1868;782;93;68;57;2217;872;110;73;39;63;46;58;300;34;32;23;52;44;20;39;36;22;90;29;9;27;31;26;36;24;10;18;54;2718;840;65;66;20;49;52;29;41;57;54;1004;31;26;60;29;42;15;45;12;19;4;19;13;12;15;10;19;70;9900;3513;258;2453;352;256;117;342;86;143;56;169;80;807;59;72;85;25;220;22;88;14;42;11;14;88;31;349;148;3655;1992;368;156;68;38;124;20;90;41;100;76;22;19;35;35;37;8;28;176;14;21;2;54;19;31;6;31;44;46
"221100";"pucki";"pomorskie";60600;66256;18340;42260;28;1335;2;2;1;0;0;0;1;42255;1;0;42255;497;281;216;0;41758;15611;5384;5002;93;951;53;281;98;158;102;38;241;285;61;124;1371;67;89;48;60;542;29;15;15;9;10;48;294;143;2991;1397;176;110;82;143;63;94;54;55;82;30;71;51;30;40;36;28;79;40;14;27;34;32;32;49;11;30;101;3365;1214;138;309;27;624;109;23;75;207;40;25;53;38;71;18;29;17;69;22;30;9;5;13;31;15;10;70;74;15406;7590;267;295;647;588;129;448;82;159;110;87;235;57;71;100;33;327;209;43;22;22;46;30;28;22;31;3179;549;4385;2238;533;282;90;53;112;33;129;61;47;96;59;55;43;39;56;40;53;62;16;35;21;41;9;31;20;55;76;53
"221200";"słupski";"pomorskie";69719;74506;30466;39254;54;958;4;4;0;0;0;0;4;39254;4;6;39248;568;343;225;0;38680;12067;4614;185;4089;500;67;55;49;54;169;1286;48;36;72;38;61;61;176;90;65;26;29;16;32;81;17;31;32;88;2383;892;147;102;61;110;66;81;53;50;46;28;62;56;51;35;43;21;88;21;18;28;36;58;44;27;12;38;109;3586;1616;146;106;317;96;63;61;89;101;47;36;280;63;119;32;42;21;94;22;36;15;11;18;37;17;19;29;53;14422;3128;394;7193;477;325;142;372;216;180;45;390;50;55;80;88;53;33;255;33;24;26;57;336;13;51;39;279;88;6222;2978;513;297;410;73;144;144;212;116;76;111;167;92;67;59;62;45;43;79;16;9;39;63;214;43;28;51;71;88
"221500";"wejherowski";"pomorskie";145121;157388;43794;101325;74;644;13;13;1;0;0;0;12;101322;12;7;101315;1130;674;456;0;100185;36296;13389;4260;258;2955;116;970;304;776;460;120;6025;120;170;303;769;402;353;116;154;179;115;45;43;114;52;114;3294;320;8344;3822;453;215;518;376;223;236;133;162;266;80;185;142;111;101;141;82;242;76;45;94;84;79;99;86;33;53;207;7551;3290;302;445;107;140;374;66;201;293;571;66;132;92;235;83;107;45;161;36;80;25;22;67;97;52;55;206;201;36694;18687;602;1087;1799;1971;329;1096;177;446;248;275;2810;192;507;187;217;135;610;82;39;47;125;59;163;69;95;2138;2502;11300;5596;1309;1033;237;198;335;43;305;149;111;232;106;127;111;111;118;80;89;158;41;138;23;162;20;101;41;140;186;105
"226200";"Gdynia";"pomorskie";176417;187565;40414;136042;164;1857;33;33;0;1;0;0;32;136016;32;25;135991;845;369;476;0;135146;61672;34859;1112;440;5337;218;7120;876;2511;563;234;370;436;252;1445;626;291;321;186;254;275;149;102;83;87;42;183;1934;1366;9980;5886;558;284;160;371;215;214;106;160;114;102;157;178;130;81;87;58;240;86;45;104;89;152;57;97;22;71;156;7603;4347;313;188;47;129;109;59;166;265;65;36;112;78;194;22;94;39;154;41;116;27;17;49;76;54;50;552;204;34933;24782;364;818;2043;2447;226;557;139;220;310;104;147;72;94;665;58;52;339;112;17;32;89;34;42;46;68;475;581;20958;11427;2977;1465;329;155;676;61;353;215;144;411;110;337;93;156;126;108;224;220;50;117;32;212;30;101;87;199;543;118
"226300";"Słupsk";"pomorskie";65415;68457;22769;42646;43;323;9;8;4;0;0;0;4;42645;4;2;42643;372;207;165;0;42271;15229;5657;118;6932;513;55;32;49;49;91;1057;40;25;43;40;51;53;77;78;35;29;20;14;46;8;4;23;33;57;2568;1160;136;91;62;100;52;91;56;56;48;29;52;45;38;35;25;24;84;25;23;32;12;36;28;43;11;39;135;2524;1323;80;88;188;47;28;41;50;91;28;19;122;40;63;17;28;16;61;8;23;18;6;25;32;10;11;16;45;14049;2442;241;8784;322;279;69;196;59;110;33;828;21;39;61;71;14;13;164;14;12;7;28;52;4;19;25;67;75;7901;4203;805;285;538;62;158;142;353;102;64;121;310;82;53;51;67;33;33;57;22;21;40;39;31;49;48;63;69;47
