"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Andrzej Franciszek LASAK";"Jacek Władysław WŁOSOWICZ"
"2a54-dc46-e399-c718-c81c-94da-c488-02ce";"261305";"81";"4";"wieś";"stały";"Szkoła Podstawowa w Kuczkowie, Kuczków 38, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"370";"398";"149";"221";"1";"3";"0";"0";"0";"0";"0";"0";"0";"221";"0";"0";"221";"11";"2";"9";"0";"210";"56";"154"
"aba8-b7ec-9a64-9b22-a8bc-96ce-5a4f-31ba";"261305";"81";"5";"wieś";"stały";"Remiza OSP w Woli Czaryskiej, Wola Czaryska 20, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"310";"338";"143";"167";"0";"0";"0";"0";"0";"0";"0";"0";"0";"167";"0";"0";"167";"6";"1";"5";"0";"161";"52";"109"
"7cbc-e10c-9e69-3065-4515-54b3-6824-370f";"261305";"81";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Żelisławicach, Żelisławice 13, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"610";"657";"207";"403";"0";"3";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"8";"3";"5";"0";"395";"128";"267"
"fec2-a3aa-bc99-0faa-2d6a-abd4-1725-ef77";"261305";"81";"7";"wieś";"stały";"Remiza OSP w Wałkonowach Dolnych, Wałkonowy Dolne 36, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"440";"479";"211";"229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"9";"0";"9";"0";"220";"60";"160"
"193a-52fe-834b-3bc6-f872-017e-92e1-4cd4";"261305";"81";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Woli Czaryskiej, Wola Czaryska 92, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"53";"49";"30";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"0";"0";"0";"0";"23";"13";"10"
"5f90-8bac-2ead-6497-0fbd-3ec7-57e5-7cab";"261306";"81";"1";"miasto";"stały";"Powiatowe Centrum Kulturalno-Rekreacyjne we Włoszczowie, ul. Koniecpolska 42, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"973";"1080";"238";"735";"1";"3";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"20";"8";"12";"0";"715";"289";"426"
"ffcd-23c3-0cd0-fb50-731d-2fef-f8b1-09f1";"261306";"81";"2";"miasto";"stały";"Biblioteka Publiczna we Włoszczowie, ul. Kościuszki 11, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1719";"1859";"533";"1186";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1186";"0";"0";"1186";"29";"8";"21";"0";"1157";"492";"665"
"0791-302a-561d-cbab-ab04-05ac-7354-a648";"261306";"81";"3";"miasto";"stały";"Hala Sportowa-Ośrodka Sportu i Rekreacji we Włoszczowie, ul. Wiśniowa 2, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"930";"1002";"270";"660";"0";"6";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"14";"6";"8";"0";"646";"306";"340"
"14d1-d520-3a31-8941-13e5-3f26-8961-e7b6";"261306";"81";"4";"miasto";"stały";"Internat Zespołu Szkół Nr 3 im. Stanisława Staszica we Włoszczowie, ul. Wiśniowa 23, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"2056";"2131";"754";"1302";"1";"6";"1";"1";"0";"0";"0";"0";"1";"1303";"1";"0";"1303";"41";"18";"23";"0";"1262";"594";"668"
"3de3-0177-c863-b440-f264-daec-df89-1359";"261306";"81";"5";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Partyzantów Ziemi Włoszczowskiej we Włoszczowie, ul. Różana 16, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1850";"2071";"600";"1250";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1250";"0";"0";"1250";"38";"17";"21";"0";"1212";"689";"523"
"663a-c796-8d3e-6d35-6fd1-0c5e-bd05-a685";"261306";"81";"6";"wieś";"stały";"Zespół Placówek Oświatowych w Koniecznie, Konieczno 80, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1715";"1874";"717";"998";"2";"2";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"31";"5";"26";"0";"967";"338";"629"
"059b-a5ab-4771-e31a-088c-92ab-78dd-a900";"261306";"81";"7";"wieś";"stały";"Szkoła Podstawowa im. Wincentego Przybyszewskiego w Bebelnie, Bebelno-Wieś 85, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"742";"810";"305";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"5";"2";"3";"0";"432";"146";"286"
"ae06-ad84-3855-6ff9-11a8-e545-3b65-a908";"261306";"81";"8";"wieś";"stały";"Niepubliczne Przedszkole „Kubuś Puchatek” w Woli Wiśniowej, Wola Wiśniowa 95, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1087";"1189";"436";"651";"1";"1";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"17";"4";"13";"0";"634";"209";"425"
"28b0-7ffb-ab75-6ff3-8cd5-8077-25c8-c59c";"261306";"81";"9";"wieś";"stały";"Szkoła Podstawowa im. Stefana Czarnieckiego w Czarncy, Ul. Szkolna 16A, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1355";"1491";"538";"817";"0";"2";"0";"0";"0";"0";"0";"0";"0";"817";"0";"0";"817";"27";"9";"18";"0";"790";"261";"529"
"7c8e-6e6b-6114-1e12-6c2c-1027-d236-7955";"261306";"81";"10";"wieś";"stały";"Strażnica OSP w Międzylesiu, Międzylesie 12, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"777";"847";"307";"470";"0";"0";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"6";"0";"6";"0";"464";"119";"345"
"179c-25d5-6267-6ea4-5371-0c97-af1e-bf0b";"261306";"81";"11";"wieś";"stały";"Dom Kultury we Włoszczowie filia w Kurzelowie, Kurzelów ul. Kielecka 11, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"1280";"1414";"454";"826";"2";"4";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"11";"4";"7";"0";"810";"215";"595"
"3643-1e64-063e-de31-6b1e-9d91-4faa-4380";"261306";"81";"12";"miasto";"zakład leczniczy";"Zespół Opieki Zdrowotnej we Włoszczowie-Szpital Powiatowy im. Jana Pawła II, ul. Żeromskiego 28, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"184";"132";"140";"44";"0";"2";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"2";"0";"2";"0";"42";"15";"27"
"9e5f-4bde-cf3e-c3ba-61a3-eb59-2093-63b9";"261306";"81";"13";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej we Włoszczowie, ul. Koniecpolska 20, 29-100 Włoszczowa";"gm. Włoszczowa";"włoszczowski";"świętokrzyskie";"81";"81";"35";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"6";"3";"3";"0";"40";"4";"36"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
