"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Andrzej Franciszek LASAK";"Jacek Władysław WŁOSOWICZ"
"76e0-e8ae-1bad-e3c8-0ee8-1797-73de-3d1b";"261205";"81";"4";"miasto i wieś";"stały";"Punkt Informacji Turystycznej, Plac Uniwersału Połanieckiego 1, 28-230 Połaniec";"gm. Połaniec";"staszowski";"świętokrzyskie";"1835";"2012";"600";"1235";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1235";"0";"0";"1235";"43";"14";"29";"0";"1192";"396";"796"
"dce9-2218-9716-d445-7091-ccee-8b65-74bc";"261205";"81";"5";"wieś";"stały";"Remiza OSP w Tursku Małym, Tursko Małe 49A, 28-230 Połaniec";"gm. Połaniec";"staszowski";"świętokrzyskie";"510";"584";"190";"320";"0";"0";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"3";"0";"3";"0";"317";"53";"264"
"af0c-5d42-722a-c9a3-179d-5748-1574-61cb";"261205";"81";"6";"wieś";"stały";"Remiza OSP w Rudnikach, Rudniki 45A, 28-230 Połaniec";"gm. Połaniec";"staszowski";"świętokrzyskie";"550";"604";"205";"345";"0";"0";"0";"0";"0";"0";"0";"0";"0";"345";"0";"0";"345";"5";"0";"5";"0";"340";"63";"277"
"79b9-128b-da12-f0b8-a45c-157e-e5f3-e619";"261205";"81";"7";"wieś";"stały";"Szkoła Podstawowa w Zrębinie, Zrębin 38, 28-230 Połaniec";"gm. Połaniec";"staszowski";"świętokrzyskie";"589";"642";"232";"357";"0";"2";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"10";"3";"7";"0";"347";"85";"262"
"373d-9ba5-9caf-5ec5-f7d6-c474-256e-f9f3";"261205";"81";"8";"wieś";"stały";"Remiza OSP w Ruszczy, Ruszcza ul. Knothego 6, 28-230 Połaniec";"gm. Połaniec";"staszowski";"świętokrzyskie";"922";"1015";"341";"581";"0";"1";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"20";"8";"12";"0";"561";"157";"404"
"7b3f-6915-b0ac-9a93-3492-095a-b1a0-eb46";"261206";"81";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny im. Jana Pawła II w Rytwianach, ul. Szkolna 9/1, 28-236 Rytwiany";"gm. Rytwiany";"staszowski";"świętokrzyskie";"1437";"1540";"608";"829";"0";"3";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"39";"39";"0";"0";"790";"332";"458"
"bfef-6782-6ac9-dc9a-36cb-8e74-0092-d538";"261206";"81";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Rytwianach, filia w Szczece, Szczeka 23, 28-236 Rytwiany";"gm. Rytwiany";"staszowski";"świętokrzyskie";"699";"763";"277";"422";"0";"1";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"4";"0";"4";"0";"418";"100";"318"
"c750-e9f3-78f0-c8d7-d47f-1dcc-5f2e-95e3";"261206";"81";"3";"wieś";"stały";"Zespół Placówek Oświatowych im. Marii Firlejczyk w Sichowie Dużym, Sichów Duży 88, 28-236 Rytwiany";"gm. Rytwiany";"staszowski";"świętokrzyskie";"1290";"1405";"583";"707";"3";"1";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"25";"6";"19";"0";"682";"215";"467"
"5cdb-0eee-accd-c3c3-a1f3-0478-20c5-54c4";"261206";"81";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Strzegomiu, Strzegom ul. Strażacka 6, 28-221 Osiek";"gm. Rytwiany";"staszowski";"świętokrzyskie";"598";"650";"223";"375";"0";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"10";"0";"10";"0";"365";"52";"313"
"8e97-bf04-c343-6489-02be-7014-f59f-4509";"261206";"81";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kłodzie, Kłoda ul. Długa 7, 28-236 Rytwiany";"gm. Rytwiany";"staszowski";"świętokrzyskie";"430";"471";"167";"263";"0";"2";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"6";"3";"3";"0";"257";"61";"196"
"8567-6096-c7b9-e30d-1ff7-a535-9105-0ea0";"261206";"81";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Tuklęczy, Tuklęcz 19, 28-236 Rytwiany";"gm. Rytwiany";"staszowski";"świętokrzyskie";"322";"348";"158";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"7";"1";"6";"0";"157";"47";"110"
"2803-c708-d79c-962e-f833-27b9-a040-0d21";"261207";"81";"1";"miasto";"stały";"Liceum Ogólnokształcące im. ks. kard. Stefana Wyszyńskiego w Staszowie, ul. 11 Listopada 3, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"1570";"1694";"511";"1059";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1059";"0";"0";"1059";"18";"11";"7";"0";"1041";"514";"527"
"d1fe-3d97-72c2-9980-2f7f-abe6-a171-d802";"261207";"81";"2";"miasto";"stały";"Placówka Wsparcia Dziennego w Staszowie-Świetlica ""Jutrzenka"", filia w Staszowie, ul. Jana Pawła II 10, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"775";"826";"311";"464";"1";"3";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"19";"3";"16";"0";"445";"210";"235"
"85e3-8014-15fa-a869-8117-f9ca-56c9-7e71";"261207";"81";"3";"miasto";"stały";"Przedszkole Nr 3 im. Papieża Jana Pawła II w Staszowie z Oddziałem w Dobrej, ul. Jana Pawła II 17a, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"892";"971";"350";"542";"0";"1";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"12";"2";"10";"0";"530";"222";"308"
"df08-1278-fe5c-64fb-4117-f2f8-aab3-87bd";"261207";"81";"4";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 2 im. Ignacego Jana Paderewskiego w Staszowie, ul. Niepodległości 4, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"890";"974";"293";"597";"1";"12";"1";"1";"0";"0";"0";"0";"1";"598";"1";"0";"598";"17";"3";"14";"0";"581";"236";"345"
"96fb-22bc-d2a4-c010-79fc-a548-ded0-f123";"261207";"81";"5";"miasto";"stały";"Zespół Szkół Ekonomicznych im. Jana Pawła II w Staszowie, ul. Szkolna 11, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"1970";"2070";"880";"1090";"5";"1";"0";"0";"0";"0";"0";"0";"0";"1090";"0";"0";"1090";"44";"13";"31";"0";"1046";"424";"622"
"a326-f831-134e-a03c-77e4-d248-1f8a-4c1c";"261207";"81";"6";"miasto";"stały";"Zespół Szkół im. Stanisława Staszica w Staszowie, ul. Koszarowa 7, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"824";"880";"299";"525";"1";"5";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"14";"5";"9";"0";"511";"214";"297"
"5bf2-1207-6d41-3b80-f6f2-a8b0-c4fd-1e6b";"261207";"81";"7";"miasto";"stały";"Zespół Placówek Oświatowych – Publiczna Szkoła Podstawowa nr 1 im. Tadeusza Kościuszki i Przedszkole nr 4 im. Tadeusza Kościuszki w Staszowie, ul. Wysoka 39, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"708";"746";"266";"442";"0";"1";"0";"0";"0";"0";"0";"0";"0";"442";"0";"0";"442";"12";"5";"7";"0";"430";"195";"235"
"7219-1f7b-3075-17b7-5eb1-9425-d998-4d56";"261207";"81";"8";"wieś";"stały";"Placówka Wsparcia Dziennego w Staszowie – Świetlica „Jutrzenka”, filia w Sielcu, Sielec 37, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"434";"462";"203";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"9";"2";"7";"0";"222";"70";"152"
"4e52-a681-8132-df06-e493-7d84-aebb-8811";"261207";"81";"9";"miasto";"stały";"Przedszkole Nr 8 im. Jana Christiana Andersena z Oddziałami Integracyjnymi w Staszowie, ul. Jana Kilińskiego 20, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"950";"1053";"320";"630";"0";"2";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"13";"2";"11";"0";"617";"269";"348"
"f478-b018-ebf4-2e14-7842-92e2-6d61-b318";"261207";"81";"10";"miasto";"stały";"Przedszkole Nr 8 im. Jana Christiana Andersena z Oddziałami Integracyjnymi w Staszowie, ul. Jana Kilińskiego 20, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"877";"935";"336";"541";"0";"1";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"13";"4";"9";"0";"528";"240";"288"
"336e-8711-476b-272a-b9c7-afdd-3857-3971";"261207";"81";"11";"miasto";"stały";"Publiczna Szkoła Podstawowa nr 3 im. Hieronima Łaskiego w Staszowie, ul. Adama Mickiewicza 40, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"917";"984";"335";"582";"0";"0";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"12";"6";"6";"0";"570";"250";"320"
"06bd-2982-58b9-e23d-9d2d-e4cd-99ad-a4a5";"261207";"81";"12";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3 im. Hieronima Łaskiego w Staszowie, ul. Adama Mickiewicza 40, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"911";"980";"342";"569";"0";"0";"0";"0";"0";"0";"0";"0";"0";"569";"0";"0";"569";"21";"6";"15";"0";"548";"245";"303"
"7a19-419b-1822-36bc-a812-137e-e1da-36cb";"261207";"81";"13";"wieś";"stały";"Zespół Placówek Oświatowych-Publiczna Szkoła Podstawowa i Przedszkole w Wiązownicy Dużej, Wiązownica Duża 135, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"535";"581";"252";"283";"0";"1";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"8";"0";"8";"0";"275";"65";"210"
"18a0-c26f-e9f6-4ac1-8e15-36e4-4b79-06ce";"261207";"81";"14";"wieś";"stały";"Placówka Wsparcia Dziennego w Staszowie – Świetlica „Jutrzenka”, filia w Wiązownicy-Kolonii, Wiązownica – Kolonia 90, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"480";"512";"250";"230";"0";"1";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"9";"1";"8";"0";"221";"72";"149"
"3fbd-4178-26d5-0c92-c714-fa19-f743-04d9";"261207";"81";"15";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Papieża Jana Pawła II w Czajkowie, Czajków Południowy 133, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"970";"1061";"475";"495";"2";"3";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"17";"0";"17";"0";"478";"102";"376"
"d9a1-e4e8-8e34-cef1-8f24-4bf6-9749-d482";"261207";"81";"16";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Oddziału Partyzanckiego AK ""Jędrusie"" i Przedszkole w Smerdynie, Smerdyna 100, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"751";"811";"349";"402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"11";"2";"9";"0";"391";"111";"280"
"3ad3-3e53-2f17-e3bc-3e6b-0572-04dc-7a32";"261207";"81";"17";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Hugona Kołłątaja w Wiśniowej, Wiśniowa 111, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"810";"881";"393";"417";"1";"0";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"14";"0";"14";"0";"403";"89";"314"
"b65f-b89d-33da-de25-4971-13fb-1028-156f";"261207";"81";"18";"wieś";"stały";"Zespół Placówek Oświatowych – Publiczna Szkoła Podstawowa i Przedszkole w Mostkach, Mostki 56, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"512";"552";"233";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"14";"1";"13";"0";"265";"88";"177"
"63a5-3244-70fd-69b3-54a7-d1f3-0569-06e7";"261207";"81";"19";"wieś";"stały";"Przedszkole Nr 3 im. Papieża Jana Pawła II w Staszowie z Oddziałem w Dobrej, Dobra 52, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"651";"710";"280";"371";"0";"4";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"15";"1";"14";"0";"356";"112";"244"
"5a71-6ec4-fc10-77db-248c-87e0-6346-89ea";"261207";"81";"20";"wieś";"stały";"Placówka Wsparcia Dziennego w Staszowie-Świetlica ""Jutrzenka"", filia w Woli Osowej, Wola Osowa 22, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"590";"642";"274";"316";"0";"1";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"5";"0";"5";"0";"311";"106";"205"
"8705-9248-62af-f2dc-cf96-5fa5-fcaa-d265";"261207";"81";"21";"wieś";"stały";"Zespół Placówek Oświatowych-Publiczna Szkoła Podstawowa i Przedszkole w Kurozwękach, Kurozwęki ul. Szydłowska 9, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"1150";"1270";"454";"696";"1";"7";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"15";"4";"11";"0";"681";"262";"419"
"d079-76ec-22b2-0f7d-bcca-a4bc-4c9d-2946";"261207";"81";"22";"wieś";"stały";"Zespół Placówek Oświatowych – Publiczna Szkoła Podstawowa im. Tadeusza Kościuszki i Przedszkole w Koniemłotach, Koniemłoty ul. Staszowska 7, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"1183";"1273";"560";"623";"0";"4";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"27";"11";"16";"0";"596";"145";"451"
"3e48-b030-37d9-ecbc-4af6-22ff-95ec-da02";"261207";"81";"23";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej w Staszowie, ul. 11 Listopada 78, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"300";"92";"264";"36";"0";"2";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"0";"0";"0";"0";"36";"12";"24"
"08a4-9d11-d7e1-c2d5-2047-abc9-1d28-2c21";"261207";"81";"24";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej Zgromadzenia SS. Miłosierdzia św. Wincentego a'Paulo w Kurozwękach, Kurozwęki ul. Kościelna 4, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"100";"89";"57";"43";"0";"0";"0";"0";"0";"0";"0";"0";"0";"43";"0";"0";"43";"5";"4";"1";"0";"38";"18";"20"
"3b11-e935-bfba-6369-d353-9b33-8a8f-c830";"261207";"81";"25";"wieś";"zakład leczniczy";"Staszowskie Centrum Medyczne Sp. z o. o. w Koniemłotach, Koniemłoty pl. Ks. Romana Kotlarza 9, 28-200 Staszów";"gm. Staszów";"staszowski";"świętokrzyskie";"70";"16";"58";"12";"0";"1";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"0";"0";"0";"0";"12";"4";"8"
"dbb2-7fa8-f123-fca9-b517-808e-74cd-43e2";"261208";"81";"1";"wieś";"stały";"Remiza OSP w Kotuszowie, Kotuszów 83a, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"506";"553";"187";"319";"0";"1";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"14";"1";"13";"0";"305";"121";"184"
"131e-a1b8-45bb-34db-beca-1893-fb48-b11d";"261208";"81";"2";"wieś";"stały";"Świetlica Wiejska w Potoku, Potok 99, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"551";"567";"282";"269";"0";"2";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"18";"6";"12";"0";"251";"90";"161"
"792b-8beb-ec95-8c43-b3a3-2681-b759-e11d";"261208";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Szydłowie, ul. Szkolna 10, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"688";"756";"346";"342";"0";"3";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"17";"3";"14";"0";"325";"84";"241"
"98c9-ccae-4952-b406-facc-e969-9e4c-cc12";"261208";"81";"4";"miasto";"stały";"Urząd Miasta i Gminy w Szydłowie, Szydłów ul. Rynek 2, 28-225 Szydłow";"gm. Szydłów";"staszowski";"świętokrzyskie";"802";"868";"232";"570";"2";"8";"0";"0";"0";"0";"0";"0";"0";"570";"0";"0";"570";"31";"11";"20";"0";"539";"214";"325"
"ecea-d7ad-d7c5-2d27-88bd-2acc-ace7-6a97";"261208";"81";"5";"wieś";"stały";"Remiza OSP w Gackach, Gacki 29, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"429";"467";"193";"236";"1";"0";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"9";"1";"8";"0";"227";"63";"164"
"bb1f-803f-9227-f82d-b5d6-c8fd-d9cd-92b2";"261208";"81";"6";"wieś";"stały";"Szkoła Podstawowa w Solcu, Solec 22, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"539";"586";"199";"340";"0";"2";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"15";"3";"12";"0";"325";"78";"247"
"6870-b9b9-ebd9-cd72-705d-4d93-df30-5393";"261208";"81";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Rudkach, Rudki 89, 28-225 Szydłów";"gm. Szydłów";"staszowski";"świętokrzyskie";"40";"23";"33";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"7";"0";"0";"7";"0";"0";"0";"0";"7";"3";"4"
"6e7b-bd4b-3b06-d967-3e44-361e-9bf1-7ee1";"261301";"81";"1";"wieś";"stały";"Zespół Przedszkolno-Szkolny w Kluczewsku, ul. Leśna 1, 29-120 Kluczewsko";"gm. Kluczewsko";"włoszczowski";"świętokrzyskie";"1645";"1811";"539";"1106";"1";"14";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"25";"10";"15";"0";"1081";"326";"755"
"d39a-de51-2d49-eee7-d942-3157-35fc-da15";"261301";"81";"2";"wieś";"stały";"Zespół Przedszkolno-Szkolny w Komornikach, Komorniki 7, 29-120 Kluczewsko";"gm. Kluczewsko";"włoszczowski";"świętokrzyskie";"610";"681";"230";"380";"1";"6";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"13";"8";"5";"0";"367";"88";"279"
"148d-50ad-2132-4a95-a081-1ac2-05a7-a9d7";"261301";"81";"3";"wieś";"stały";"Świetlica Wiejska w Stanowiskach, Stanowiska 22, 29-120 Kluczewsko";"gm. Kluczewsko";"włoszczowski";"świętokrzyskie";"841";"935";"315";"526";"3";"5";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"12";"2";"10";"0";"514";"115";"399"
"50be-67e8-0fa3-10fa-d713-3b5b-061c-c94a";"261301";"81";"4";"wieś";"stały";"Zespół Przedszkolno-Szkolny w Dobromierzu, Dobromierz ul. Włoszczowska 5A, 29-120 Kluczewsko";"gm. Kluczewsko";"włoszczowski";"świętokrzyskie";"774";"863";"282";"492";"0";"4";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"8";"3";"5";"0";"484";"122";"362"
"14ee-1886-2e6f-d633-5396-ac9d-859b-f57a";"261302";"81";"1";"wieś";"stały";"Szkoła Podstawowa im. Armii Krajowej w Olesznie, Oleszno ul. Szkolna 34, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"1710";"1874";"593";"1117";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1117";"0";"0";"1117";"17";"5";"12";"0";"1100";"343";"757"
"fcf7-6b8c-3e2a-3413-167d-0635-6e42-efc2";"261302";"81";"2";"wieś";"stały";"Szkoła Podstawowa w Krasocinie Filia w Brygidowie, Brygidów 1, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"640";"687";"252";"388";"0";"4";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"12";"2";"10";"0";"376";"91";"285"
"a71c-6688-35b5-24cd-ab81-7a66-3afc-f1a6";"261302";"81";"3";"wieś";"stały";"Szkoła Podstawowa im. Prymasa Tysiąclecia w Mieczynie, Mieczyn 8, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"721";"787";"291";"430";"0";"1";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"9";"2";"7";"0";"421";"103";"318"
"3640-0a44-0b01-aae8-b65e-d528-27b3-2ab5";"261302";"81";"4";"wieś";"stały";"Szkoła Podstawowa w Bukowie, Bukowa ul. Szkolna 8, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"1870";"2025";"637";"1233";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1233";"0";"0";"1233";"21";"4";"17";"0";"1212";"306";"906"
"a1ed-4dab-3b20-936a-0912-709e-3bf7-db1a";"261302";"81";"5";"wieś";"stały";"Szkoła Podstawowa im. bł. ks. Jerzego Popiełuszki w Cieślach, Cieśle 63, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"621";"666";"243";"378";"1";"3";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"7";"3";"4";"0";"371";"72";"299"
"8990-65f1-9e4a-9adf-04dd-c5f6-64e1-7a67";"261302";"81";"6";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Czostkowie, Czostków 83, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"754";"836";"308";"446";"2";"3";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"8";"1";"7";"0";"438";"118";"320"
"9e05-33a1-04cf-473c-e3ea-632d-e04e-9002";"261302";"81";"7";"wieś";"stały";"Urząd Gminy w Krasocinie, ul. Macierzy Szkolnej 1, 29-105 Krasocin";"gm. Krasocin";"włoszczowski";"świętokrzyskie";"1510";"1662";"546";"964";"0";"12";"0";"0";"0";"0";"0";"0";"0";"964";"0";"0";"964";"27";"9";"18";"0";"937";"320";"617"
"5e25-a084-66f8-e74d-463a-ca7b-5b66-fb17";"261303";"81";"1";"wieś";"stały";"Dom Kultury Chlewice, Chlewice ul. 16 stycznia 32, 29-130 Moskorzew";"gm. Moskorzew";"włoszczowski";"świętokrzyskie";"878";"958";"380";"498";"0";"6";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"16";"2";"14";"0";"482";"149";"333"
"edeb-21ee-702a-71f6-cd5a-539b-3ddc-83e6";"261303";"81";"2";"wieś";"stały";"Wiejskie Centrum Kulturalno-Turystyczne Moskorzew, Moskorzew 97, 29-130 Moskorzew";"gm. Moskorzew";"włoszczowski";"świętokrzyskie";"839";"907";"358";"481";"0";"2";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"10";"2";"8";"0";"471";"155";"316"
"8af3-ebca-5656-abcf-4470-df8e-bc54-c74b";"261303";"81";"3";"wieś";"stały";"Remiza OSP Mękarzów, Mękarzów 35, 29-130 Moskorzew";"gm. Moskorzew";"włoszczowski";"świętokrzyskie";"211";"234";"72";"139";"0";"0";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"4";"0";"4";"0";"135";"33";"102"
"7606-8bf9-f0bc-8fa5-9d38-b8bf-a911-0c3c";"261303";"81";"4";"wieś";"stały";"Remiza OSP Tarnawa-Góra, Tarnawa-Góra 26, 29-130 Moskorzew";"gm. Moskorzew";"włoszczowski";"świętokrzyskie";"201";"216";"71";"130";"0";"1";"0";"0";"0";"0";"0";"0";"0";"130";"0";"0";"130";"2";"0";"2";"0";"128";"33";"95"
"7906-09d2-e68a-160f-ba81-435e-107f-1682";"261304";"81";"1";"wieś";"stały";"Ośrodek Zdrowia w Bieganowie, Bieganów 43, 29-135 Radków";"gm. Radków";"włoszczowski";"świętokrzyskie";"498";"546";"237";"261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"11";"2";"9";"0";"250";"89";"161"
"6261-001d-0f6c-b35c-eba9-7ec7-8708-f9e2";"261304";"81";"2";"wieś";"stały";"Warsztaty Terapii Zajęciowej w Kossowie, Kossów 68, 29-135 Radków";"gm. Radków";"włoszczowski";"świętokrzyskie";"610";"686";"280";"330";"0";"8";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"7";"0";"7";"0";"323";"111";"212"
"77eb-0892-e19e-7548-98cb-2356-e2e0-7f56";"261304";"81";"3";"wieś";"stały";"Szkoła Podstawowa w Radkowie, Radków 88, 29-135 Radków";"gm. Radków";"włoszczowski";"świętokrzyskie";"790";"866";"270";"520";"1";"7";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"15";"2";"13";"0";"505";"213";"292"
"aaad-0c2f-5cf5-4e1f-d0dc-733a-850f-42b7";"261305";"81";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Koniecpolska 1, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"950";"1032";"336";"614";"0";"8";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"12";"3";"9";"0";"602";"269";"333"
"e3ed-fd4e-85c7-9b29-2ed3-3479-59b1-419a";"261305";"81";"2";"wieś";"stały";"Publiczne Przedszkole w Seceminie, ul. Kościuszki 16, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"510";"557";"245";"265";"1";"4";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"7";"1";"6";"0";"258";"64";"194"
"ffcc-5623-ad12-fff8-f683-041a-a816-d717";"261305";"81";"3";"wieś";"stały";"Fundacja Na Rzecz Osób Niepełnosprawnych ""Pokonać Bariery"" w Psarach-Kolonii, Psary-Kolonia 57, 29-145 Secemin";"gm. Secemin";"włoszczowski";"świętokrzyskie";"440";"487";"182";"258";"0";"5";"0";"0";"0";"0";"0";"0";"0";"258";"0";"0";"258";"9";"3";"6";"0";"249";"75";"174"
