"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Włodzimierz BERNACKI";"Mirosław Adam CHODUR";"Wojciech KOZAK";"Artur Stanisław KOZIOŁ"
"034d-31e9-eeef-9d44-985a-73d0-21e2-5690";"121406";"34";"4";"wieś";"stały";"Środowiskowy Dom Samopomocy we Wrocimowicach, Wrocimowice 4, 32-107 Radziemice";"gm. Radziemice";"proszowicki";"małopolskie";"329";"361";"114";"215";"0";"2";"0";"0";"0";"0";"0";"0";"0";"215";"0";"0";"215";"5";"2";"3";"0";"210";"143";"8";"45";"14"
"7c83-184b-c341-9954-a849-d9c6-61ba-c971";"121901";"34";"1";"wieś";"stały";"Szkoła Podstawowa w Biskupicach, Biskupice 322, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"1170";"1311";"284";"885";"0";"1";"0";"0";"0";"0";"0";"0";"0";"886";"0";"0";"886";"15";"4";"11";"0";"871";"451";"35";"164";"221"
"9491-fdc4-9214-b674-db87-f12d-3e06-407b";"121901";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Przebieczanach (dawna siedziba GOPS), Tomaszkowice 453, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"899";"1008";"274";"625";"1";"3";"0";"0";"0";"0";"0";"0";"0";"625";"0";"0";"625";"7";"1";"6";"0";"618";"306";"21";"103";"188"
"906d-f238-31c3-dabd-5dc2-158e-b587-0f98";"121901";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Bodzanowie, Bodzanów 464, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"1012";"1131";"285";"727";"0";"6";"0";"0";"0";"0";"0";"0";"0";"727";"0";"0";"727";"12";"3";"9";"0";"715";"410";"26";"114";"165"
"b251-6e08-20b1-15f2-0a7f-1fd6-ca87-c79f";"121901";"34";"4";"wieś";"stały";"Szkoła Podstawowa w Trąbkach, Trąbki 312, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"1076";"1196";"330";"746";"1";"3";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"7";"2";"5";"0";"739";"406";"40";"154";"139"
"2ac8-d8c9-2ea4-6ed9-2d16-ee18-3e57-458d";"121901";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Łazanach, Łazany 103 A, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"685";"763";"232";"453";"0";"2";"0";"0";"0";"0";"0";"0";"0";"453";"0";"0";"453";"5";"1";"4";"0";"448";"243";"18";"70";"117"
"1dc3-0f12-6bc1-d065-749e-b767-21ab-4b54";"121901";"34";"6";"wieś";"stały";"Placówka Wsparcia Dziennego w Zabłociu, Zabłocie 171, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"736";"814";"204";"532";"1";"4";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"4";"1";"3";"0";"528";"282";"37";"77";"132"
"de5c-146b-3f33-42ae-7392-4042-312d-b01d";"121901";"34";"7";"wieś";"stały";"Szkoła Podstawowa w Sławkowicach, Sławkowice 162, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"665";"731";"206";"459";"0";"0";"0";"0";"0";"0";"0";"0";"0";"459";"0";"0";"459";"2";"0";"2";"0";"457";"272";"27";"67";"91"
"bb60-6640-6db1-696f-a08b-e252-66dd-3592";"121901";"34";"8";"wieś";"stały";"Świetlica Środowiskowa w Jawczycach, Jawczyce 135, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"376";"415";"125";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"7";"1";"6";"0";"244";"155";"13";"33";"43"
"81b2-ce28-9ac0-8552-85d3-774f-12ca-2aea";"121901";"34";"9";"wieś";"stały";"Urząd Gminy Biskupice, Tomaszkowice 455, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"467";"529";"124";"343";"0";"3";"0";"0";"0";"0";"0";"0";"0";"343";"0";"0";"343";"3";"2";"1";"0";"340";"160";"22";"46";"112"
"5dfe-3458-8e4b-91f1-6a6d-bbe4-45c2-d30e";"121901";"34";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej CARITAS Archidiecezji Krakowskiej w Biskupicach, Biskupice 5, 32-020 Wieliczka";"gm. Biskupice";"wielicki";"małopolskie";"65";"49";"31";"34";"0";"0";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"6";"0";"6";"0";"28";"12";"4";"4";"8"
"b1ee-63c7-36d8-3fc0-2ee3-de87-1e82-9ee7";"121902";"34";"1";"wieś";"stały";"Centrum Kultury w Gdowie, Gdów 398, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1338";"1478";"395";"943";"1";"9";"0";"0";"0";"0";"0";"0";"0";"943";"0";"0";"943";"19";"5";"14";"0";"924";"466";"46";"202";"210"
"4480-ac22-f9d5-742e-da6e-000b-3327-35eb";"121902";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Gdowie, Gdów 1206, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"2127";"2376";"635";"1492";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1492";"1";"0";"1492";"27";"7";"20";"0";"1465";"661";"84";"352";"368"
"50d7-12f5-30b1-ca81-a822-cabb-699f-503a";"121902";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Zręczycach, Zręczyce 222, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"987";"1077";"319";"668";"2";"2";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"22";"7";"15";"0";"645";"321";"38";"170";"116"
"0502-210a-84db-810f-4e91-99c1-bb48-dae3";"121902";"34";"4";"wieś";"stały";"Budynek szkolny w Zagórzanach, Zagórzany 109, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"489";"538";"179";"310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"4";"2";"2";"0";"306";"185";"17";"67";"37"
"8a81-16c0-6a71-02ea-d6ba-e24f-07fc-a6bd";"121902";"34";"5";"wieś";"stały";"Szkoła Podstawowa w Winiarach, Winiary 169, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1056";"1167";"326";"730";"0";"4";"0";"0";"0";"0";"0";"0";"0";"730";"0";"0";"730";"5";"1";"4";"0";"725";"406";"45";"139";"135"
"b4cd-2740-efd3-c45e-00dd-47b9-f812-73a0";"121902";"34";"6";"wieś";"stały";"Szkoła Podstawowa w Bilczycach, Bilczyce 92, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"752";"835";"215";"537";"2";"4";"0";"0";"0";"0";"0";"0";"0";"537";"0";"0";"537";"10";"3";"7";"0";"527";"286";"28";"93";"120"
"2b7f-b4d2-e62d-0f88-2e14-12d3-4405-a467";"121902";"34";"7";"wieś";"stały";"Szkoła Podstawowa w Niegowici, Niegowić 62, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1419";"1550";"479";"940";"0";"6";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"20";"7";"13";"0";"920";"550";"40";"194";"136"
"a944-c20b-9726-197d-8508-12a7-cc05-bbce";"121902";"34";"8";"wieś";"stały";"Szkoła Podstawowa w Niegowici, Niegowić 62, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1256";"1373";"413";"843";"2";"1";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"9";"0";"9";"0";"834";"549";"42";"161";"82"
"6346-569d-870c-e5ba-894e-841c-cc20-5bbd";"121902";"34";"9";"wieś";"stały";"Szkoła Podstawowa w Marszowicach, Marszowice 149, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1079";"1184";"329";"750";"1";"1";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"18";"5";"13";"0";"732";"497";"36";"102";"97"
"62c1-d390-88ad-60b6-7267-33fb-e16f-dd63";"121902";"34";"10";"wieś";"stały";"Szkoła Podstawowa w Książnicach, Książnice 191, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"585";"641";"178";"407";"1";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"5";"2";"3";"0";"402";"206";"17";"117";"62"
"8ab4-c841-04f0-3e1c-ca37-b7be-c027-dae8";"121902";"34";"11";"wieś";"stały";"Szkoła Podstawowa w Jaroszówce, Jaroszówka 59, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"641";"704";"230";"411";"0";"1";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"14";"2";"12";"0";"397";"263";"19";"63";"52"
"284b-df26-0661-b5e3-d7ba-2f24-4763-e81f";"121902";"34";"12";"wieś";"stały";"Szkoła Podstawowa w Szczytnikach, Szczytniki 10, 32-420 Gdów";"gm. Gdów";"wielicki";"małopolskie";"1041";"1135";"313";"728";"3";"0";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"15";"2";"13";"0";"713";"438";"34";"105";"136"
"9c49-a1de-52e0-c6d2-892c-4d3f-e4cb-0576";"121903";"34";"1";"wieś";"stały";"Wiejski Dom Kultury w Brzeziu, Brzezie 79, 32-014 Brzezie";"gm. Kłaj";"wielicki";"małopolskie";"686";"752";"255";"431";"0";"1";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"13";"4";"9";"0";"418";"254";"25";"60";"79"
"a20c-5c84-ecef-2f0a-eef6-2937-bcca-2b3f";"121903";"34";"2";"wieś";"stały";"Wiejski Dom Kultury w Dąbrowie, Dąbrowa 151, 32-014 Brzezie";"gm. Kłaj";"wielicki";"małopolskie";"488";"547";"108";"380";"0";"3";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"3";"1";"2";"0";"377";"178";"11";"67";"121"
"3b8b-c49a-46f3-6b78-a33e-9a8f-4252-9228";"121903";"34";"3";"wieś";"stały";"Szkoła Podstawowa w Grodkowicach, Grodkowice 80, 32-015 Kłaj";"gm. Kłaj";"wielicki";"małopolskie";"284";"313";"67";"217";"0";"1";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"3";"2";"1";"0";"214";"116";"7";"47";"44"
"91fc-f7f9-b945-7550-2450-ee05-67cb-8b3d";"121903";"34";"4";"wieś";"stały";"Wiejski Dom Kultury w Łężkowicach, Łężkowice 96, 32-015 Kłaj";"gm. Kłaj";"wielicki";"małopolskie";"284";"325";"68";"216";"0";"3";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"6";"0";"6";"0";"210";"89";"15";"55";"51"
"e037-ee09-b6bf-d2f6-a628-48e0-26e1-7b31";"121903";"34";"5";"wieś";"stały";"Wiejski Dom Kultury w Gruszkach, Brzezie, Gruszki 338, 32-014 Brzezie";"gm. Kłaj";"wielicki";"małopolskie";"626";"700";"183";"443";"0";"5";"0";"0";"0";"0";"0";"0";"0";"443";"0";"0";"443";"12";"3";"9";"0";"431";"229";"33";"72";"97"
"bf3e-094e-dc66-4e27-a449-0ef4-ba68-9810";"121903";"34";"6";"wieś";"stały";"Szkoła Podstawowa w Kłaju, Kłaj 361, 32-015 Kłaj";"gm. Kłaj";"wielicki";"małopolskie";"1142";"1234";"372";"770";"0";"6";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"10";"2";"8";"0";"759";"334";"49";"150";"226"
"0394-474d-9110-6838-f2d4-9bb5-84a5-a5ad";"121903";"34";"7";"wieś";"stały";"Szkoła Podstawowa w Kłaju, Kłaj 361, 32-015 Kłaj";"gm. Kłaj";"wielicki";"małopolskie";"1353";"1494";"424";"929";"0";"11";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"12";"3";"9";"0";"917";"411";"52";"204";"250"
"3f93-f77b-a5c2-518f-51b0-6e90-c622-d486";"121903";"34";"8";"wieś";"stały";"Wiejski Dom Kultury w Łysokaniach, Łysokanie 90, 32-014 Brzezie";"gm. Kłaj";"wielicki";"małopolskie";"482";"526";"113";"369";"0";"2";"0";"0";"0";"0";"0";"0";"0";"369";"0";"0";"369";"9";"3";"6";"0";"360";"211";"17";"41";"91"
"4f47-25e6-2457-c980-13cb-ed9e-8022-9649";"121903";"34";"9";"wieś";"stały";"Wiejski Dom Kultury w Szarowie, Szarów 346, 32-014 Brzezie";"gm. Kłaj";"wielicki";"małopolskie";"966";"1069";"266";"700";"3";"4";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"700";"14";"6";"8";"0";"686";"345";"37";"138";"166"
"a2e1-52bd-6f30-1561-7e60-31da-dfa5-b7cb";"121903";"34";"10";"wieś";"stały";"Wiejski Dom Kultury w Targowisku, Targowisko 423, 32-015 Kłaj";"gm. Kłaj";"wielicki";"małopolskie";"1295";"1427";"429";"866";"0";"2";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"19";"4";"15";"0";"847";"360";"43";"171";"273"
"3ac8-2f08-e12b-af6f-54ee-37db-74be-4b39";"121904";"34";"1";"miasto";"stały";"Zamek Królewski w Niepołomicach, ul. Zamkowa 2, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1662";"1866";"346";"1316";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"0";"1316";"16";"4";"12";"0";"1300";"499";"109";"190";"502"
"f2c4-4ac1-46dc-25df-1018-6646-0e53-8bed";"121904";"34";"2";"miasto";"stały";"Zamek Królewski w Niepołomicach, ul. Zamkowa 2, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1674";"1869";"364";"1310";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1309";"0";"0";"1309";"36";"23";"13";"0";"1273";"435";"96";"211";"531"
"b4e4-8ca1-5e0c-20e9-da3b-722e-5236-17c0";"121904";"34";"3";"miasto";"stały";"Zamek Królewski w Niepołomicach, Niepołomice ul. Zamkowa 2, 32-005 Niepołomicce";"gm. Niepołomice";"wielicki";"małopolskie";"1548";"1695";"324";"1224";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1224";"0";"0";"1224";"13";"4";"9";"0";"1211";"499";"60";"156";"496"
"234f-3cdd-64a8-722b-88fc-92fa-c9aa-d91b";"121904";"34";"4";"miasto";"stały";"Małopolskie Centrum Dźwięku i Słowa w Niepołomicach, ul. Zamkowa 4, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1302";"1468";"321";"981";"0";"13";"0";"0";"0";"0";"0";"0";"0";"981";"0";"0";"981";"19";"5";"14";"0";"962";"445";"57";"170";"290"
"2a85-0081-baf7-fef6-4e8f-a314-fa28-5e23";"121904";"34";"5";"miasto";"stały";"Remiza Ochotniczej Straży Pożarnej w Niepołomicach, ul. Sportowa 1, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"559";"613";"146";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"4";"2";"2";"0";"409";"249";"20";"48";"92"
"3c71-3a37-d598-6a2b-7e21-3488-59fc-9b17";"121904";"34";"6";"miasto";"stały";"Społeczna Szkoła Podstawowa im. Lady Sue Ryder, Osiedle Kaptarz 40, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1968";"2229";"349";"1619";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1619";"0";"0";"1619";"12";"1";"11";"0";"1607";"626";"90";"229";"662"
"b631-9fed-e970-6d41-030a-06a6-6365-4425";"121904";"34";"7";"wieś";"stały";"Szkoła Podstawowa w Podłężu, Podłęże 220, 32-003 Podłęże";"gm. Niepołomice";"wielicki";"małopolskie";"1577";"1707";"403";"1174";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"12";"4";"8";"0";"1162";"544";"74";"135";"409"
"69b5-ac54-9559-52e0-b86f-8554-211e-7423";"121904";"34";"8";"wieś";"stały";"Dom Kultury w Staniątkach, Staniątki 315, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1907";"2098";"483";"1424";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1424";"0";"0";"1424";"22";"6";"16";"0";"1402";"794";"61";"181";"366"
"d68b-0dd8-d852-29a5-ecc6-0d06-2ff6-64d4";"121904";"34";"9";"wieś";"stały";"Dom Kultury w Zagórzu, Zagórze 145, 32-005 Niepołomice";"gm. Niepołomice";"wielicki";"małopolskie";"1117";"1232";"319";"798";"0";"0";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"8";"1";"7";"0";"790";"526";"33";"83";"148"
"070c-c799-a270-b524-a8a5-f158-3039-2a25";"121904";"34";"10";"wieś";"stały";"Szkoła Podstawowa w Zakrzowie, Zakrzów 323, 32-003 Podłęże";"gm. Niepołomice";"wielicki";"małopolskie";"1714";"1904";"457";"1257";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"31";"12";"19";"0";"1225";"635";"68";"172";"350"
"eecc-46cd-10cd-8bb0-7aca-2e03-e4e4-40d1";"121904";"34";"11";"wieś";"stały";"Dom Kultury w Woli Batorskiej, Wola Batorska 25, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"2186";"2414";"698";"1488";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1488";"0";"0";"1488";"27";"9";"18";"0";"1461";"729";"118";"234";"380"
"0175-907f-1925-6583-7170-08ce-d168-4863";"121904";"34";"12";"wieś";"stały";"Zespół Szkół z Oddziałami Integracyjnymi w Zabierzowie Bocheńskim, Zabierzów Bocheński 465, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"1260";"1377";"462";"798";"0";"2";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"13";"2";"11";"0";"785";"418";"49";"114";"204"
"cb13-8bc4-310c-8310-c3d2-d3b0-5045-dd50";"121904";"34";"13";"wieś";"stały";"Szkoła Podstawowa w Woli Zabierzowskiej, Wola Zabierzowska 1, 32-007 Zabierzów Bocheński";"gm. Niepołomice";"wielicki";"małopolskie";"1149";"1272";"421";"728";"0";"0";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"16";"3";"13";"0";"712";"401";"46";"106";"159"
"625b-6093-3539-e732-d0ab-bde5-1a49-a45a";"121905";"34";"1";"miasto";"stały";"Szkoła Podstawowa nr 2 w Wieliczce, ul. Moniuszki 1, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1350";"1546";"331";"1019";"1";"57";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"27";"14";"13";"0";"992";"298";"50";"141";"503"
"c5cf-5968-f3b1-2382-8e71-3729-94f2-b43f";"121905";"34";"2";"miasto";"stały";"Centrum Edukacyjno-Rekreacyjne ""Solne Miasto"" w Wieliczce, ul. Kościuszki 15, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"994";"1109";"309";"685";"0";"3";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"8";"5";"3";"0";"677";"212";"36";"78";"351"
"24ea-a734-c616-e4dc-311c-2543-e8a0-fcb4";"121905";"34";"3";"miasto";"stały";"Przedszkole Samorządowe nr 2 w Wieliczce, ul. Asnyka 40, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1339";"1504";"313";"1026";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"17";"7";"10";"0";"1009";"357";"47";"133";"472"
"1944-5825-f125-e8e6-5f14-4d21-daff-5950";"121905";"34";"4";"miasto";"stały";"Przedszkole Samorządowe nr 5 w Wieliczce, ul. Wincentego Pola 23, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1463";"1612";"408";"1055";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"22";"6";"16";"0";"1033";"390";"49";"134";"460"
"5b4f-cf67-ac2a-fec2-a915-b5d6-9bbb-6144";"121905";"34";"5";"miasto";"stały";"Szkoła Podstawowa nr 3 w Wieliczce, os. Sienkiewicza 14, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1503";"1655";"463";"1040";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"13";"1";"12";"0";"1027";"396";"43";"121";"467"
"ec00-3b61-7962-7eac-28f3-f99f-27b5-bab7";"121905";"34";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Wieliczce, ul. Piłsudskiego 20, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1984";"2220";"451";"1533";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1533";"0";"0";"1533";"14";"2";"12";"0";"1519";"559";"60";"174";"726"
"571a-f094-25db-6d34-386d-a608-b095-c9a3";"121905";"34";"7";"miasto";"stały";"Liceum Ogólnokształcące w Wieliczce, ul. Piłsudskiego 18, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1005";"1148";"159";"846";"0";"27";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"12";"3";"9";"0";"834";"253";"43";"121";"417"
"2c95-6336-c197-e1d2-703c-a53a-8d62-486a";"121905";"34";"8";"miasto";"stały";"Świetlica Środowiskowa w Wieliczce, ul. Reformacka 76, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1227";"1415";"216";"1011";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"15";"6";"9";"0";"996";"274";"75";"176";"471"
"325d-ddda-14f5-f8e8-efcc-54f3-988c-251d";"121905";"34";"9";"miasto";"stały";"Centrum Edukacyjno-Rekreacyjne ""Solne Miasto"" w Wieliczce, ul. Kościuszki 15, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1832";"2067";"523";"1309";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1309";"0";"0";"1309";"22";"5";"17";"0";"1287";"455";"85";"154";"593"
"19b4-cb86-6d50-b215-f31a-b5ce-7306-3a0e";"121905";"34";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Wieliczce, ul. Krzyszkowicka 18, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1722";"1952";"326";"1396";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"17";"5";"12";"0";"1378";"408";"85";"156";"729"
"1959-28fd-6b4d-9d76-6beb-7735-ad25-63ec";"121905";"34";"11";"miasto";"stały";"Dom Osiedlowy w Wieliczce, ul. Krzyszkowicka 5c, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1577";"1827";"244";"1333";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1333";"0";"0";"1333";"11";"2";"9";"0";"1322";"386";"75";"167";"694"
"cf44-99c1-97b7-3242-98ca-71fd-5914-e786";"121905";"34";"12";"wieś";"stały";"Szkoła Podstawowa w Sierczy, Siercza 428, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1077";"1188";"309";"768";"2";"1";"0";"0";"0";"0";"0";"0";"0";"768";"0";"0";"768";"15";"7";"8";"0";"753";"332";"38";"93";"290"
"cf93-52e3-71a2-2eb6-61cc-6601-c5df-cd1c";"121905";"34";"13";"wieś";"stały";"Świetlica Środowiskowa w Sygneczowie, Sygneczów 260, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1401";"1544";"419";"982";"1";"3";"0";"0";"0";"0";"0";"0";"0";"982";"0";"6";"976";"23";"10";"13";"0";"953";"348";"33";"99";"473"
"c986-4b98-e1a2-4cb8-99cb-84b0-4a5f-874b";"121905";"34";"14";"wieś";"stały";"Szkoła Podstawowa w Golkowicach, Golkowice 454, 30-698 Kraków";"gm. Wieliczka";"wielicki";"małopolskie";"1341";"1487";"484";"857";"0";"1";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"10";"3";"7";"0";"847";"421";"51";"50";"325"
"b5a8-6763-91b7-0f2c-d7f9-6745-e6dd-c00a";"121905";"34";"15";"wieś";"stały";"Świetlica Środowiskowa w Janowicach, Janowice 402, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"933";"1027";"292";"641";"0";"2";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"8";"3";"5";"0";"633";"338";"19";"63";"213"
"a628-2a6b-0f0d-3409-585b-6fe5-b287-98b3";"121905";"34";"16";"wieś";"stały";"Szkoła Podstawowa w Podstolicach, Podstolice 204, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"766";"852";"223";"543";"0";"0";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"9";"2";"7";"0";"534";"299";"34";"42";"159"
"2c03-c9a0-dbbf-f32d-f6ed-a934-4b4e-7b71";"121905";"34";"17";"wieś";"stały";"Szkoła Podstawowa w Koźmicach Wielkich, Koźmice Wielkie 605, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1132";"1250";"365";"767";"1";"5";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"20";"5";"15";"0";"747";"443";"35";"78";"191"
"d581-6b09-12b5-9f9d-a2d3-04c2-d267-2655";"121905";"34";"18";"wieś";"stały";"Szkoła Podstawowa w Koźmicach Wielkich, Koźmice Wielkie 605, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1181";"1305";"326";"855";"0";"2";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"13";"3";"10";"0";"842";"440";"36";"75";"291"
"fe31-e1ab-9120-2b36-6f7c-16c6-040d-c70d";"121905";"34";"19";"wieś";"stały";"Szkoła Podstawowa w Byszycach, Byszyce 1, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"549";"613";"141";"408";"1";"2";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"8";"2";"6";"0";"400";"246";"14";"32";"108"
"2c7c-45ce-9fc3-1e37-aa77-a1a8-b4c3-0b7d";"121905";"34";"20";"wieś";"stały";"Szkoła Podstawowa w Gorzkowie, Gorzków 168, 32-020 Wieliczka";"gm. Wieliczka";"wielicki";"małopolskie";"1029";"1143";"321";"708";"0";"2";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"14";"2";"12";"0";"694";"360";"27";"70";"237"
