"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Włodzimierz BERNACKI";"Mirosław Adam CHODUR";"Wojciech KOZAK";"Artur Stanisław KOZIOŁ"
"8e00-44fa-ded5-95e5-9da2-7df9-6df4-a168";"120106";"34";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Chronowie, Chronów 173, 32-720 Nowy Wiśnicz";"gm. Nowy Wiśnicz";"bocheński";"małopolskie";"328";"370";"79";"249";"0";"5";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"1";"0";"1";"0";"248";"134";"42";"46";"26"
"fab9-d2f8-4f24-4159-3edf-cffa-aa02-c692";"120106";"34";"8";"wieś";"stały";"Szkoła Podstawowa im. Stanisława Lubomirskiego w Nowym Wiśniczu, ul. Kościelna 2, 32-720 Nowy Wiśnicz";"gm. Nowy Wiśnicz";"bocheński";"małopolskie";"1829";"2034";"542";"1286";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1286";"0";"0";"1286";"28";"5";"23";"0";"1258";"645";"358";"102";"153"
"41f2-de51-4ce1-9912-61ef-a623-c2c6-7c4b";"120106";"34";"9";"miasto";"zakład karny";"Zakład Karny w Nowym Wiśniczu, Nowy Wiśnicz, 32-720 Nowy Wiśnicz";"gm. Nowy Wiśnicz";"bocheński";"małopolskie";"431";"414";"230";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"5";"0";"5";"0";"196";"33";"6";"27";"130"
"b67d-de86-b7b2-1ebe-fa0c-1864-50a0-3887";"120107";"34";"1";"wieś";"stały";"Gminne Centrum Kultury, Czytelnictwa i Sportu w Rzezawie, budynek biblioteki w Rzezawie, ul. Kościelna 6, 32-765 Rzezawa";"gm. Rzezawa";"bocheński";"małopolskie";"2050";"2250";"569";"1481";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1480";"0";"0";"1480";"26";"8";"18";"0";"1454";"938";"99";"169";"248"
"e1c1-1456-037f-7a4f-6117-be39-7f8d-9119";"120107";"34";"2";"wieś";"stały";"Budynek OSP w Bratucicach, Bratucice 12, 32-712 Bratucice";"gm. Rzezawa";"bocheński";"małopolskie";"534";"587";"205";"329";"0";"2";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"4";"0";"4";"0";"325";"211";"30";"39";"45"
"0893-57b0-4d70-d290-9e4c-35ed-2dd1-34b6";"120107";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Okulicach, Okulice 51, 32-712 Bratucice";"gm. Rzezawa";"bocheński";"małopolskie";"480";"524";"191";"289";"1";"4";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"8";"2";"6";"0";"281";"221";"16";"23";"21"
"8c97-2de0-f73e-edc3-77a6-2474-f510-655f";"120107";"34";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łazach, Łazy 50, 32-765 Rzezawa";"gm. Rzezawa";"bocheński";"małopolskie";"753";"838";"259";"494";"0";"3";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"8";"3";"5";"0";"486";"333";"35";"56";"62"
"5ee2-9583-02b4-bf71-e32b-646f-c049-707d";"120107";"34";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Krzeczowie, Krzeczów 200, 32-700 Bochnia";"gm. Rzezawa";"bocheński";"małopolskie";"1095";"1191";"331";"764";"1";"7";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"15";"4";"11";"0";"749";"494";"69";"84";"102"
"2ec6-3386-ef2a-f6b6-41f1-f3d8-ba15-ac15";"120107";"34";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Borku, Borek 148, 32-765 Rzezawa";"gm. Rzezawa";"bocheński";"małopolskie";"1217";"1323";"424";"793";"0";"0";"0";"0";"0";"0";"0";"0";"0";"793";"0";"0";"793";"18";"3";"15";"0";"775";"608";"43";"65";"59"
"c39a-6387-6880-9701-f504-7004-59b2-6251";"120107";"34";"7";"wieś";"stały";"Dom Ludowy w Buczkowie, Buczków, 32-712 Bratucice";"gm. Rzezawa";"bocheński";"małopolskie";"278";"307";"109";"169";"0";"1";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"6";"0";"6";"0";"163";"126";"8";"17";"12"
"81c2-3c5f-45b3-9648-365c-0d67-c0ce-8f99";"120107";"34";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dąbrówce, Dąbrówka 1, 32-712 Bratucice";"gm. Rzezawa";"bocheński";"małopolskie";"614";"676";"238";"376";"1";"1";"0";"0";"0";"0";"0";"0";"0";"376";"0";"0";"376";"6";"1";"5";"0";"370";"265";"19";"39";"47"
"93f8-09cb-cbca-6209-8a1a-571d-e890-07ea";"120107";"34";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jodłówce, Jodłówka 274, 32-765 Rzezawa";"gm. Rzezawa";"bocheński";"małopolskie";"982";"1080";"313";"669";"0";"3";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"5";"1";"4";"0";"664";"459";"43";"91";"71"
"6b9f-587a-8cf8-16b0-dac3-1b54-3ef4-9cc3";"120108";"34";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kamionnej, Kamionna 263, 32-732 Kamionna";"gm. Trzciana";"bocheński";"małopolskie";"796";"886";"204";"592";"0";"9";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"3";"0";"3";"0";"589";"435";"43";"75";"36"
"9556-e6d8-2dbe-a4ea-5ca0-f299-74a2-937b";"120108";"34";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kierlikówce, Kierlikówka 4, 32-732 Kamionna";"gm. Trzciana";"bocheński";"małopolskie";"627";"686";"145";"482";"0";"0";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"4";"1";"3";"0";"478";"346";"35";"65";"32"
"bad0-6512-429c-de8d-11ce-54b3-6d34-3414";"120108";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Leszczynie, Leszczyna 132, 32-733 Trzciana";"gm. Trzciana";"bocheński";"małopolskie";"580";"640";"170";"410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"8";"0";"8";"0";"402";"283";"30";"66";"23"
"18bc-fd6c-5c57-be29-60b8-cac8-d234-902d";"120108";"34";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łąkcie Dolnej, Łąkta Dolna 136, 32-733 Trzciana";"gm. Trzciana";"bocheński";"małopolskie";"748";"842";"200";"548";"1";"2";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"9";"2";"7";"0";"539";"401";"28";"69";"41"
"98b1-16f7-5499-eb11-e11e-d18d-84d5-4abb";"120108";"34";"5";"wieś";"stały";"Zespół Placówek Oświatowych w Trzcianie, Trzciana 403, 32-733 Trzciana";"gm. Trzciana";"bocheński";"małopolskie";"1142";"1264";"321";"821";"0";"5";"0";"0";"0";"0";"0";"0";"0";"821";"0";"0";"821";"17";"3";"14";"0";"804";"547";"61";"112";"84"
"389b-8f47-ff5a-936a-75b9-3d7e-3690-21b4";"120109";"34";"1";"wieś";"stały";"Szkoła Podstawowa w Łąkcie Górnej, Łąkta Górna 304, 32-731 Żegocina";"gm. Żegocina";"bocheński";"małopolskie";"1170";"1265";"329";"841";"0";"5";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"15";"0";"15";"0";"826";"639";"64";"70";"53"
"f675-ed5f-5145-c6f8-5879-c727-473f-ea34";"120109";"34";"2";"wieś";"stały";"Szkoła Podstawowa w Rozdzielu, Rozdziele 156, 32-731 Żegocina";"gm. Żegocina";"bocheński";"małopolskie";"611";"674";"129";"482";"1";"5";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"4";"1";"3";"0";"478";"392";"30";"36";"20"
"a6cf-a272-1b64-b72f-a58f-511e-1c5d-4bf8";"120109";"34";"3";"wieś";"stały";"Urząd Gminy Żegocina, Żegocina 316, 32-731 Żegocina";"gm. Żegocina";"bocheński";"małopolskie";"1476";"1628";"340";"1136";"2";"13";"0";"0";"0";"0";"0";"0";"0";"1136";"0";"0";"1136";"14";"3";"11";"0";"1122";"823";"65";"123";"111"
"222b-d397-ceac-6fdd-707a-ccc3-0a3e-9cc4";"120109";"34";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Bytomsku, Bytomsko 125, 32-731 Żegocina";"gm. Żegocina";"bocheński";"małopolskie";"506";"550";"105";"401";"0";"0";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"9";"0";"9";"0";"392";"346";"15";"22";"9"
"52f9-3b91-baf1-4b42-b8b0-8f2f-da7d-cfb1";"120201";"34";"1";"wieś";"stały";"Budynek Wielofunkcyjny w Bielczy, Bielcza 325A, 32-824 Bielcza";"gm. Borzęcin";"brzeski";"małopolskie";"1192";"1311";"492";"700";"2";"4";"0";"0";"0";"0";"0";"0";"0";"699";"0";"0";"699";"27";"4";"23";"0";"672";"476";"40";"77";"79"
"3865-deb9-c0c9-9228-648e-110e-a777-6d32";"120201";"34";"2";"wieś";"stały";"Hala Sportowa w Borzęcinie Górnym, Borzęcin 562, 32-825 Borzęcin";"gm. Borzęcin";"brzeski";"małopolskie";"1987";"2231";"798";"1189";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"27";"9";"18";"0";"1162";"768";"70";"181";"143"
"47d7-c23d-7ff9-7acd-f61b-75ac-617b-f179";"120201";"34";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Borzęcinie Dolnym, Borzęcin 321B, 32-825 Borzęcin";"gm. Borzęcin";"brzeski";"małopolskie";"704";"782";"324";"380";"1";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"17";"0";"17";"0";"363";"225";"28";"73";"37"
"fb89-f051-ff89-fbf0-7224-d76c-bcf1-5a44";"120201";"34";"4";"wieś";"stały";"Remiza OSP w Łękach, Łęki 80A, 32-823 Szczepanów";"gm. Borzęcin";"brzeski";"małopolskie";"448";"495";"153";"295";"0";"1";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"5";"0";"5";"0";"290";"180";"21";"37";"52"
"f1d5-a007-9d1b-a186-7225-2f2e-4b7e-acf1";"120201";"34";"5";"wieś";"stały";"Zespół Szkół-Sala Gimnastyczna w Przyborowie, Przyborów 192, 32-823 Szczepanów";"gm. Borzęcin";"brzeski";"małopolskie";"1335";"1470";"475";"860";"0";"5";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"16";"2";"14";"0";"844";"534";"48";"120";"142"
"9a94-14bc-b1c3-5f3a-07d2-7a79-c986-d6fc";"120201";"34";"6";"wieś";"stały";"Świetlica Wiejska w Warysiu, Waryś 327A, 32-825 Borzęcin";"gm. Borzęcin";"brzeski";"małopolskie";"345";"383";"135";"210";"0";"0";"0";"0";"0";"0";"0";"0";"0";"210";"0";"0";"210";"7";"1";"6";"0";"203";"150";"14";"22";"17"
"ebb2-04a0-4c6c-6ad3-fadf-00b0-0d39-1834";"120201";"34";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Borzęcinie, Borzęcin 591, 32-825 Borzęcin";"gm. Borzęcin";"brzeski";"małopolskie";"77";"72";"35";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"8";"0";"8";"0";"34";"19";"5";"4";"6"
"8ee0-f188-afc3-1e80-a3bd-649c-8edc-f512";"120202";"34";"1";"miasto";"stały";"Publiczne Przedszkole Nr 4, ul. Ogrodowa 10, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1121";"1209";"492";"629";"0";"1";"1";"1";"0";"0";"0";"0";"1";"630";"1";"0";"630";"9";"2";"7";"0";"621";"303";"43";"100";"175"
"9696-3e9e-a5ba-0232-09c1-2c67-d6ab-0f72";"120202";"34";"2";"miasto";"stały";"Budynek dawnego ratusza, ul. Kościuszki 7, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1094";"1194";"377";"717";"1";"9";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"13";"2";"11";"0";"703";"332";"44";"98";"229"
"9ed9-a0ef-504f-6a5e-3b80-936f-58e4-b804";"120202";"34";"3";"miasto";"stały";"Miejski Zakład Gospodarki Mieszkaniowej, ul. Okocimska 5, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1094";"1169";"338";"756";"0";"5";"0";"0";"0";"0";"0";"0";"0";"756";"0";"0";"756";"21";"5";"16";"0";"735";"350";"36";"198";"151"
"8dca-9eb6-bfd8-bf24-0884-4f05-a911-9b65";"120202";"34";"4";"miasto";"stały";"Kręgielnia BOSiR, ul. Browarna 13A, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"910";"979";"334";"576";"0";"2";"0";"0";"0";"0";"0";"0";"0";"576";"0";"0";"576";"14";"2";"12";"0";"562";"251";"34";"112";"165"
"affb-3146-2dd0-8679-dd02-ff24-cd9e-87c8";"120202";"34";"5";"miasto";"stały";"Rejonowe Przedsiębiorstwo Wodociągów i Kanalizacji Spółka z o. o., ul. Solskiego 13, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1292";"1419";"360";"931";"1";"3";"0";"0";"0";"0";"0";"0";"0";"931";"0";"1";"930";"17";"4";"13";"0";"913";"428";"64";"165";"256"
"340e-40cd-2d67-d622-32b7-4488-3b20-9313";"120202";"34";"6";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 1, ul. Głowackiego 57, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1022";"1090";"302";"720";"0";"5";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"15";"2";"13";"0";"705";"321";"46";"105";"233"
"88ec-23ed-4baf-e378-a62b-ad22-009e-bb36";"120202";"34";"7";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, ul. Legionów Piłsudskiego 23, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1400";"1501";"403";"997";"1";"0";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"33";"12";"21";"0";"964";"468";"50";"176";"270"
"1d44-cb08-bee6-cf56-bb7b-cd08-b449-b79b";"120202";"34";"8";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 3, ul. Legionów Piłsudskiego 23, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1174";"1272";"383";"791";"0";"3";"0";"0";"0";"0";"0";"0";"0";"791";"0";"0";"791";"13";"3";"10";"0";"778";"399";"46";"135";"198"
"5647-8807-fca7-e5ce-e543-ccb5-6d93-6e19";"120202";"34";"9";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Brzesku, ul. Królowej Jadwigi 18, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1445";"1577";"430";"1015";"1";"9";"1";"1";"0";"0";"0";"0";"1";"1015";"1";"0";"1015";"12";"1";"11";"0";"1003";"479";"54";"160";"310"
"6b58-d217-e51a-4985-489b-c945-5c1a-7893";"120202";"34";"10";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Brzesku, ul. Królowej Jadwigi 18, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1478";"1594";"378";"1100";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1100";"0";"0";"1100";"27";"4";"23";"0";"1073";"530";"70";"185";"288"
"2bef-b7be-abe1-72cd-05f9-0859-321f-e819";"120202";"34";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Jasień ul. Zielna 1, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"2297";"2490";"763";"1534";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1534";"0";"0";"1534";"26";"5";"21";"0";"1508";"879";"118";"236";"275"
"6e89-ad8e-fb03-68fa-2e28-775e-a949-b515";"120202";"34";"12";"wieś";"stały";"Publiczna Szkoła Podstawowa, Bucze ul. Okulicka 6, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"993";"1092";"374";"619";"0";"2";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"17";"3";"14";"0";"602";"431";"34";"70";"67"
"6cd1-415c-150a-d786-411d-63e3-c20b-e583";"120202";"34";"13";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jadownikach, ul. Szkolna 7, 32-851 Jadowniki";"gm. Brzesko";"brzeski";"małopolskie";"1247";"1357";"443";"804";"2";"1";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"22";"4";"18";"0";"782";"528";"32";"98";"124"
"732b-7c77-75f9-8ac3-d8df-4ed8-a0b0-8f19";"120202";"34";"14";"wieś";"stały";"Dom Ludowy, ul. Krakowska 98, 32-851 Jadowniki";"gm. Brzesko";"brzeski";"małopolskie";"2392";"2604";"846";"1546";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1544";"0";"0";"1544";"34";"4";"30";"0";"1510";"950";"80";"263";"217"
"d020-40c3-7f0e-84ff-d77d-48ba-a575-7c34";"120202";"34";"15";"wieś";"stały";"Dom Ludowy, Okocim ul. Goetzów Okocimskich 83, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1416";"1536";"569";"847";"0";"3";"0";"0";"0";"0";"0";"0";"0";"847";"0";"0";"847";"14";"2";"12";"0";"833";"487";"39";"127";"180"
"1722-4be7-c5c4-eb27-9919-f974-60f5-3e51";"120202";"34";"16";"wieś";"stały";"Publiczna Szkoła Podstawowa, Poręba Spytkowska ul. Kasztelana Spytka 98, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"1549";"1694";"618";"931";"1";"2";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"31";"5";"26";"0";"897";"613";"68";"119";"97"
"9e1a-8c8d-6ef8-2939-94fc-197f-640e-f82e";"120202";"34";"17";"wieś";"stały";"Gminny Ośrodek Sportu i Rekreacji, Mokrzyska ul. Kościelna 1, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"2146";"2345";"779";"1367";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1367";"0";"0";"1367";"40";"9";"31";"0";"1327";"840";"74";"212";"201"
"2e55-87e9-b292-a59e-21a6-2869-7bd2-a110";"120202";"34";"18";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Św. Stanisława 5, 32-823 Szczepanów";"gm. Brzesko";"brzeski";"małopolskie";"964";"1044";"357";"607";"0";"4";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"6";"3";"3";"0";"601";"393";"37";"87";"84"
"45f9-c244-fcde-d77b-15bc-b14a-9fd3-0172";"120202";"34";"19";"wieś";"stały";"Dom Kultury, Sterkowiec ul. Sosnowa 18, 32-823 Szczepanów";"gm. Brzesko";"brzeski";"małopolskie";"702";"760";"231";"471";"0";"1";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"7";"0";"7";"0";"464";"285";"26";"77";"76"
"c133-3d37-4623-8aac-5e90-78b5-36f6-db3d";"120202";"34";"20";"wieś";"stały";"Dom Ludowy Strażak, Wokowice ul. Centralna 44, 32-828 Biadoliny Szlacheckie";"gm. Brzesko";"brzeski";"małopolskie";"360";"392";"122";"238";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"2";"1";"1";"0";"236";"153";"13";"35";"35"
"f734-27f1-1da2-e386-717f-a6e1-ea3a-11ea";"120202";"34";"21";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Brzesku, ul. Kościuszki 68, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"210";"113";"147";"63";"0";"0";"0";"0";"0";"0";"0";"0";"0";"63";"0";"0";"63";"0";"0";"0";"0";"63";"46";"4";"7";"6"
"84e1-c0d1-3126-c2e2-f91f-2767-8583-0ce3";"120202";"34";"22";"miasto";"zakład leczniczy";"Powiatowy Publiczny Zakład Opiekuńczo-Leczniczy w Brzesku, ul. Kościuszki 33, 32-800 Brzesko";"gm. Brzesko";"brzeski";"małopolskie";"65";"57";"57";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"1";"0";"1";"0";"7";"5";"0";"1";"1"
"edd1-c1b1-8487-7893-9579-ae27-9383-fdbe";"120203";"34";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa w Czchowie, ul. Szkolna 2, 32-860 Czchów";"gm. Czchów";"brzeski";"małopolskie";"1691";"1823";"556";"1135";"2";"22";"0";"0";"0";"0";"0";"0";"0";"1135";"0";"1";"1134";"13";"1";"12";"0";"1121";"658";"64";"230";"169"
"ea9f-2062-9539-aa71-83dd-eff9-f214-d7dc";"120203";"34";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wytrzyszczce, Wytrzyszczka 15, 32-860 Czchów";"gm. Czchów";"brzeski";"małopolskie";"423";"472";"120";"303";"2";"11";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"5";"3";"2";"0";"298";"237";"13";"26";"22"
"6408-1ff6-906e-82bb-cb51-4bb4-f2a3-3a05";"120203";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Pawła II w Jurkowie, Jurków 150, 32-860 Czchów";"gm. Czchów";"brzeski";"małopolskie";"963";"1053";"339";"624";"0";"3";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"8";"4";"4";"0";"616";"388";"61";"93";"74"
"7112-2b7f-7c06-a74c-dc38-4891-e134-12a0";"120203";"34";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Adama Mickiewicza w Złotej, Złota 50, 32-859 Złota";"gm. Czchów";"brzeski";"małopolskie";"1019";"1004";"323";"696";"1";"2";"0";"0";"0";"0";"0";"0";"0";"696";"0";"0";"696";"16";"2";"14";"0";"680";"482";"34";"75";"89"
"2a59-af2f-f9f0-3bf2-295e-f0e7-0097-ef6a";"120203";"34";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Św. Urszuli Ledóchowskiej w Tymowej, Tymowa 376, 32-863 Tymowa";"gm. Czchów";"brzeski";"małopolskie";"1168";"1286";"468";"700";"0";"0";"0";"0";"0";"0";"0";"0";"0";"700";"0";"0";"700";"25";"4";"21";"0";"675";"481";"32";"83";"79"
"e31c-9b50-2900-820f-9343-9c13-8991-7c04";"120203";"34";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Ignacego Jana Paderewskiego w Tworkowej, Tworkowa 36, 32-863 Tymowa";"gm. Czchów";"brzeski";"małopolskie";"783";"858";"282";"501";"1";"3";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"12";"1";"11";"0";"489";"316";"41";"71";"61"
"6319-2548-8862-c665-6dfe-a7fe-8d7b-0200";"120203";"34";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa im. ks. prof. Józefa Tischnera w Domosławicach, Domosławice 24, 32-860 Czchów";"gm. Czchów";"brzeski";"małopolskie";"543";"593";"149";"394";"1";"3";"0";"0";"0";"0";"0";"0";"0";"394";"0";"0";"394";"11";"2";"9";"0";"383";"282";"18";"44";"39"
"bf5a-e842-46e2-e3c7-5948-4378-8fd6-8017";"120203";"34";"8";"wieś";"stały";"Budynek Komunalny, Piaski-Drużków 1, 32-860 Czchów";"gm. Czchów";"brzeski";"małopolskie";"325";"378";"131";"194";"0";"12";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"2";"0";"2";"0";"192";"139";"8";"18";"27"
"5eda-f6f2-7e83-b4c7-564f-51c5-6499-8017";"120204";"34";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Dębnie, Dębno 212, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1262";"1375";"405";"857";"1";"5";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"18";"3";"15";"0";"839";"535";"52";"136";"116"
"c862-0937-4fe2-6a38-281e-c8fb-218f-38ff";"120204";"34";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Porąbce Uszewskiej, Porąbka Uszewska 306, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"1366";"1466";"478";"888";"3";"1";"0";"0";"0";"0";"0";"0";"0";"888";"0";"0";"888";"19";"3";"16";"0";"869";"557";"53";"122";"137"
"01ae-11b4-4c41-f934-cfc5-6899-0df8-6fcf";"120204";"34";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łoniowej, Łoniowa 210, 32-854 Porąbka Uszewska";"gm. Dębno";"brzeski";"małopolskie";"680";"738";"204";"476";"4";"3";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"13";"2";"11";"0";"463";"342";"7";"64";"50"
"5423-486d-5195-0223-7a9c-c461-22dc-d803";"120204";"34";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Łysej Górze, Łysa Góra 275, 32-853 Łysa Góra";"gm. Dębno";"brzeski";"małopolskie";"1079";"1167";"324";"755";"2";"3";"0";"0";"0";"0";"0";"0";"0";"755";"0";"0";"755";"11";"1";"10";"0";"744";"430";"35";"150";"129"
"3618-a6dd-be22-905a-78dd-14ed-849d-1490";"120204";"34";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sufczynie, Sufczyn 250, 32-852 Dębno";"gm. Dębno";"brzeski";"małopolskie";"1432";"1524";"505";"927";"1";"1";"0";"0";"0";"0";"0";"0";"0";"927";"0";"0";"927";"21";"2";"19";"0";"906";"587";"64";"112";"143"
"b4e4-b4a6-e5f1-dd82-dc87-79d3-d8d2-824a";"120204";"34";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Maszkienicach, Maszkienice 51, 32-828 Biadoliny Szlacheckie";"gm. Dębno";"brzeski";"małopolskie";"1058";"1123";"408";"650";"1";"3";"0";"0";"0";"0";"0";"0";"0";"650";"0";"0";"650";"19";"4";"15";"0";"631";"381";"31";"111";"108"
"d531-d953-f3b6-0761-60b3-9ed1-3d73-59eb";"120204";"34";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Biadolinach Szlacheckich, Biadoliny Szlacheckie 44, 32-828 Biadoliny Szlacheckie";"gm. Dębno";"brzeski";"małopolskie";"1007";"1099";"380";"627";"0";"2";"0";"0";"0";"0";"0";"0";"0";"627";"0";"0";"627";"9";"1";"8";"0";"618";"370";"50";"92";"106"
