"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Janusz Lucjan BARGIEŁ";"Marek PĘK"
"b514-697f-87f7-075b-806c-c54c-b0fb-bcda";"121201";"31";"2";"miasto";"stały";"Filia Miejskiego Ośrodka Kultury w Bukownie, Bukowno, Bór Biskupi ul. Wiejska 19, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"400";"439";"145";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"1";"0";"1";"0";"254";"95";"159"
"8657-6adf-44cb-3cb1-e54f-d29d-950f-e7d6";"121201";"31";"3";"miasto";"stały";"Basen Rekreacyjny Miejskiego Ośrodka Sportu i Rekreacji w Bukownie, ul. Ks. Bolesława Zelka 30A, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"1000";"1091";"280";"720";"3";"1";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"36";"14";"22";"0";"683";"403";"280"
"5ab4-7eed-d9da-a9d9-4ff2-4e25-b901-b6e2";"121201";"31";"4";"miasto";"stały";"Przedszkole Sióstr Prezentek w Bukownie, ul. Tadeusza Kościuszki 57, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"460";"502";"114";"346";"0";"2";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"8";"5";"3";"0";"338";"185";"153"
"ae9d-ac41-b42b-9a3f-967f-ed0d-cdac-baee";"121201";"31";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Bukownie, ul. Szkolna 8, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"720";"776";"262";"458";"0";"0";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"11";"6";"5";"0";"447";"235";"212"
"abbb-564b-7a3f-31c7-aec6-fc9a-79af-12f3";"121201";"31";"6";"miasto";"stały";"Miejski Ośrodek Kultury w Bukownie, ul. Kolejowa 3, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"1570";"1711";"598";"972";"2";"9";"0";"0";"0";"0";"0";"0";"0";"972";"0";"0";"972";"28";"13";"15";"0";"944";"506";"438"
"085f-9ead-c85d-5abd-1694-a7dd-6643-f82e";"121201";"31";"7";"miasto";"stały";"Miejskie Przedszkole w Bukownie, ul. Niepodległości 11, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"1389";"1497";"447";"942";"1";"2";"0";"0";"0";"0";"0";"0";"0";"942";"0";"0";"942";"39";"18";"21";"0";"903";"497";"406"
"d443-580c-0d5b-37b4-b478-5583-536d-45de";"121201";"31";"8";"miasto";"stały";"Filia Miejskiego Ośrodka Kultury w Bukownie, ul. Wodąca 51, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"530";"578";"153";"377";"2";"0";"1";"1";"1";"0";"0";"0";"0";"377";"0";"0";"377";"13";"2";"11";"0";"364";"231";"133"
"5302-72ba-670f-f6a5-7fe3-373a-6a7a-2404";"121201";"31";"9";"miasto";"stały";"Szkoła Podstawowa Nr 2 w Bukownie, ul. Sławkowska 133, 32-332 Bukowno";"m. Bukowno";"olkuski";"małopolskie";"1139";"1247";"389";"750";"2";"2";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"19";"2";"17";"0";"731";"397";"334"
"13a3-1072-723d-4ada-d393-5322-3578-0ca4";"121203";"31";"1";"wieś";"stały";"Centrum Kultury im. Marii Płonowskiej w Bolesławiu, ul. Główna 55, 32-329 Bolesław";"gm. Bolesław";"olkuski";"małopolskie";"1971";"2177";"671";"1300";"3";"8";"0";"0";"0";"0";"0";"0";"0";"1300";"0";"0";"1300";"54";"21";"33";"0";"1246";"730";"516"
"0ee6-3b91-12fb-fcce-56f0-32e2-68b0-375b";"121203";"31";"2";"wieś";"stały";"Zespół Przedszkolno-Szkolny w Podlipiu, Podlipie 153, 32-329 Bolesław";"gm. Bolesław";"olkuski";"małopolskie";"1092";"1194";"387";"705";"0";"9";"0";"0";"0";"0";"0";"0";"0";"705";"0";"0";"705";"21";"6";"15";"0";"684";"336";"348"
"f567-6f35-16e2-a935-e972-508f-905e-6992";"121203";"31";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Krzykawie, Krzykawa 54A, 32-329 Bolesław";"gm. Bolesław";"olkuski";"małopolskie";"1690";"1852";"583";"1107";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1107";"0";"0";"1107";"39";"19";"20";"0";"1068";"574";"494"
"307c-4969-4e7a-58d6-fe08-b0e3-0b70-db37";"121203";"31";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Laskach, Laski ul. Główna 3, 32-329 Bolesław";"gm. Bolesław";"olkuski";"małopolskie";"990";"1077";"412";"578";"0";"0";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"23";"7";"16";"0";"555";"254";"301"
"c26c-15a4-81c5-ede7-e3ef-f07d-04fa-587d";"121203";"31";"5";"wieś";"zakład leczniczy";"Kamiliańskie Centrum Opiekuńczo – Lecznicze w Hutkach, Hutki ul. Jurajska 36, 32-329 Bolesław";"gm. Bolesław";"olkuski";"małopolskie";"101";"120";"62";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"3";"0";"3";"0";"36";"10";"26"
"25a7-9006-a26c-75c2-e533-3951-1b59-9abf";"121204";"31";"1";"wieś";"stały";"Dom Kultury ""Papiernik"" w Kluczach, ul. Rudnicka 2a, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"2171";"2370";"653";"1518";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1518";"0";"0";"1518";"56";"25";"31";"0";"1462";"910";"552"
"7b45-ee19-9cb4-92e6-7dac-3589-1fdc-688a";"121204";"31";"2";"wieś";"stały";"Szkoła Podstawowa w Kluczach, ul. Zawierciańska 30, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"1512";"1652";"486";"1026";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"41";"10";"31";"0";"985";"561";"424"
"7c88-6a44-2400-ceae-ee04-b885-058c-7c4f";"121204";"31";"3";"wieś";"stały";"Dom Ludowy w Chechle, Chechło Plac Partyzantów 3, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"1219";"1334";"404";"815";"2";"7";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"21";"9";"12";"0";"794";"402";"392"
"8990-cea9-6172-3ef1-4af5-5ec6-b1a7-0b3a";"121204";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Rodakach, Rodaki ul. Strażacka 11, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"679";"740";"192";"487";"0";"0";"0";"0";"0";"0";"0";"0";"0";"487";"0";"0";"487";"16";"5";"11";"0";"471";"215";"256"
"21b5-f77e-8c85-4211-579a-8205-b3cd-9b4b";"121204";"31";"5";"wieś";"stały";"Szkoła Podstawowa w Ryczówku, Ryczówek ul. Dolna 12, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"900";"981";"265";"635";"2";"3";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"15";"9";"6";"0";"620";"305";"315"
"d98c-4579-3e49-9dd5-e9b4-92ef-8190-55fd";"121204";"31";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Kwaśniowie Dolnym, Kwaśniów Dolny ul. Basztowa 2, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"1180";"1299";"371";"809";"3";"1";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"21";"4";"17";"0";"788";"284";"504"
"ff70-f2ab-0d31-ef70-f644-a75d-0e71-b88d";"121204";"31";"7";"wieś";"stały";"Dom Ludowy w Cieślinie, Cieślin ul. Jurajska 67, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"231";"253";"37";"194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"9";"4";"5";"0";"185";"70";"115"
"1d8e-dabf-363b-c3c1-1536-32e1-f150-f4a3";"121204";"31";"8";"wieś";"stały";"Dom Kultury ""Hutnik"" w Jaroszowcu, Jaroszowiec ul. Leśna 1, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"1148";"1258";"317";"831";"1";"2";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"23";"7";"16";"0";"808";"448";"360"
"5a82-4077-f397-ea97-e962-4d00-1ec8-d9ba";"121204";"31";"9";"wieś";"stały";"Budynek wielofunkcyjny w Kolbarku, Kolbark ul. Źródlana 3, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"400";"434";"96";"304";"0";"0";"0";"0";"0";"0";"0";"0";"0";"304";"0";"0";"304";"10";"1";"9";"0";"294";"116";"178"
"a455-542f-b96e-6f65-d5c6-e7cc-8140-11f6";"121204";"31";"10";"wieś";"stały";"Budynek wielofunkcyjny w Krzywopłotach, Krzywopłoty ul. Partyzantów 26, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"390";"431";"103";"287";"0";"0";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"6";"1";"5";"0";"281";"98";"183"
"ab4e-5cd3-16dc-97af-487d-10c0-0965-8011";"121204";"31";"11";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Bydlinie, Bydlin ul. Legionów 32, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"759";"841";"201";"558";"1";"4";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"21";"15";"6";"0";"537";"243";"294"
"24cb-f86b-d9d0-fc27-0776-17b1-cbcb-9107";"121204";"31";"12";"wieś";"stały";"Świetlica Wiejska w Golczowicach, Golczowice ul. Wesoła 17, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"220";"239";"54";"166";"0";"1";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"5";"4";"1";"0";"161";"78";"83"
"4dd3-1f2c-e92e-f08e-cdc8-fb5b-49dd-78d5";"121204";"31";"13";"wieś";"stały";"Budynek po byłym przedszkolu w Bogucinie Dużym, Bogucin Duży 59, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"260";"276";"86";"174";"0";"0";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"6";"5";"1";"0";"168";"94";"74"
"f14c-682e-40b9-3dde-a778-3eff-a67b-3063";"121204";"31";"14";"wieś";"zakład leczniczy";"Małopolski Szpital Chorób Płuc i Rehabilitacji im. Edmunda Wojtyły w Jaroszowcu, Jaroszowiec ul. Kolejowa 1a, 32-310 Klucze";"gm. Klucze";"olkuski";"małopolskie";"139";"138";"57";"82";"0";"0";"0";"0";"0";"0";"0";"0";"0";"82";"0";"0";"82";"5";"1";"4";"0";"77";"31";"46"
"afa4-f74c-9604-eade-97a9-511b-6ce1-10f2";"121205";"31";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4 w Olkuszu, ul. Francesco Nullo 36, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"882";"962";"265";"616";"1";"4";"0";"0";"0";"0";"0";"0";"0";"616";"0";"0";"616";"36";"18";"18";"0";"580";"306";"274"
"87bf-e3e4-a6a3-b86e-21f9-9ec9-0ade-70af";"121205";"31";"2";"miasto";"stały";"Zespół Szkół Nr 3 w Olkuszu, ul. Francesco Nullo 32, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1630";"1776";"612";"1018";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1018";"0";"0";"1018";"37";"10";"27";"0";"981";"505";"476"
"651d-f05c-10ca-5e8c-9bf2-94c1-0c83-6fae";"121205";"31";"3";"miasto";"stały";"Zespół Szkół Nr 1 w Olkuszu, ul. Górnicza 12, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"779";"851";"192";"587";"0";"7";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"26";"12";"14";"0";"561";"314";"247"
"f61a-e9e5-1611-33f4-c3a7-0529-d1dd-dd20";"121205";"31";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Olkuszu, ul. Jana Kantego 5, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1470";"1500";"421";"1049";"2";"7";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"39";"27";"12";"0";"1010";"533";"477"
"a5e9-e322-d809-ade6-7a36-31b8-922c-933c";"121205";"31";"5";"miasto";"stały";"Szkoła Podstawowa Nr 6 w Olkuszu, ul. Długa 67, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1300";"1424";"319";"981";"0";"3";"1";"1";"0";"0";"0";"0";"1";"980";"1";"0";"980";"49";"22";"27";"0";"931";"523";"408"
"228e-13a2-b7b3-c772-3fb1-6aa5-6ee4-e59c";"121205";"31";"6";"miasto";"stały";"Przedszkole Nr 4 w Olkuszu, ul. Bohaterów Westerplatte 12, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"2160";"2342";"429";"1731";"2";"8";"1";"1";"0";"0";"0";"0";"1";"1732";"1";"0";"1732";"90";"45";"45";"0";"1642";"791";"851"
"3bdd-da1a-d8ec-00fb-26a8-b612-a068-0e65";"121205";"31";"7";"miasto";"stały";"Polskie Stowarzyszenie na rzecz Osób z Niepełnosprawnością Intelektualną Koło w Olkuszu, ul. Kosynierów 12, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1941";"2103";"534";"1407";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1407";"0";"0";"1407";"44";"15";"29";"0";"1363";"619";"744"
"ff05-6c75-3f67-983c-b7bd-1852-b048-560f";"121205";"31";"8";"miasto";"stały";"Przedszkole Nr 13 w Olkuszu, ul. Kosynierów 14, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1843";"1981";"525";"1318";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1316";"0";"1";"1315";"45";"13";"32";"0";"1270";"588";"682"
"6abe-2839-80e5-bff5-9c15-7c2b-c98a-08fb";"121205";"31";"9";"miasto";"stały";"IV Liceum Ogólnokształcące w Olkuszu, ul. Janusza Korczaka 7, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1280";"1387";"323";"957";"5";"3";"0";"0";"0";"0";"0";"0";"0";"956";"0";"0";"956";"41";"15";"26";"0";"915";"491";"424"
"eca0-6c72-3533-05b7-5836-4898-040f-dc17";"121205";"31";"10";"miasto";"stały";"Szkoła Podstawowa Nr 3 w Olkuszu, ul. Kpt. Hardego 11a, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1602";"1748";"507";"1095";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"50";"17";"33";"0";"1045";"529";"516"
"d122-883d-2555-90a6-57c3-1d67-bc2b-97bf";"121205";"31";"11";"miasto";"stały";"Zespół Szkół Nr 4 w Olkuszu, ul. Legionów Polskich 1, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1579";"1762";"516";"1063";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"56";"16";"40";"0";"1007";"543";"464"
"8231-8e45-a765-611b-5809-373f-b6fc-8b51";"121205";"31";"12";"miasto";"stały";"Przedszkole Nr 8 w Olkuszu, ul. Legionów Polskich 12, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1390";"1507";"364";"1025";"1";"3";"1";"1";"0";"0";"0";"0";"1";"1026";"1";"0";"1026";"40";"16";"24";"0";"986";"524";"462"
"bddc-08bd-999b-7b20-7149-baea-30a1-1c9b";"121205";"31";"13";"miasto";"stały";"Olkuska Spółdzielnia Mieszkaniowa, Rejon 3 w Olkuszu, ul. Juliana Tuwima 2, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1649";"1788";"488";"1161";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1160";"0";"0";"1160";"30";"15";"15";"0";"1130";"610";"520"
"7511-3206-d738-bb4b-e325-7827-fd59-2b6d";"121205";"31";"14";"miasto";"stały";"Zespół Szkolno-Przedszkolny Integracyjny Nr 1 w Olkuszu, ul. Jana Kochanowskiego 2, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1489";"1609";"426";"1063";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1062";"0";"0";"1062";"38";"12";"26";"0";"1024";"542";"482"
"2adf-37b6-7751-bcd9-b3a9-a935-ec23-23b4";"121205";"31";"15";"miasto";"stały";"Przedszkole Nr 10 w Olkuszu, ul. Stefana Żeromskiego 6, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1361";"1449";"462";"899";"0";"4";"0";"0";"0";"0";"0";"0";"0";"899";"0";"0";"899";"31";"22";"9";"0";"868";"395";"473"
"5b0e-f745-7776-d519-4c1b-05cb-ecdb-e725";"121205";"31";"16";"miasto";"stały";"Szkoła Podstawowa Nr 10 w Olkuszu, ul. Stefana Żeromskiego 1, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1563";"1695";"433";"1130";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1129";"0";"0";"1129";"48";"23";"25";"0";"1081";"521";"560"
"0f5f-d827-2c37-7610-1a15-040f-9dfb-bf39";"121205";"31";"17";"miasto";"stały";"Powiatowe Centrum Pomocy Rodzinie w Olkuszu, ul. Marszałka Józefa Piłsudskiego 21, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1351";"1465";"301";"1050";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"66";"29";"37";"0";"984";"580";"404"
"6bf9-7713-95a5-2fd6-859d-d81e-0fd4-bbc5";"121205";"31";"18";"wieś";"stały";"Świetlica Wiejska MOK w Bogucinie Małym, Bogucin Mały 66, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"520";"576";"111";"409";"0";"1";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"9";"9";"0";"0";"400";"195";"205"
"6a1a-f562-4bdd-4c02-fcd9-9643-3d26-0c1e";"121205";"31";"19";"wieś";"stały";"Szkoła Podstawowa w Braciejówce, Braciejówka 60, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"580";"629";"189";"391";"0";"1";"1";"1";"0";"0";"0";"0";"1";"392";"1";"0";"392";"7";"1";"6";"0";"385";"119";"266"
"9301-dde3-751d-2432-748c-67c4-c95f-8c8e";"121205";"31";"20";"wieś";"stały";"Świetlica Wiejska w Podlesiu, Podlesie 63C, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"480";"424";"207";"273";"0";"1";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"11";"1";"10";"0";"262";"130";"132"
"e1fa-85ca-fd94-df7f-0473-2bde-51f8-f59b";"121205";"31";"21";"wieś";"stały";"Wiejski Dom Kultury w Troksie, Troks 43, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"410";"448";"145";"265";"0";"0";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"13";"4";"9";"0";"252";"80";"172"
"7490-a388-7b44-6b4d-3dab-97f6-ded6-e55c";"121205";"31";"22";"wieś";"stały";"Publiczna Szkoła Podstawowa w Witeradowie, Witeradów 394, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"720";"788";"213";"507";"1";"0";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"32";"12";"20";"0";"475";"202";"273"
"c82f-72ad-f591-ed48-d873-9380-432e-f37d";"121205";"31";"23";"wieś";"stały";"Publiczna Szkoła Podstawowa w Żuradzie, Żurada ul. Słoneczna 1, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"880";"966";"213";"667";"2";"0";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"33";"12";"21";"0";"634";"269";"365"
"0304-aab1-dc97-6922-0538-02c7-96ba-574a";"121205";"31";"24";"wieś";"stały";"Szkoła Podstawowa w Osieku, Osiek 79b, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1320";"1471";"310";"1010";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1010";"0";"0";"1010";"38";"13";"25";"0";"972";"356";"616"
"6d66-7678-e522-7911-2240-82dc-9835-0818";"121205";"31";"25";"wieś";"stały";"Remiza OSP w Zimnodole, Zimnodół, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"520";"573";"149";"371";"0";"0";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"16";"3";"13";"0";"355";"94";"261"
"c81f-3275-fc8c-293c-f22d-e411-ab30-6112";"121205";"31";"26";"wieś";"stały";"Szkoła Podstawowa w Kosmolowie, Kosmolów 152, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"737";"817";"208";"529";"1";"1";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"11";"3";"8";"0";"518";"104";"414"
"dd94-46cf-7bc5-21ca-3807-a101-656a-183a";"121205";"31";"27";"wieś";"stały";"Szkoła Podstawowa w Sienicznie, Sieniczno ul. Marii Dąbrowskiej 14, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"850";"941";"203";"647";"0";"7";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"28";"11";"17";"0";"619";"220";"399"
"732f-dc7d-1dc8-06db-dc21-13dd-466d-7b86";"121205";"31";"28";"wieś";"stały";"Szkoła Podstawowa w Gorenicach, ul. Krakowska 51, 32-327 Gorenice";"gm. Olkusz";"olkuski";"małopolskie";"970";"1060";"276";"694";"0";"2";"0";"0";"0";"0";"0";"0";"0";"694";"0";"0";"694";"24";"8";"16";"0";"670";"273";"397"
"a888-4ffe-f4eb-2885-9d83-d0c3-850b-e8b9";"121205";"31";"29";"wieś";"stały";"Wiejski Dom Kultury w Niesułowicach, Niesułowice ul. Galicyjska 112, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"409";"449";"149";"260";"0";"1";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"7";"3";"4";"0";"253";"80";"173"
"0fce-74ff-58c3-cef9-c775-df27-86aa-7dec";"121205";"31";"30";"wieś";"stały";"Szkoła Podstawowa w Zedermanie, Zederman 99, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"1030";"1136";"216";"814";"0";"0";"0";"0";"0";"0";"0";"0";"0";"814";"0";"0";"814";"37";"12";"25";"0";"777";"174";"603"
"df7c-05a1-9caa-325d-b56d-5fec-b68c-3a5f";"121205";"31";"31";"wieś";"stały";"Szkoła Podstawowa w Zawadzie, Zawada 110, 32-327 Gorenice";"gm. Olkusz";"olkuski";"małopolskie";"460";"512";"110";"350";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"9";"3";"6";"0";"341";"109";"232"
"bb37-cadc-e6bc-2ac1-5312-a124-d4c6-c4f8";"121205";"31";"32";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Olkuszu, ul. Jana Kantego 4, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"97";"92";"37";"60";"0";"0";"0";"0";"0";"0";"0";"0";"0";"60";"0";"0";"60";"0";"0";"0";"0";"60";"21";"39"
"3ff5-6621-ef2e-ce57-db8f-b6c7-d845-12bd";"121205";"31";"33";"miasto";"zakład leczniczy";"Niepubliczny Zakład Opieki Zdrowotnej Nowy Szpital w Olkuszu, Al. 1000 - lecia 13, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"270";"172";"213";"57";"0";"0";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"0";"0";"0";"0";"57";"20";"37"
"e1a5-bac9-e49c-cde9-e0c2-c7b9-abce-7f1c";"121205";"31";"34";"miasto";"dom pomocy społecznej";"Niepubliczny Zakład Opiekuńczo-Leczniczy ""POMORZANY"" w Olkuszu, ul. Gwarków 4A, 32-300 Olkusz";"gm. Olkusz";"olkuski";"małopolskie";"151";"128";"137";"14";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"0";"0";"0";"0";"14";"9";"5"
"4f72-5ac7-1594-bf74-2162-75fa-67d2-3bd3";"121206";"31";"1";"wieś";"stały";"Szkoła Podstawowa w Jangrocie, Jangrot 83, 32-353 Trzyciąż";"gm. Trzyciąż";"olkuski";"małopolskie";"1904";"2087";"632";"1272";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1272";"0";"0";"1272";"43";"11";"32";"0";"1229";"362";"867"
"af69-df76-da7e-30d9-b915-79a0-fb4c-248b";"121206";"31";"2";"wieś";"stały";"Szkoła Podstawowa w Suchej, Sucha 32, 32-353 Trzyciąż";"gm. Trzyciąż";"olkuski";"małopolskie";"793";"868";"253";"540";"1";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"20";"4";"16";"0";"520";"84";"436"
"89a9-baa4-0c11-aab4-9ba1-fe52-6166-4c7e";"121206";"31";"3";"wieś";"stały";"Biały Domek w Imbramowicach, Imbramowice 141, 32-353 Trzyciąż";"gm. Trzyciąż";"olkuski";"małopolskie";"982";"1076";"334";"648";"5";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"20";"3";"17";"0";"628";"182";"446"
"a482-2043-9f85-6e20-b6d6-e8eb-bffa-fadf";"121206";"31";"4";"wieś";"stały";"Szkoła Podstawowa w Zadrożu, Zadroże 69, 32-353 Trzyciąż";"gm. Trzyciąż";"olkuski";"małopolskie";"1492";"1665";"462";"1030";"5";"5";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"28";"3";"25";"0";"1000";"255";"745"
"8923-8cb2-18ae-59f2-701b-951f-494c-df53";"121207";"31";"1";"wieś";"stały";"Szkoła Podstawowa w Chełmie, Chełm ul. Wolbromska 21, 32-340 Wolbrom";"gm. Wolbrom";"olkuski";"małopolskie";"653";"711";"221";"432";"0";"0";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"21";"7";"14";"0";"411";"130";"281"
