"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Marek Grzegorz KRZĄKAŁA - nr na liście 1";"Krzysztof Jan GADOWSKI - nr na liście 2";"Gabriela Teresa LENARTOWICZ - nr na liście 3";"Anna Małgorzata GASZKA - nr na liście 4";"Bartłomiej Józef GABRYŚ - nr na liście 5";"Marek Bogusław PROFASKA - nr na liście 6";"Halina Maria KANTOR - nr na liście 7";"Mirosław Leszek KOZIELSKI - nr na liście 8";"Grzegorz Sebastian SERWATKA - nr na liście 9";"Mirosław Piotr DUŻY - nr na liście 10";"Wojciech Piotr KILJAŃCZYK - nr na liście 11";"Joanna Ewa SKOWRON - nr na liście 12";"Beata Katarzyna RZACZEK - nr na liście 13";"Olga Maria POLOK - nr na liście 14";"Jerzy Mieczysław JELONEK - nr na liście 15";"Weronika Małgorzata PIEKOSZOWSKA - nr na liście 16";"Gabriela Agnieszka WŁASIEWICZ - nr na liście 17";"Krzysztof Michał DYBIEC - nr na liście 18";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Roman Henryk FRITZ - nr na liście 1";"Adam Jerzy KURPAS - nr na liście 2";"Konrad Karol MAKAREWICZ - nr na liście 3";"Tadeusz MARON - nr na liście 4";"Małgorzata TOMECKA - nr na liście 5";"Grzegorz GORZOCH - nr na liście 6";"Joanna BURKACKA - nr na liście 7";"Justyna Dorota PYSZNY - nr na liście 8";"Mirosław LECH - nr na liście 9";"Paweł Grzegorz PIECHOCZEK - nr na liście 10";"Aneta Halina ANTONIK-FAIKIS - nr na liście 11";"Alan Hieronim SZATYŁO - nr na liście 12";"Aneta Anna MACIAŚ - nr na liście 13";"Jarosław GRABIEC - nr na liście 14";"Justyna Natalia KUCHARCZYK - nr na liście 15";"Paulina Sandra ILNICKA - nr na liście 16";"Jacek Szymon LANUSZNY - nr na liście 17";"Hanna Dorota COFALIK - nr na liście 18";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Grzegorz Kazimierz PILISZEK - nr na liście 1";"Wiesława Joanna HULIM - nr na liście 2";"Bogdan Czesław MYŚLIWIEC - nr na liście 3";"Sylwia MACHNIK - nr na liście 4";"Adam Sebastian SMYCZEK - nr na liście 5";"Grażyna Gabriela BORTLIK - nr na liście 6";"Henryk Sławomir POSTAWKA - nr na liście 7";"Jacek Arkadiusz SZYMURA - nr na liście 8";"Piotr Sylwester RYCHŁY - nr na liście 9";"Kazimierz Stanisław ADAMCZYK - nr na liście 10";"Artur Rafał OLEKSIŃSKI - nr na liście 11";"Maria Teresa WALISZEWSKA - nr na liście 12";"Aleksander Jakub POJDA - nr na liście 13";"Stanisław Alojzy RDUCH - nr na liście 14";"Barbara Aleksandra NYCZKA - nr na liście 15";"Elżbieta Maria KULAWIK - nr na liście 16";"Janina DĄBROWSKA - nr na liście 17";"Bronisław KARASEK - nr na liście 18";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Bolesław Grzegorz PIECHA - nr na liście 1";"Michał Piotr WOŚ - nr na liście 2";"Czesław Stanisław SOBIERAJSKI - nr na liście 3";"Adam GAWĘDA - nr na liście 4";"Grzegorz MATUSIAK - nr na liście 5";"Katarzyna Maria DUTKIEWICZ - nr na liście 6";"Teresa GLENC - nr na liście 7";"Cezary Dominik RAJCA - nr na liście 8";"Mirela Elżbieta SZUTKA - nr na liście 9";"Jarosław Zbigniew SZCZĘSNY - nr na liście 10";"Aleksandra Katarzyna RATKA-BOSSARD - nr na liście 11";"Karol Bogusław SZYMURA - nr na liście 12";"Alojzy Jan SZYMICZEK - nr na liście 13";"Angelika Krystyna GARUS-KOPERTOWSKA - nr na liście 14";"Urszula Zofia KASPAREK - nr na liście 15";"Maria KODURA - nr na liście 16";"Jerzy Bolesław LAZAR - nr na liście 17";"Daniel Emilian WAWRZYCZEK - nr na liście 18";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Maciej Kamil KOPIEC - nr na liście 1";"Mirosław Krzysztof NOWAK - nr na liście 2";"Zdzisław SMOLIŃSKI - nr na liście 3";"Hanna Joanna KUSTRA - nr na liście 4";"Piotr Aleksander URBAŃCZYK - nr na liście 5";"Ilona Beata WITALA-SŁUGA - nr na liście 6";"Andrzej POŻAROWSZCZYK - nr na liście 7";"Izabela Małgorzata NOSIADEK - nr na liście 8";"Patrycja Anna SIEŃKO - nr na liście 9";"Tomasz Marek LEONARSKI - nr na liście 10";"Roman Wojciech GRANICZKA - nr na liście 11";"Agnieszka Dominika GONSIOR - nr na liście 12";"Agnieszka Lidia KORBEL - nr na liście 13";"Piotr KWAŚNY - nr na liście 14";"Zofia SOBIK - nr na liście 15";"Agnieszka Barbara RYCZKOWSKA - nr na liście 16";"Iwona Maria KALINOWSKA - nr na liście 17";"Jarosław Piotr LIGAS - nr na liście 18";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Maciej Krzysztof URBAŃCZYK - nr na liście 1";"Dariusz Mirosław PRUS - nr na liście 2";"Danuta Agata MOTYCZKA - nr na liście 3";"Adam Ferdynand PUSTELNIK - nr na liście 4";"Paweł OSUCH - nr na liście 5";"Natalia Agnieszka JAROSZ - nr na liście 6";"Damian KOSIŃSKI - nr na liście 7";"Elżbieta Maria STRACH - nr na liście 8";"Tomasz Krzysztof GIERCZYCKI - nr na liście 9";"Tomasz BIAŁOŃ - nr na liście 10";"Izabela Urszula STRACH - nr na liście 11";"Liczba obwodów"
"240801";"gmina miejska";"m. Łaziska Górne";"mikołowski";"śląskie";15593;16596;5060;10533;12;43;0;0;0;0;0;0;0;10533;0;9;10524;99;59;40;0;10425;3388;638;140;113;59;155;63;28;14;11;2065;10;29;9;20;10;9;2;13;783;289;242;38;12;52;9;15;27;23;8;1;5;4;11;12;6;10;19;537;190;46;16;47;19;23;8;28;5;36;14;12;17;5;26;18;13;14;4476;1903;492;78;633;205;86;549;99;34;56;134;26;19;16;32;18;38;58;1057;529;76;110;69;23;22;11;35;22;13;4;16;23;41;16;10;13;24;184;59;15;23;8;7;17;11;14;2;6;22;16
"240802";"gmina miejska";"m. Mikołów";"mikołowski";"śląskie";29561;31595;8410;21150;33;90;1;1;0;0;0;0;1;21147;1;0;21147;180;102;78;0;20967;7646;2730;473;476;180;1486;122;212;34;41;1589;27;50;25;66;48;23;12;52;1498;599;334;90;35;172;23;30;45;24;22;10;10;13;21;12;6;14;38;1232;455;59;84;80;44;34;17;71;23;130;12;24;30;9;78;21;35;26;7771;3075;1419;144;1107;259;167;738;184;70;96;123;49;68;40;55;33;55;89;2454;1172;170;392;161;48;47;17;63;35;16;15;30;32;55;31;102;26;42;366;117;29;39;32;23;36;13;18;5;16;38;24
"240803";"gmina miejska";"m. Orzesze";"mikołowski";"śląskie";15128;16012;4700;10378;6;25;1;1;0;0;0;0;1;10379;1;0;10379;115;63;52;0;10264;2580;845;154;137;81;147;243;38;11;19;789;11;19;4;24;14;11;6;27;1008;219;591;34;11;27;3;10;17;17;14;4;3;5;7;5;6;13;22;667;205;32;19;43;16;126;9;46;10;70;6;13;12;12;14;9;12;13;5028;1757;670;108;506;181;84;415;417;46;120;533;60;17;14;30;18;12;40;806;409;63;64;71;22;17;4;21;13;8;3;21;15;19;16;10;15;15;175;58;8;26;11;2;18;9;11;2;8;22;16
"240804";"gmina wiejska";"gm. Ornontowice";"mikołowski";"śląskie";4266;4639;1221;3045;5;14;0;0;0;0;0;0;0;3045;0;1;3044;31;22;9;0;3013;574;160;37;34;11;61;171;11;3;2;45;0;10;1;10;2;2;4;10;195;66;65;11;1;11;3;3;10;5;4;2;0;1;2;1;0;3;7;406;40;3;3;11;5;1;2;4;1;318;1;1;0;3;3;6;0;4;1580;471;153;91;332;21;29;179;143;19;19;31;19;15;8;14;5;15;16;215;120;12;19;18;7;4;1;4;6;1;1;2;5;2;5;5;2;1;43;10;1;11;1;1;9;1;5;0;2;2;3
"240805";"gmina wiejska";"gm. Wyry";"mikołowski";"śląskie";5819;6223;1565;4254;9;16;0;0;0;0;0;0;0;4254;0;0;4254;53;27;26;0;4201;1240;386;54;78;28;126;35;25;3;3;439;5;13;4;24;3;5;1;8;353;130;117;21;7;26;3;7;12;5;5;5;1;2;1;2;0;3;6;272;98;7;10;24;12;21;4;12;4;33;5;1;11;3;8;3;6;10;1834;849;213;43;229;59;37;192;64;13;20;43;16;3;8;6;11;8;20;390;183;31;33;34;10;4;5;4;12;1;2;6;18;10;6;7;13;11;112;29;6;17;4;7;9;3;10;0;9;18;6
"241101";"gmina miejska";"m. Racibórz";"raciborski";"śląskie";39758;41656;17091;22666;25;98;5;5;1;0;0;0;4;22669;4;0;22669;204;125;79;0;22465;7269;1197;515;4944;88;81;33;36;38;23;24;11;25;26;57;25;10;21;115;1306;642;134;121;36;48;24;25;61;46;27;11;12;18;36;22;10;9;24;1183;371;79;177;132;68;31;47;36;30;29;12;26;14;20;14;14;34;49;9810;687;7225;144;383;47;910;137;19;21;71;12;15;38;10;21;18;21;31;2601;1396;250;108;169;87;49;81;56;41;20;20;28;44;66;45;29;57;55;296;109;13;38;11;14;26;21;12;7;8;37;28
"241102";"gmina wiejska";"gm. Kornowac";"raciborski";"śląskie";3780;3997;1475;2305;1;6;0;0;0;0;0;0;0;2305;0;0;2305;24;11;13;0;2281;453;151;57;189;9;4;16;0;6;3;1;1;1;2;1;0;3;3;6;143;69;13;20;3;2;3;1;6;9;5;0;0;5;4;0;1;1;1;148;38;9;23;14;11;2;4;3;2;4;2;1;4;5;1;3;4;18;1360;102;791;31;252;15;35;72;2;3;7;0;2;30;1;1;3;4;9;152;70;12;7;8;6;2;11;8;2;1;1;5;1;5;2;3;5;3;25;8;3;4;4;0;0;1;1;0;0;4;5
"241103";"gmina miejsko-wiejska";"gm. Krzanowice";"raciborski";"śląskie";4279;4603;2373;1906;1;1;0;0;0;0;0;0;0;1906;0;0;1906;24;18;6;0;1882;686;45;19;595;6;3;0;0;2;0;2;0;1;1;2;4;1;1;4;129;63;5;13;5;8;2;4;6;3;1;1;0;2;2;5;4;1;4;87;25;6;4;8;14;2;3;5;1;7;2;2;3;0;0;2;2;1;828;67;533;31;70;6;71;20;1;1;12;1;1;7;0;1;0;5;1;124;57;7;12;10;7;2;6;5;1;3;0;2;6;2;1;1;1;1;28;8;1;9;1;0;3;1;0;1;1;3;6
"241104";"gmina wiejska";"gm. Krzyżanowice";"raciborski";"śląskie";8197;8971;4177;4020;5;23;1;1;0;0;0;0;1;4021;1;0;4021;84;70;14;0;3937;1159;221;79;734;11;9;9;6;4;6;10;2;7;7;9;1;4;8;32;272;129;20;26;5;12;5;8;6;16;10;1;5;2;7;8;5;3;4;398;67;11;26;24;195;5;3;15;0;8;1;6;2;5;4;4;4;18;1775;180;1069;15;192;18;54;155;2;5;22;2;5;33;0;3;9;5;6;281;141;32;6;14;10;5;7;19;3;4;1;14;4;4;8;5;3;1;52;13;1;15;5;1;6;4;4;0;1;2;7
"241105";"gmina miejsko-wiejska";"gm. Kuźnia Raciborska";"raciborski";"śląskie";8478;9143;4354;4124;3;26;0;0;0;0;0;0;0;4124;0;0;4124;61;40;21;0;4063;1156;430;80;504;25;30;15;7;10;3;4;7;5;2;8;6;4;5;11;322;182;31;20;9;11;6;12;8;13;6;4;3;0;5;1;1;6;4;412;62;19;18;213;7;5;33;10;2;10;5;3;7;4;2;2;8;2;1700;275;930;72;133;25;91;74;1;23;8;4;20;18;0;7;3;8;8;389;194;40;19;35;14;4;5;20;5;4;0;3;13;5;7;1;8;12;84;24;7;15;4;3;10;5;5;2;2;7;6
"241106";"gmina wiejska";"gm. Nędza";"raciborski";"śląskie";5525;5688;2851;2674;2;10;0;0;0;0;0;0;0;2674;0;0;2674;44;26;18;0;2630;716;203;41;386;16;10;15;7;2;6;2;9;7;2;7;2;1;0;0;193;100;14;19;10;9;4;6;5;4;3;2;4;2;2;3;2;1;3;228;37;6;11;36;8;1;94;6;2;2;0;3;1;5;4;0;5;7;1278;160;800;14;102;8;77;48;2;10;13;2;2;10;0;12;7;5;6;194;112;13;5;19;7;1;8;6;4;3;0;0;6;2;4;1;2;1;21;5;1;1;0;1;1;2;2;1;0;7;8
