"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Artur Ryszard PIEGDOŃ";"Sławomir SADOWSKI";"Jerzy WCISŁA"
"0f91-e36b-da67-2645-9e43-6cfe-128f-55d3";"280901";"84";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny, ul. Polna 36, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"740";"820";"239";"500";"0";"2";"0";"0";"0";"0";"0";"0";"0";"501";"0";"0";"501";"13";"2";"11";"0";"488";"76";"179";"233"
"0f45-5f6e-b81b-2bbc-3708-91a8-06f4-3fc7";"280901";"84";"3";"miasto";"stały";"Przedszkole Niepubliczne ""Kubuś"", ul. Ogrodowa 1, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"773";"840";"319";"454";"2";"1";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"13";"1";"12";"0";"441";"81";"153";"207"
"db0a-194b-4230-129d-8894-3a99-3aa2-573c";"280901";"84";"4";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Warmia"", ul. Poniatowskiego 18, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1462";"1536";"534";"928";"2";"13";"0";"0";"0";"0";"0";"0";"0";"928";"0";"0";"928";"44";"16";"28";"0";"884";"137";"315";"432"
"6ded-aac1-c83c-8e04-ef67-f3be-5bca-8afb";"280901";"84";"5";"miasto";"stały";"Lokal po byłej Filiii Miejskiej Biblioteki Publicznej, ul. Ornecka 6A, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"635";"699";"268";"367";"0";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"5";"0";"5";"0";"362";"85";"138";"139"
"9788-3168-7715-2e43-27c1-51c9-02e6-de64";"280901";"84";"6";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. Poniatowskiego 3, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"740";"814";"246";"494";"0";"7";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"15";"1";"14";"0";"479";"88";"163";"228"
"f869-e262-40bb-504e-09fb-34dd-aaea-c56e";"280901";"84";"7";"miasto";"stały";"Zespół Szkół i Placówek Oświatowych, ul. Wierzbickiego 3A, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1619";"1762";"590";"1029";"1";"13";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"22";"1";"21";"0";"1006";"146";"338";"522"
"a350-435f-e526-ea03-f460-cd6c-4d94-0b30";"280901";"84";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Szkolna 2, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"772";"838";"229";"543";"0";"5";"0";"0";"0";"0";"0";"0";"0";"543";"0";"0";"543";"10";"4";"6";"0";"533";"94";"140";"299"
"6c62-2134-475a-bf3d-e207-0a8c-ac34-b966";"280901";"84";"9";"miasto";"stały";"Lidzbarski Dom Kultury, ul. Słowackiego 4, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1531";"1660";"595";"936";"1";"11";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"22";"3";"19";"0";"914";"145";"314";"455"
"58dc-c636-4595-6fc5-5436-671d-e269-3192";"280901";"84";"10";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Lipowa 17A, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1505";"1606";"664";"841";"1";"5";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"28";"23";"5";"0";"813";"113";"295";"405"
"ba1e-7e64-f0d5-b791-811c-f586-6914-eb87";"280901";"84";"11";"miasto";"zakład leczniczy";"Szpital Powiatowy, Bartoszycka 3, 11-100 Lidzbark Warmiński";"m. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"50";"24";"34";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"0";"0";"0";"0";"16";"1";"9";"6"
"f05e-ddbd-4af5-576b-6afa-6582-c6b0-9575";"280902";"84";"1";"wieś";"stały";"Świetlica Wiejska w Kiwitach, Kiwity 2, 11-106 Kiwity";"gm. Kiwity";"lidzbarski";"warmińsko-mazurskie";"646";"720";"236";"410";"1";"2";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"14";"4";"10";"0";"396";"79";"192";"125"
"6c6c-4c5f-309b-980d-05c5-10f6-6d00-1e87";"280902";"84";"2";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Żegotach, Żegoty 91, 11-106 Kiwity";"gm. Kiwity";"lidzbarski";"warmińsko-mazurskie";"753";"826";"425";"328";"1";"2";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"17";"1";"16";"0";"311";"55";"167";"89"
"7cbc-0fd7-65f1-8bf3-c011-e567-e198-8e60";"280902";"84";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Krekolach, Krekole 36, 11-106 Kiwity";"gm. Kiwity";"lidzbarski";"warmińsko-mazurskie";"518";"574";"247";"271";"0";"5";"2";"2";"0";"0";"0";"0";"2";"273";"2";"0";"273";"8";"0";"8";"0";"265";"52";"145";"68"
"ce5d-8379-ba2a-f60e-6056-1960-3693-0d3a";"280902";"84";"4";"wieś";"stały";"Świetlica Wiejska w Stoczku, Stoczek 31, 11-106 Kiwity";"gm. Kiwity";"lidzbarski";"warmińsko-mazurskie";"522";"569";"254";"268";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"10";"1";"9";"0";"258";"55";"119";"84"
"9fd5-1d4c-85a7-5523-036c-9c01-16fc-af7a";"280903";"84";"1";"wieś";"stały";"Urząd Gminy, ul. Krasickiego 1, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"1301";"1418";"709";"592";"1";"16";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"10";"1";"9";"0";"582";"99";"242";"241"
"997f-2cbb-0cad-56c9-5517-0ba2-e5df-b1d2";"280903";"84";"2";"wieś";"stały";"Szkoła Podstawowa, Kraszewo 2, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"740";"826";"367";"373";"0";"9";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"14";"2";"12";"0";"359";"71";"170";"118"
"8c9f-e5fc-7fff-bcff-d0cd-6a8d-ddfe-e4f5";"280903";"84";"3";"wieś";"stały";"Szkoła Podstawowa, Kłębowo 7, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"656";"734";"314";"342";"0";"6";"0";"0";"0";"0";"0";"0";"0";"342";"0";"0";"342";"9";"2";"7";"0";"333";"46";"159";"128"
"8b40-f59e-687e-d5d6-4640-6137-3242-d3cc";"280903";"84";"4";"wieś";"stały";"Świetlica wiejska, Rogóż 19A, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"610";"675";"292";"318";"0";"2";"0";"0";"0";"0";"0";"0";"0";"318";"0";"0";"318";"13";"5";"8";"0";"305";"39";"135";"131"
"1570-7e3f-cb3e-9675-779f-8388-739a-9368";"280903";"84";"5";"wieś";"stały";"Świetlica wiejska, Runowo 41A, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"590";"632";"346";"244";"0";"0";"0";"0";"0";"0";"0";"0";"0";"244";"0";"0";"244";"4";"0";"4";"0";"240";"58";"108";"74"
"6f55-b2c7-5613-fd3e-9d1a-fa88-976e-6a7c";"280903";"84";"6";"wieś";"stały";"Świetlica wiejska, Babiak 13, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"302";"333";"178";"124";"0";"2";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"7";"0";"7";"0";"117";"21";"62";"34"
"db12-d411-98c1-7a5b-4f9f-ea03-ac52-5b69";"280903";"84";"7";"wieś";"stały";"Świetlica wiejska, Kochanówka 17, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"273";"293";"136";"137";"0";"5";"0";"0";"0";"0";"0";"0";"0";"137";"0";"0";"137";"6";"1";"5";"0";"131";"23";"67";"41"
"cbbb-d1fc-4f46-b9db-58cd-f60e-c980-4110";"280903";"84";"8";"wieś";"stały";"Świetlica wiejska w Łaniewie, Łaniewo 79, 11-100 Lidzbark Warmiński";"gm. Lidzbark Warmiński";"lidzbarski";"warmińsko-mazurskie";"378";"419";"222";"156";"0";"0";"0";"0";"0";"0";"0";"0";"0";"156";"0";"0";"156";"5";"0";"5";"0";"151";"23";"82";"46"
"1e41-ada3-fa40-168b-8337-e877-cadd-10c6";"280904";"84";"1";"wieś";"stały";"Urząd Gminy Lubomino, Kopernika 7, 11-135 Lubomino";"gm. Lubomino";"lidzbarski";"warmińsko-mazurskie";"1580";"1735";"788";"792";"0";"7";"0";"0";"0";"0";"0";"0";"0";"792";"0";"0";"792";"28";"5";"23";"0";"764";"134";"369";"261"
"3022-db3b-4715-7d86-d841-bcf8-f266-fc69";"280904";"84";"2";"wieś";"stały";"Środowiskowy Dom Samopomocy, Wolnica 50, 11-135 Lubomino";"gm. Lubomino";"lidzbarski";"warmińsko-mazurskie";"353";"391";"207";"146";"0";"1";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"146";"6";"1";"5";"0";"140";"20";"69";"51"
"cc15-2aa8-9681-2731-943d-fe1f-a924-4a7d";"280904";"84";"3";"wieś";"stały";"Szkoła Podstawowa, Wilczkowo 73, 11-135 Lubomino";"gm. Lubomino";"lidzbarski";"warmińsko-mazurskie";"624";"678";"362";"262";"0";"2";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"7";"0";"7";"0";"255";"41";"160";"54"
"180a-bc48-26e8-7e5c-5035-ca24-bf8e-5cda";"280905";"84";"1";"miasto";"stały";"Ośrodek Sportu i Rekreacji w Ornecie ul Sportowa 7, Sportowa 7, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"1770";"1910";"774";"996";"3";"3";"0";"0";"0";"0";"0";"0";"0";"996";"0";"0";"996";"12";"5";"7";"0";"984";"174";"438";"372"
"07e7-90a1-b933-66da-a8ff-a96f-aec2-fbe5";"280905";"84";"2";"miasto";"stały";"Miejski Dom Kultury w Ornecie ul. 1 Maja 45, 1 Maja 45, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"1621";"1769";"560";"1061";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"20";"2";"18";"0";"1041";"178";"426";"437"
"7bb7-7a95-4260-b387-08b5-9546-8023-0d12";"280905";"84";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1 w Ornecie ul. Zamkowa 26, Zamkowa 26, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"983";"1062";"527";"456";"0";"2";"0";"0";"0";"0";"0";"0";"0";"456";"0";"0";"456";"21";"1";"20";"0";"435";"80";"208";"147"
"7bb8-b6a0-3ccc-7b89-8b9b-a3d8-b856-32f8";"280905";"84";"4";"miasto";"stały";"Szkoła Podstawowa nr 1 w Ornecie ul. Warmińska 11, Warmińska 11, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"1246";"1349";"590";"656";"1";"2";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"21";"5";"16";"0";"635";"122";"253";"260"
"4104-e527-30cc-8028-7f94-8e90-6bda-8e39";"280905";"84";"5";"miasto i wieś";"stały";"Szkoła Podstawowa Nr 4 w Ornecie ul. Kopernika 13, Kopernika 13, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"1319";"1457";"652";"667";"6";"1";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"20";"8";"12";"0";"647";"111";"300";"236"
"6e84-9847-33c5-800d-dcdd-5199-0efa-f6c3";"280905";"84";"6";"wieś";"stały";"Szkoła Podstawowa w Bażynach, Bażyny 17, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"654";"702";"358";"296";"0";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"4";"0";"4";"0";"292";"42";"143";"107"
"ae7f-14b1-5f3e-bbe0-5c82-aef7-d2f8-07c4";"280905";"84";"7";"wieś";"stały";"Świetlica wiejska w Henrykowie, Henrykowo 47, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"480";"529";"207";"273";"0";"2";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"9";"1";"8";"0";"264";"33";"171";"60"
"b35f-f4cd-8130-8171-2f5a-ed42-9631-d328";"280905";"84";"8";"wieś";"stały";"Szkoła Podstawowa w Mingajnach, Mingajny 48, 11-130 Orneta";"gm. Orneta";"lidzbarski";"warmińsko-mazurskie";"582";"634";"348";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"5";"0";"5";"0";"229";"38";"128";"63"
"995e-d23b-c658-5ecc-e3da-d6b2-e826-e91b";"286101";"84";"1";"miasto";"stały";"Ośrodek Rehabilitacyjno-Edukacyjno-Wychowawczy Koło PSONI w Elblągu, ul. Szarych Szeregów 32, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1688";"1839";"549";"1139";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"15";"3";"12";"0";"1124";"134";"420";"570"
"9e25-9f20-a723-8f14-c67a-0e14-84f4-c328";"286101";"84";"2";"miasto";"stały";"Szkoła Podstawowa Nr 9, ul. Józefa Wybickiego 20, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1584";"1725";"445";"1139";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"20";"5";"15";"0";"1119";"116";"490";"513"
"12f6-1bfc-8969-0db3-eaa3-e549-6d99-185b";"286101";"84";"3";"miasto";"stały";"Przedszkole Niepubliczne ""Akademia Krasnoludków"", ul. Macieja Kalenkiewicza 24, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1175";"1321";"324";"851";"0";"2";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"16";"1";"15";"0";"835";"85";"340";"410"
"4d64-049c-311d-d957-5b5b-653e-cca4-1365";"286101";"84";"4";"miasto";"stały";"Przedszkole Nr 21, ul. Wiejska 6, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1649";"1815";"588";"1060";"5";"0";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"1";"1060";"19";"8";"11";"0";"1041";"126";"430";"485"
"7888-04f1-a1e5-28b0-9157-9bc6-e45e-da7d";"286101";"84";"5";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Zakrzewo"", ul. Robotnicza 246, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1564";"1669";"509";"1055";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"12";"1";"11";"0";"1042";"132";"371";"539"
"535b-1188-9226-c864-eb40-04d3-cf0b-7a34";"286101";"84";"6";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Węgrowska 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1351";"1483";"414";"937";"2";"8";"0";"0";"0";"0";"0";"0";"0";"937";"0";"0";"937";"21";"7";"14";"0";"916";"123";"262";"531"
"7ac4-63cb-76f2-7dab-9605-ce62-f574-07d2";"286101";"84";"7";"miasto";"stały";"Zespół Szkół Inżynierii Środowiska i Usług, ul. Obrońców Pokoju 44, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"697";"778";"358";"339";"0";"0";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"10";"1";"9";"0";"329";"56";"137";"136"
"74e7-084f-5c16-2ab8-6b12-4ba9-5a8c-8ece";"286101";"84";"8";"miasto";"stały";"Szkoła Podstawowa Nr 18, ul. Węgrowska 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1416";"1513";"492";"924";"0";"5";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"11";"6";"5";"0";"913";"106";"305";"502"
"5c7c-20c8-4c89-d6fb-7dc5-99e8-f9ba-5b27";"286101";"84";"9";"miasto";"stały";"Świetlica w Próchniku, ul. Strumykowa 35, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"544";"606";"185";"359";"0";"4";"1";"1";"0";"0";"0";"0";"1";"360";"1";"0";"360";"5";"1";"4";"0";"355";"50";"100";"205"
"c4c1-d756-69aa-6f24-2f4f-9b73-bae9-3796";"286101";"84";"10";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Janusza Korczaka 34, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1229";"1331";"392";"837";"0";"2";"0";"0";"0";"0";"0";"0";"0";"837";"0";"0";"837";"19";"2";"17";"0";"818";"99";"289";"430"
"cd99-b610-51c0-28c2-12ad-e273-3307-5f5c";"286101";"84";"11";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Janusza Korczaka 34, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1525";"1638";"464";"1061";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1061";"0";"0";"1061";"15";"5";"10";"0";"1046";"136";"417";"493"
"ab0d-df9f-ea51-a9f1-36b3-3ab1-ad1b-3262";"286101";"84";"12";"miasto";"stały";"Przedszkole Nr 24, ul. Jana Brzechwy 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1949";"2126";"554";"1395";"2";"10";"0";"0";"0";"0";"0";"0";"0";"1395";"0";"0";"1395";"10";"10";"0";"0";"1385";"178";"512";"695"
"902a-8103-9450-44e3-cfd4-ae37-4034-ca79";"286101";"84";"13";"miasto";"stały";"Przedszkole Nr 24, ul. Jana Brzechwy 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"2014";"2311";"564";"1450";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"21";"7";"14";"0";"1429";"178";"390";"861"
"96b3-52c6-c726-fb32-31e0-2cc1-ad6f-a338";"286101";"84";"14";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Modlińska 39, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1939";"2085";"530";"1409";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"23";"17";"6";"0";"1386";"181";"482";"723"
"a979-3d71-d220-e3d4-5c21-7fca-eb0b-3fc4";"286101";"84";"15";"miasto";"stały";"Szkoła Podstawowa Nr 15, ul. Modlińska 39, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1747";"1879";"669";"1078";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1079";"1";"0";"1079";"24";"1";"23";"0";"1055";"140";"353";"562"
"33a5-c30f-e29f-0f70-c32d-5fea-868c-545e";"286101";"84";"16";"miasto";"stały";"Przedszkole Niepubliczne ""Wiki"", ul. Częstochowska 5, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1725";"1858";"519";"1206";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1206";"0";"0";"1206";"27";"6";"21";"0";"1179";"150";"469";"560"
"1043-b062-e014-56fc-a0f1-338c-2ad3-12b4";"286101";"84";"17";"miasto";"stały";"NZOZ Młodzieżowy Ośrodek Terapeutyczny KARAN, ul. Królewiecka 197, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1257";"1363";"341";"916";"0";"0";"1";"1";"1";"0";"0";"0";"0";"916";"0";"0";"916";"27";"7";"20";"0";"889";"105";"281";"503"
"8905-65f8-cd85-b6d0-ee8d-58db-12f5-07a9";"286101";"84";"18";"miasto";"stały";"Przedszkole Niepubliczne ""Bajka"", ul. Lubraniecka 19, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1592";"1773";"546";"1046";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1046";"0";"0";"1046";"25";"0";"25";"0";"1021";"134";"415";"472"
"e5bc-28a5-5fa9-f059-ba90-509f-4c62-8dcd";"286101";"84";"19";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1, ul. Robotnicza 173, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1510";"1633";"428";"1082";"1";"5";"1";"1";"0";"0";"0";"0";"1";"1083";"1";"0";"1083";"24";"3";"21";"0";"1059";"119";"321";"619"
"f88a-10aa-716b-71f7-4c37-a90d-8494-4134";"286101";"84";"20";"miasto";"stały";"Zespół Szkół Zawodowych Nr 1, ul. Robotnicza 173, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1556";"1690";"516";"1040";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1040";"0";"0";"1040";"21";"5";"16";"0";"1019";"130";"361";"528"
"b71e-8edc-98c5-6499-1a02-3264-e13c-993c";"286101";"84";"21";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Ignacego Daszyńskiego 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1648";"1787";"601";"1047";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1047";"0";"0";"1047";"23";"8";"15";"0";"1024";"147";"363";"514"
"bac5-5050-70df-88dc-164b-83fb-7ae3-cd77";"286101";"84";"22";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Ignacego Daszyńskiego 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1879";"2035";"695";"1184";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1184";"0";"0";"1184";"18";"1";"17";"0";"1166";"155";"440";"571"
"1fb9-18d1-526d-f80d-9127-9c2e-fefb-8319";"286101";"84";"23";"miasto";"stały";"Przedszkole Nr 23, ul. Pułkownika Stanisława Dąbka 49, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1396";"1517";"442";"954";"0";"1";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"19";"1";"18";"0";"935";"85";"364";"486"
"3057-b5c2-4e3f-df7a-6e50-9453-1790-79d0";"286101";"84";"24";"miasto";"stały";"Świetlica ESM ""Sielanka"", ul. Gwiezdna 26/27, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1694";"1811";"617";"1077";"2";"6";"1";"1";"0";"0";"0";"0";"1";"1078";"1";"0";"1078";"13";"0";"13";"0";"1065";"127";"431";"507"
"382b-bd38-115d-8276-2219-1ca3-dec4-c071";"286101";"84";"25";"miasto";"stały";"III Liceum Ogólnokształcące, ul. Browarna 1, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1567";"1723";"692";"875";"4";"2";"0";"0";"0";"0";"0";"0";"0";"875";"0";"0";"875";"23";"4";"19";"0";"852";"102";"370";"380"
"7cb2-8d62-526c-9dca-5ba9-4fe0-93f1-8035";"286101";"84";"26";"miasto";"stały";"Szkoła Podstawowa Nr 6, Aleja Józefa Piłsudskiego 4, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1449";"1596";"434";"1015";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"17";"2";"15";"0";"998";"147";"310";"541"
"7ce4-83c9-3867-12a2-d55d-0c29-9c81-b9f7";"286101";"84";"27";"miasto";"stały";"Zespół Szkół Gospodarczych, ul. Królewiecka 128, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1569";"1708";"551";"1018";"1";"11";"1";"1";"0";"0";"0";"0";"1";"1019";"1";"0";"1019";"12";"2";"10";"0";"1007";"129";"282";"596"
"db10-de34-c3bf-afd6-6421-d698-3d47-559c";"286101";"84";"28";"miasto";"stały";"Szkoła Podstawowa Nr 19 z Oddziałami Dwujęzycznymi, ul. Urocza 4, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1323";"1426";"391";"932";"2";"0";"1";"1";"0";"0";"0";"0";"1";"933";"1";"0";"933";"15";"3";"12";"0";"918";"107";"330";"481"
"9e0e-8399-fc0a-4297-4eaa-cc13-bc7b-d9f8";"286101";"84";"29";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy Nr 1, ul. Mikołaja Kopernika 27, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1183";"1283";"438";"745";"2";"0";"0";"0";"0";"0";"0";"0";"0";"745";"0";"0";"745";"11";"1";"10";"0";"734";"81";"320";"333"
"cfcc-7f17-9777-e2b1-a599-5b24-05fb-e067";"286101";"84";"30";"miasto";"stały";"Dom Pomocy Społecznej ""Niezapominajka"", ul. Toruńska 17, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"94";"108";"52";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"3";"0";"3";"0";"39";"5";"26";"8"
"c0f9-4001-5b8b-5838-3a4a-74b8-9f76-f20a";"286101";"84";"31";"miasto";"stały";"Szkoła Podstawowa nr 12, ul. Wojciecha Zajchowskiego 12, 82-300 Elbląg";"m. Elbląg";"Elbląg";"warmińsko-mazurskie";"1347";"1419";"524";"823";"2";"4";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"13";"0";"13";"0";"810";"104";"294";"412"
