"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Paweł Robert KOWAL - nr na liście 1";"Grzegorz Cezary LIPIEC - nr na liście 2";"Aleksander Jan MISZALSKI - nr na liście 3";"Lidia Stanisława GĄDEK - nr na liście 4";"Dorota MAREK - nr na liście 5";"Ireneusz Jacek RAŚ - nr na liście 6";"Józef LASSOTA - nr na liście 7";"Bogusław Andrzej SONIK - nr na liście 8";"Marta Agnieszka WODYŃSKA - nr na liście 9";"Artur MAZUR - nr na liście 10";"Alicja Anna SZCZEPAŃSKA - nr na liście 11";"Władysław Andrzej DYNA - nr na liście 12";"Dariusz SZCZOTKOWSKI - nr na liście 13";"Edyta Liliana NOWAK - nr na liście 14";"Zbigniew Tomasz ULMANIEC - nr na liście 15";"Andrzej BUCZKOWSKI - nr na liście 16";"Michał Kazimierz ZNAMIROWSKI - nr na liście 17";"Sebastian Joachim PIEKAREK - nr na liście 18";"Urszula Elżbieta MAJCHER-LEGAWIEC - nr na liście 19";"Janusz Jan BARTYZEL - nr na liście 20";"Piotr Łukasz GRABARCZYK - nr na liście 21";"Ewelina Teresa WĘGRZYN - nr na liście 22";"Marzena Dorota PILCH-KOCJAN - nr na liście 23";"Andrzej Jan DOMAŃSKI - nr na liście 24";"Emil Krzysztof BAJOREK - nr na liście 25";"Maria IWANICKA - nr na liście 26";"Maria Małgorzata STRZELECKA - nr na liście 27";"Jerzy Witold MEYSZTOWICZ - nr na liście 28";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Konrad Szczepan BERKOWICZ - nr na liście 1";"Kamil Dawid KUPIEC - nr na liście 2";"Jakub Artur KRZYSZTONEK - nr na liście 3";"Bartosz Sebastian BOCHEŃCZAK - nr na liście 4";"Wojciech Jerzy GOLONKA - nr na liście 5";"Tomasz MOSZKOWICZ - nr na liście 6";"Gabriela MASZTAFIAK - nr na liście 7";"Józef WOCH - nr na liście 8";"Stanisław PAPIEŻ - nr na liście 9";"Joanna ŁUKASZEWSKA-BAUMAN - nr na liście 10";"Piotr Paweł BARTOSZ - nr na liście 11";"Michał WALKIEWICZ - nr na liście 12";"Bartłomiej DROZD - nr na liście 13";"Tomasz Krzysztof TRZAJNA - nr na liście 14";"Barbara ŁOPACIŃSKA - nr na liście 15";"Aleksandra CZOSNOWSKA - nr na liście 16";"Krzysztof Jan MONTICELLI - nr na liście 17";"Grzegorz Lucjan ZAJĄC - nr na liście 18";"Miłosz Stanisław SOBIENIOWSKI - nr na liście 19";"Anna Józefa SMOROŃ - nr na liście 20";"Jakub Jan ADAMCZYK - nr na liście 21";"Jagoda DZIADOSZ - nr na liście 22";"Janina PĘCZEK - nr na liście 23";"Iwona Katarzyna HOJDA - nr na liście 24";"Aldona Anna DYMANUS - nr na liście 25";"Grzegorz Miłosz PĘDZIWIATR - nr na liście 26";"Lucyna Michalina KULIŃSKA - nr na liście 27";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Agnieszka ŚCIGAJ - nr na liście 1";"Piotr Marek KEMPF - nr na liście 2";"Marta Elżbieta PATENA - nr na liście 3";"Łukasz Mariusz WANTUCH - nr na liście 4";"Jerzy PUŁKA - nr na liście 5";"Beata Katarzyna STACH - nr na liście 6";"Bartłomiej Andrzej SZCZOCZARZ - nr na liście 7";"Joanna Małgorzata ZIELNIK-PIELKA - nr na liście 8";"Elżbieta Janina LĘCZNAROWICZ - nr na liście 9";"Jolanta Anna GAJĘCKA - nr na liście 10";"Przemysław Zbigniew KLEMPA - nr na liście 11";"Marzena Iwona PASZKOT - nr na liście 12";"Marian APOSTOŁ - nr na liście 13";"Włodzimierz Wiktor OKRAJEK - nr na liście 14";"Czesław Maciej POBĘDZA - nr na liście 15";"Katarzyna Helena MITKA - nr na liście 16";"Marcin Grzegorz FLOREK - nr na liście 17";"Halina Ewa KURTYKA - nr na liście 18";"Radosław Paweł SŁAWOMIRSKI - nr na liście 19";"Łukasz Andrzej STRUTYŃSKI - nr na liście 20";"Krzysztof Jan SOSENKO - nr na liście 21";"Janusz Mariusz PASTERNAK - nr na liście 22";"Dawid Marek DRWAL - nr na liście 23";"Barbara Ewa SZWED - nr na liście 24";"Grzegorz Józef MACHNIK - nr na liście 25";"Adam Bernard WÓJCIK - nr na liście 26";"Stanisław DZIEDZIC - nr na liście 27";"Anna Barbara PROKOP-STASZECKA - nr na liście 28";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"Stanisław Józef ŻÓŁTEK - nr na liście 1";"Bawer AONDO-AKAA - nr na liście 2";"Tomasz Andrzej KRZCIUK - nr na liście 3";"Barbara Magdalena KOWACKA - nr na liście 4";"Jerzy Michał JAJTE-PACHOTA - nr na liście 5";"Ewa Franciszka GANKIEWICZ - nr na liście 6";"Norbert Jerzy CZARNEK - nr na liście 7";"Aneta Agnieszka WĘDZICHA - nr na liście 8";"Maciej Zbigniew SIERANT - nr na liście 9";"Katarzyna Beata FĄFARA - nr na liście 10";"Stanisław Michał ŻMIGRODZKI - nr na liście 11";"Maria Janina KOWALSKA - nr na liście 12";"Piotr Władysław KUŹNIARSKI - nr na liście 13";"Jolanta Maria GIBAŁA - nr na liście 14";"Monika Izabela KOT - nr na liście 15";"Andrzej SIERANKIEWICZ - nr na liście 16";"Dawid Paweł KOWALSKI - nr na liście 17";"Jarosław Kazimierz SZATAN - nr na liście 18";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Małgorzata Ewa WASSERMANN - nr na liście 1";"Ryszard Iwon TERLECKI - nr na liście 2";"Andrzej Mieczysław ADAMCZYK - nr na liście 3";"Barbara Ewa BUBULA - nr na liście 4";"Jacek Piotr OSUCH - nr na liście 5";"Piotr Krzysztof ĆWIK - nr na liście 6";"Elżbieta DUDA - nr na liście 7";"Krzysztof ŚWIERCZEK - nr na liście 8";"Piotr Tadeusz GAMROT - nr na liście 9";"Jan Paweł ZIOBRO - nr na liście 10";"Adam Piotr PODOSEK - nr na liście 11";"Ewa DANIOŁ - nr na liście 12";"Bogusław Jan DOPART - nr na liście 13";"Piotr Karol SERAFIN - nr na liście 14";"Stanisław Andrzej NOWAK - nr na liście 15";"Bogusława Maria STANOWSKA-CICHOŃ - nr na liście 16";"Rafał Andrzej KUŚ - nr na liście 17";"Krystyna Anna FRANKIEWICZ - nr na liście 18";"Anna Maria BUDKOWSKA - nr na liście 19";"Szymon Franciszek KAŁUŻA - nr na liście 20";"Magdalena Maria KACZMARCZYK - nr na liście 21";"Paweł Jacek FIRLEJ - nr na liście 22";"Bogdan Marek PĘK - nr na liście 23";"Justyna Natalia KOSECKA - nr na liście 24";"Zbigniew GĘGOTEK - nr na liście 25";"Stanisław Piotr GRUSZKA - nr na liście 26";"Monika BĘTKOWSKA - nr na liście 27";"Jarosław Adam GOWIN - nr na liście 28";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Maciej Roman GDULA - nr na liście 1";"Daria Iwona GOSEK-POPIOŁEK - nr na liście 2";"Joanna Olszyna LIPIŃSKA-PIEKARSKA - nr na liście 3";"Józef Stanisław KRÓL - nr na liście 4";"Magdalena DROPEK - nr na liście 5";"Magdalena Bronisława KUBAŃSKA - nr na liście 6";"Barbara Ewa BIELAWSKA - nr na liście 7";"Marek TRZYBIŃSKI - nr na liście 8";"Monika Anna SZYMAŃSKA - nr na liście 9";"Piotr PLEBAŃCZYK - nr na liście 10";"Joanna Ewa HAŃDEREK - nr na liście 11";"Piotr Andrzej ŚRODA - nr na liście 12";"Alicja Joanna BERYT - nr na liście 13";"Monika Iwona FRENKIEL - nr na liście 14";"Dorota Zuzanna KAWĘCKA - nr na liście 15";"Mateusz Ryszard BURZAWA - nr na liście 16";"Katarzyna Anna WOLAŃSKA - nr na liście 17";"Olesia IVCHENKO - nr na liście 18";"Tomasz Grzegorz IDZIK - nr na liście 19";"Anna Małgorzata GULIŃSKA - nr na liście 20";"Bartłomiej Jakub MODZELEWSKI - nr na liście 21";"Piotr Paweł GROBLER - nr na liście 22";"Rafał Roman ZIELENIEWSKI - nr na liście 23";"Adam Stanisław JAŚKOW - nr na liście 24";"Marcin GALENT - nr na liście 25";"Paulina Agnieszka TEKIEL - nr na liście 26";"Kinga GAŁKA - nr na liście 27";"Tomasz Marek LEŚNIAK - nr na liście 28";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marek JAKUBIAK - nr na liście 1";"Gniewomir Gwidon ROKOSZ-KUCZYŃSKI - nr na liście 2";"Jerzy Leszek BATKO - nr na liście 3";"Anna Agnieszka PRZEWŁOCKA - nr na liście 4";"Marta Barbara GRZYBEK - nr na liście 5";"Wioleta Barbara KAMIŃSKA - nr na liście 6";"Andrzej Jan LORENC - nr na liście 7";"Grażyna Zofia ŚWIAT - nr na liście 8";"Dawid Łukasz SZCZEPAŃSKI - nr na liście 9";"Dorota Maria WNĘK - nr na liście 10";"Maciej Paweł KUCIA - nr na liście 11";"Stanisława Agata SUDER - nr na liście 12";"Grzegorz Andrzej CZURYŁO - nr na liście 13";"Marianna LEŚNIAK - nr na liście 14";"Bogusław Stanisław KORASZEWSKI - nr na liście 15";"Anna Małgorzata WAWRZYNEK - nr na liście 16";"Adam CICHOSZ - nr na liście 17";"Laura Beata WYSKOWSKI - nr na liście 18";"Krzysztof Jan NAHIRNY - nr na liście 19";"Joanna Elżbieta KLIMEK - nr na liście 20";"Szymon Zbigniew GRODNY - nr na liście 21";"Beata Joanna KASPERCZYK - nr na liście 22";"Piotr Paweł BARAN - nr na liście 23";"Alicja KONDRACIUK - nr na liście 24";"Tomasz Artur ORAMUS - nr na liście 25";"Grażyna MALLY - nr na liście 26";"Marlena Magdalena SROGA - nr na liście 27";"Grzegorz Jacek GOWIN - nr na liście 28";"Liczba obwodów"
"120601";"gmina wiejska";"gm. Czernichów";"krakowski";"małopolskie";10452;11441;3357;7095;7;21;1;1;0;0;0;0;1;7096;1;0;7096;63;28;35;0;7033;1256;548;69;72;52;90;76;77;116;13;26;11;1;10;15;2;5;3;2;5;3;3;7;2;3;5;3;4;33;545;323;62;10;6;12;3;6;6;16;10;0;6;8;1;8;6;1;10;1;1;13;5;3;3;5;11;9;560;246;33;53;17;10;19;21;9;9;3;17;3;29;9;0;15;6;10;2;3;3;5;4;7;3;6;3;15;24;5;2;1;2;0;0;1;4;0;2;0;0;1;1;1;0;0;4;3926;2229;102;769;50;4;137;253;4;4;81;1;13;3;7;8;7;10;3;3;4;7;5;57;2;2;3;5;153;632;263;80;46;20;18;9;19;14;27;10;35;9;10;8;3;3;5;1;6;5;1;0;1;5;4;13;5;12;90;34;2;7;1;5;5;2;1;0;6;3;6;2;2;1;1;0;0;0;1;1;0;3;0;1;2;2;2;12
"120602";"gmina wiejska";"gm. Igołomia-Wawrzeńczyce";"krakowski";"małopolskie";5624;6201;2251;3373;12;14;1;1;0;0;0;0;1;3374;1;0;3374;41;21;20;0;3333;483;111;3;8;9;7;272;17;27;2;6;1;1;3;1;1;0;0;0;0;0;1;0;2;0;3;0;4;4;211;141;18;3;3;3;4;2;1;9;0;2;1;3;0;3;2;1;0;0;2;5;0;0;3;0;1;4;290;133;19;17;2;10;6;11;3;1;1;4;3;6;26;2;3;3;10;1;2;3;3;4;5;0;2;3;7;5;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2131;1208;66;156;23;1;18;82;4;3;63;2;5;3;10;2;3;3;2;1;2;194;0;125;4;0;7;5;139;186;81;22;21;8;2;5;4;1;10;2;3;2;3;1;4;0;1;3;0;0;0;2;0;1;0;2;2;6;27;11;0;0;0;0;1;2;0;0;1;0;1;2;0;0;1;1;0;0;0;0;0;1;0;0;0;1;5;7
"120603";"gmina wiejska";"gm. Iwanowice";"krakowski";"małopolskie";6524;7248;2011;4513;7;60;0;0;0;0;0;0;0;4511;0;0;4511;64;32;32;0;4447;667;265;22;18;25;19;78;40;42;10;8;7;9;1;3;2;3;80;0;0;0;2;4;4;3;0;0;1;21;263;175;20;3;4;5;4;1;2;13;2;3;0;2;0;0;3;1;1;0;1;3;2;0;0;1;4;13;433;200;19;14;9;16;5;17;7;7;7;3;1;6;7;79;3;4;7;0;0;1;3;0;1;2;3;3;9;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2750;1264;93;494;33;9;43;332;8;4;66;1;7;2;9;15;2;6;4;3;8;3;1;46;4;1;3;5;284;276;112;39;18;14;5;4;8;5;12;5;5;6;1;2;4;1;12;1;8;0;1;1;1;0;2;0;2;7;57;21;0;2;0;6;0;1;5;1;3;0;0;1;2;1;1;1;0;0;0;1;1;0;0;0;0;2;8;6
"120604";"gmina wiejska";"gm. Jerzmanowice-Przeginia";"krakowski";"małopolskie";8014;8812;2258;5756;5;27;1;1;0;0;0;0;1;5756;1;0;5756;88;58;30;0;5668;751;333;18;35;108;55;37;28;45;17;11;5;1;5;7;0;2;3;1;4;1;7;4;2;1;5;1;2;13;429;283;18;15;10;7;4;8;5;16;4;6;6;3;3;0;3;0;2;1;0;10;4;1;2;1;8;9;473;222;23;23;7;15;18;28;7;4;4;3;2;6;6;2;6;1;7;0;2;0;70;2;0;5;2;4;4;7;1;1;2;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;3620;1019;81;1897;31;129;12;144;5;6;68;4;7;3;4;23;5;5;3;1;1;10;1;34;5;6;2;14;100;338;138;58;19;12;13;5;9;4;14;1;4;8;4;6;2;0;4;1;3;3;1;0;2;1;1;5;9;11;50;24;0;1;3;3;2;3;1;0;0;1;1;1;0;2;0;1;0;0;1;0;0;1;0;1;1;1;2;8
"120605";"gmina wiejska";"gm. Kocmyrzów-Luborzyca";"krakowski";"małopolskie";11040;12199;3434;7606;0;36;1;1;0;0;0;0;1;7607;1;0;7607;62;28;34;0;7545;1566;479;61;74;49;51;542;85;72;18;13;15;9;5;15;1;4;6;2;5;5;4;3;4;5;1;4;5;29;552;373;30;16;13;14;5;5;1;23;2;7;3;11;6;5;3;2;4;0;1;7;5;4;3;0;3;6;745;169;29;37;12;15;12;9;4;3;12;3;5;15;350;4;4;4;11;2;3;4;3;2;3;6;7;5;12;15;5;2;0;0;0;0;1;1;0;1;0;0;0;1;2;0;0;2;3945;2242;126;505;99;7;85;193;21;7;96;4;9;7;60;132;1;9;6;4;5;23;3;67;11;2;6;11;204;643;276;105;55;32;20;8;13;10;7;5;20;9;7;6;8;1;10;5;3;7;3;1;2;1;8;2;9;10;79;32;2;4;4;2;0;1;3;5;4;4;0;0;3;3;1;1;0;1;1;1;0;0;1;1;0;3;2;10
"120606";"gmina miejsko-wiejska";"gm. Krzeszowice";"krakowski";"małopolskie";23473;25711;7002;16471;25;100;3;3;0;0;0;0;3;16471;3;0;16471;185;100;85;0;16286;3873;1286;80;62;157;1569;122;150;226;16;24;18;6;15;17;1;2;2;1;6;4;2;19;4;8;3;7;10;56;1210;776;80;24;17;30;12;20;20;34;13;16;8;16;4;6;8;3;9;5;3;41;5;6;5;5;19;25;1341;539;53;37;10;14;48;74;5;6;14;7;8;21;9;2;380;16;23;4;4;6;10;5;9;4;14;4;15;56;10;7;4;5;1;1;2;2;1;2;1;1;0;8;4;1;1;5;8020;1895;122;5248;72;34;43;115;16;18;113;4;9;9;12;15;6;8;9;6;3;7;3;63;8;2;13;11;156;1564;667;237;97;65;48;26;44;37;55;16;33;21;17;12;21;9;12;13;14;6;14;4;7;2;10;8;28;41;222;125;2;8;3;7;4;7;5;1;7;5;2;0;5;0;2;4;2;1;4;1;2;2;5;3;1;4;10;26
"120607";"gmina wiejska";"gm. Liszki";"krakowski";"małopolskie";12064;13357;3430;8634;6;57;0;0;0;0;0;0;0;8633;0;0;8633;89;45;44;0;8544;1506;673;55;80;49;60;102;139;145;27;30;22;3;8;9;1;2;1;2;8;15;4;3;2;7;1;5;7;46;662;413;58;13;12;20;2;9;5;22;1;11;5;9;2;20;5;2;9;1;5;5;1;5;4;3;13;7;635;253;58;92;16;16;11;29;5;10;4;11;3;28;7;1;7;8;16;4;2;2;8;5;3;5;6;9;16;20;4;2;5;0;0;0;3;1;0;0;0;1;2;0;1;0;0;1;5049;2807;126;806;127;8;484;192;12;8;84;2;9;3;7;14;4;8;8;7;10;24;7;86;4;3;5;14;180;562;262;64;36;25;22;10;20;9;11;3;14;11;9;5;4;1;9;7;6;2;2;0;2;0;2;4;9;13;110;36;3;7;2;1;4;2;0;1;10;4;2;3;4;1;3;3;0;0;3;0;2;1;3;2;1;1;11;12
"120608";"gmina wiejska";"gm. Michałowice";"krakowski";"małopolskie";7301;8134;1752;5549;7;41;1;1;0;0;0;0;1;5547;1;0;5547;38;19;19;0;5509;1670;584;43;63;71;39;331;95;111;19;12;11;170;1;8;1;5;3;1;7;0;2;1;3;7;0;2;4;76;392;289;21;10;6;5;4;3;1;11;3;3;2;3;2;0;3;1;3;3;3;3;0;0;0;3;6;4;413;167;38;42;12;9;13;5;5;7;14;3;2;6;15;17;2;2;6;2;2;2;5;1;4;7;5;5;15;8;0;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;2441;1354;92;381;44;8;34;221;8;5;41;2;4;5;14;10;1;9;7;1;0;3;8;26;3;3;1;11;145;506;206;79;36;16;15;16;8;4;11;1;10;10;8;7;6;4;7;2;2;3;8;4;1;3;2;4;10;23;79;31;2;7;2;5;1;2;2;3;3;0;3;4;1;0;1;0;1;1;1;1;1;2;0;2;0;1;2;5
"120609";"gmina wiejska";"gm. Mogilany";"krakowski";"małopolskie";9822;10882;2174;7648;9;61;0;0;0;0;0;0;0;7647;0;0;7647;88;43;45;0;7559;2057;861;85;133;63;127;160;152;195;29;41;23;5;21;14;1;4;1;0;10;3;6;13;2;25;2;8;8;65;602;421;35;13;20;14;3;4;4;21;5;8;2;7;2;2;5;4;2;6;2;2;3;2;2;3;4;6;564;251;48;41;16;7;21;27;7;3;5;3;4;26;7;2;8;2;7;0;0;6;7;3;4;7;17;7;28;21;3;6;0;1;0;1;0;1;0;0;1;2;0;5;0;0;1;0;3575;1716;132;401;61;6;242;94;22;6;89;3;4;4;8;5;5;6;4;7;5;13;5;81;5;3;300;11;337;624;228;112;36;26;27;6;26;9;26;12;18;12;7;5;8;6;12;4;5;1;3;2;1;1;0;7;8;16;116;41;5;11;3;2;16;0;7;2;3;2;2;1;2;0;3;1;1;0;2;0;2;1;0;1;2;3;3;9
"120610";"gmina miejsko-wiejska";"gm. Skała";"krakowski";"małopolskie";7533;8358;2157;5376;0;31;0;0;0;0;0;0;0;5375;0;0;5375;64;37;27;0;5311;935;328;30;30;108;159;56;58;48;10;11;11;4;5;3;0;5;3;2;2;0;1;2;1;6;3;6;6;37;383;293;21;9;4;7;3;2;5;7;2;4;2;2;0;1;1;0;1;0;3;4;2;2;2;1;0;5;465;157;30;20;1;7;13;53;17;7;9;0;0;9;8;3;11;4;6;2;1;1;72;3;3;3;2;10;13;11;2;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;2;2;3029;820;81;235;26;29;29;1454;5;9;55;2;3;2;5;1;0;2;9;0;1;12;5;42;1;2;8;12;179;425;162;56;25;17;19;5;11;9;15;5;17;8;7;2;8;4;7;1;4;1;2;0;0;5;4;2;6;23;63;17;1;7;2;2;2;3;0;1;1;3;0;0;2;2;1;1;2;0;1;0;3;3;2;2;1;2;2;7
"120611";"gmina miejsko-wiejska";"gm. Skawina";"krakowski";"małopolskie";30568;33658;9189;21379;35;84;0;0;0;0;0;0;0;21372;0;0;21372;216;125;91;0;21156;4741;2292;154;338;163;198;244;415;366;28;82;63;7;26;38;6;8;2;3;21;22;12;39;10;18;6;11;64;105;1815;1188;149;26;34;48;17;21;15;49;17;24;14;22;8;17;11;6;18;12;6;24;12;6;8;12;31;20;1628;545;98;116;27;25;42;34;20;34;21;20;15;92;12;6;18;14;40;8;6;13;13;7;24;189;136;21;32;58;17;7;0;5;2;3;2;5;1;2;1;2;0;4;2;0;1;4;10661;4237;257;754;139;17;3790;182;57;10;207;6;16;12;12;18;10;18;15;9;6;54;10;213;9;3;78;72;450;1933;872;332;117;51;56;30;69;19;59;10;22;25;20;13;19;5;27;8;16;4;17;7;5;8;17;7;39;59;320;84;10;29;18;11;11;5;13;7;8;9;10;8;20;3;5;9;2;6;6;4;2;8;4;3;2;3;20;25
