"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Paweł Robert KOWAL - nr na liście 1";"Grzegorz Cezary LIPIEC - nr na liście 2";"Aleksander Jan MISZALSKI - nr na liście 3";"Lidia Stanisława GĄDEK - nr na liście 4";"Dorota MAREK - nr na liście 5";"Ireneusz Jacek RAŚ - nr na liście 6";"Józef LASSOTA - nr na liście 7";"Bogusław Andrzej SONIK - nr na liście 8";"Marta Agnieszka WODYŃSKA - nr na liście 9";"Artur MAZUR - nr na liście 10";"Alicja Anna SZCZEPAŃSKA - nr na liście 11";"Władysław Andrzej DYNA - nr na liście 12";"Dariusz SZCZOTKOWSKI - nr na liście 13";"Edyta Liliana NOWAK - nr na liście 14";"Zbigniew Tomasz ULMANIEC - nr na liście 15";"Andrzej BUCZKOWSKI - nr na liście 16";"Michał Kazimierz ZNAMIROWSKI - nr na liście 17";"Sebastian Joachim PIEKAREK - nr na liście 18";"Urszula Elżbieta MAJCHER-LEGAWIEC - nr na liście 19";"Janusz Jan BARTYZEL - nr na liście 20";"Piotr Łukasz GRABARCZYK - nr na liście 21";"Ewelina Teresa WĘGRZYN - nr na liście 22";"Marzena Dorota PILCH-KOCJAN - nr na liście 23";"Andrzej Jan DOMAŃSKI - nr na liście 24";"Emil Krzysztof BAJOREK - nr na liście 25";"Maria IWANICKA - nr na liście 26";"Maria Małgorzata STRZELECKA - nr na liście 27";"Jerzy Witold MEYSZTOWICZ - nr na liście 28";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Konrad Szczepan BERKOWICZ - nr na liście 1";"Kamil Dawid KUPIEC - nr na liście 2";"Jakub Artur KRZYSZTONEK - nr na liście 3";"Bartosz Sebastian BOCHEŃCZAK - nr na liście 4";"Wojciech Jerzy GOLONKA - nr na liście 5";"Tomasz MOSZKOWICZ - nr na liście 6";"Gabriela MASZTAFIAK - nr na liście 7";"Józef WOCH - nr na liście 8";"Stanisław PAPIEŻ - nr na liście 9";"Joanna ŁUKASZEWSKA-BAUMAN - nr na liście 10";"Piotr Paweł BARTOSZ - nr na liście 11";"Michał WALKIEWICZ - nr na liście 12";"Bartłomiej DROZD - nr na liście 13";"Tomasz Krzysztof TRZAJNA - nr na liście 14";"Barbara ŁOPACIŃSKA - nr na liście 15";"Aleksandra CZOSNOWSKA - nr na liście 16";"Krzysztof Jan MONTICELLI - nr na liście 17";"Grzegorz Lucjan ZAJĄC - nr na liście 18";"Miłosz Stanisław SOBIENIOWSKI - nr na liście 19";"Anna Józefa SMOROŃ - nr na liście 20";"Jakub Jan ADAMCZYK - nr na liście 21";"Jagoda DZIADOSZ - nr na liście 22";"Janina PĘCZEK - nr na liście 23";"Iwona Katarzyna HOJDA - nr na liście 24";"Aldona Anna DYMANUS - nr na liście 25";"Grzegorz Miłosz PĘDZIWIATR - nr na liście 26";"Lucyna Michalina KULIŃSKA - nr na liście 27";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Agnieszka ŚCIGAJ - nr na liście 1";"Piotr Marek KEMPF - nr na liście 2";"Marta Elżbieta PATENA - nr na liście 3";"Łukasz Mariusz WANTUCH - nr na liście 4";"Jerzy PUŁKA - nr na liście 5";"Beata Katarzyna STACH - nr na liście 6";"Bartłomiej Andrzej SZCZOCZARZ - nr na liście 7";"Joanna Małgorzata ZIELNIK-PIELKA - nr na liście 8";"Elżbieta Janina LĘCZNAROWICZ - nr na liście 9";"Jolanta Anna GAJĘCKA - nr na liście 10";"Przemysław Zbigniew KLEMPA - nr na liście 11";"Marzena Iwona PASZKOT - nr na liście 12";"Marian APOSTOŁ - nr na liście 13";"Włodzimierz Wiktor OKRAJEK - nr na liście 14";"Czesław Maciej POBĘDZA - nr na liście 15";"Katarzyna Helena MITKA - nr na liście 16";"Marcin Grzegorz FLOREK - nr na liście 17";"Halina Ewa KURTYKA - nr na liście 18";"Radosław Paweł SŁAWOMIRSKI - nr na liście 19";"Łukasz Andrzej STRUTYŃSKI - nr na liście 20";"Krzysztof Jan SOSENKO - nr na liście 21";"Janusz Mariusz PASTERNAK - nr na liście 22";"Dawid Marek DRWAL - nr na liście 23";"Barbara Ewa SZWED - nr na liście 24";"Grzegorz Józef MACHNIK - nr na liście 25";"Adam Bernard WÓJCIK - nr na liście 26";"Stanisław DZIEDZIC - nr na liście 27";"Anna Barbara PROKOP-STASZECKA - nr na liście 28";"KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19";"Stanisław Józef ŻÓŁTEK - nr na liście 1";"Bawer AONDO-AKAA - nr na liście 2";"Tomasz Andrzej KRZCIUK - nr na liście 3";"Barbara Magdalena KOWACKA - nr na liście 4";"Jerzy Michał JAJTE-PACHOTA - nr na liście 5";"Ewa Franciszka GANKIEWICZ - nr na liście 6";"Norbert Jerzy CZARNEK - nr na liście 7";"Aneta Agnieszka WĘDZICHA - nr na liście 8";"Maciej Zbigniew SIERANT - nr na liście 9";"Katarzyna Beata FĄFARA - nr na liście 10";"Stanisław Michał ŻMIGRODZKI - nr na liście 11";"Maria Janina KOWALSKA - nr na liście 12";"Piotr Władysław KUŹNIARSKI - nr na liście 13";"Jolanta Maria GIBAŁA - nr na liście 14";"Monika Izabela KOT - nr na liście 15";"Andrzej SIERANKIEWICZ - nr na liście 16";"Dawid Paweł KOWALSKI - nr na liście 17";"Jarosław Kazimierz SZATAN - nr na liście 18";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Małgorzata Ewa WASSERMANN - nr na liście 1";"Ryszard Iwon TERLECKI - nr na liście 2";"Andrzej Mieczysław ADAMCZYK - nr na liście 3";"Barbara Ewa BUBULA - nr na liście 4";"Jacek Piotr OSUCH - nr na liście 5";"Piotr Krzysztof ĆWIK - nr na liście 6";"Elżbieta DUDA - nr na liście 7";"Krzysztof ŚWIERCZEK - nr na liście 8";"Piotr Tadeusz GAMROT - nr na liście 9";"Jan Paweł ZIOBRO - nr na liście 10";"Adam Piotr PODOSEK - nr na liście 11";"Ewa DANIOŁ - nr na liście 12";"Bogusław Jan DOPART - nr na liście 13";"Piotr Karol SERAFIN - nr na liście 14";"Stanisław Andrzej NOWAK - nr na liście 15";"Bogusława Maria STANOWSKA-CICHOŃ - nr na liście 16";"Rafał Andrzej KUŚ - nr na liście 17";"Krystyna Anna FRANKIEWICZ - nr na liście 18";"Anna Maria BUDKOWSKA - nr na liście 19";"Szymon Franciszek KAŁUŻA - nr na liście 20";"Magdalena Maria KACZMARCZYK - nr na liście 21";"Paweł Jacek FIRLEJ - nr na liście 22";"Bogdan Marek PĘK - nr na liście 23";"Justyna Natalia KOSECKA - nr na liście 24";"Zbigniew GĘGOTEK - nr na liście 25";"Stanisław Piotr GRUSZKA - nr na liście 26";"Monika BĘTKOWSKA - nr na liście 27";"Jarosław Adam GOWIN - nr na liście 28";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Maciej Roman GDULA - nr na liście 1";"Daria Iwona GOSEK-POPIOŁEK - nr na liście 2";"Joanna Olszyna LIPIŃSKA-PIEKARSKA - nr na liście 3";"Józef Stanisław KRÓL - nr na liście 4";"Magdalena DROPEK - nr na liście 5";"Magdalena Bronisława KUBAŃSKA - nr na liście 6";"Barbara Ewa BIELAWSKA - nr na liście 7";"Marek TRZYBIŃSKI - nr na liście 8";"Monika Anna SZYMAŃSKA - nr na liście 9";"Piotr PLEBAŃCZYK - nr na liście 10";"Joanna Ewa HAŃDEREK - nr na liście 11";"Piotr Andrzej ŚRODA - nr na liście 12";"Alicja Joanna BERYT - nr na liście 13";"Monika Iwona FRENKIEL - nr na liście 14";"Dorota Zuzanna KAWĘCKA - nr na liście 15";"Mateusz Ryszard BURZAWA - nr na liście 16";"Katarzyna Anna WOLAŃSKA - nr na liście 17";"Olesia IVCHENKO - nr na liście 18";"Tomasz Grzegorz IDZIK - nr na liście 19";"Anna Małgorzata GULIŃSKA - nr na liście 20";"Bartłomiej Jakub MODZELEWSKI - nr na liście 21";"Piotr Paweł GROBLER - nr na liście 22";"Rafał Roman ZIELENIEWSKI - nr na liście 23";"Adam Stanisław JAŚKOW - nr na liście 24";"Marcin GALENT - nr na liście 25";"Paulina Agnieszka TEKIEL - nr na liście 26";"Kinga GAŁKA - nr na liście 27";"Tomasz Marek LEŚNIAK - nr na liście 28";"KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19";"Marek JAKUBIAK - nr na liście 1";"Gniewomir Gwidon ROKOSZ-KUCZYŃSKI - nr na liście 2";"Jerzy Leszek BATKO - nr na liście 3";"Anna Agnieszka PRZEWŁOCKA - nr na liście 4";"Marta Barbara GRZYBEK - nr na liście 5";"Wioleta Barbara KAMIŃSKA - nr na liście 6";"Andrzej Jan LORENC - nr na liście 7";"Grażyna Zofia ŚWIAT - nr na liście 8";"Dawid Łukasz SZCZEPAŃSKI - nr na liście 9";"Dorota Maria WNĘK - nr na liście 10";"Maciej Paweł KUCIA - nr na liście 11";"Stanisława Agata SUDER - nr na liście 12";"Grzegorz Andrzej CZURYŁO - nr na liście 13";"Marianna LEŚNIAK - nr na liście 14";"Bogusław Stanisław KORASZEWSKI - nr na liście 15";"Anna Małgorzata WAWRZYNEK - nr na liście 16";"Adam CICHOSZ - nr na liście 17";"Laura Beata WYSKOWSKI - nr na liście 18";"Krzysztof Jan NAHIRNY - nr na liście 19";"Joanna Elżbieta KLIMEK - nr na liście 20";"Szymon Zbigniew GRODNY - nr na liście 21";"Beata Joanna KASPERCZYK - nr na liście 22";"Piotr Paweł BARAN - nr na liście 23";"Alicja KONDRACIUK - nr na liście 24";"Tomasz Artur ORAMUS - nr na liście 25";"Grażyna MALLY - nr na liście 26";"Marlena Magdalena SROGA - nr na liście 27";"Grzegorz Jacek GOWIN - nr na liście 28";"Liczba obwodów"
"120612";"gmina miejsko-wiejska";"gm. Słomniki";"krakowski";"małopolskie";9837;10806;3509;6328;6;26;0;0;0;0;0;0;0;6328;0;3;6325;59;27;32;0;6266;873;417;31;36;62;27;95;47;39;10;14;11;3;11;8;1;6;17;1;3;3;1;8;4;2;0;0;5;11;486;293;23;5;6;15;7;4;3;18;2;61;7;4;1;2;1;2;3;1;3;8;3;2;1;1;3;7;537;230;31;27;13;21;12;4;5;3;6;3;4;8;85;15;4;4;11;2;1;2;4;1;6;5;5;13;12;22;3;1;0;1;0;0;0;1;0;0;10;0;1;0;3;1;1;0;3833;2038;126;654;69;18;79;296;47;9;89;3;14;1;11;10;6;9;4;1;3;14;3;110;2;17;3;17;180;455;197;50;33;27;12;5;18;2;10;9;7;9;3;3;4;11;9;4;5;1;2;2;1;1;2;5;6;17;60;32;1;2;1;1;2;1;1;0;6;2;0;0;2;0;0;0;0;0;0;0;0;1;1;0;2;0;5;12
"120613";"gmina wiejska";"gm. Sułoszowa";"krakowski";"małopolskie";4181;4605;1143;3038;1;16;0;0;0;0;0;0;0;3037;0;0;3037;44;18;26;0;2993;187;56;2;7;44;19;6;5;14;1;5;2;1;1;0;0;2;0;1;1;2;3;0;2;1;0;0;1;11;141;96;8;2;4;7;4;3;0;5;1;0;1;1;0;0;0;0;1;0;3;2;0;0;0;0;2;1;509;54;7;3;0;3;3;6;6;3;1;1;1;3;6;1;0;0;1;0;1;1;404;0;0;0;0;1;3;5;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;2032;659;69;542;14;117;38;262;5;27;48;2;4;3;6;1;1;3;1;4;2;5;1;111;1;24;0;2;80;102;38;16;7;8;5;1;1;6;5;1;3;0;0;0;3;2;1;0;1;0;1;0;0;0;0;0;1;2;17;7;2;0;1;1;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;1;0;0;0;0;1;0;0;5
"120614";"gmina miejsko-wiejska";"gm. Świątniki Górne";"krakowski";"małopolskie";7201;7986;2086;5115;3;14;0;0;0;0;0;0;0;5114;0;0;5114;42;20;22;0;5072;1089;401;42;33;23;38;152;76;213;8;17;7;1;10;6;2;1;3;1;4;0;0;7;4;2;5;2;5;26;495;330;25;13;2;18;6;9;3;14;1;10;3;5;0;0;2;4;2;3;2;3;1;3;2;16;13;5;340;165;28;19;5;5;11;29;3;5;1;7;1;7;1;2;5;3;9;3;2;1;2;3;2;3;3;7;8;16;2;0;0;1;0;0;1;0;1;3;0;1;0;1;2;0;1;3;2636;1482;151;315;48;7;65;74;9;4;68;4;8;2;5;18;4;9;2;1;2;10;2;28;7;2;44;14;251;378;166;42;27;6;15;5;16;2;18;3;19;4;1;8;6;3;4;3;2;1;3;1;2;1;0;3;10;7;118;20;1;67;1;2;1;0;1;2;1;0;4;1;1;0;0;0;1;0;2;0;1;1;2;1;0;2;6;5
"120615";"gmina wiejska";"gm. Wielka Wieś";"krakowski";"małopolskie";8819;9756;1850;6969;8;53;0;0;0;0;0;0;0;6969;0;0;6969;66;39;27;0;6903;1864;742;144;133;138;58;109;118;173;34;25;23;0;5;11;1;2;5;3;7;5;2;5;6;5;5;3;9;93;549;340;38;15;7;13;4;7;17;17;5;11;4;12;4;4;4;2;3;1;5;6;6;0;2;2;13;7;587;231;41;58;15;10;14;73;5;14;6;1;2;12;11;2;9;8;17;3;2;1;7;6;5;3;9;3;19;20;4;2;1;3;0;0;1;1;0;1;1;1;0;4;1;0;0;0;3138;1556;107;715;48;28;38;131;5;11;58;4;7;2;10;11;9;6;2;4;4;5;12;46;3;3;4;24;285;655;277;122;45;23;17;10;20;10;16;4;26;9;6;5;8;2;1;3;2;5;3;2;0;3;7;5;4;20;90;37;1;5;3;1;1;6;2;3;4;1;5;2;2;0;0;0;0;1;2;0;1;2;1;3;0;0;7;9
"120616";"gmina wiejska";"gm. Zabierzów";"krakowski";"małopolskie";18846;21055;3875;14970;26;120;0;0;0;0;0;0;0;14967;0;4;14963;142;92;50;0;14821;4218;1687;162;221;180;389;246;462;381;67;45;32;9;32;22;8;5;13;6;17;10;7;13;3;20;6;10;12;153;1257;748;54;16;31;18;5;4;211;32;6;14;3;8;1;18;7;2;7;3;3;14;3;2;4;5;22;16;1336;404;68;97;22;9;15;351;7;15;14;6;6;8;10;1;27;11;171;1;4;4;6;5;15;3;9;15;32;34;6;3;0;1;1;0;4;0;0;0;1;1;3;3;3;0;2;6;6227;3083;178;1563;359;10;75;192;19;5;131;3;16;6;8;18;5;22;9;7;5;7;14;93;8;7;7;11;366;1544;625;282;111;45;41;21;36;19;55;15;41;18;15;10;16;13;19;6;37;5;16;5;4;4;22;5;14;44;205;93;2;8;8;4;8;5;3;2;8;5;3;3;4;2;1;3;2;3;5;0;1;3;3;0;7;9;10;22
"120617";"gmina wiejska";"gm. Zielonki";"krakowski";"małopolskie";15069;16620;2973;12096;9;105;0;0;0;0;0;0;0;12095;0;0;12095;88;54;34;0;12007;4127;1517;187;287;233;179;413;254;317;68;56;41;20;12;15;1;5;13;7;22;7;10;18;8;19;2;18;22;376;977;628;63;22;6;38;10;22;7;36;11;11;7;12;4;6;7;4;7;4;1;17;3;2;3;4;13;29;937;393;92;91;26;15;15;32;7;19;24;14;10;21;13;22;18;13;17;3;8;9;4;6;9;7;5;8;36;38;10;8;0;1;2;2;0;1;1;2;0;5;0;2;3;0;0;1;4414;2239;208;985;110;14;44;204;11;4;105;3;9;4;26;14;9;13;7;3;5;9;6;75;9;7;4;11;276;1356;552;265;92;85;31;17;37;24;25;11;45;10;12;10;10;4;13;8;12;7;8;2;6;3;9;8;12;38;158;62;6;8;9;7;5;6;4;2;6;3;1;2;6;0;2;2;1;0;3;3;2;4;1;2;1;1;9;14
"120801";"gmina wiejska";"gm. Charsznica";"miechowski";"małopolskie";5565;6123;2232;3333;12;4;0;0;0;0;0;0;0;3332;0;0;3332;31;22;9;0;3301;290;134;6;1;97;6;17;9;7;3;1;2;0;0;0;1;2;0;2;0;0;0;1;0;0;0;0;0;1;209;142;13;1;14;6;2;3;2;9;0;2;1;1;1;0;2;0;2;0;0;1;1;0;0;1;5;0;405;158;19;6;3;136;7;4;14;3;1;6;1;6;6;3;5;8;5;1;1;0;2;2;4;0;1;0;3;8;2;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;1;2061;950;84;248;22;62;28;76;215;42;56;0;105;2;1;5;1;1;1;1;4;3;2;55;1;2;2;9;83;265;130;26;24;4;6;4;8;1;5;6;3;1;2;2;8;1;3;0;8;1;5;1;2;1;0;0;7;6;63;35;0;0;1;2;1;0;2;0;0;1;0;0;0;0;1;1;1;0;1;0;0;4;0;0;1;8;4;8
"120802";"gmina wiejska";"gm. Gołcza";"miechowski";"małopolskie";4513;4979;1614;2899;4;19;0;0;0;0;0;0;0;2898;0;0;2898;36;29;7;0;2862;255;82;5;6;101;7;11;10;13;1;4;2;1;0;2;0;0;2;1;2;0;0;0;2;0;0;2;0;1;121;82;7;2;2;1;0;2;2;4;1;1;0;0;1;1;1;0;2;1;1;2;1;3;1;1;0;2;450;88;8;2;2;276;1;0;12;1;3;1;3;0;3;3;5;0;3;3;0;1;0;2;1;1;0;0;31;6;2;1;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;1848;645;72;129;13;72;407;154;81;42;49;2;37;1;8;1;0;4;0;1;1;3;2;63;0;2;1;1;57;163;82;11;14;5;4;4;7;2;5;1;1;0;3;0;3;0;3;0;6;0;2;0;1;0;0;0;4;5;19;11;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;7
"120803";"gmina wiejska";"gm. Kozłów";"miechowski";"małopolskie";3500;3834;1543;1957;0;7;0;0;0;0;0;0;0;1957;0;0;1957;28;19;9;0;1929;125;65;4;2;23;1;5;4;4;2;2;5;0;0;1;0;1;0;0;0;0;0;1;1;1;0;2;0;1;96;58;9;2;0;4;0;0;1;3;0;0;2;5;0;1;2;1;1;0;0;1;2;0;1;0;2;1;129;64;7;4;1;19;3;2;4;1;0;4;2;2;0;0;2;2;3;0;0;0;1;2;0;0;0;0;6;4;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1411;504;23;77;8;6;11;32;44;8;42;2;308;2;0;1;1;1;1;1;2;4;0;14;1;1;1;2;314;115;54;11;7;4;7;4;4;2;5;1;0;3;1;0;2;0;0;1;1;2;0;1;0;0;0;1;1;3;49;7;1;4;2;1;1;1;0;0;1;0;0;1;2;0;0;0;0;0;2;0;0;0;0;1;0;0;25;9
"120804";"gmina wiejska";"gm. Książ Wielki";"miechowski";"małopolskie";3817;4230;1404;2413;2;35;0;0;0;0;0;0;0;2413;0;0;2413;30;14;16;0;2383;182;84;7;2;41;3;9;11;7;2;3;1;0;0;0;1;1;0;0;2;0;1;0;0;0;1;1;4;1;111;75;5;0;2;1;3;1;0;3;2;1;1;1;2;0;1;2;1;0;0;0;0;1;1;1;4;3;251;96;9;4;3;63;4;4;4;0;4;1;1;6;7;2;3;8;16;1;0;0;1;0;5;0;3;2;4;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1619;710;45;158;20;14;6;67;273;20;66;2;81;0;3;10;1;3;2;0;1;3;1;47;1;1;2;5;77;194;81;22;14;8;8;2;10;4;3;3;2;2;1;2;3;1;1;3;3;2;3;0;1;1;0;1;4;9;25;8;1;1;0;1;0;1;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;1;5;11
"120805";"gmina miejsko-wiejska";"gm. Miechów";"miechowski";"małopolskie";14469;15677;5238;9231;10;36;0;0;0;0;0;0;0;9231;0;0;9231;87;44;43;0;9144;1591;697;45;48;363;63;106;73;71;5;17;19;4;9;9;3;4;5;0;0;0;1;3;4;7;0;3;7;25;606;402;34;8;13;10;5;6;4;25;6;6;10;6;3;7;9;3;6;2;1;5;3;0;5;1;14;12;926;367;34;28;7;283;11;11;15;5;11;6;9;16;13;2;2;16;32;1;8;3;3;3;3;3;5;14;15;28;6;8;6;0;0;0;0;2;0;0;1;1;0;0;2;1;0;1;4978;1803;154;418;54;29;74;81;1870;38;63;4;101;4;11;5;1;8;3;3;4;4;3;76;9;4;6;20;128;855;408;89;59;38;15;17;31;9;21;15;9;10;7;5;23;8;19;4;23;1;7;1;4;3;5;1;10;13;160;80;4;5;4;4;7;3;3;2;2;5;2;0;9;0;0;2;2;2;4;1;1;0;0;0;1;11;6;24
"120806";"gmina wiejska";"gm. Racławice";"miechowski";"małopolskie";1896;2063;884;1012;3;4;0;0;0;0;0;0;0;1012;0;0;1012;16;11;5;0;996;84;37;1;1;4;0;27;3;7;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;51;31;1;0;3;0;0;1;0;2;0;1;2;1;0;0;1;1;2;0;0;0;1;0;0;1;0;3;119;53;1;3;1;22;3;0;2;0;1;1;1;4;14;0;0;1;6;0;0;0;0;0;0;0;3;2;1;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;673;318;30;54;8;11;7;21;45;3;32;0;9;0;2;2;4;1;0;0;0;2;2;23;0;10;1;1;87;53;21;12;2;3;0;1;4;0;1;0;0;3;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;14;8;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;3
"120807";"gmina wiejska";"gm. Słaboszów";"miechowski";"małopolskie";2639;2913;1207;1432;1;4;0;0;0;0;0;0;0;1432;0;0;1432;22;15;7;0;1410;102;48;2;2;10;6;11;0;7;2;7;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;1;60;44;5;0;1;1;0;1;1;2;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;154;56;3;3;1;66;3;1;1;1;3;2;2;3;0;0;1;0;0;0;0;0;6;0;0;0;0;0;2;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;976;420;62;66;10;2;6;35;142;10;43;2;51;3;1;4;1;1;0;1;0;2;0;32;2;3;6;2;69;95;36;12;5;4;4;3;1;5;0;1;2;2;1;0;0;0;1;0;5;2;1;1;0;0;0;1;3;5;20;10;0;2;0;1;0;0;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1;2;4
"121201";"gmina miejska";"m. Bukowno";"olkuski";"małopolskie";7494;8164;2476;5018;10;16;1;1;1;0;0;0;0;5018;0;0;5018;42;24;18;0;4976;1243;283;16;18;733;22;12;42;40;4;8;10;1;6;9;0;3;3;1;3;0;5;6;2;0;0;1;2;13;349;237;15;1;1;7;6;7;7;11;1;5;4;14;0;2;1;2;1;1;3;1;2;0;1;1;11;7;375;280;13;8;3;5;9;4;3;3;3;1;3;4;0;2;10;2;2;1;0;1;3;0;6;2;2;2;3;12;0;0;1;0;0;1;0;0;1;1;1;1;0;2;3;0;0;1;2130;832;42;59;18;811;10;50;7;51;52;2;7;2;3;3;6;6;2;1;2;7;1;23;1;16;1;10;105;804;216;56;27;28;44;316;16;4;12;4;6;8;1;2;5;5;7;4;0;1;5;2;2;0;3;3;12;15;63;22;2;1;2;6;2;3;1;0;1;1;1;2;1;1;2;3;0;0;0;1;3;1;1;0;1;0;5;9
"121203";"gmina wiejska";"gm. Bolesław";"olkuski";"małopolskie";5840;6420;2111;3729;5;20;0;0;0;0;0;0;0;3729;0;0;3729;54;32;22;0;3675;865;190;9;3;548;19;5;14;11;6;2;8;0;1;4;2;2;1;1;1;2;11;5;5;0;0;2;7;6;257;160;14;6;1;6;2;1;1;15;7;2;15;2;0;3;2;0;1;0;0;1;0;0;2;1;9;6;328;272;4;2;3;1;10;0;1;2;7;2;0;4;1;0;2;1;2;2;1;0;4;0;1;2;1;1;2;11;1;3;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;2;1592;508;29;79;11;648;6;33;9;48;45;0;8;1;2;5;2;5;2;3;2;6;2;21;1;4;2;8;102;582;193;58;30;18;10;176;7;3;14;3;4;4;4;4;2;3;7;4;2;4;0;0;2;0;1;4;10;15;40;14;0;0;4;1;2;0;1;1;2;1;0;1;3;0;0;0;0;1;2;0;1;1;2;0;0;0;3;5
"121204";"gmina wiejska";"gm. Klucze";"olkuski";"małopolskie";11232;12246;3346;7886;11;24;0;0;0;0;0;0;0;7886;0;0;7886;78;56;22;0;7808;1571;410;10;19;866;15;11;19;39;5;5;6;3;5;5;2;2;0;3;4;2;14;9;87;1;0;0;1;28;490;325;21;10;14;8;7;10;2;13;4;6;7;7;4;0;5;3;5;1;0;6;5;1;1;3;15;7;1563;1505;6;4;4;7;1;3;2;3;2;2;0;6;1;3;3;1;2;0;0;0;1;0;0;2;3;0;2;12;4;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;5;3424;1245;44;183;14;1356;31;51;42;177;70;4;12;1;3;6;1;9;6;7;2;12;5;28;5;22;2;6;80;696;300;91;56;26;12;47;15;13;22;2;9;5;10;5;5;4;7;8;1;2;5;3;1;0;3;2;22;20;52;18;1;2;2;5;1;1;2;0;4;1;0;1;5;0;0;1;0;0;0;0;1;3;0;0;0;1;3;14
"121205";"gmina miejsko-wiejska";"gm. Olkusz";"olkuski";"małopolskie";35585;38531;10112;25473;25;105;4;4;0;0;0;0;4;25472;4;0;25472;212;130;82;0;25260;5700;1608;68;76;3096;122;27;86;136;17;28;37;2;16;22;5;8;3;8;8;5;164;26;15;5;3;11;7;91;1846;1220;97;36;21;41;23;21;12;65;7;28;65;20;2;13;11;14;16;1;10;33;9;4;8;5;39;25;2317;1929;52;23;10;25;32;18;31;3;18;7;10;15;8;5;19;10;13;2;2;4;34;6;7;5;3;8;18;59;8;2;0;6;1;0;2;3;0;0;1;7;1;2;4;2;5;15;12569;2895;122;1149;92;6634;44;183;42;499;154;5;40;4;14;16;7;17;5;10;10;46;12;92;8;133;6;17;313;2550;894;319;137;68;46;469;42;31;67;14;36;37;26;16;46;13;35;14;19;12;9;5;7;1;26;12;90;59;219;65;7;9;4;10;13;7;10;4;7;6;6;8;5;3;4;3;5;3;6;2;4;3;3;0;6;5;11;34
