"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Antoni SZYMAŃSKI";"Ryszard Jan ŚWILSKI"
"cd86-b5e5-2159-9f04-4fb9-2cac-5d26-acad";"221312";"66";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jabłowie, ul. Szkolna 5, 83-211 Jabłowo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"610";"669";"258";"352";"0";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"9";"2";"7";"0";"343";"213";"130"
"b051-678f-c4b4-de96-bf62-2ddf-a904-0fa6";"221312";"66";"3";"wieś";"stały";"Świetlica Wiejska w Owidzu, Owidz ul. Szkolna 13, 83-211 Jabłowo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"830";"897";"292";"538";"0";"1";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"24";"8";"16";"0";"514";"242";"272"
"461e-9f6f-9fbd-fc0f-3332-e4c5-27a5-8e89";"221312";"66";"4";"wieś";"stały";"Świetlica Wiejska w Kolinczu, Kolincz ul. Główna 52, 83-211 Jabłowo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"632";"686";"227";"405";"0";"1";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"8";"3";"5";"0";"397";"196";"201"
"1770-3faa-e229-0cbd-6006-03f1-b811-479f";"221312";"66";"5";"wieś";"stały";"Świetlica Wiejska w Lipinkach Szlacheckich, Lipinki Szlacheckie ul. Jana Pawła II 40, 83-211 Jabłowo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"340";"362";"99";"241";"0";"2";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"2";"2";"0";"237";"121";"116"
"8fb5-7ea5-dd5e-19a3-28c6-3165-5f83-a789";"221312";"66";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Klonówce, Klonówka ul. Ceynowy 3a, 83-130 Pelplin";"gm. Starogard Gdański";"starogardzki";"pomorskie";"300";"318";"127";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"9";"2";"7";"0";"164";"102";"62"
"6790-3056-8011-2215-a0c9-ba4a-0ebc-cfb2";"221312";"66";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rywałdzie, Rywałd ul. Szkolna 4, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"730";"810";"306";"424";"0";"0";"0";"0";"0";"0";"0";"0";"0";"424";"0";"0";"424";"19";"3";"16";"0";"405";"206";"199"
"c046-9733-f568-1d01-4590-4fa5-875b-e81d";"221312";"66";"8";"wieś";"stały";"Świetlica Wiejska w Zdunach, Zduny 26, 83-115 Swarożyn";"gm. Starogard Gdański";"starogardzki";"pomorskie";"430";"473";"196";"234";"0";"1";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"9";"4";"5";"0";"225";"125";"100"
"e8f5-ccd0-073f-aafd-acf0-63e9-df51-d341";"221312";"66";"9";"wieś";"stały";"Świetlica Wiejska, Szpęgawsk ul. Kasztanowa 15, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"300";"317";"113";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"10";"2";"8";"0";"177";"92";"85"
"fcc1-eb59-437c-2674-8358-8c56-c7cf-0e79";"221312";"66";"10";"wieś";"stały";"Publiczna Szkoła Podstawowa w Trzcińsku, Trzcińsk 14, 83-209 Godziszewo";"gm. Starogard Gdański";"starogardzki";"pomorskie";"680";"753";"263";"417";"0";"5";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"12";"5";"7";"0";"405";"210";"195"
"dc0e-5202-b4f8-f08a-7235-d3fd-03ca-c775";"221312";"66";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kokoszkowach, ul. Szkolna 24, 83-207 Kokoszkowy";"gm. Starogard Gdański";"starogardzki";"pomorskie";"1260";"1369";"364";"896";"0";"2";"0";"0";"0";"0";"0";"0";"0";"896";"0";"0";"896";"34";"6";"28";"0";"862";"274";"588"
"0fb2-122d-5fb7-c8dd-6033-b465-f677-e167";"221312";"66";"12";"wieś";"stały";"Świetlica Wiejska w Linowcu, Linowiec 21, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"290";"319";"101";"189";"0";"2";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"8";"5";"3";"0";"181";"117";"64"
"0225-4660-b4c4-c453-4f75-5125-44a7-c78f";"221312";"66";"13";"wieś";"stały";"Świetlica Wiejska w Kręgu, Krąg 44, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"830";"897";"216";"614";"1";"2";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"19";"4";"15";"0";"595";"283";"312"
"4d0d-c51d-fde7-f07b-e89b-e05f-1b7c-e34a";"221312";"66";"14";"wieś";"stały";"Świetlica Wiejska w Nowej Wsi Rzecznej, Nowa Wieś Rzeczna ul. Rzeczna 18, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"700";"752";"223";"477";"0";"3";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"13";"1";"12";"0";"464";"173";"291"
"f32f-8369-6606-170e-99d6-b5a9-2d0f-d659";"221312";"66";"15";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rokocinie, Rokocin ul. Parkowa 2, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"860";"924";"246";"614";"0";"1";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"16";"2";"14";"0";"598";"318";"280"
"b707-dc9e-178a-2a85-fca7-22ef-98ec-c105";"221312";"66";"16";"wieś";"stały";"Świetlica Wiejska w Sucuminie, Sucumin 29, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"420";"451";"149";"271";"0";"0";"0";"0";"0";"0";"0";"0";"0";"271";"0";"0";"271";"5";"1";"4";"0";"266";"183";"83"
"45a6-7831-4a06-fe0f-280f-5d63-c30d-5937";"221312";"66";"17";"wieś";"stały";"Publiczna Szkoła Podstawowa w Suminie, Sumin 38, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"480";"522";"184";"296";"0";"1";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"8";"1";"7";"0";"288";"199";"89"
"2b7f-3575-d351-e8be-49f6-1cbb-7a46-aa15";"221312";"66";"18";"wieś";"stały";"Świetlica Wiejska w Koteżach, Koteże ul. Jana Wróblewskiego 5, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"640";"692";"162";"478";"0";"0";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"10";"2";"8";"0";"468";"252";"216"
"4cef-2cdd-8c63-48c5-5c2c-b3ed-3e3e-0004";"221312";"66";"19";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Szpęgawsku, Szpęgawsk ul. Kasztanowa 23, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"220";"90";"195";"25";"0";"0";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"1";"0";"1";"0";"24";"21";"3"
"5cc1-4f16-01ba-2fad-bdba-57b4-a55d-67f8";"221312";"66";"20";"wieś";"zakład leczniczy";"Centrum Rehabilitacyjno-Lecznicze Medpharma w Nowej Wsi Rzecznej, Nowa Wieś Rzeczna ul. Leśna 1a, 83-200 Starogard Gdański";"gm. Starogard Gdański";"starogardzki";"pomorskie";"90";"81";"54";"36";"0";"1";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"1";"0";"1";"0";"35";"21";"14"
"d636-be76-4809-cf5f-2d12-3c37-4969-c912";"221313";"66";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Skarszewska 19, 83-206 Kleszczewo Kościerskie";"gm. Zblewo";"starogardzki";"pomorskie";"1270";"1396";"490";"780";"0";"7";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"38";"9";"29";"0";"741";"465";"276"
"dd69-820a-ac16-e40f-6f8c-d7fc-c121-fe3d";"221313";"66";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Sportowa 8, 83-251 Pinczyn";"gm. Zblewo";"starogardzki";"pomorskie";"1180";"1297";"440";"740";"0";"1";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"25";"4";"21";"0";"715";"372";"343"
"085a-d646-cf55-f9ae-8200-4acc-01f7-feea";"221313";"66";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 3a, 83-224 Borzechowo";"gm. Zblewo";"starogardzki";"pomorskie";"1060";"1149";"453";"607";"1";"9";"0";"0";"0";"0";"0";"0";"0";"607";"0";"2";"605";"16";"2";"14";"0";"589";"304";"285"
"3d68-4948-66c8-3b8c-bdb4-d94c-2a9e-056e";"221313";"66";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Kościerska 39, 83-210 Zblewo";"gm. Zblewo";"starogardzki";"pomorskie";"1370";"1525";"568";"802";"0";"19";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"39";"8";"31";"0";"763";"390";"373"
"2128-7f39-87df-1033-944f-6fc0-198f-54b4";"221313";"66";"5";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Główna 40, 83-210 Zblewo";"gm. Zblewo";"starogardzki";"pomorskie";"1551";"1704";"569";"982";"2";"14";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"45";"10";"35";"0";"937";"505";"432"
"63a5-ba5d-8f2f-4cdf-1767-1eb3-abe0-d3fa";"221313";"66";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, Bytonia ul. Kasztelańska 3, 83-210 Zblewo";"gm. Zblewo";"starogardzki";"pomorskie";"650";"705";"285";"365";"0";"5";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"15";"0";"15";"0";"350";"179";"171"
"63ee-8f99-459a-1ac0-52f1-7c4b-863b-2c74";"221313";"66";"7";"wieś";"stały";"Wiejski Dom Kultury, ul. Semlińska 1B, 83-251 Pinczyn";"gm. Zblewo";"starogardzki";"pomorskie";"989";"1080";"389";"600";"0";"5";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"31";"3";"28";"0";"569";"354";"215"
"3d00-c61b-9f6c-8f5c-c9a4-dbf7-ed4f-1f61";"221401";"66";"1";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Stoczniowców 15A, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1871";"2065";"721";"1150";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1150";"0";"0";"1150";"40";"15";"25";"0";"1110";"494";"616"
"ead7-643e-8bcc-758d-7a0a-bb18-d12a-eacd";"221401";"66";"2";"miasto";"stały";"Sportowa Szkoła Podstawowa Nr 2 z Oddziałami Integracyjnymi, ul. Południowa 6, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1500";"1615";"680";"820";"1";"2";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"31";"7";"24";"0";"789";"400";"389"
"6c44-2d25-e2b5-5c0e-80e8-6380-23ef-cd93";"221401";"66";"3";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Obrońców Westerplatte 18, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1618";"1779";"679";"939";"0";"4";"0";"0";"0";"0";"0";"0";"0";"939";"0";"0";"939";"45";"6";"39";"0";"894";"399";"495"
"cfb5-bf7c-aacd-3701-caf2-2980-9e18-34e1";"221401";"66";"4";"miasto";"stały";"Forum Inicjatyw Społecznych, ul. Łazienna 5, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1600";"1744";"772";"828";"0";"2";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"41";"12";"29";"0";"787";"385";"402"
"313e-421f-ab22-4dcc-c2ca-4b4d-d338-3677";"221401";"66";"5";"miasto";"stały";"Fabryka Sztuk, ul. 30 Stycznia 4, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1280";"1393";"446";"834";"5";"6";"0";"0";"0";"0";"0";"0";"0";"834";"0";"0";"834";"32";"6";"26";"0";"802";"334";"468"
"bb76-2779-3b39-badd-7f28-62d3-c979-e660";"221401";"66";"6";"miasto";"stały";"Zespół Szkół Branżowych, ul. Czyżykowska 17, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1400";"1501";"450";"950";"1";"3";"0";"0";"0";"0";"0";"0";"0";"950";"0";"0";"950";"26";"12";"14";"0";"924";"356";"568"
"caf0-1578-83b9-3848-af60-d46e-96c1-9c6b";"221401";"66";"7";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. Marii Konopnickiej 11, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1640";"1766";"498";"1142";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1142";"0";"0";"1142";"39";"19";"20";"0";"1103";"387";"716"
"5e60-1608-423d-18c5-1203-3892-2ceb-8f13";"221401";"66";"8";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Czyżykowska 69, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1990";"2155";"719";"1271";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1271";"0";"0";"1271";"54";"12";"42";"0";"1217";"546";"671"
"1b40-e98c-3d67-3178-1f41-52e9-16a8-eccc";"221401";"66";"9";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Czyżykowska 69, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1781";"1938";"632";"1139";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1139";"0";"0";"1139";"35";"10";"25";"0";"1104";"505";"599"
"4914-ce66-0e51-509a-4730-c0dc-98e4-a904";"221401";"66";"10";"miasto";"stały";"Świetlica na Osiedlu Wincentego Witosa, ul. Ks. Władysława Młyńskiego 4, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1910";"2070";"445";"1465";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1465";"0";"0";"1465";"53";"16";"37";"0";"1412";"509";"903"
"93ac-0723-e957-1538-5930-ac4f-0909-a840";"221401";"66";"11";"miasto";"stały";"Zespół Placówek Specjalnych, ul. Grunwaldzka 1, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1330";"1451";"427";"903";"0";"4";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"28";"7";"21";"0";"875";"343";"532"
"5777-2d74-0997-d7be-6afd-7650-b01d-208f";"221401";"66";"12";"miasto";"stały";"Sportowa Szkoła Podstawowa Nr 2 z Oddziałami Integracyjnymi, ul. Gdańska 2, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"2050";"2231";"822";"1228";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1225";"0";"0";"1225";"53";"21";"32";"0";"1172";"550";"622"
"c17a-e30b-8807-7009-00ef-e597-ff5a-4c13";"221401";"66";"13";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Saperska 12, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1770";"1916";"567";"1203";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"0";"1203";"47";"10";"37";"0";"1156";"508";"648"
"7e62-3644-7775-5f29-3fdc-428c-a4e3-36d6";"221401";"66";"14";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Saperska 12, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1980";"2166";"706";"1274";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1274";"0";"0";"1274";"48";"11";"37";"0";"1226";"535";"691"
"bcdf-31a0-1733-73a9-fed2-16e3-11da-f5bb";"221401";"66";"15";"miasto";"stały";"Ośrodek Opiekuńczy, ul. Niepodległości 10, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1980";"2153";"602";"1378";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"50";"19";"31";"0";"1328";"582";"746"
"305a-edc9-9d92-ebdd-e920-e242-4dd6-21b9";"221401";"66";"16";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Władysława Jagiełły 8, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1680";"1823";"492";"1188";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1188";"0";"0";"1188";"28";"3";"25";"0";"1160";"507";"653"
"4493-313a-2049-0a4c-536f-dfbb-e61c-0f02";"221401";"66";"17";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Armii Krajowej 70, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1420";"1391";"589";"831";"1";"2";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"39";"11";"28";"0";"792";"350";"442"
"01aa-9320-48be-e022-db69-d24f-32a7-72ad";"221401";"66";"18";"miasto";"stały";"Szkoła Podstawowa Nr 8, ul. Armii Krajowej 70, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1280";"1221";"447";"832";"0";"2";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"23";"7";"16";"0";"809";"336";"473"
"9967-5f94-0082-932e-8e61-ad0c-7ad5-ff89";"221401";"66";"19";"miasto";"stały";"Przedszkole Nr 8 z Oddziałami Integracyjnymi, ul. Jodłowa 6, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1699";"1844";"476";"1223";"2";"2";"1";"1";"0";"0";"0";"0";"1";"1224";"1";"0";"1224";"41";"41";"0";"0";"1183";"514";"669"
"ad66-4cf7-7b46-7384-d006-2bac-834e-1f5d";"221401";"66";"20";"miasto";"stały";"Szkoła Podstawowa Nr 12, ul. Topolowa 23, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1841";"2012";"466";"1375";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"56";"15";"41";"0";"1319";"505";"814"
"a1f2-5d83-a187-db96-9b9d-91c4-ec20-b493";"221401";"66";"21";"miasto";"stały";"Przedszkole Niepubliczne ""Jarzębinka"", ul. Jarzębinowa 4, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1445";"1533";"505";"940";"0";"1";"0";"0";"0";"0";"0";"0";"0";"940";"0";"0";"940";"28";"10";"18";"0";"912";"404";"508"
"0214-1172-1a57-27aa-1396-b02e-2e85-75fc";"221401";"66";"22";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Wł. Jagiełły 8, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1870";"2039";"614";"1256";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1256";"0";"0";"1256";"42";"8";"34";"0";"1214";"563";"651"
"0634-50a9-5dcf-8d00-e183-82e9-0424-713e";"221401";"66";"23";"miasto";"stały";"Warsztaty Terapii Zajęciowej, ul. Wigury 84, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1360";"1483";"365";"993";"0";"4";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"31";"11";"20";"0";"964";"358";"606"
"f171-0bf7-02b1-3e9d-272b-27fb-0be3-cccc";"221401";"66";"24";"miasto";"stały";"Niepubliczne Przedszkole i Żłobek Bajkowe, ul. Szewczyka Dratewki 3, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1050";"1143";"211";"839";"0";"0";"0";"0";"0";"0";"0";"0";"0";"839";"0";"0";"839";"29";"12";"17";"0";"810";"239";"571"
"ffb0-2548-4f15-e599-e8c8-da2d-c1e6-2272";"221401";"66";"25";"miasto";"stały";"Niepubliczne Przedszkole i Żłobek Bajkowe, ul. Szewczyka Dratewki 3, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"1311";"1460";"261";"1050";"1";"19";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"43";"14";"29";"0";"1007";"324";"683"
"acd1-52c2-0f54-f30c-9df3-da89-af9e-b038";"221401";"66";"26";"miasto";"zakład leczniczy";"Szpitale Tczewskie S. A., ul. 30 Stycznia 57/58, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"150";"75";"118";"32";"0";"0";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"4";"0";"4";"0";"28";"12";"16"
"b9aa-2803-4849-86c3-804c-c3de-dbc0-8271";"221401";"66";"27";"miasto";"zakład leczniczy";"Szpitale Tczewskie S. A., ul. Ignacego Paderewskiego 11, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"50";"38";"46";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"4";"0";"0";"0";"0";"4";"2";"2"
"a861-4faa-6ff9-3a92-0490-cc62-b4ab-2ffe";"221401";"66";"28";"miasto";"zakład leczniczy";"Szpitale Tczewskie S. A., ul. 1 Maja 2, 83-110 Tczew";"m. Tczew";"tczewski";"pomorskie";"70";"62";"17";"53";"0";"0";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"1";"0";"1";"0";"52";"30";"22"
"1d2f-59bc-6723-6162-5fa9-32f9-566c-5d7c";"221402";"66";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 w Gniewie, ul. Gdańska 16, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"783";"744";"381";"402";"2";"1";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"20";"0";"20";"0";"382";"135";"247"
"0c42-04cf-4735-1837-2063-4e8c-7f49-8214";"221402";"66";"2";"miasto";"stały";"Szkoła Podstawowa nr 1 w Gniewie, ul. Gdańska 16, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"714";"773";"301";"413";"0";"3";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"17";"5";"12";"0";"396";"179";"217"
"8f94-1dff-6f31-691f-8e63-195e-56bb-283c";"221402";"66";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 w Gniewie, ul. Gdańska 16, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"660";"710";"318";"342";"1";"4";"0";"0";"0";"0";"0";"0";"0";"341";"0";"0";"341";"14";"1";"13";"0";"327";"128";"199"
"3157-51b6-8ecf-9199-cb39-2db1-78e9-85b2";"221402";"66";"4";"miasto";"stały";"Sala Ślubów (pok. 109) Urzędu Miasta i Gminy Gniew, Plac Grunwaldzki 1, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"1008";"1111";"475";"533";"0";"20";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"11";"6";"5";"0";"522";"274";"248"
"c609-a14c-49cf-4863-886c-b3d1-e6bc-e48e";"221402";"66";"5";"miasto";"stały";"Szkoła Podstawowa nr 2 w Gniewie, 27 Stycznia 19, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"756";"808";"280";"476";"1";"3";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"16";"9";"7";"0";"460";"222";"238"
"266d-bd4e-a584-e14a-8e25-a324-6e9b-02c6";"221402";"66";"6";"miasto";"stały";"Szkoła Podstawowa nr 2 w Gniewie, 27 Stycznia 19, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"783";"850";"316";"467";"2";"5";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"20";"1";"19";"0";"447";"207";"240"
"78be-ba49-4052-e104-c949-a144-cbba-207d";"221402";"66";"7";"wieś";"stały";"Świetlica Wiejska w Jeleniu, Jeleń 84B, 83-123 Piaseczno";"gm. Gniew";"tczewski";"pomorskie";"400";"427";"189";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"4";"0";"4";"0";"207";"120";"87"
"318b-d3e6-f0e4-dc36-6cef-ba4a-db20-50dd";"221402";"66";"8";"wieś";"stały";"Świetlica Wiejska w Kursztynie, Kursztyn 16, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"783";"850";"432";"351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"11";"1";"10";"0";"340";"205";"135"
"5bd8-136a-04c7-79b0-8360-83b3-73b1-6ba1";"221402";"66";"9";"wieś";"stały";"Szkoła Podstawowa w Polskim Gronowie, Polskie Gronowo 31, 83-140 Gniew";"gm. Gniew";"tczewski";"pomorskie";"850";"926";"455";"395";"0";"1";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"14";"5";"9";"0";"381";"239";"142"
"5944-2628-d84b-547e-61dd-5e1f-f63a-7d55";"221402";"66";"10";"wieś";"stały";"Szkoła Podstawowa w Piasecznie, ul. Kardynała Wojtyły 16, 83-123 Piaseczno";"gm. Gniew";"tczewski";"pomorskie";"750";"815";"325";"425";"0";"2";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"16";"3";"13";"0";"409";"229";"180"
"2e8d-f95b-89a9-5d4c-4f0d-a642-4691-20a0";"221402";"66";"11";"wieś";"stały";"Zespół Szkół w Opaleniu, ul. Ks. Ludwika Warneckiego 10, 83-136 Opalenie";"gm. Gniew";"tczewski";"pomorskie";"990";"1112";"424";"566";"0";"5";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"24";"2";"22";"0";"542";"263";"279"
"decf-3eeb-3287-16b4-3ca3-e6e9-60e7-1d18";"221402";"66";"12";"wieś";"stały";"Filia w Pieniążkowie Zespołu Szkół w Opaleniu, Pieniążkowo 27, 83-135 Mała Karczma";"gm. Gniew";"tczewski";"pomorskie";"970";"1057";"495";"475";"0";"1";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"9";"4";"5";"0";"466";"254";"212"
"bee3-a037-3d94-2c2e-1102-53d7-c3da-ff84";"221402";"66";"13";"wieś";"stały";"Świetlica Wiejska w Rakowcu, Rakowiec 44, 83-135 Mała Karczma";"gm. Gniew";"tczewski";"pomorskie";"479";"529";"243";"236";"0";"3";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"6";"2";"4";"0";"230";"134";"96"
