"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Rafał Jan BARTEK";"Danuta JAZŁOWIECKA";"Marek KAWA"
"b57f-e48a-7f15-07a3-3391-91b7-8b46-cbb2";"160901";"52";"1";"wieś";"stały";"Klub Samorządowy, ul. Dworcowa 1, 46-053 Chrząstowice";"gm. Chrząstowice";"opolski";"opolskie";"1031";"1135";"440";"591";"0";"0";"0";"0";"0";"0";"0";"0";"0";"590";"0";"1";"589";"12";"2";"10";"0";"577";"340";"157";"80"
"2329-e9cf-d451-82f7-c4df-78c4-a7eb-a7e9";"160901";"52";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Dębska Kuźnia ul. Wiejska 53, 46-053 Chrząstowice";"gm. Chrząstowice";"opolski";"opolskie";"1101";"1206";"476";"625";"1";"5";"0";"0";"0";"0";"0";"0";"0";"624";"0";"0";"624";"17";"7";"10";"0";"607";"333";"181";"93"
"c7b1-e22c-8e06-f8bb-2e06-8ae8-3861-abea";"160901";"52";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Dębie ul. Wiejska 18, 46-053 Chrząstowice";"gm. Chrząstowice";"opolski";"opolskie";"790";"875";"423";"367";"1";"2";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"4";"1";"3";"0";"363";"194";"100";"69"
"61fd-28ca-35d4-9c30-737a-0656-670c-5761";"160901";"52";"4";"wieś";"stały";"Klub Wiejski, Daniec ul. Dąbrowicka 4, 46-053 Chrząstowice";"gm. Chrząstowice";"opolski";"opolskie";"951";"1040";"555";"396";"1";"0";"0";"0";"0";"0";"0";"0";"0";"396";"0";"0";"396";"12";"3";"9";"0";"384";"212";"93";"79"
"991e-33fe-6af3-1b36-39f1-efdb-f1ba-595a";"160901";"52";"5";"wieś";"stały";"Świetlica Wiejska, Suchy Bór ul. Szkolna 2, 46-053 Chrząstowice";"gm. Chrząstowice";"opolski";"opolskie";"1171";"1278";"389";"782";"0";"2";"0";"0";"0";"0";"0";"0";"0";"782";"0";"0";"782";"15";"5";"10";"0";"767";"201";"419";"147"
"a91c-8a27-7789-83d9-c7b1-309b-43ef-f770";"160902";"52";"1";"wieś";"stały";"Świetlica wiejska, ul. Ks. prof. J. Sztonyka 19a, 49-120 Dąbrowa";"gm. Dąbrowa";"opolski";"opolskie";"969";"1058";"289";"680";"2";"6";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"20";"4";"16";"0";"660";"51";"363";"246"
"f84b-e762-c2f8-9b44-80d3-b894-e0d5-5233";"160902";"52";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Chróścinie, ul. Niemodlińska 8d, 46-073 Chróścina";"gm. Dąbrowa";"opolski";"opolskie";"1191";"1298";"556";"635";"0";"3";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"16";"2";"14";"0";"619";"202";"260";"157"
"7247-0e27-f700-2b98-681d-c0c8-1438-3ae2";"160902";"52";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Naroku, ul. Szkolna 19, 49-120 Narok";"gm. Dąbrowa";"opolski";"opolskie";"849";"920";"418";"431";"0";"3";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"16";"2";"14";"0";"415";"111";"139";"165"
"18a0-4998-b955-3fba-a9a2-a090-6053-005b";"160902";"52";"4";"wieś";"stały";"Świetlica wiejska, ul. Długa 18a, 49-120 Ciepielowice";"gm. Dąbrowa";"opolski";"opolskie";"339";"369";"78";"261";"2";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"6";"0";"6";"0";"255";"12";"150";"93"
"a3d2-e4fa-41aa-670e-702f-9ca6-ab07-f81b";"160902";"52";"5";"wieś";"stały";"Świetlica wiejska, ul. Kwiatowa 25a, 49-120 Nowa Jamka";"gm. Dąbrowa";"opolski";"opolskie";"241";"261";"135";"106";"1";"2";"0";"0";"0";"0";"0";"0";"0";"106";"0";"0";"106";"1";"0";"1";"0";"105";"4";"34";"67"
"9068-caa9-4778-5d89-c916-6d8a-a674-4291";"160902";"52";"6";"wieś";"stały";"Budynek socjalno-administracyjny, ul. Sportowa 18, 49-120 Prądy";"gm. Dąbrowa";"opolski";"opolskie";"320";"351";"123";"197";"1";"1";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"5";"0";"5";"0";"192";"18";"92";"82"
"a478-d072-bc82-3d45-34b1-cc82-ce7e-bfc8";"160902";"52";"7";"wieś";"stały";"Pawilon sportowy, ul. Strażacka 6a, 46-073 Mechnice";"gm. Dąbrowa";"opolski";"opolskie";"840";"916";"369";"471";"0";"2";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"11";"3";"8";"0";"460";"150";"195";"115"
"c01f-d9ab-d317-d2ec-c9dc-a19c-a65a-77f7";"160902";"52";"8";"wieś";"stały";"Świetlica wiejska, ul. Szkolna 2, 49-120 Karczów";"gm. Dąbrowa";"opolski";"opolskie";"510";"554";"148";"362";"1";"0";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"11";"3";"8";"0";"351";"33";"193";"125"
"f7d8-7c40-46e2-3c97-d3c5-3520-fc46-f868";"160902";"52";"9";"wieś";"stały";"Świetlica wiejska, Opolska 52, 49-120 Skarbiszów";"gm. Dąbrowa";"opolski";"opolskie";"290";"313";"116";"174";"0";"1";"0";"0";"0";"0";"0";"0";"0";"174";"0";"0";"174";"4";"0";"4";"0";"170";"12";"49";"109"
"2bf3-12de-3e05-0d2b-cb5e-5d19-ba46-44fa";"160902";"52";"10";"wieś";"stały";"Świetlica wiejska, Opolska 58, 49-120 Żelazna";"gm. Dąbrowa";"opolski";"opolskie";"450";"491";"181";"269";"0";"0";"0";"0";"0";"0";"0";"0";"0";"268";"0";"0";"268";"2";"1";"1";"0";"266";"131";"86";"49"
"6fa8-ff53-de1b-d258-55bd-820e-5f3c-e29b";"160903";"52";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Powstańców Śląskich 1, 46-080 Chróścice";"gm. Dobrzeń Wielki";"opolski";"opolskie";"2030";"2292";"1064";"966";"0";"7";"0";"0";"0";"0";"0";"0";"0";"966";"0";"0";"966";"17";"1";"16";"0";"949";"385";"429";"135"
"96a9-a6a7-c92d-0db2-e732-1fda-25e2-68bf";"160903";"52";"2";"wieś";"stały";"Zespół Szkół, Dobrzeń Mały ul. Opolska 87, 46-081 Dobrzeń Wielki";"gm. Dobrzeń Wielki";"opolski";"opolskie";"542";"609";"208";"334";"0";"2";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"4";"2";"2";"0";"330";"136";"131";"63"
"45d1-c53e-4f59-2554-25eb-c1ad-fb66-14fd";"160903";"52";"3";"wieś";"stały";"Zespół Szkół, ul. Namysłowska 94, 46-081 Dobrzeń Wielki";"gm. Dobrzeń Wielki";"opolski";"opolskie";"1370";"1529";"553";"817";"0";"3";"0";"0";"0";"0";"0";"0";"0";"816";"0";"0";"816";"23";"5";"18";"0";"793";"252";"380";"161"
"eaf4-4f89-8578-e875-0363-8beb-e30a-6f3e";"160903";"52";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa z Oddziałami Sportowymi, ul. Kościelna 3, 46-081 Dobrzeń Wielki";"gm. Dobrzeń Wielki";"opolski";"opolskie";"1896";"2036";"696";"1200";"1";"2";"0";"0";"0";"0";"0";"0";"0";"1200";"0";"0";"1200";"26";"14";"12";"0";"1174";"301";"605";"268"
"d25d-8d22-6687-0918-c16c-e624-316b-7579";"160903";"52";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. 1 Maja 6a, 46-082 Kup";"gm. Dobrzeń Wielki";"opolski";"opolskie";"897";"973";"400";"497";"0";"1";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"12";"1";"11";"0";"485";"159";"218";"108"
"768b-c350-66b0-4cd1-07e1-7fe8-c0cc-a403";"160903";"52";"6";"wieś";"zakład leczniczy";"Stobrawskie Centrum Medyczne Sp. z o. o. Szpital w Kup, ul. Miarki 14, 46-082 Kup";"gm. Dobrzeń Wielki";"opolski";"opolskie";"80";"83";"38";"42";"0";"6";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"2";"0";"2";"0";"40";"8";"15";"17"
"5aee-fef2-b82b-c90a-a4b2-f504-9292-03aa";"160904";"52";"1";"wieś";"stały";"Urząd Gminy w Komprachcicach, ul. Kolejowa 3, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"2061";"2254";"897";"1164";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"35";"3";"32";"0";"1129";"356";"529";"244"
"7a40-a4e0-8822-1b0e-70e3-6329-4641-e74b";"160904";"52";"2";"wieś";"stały";"Świetlica w Osinach, Osiny ul. Opolska 20, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"620";"667";"268";"352";"0";"2";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"4";"1";"3";"0";"348";"94";"169";"85"
"44ea-aa5a-1a5e-203b-2334-1d4a-dc90-b10a";"160904";"52";"3";"wieś";"stały";"Publiczna Stowarzyszeniowa Szkoła Podstawowa w Ochodzach, Ochodze ul. Opolska 34, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"891";"960";"471";"420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"6";"2";"4";"0";"414";"191";"135";"88"
"d9a4-4c4a-15c9-6362-f2c9-9c55-94dd-a1c0";"160904";"52";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Domecku, Domecko ul. Opolska 52, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"939";"1037";"456";"483";"0";"2";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"8";"1";"7";"0";"475";"187";"178";"110"
"a361-fdce-e5f1-eed6-612d-08ad-1b85-61d3";"160904";"52";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Polskiej Nowej Wsi, Polska Nowa Wieś ul. Lipowa 56, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"1306";"1422";"580";"726";"0";"5";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"11";"0";"11";"0";"715";"224";"277";"214"
"9628-9f93-5be7-5a9c-3f1e-938e-f9d7-818c";"160904";"52";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wawelnie, Wawelno ul. Nowowiejska 14, 46-070 Komprachcice";"gm. Komprachcice";"opolski";"opolskie";"799";"874";"383";"416";"0";"7";"0";"0";"0";"0";"0";"0";"0";"416";"0";"0";"416";"8";"1";"7";"0";"408";"152";"145";"111"
"e134-7011-3da9-8996-6117-b3a5-a128-2d5e";"160905";"52";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Brynicy, Brynica ul. Powstańców Śląskich 47, 46-024 Łubniany";"gm. Łubniany";"opolski";"opolskie";"960";"1052";"482";"478";"0";"4";"0";"0";"0";"0";"0";"0";"0";"478";"0";"0";"478";"9";"1";"8";"0";"469";"178";"181";"110"
"21ac-b5df-2a30-d0cd-1fea-d44b-abc2-d5c4";"160905";"52";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jełowej, Jełowa ul. Wolności 15, 46-024 Łubniany";"gm. Łubniany";"opolski";"opolskie";"1610";"1767";"931";"679";"0";"5";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"3";"0";"3";"0";"676";"278";"256";"142"
"c7ec-3a39-b00d-ae57-d049-9481-9b46-2029";"160905";"52";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Ks. Jana Bosko w Luboszycach, Biadacz ul. Szeroka 12, 46-022 Luboszyce";"gm. Łubniany";"opolski";"opolskie";"510";"556";"227";"283";"1";"0";"0";"0";"0";"0";"0";"0";"0";"283";"0";"0";"283";"6";"2";"4";"0";"277";"69";"126";"82"
"931f-9040-b9f4-189e-c540-7733-e53f-784d";"160905";"52";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Ks. Jana Bosko w Luboszycach, ul. Szkolna 4, 46-022 Luboszyce";"gm. Łubniany";"opolski";"opolskie";"1820";"2001";"592";"1228";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1228";"0";"0";"1228";"21";"17";"4";"0";"1207";"244";"720";"243"
"af41-6406-8f16-ee25-3d66-eb71-b872-20e5";"160905";"52";"5";"wieś";"stały";"Świetlica Wiejska, Kolanowice ul. Sportowa 1, 46-024 Łubniany";"gm. Łubniany";"opolski";"opolskie";"392";"430";"169";"223";"0";"1";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"3";"0";"3";"0";"220";"104";"87";"29"
"1563-5c6e-6c80-45b6-af2a-9004-8b37-f923";"160905";"52";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Powstańców Śląskich w Łubnianach, ul. Opolska 51, 46-024 Łubniany";"gm. Łubniany";"opolski";"opolskie";"1790";"1972";"833";"957";"2";"6";"0";"0";"0";"0";"0";"0";"0";"957";"0";"0";"957";"23";"6";"17";"0";"934";"393";"374";"167"
"d596-12fc-c60a-77ed-def0-8682-9f8f-e9a3";"160906";"52";"1";"wieś";"stały";"Świetlica Wiejska, Dębiniec ul. Wiejska 36, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"450";"497";"271";"179";"0";"3";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"5";"2";"3";"0";"174";"75";"62";"37"
"7320-722e-01ec-1d82-a29d-b732-6479-a560";"160906";"52";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Wolności 22, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"498";"536";"266";"232";"0";"1";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"10";"3";"7";"0";"222";"52";"113";"57"
"7071-0bf4-d138-5db4-1a4a-e0b5-8319-4c73";"160906";"52";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Wolności 22, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"695";"756";"281";"414";"1";"1";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"7";"2";"5";"0";"407";"57";"218";"132"
"e10d-d6b1-55db-d9cf-cd1c-d081-289a-92ec";"160906";"52";"4";"wieś";"stały";"Świetlica Wiejska, Zagwiździe ul. Lipowa 1, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"580";"639";"325";"255";"0";"0";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"6";"0";"6";"0";"249";"109";"95";"45"
"8ab5-52b2-c2c4-5366-059e-9a85-59c9-8c62";"160906";"52";"5";"wieś";"stały";"Świetlica Wiejska, Radomierowice ul. Wolności 24, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"330";"347";"203";"127";"0";"0";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"2";"0";"2";"0";"125";"11";"72";"42"
"6f4e-74d4-63d2-e9eb-cb1b-fa9e-33b1-873e";"160906";"52";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, Stare Budkowice ul. Wołczyńska 14, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"950";"1035";"576";"374";"0";"1";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"5";"0";"5";"0";"369";"195";"96";"78"
"4425-bd4b-e3e7-ee70-9a4c-bb79-3f99-2157";"160906";"52";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa, Stare Budkowice ul. Wołczyńska 14, 46-030 Murów";"gm. Murów";"opolski";"opolskie";"500";"544";"305";"194";"0";"0";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"4";"0";"4";"0";"191";"77";"67";"47"
"4d88-a534-eaa0-a509-025f-2833-3b5b-7b83";"160907";"52";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2 (sala gimnastyczna), ul. Rynek 55a, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"601";"657";"264";"337";"0";"5";"0";"0";"0";"0";"0";"0";"0";"337";"0";"1";"336";"4";"4";"0";"0";"332";"25";"178";"129"
"df4e-8fc3-ecd6-abb5-148b-8584-ec39-3713";"160907";"52";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Szkolna 5, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"538";"584";"250";"288";"0";"2";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"11";"3";"8";"0";"277";"21";"143";"113"
"eb04-40e9-88ae-c54d-92e6-bb7e-8a47-72f3";"160907";"52";"3";"miasto";"stały";"Publiczne Przedszkole Nr 1 ""Bajka"", ul. Kilińskiego 31, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"531";"566";"288";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"9";"1";"8";"0";"234";"20";"85";"129"
"f6fd-2f7c-d8fe-254b-2e9b-650c-64b3-a243";"160907";"52";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1 (świetlica szkolna), ul. Reymonta 9, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"807";"878";"314";"493";"0";"1";"0";"0";"0";"0";"0";"0";"0";"493";"0";"0";"493";"8";"1";"7";"0";"485";"21";"258";"206"
"d4ef-9919-b68a-7fbf-7265-7731-4104-8be6";"160907";"52";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 (sala gimnastyczna), ul. Reymonta 9, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"831";"892";"310";"520";"0";"2";"0";"0";"0";"0";"0";"0";"0";"521";"0";"0";"521";"11";"2";"9";"0";"510";"36";"260";"214"
"c6db-c2c5-2e1c-aac6-6806-6e1d-7fd8-df68";"160907";"52";"6";"miasto";"stały";"Ośrodek Sportu i Rekreacji (hala sportowa), ul. Reymonta 11, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"570";"603";"160";"410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"8";"2";"6";"0";"402";"29";"233";"140"
"1e12-eac1-29f1-b2f3-d2e9-fade-34fd-a6bb";"160907";"52";"7";"miasto";"stały";"Ośrodek Sportu i Rekreacji (rotunda na stadionie), ul. Sportowa 1, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"658";"718";"258";"400";"0";"1";"0";"0";"0";"0";"0";"0";"0";"400";"0";"0";"400";"14";"4";"10";"0";"386";"24";"190";"172"
"cdb8-034d-e88f-8ed2-5e8f-2a8f-cdcb-72b9";"160907";"52";"8";"wieś";"stały";"Ośrodek Kultury, ul. Mikołaja Reja 1, 49-100 Niemodlin";"gm. Niemodlin";"opolski";"opolskie";"750";"820";"338";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"7";"2";"5";"0";"403";"32";"202";"169"
"420d-4fcc-5442-c943-1c23-7aab-b4f9-e0c9";"160907";"52";"9";"wieś";"stały";"Świetlica wiejska przy Remizie OSP, ul. Nyska 80, 49-100 Grabin";"gm. Niemodlin";"opolski";"opolskie";"678";"739";"304";"374";"0";"1";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"5";"1";"4";"0";"369";"25";"145";"199"
"0b17-d077-d863-a386-86c8-3e7d-fde6-f889";"160907";"52";"10";"wieś";"stały";"Szkoła Podstawowa (sala gimnastyczna), Rogi 10a, 49-156 Rogi";"gm. Niemodlin";"opolski";"opolskie";"730";"798";"398";"332";"0";"1";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"11";"0";"11";"0";"321";"14";"145";"162"
"324e-bb69-e8bf-679f-f497-8e11-5fa1-e372";"160907";"52";"11";"wieś";"stały";"Szkoła Podstawowa (sala nr 1), ul. Niemodlińska 21, 49-156 Gracze";"gm. Niemodlin";"opolski";"opolskie";"549";"593";"223";"326";"1";"1";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"11";"0";"11";"0";"315";"34";"151";"130"
"6728-611f-9ee5-83f3-5fea-4bde-5c4d-a500";"160907";"52";"12";"wieś";"stały";"Szkoła Podstawowa (sala nr 6), ul. Niemodlińska 21, 49-156 Gracze";"gm. Niemodlin";"opolski";"opolskie";"520";"556";"265";"255";"0";"3";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"14";"2";"12";"0";"241";"16";"93";"132"
"14b2-fe0f-b8d3-59c1-15d4-4840-e694-92ff";"160907";"52";"13";"wieś";"stały";"Świetlica wiejska, Gościejowice 4, 49-100 Gościejowice";"gm. Niemodlin";"opolski";"opolskie";"479";"521";"197";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"7";"1";"6";"0";"275";"7";"118";"150"
"c06c-5039-1155-1704-a8e3-f971-132c-6257";"160907";"52";"14";"wieś";"stały";"Świetlica wiejska, Grodziec 13a, 49-100 Grodziec";"gm. Niemodlin";"opolski";"opolskie";"450";"489";"143";"307";"0";"1";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"8";"1";"7";"0";"299";"14";"127";"158"
"5db2-a4e3-03d9-0a50-0bd7-5232-2003-8e89";"160907";"52";"15";"wieś";"stały";"Remiza OSP, ul. Niemodlińska 50, 49-156 Gracze";"gm. Niemodlin";"opolski";"opolskie";"778";"848";"419";"359";"0";"0";"0";"0";"0";"0";"0";"0";"0";"359";"0";"0";"359";"3";"2";"1";"0";"356";"23";"132";"201"
"5fc6-e018-274c-6b4f-8214-037e-6945-9d7f";"160908";"52";"1";"miasto";"stały";"Dom Kultury, ul. księdza Kałuży 4, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1060";"1161";"505";"555";"0";"7";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"17";"4";"13";"0";"538";"62";"283";"193"
"affa-248a-f774-c146-3ab2-6dc9-b35a-be91";"160908";"52";"2";"miasto";"stały";"Przedszkole Publiczne nr 4, ul. Romana Dmowskiego 1, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1120";"1200";"581";"539";"1";"3";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"28";"4";"24";"0";"511";"86";"257";"168"
"841c-cdde-4970-0284-f1ee-9cd7-e2b7-6b37";"160908";"52";"3";"miasto";"stały";"Zespół Szkół, ul. Częstochowska 24, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"931";"995";"390";"541";"0";"1";"0";"0";"0";"0";"0";"0";"0";"541";"0";"0";"541";"14";"3";"11";"0";"527";"45";"308";"174"
"d420-70a1-35ff-e117-010c-9e66-dd8b-a93b";"160908";"52";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Janusza Korczaka 12, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1690";"1811";"527";"1163";"3";"4";"0";"0";"0";"0";"0";"0";"0";"1162";"0";"0";"1162";"25";"2";"23";"0";"1137";"107";"633";"397"
"8917-7962-03ae-bffb-fd80-4015-b00f-8eba";"160908";"52";"5";"wieś";"stały";"Szkoła Podstawowa Nr 2, ul. Daniecka 12A, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"670";"724";"417";"253";"1";"1";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"7";"6";"1";"0";"246";"94";"78";"74"
"6755-9008-2ad4-970f-15b9-e636-ab59-ea59";"160908";"52";"6";"wieś";"stały";"Szkoła Podstawowa, Antoniów ul. Powstańców Śląskich 17, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"971";"1061";"564";"407";"0";"3";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"12";"2";"10";"0";"395";"160";"150";"85"
"1b20-a8fe-137a-cfdf-4520-f989-7586-38f7";"160908";"52";"7";"wieś";"stały";"Świetlica wiejska, Biestrzynnik ul. Ozimska 18, 46-043 Ozimek";"gm. Ozimek";"opolski";"opolskie";"491";"537";"322";"169";"0";"0";"0";"0";"0";"0";"0";"0";"0";"169";"0";"0";"169";"1";"0";"1";"0";"168";"52";"71";"45"
"3b74-c8ee-1d86-8b90-96af-4f57-4b59-3a10";"160908";"52";"8";"wieś";"stały";"Szkoła Podstawowa, Dylaki ul. Szkolna 5, 46-043 Ozimek";"gm. Ozimek";"opolski";"opolskie";"898";"986";"569";"329";"1";"5";"0";"0";"0";"0";"0";"0";"0";"329";"0";"0";"329";"4";"0";"4";"0";"325";"106";"142";"77"
"55b3-1e34-70d0-e719-5892-06a8-5b4f-596a";"160908";"52";"9";"wieś";"stały";"Świetlica wiejska, Grodziec ul. Częstochowska 115 A, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1338";"1452";"516";"822";"1";"4";"0";"0";"0";"0";"0";"0";"0";"822";"0";"0";"822";"13";"2";"11";"0";"809";"91";"317";"401"
"4e7a-7368-44a8-f79b-b15d-0500-aea8-7915";"160908";"52";"10";"wieś";"stały";"Szkoła Podstawowa, Krasiejów ul. Szkolna 5, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1510";"1653";"843";"667";"5";"1";"0";"0";"0";"0";"0";"0";"0";"667";"0";"0";"667";"17";"1";"16";"0";"650";"303";"218";"129"
"c4e5-336a-8c47-3447-600e-3f88-731f-436b";"160908";"52";"11";"wieś";"stały";"Budynek Ochotniczej Straży Pożarnej, Schodnia ul. Ks. Piotra Gołąba 19, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"651";"702";"351";"300";"1";"0";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"7";"0";"7";"0";"293";"153";"73";"67"
"47de-c10a-0b1e-30a8-78bd-189b-8cae-cb9f";"160908";"52";"12";"wieś";"stały";"Świetlica wiejska, Szczedrzyk Plac 1 Maja 9, 46-042 Ozimek";"gm. Ozimek";"opolski";"opolskie";"1109";"1219";"565";"544";"1";"9";"0";"0";"0";"0";"0";"0";"0";"544";"0";"0";"544";"10";"0";"10";"0";"534";"197";"228";"109"
"34cb-6ef5-f06d-54b1-cb27-6a5d-7d84-ae01";"160908";"52";"13";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Pustków ul. Ozimska 11a, 46-040 Ozimek";"gm. Ozimek";"opolski";"opolskie";"380";"416";"185";"195";"0";"1";"0";"0";"0";"0";"0";"0";"0";"194";"0";"0";"194";"5";"1";"4";"0";"189";"75";"65";"49"
