"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Eryk MARTYNOWSKI";"Waldemar PAWLAK"
"9e05-6c32-9037-53dc-cba2-c37a-f7fe-3c4b";"141901";"38";"5";"wieś";"stały";"Zespół Szkół Nr 3, Zagroba 40, 09-230 Bielsk";"gm. Bielsk";"płocki";"mazowieckie";"741";"817";"328";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"9";"2";"7";"0";"404";"276";"128"
"fea6-2d80-68b8-e5e2-487c-7446-2a4b-34e6";"141901";"38";"6";"wieś";"stały";"Zespół Szkół Nr 4, Zągoty 11, 09-230 Bielsk";"gm. Bielsk";"płocki";"mazowieckie";"1240";"1384";"521";"719";"0";"2";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"17";"14";"3";"0";"702";"431";"271"
"5029-2d45-f74d-4614-fe33-8805-acdc-aa8a";"141901";"38";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Goślice 66, 09-230 Bielsk";"gm. Bielsk";"płocki";"mazowieckie";"27";"23";"11";"16";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16";"0";"0";"16";"1";"0";"1";"0";"15";"6";"9"
"3a79-af46-1321-ea91-3c52-a759-1fd9-fbdf";"141902";"38";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Bodzanowie, ul. Wyszogrodzka 1, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"870";"955";"328";"542";"0";"2";"0";"0";"0";"0";"0";"0";"0";"542";"0";"0";"542";"19";"9";"10";"0";"523";"318";"205"
"b4af-e587-9987-0d80-d968-5f47-7b30-8f4b";"141902";"38";"2";"wieś";"stały";"Urząd Gminy Bodzanów, ul. Bankowa 7, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"760";"846";"362";"398";"1";"0";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"7";"1";"6";"0";"391";"256";"135"
"6208-ec79-cab8-0504-af40-2063-cb5d-95d2";"141902";"38";"3";"wieś";"stały";"Zespół Placówek Oświatowych w Bodzanowie, ul. Wyszogrodzka 1, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"770";"848";"333";"437";"1";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"10";"10";"0";"0";"427";"267";"160"
"a6bc-43ba-d4f9-bb11-4119-99c2-dcb7-a6d0";"141902";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Cieślach, Cieśle 18, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"481";"546";"167";"314";"1";"1";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"6";"1";"5";"0";"308";"177";"131"
"4bb6-2aef-4c4d-4e67-20d9-9193-14bc-1769";"141902";"38";"5";"wieś";"stały";"Zespół Placówek Oświatowych w Nowym Miszewie, Nowe Miszewo ul. Szkolna 2, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"701";"747";"230";"471";"0";"3";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"15";"4";"11";"0";"456";"251";"205"
"c3a2-3095-4cad-0a12-d138-9a18-5c71-0413";"141902";"38";"6";"wieś";"stały";"Świetlica Wiejska w Pepłowie, Pepłowo 17, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"410";"457";"177";"233";"0";"0";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"9";"2";"7";"0";"224";"143";"81"
"1e46-bfb8-7d74-7da7-6c3f-ed65-3d3b-e422";"141902";"38";"7";"wieś";"stały";"Zespół Placówek Oświatowych w Nowym Miszewie, Nowe Miszewo ul. Szkolna 2, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"1070";"1167";"372";"698";"0";"4";"0";"0";"0";"0";"0";"0";"0";"698";"0";"0";"698";"17";"2";"15";"0";"681";"403";"278"
"c0e5-85b0-fea7-7a73-012b-2b53-6cb7-6673";"141902";"38";"8";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Nowym Kanigowie, Nowe Kanigowo 17, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"410";"458";"204";"206";"2";"0";"0";"0";"0";"0";"0";"0";"0";"206";"0";"0";"206";"6";"1";"5";"0";"200";"90";"110"
"dccd-a816-407b-9b05-672c-5870-511f-f3f3";"141902";"38";"9";"wieś";"stały";"Świetlica Wiejska w Mąkolinie, Mąkolin 37, 09-470 Bodzanów";"gm. Bodzanów";"płocki";"mazowieckie";"482";"536";"229";"253";"1";"1";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"5";"0";"5";"0";"248";"173";"75"
"62ca-9522-6544-4a05-773e-0951-1c47-f9ad";"141903";"38";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Turzy Małej, Turza Mała 16, 09-414 Brudzeń Duży";"gm. Brudzeń Duży";"płocki";"mazowieckie";"381";"423";"182";"199";"0";"1";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"1";"4";"0";"194";"129";"65"
"cfcc-5012-c997-6399-4572-4c71-11fe-2c7a";"141903";"38";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Brudzeniu Dużym, ul. Szkolna 15, 09-414 Brudzeń Duży";"gm. Brudzeń Duży";"płocki";"mazowieckie";"721";"800";"313";"408";"0";"1";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"8";"3";"5";"0";"400";"278";"122"
"00bc-53cb-1f2e-bc78-18f8-78cf-0c12-78d9";"141903";"38";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Brudzeniu Dużym, ul. Szkolna 15, 09-414 Brudzeń Duży";"gm. Brudzeń Duży";"płocki";"mazowieckie";"790";"890";"256";"534";"0";"2";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"10";"5";"5";"0";"524";"308";"216"
"c862-2a78-525f-bbae-5fd1-ce08-2a4d-4c40";"141903";"38";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Sikorzu, Sikórz 85, 09-411 Biała k. Płocka";"gm. Brudzeń Duży";"płocki";"mazowieckie";"760";"829";"329";"431";"0";"1";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"16";"2";"14";"0";"415";"255";"160"
"2e40-5d67-6d31-08a6-04eb-670d-7340-551d";"141903";"38";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Sikorzu, Sikórz 85, 09-411 Biała k/Płocka";"gm. Brudzeń Duży";"płocki";"mazowieckie";"720";"798";"269";"451";"0";"2";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"13";"2";"11";"0";"438";"276";"162"
"eb01-7529-253d-5574-d1bd-2b70-0da8-6eee";"141903";"38";"6";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Siecieniu, Siecień 84, 09-411 Biała k. Płocka";"gm. Brudzeń Duży";"płocki";"mazowieckie";"580";"639";"234";"346";"0";"2";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"16";"2";"14";"0";"330";"239";"91"
"3f1f-3962-d93e-13c2-ff05-cabc-a1d9-83bf";"141903";"38";"7";"wieś";"stały";"Szkoła Podstawowa im. Marii Konopnickiej w Siecieniu, Siecień 84, 09-411 Biała k. Płocka";"gm. Brudzeń Duży";"płocki";"mazowieckie";"790";"870";"277";"513";"0";"2";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"17";"9";"8";"0";"496";"367";"129"
"592c-e3eb-ac95-81a4-d129-fc9a-2e5d-b96c";"141903";"38";"8";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Sobowie, Sobowo 36, 09-414 Brudzeń Duży";"gm. Brudzeń Duży";"płocki";"mazowieckie";"739";"826";"309";"430";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"18";"7";"11";"0";"411";"292";"119"
"6d40-6a56-e532-cdb0-0838-7b83-ea8f-c015";"141903";"38";"9";"wieś";"stały";"Dom Sióstr Służek, Rokicie 1, 09-414 Brudzeń Duży";"gm. Brudzeń Duży";"płocki";"mazowieckie";"390";"426";"190";"200";"0";"1";"0";"0";"0";"0";"0";"0";"0";"200";"0";"0";"200";"9";"0";"9";"0";"191";"138";"53"
"18dc-3c83-4001-a60f-8f8c-cf12-19cf-c5cf";"141903";"38";"10";"miasto";"dom pomocy społecznej";"Dom Seniora Leonianum, Sikórz 83A, 09-413 Sikórz";"gm. Brudzeń Duży";"płocki";"mazowieckie";"39";"42";"25";"14";"0";"1";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"3";"0";"3";"0";"11";"8";"3"
"3257-409f-af6b-585f-446b-3926-9b49-e588";"141904";"38";"1";"wieś";"stały";"Urząd Gminy, Bulkowo-Kolonia ul. Szkolna 1, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"700";"766";"249";"451";"1";"0";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"11";"9";"2";"0";"440";"287";"153"
"578e-7627-1529-7199-27f3-9275-795c-396e";"141904";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Bulkowie, ul. Szkolna 2, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"713";"791";"330";"383";"1";"3";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"13";"9";"4";"0";"370";"234";"136"
"68fc-cf3f-1e3d-133f-49da-0b17-c853-63f6";"141904";"38";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Nadułki 42, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"589";"649";"217";"372";"0";"1";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"9";"1";"8";"0";"363";"261";"102"
"c54d-9437-d9da-be71-c99c-cfae-4fbf-4af6";"141904";"38";"4";"wieś";"stały";"Szkoła Podstawowa, Nowe Łubki 7, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"624";"694";"244";"380";"1";"0";"0";"0";"0";"0";"0";"0";"0";"380";"0";"0";"380";"14";"1";"13";"0";"366";"266";"100"
"99c5-c78f-1cab-8aab-1cc4-1c59-8665-33d5";"141904";"38";"5";"wieś";"stały";"Szkoła Podstawowa, Blichowo 61A, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"924";"1019";"376";"548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"21";"7";"14";"0";"527";"385";"142"
"bf13-5ad9-6c42-4d75-f245-f097-6702-95c4";"141904";"38";"6";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Worowice 58, 09-454 Bulkowo";"gm. Bulkowo";"płocki";"mazowieckie";"540";"591";"263";"277";"0";"0";"0";"0";"0";"0";"0";"0";"0";"277";"0";"0";"277";"8";"0";"8";"0";"269";"186";"83"
"2049-f6f4-07a7-3fe1-2089-1d9b-e8e7-a91f";"141905";"38";"1";"miasto";"stały";"Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Drobinie (sala gimnastyczna), ul. Szkolna 3, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"930";"1020";"405";"525";"2";"0";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"16";"5";"11";"0";"509";"296";"213"
"8a45-ca93-5c89-499c-a20c-6d1e-4dd4-a723";"141905";"38";"2";"wieś";"stały";"Miejsko-Gminne Przedszkole w Drobinie (sala gimnastyczna), ul. Przyszłość 14, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"1169";"1286";"618";"551";"7";"4";"0";"0";"0";"0";"0";"0";"0";"551";"0";"0";"551";"15";"4";"11";"0";"536";"385";"151"
"dc1f-a604-a9c0-8822-83e5-23df-644b-5faf";"141905";"38";"3";"wieś";"stały";"Szkoła Podstawowa im. Miry Zimińskiej-Sygietyńskiej w Cieszewie (sala nr 2), Cieszewo, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"311";"343";"154";"157";"1";"0";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"5";"0";"5";"0";"152";"105";"47"
"ac57-9319-a811-3e24-071e-5d25-2af2-3e86";"141905";"38";"4";"wieś";"stały";"Szkoła Podstawowa im. prof. arch. Stanisława Marzyńskiego w Rogotwórsku (sala gimnastyczna), Rogotwórsk, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"650";"715";"336";"314";"2";"0";"0";"0";"0";"0";"0";"0";"0";"314";"0";"0";"314";"10";"0";"10";"0";"304";"198";"106"
"bbc5-aee3-b49f-2c80-3566-dcb3-0d7e-a978";"141905";"38";"5";"miasto";"stały";"Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Drobinie (sala konferencyjna), ul. Szkolna 3, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"1028";"1136";"440";"588";"2";"4";"0";"0";"0";"0";"0";"0";"0";"588";"0";"3";"585";"22";"9";"13";"0";"563";"316";"247"
"afd9-7113-6038-ca07-235b-75ed-9a06-7b45";"141905";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Łęgu Probostwie (sala gimnastyczna), Łęg Probostwo, 09-210 Drobin";"gm. Drobin";"płocki";"mazowieckie";"1534";"1692";"701";"833";"7";"1";"0";"0";"0";"0";"0";"0";"0";"833";"0";"0";"833";"24";"4";"20";"0";"809";"500";"309"
"8f6d-a090-e485-cd92-38dc-a590-60d4-2487";"141906";"38";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Aleja Jana Pawła II 16, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"1142";"1250";"414";"727";"1";"6";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"14";"5";"9";"0";"711";"393";"318"
"48fe-81ec-2393-9bfb-07c0-db40-11a8-c8f6";"141906";"38";"2";"miasto";"stały";"Świetlica Ochotniczej Straży Pożarnej w Gąbinie, ul. Stary Rynek 15 (wejście od ulicy Aleja Jana Pawła II), 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"740";"818";"227";"513";"0";"8";"0";"0";"0";"0";"0";"0";"0";"513";"0";"0";"513";"18";"8";"10";"0";"495";"257";"238"
"8531-9eb1-6bb3-90d0-0a5b-ec54-a0b2-cc5e";"141906";"38";"3";"miasto";"stały";"Budynek byłego Sądu Grodzkiego, ul. Kościuszki 1, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"1152";"1247";"417";"735";"0";"4";"0";"0";"0";"0";"0";"0";"0";"735";"0";"0";"735";"32";"15";"17";"0";"703";"359";"344"
"3b97-53b8-222a-7502-6c5f-89d9-26ab-a875";"141906";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Dobrzykowie, Dobrzyków ul. Obrońców Dobrzykowa 65 (sala przy hali sportowej), 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"791";"852";"289";"502";"0";"4";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"18";"1";"17";"0";"484";"319";"165"
"d780-778e-2f01-acba-85ae-ab13-890a-0fa3";"141906";"38";"5";"wieś";"stały";"Szkoła Podstawowa, Dobrzyków ul. Obrońców Dobrzykowa 65, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"741";"823";"236";"505";"0";"2";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"18";"6";"12";"0";"487";"293";"194"
"f69c-2f0f-fc1d-8b05-27ba-a0ce-4fad-e48d";"141906";"38";"6";"wieś";"stały";"Szkoła Podstawowa, Borki 22B, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"451";"510";"167";"284";"0";"4";"0";"0";"0";"0";"0";"0";"0";"284";"0";"0";"284";"7";"1";"6";"0";"277";"225";"52"
"2af9-0435-bdee-4c7f-7581-a00c-d61f-922c";"141906";"38";"7";"wieś";"stały";"Szkoła Podstawowa, Nowe Grabie 11A, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"750";"825";"268";"482";"0";"0";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"14";"1";"13";"0";"468";"289";"179"
"1c80-5682-a61b-8aa1-29aa-5936-3163-61bb";"141906";"38";"8";"wieś";"stały";"Szkoła Podstawowa, Czermno 52, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"967";"1071";"393";"574";"1";"1";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"13";"1";"12";"0";"561";"375";"186"
"bbac-41d7-38b9-217b-e04a-23e6-a4cc-dd19";"141906";"38";"9";"wieś";"stały";"Dom Ludowy w Topólnie, Topólno 49, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"340";"383";"137";"203";"0";"0";"0";"0";"0";"0";"0";"0";"0";"203";"0";"0";"203";"9";"3";"6";"0";"194";"134";"60"
"cc87-d1a2-ee6b-227c-fd4e-b51d-b0d7-bfb3";"141906";"38";"10";"wieś";"stały";"Szkoła Podstawowa, Nowy Kamień 6, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"491";"538";"199";"292";"1";"0";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"9";"0";"9";"0";"283";"190";"93"
"39e8-4cdb-3301-b557-b6bf-80a0-8fe1-e9ae";"141906";"38";"11";"wieś";"stały";"Dom Pomocy Społecznej, Koszelew 2, 09-530 Gąbin";"gm. Gąbin";"płocki";"mazowieckie";"440";"507";"178";"262";"0";"2";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"15";"2";"13";"0";"244";"121";"123"
"7e71-30c8-d9c8-7789-e6ba-d373-4951-2354";"141907";"38";"1";"wieś";"stały";"Hala Sportowa w Łącku, ul. Gostynińska 2, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"1046";"1128";"405";"641";"1";"3";"0";"0";"0";"0";"0";"0";"0";"641";"0";"0";"641";"32";"8";"24";"0";"609";"329";"280"
"6c08-dfd0-882b-0b8d-dcd4-7318-40ef-f9aa";"141907";"38";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Łącku, ul. Warszawska 39, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"831";"909";"253";"578";"2";"2";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"17";"2";"15";"0";"561";"307";"254"
"a346-8feb-38ca-f673-6f30-8a0c-8be5-4e74";"141907";"38";"3";"wieś";"stały";"Centrum Kultury, Rekreacji i Sportu w Podlasiu, Podlasie 19, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"652";"707";"274";"378";"0";"1";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"15";"1";"14";"0";"363";"228";"135"
"c4ba-febc-80fb-79bd-57f4-afb3-783f-1773";"141907";"38";"4";"wieś";"stały";"Przedszkole Niepubliczne ""Promyczek"" w Zaździerzu, Zaździerz 33, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"680";"748";"225";"455";"0";"2";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"14";"3";"11";"0";"441";"257";"184"
"479a-0a48-3f7e-a141-7d69-be81-916d-107e";"141907";"38";"5";"wieś";"stały";"Modelowe Wiejskie Centrum Ekoturystyki Przyjazne Środowisku, Zielona Szkoła w Sendeniu, Sendeń Mały 2/2, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"352";"393";"145";"207";"0";"0";"0";"0";"0";"0";"0";"0";"0";"207";"0";"0";"207";"12";"0";"12";"0";"195";"119";"76"
"9397-df8d-6670-8a9d-c7b7-be94-9195-366a";"141907";"38";"6";"wieś";"stały";"Gminny Ośrodek Kultury w Grabinie, Grabina 43, 09-520 Łąck";"gm. Łąck";"płocki";"mazowieckie";"379";"426";"109";"270";"0";"2";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"11";"1";"10";"0";"259";"115";"144"
"d10f-500d-0bc4-897e-8516-6c79-ec31-5bcb";"141908";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Podgórzu, Podgórze 6, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"1000";"1098";"464";"536";"0";"0";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"9";"1";"8";"0";"527";"351";"176"
"00b5-cc22-ac56-bb97-c5a5-041d-c266-d453";"141908";"38";"2";"wieś";"stały";"Samorządowe Przedszkole w Małej Wsi, ul. Jana Kochanowskiego 17, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"890";"971";"439";"451";"0";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"10";"3";"7";"0";"441";"282";"159"
"9a1a-8282-8419-2b62-2c86-1f38-e08b-27c4";"141908";"38";"3";"wieś";"stały";"Samorządowe Przedszkole w Małej Wsi, ul. Jana Kochanowskiego 17, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"950";"1041";"301";"649";"5";"2";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"25";"8";"17";"0";"624";"347";"277"
"f222-6bfb-504d-e7e3-4eac-1d9a-9433-c7bc";"141908";"38";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Orszymowie, Orszymowo 53, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"890";"979";"409";"481";"0";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"21";"6";"15";"0";"459";"322";"137"
"f064-fd56-7dfa-f7e4-42f8-d761-16f3-287c";"141908";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Dzierżanowie, Dzierżanowo 53, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"610";"684";"299";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"8";"0";"8";"0";"303";"231";"72"
"ff9d-2e46-b83b-3cb0-aeaf-dd05-3374-625e";"141908";"38";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Zakrzewie Kościelnym, Zakrzewo Kościelne 14, 09-460 Mała Wieś";"gm. Mała Wieś";"płocki";"mazowieckie";"65";"74";"30";"35";"0";"0";"0";"0";"0";"0";"0";"0";"0";"35";"0";"0";"35";"10";"1";"9";"0";"25";"11";"14"
"68b0-518e-88e8-cdf0-255e-5e5a-62a7-efce";"141909";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Nowym Duninowie, ul. Gostynińska 1, 09-505 Nowy Duninów";"gm. Nowy Duninów";"płocki";"mazowieckie";"790";"879";"258";"532";"2";"4";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"21";"0";"21";"0";"511";"320";"191"
"cc44-f88d-8a14-1e88-c1b9-bcb0-84df-0187";"141909";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Nowym Duninowie, ul. Gostynińska 1, 09-505 Nowy Duninów";"gm. Nowy Duninów";"płocki";"mazowieckie";"721";"790";"313";"408";"0";"3";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"15";"4";"11";"0";"393";"254";"139"
"dac0-f1a4-a553-4aeb-a09a-caf8-3c5f-1afe";"141909";"38";"3";"wieś";"stały";"Budynek po Szkole Podstawowej w Lipiankach, Lipianki 28A, 09-505 Nowy Duninów";"gm. Nowy Duninów";"płocki";"mazowieckie";"250";"284";"117";"133";"1";"5";"0";"0";"0";"0";"0";"0";"0";"133";"0";"0";"133";"6";"0";"6";"0";"127";"86";"41"
"5414-0abc-5c96-3b8c-693d-e90e-29ff-f9a1";"141909";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Soczewce, ul. ks. Pawła Kwiatkowskiego 1, 09-506 Soczewka";"gm. Nowy Duninów";"płocki";"mazowieckie";"460";"513";"172";"288";"0";"6";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"9";"2";"7";"0";"279";"130";"149"
"5842-5bf1-7d61-db3d-4fe7-e145-2e4f-bd4c";"141909";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Soczewce, ul. ks. Pawła Kwiatkowskiego 1, 09-506 Soczewka";"gm. Nowy Duninów";"płocki";"mazowieckie";"640";"713";"254";"386";"0";"5";"0";"0";"0";"0";"0";"0";"0";"386";"0";"0";"386";"9";"2";"7";"0";"377";"224";"153"
"8183-6b81-c0fb-f3eb-cae2-f8f6-ace4-7f41";"141910";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika w Radzanowie, ul. Szkolna 16, 09-451 Radzanowo";"gm. Radzanowo";"płocki";"mazowieckie";"920";"1018";"272";"648";"0";"0";"0";"0";"0";"0";"0";"0";"0";"648";"0";"1";"647";"19";"7";"12";"0";"628";"324";"304"
"7436-6a0b-98e4-6e43-5566-66ba-a6c0-fb6a";"141910";"38";"2";"wieś";"stały";"Centrum Kultury i Sportu w Radzanowie, ul. Szkolna 3, 09-451 Radzanowo";"gm. Radzanowo";"płocki";"mazowieckie";"980";"1084";"412";"568";"1";"5";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"17";"5";"12";"0";"551";"320";"231"
"ba8e-7f89-9a9e-7f6d-c0a0-30d5-c47f-de72";"141910";"38";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Woźnikach, Woźniki 33, 09-451 Radzanowo";"gm. Radzanowo";"płocki";"mazowieckie";"411";"460";"171";"240";"1";"1";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"12";"0";"12";"0";"228";"122";"106"
"c61a-aa0c-7307-e729-3f19-9883-04af-c7e0";"141910";"38";"4";"wieś";"stały";"Świetlica Wiejska w Ciółkówku, Ciółkówko 30B, 09-451 Radzanowo";"gm. Radzanowo";"płocki";"mazowieckie";"980";"1085";"473";"507";"0";"0";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"15";"2";"13";"0";"492";"340";"152"
"8be8-c678-b5f8-52cc-4b67-1078-1fa7-26c5";"141910";"38";"5";"wieś";"stały";"Przedszkole Niepubliczne Małolatek w Stróżewku, Stróżewko 47/2, 09-410 Płock";"gm. Radzanowo";"płocki";"mazowieckie";"1340";"1460";"437";"903";"0";"3";"0";"0";"0";"0";"0";"0";"0";"903";"0";"0";"903";"15";"6";"9";"0";"888";"401";"487"
