"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Marek Eryk MARTYNOWSKI";"Waldemar PAWLAK"
"69f0-5a95-a090-e044-b1f9-2dba-12be-f255";"142703";"38";"6";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Styczniowych w Ligowie, ul. Parkowa 2, 09-228 Ligowo";"gm. Mochowo";"sierpecki";"mazowieckie";"860";"946";"446";"414";"0";"0";"0";"0";"0";"0";"0";"0";"0";"414";"0";"0";"414";"18";"0";"18";"0";"396";"266";"130"
"4db1-8a47-5983-dae8-e184-34b6-7b23-65a6";"142704";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Rościszewie, ul. Władysława Reymonta 4, 09-204 Rościszewo";"gm. Rościszewo";"sierpecki";"mazowieckie";"620";"688";"209";"411";"1";"5";"0";"0";"0";"0";"0";"0";"0";"411";"0";"0";"411";"15";"7";"8";"0";"396";"251";"145"
"f9da-c139-114c-4024-dcdc-fa93-c239-6f00";"142704";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Rościszewie, ul. Władysława Reymonta 4, 09-204 Rościszewo";"gm. Rościszewo";"sierpecki";"mazowieckie";"650";"721";"316";"334";"1";"1";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"21";"0";"21";"0";"313";"210";"103"
"16a6-55c5-ba16-2034-1e1a-5d49-4891-f6d0";"142704";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Rościszewie, ul. Władysława Reymonta 4, 09-204 Rościszewo";"gm. Rościszewo";"sierpecki";"mazowieckie";"660";"722";"247";"413";"4";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"4";"2";"2";"0";"409";"286";"123"
"0a79-1074-9f2e-6b9c-ef18-648b-1127-ff3a";"142704";"38";"4";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Łukomiu, Łukomie 53a, 09-204 Rościszewo";"gm. Rościszewo";"sierpecki";"mazowieckie";"550";"610";"214";"336";"1";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"8";"1";"7";"0";"328";"235";"93"
"b1d6-b085-def2-6bc8-89ac-b20d-08c7-395f";"142704";"38";"5";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Łukomiu, Łukomie 53a, 09-204 Rościszewo";"gm. Rościszewo";"sierpecki";"mazowieckie";"530";"580";"215";"315";"1";"0";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"16";"3";"13";"0";"299";"238";"61"
"f5bf-0eea-aa71-f810-7f48-dd2e-b733-d317";"142705";"38";"1";"wieś";"stały";"Szkoła Podstawowa, Bledzewo 11A, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"1020";"1141";"452";"568";"2";"5";"0";"0";"0";"0";"0";"0";"0";"568";"0";"0";"568";"9";"2";"7";"0";"559";"333";"226"
"ce8c-a1e9-5874-5264-4074-a2b5-0537-00af";"142705";"38";"2";"wieś";"stały";"Szkoła Podstawowa, Borkowo Kościelne ul. Szkolna 2, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"1210";"1322";"546";"664";"2";"1";"0";"0";"0";"0";"0";"0";"0";"664";"0";"0";"664";"22";"4";"18";"0";"642";"379";"263"
"27ba-112b-2c6c-16be-e60c-d634-48f7-46ec";"142705";"38";"3";"wieś";"stały";"Szkoła Podstawowa, Białyszewo ul. Niepodległości 2, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"980";"1083";"466";"514";"1";"1";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"16";"0";"16";"0";"498";"278";"220"
"1f82-9b9c-bb4e-c602-dc07-5849-871a-72fb";"142705";"38";"4";"wieś";"stały";"Szkoła Podstawowa, Susk 35, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"540";"601";"280";"260";"0";"1";"0";"0";"0";"0";"0";"0";"0";"260";"0";"0";"260";"9";"1";"8";"0";"251";"177";"74"
"770b-385f-fe91-5479-7f9f-c5e0-d9ac-570a";"142705";"38";"5";"wieś";"stały";"Publiczne Przedszkole, Studzieniec 27, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"660";"728";"302";"358";"0";"2";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"8";"2";"6";"0";"350";"227";"123"
"e565-f4c4-f6b7-493d-3dc7-86ea-5312-ff5b";"142705";"38";"6";"wieś";"stały";"Szkoła Podstawowa, Sudragi ul. Szkolna 10, 09-200 Sierpc";"gm. Sierpc";"sierpecki";"mazowieckie";"500";"562";"207";"293";"0";"3";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"13";"1";"12";"0";"280";"155";"125"
"0f42-e8e3-05be-b200-f245-c083-4aae-ab0c";"142706";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Gójsku (sala Nr 5), Gójsk ul. Lipnowska 3B, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"680";"756";"329";"351";"4";"2";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"16";"2";"14";"0";"335";"223";"112"
"67fb-ddb8-5368-292e-f31f-a0e5-d900-2617";"142706";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Gójsku (sala Nr 25), Gójsk ul. Lipnowska 3B, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"880";"971";"429";"451";"1";"1";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"8";"0";"8";"0";"443";"313";"130"
"b563-9a8c-f07f-8efe-a349-894d-fbee-e555";"142706";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Szczutowie (sala gimnastyczna), ul. Lipowa 2, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"510";"566";"175";"335";"1";"5";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"7";"2";"5";"0";"328";"166";"162"
"55e2-0a3e-e031-3a56-1883-16e6-30db-6272";"142706";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Szczutowie (sala Nr 4), ul. Lipowa 2, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"610";"686";"305";"305";"0";"5";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"5";"2";"3";"0";"300";"182";"118"
"5f4f-3c8c-bd99-4a85-cc27-0bec-fbf6-afe0";"142706";"38";"5";"wieś";"stały";"Świetlica Wiejska w Starej Woli, Stara Wola 13, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"400";"445";"178";"222";"0";"0";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"8";"0";"8";"0";"214";"164";"50"
"bfd8-4f0f-bdbb-63c3-ed00-d4f3-04a9-e1d0";"142706";"38";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Szczutowie, ul. 3 Maja 116, 09-227 Szczutowo";"gm. Szczutowo";"sierpecki";"mazowieckie";"55";"68";"22";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"5";"0";"5";"0";"28";"18";"10"
"3e56-7030-1d57-2c0c-42fb-73c4-42f5-3f47";"142707";"38";"1";"wieś";"stały";"Zespół Szkół Samorządowych w Zawidzu Kościelnym, ul. Mazowiecka 47, 09-226 Zawidz Kościelny";"gm. Zawidz";"sierpecki";"mazowieckie";"950";"1027";"357";"593";"0";"2";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"15";"12";"3";"0";"578";"325";"253"
"b39b-07ed-c1d9-b0bd-2ca7-f8b9-241c-25d0";"142707";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Zawidzu Kościelnym, ul. Mazowiecka 47, 09-226 Zawidz Kościelny";"gm. Zawidz";"sierpecki";"mazowieckie";"970";"1062";"458";"512";"2";"1";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"5";"1";"4";"0";"507";"352";"155"
"4d8a-dfa2-8010-1205-16aa-4e8e-92f0-4a1f";"142707";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Jeżewie, Jeżewo 59, 09-226 Zawidz Kościelny";"gm. Zawidz";"sierpecki";"mazowieckie";"1270";"1395";"552";"718";"1";"6";"0";"0";"0";"0";"0";"0";"0";"718";"0";"0";"718";"17";"4";"13";"0";"701";"460";"241"
"8c0d-8bf6-8512-90ae-3641-0779-8caa-5346";"142707";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Osieku, Osiek 5, 09-226 Zawidz Kościelny";"gm. Zawidz";"sierpecki";"mazowieckie";"610";"686";"218";"392";"1";"3";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"13";"5";"8";"0";"379";"235";"144"
"7001-c230-4fa0-ae5d-3abf-444e-8011-5f85";"142707";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Słupi, Słupia 43, 09-226 Zawidz Kościelny";"gm. Zawidz";"sierpecki";"mazowieckie";"1000";"1103";"460";"540";"4";"1";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"11";"3";"8";"0";"529";"337";"192"
"a790-faa8-3c74-6eec-3530-1c96-8fd7-ad5a";"142801";"38";"1";"miasto";"stały";"Energop Sp. z o. o., ul. Inżynierska 32, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1290";"1422";"381";"908";"0";"1";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"34";"13";"21";"0";"875";"456";"419"
"4de2-6f51-66ec-149f-ecea-a327-de84-0946";"142801";"38";"2";"miasto";"stały";"Sochaczewskie Centrum Kultury, ul. 15 Sierpnia 83, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1270";"1413";"429";"841";"0";"5";"0";"0";"0";"0";"0";"0";"0";"841";"0";"0";"841";"36";"25";"11";"0";"805";"372";"433"
"e77e-7c3b-1e9a-cb61-2019-9bdd-9599-8c39";"142801";"38";"3";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. 15 Sierpnia 44, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1020";"1114";"308";"712";"0";"5";"0";"0";"0";"0";"0";"0";"0";"712";"0";"0";"712";"28";"9";"19";"0";"684";"289";"395"
"998e-76fa-2a1b-9179-e5e2-b749-85c6-d66d";"142801";"38";"4";"miasto";"stały";"Przedszkole Nr 7, ul. Franciszka Żwirki i Stanisława Wigury 15, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1011";"1112";"301";"710";"1";"5";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"26";"10";"16";"0";"684";"291";"393"
"a9f5-5b26-d013-ef58-83c9-f026-2110-890c";"142801";"38";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. 15 Sierpnia 4, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1159";"1258";"317";"842";"1";"9";"0";"0";"0";"0";"0";"0";"0";"842";"0";"0";"842";"33";"31";"2";"0";"809";"365";"444"
"0f47-afe5-08b5-56ce-b8d2-1927-b8be-5594";"142801";"38";"6";"miasto";"stały";"Zakład Wodociągów i Kanalizacji Sp. z o. o., ul. Rozlazłowska 7, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1398";"1517";"398";"1000";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1000";"0";"0";"1000";"22";"5";"17";"0";"978";"454";"524"
"e099-3910-fc21-6768-c521-f982-36b6-ccc6";"142801";"38";"7";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Zamkowa 4a, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1364";"1492";"389";"975";"0";"2";"2";"2";"0";"0";"0";"0";"2";"977";"2";"0";"977";"45";"11";"34";"0";"932";"428";"504"
"a654-3f61-2e99-21b6-639e-a37b-2844-61d6";"142801";"38";"8";"miasto";"stały";"Spółdzielnia Mieszkaniowa Lokatorsko-Własnościowa, ul. Marszałka Józefa Piłsudskiego 26, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1208";"1320";"302";"906";"3";"6";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"21";"8";"13";"0";"885";"356";"529"
"5110-fb98-3f42-3078-511d-5e45-177f-1a23";"142801";"38";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Prezydenta Ryszarda Kaczorowskiego 5, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1107";"1227";"318";"789";"4";"2";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"28";"14";"14";"0";"761";"328";"433"
"d9e8-c227-dba9-d807-44fd-d7c6-59ec-7010";"142801";"38";"10";"miasto";"stały";"Hala Sportowa Miejskiego Ośrodka Sportu i Rekreacji, ul. Janusza Kusocińskiego 2, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1210";"1334";"298";"912";"1";"3";"0";"0";"0";"0";"0";"0";"0";"912";"0";"0";"912";"33";"7";"26";"0";"879";"392";"487"
"3557-7a57-ac54-948e-2b04-0b5d-42d7-21d7";"142801";"38";"11";"miasto";"stały";"Kramnice Miejskie, ul. 1 Maja 21, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1200";"1312";"384";"816";"2";"8";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"28";"6";"22";"0";"787";"319";"468"
"5176-70ee-4d88-2d27-e74c-7e49-7cdb-f557";"142801";"38";"12";"miasto";"stały";"Przedszkole nr 3, ul. Poprzeczna 9, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1114";"1222";"378";"736";"0";"0";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"30";"8";"22";"0";"706";"332";"374"
"7970-0e10-2d92-aef7-634e-3282-aa5d-2d2a";"142801";"38";"13";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Stanisława Staszica 25, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1250";"1337";"329";"921";"2";"6";"0";"0";"0";"0";"0";"0";"0";"921";"0";"0";"921";"17";"7";"10";"0";"904";"325";"579"
"813f-5bf5-7ee2-5e8f-b542-2f76-ac18-d345";"142801";"38";"14";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Stanisława Staszica 25, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1207";"1334";"239";"976";"1";"4";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"16";"14";"2";"0";"959";"392";"567"
"21f2-d315-3d94-d5ef-78e5-bb48-984c-c8f7";"142801";"38";"15";"miasto";"stały";"Dzienny Dom Pomocy Społecznej, ul. Aleja 600 - Lecia 90, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1190";"1307";"332";"858";"1";"3";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"23";"8";"15";"0";"835";"366";"469"
"3ac6-d48b-1ad4-1602-44f8-bcb3-1fa6-f164";"142801";"38";"16";"miasto";"stały";"Szkoła Podstawowa nr 6, ul. Stanisława Staszica 106, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1208";"1333";"292";"916";"2";"2";"0";"0";"0";"0";"0";"0";"0";"916";"0";"0";"916";"28";"10";"18";"0";"888";"370";"518"
"637d-51da-b28a-f87e-a320-ab19-019b-4dcb";"142801";"38";"17";"miasto";"stały";"Dzienny Dom Pomocy Społecznej, ul. Aleja 600 - Lecia 90, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1134";"1252";"353";"781";"1";"3";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"23";"13";"10";"0";"758";"373";"385"
"51bf-439d-7846-a767-03c4-7f00-f920-855a";"142801";"38";"18";"miasto";"stały";"Sochaczewskie Centrum Kultury, ul. Fryderyka Chopina 101, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1218";"1337";"415";"803";"0";"4";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"34";"8";"26";"0";"769";"367";"402"
"569f-a4b1-729d-9755-2286-358d-8916-b24d";"142801";"38";"19";"miasto";"stały";"Filia Miejskiej Biblioteki Publicznej, ul. Fryderyka Chopina 160, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1110";"1205";"407";"703";"0";"0";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"26";"6";"20";"0";"677";"311";"366"
"845b-e77d-b277-801d-31f7-a8f5-9e49-40d0";"142801";"38";"20";"miasto";"stały";"Szkoła Podstawowa nr 7, ul. Fryderyka Chopina 99, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1274";"1386";"454";"820";"2";"2";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"27";"12";"15";"0";"793";"381";"412"
"f181-3d82-f6c1-911e-aaaa-2133-0217-ec04";"142801";"38";"21";"miasto";"stały";"Zespół Szkół im. Jarosława Iwaszkiewicza, ul. Chodakowska 16, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"1129";"1232";"520";"609";"1";"2";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"29";"10";"19";"0";"580";"313";"267"
"681b-7362-6aa4-2dae-b79f-e99d-2b5f-2154";"142801";"38";"22";"miasto";"zakład leczniczy";"Szpital Powiatowy, ul. Batalionów Chłopskich 3/7, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"150";"56";"125";"25";"0";"1";"0";"0";"0";"0";"0";"0";"0";"25";"0";"0";"25";"1";"0";"1";"0";"24";"16";"8"
"1906-af4e-5b69-7474-a695-95d1-8bb5-b22a";"142801";"38";"23";"miasto";"zakład leczniczy";"Pawilon Psychiatryczny Szpitala Powiatowego, ul. Batalionów Chłopskich 3/7A, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"100";"33";"77";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"23";"3";"0";"3";"0";"20";"9";"11"
"7804-293b-f9b3-ce8d-2829-d1cc-0da6-0ed9";"142801";"38";"24";"miasto";"dom pomocy społecznej";"Dom Kapłana Seniora, ul. Stanisława Staszica 39, 96-500 Sochaczew";"m. Sochaczew";"sochaczewski";"mazowieckie";"50";"33";"18";"32";"0";"1";"0";"0";"0";"0";"0";"0";"0";"32";"0";"0";"32";"0";"0";"0";"0";"32";"32";"0"
"6bb8-818f-9ff2-6608-5a23-f850-4ae9-24b7";"142802";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Brochowie, Brochów 27, 05-088 Brochów";"gm. Brochów";"sochaczewski";"mazowieckie";"570";"642";"191";"379";"1";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"14";"2";"12";"0";"365";"200";"165"
"5bb4-91c5-e91f-8ccc-7c69-2830-47b1-834c";"142802";"38";"2";"wieś";"stały";"Urząd Gminy w Brochowie, Brochów 125, 05-088 Brochów";"gm. Brochów";"sochaczewski";"mazowieckie";"790";"877";"313";"477";"0";"2";"0";"0";"0";"0";"0";"0";"0";"477";"0";"0";"477";"21";"4";"17";"0";"456";"303";"153"
"6a84-f550-5a53-5322-e30f-0f49-7963-9309";"142802";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Lasocinie, Lasocin 3, 05-088 Brochów";"gm. Brochów";"sochaczewski";"mazowieckie";"960";"1060";"360";"600";"1";"5";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"23";"5";"18";"0";"577";"332";"245"
"ea3c-3782-7fb3-3a6f-168c-5dcb-8229-30f0";"142802";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Śladowie, Śladów 101, 05-088 Brochów";"gm. Brochów";"sochaczewski";"mazowieckie";"881";"979";"329";"552";"0";"7";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"11";"0";"11";"0";"541";"354";"187"
"672d-7e8a-bf7b-39ed-d514-0b09-9e03-408b";"142803";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Iłowie, ul. Płocka 14, 96-520 Iłów";"gm. Iłów";"sochaczewski";"mazowieckie";"863";"949";"327";"536";"2";"0";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"9";"0";"9";"0";"527";"379";"148"
"cb6e-0c60-e630-aa5b-9739-7189-8e00-aea4";"142803";"38";"2";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Płocka 8, 96-520 Iłów";"gm. Iłów";"sochaczewski";"mazowieckie";"1122";"1220";"346";"776";"1";"5";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"19";"7";"12";"0";"757";"467";"290"
"6fd2-19f1-07e7-ab24-d09e-67e7-58e7-b3e4";"142803";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Kapturach, Kaptury 5, 96-521 Brzozów";"gm. Iłów";"sochaczewski";"mazowieckie";"600";"667";"211";"389";"0";"0";"0";"0";"0";"0";"0";"0";"0";"388";"0";"0";"388";"3";"0";"3";"0";"385";"264";"121"
"f289-e396-81a7-40d2-1001-27db-dbd1-dc42";"142803";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Brzozowie Starym, Brzozów Stary 67, 96-521 Brzozów";"gm. Iłów";"sochaczewski";"mazowieckie";"721";"799";"240";"481";"0";"1";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"18";"6";"12";"0";"463";"257";"206"
"0405-89cd-ac54-387c-0db3-e47a-e22b-87a5";"142803";"38";"5";"wieś";"stały";"Szkoła Podstawowa w Brzozowie Starym, Brzozów Stary 67, 96-521 Brzozów";"gm. Iłów";"sochaczewski";"mazowieckie";"530";"597";"200";"330";"0";"1";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"11";"1";"10";"0";"319";"202";"117"
"ee1f-9368-a9b9-a37f-76d9-2113-4851-2548";"142803";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Giżycach, Giżyce 10, 96-521 Brzozów";"gm. Iłów";"sochaczewski";"mazowieckie";"619";"688";"210";"409";"1";"2";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"13";"5";"8";"0";"396";"269";"127"
"b55a-b434-3b15-472a-fa30-b8b1-6d00-645b";"142804";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Młodzieszynie, ul. Wspólna 13a, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"890";"977";"316";"574";"0";"0";"0";"0";"0";"0";"0";"0";"0";"574";"0";"0";"574";"7";"1";"6";"0";"567";"372";"195"
"d5a7-c299-cdf0-d7f0-2ba2-c351-1ab8-9605";"142804";"38";"2";"wieś";"stały";"Gminny Ośrodek Kultury w Młodzieszynie, ul. Wyszogrodzka 25, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"960";"1059";"354";"606";"0";"4";"0";"0";"0";"0";"0";"0";"0";"606";"0";"0";"606";"21";"6";"15";"0";"585";"351";"234"
"7f63-8142-3562-58cf-b5ea-42d5-0922-d211";"142804";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Kamionie, Kamion Poduchowny 9, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"990";"1109";"390";"600";"1";"0";"0";"0";"0";"0";"0";"0";"0";"600";"0";"0";"600";"19";"6";"13";"0";"581";"436";"145"
"183e-8cf6-f523-d476-d390-b4f8-572a-620b";"142804";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Janowie, Janów 71A, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"560";"624";"232";"328";"0";"3";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"15";"2";"13";"0";"313";"195";"118"
"bf30-df0f-5839-8404-a5f8-17ff-464e-e315";"142804";"38";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Mistrzewicach, Mistrzewice 36, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"530";"581";"221";"309";"0";"2";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"7";"2";"5";"0";"302";"170";"132"
"520f-032c-f16b-9894-ee5c-73a3-b979-1b65";"142804";"38";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Młodzieszynie, ul. Wyszogrodzka 101, 96-512 Młodzieszyn";"gm. Młodzieszyn";"sochaczewski";"mazowieckie";"75";"90";"29";"46";"0";"0";"0";"0";"0";"0";"0";"0";"0";"46";"0";"0";"46";"3";"2";"1";"0";"43";"33";"10"
"86e4-05c1-9d54-d937-d113-1113-8720-f3d7";"142805";"38";"1";"wieś";"stały";"Szkoła Podstawowa w Kozłowie Szlacheckim, Kozłów Szlachecki 54, 96-513 Nowa Sucha";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";"842";"940";"294";"548";"0";"0";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"15";"1";"14";"0";"533";"352";"181"
"3e97-cfa4-2a9a-8321-0e85-e3ea-b277-ab17";"142805";"38";"2";"wieś";"stały";"Szkoła Podstawowa w Kozłowie Biskupim, Kozłów Biskupi ul. Olimpijska 1, 96-513 Nowa Sucha";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";"1142";"1270";"234";"908";"0";"4";"0";"0";"0";"0";"0";"0";"0";"908";"0";"0";"908";"27";"7";"20";"0";"881";"453";"428"
"b85a-b066-2cec-5aad-2ebd-f33b-51c8-1160";"142805";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Kozłowie Biskupim, Kozłów Biskupi ul. Olimpijska 1, 96-513 Nowa Sucha";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";"886";"983";"334";"552";"0";"1";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"22";"7";"15";"0";"530";"323";"207"
"0d5a-8049-4ae2-6840-26a7-fb6b-0fa3-fc17";"142805";"38";"4";"wieś";"stały";"Szkoła Podstawowa w Nowej Suchej, Nowa Sucha 16, 96-513 Nowa Sucha";"gm. Nowa Sucha";"sochaczewski";"mazowieckie";"1052";"1163";"336";"716";"1";"2";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"25";"6";"19";"0";"691";"369";"322"
