"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz CZELEJ";"Paweł Adam GÓRNIK";"Krzysztof Zbigniew KAMIŃSKI"
"e919-7432-de1d-99bd-d909-e973-6780-212f";"060710";"15";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bystrzycy, Bystrzyca 137, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"663";"716";"296";"367";"1";"0";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"9";"3";"6";"0";"358";"256";"26";"76"
"57e5-9687-f9b7-6c61-ae46-cf90-d420-7217";"060710";"15";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Majdanie-Grabinie, Majdan-Grabina 145A, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"577";"621";"222";"355";"0";"2";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"5";"3";"2";"0";"350";"248";"27";"75"
"81e2-c1cd-4a5c-7298-b1bd-a9bc-a329-3687";"060710";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Rudniku Drugim, Rudnik Drugi 86, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"633";"701";"240";"393";"1";"1";"0";"0";"0";"0";"0";"0";"0";"393";"0";"0";"393";"7";"1";"6";"0";"386";"299";"23";"64"
"6134-914a-84c4-17e7-fe10-3705-9eb3-6fbb";"060710";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Sulowie, Sulów 75, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"862";"937";"339";"523";"2";"0";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"7";"1";"6";"0";"516";"410";"44";"62"
"3567-91d1-477c-1559-de99-8943-82c1-62fe";"060710";"15";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Studziankach, Studzianki 63, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"558";"604";"221";"337";"1";"0";"0";"0";"0";"0";"0";"0";"0";"337";"0";"0";"337";"4";"2";"2";"0";"333";"236";"25";"72"
"0a7a-94bd-a53a-f560-b5ff-0c05-d288-c58e";"060710";"15";"6";"wieś";"stały";"Zespół Szkół w Zakrzówku, ul. Sienkiewicza 1, 23-213 Zakrzówek";"gm. Zakrzówek";"kraśnicki";"lubelskie";"1570";"1671";"629";"941";"1";"1";"0";"0";"0";"0";"0";"0";"0";"941";"0";"0";"941";"18";"4";"14";"0";"923";"627";"86";"210"
"1962-f8e2-86cd-9c2d-8ce9-124c-5c63-8053";"060901";"15";"1";"miasto";"stały";"Zespół Szkół im. Mikołaja Kopernika, ul. Bychawska 4, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"1152";"1221";"445";"707";"0";"0";"0";"0";"0";"0";"0";"0";"0";"707";"0";"0";"707";"13";"5";"8";"0";"694";"375";"76";"243"
"5ee6-7c3c-4c90-9695-2dba-bdc0-42b0-51bd";"060901";"15";"2";"miasto";"stały";"Budynek administracyjny, ul. Fabryczna 2b, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"1191";"1275";"404";"787";"0";"1";"0";"0";"0";"0";"0";"0";"0";"787";"0";"0";"787";"20";"5";"15";"0";"767";"381";"105";"281"
"8533-1bab-3f75-db68-9711-2279-c0ea-6b74";"060901";"15";"3";"miasto";"stały";"Miejski Dom Kultury, ul. Tysiąclecia 26, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"968";"1053";"280";"688";"1";"0";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"23";"8";"15";"0";"665";"398";"55";"212"
"a8f9-27ee-e779-bfaf-a732-a740-1b52-45aa";"060901";"15";"4";"miasto i wieś";"stały";"Urząd Miejski, ul. Lubelska 3, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"1254";"1356";"403";"851";"1";"2";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"13";"4";"9";"0";"838";"518";"82";"238"
"ce17-36cc-3042-6af8-001a-0646-d68e-7e9b";"060901";"15";"5";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Królowej Jadwigi, Bełżyce, Wzgórze ul. Kościuszki 148, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"859";"924";"368";"491";"0";"1";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"7";"4";"3";"0";"484";"277";"40";"167"
"6ce6-b0d3-208b-c1cf-29ff-33df-0d5c-a3bb";"060901";"15";"6";"wieś";"stały";"Szkoła Podstawowa Babin, Babin 147, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"704";"757";"247";"457";"1";"0";"0";"0";"0";"0";"0";"0";"0";"457";"0";"0";"457";"14";"4";"10";"0";"443";"266";"44";"133"
"badc-9bfd-f5d5-9044-31a2-3f4c-5e12-cad3";"060901";"15";"7";"wieś";"stały";"Szkoła Podstawowa, Matczyn 9, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"644";"706";"282";"362";"0";"1";"0";"0";"0";"0";"0";"0";"0";"362";"0";"0";"362";"11";"1";"10";"0";"351";"233";"31";"87"
"2447-9a2b-961c-a9af-a837-ee43-5cd6-972a";"060901";"15";"8";"wieś";"stały";"Szkoła Podstawowa, Kierz 89, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"736";"805";"331";"405";"0";"0";"0";"0";"0";"0";"0";"0";"0";"405";"0";"0";"405";"9";"5";"4";"0";"396";"291";"54";"51"
"5327-7172-12c0-b43e-bf7d-e2b2-58e0-6549";"060901";"15";"9";"wieś";"stały";"Dom Ludowy, Krężnica Okrągła 57, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"740";"801";"327";"413";"0";"0";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"17";"3";"14";"0";"396";"249";"49";"98"
"0b85-c9e4-83ce-e309-32d3-aa85-f5dd-581f";"060901";"15";"10";"wieś";"stały";"Szkoła Podstawowa, Stare Wierzchowiska 39, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"641";"703";"266";"375";"0";"1";"0";"0";"0";"0";"0";"0";"0";"375";"0";"0";"375";"5";"2";"3";"0";"370";"282";"39";"49"
"385e-366e-4eee-bdec-9d23-b490-6d6a-303d";"060901";"15";"11";"wieś";"stały";"Remiza OSP, Zagórze 37, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"718";"779";"321";"397";"0";"1";"0";"0";"0";"0";"0";"0";"0";"397";"0";"0";"397";"13";"5";"8";"0";"384";"287";"29";"68"
"ea9a-b38a-e7ce-7e47-2028-9abc-b319-1b73";"060901";"15";"12";"miasto";"zakład leczniczy";"Szpital Powiatowy im. Dr Wojciecha Oczki, Lubelska 90, 24-200 Bełżyce";"gm. Bełżyce";"lubelski";"lubelskie";"100";"124";"74";"26";"0";"2";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"1";"0";"1";"0";"25";"17";"3";"5"
"7fac-a8a8-47a1-5912-800c-96a7-4f2c-b246";"060902";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Borzechów-Kolonia 227, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"856";"923";"226";"630";"2";"1";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"15";"3";"12";"0";"615";"387";"61";"167"
"d660-50e2-db21-5549-b7e3-f0ae-4986-ea31";"060902";"15";"2";"wieś";"stały";"Szkoła Podstawowa, Kłodnica Dolna 117, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"702";"759";"226";"476";"0";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"12";"6";"6";"0";"464";"362";"45";"57"
"b8c2-11d9-aa92-c7c0-b8f2-1a70-b4db-5502";"060902";"15";"3";"wieś";"stały";"Remiza OSP, Łopiennik 127, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"498";"541";"204";"294";"0";"0";"0";"0";"0";"0";"0";"0";"0";"294";"0";"0";"294";"11";"1";"10";"0";"283";"184";"32";"67"
"5c92-b5d8-348d-7da0-c660-3c79-2684-a608";"060902";"15";"4";"wieś";"stały";"Remiza OSP, Kępa 39, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"392";"432";"160";"232";"0";"0";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"3";"0";"3";"0";"229";"174";"24";"31"
"5998-e85b-0106-5033-f2eb-65b3-49d4-df81";"060902";"15";"5";"wieś";"stały";"Remiza OSP, Łączki-Pawłówek 40, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"209";"227";"81";"128";"0";"0";"0";"0";"0";"0";"0";"0";"0";"128";"0";"0";"128";"1";"0";"1";"0";"127";"91";"10";"26"
"6011-3990-e7cb-d614-5e5a-b892-d1c5-5363";"060902";"15";"6";"wieś";"stały";"Remiza OSP, Dobrowola 31, 24-224 Borzechów";"gm. Borzechów";"lubelski";"lubelskie";"207";"229";"71";"136";"2";"0";"0";"0";"0";"0";"0";"0";"0";"136";"0";"0";"136";"3";"0";"3";"0";"133";"110";"6";"17"
"c6da-a912-fabe-36e9-bb2c-4b64-6c19-cf40";"060903";"15";"1";"miasto";"stały";"Środowiskowy Dom Samopomocy, ul. Pileckiego 20, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"600";"645";"272";"328";"0";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"5";"2";"3";"0";"323";"200";"47";"76"
"971a-7b6f-136a-7169-7c3d-e17d-e3f2-57d7";"060903";"15";"2";"miasto";"stały";"Samorządowe Przedszkole Nr 1, ul. Partyzantów 3, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"531";"563";"184";"347";"1";"1";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"7";"2";"5";"0";"340";"185";"41";"114"
"6a5b-cc03-e7d1-4dd2-6f6a-5202-4e9f-ce15";"060903";"15";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 8, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"763";"828";"292";"471";"1";"4";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"18";"2";"16";"0";"453";"265";"49";"139"
"89f2-271b-0cdd-f996-5579-fad0-5ef5-ac61";"060903";"15";"4";"miasto";"stały";"Urząd Miejski (sala konferencyjna), ul. Marsz. J. Piłsudskiego 22, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"675";"732";"230";"445";"3";"0";"0";"0";"0";"0";"0";"0";"0";"445";"0";"0";"445";"13";"8";"5";"0";"432";"214";"62";"156"
"fd6b-ea8b-cbd6-f23f-80aa-7c26-42e8-6527";"060903";"15";"5";"miasto";"stały";"Bychawskie Centrum Kultury, ul. Marsz. J. Piłsudskiego 34, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"573";"600";"239";"334";"0";"0";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"13";"2";"11";"0";"321";"165";"29";"127"
"866c-c002-68ce-33b9-ac86-95ce-668b-3613";"060903";"15";"6";"miasto";"stały";"Zespół Szkół im. Ks. Antoniego Kwiatkowskiego, ul. Marsz. J. Piłsudskiego 81, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"478";"508";"200";"278";"0";"0";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"6";"1";"5";"0";"272";"165";"32";"75"
"4aa4-e81b-317d-27f1-43ac-63f1-f687-ebc7";"060903";"15";"7";"miasto";"stały";"Bychawskie Przedsiębiorstwo Komunalne sp. z o. o., ul. Rataja 6, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"712";"769";"297";"415";"1";"0";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"8";"1";"7";"0";"407";"246";"41";"120"
"6c7b-f5a5-8d3d-845a-0270-974c-d57a-db79";"060903";"15";"8";"wieś";"stały";"Centrum Kultury Wiejskiej, Bychawka Druga 113, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"738";"809";"329";"409";"1";"0";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"7";"1";"6";"0";"402";"272";"34";"96"
"b44e-4505-0357-6411-b713-d867-7076-6146";"060903";"15";"9";"wieś";"stały";"Szkoła Podstawowa im. K. Koźmiana, Bychawka Druga-Kolonia 75, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"449";"493";"141";"308";"0";"0";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"6";"3";"3";"0";"302";"198";"48";"56"
"e4fa-7263-b177-11f6-6eff-8853-f825-34c2";"060903";"15";"10";"wieś";"stały";"Budynek szkolny, Osowa 61, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"316";"347";"128";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"9";"5";"4";"0";"179";"116";"22";"41"
"c38d-4dc9-d80f-eff8-fd15-7c56-67c9-7179";"060903";"15";"11";"wieś";"stały";"Centrum Kultury Wiejskiej, Olszowiec 10, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"548";"583";"248";"300";"0";"1";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"11";"3";"8";"0";"289";"209";"29";"51"
"69cd-a8ce-82a1-0ccf-aba3-9691-4517-af7d";"060903";"15";"12";"wieś";"stały";"Centrum Kultury Wiejskiej, Gałęzów 24, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"519";"575";"183";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"10";"1";"9";"0";"326";"230";"33";"63"
"3be3-d436-2a85-2d02-624f-ee6c-5cf2-d748";"060903";"15";"13";"wieś";"stały";"Szkoła Podstawowa, Wola Gałęzowska 116a, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"583";"625";"228";"355";"0";"1";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"7";"2";"5";"0";"348";"262";"35";"51"
"2901-3a12-f620-aac0-a9c8-7beb-cd1a-4573";"060903";"15";"14";"wieś";"stały";"Szkoła Podstawowa, Stara Wieś Druga 55, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"667";"738";"264";"403";"0";"2";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"5";"0";"5";"0";"398";"271";"48";"79"
"3405-b297-7225-719a-f535-155f-72b8-d27e";"060903";"15";"15";"wieś";"stały";"Szkoła Podstawowa, Zaraszów 64, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"494";"526";"235";"259";"1";"0";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"10";"3";"7";"0";"249";"160";"38";"51"
"93e9-ba2e-e593-85aa-7513-ff16-54a9-1918";"060903";"15";"16";"miasto";"zakład leczniczy";"Szpital Powiatowy SP ZOZ, Marsz. J. Piłsudskiego 26/28/30, 23-100 Bychawa";"gm. Bychawa";"lubelski";"lubelskie";"96";"42";"83";"13";"0";"1";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"0";"0";"0";"0";"13";"7";"3";"3"
"925d-9cc4-d5f5-5cdd-6653-7e11-7895-353b";"060904";"15";"1";"wieś";"stały";"lokal Gminnej Biblioteki Publicznej, Krakowskie Przedmieście 54, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"1617";"1770";"521";"1096";"4";"6";"0";"0";"0";"0";"0";"0";"0";"1096";"0";"0";"1096";"27";"8";"19";"0";"1069";"580";"117";"372"
"c33b-c926-9864-3c72-9b55-b3b8-2d03-cf7a";"060904";"15";"2";"wieś";"stały";"lokal Szkoły Podstawowej, Bogucin 64, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"805";"928";"213";"592";"1";"40";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"16";"8";"8";"0";"576";"338";"60";"178"
"6d22-8680-3df7-9f92-40ad-d762-5fc5-e4c4";"060904";"15";"3";"wieś";"stały";"lokal Szkoły Podstawowej, Przybysławice 1A, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"1282";"1410";"453";"829";"0";"4";"0";"0";"0";"0";"0";"0";"0";"829";"0";"0";"829";"25";"25";"0";"0";"804";"439";"73";"292"
"1664-e19c-4606-8ff7-a477-84ec-de6a-ba42";"060904";"15";"4";"wieś";"stały";"lokal w pałacu, Piotrowice Wielkie 103, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"457";"503";"185";"272";"0";"0";"0";"0";"0";"0";"0";"0";"0";"272";"0";"0";"272";"8";"1";"7";"0";"264";"175";"34";"55"
"7224-5066-befb-7a78-3c3b-1868-2e77-ac6e";"060904";"15";"5";"wieś";"stały";"lokal Szkoły Podstawowej, Wola Przybysławska 331, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"1032";"1143";"396";"636";"0";"2";"0";"0";"0";"0";"0";"0";"0";"636";"0";"0";"636";"25";"7";"18";"0";"611";"431";"51";"129"
"3cd3-511b-86d0-3bd6-a8f5-94d6-189b-e56f";"060904";"15";"6";"wieś";"stały";"lokal Klubu Wiejskiego, Gutanów 13, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"353";"384";"151";"202";"0";"1";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"6";"2";"4";"0";"196";"144";"22";"30"
"6822-b3b7-e62f-29b8-5cb9-6168-c708-20e2";"060904";"15";"7";"wieś";"stały";"lokal Szkoły Podstawowej, Borków 13, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"203";"225";"62";"141";"0";"0";"0";"0";"0";"0";"0";"0";"0";"141";"0";"0";"141";"1";"0";"1";"0";"140";"121";"11";"8"
"1caf-d8e5-e986-6456-4200-b88b-74f0-4269";"060904";"15";"8";"wieś";"stały";"lokal Szkoły Podstawowej, Leśce 63, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"386";"423";"155";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"4";"0";"4";"0";"227";"164";"14";"49"
"aec3-64ea-5f0b-0c7b-15da-396e-1bfa-8826";"060904";"15";"9";"wieś";"stały";"lokal remizy OSP, Janów 29, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"165";"186";"40";"125";"0";"0";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"125";"0";"0";"0";"0";"125";"91";"20";"14"
"b054-ad36-8612-69a1-809b-8fe9-d948-8e7b";"060904";"15";"10";"wieś";"stały";"lokal po byłej szkole, Karolin 30a, 21-080 Garbów";"gm. Garbów";"lubelski";"lubelskie";"245";"271";"60";"185";"1";"0";"0";"0";"0";"0";"0";"0";"0";"185";"0";"0";"185";"4";"4";"0";"0";"181";"143";"18";"20"
"c8b7-eb71-4f52-df3f-cc4c-f4e3-c098-78a4";"060905";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Prawiedniki 165, 20-515  Lublin 51";"gm. Głusk";"lubelski";"lubelskie";"1069";"1207";"269";"800";"0";"1";"0";"0";"0";"0";"0";"0";"0";"800";"0";"0";"800";"17";"9";"8";"0";"783";"414";"66";"303"
"d616-3daa-74b2-8e71-89e0-051d-fbfe-2e33";"060905";"15";"2";"wieś";"stały";"Szkoła Podstawowa, Kalinówka 78, 21-040 Świdnik";"gm. Głusk";"lubelski";"lubelskie";"2057";"2266";"468";"1589";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1589";"0";"2";"1587";"30";"13";"17";"0";"1557";"645";"139";"773"
"84b6-a4a2-ca41-0648-f5f4-e832-efe7-6ca8";"060905";"15";"3";"wieś";"stały";"Urząd Gminy Głusk, Dominów Rynek 1, 20-388 Lublin 6";"gm. Głusk";"lubelski";"lubelskie";"1123";"1221";"290";"833";"1";"6";"0";"0";"0";"0";"0";"0";"0";"833";"0";"1";"832";"12";"1";"11";"0";"820";"405";"75";"340"
"7c96-d1f8-09b8-fdb4-d3b9-6c32-85ae-314c";"060905";"15";"4";"wieś";"stały";"Szkoła Podstawowa, Mętów 124A, 20-388 Lublin 6";"gm. Głusk";"lubelski";"lubelskie";"1003";"1136";"271";"732";"3";"5";"0";"0";"0";"0";"0";"0";"0";"732";"0";"0";"732";"11";"3";"8";"0";"721";"373";"66";"282"
"fa48-5ed5-20f6-e4cf-748a-86ea-a00e-57e8";"060905";"15";"5";"wieś";"stały";"Szkoła Podstawowa, Mętów 124, 20-388 Lublin 6";"gm. Głusk";"lubelski";"lubelskie";"1377";"1505";"408";"969";"0";"2";"0";"0";"0";"0";"0";"0";"0";"969";"0";"0";"969";"11";"3";"8";"0";"958";"570";"96";"292"
"163a-bceb-46a1-fdd5-1908-7acd-febb-05aa";"060905";"15";"6";"wieś";"stały";"Szkoła Podstawowa, Wilczopole-Kolonia 97, 20-388 Lublin 6";"gm. Głusk";"lubelski";"lubelskie";"1144";"1291";"306";"838";"1";"1";"0";"0";"0";"0";"0";"0";"0";"838";"0";"0";"838";"32";"17";"15";"0";"806";"481";"97";"228"
"1e89-e6e4-f321-2fdc-3d4e-14c5-229c-757b";"060906";"15";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Chmielu, Chmiel Pierwszy 23, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"555";"625";"244";"311";"0";"2";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"6";"3";"3";"0";"305";"217";"33";"55"
"98b7-9b26-443c-030f-92fd-25dc-98c0-090a";"060906";"15";"2";"wieś";"stały";"Szkoła Podstawowa w Czerniejowie, Czerniejów 130, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"837";"922";"309";"528";"3";"1";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"16";"1";"15";"0";"511";"304";"58";"149"
"f1fd-161e-663c-2b86-2aee-14fe-51d5-3645";"060906";"15";"3";"wieś";"stały";"Zespół Szkół w Jabłonnie, Jabłonna Druga 45, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"1940";"2130";"737";"1203";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1203";"0";"2";"1201";"40";"12";"28";"0";"1161";"654";"131";"376"
"22a9-b766-ecd4-3fea-1057-c21b-6845-5726";"060906";"15";"4";"wieś";"stały";"Centrum Kultury Gminy Jabłonna, Piotrków Drugi 10, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"1276";"1402";"648";"628";"0";"0";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"18";"5";"13";"0";"610";"377";"83";"150"
"bdc3-3a84-8282-21a7-dc9d-60e0-910c-7658";"060906";"15";"5";"wieś";"stały";"Szkoła Podstawowa w Skrzynicach, Skrzynice Pierwsze 110, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"796";"870";"328";"468";"1";"1";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"12";"3";"9";"0";"456";"288";"50";"118"
"3555-84b2-b634-da01-fa66-3688-b388-8722";"060906";"15";"6";"wieś";"stały";"Szkoła Podstawowa w Tuszowie, Tuszów 159, 23-114 Jabłonna-Majątek";"gm. Jabłonna";"lubelski";"lubelskie";"384";"421";"148";"236";"0";"0";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"6";"0";"6";"0";"230";"132";"39";"59"
"53a8-5bb0-ce8a-ac0d-7261-02a9-0fb2-4775";"060907";"15";"1";"wieś";"stały";"Szkoła Podstawowa, Panieńszczyzna Aleja Warszawska 43, 21-002 Jastków";"gm. Jastków";"lubelski";"lubelskie";"1447";"1628";"390";"1057";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"25";"9";"16";"0";"1032";"485";"93";"454"
"4fd8-2dd7-aeba-7809-6882-d8dd-1610-d122";"060907";"15";"2";"wieś";"stały";"Szkoła Podstawowa, Ożarów 160, 24-150 Nałęczów";"gm. Jastków";"lubelski";"lubelskie";"1070";"1178";"456";"614";"0";"2";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"18";"4";"14";"0";"596";"416";"63";"117"
"0af4-8445-99dd-46b4-11a7-9faf-29d8-c172";"060907";"15";"3";"wieś";"stały";"Szkoła Podstawowa, Snopków 50, 21-002 Jastków";"gm. Jastków";"lubelski";"lubelskie";"1852";"2048";"387";"1465";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1465";"0";"0";"1465";"47";"11";"36";"0";"1418";"678";"136";"604"
"ec83-97da-db9a-4ffc-24b3-24ca-d95a-6934";"060907";"15";"4";"wieś";"stały";"Szkoła Podstawowa, Płouszowice-Kolonia 17, 21-008 Tomaszowice";"gm. Jastków";"lubelski";"lubelskie";"911";"987";"232";"679";"0";"2";"0";"0";"0";"0";"0";"0";"0";"679";"0";"0";"679";"12";"2";"10";"0";"667";"388";"56";"223"
"c34c-2e27-ec58-a168-1705-b506-8513-c033";"060907";"15";"5";"wieś";"stały";"Szkoła Podstawowa, Tomaszowice-Kolonia 40A, 21-008 Tomaszowice";"gm. Jastków";"lubelski";"lubelskie";"1478";"1610";"483";"995";"3";"7";"0";"0";"0";"0";"0";"0";"0";"995";"0";"0";"995";"16";"1";"15";"0";"979";"607";"99";"273"
"f1a5-d602-7afe-217c-66ae-1f33-0843-a09b";"060907";"15";"6";"wieś";"stały";"Urząd Gminy Jastków, Panieńszczyzna Chmielowa 3, 21-002 Jastków";"gm. Jastków";"lubelski";"lubelskie";"885";"994";"205";"680";"3";"2";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"15";"5";"10";"0";"665";"472";"60";"133"
"3fc8-d5c4-0ad3-28d5-6678-c642-3509-758d";"060907";"15";"7";"wieś";"stały";"Gminny Ośrodek Kultury, Dąbrowica 133, 21-008 Tomaszowice";"gm. Jastków";"lubelski";"lubelskie";"1034";"1129";"226";"808";"2";"12";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"20";"5";"15";"0";"788";"415";"63";"310"
