"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Grzegorz CZELEJ";"Paweł Adam GÓRNIK";"Krzysztof Zbigniew KAMIŃSKI"
"a2eb-a4d2-2a36-5e30-8b75-3221-d578-3e13";"060701";"15";"14";"miasto";"stały";"Urząd Stanu Cywilnego, Urzędowska 34, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"1455";"1623";"547";"908";"4";"2";"0";"0";"0";"0";"0";"0";"0";"907";"0";"0";"907";"25";"24";"1";"0";"882";"454";"80";"348"
"8103-f624-7c92-1cb3-69e0-a65a-8e9d-2c22";"060701";"15";"15";"miasto";"stały";"Przedszkole Miejskie Nr 5, Koszarowa 10A, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"1510";"1617";"574";"936";"3";"3";"0";"0";"0";"0";"0";"0";"0";"936";"0";"0";"936";"14";"6";"8";"0";"922";"478";"64";"380"
"b2b1-2dab-d72b-91c2-8556-aa1c-b407-b564";"060701";"15";"16";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Urzędowska 10, 23-204 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"789";"851";"290";"499";"1";"5";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"11";"4";"7";"0";"488";"267";"38";"183"
"1f3b-1102-fc74-f911-a4ea-f847-8264-b298";"060701";"15";"17";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Urzędowska 10, 23-204 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"1260";"1449";"404";"856";"3";"2";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"26";"2";"24";"0";"830";"433";"91";"306"
"adfd-7b00-76db-57bd-4cae-5941-27c4-eee1";"060701";"15";"18";"miasto";"stały";"Szkoła Podstawowa Nr 4, Kolejowa 28, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"832";"896";"316";"516";"1";"1";"0";"0";"0";"0";"0";"0";"0";"516";"0";"0";"516";"8";"3";"5";"0";"508";"293";"48";"167"
"53f3-bba4-475c-f4ac-f813-0d2c-013d-55b2";"060701";"15";"19";"miasto";"stały";"Publiczna Szkoła Podstawowa Nr 2, Urzędowska 10, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"1063";"1167";"407";"656";"5";"3";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"20";"7";"13";"0";"636";"353";"59";"224"
"8261-9d57-a664-1029-73e9-5082-60e5-b08b";"060701";"15";"20";"miasto";"stały";"Dom Pomocy Społecznej, Oboźna 36, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"826";"895";"346";"480";"0";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"17";"3";"14";"0";"463";"230";"49";"184"
"ec41-d34a-2500-5d41-e265-93db-2abf-6b10";"060701";"15";"21";"miasto";"stały";"Zespół Placówek Oświatowych Nr 1, Tadeusza Kościuszki 23, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"947";"997";"394";"553";"1";"1";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"16";"3";"13";"0";"537";"245";"42";"250"
"1d02-97d9-6f49-13ba-10e6-923b-4009-e955";"060701";"15";"22";"miasto";"zakład leczniczy";"Szpital Powiatowy w Kraśniku, Fryderyka Chopina 13, 23-200 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"300";"189";"223";"77";"0";"0";"0";"0";"0";"0";"0";"0";"0";"77";"0";"0";"77";"0";"0";"0";"0";"77";"53";"10";"14"
"3f6a-c4be-2fb5-ef51-6b47-5bdb-0c07-6f24";"060701";"15";"23";"miasto";"zakład leczniczy";"Szpital Powiatowy w Kraśniku, Aleja Niepodległości 25, 23-204 Kraśnik";"m. Kraśnik";"kraśnicki";"lubelskie";"40";"19";"38";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"2";"0";"0";"0";"0";"2";"0";"1";"1"
"ee42-251c-3cc5-9ba9-5444-d67c-9bdd-cde3";"060702";"15";"1";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Kościuszki 8, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"1319";"1432";"570";"749";"5";"14";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"15";"7";"8";"0";"734";"418";"52";"264"
"1458-b35e-3d97-5057-fe32-474f-8a7b-0bfe";"060702";"15";"2";"wieś";"stały";"Remiza OSP, Nowy Rachów 57, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"274";"301";"129";"145";"0";"1";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"4";"0";"4";"0";"141";"101";"11";"29"
"c201-c115-cda0-07f3-3fa6-ddb2-e92e-b9ef";"060702";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Opoka Duża 5, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"780";"841";"397";"383";"1";"0";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"21";"4";"17";"0";"362";"236";"38";"88"
"5937-13e8-ed3c-18a5-25b0-8ed6-1b63-5ae0";"060702";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Grabówka 67, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"660";"716";"310";"350";"1";"1";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"9";"2";"7";"0";"341";"272";"21";"48"
"0df0-30ae-c813-0a01-53d8-3867-4de2-b80d";"060702";"15";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Świeciechów Duży 204, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"990";"1090";"406";"584";"1";"1";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"15";"2";"13";"0";"569";"397";"54";"118"
"c344-3ee1-c6b5-6127-e6d3-bacd-5c18-a994";"060702";"15";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa, Kosin 22, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"445";"489";"180";"265";"0";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"9";"0";"9";"0";"256";"198";"26";"32"
"bda8-d5f3-517f-d7d2-5626-8f66-f681-83b3";"060702";"15";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa, Janiszów 32, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"381";"416";"165";"216";"0";"0";"0";"0";"0";"0";"0";"0";"0";"216";"0";"0";"216";"9";"2";"7";"0";"207";"141";"26";"40"
"a594-a135-8d27-f2ac-3e47-9be5-0f5d-9e77";"060702";"15";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa, Borów 32, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"332";"370";"121";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"4";"0";"4";"0";"207";"136";"20";"51"
"acb4-9d88-8e18-07ca-f3d3-a2a4-1874-ff79";"060702";"15";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa, Dąbrowa 91, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"346";"386";"123";"223";"2";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"4";"3";"1";"0";"219";"157";"18";"44"
"c9c6-caa3-6652-f117-90ab-64b0-4681-055d";"060702";"15";"10";"miasto";"stały";"Publiczna Szkoła Podstawowa, ul. Kościuszki 8, 23-235 Annopol";"gm. Annopol";"kraśnicki";"lubelskie";"872";"938";"349";"523";"1";"5";"0";"0";"0";"0";"0";"0";"0";"523";"0";"0";"523";"6";"5";"1";"0";"517";"295";"46";"176"
"5dbe-7d4c-c26e-0530-6c41-5927-04b1-cf17";"060703";"15";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Terpentynie, Terpentyna 182, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"899";"986";"359";"540";"0";"5";"0";"0";"0";"0";"0";"0";"0";"540";"0";"0";"540";"17";"5";"12";"0";"523";"319";"51";"153"
"9aac-fce3-2c48-92c8-a0ac-5cf5-64f8-1ab9";"060703";"15";"2";"wieś";"stały";"Filia Szkoły Podstawowej w Terpentynie, Dzierzkowice-Wola 184B, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"615";"664";"295";"320";"0";"1";"0";"0";"0";"0";"0";"0";"0";"320";"0";"0";"320";"5";"0";"5";"0";"315";"222";"39";"54"
"2309-6379-e019-7e7e-f6ca-a056-eeb8-6d0f";"060703";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Ludmiłówce, Ludmiłówka 33, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"391";"425";"157";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"5";"3";"2";"0";"229";"169";"15";"45"
"2dc2-7f7d-0dda-d1d1-8c56-3ed9-1380-3fe1";"060703";"15";"4";"wieś";"stały";"Szkoła Podstawowa w Wyżnicy, Wyżnica 33, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"1146";"1236";"466";"680";"0";"3";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"15";"4";"11";"0";"665";"395";"59";"211"
"9e75-0f59-43b8-5c60-8a38-2e02-9cbe-7c4c";"060703";"15";"5";"wieś";"stały";"Świetlica Wiejska, Dzierzkowice-Zastawie 174, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"356";"386";"105";"251";"1";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"14";"5";"9";"0";"237";"186";"18";"33"
"fd06-8016-c244-5dfb-9abc-364f-d787-b269";"060703";"15";"6";"wieś";"stały";"Klub Rolnika, Dzierzkowice-Podwody 83, 23-251 Dzierzkowice";"gm. Dzierzkowice";"kraśnicki";"lubelskie";"504";"548";"194";"310";"0";"1";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"2";"0";"2";"0";"308";"218";"31";"59"
"3fbe-ef3e-e36e-c24d-f9ac-b1c4-4072-e14e";"060704";"15";"1";"wieś";"stały";"Zespół Placówek Oświatowych w Gościeradowie, Gościeradów-Folwark 18, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"1507";"1612";"633";"874";"5";"6";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"27";"7";"20";"0";"847";"497";"75";"275"
"0cb4-c654-3229-6372-6f8c-5a52-9d81-9cc1";"060704";"15";"2";"wieś";"stały";"Zespół Szkół w Księżomierzy, Księżomierz Kolonia 14, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"1098";"1186";"468";"630";"2";"3";"0";"0";"0";"0";"0";"0";"0";"630";"0";"0";"630";"12";"2";"10";"0";"618";"431";"43";"144"
"261b-9ffe-3845-a3e1-36e6-387c-7bee-c7a8";"060704";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstwowa w Liśniku Dużym, Liśnik Duży 161, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"432";"470";"170";"262";"0";"1";"0";"0";"0";"0";"0";"0";"0";"262";"0";"0";"262";"3";"0";"3";"0";"259";"182";"18";"59"
"5bfa-531c-dc45-3626-4f0c-ae26-deb1-1409";"060704";"15";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Mniszku, Mniszek 67, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"456";"499";"200";"256";"1";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"8";"6";"2";"0";"248";"199";"28";"21"
"c430-0404-1312-1d30-56ee-ca5d-eaed-3256";"060704";"15";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Szczecynie, Szczecyn 50, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"481";"527";"215";"266";"0";"0";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"8";"1";"7";"0";"258";"199";"22";"37"
"cb52-172c-8310-320b-c8cb-d34d-e566-41a1";"060704";"15";"6";"wieś";"stały";"Budynek Dziennego Domu ""Senior+"", Salomin 121, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"357";"395";"159";"198";"0";"5";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"4";"0";"4";"0";"194";"129";"19";"46"
"318a-f8bb-427c-777b-e0ca-8064-fb11-f92d";"060704";"15";"7";"wieś";"stały";"Zespół Szkół w Wólce Gościeradowskiej, Wólka Gościeradowska 72A, 23-275 Gościeradów Ukazowy";"gm. Gościeradów";"kraśnicki";"lubelskie";"663";"729";"332";"331";"2";"0";"0";"0";"0";"0";"0";"0";"0";"331";"0";"0";"331";"11";"0";"11";"0";"320";"221";"20";"79"
"d413-2d39-28e4-df4f-1db7-5af9-e37b-c954";"060704";"15";"8";"wieś";"stały";"Remiza OSP, Suchodoły 97A, 23-275 Gościeradów";"gm. Gościeradów";"kraśnicki";"lubelskie";"292";"320";"114";"178";"0";"0";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"6";"2";"4";"0";"172";"117";"14";"41"
"389a-942c-24f3-3d86-30fa-66fb-638d-d686";"060705";"15";"1";"wieś";"stały";"Lokal Urzędu Gminy, ul. Kościuszki 24, 23-200 Kraśnik";"gm. Kraśnik";"kraśnicki";"lubelskie";"1392";"1490";"608";"784";"1";"5";"0";"0";"0";"0";"0";"0";"0";"784";"0";"2";"782";"19";"7";"12";"0";"763";"474";"75";"214"
"fa55-a2cb-949e-9e88-8c30-c26e-6ee9-66e2";"060705";"15";"2";"wieś";"stały";"Lokal Szkoły Podstawowej, Kowalin 45, 23-200 Kraśnik";"gm. Kraśnik";"kraśnicki";"lubelskie";"740";"794";"305";"435";"1";"1";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"3";"0";"3";"0";"432";"273";"38";"121"
"ed12-f7c1-f595-907f-3302-ece9-aaa6-8ea5";"060705";"15";"3";"wieś";"stały";"Lokal Przedszkola w Stróży, Stróża-Kolonia ul. Akacjowa 4A, 23-206 Kraśnik";"gm. Kraśnik";"kraśnicki";"lubelskie";"1112";"1200";"425";"687";"1";"1";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"14";"3";"11";"0";"671";"455";"62";"154"
"560d-fb71-853d-405b-aa03-e5c6-fc9c-88f7";"060705";"15";"4";"wieś";"stały";"Lokal Szkoły Podstawowej w Stróży, Stróża-Kolonia ul. Akacjowa 2A, 23-206 Kraśnik";"gm. Kraśnik";"kraśnicki";"lubelskie";"1117";"1221";"383";"734";"1";"2";"0";"0";"0";"0";"0";"0";"0";"734";"0";"0";"734";"13";"0";"13";"0";"721";"445";"90";"186"
"9215-c9f4-fea0-185d-734f-4b6c-a0e3-72ee";"060705";"15";"5";"wieś";"stały";"Lokal Szkoły Podstawowej, Słodków Trzeci 7, 23-206 Kraśnik";"gm. Kraśnik";"kraśnicki";"lubelskie";"948";"1025";"365";"583";"0";"2";"0";"0";"0";"0";"0";"0";"0";"583";"0";"0";"583";"8";"0";"8";"0";"575";"438";"40";"97"
"670a-e10a-6d5a-dde9-bbd2-873f-97a7-be60";"060706";"15";"1";"wieś";"stały";"Zespół Szkół, Szastarka 104, 23-225 Szastarka";"gm. Szastarka";"kraśnicki";"lubelskie";"686";"767";"260";"426";"1";"2";"0";"0";"0";"0";"0";"0";"0";"426";"0";"0";"426";"6";"2";"4";"0";"420";"315";"22";"83"
"db1f-830c-67f9-1cff-fcf5-32e5-6739-5df0";"060706";"15";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Blinowie, Blinów Drugi 111, 23-225 Szastarka";"gm. Szastarka";"kraśnicki";"lubelskie";"1012";"1102";"400";"612";"0";"5";"0";"0";"0";"0";"0";"0";"0";"612";"0";"0";"612";"2";"2";"0";"0";"610";"487";"47";"76"
"4a0b-fcc7-7de7-5909-1edb-b93e-e49f-ee32";"060706";"15";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Polichna Druga 26, 23-225 Szastarka";"gm. Szastarka";"kraśnicki";"lubelskie";"1145";"1236";"439";"706";"2";"2";"0";"0";"0";"0";"0";"0";"0";"706";"0";"0";"706";"8";"2";"6";"0";"698";"517";"50";"131"
"f8b0-bc55-ed6a-9c89-faf2-b572-ecc4-5783";"060706";"15";"4";"wieś";"stały";"Punkt Przedszkolny ""Jaś i Małgosia"", Brzozówka-Kolonia 4, 23-225 Szastarka";"gm. Szastarka";"kraśnicki";"lubelskie";"774";"841";"294";"480";"1";"0";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"9";"2";"7";"0";"471";"400";"27";"44"
"919f-1558-d0c1-38c6-f928-f907-5289-edcd";"060706";"15";"5";"wieś";"stały";"Gminne Centrum Kultury, Polichna Czwarta 1, 23-225 Szastarka";"gm. Szastarka";"kraśnicki";"lubelskie";"706";"766";"268";"438";"3";"2";"0";"0";"0";"0";"0";"0";"0";"438";"0";"0";"438";"8";"0";"8";"0";"430";"351";"30";"49"
"f428-6ced-75bb-a4f5-eec6-f363-a282-3dcc";"060707";"15";"1";"wieś";"stały";"Szkoła Podstawowa w Trzydniku Dużym, Trzydnik Duży 72, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"852";"918";"405";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"16";"3";"13";"0";"431";"276";"39";"116"
"5364-f73c-cea0-74d3-8faf-dec8-7671-16e9";"060707";"15";"2";"wieś";"stały";"Świetlica w Budkach, Budki 25A, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"259";"280";"110";"149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"149";"0";"0";"149";"1";"0";"1";"0";"148";"118";"5";"25"
"ff92-be15-31a6-58d4-49f4-4b50-1cac-578e";"060707";"15";"3";"wieś";"stały";"Świetlica w Dąbrowie, Dąbrowa 91, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"238";"259";"80";"158";"0";"3";"0";"0";"0";"0";"0";"0";"0";"157";"0";"0";"157";"5";"1";"4";"0";"152";"106";"20";"26"
"3e2b-e6d7-6173-3e93-9ef2-f478-e046-69b9";"060707";"15";"4";"wieś";"stały";"Remiza OSP w Liśniku Małym, Liśnik Mały 52A, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"382";"191";"274";"108";"1";"0";"0";"0";"0";"0";"0";"0";"0";"108";"0";"0";"108";"3";"0";"3";"0";"105";"66";"12";"27"
"685c-7458-b8d0-89d7-44bb-0253-de58-6543";"060707";"15";"5";"wieś";"stały";"Szkoła Podstawowa w Łychowie Gościeradowskim, Łychów Gościeradowski 76, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"359";"386";"171";"188";"0";"0";"0";"0";"0";"0";"0";"0";"0";"188";"0";"0";"188";"10";"1";"9";"0";"178";"124";"11";"43"
"d307-2ca9-214b-9ff4-03d0-fa06-0386-4fe6";"060707";"15";"6";"wieś";"stały";"Szkoła Podstawowa w Olbięcinie, Olbięcin 95, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"437";"707";"70";"367";"0";"2";"0";"0";"0";"0";"0";"0";"0";"367";"0";"0";"367";"9";"4";"5";"0";"358";"242";"23";"93"
"95b0-d798-59e4-f2e0-adf9-1b41-02df-53e0";"060707";"15";"7";"wieś";"stały";"Remiza OSP w Rzeczycy Księżej, Rzeczyca Księża 187A, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"572";"630";"276";"296";"0";"1";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"1";"0";"1";"0";"295";"183";"25";"87"
"b763-64a3-aea9-bd81-9e79-3f14-7c22-7adf";"060707";"15";"8";"wieś";"stały";"Szkoła Podstawowa w Rzeczycy Ziemiańskiej, Rzeczyca Ziemiańska 79, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"947";"1022";"440";"507";"0";"1";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"13";"0";"13";"0";"494";"312";"46";"136"
"4242-26bc-87b4-c772-d42b-eba8-395c-9567";"060707";"15";"9";"wieś";"stały";"Świetlica w Węglinie, Węglin 57A, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"464";"500";"223";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"2";"1";"1";"0";"239";"170";"18";"51"
"dde4-7b6b-e66b-f333-56ae-1b07-b31f-c21b";"060707";"15";"10";"wieś";"stały";"Szkoła Podstawowa w Woli Trzydnickiej, Wola Trzydnicka 52A, 23-230 Trzydnik Duży";"gm. Trzydnik Duży";"kraśnicki";"lubelskie";"264";"288";"96";"168";"0";"1";"0";"0";"0";"0";"0";"0";"0";"168";"0";"0";"168";"3";"0";"3";"0";"165";"113";"15";"37"
"a757-034b-3d64-310f-c261-77cd-1733-57f5";"060708";"15";"1";"wieś";"stały";"lokal Szkoły Podstawowej, Boby-Kolonia 75, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"827";"893";"347";"480";"2";"4";"0";"0";"0";"0";"0";"0";"0";"479";"0";"0";"479";"11";"0";"11";"0";"468";"287";"50";"131"
"dc50-a1b5-2f3f-bf11-4d6e-533f-f529-3acf";"060708";"15";"2";"wieś";"stały";"lokal Szkoły Podstawowej im. Jana Pawła II, Moniaki 110, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"870";"933";"402";"468";"0";"0";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"10";"1";"9";"0";"458";"299";"42";"117"
"0047-dfc7-6922-b292-d767-7d2a-761b-14ac";"060708";"15";"3";"wieś";"stały";"lokal Szkoły Filialnej, Bęczyn 57, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"614";"663";"210";"404";"4";"1";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"15";"2";"13";"0";"388";"285";"27";"76"
"aa48-946d-7050-12d8-3263-0607-ec93-0c47";"060708";"15";"4";"miasto i wieś";"stały";"lokal Zespołu Szkół Ogólnokształcących im. Władysława Jagiełły, ul. Wodna 24, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"1222";"1293";"456";"766";"3";"0";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"14";"4";"10";"0";"752";"430";"68";"254"
"ce43-2f22-fdd2-33f5-85ec-cf15-3b71-ea2a";"060708";"15";"5";"miasto i wieś";"stały";"lokal Szkoły Filialnej, Rankowskie 31, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"1023";"1089";"421";"602";"4";"2";"0";"0";"0";"0";"0";"0";"0";"602";"0";"0";"602";"11";"5";"6";"0";"591";"419";"45";"127"
"5048-ff2b-98b5-c720-ca27-55b3-5f09-17d2";"060708";"15";"6";"wieś";"stały";"lokal Szkoły Podstawowej im. Leona Hempla, Skorczyce 52, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"426";"468";"181";"245";"0";"2";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"3";"0";"3";"0";"242";"143";"26";"73"
"8d03-f240-abb2-a0e4-6a3c-a25b-99e5-cf8b";"060708";"15";"7";"wieś";"stały";"lokal Budynku Wielofunkcyjnego, Popkowice 6, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"903";"987";"355";"548";"2";"1";"0";"0";"0";"0";"0";"0";"0";"548";"0";"0";"548";"23";"5";"18";"0";"525";"391";"50";"84"
"0a76-b607-24e4-9e74-1aed-d2a5-0303-7fe9";"060708";"15";"8";"wieś";"stały";"lokal Publicznej Szkoły Podstawowej, Leszczyna 94A, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"358";"400";"117";"241";"0";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"3";"1";"2";"0";"238";"181";"26";"31"
"caa6-6b81-e784-267e-a144-2f62-5f19-204d";"060708";"15";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Popkowice 1, 23-250 Urzędów";"gm. Urzędów";"kraśnicki";"lubelskie";"190";"186";"117";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"9";"1";"8";"0";"64";"37";"16";"11"
"e58c-7d7a-3884-aaab-4df6-4611-2b97-18ac";"060709";"15";"1";"wieś";"stały";"Szkoła Podstawowa w Rudniku Szlacheckim, Rudnik Szlachecki 38, 23-212 Wilkołaz";"gm. Wilkołaz";"kraśnicki";"lubelskie";"904";"966";"287";"617";"1";"5";"0";"0";"0";"0";"0";"0";"0";"617";"0";"0";"617";"15";"6";"9";"0";"602";"446";"37";"119"
"e7bc-49c6-dfb9-a452-baa1-02b4-3e2e-7697";"060709";"15";"2";"wieś";"stały";"Szkoła Podstawowa w Wilkołazie Pierwszym, Wilkołaz Pierwszy 7, 23-212 Wilkołaz";"gm. Wilkołaz";"kraśnicki";"lubelskie";"1105";"1196";"358";"747";"0";"0";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"15";"3";"12";"0";"732";"548";"67";"117"
"5fac-9cf2-20ea-9e8c-f909-ef2d-c90c-5c77";"060709";"15";"3";"wieś";"stały";"Szkoła Podstawowa w Wilkołazie Pierwszym, Wilkołaz Pierwszy 7, 23-212 Wilkołaz";"gm. Wilkołaz";"kraśnicki";"lubelskie";"1331";"1438";"439";"892";"2";"3";"0";"0";"0";"0";"0";"0";"0";"891";"0";"0";"891";"19";"8";"11";"0";"872";"661";"72";"139"
"4631-5732-344a-0627-e53c-dbd7-b7f8-6d7a";"060709";"15";"4";"wieś";"stały";"Szkoła Podstawowa w Ostrowie, Ostrów 9, 23-212 Wilkołaz";"gm. Wilkołaz";"kraśnicki";"lubelskie";"660";"704";"262";"398";"0";"0";"0";"0";"0";"0";"0";"0";"0";"398";"0";"0";"398";"10";"5";"5";"0";"388";"283";"31";"74"
