"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Krzysztof Michał PASZYK - nr na liście 1";"Błażej Łukasz PARDA - nr na liście 2";"Tadeusz Krzysztof TETERUS - nr na liście 3";"Jarosław Zygmunt MACIEJEWSKI - nr na liście 4";"Tomasz Bronisław KRANC - nr na liście 5";"Marcin PISZCZEK - nr na liście 6";"Agnieszka LINKIEWICZ-MENDEL - nr na liście 7";"Józef Kazimierz KWAŚNIEWICZ - nr na liście 8";"Anna KORPIK - nr na liście 9";"Julian Marian HERMASZCZUK - nr na liście 10";"Jolanta Jadwiga LUBIŃSKA - nr na liście 11";"Małgorzata Anna BEJMA - nr na liście 12";"Lucyna Hanna NAWROT - nr na liście 13";"Sławomira Jadwiga KRÓL - nr na liście 14";"Daniel SZTYCH - nr na liście 15";"Maria Teresa GALAS - nr na liście 16";"Radosław Paweł ŁANOSZKA - nr na liście 17";"Bartłomiej Wojciech GÓRNY - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof Władysław CZARNECKI - nr na liście 1";"Marta Ryszarda KUBIAK - nr na liście 2";"Grzegorz PIECHOWIAK - nr na liście 3";"Marcin Bartosz PORZUCEK - nr na liście 4";"Michał Witold ZIELIŃSKI - nr na liście 5";"Dorota BANAŚ - nr na liście 6";"Bogdan Włodzimierz FLEMING - nr na liście 7";"Danuta Maria NIJAKA - nr na liście 8";"Maja Małgorzata JANKOWSKA - nr na liście 9";"Józef FELCYN - nr na liście 10";"Maria Lidia MILER - nr na liście 11";"Robert Piotr KASPRZAK - nr na liście 12";"Andrzej Janusz OKPISZ - nr na liście 13";"Rafał PRĘTKOWSKI - nr na liście 14";"Wiesław PIETRUCZUK - nr na liście 15";"Emilia MUZYKA - nr na liście 16";"Maria Joanna KARDASZ - nr na liście 17";"Krzysztof Jakub BŁASZCZYK - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Marian STANDERSKI - nr na liście 1";"Romuald Kazimierz AJCHLER - nr na liście 2";"Kamil Bartosz BOCIAN - nr na liście 3";"Agnieszka Magdalena GRZECHOWIAK - nr na liście 4";"Katarzyna JÓZEFOWSKA - nr na liście 5";"Anna Elżbieta WILK-BARAN - nr na liście 6";"Jacek Tadeusz FLIEGER - nr na liście 7";"Karolina SMYKOWSKA - nr na liście 8";"Stanisław Tomasz ŚLIWAK - nr na liście 9";"Paulina BIRULA - nr na liście 10";"Andrzej MELIŃSKI - nr na liście 11";"Natalia Ewa MINGE - nr na liście 12";"Maksym KAPLANSKYY - nr na liście 13";"Patrycja Monika BUŚKO - nr na liście 14";"Marta Grażyna BILON - nr na liście 15";"Jakub Paweł MIĘSIKOWSKI - nr na liście 16";"Hanna MAŃKOWSKA - nr na liście 17";"Adam Roman CUKIER - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Adam URBAŃSKI - nr na liście 1";"Jerzy Józef MOEGLICH - nr na liście 2";"Patrycja Martyna STEMPNIAK - nr na liście 3";"Małgorzata JĘDRYCH - nr na liście 4";"Agata Jadwiga OSTASZEWSKA - nr na liście 5";"Radosław MUSIAŁ - nr na liście 6";"Justyna Tamara WIATR - nr na liście 7";"Marcin Marian MAHSEL - nr na liście 8";"Radosław KOS - nr na liście 9";"Weronika DOMAGAŁA - nr na liście 10";"Daniel WŁUDARCZAK - nr na liście 11";"Adam FELDMANN - nr na liście 12";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Maria Małgorzata JANYSKA - nr na liście 1";"Jakub Adam RUTNICKI - nr na liście 2";"Iwona Maria KAMIŃSKA-LECH - nr na liście 3";"Zbigniew Czesław AJCHLER - nr na liście 4";"Killion Munzele MUNYAMA - nr na liście 5";"Henryk Marian SZOPIŃSKI - nr na liście 6";"Dorota Ewa TUŁODZIECKA-ADAMS - nr na liście 7";"Janusz MROZKOWIAK - nr na liście 8";"Karolina URYZAJ - nr na liście 9";"Krzysztof POSZWA - nr na liście 10";"Artur Łukasz WRÓBLEWSKI - nr na liście 11";"Tomasz Marek WOJCIECHOWSKI - nr na liście 12";"Lidia NOWAKOWSKA - nr na liście 13";"Arkadiusz Jerzy DOLECKI - nr na liście 14";"Magdalena SROKA - nr na liście 15";"Agnieszka Małgorzata KOWALSKA - nr na liście 16";"Maria Małgorzata JEWSZEL-CHABERSKA - nr na liście 17";"Rafał Maciej LIPSKI - nr na liście 18"
"bdd3-3e56-7c32-023a-127e-27c1-b718-11c5";"300101";"38";"11";"miasto";"zakład leczniczy";"Budynek Szpitala w Chodzieży, ul. Strzelecka 32, 64-800 Chodzież";"m. Chodzież";"chodzieski";"wielkopolskie";"170";"152";"55";"115";"0";"2";"0";"0";"0";"0";"0";"0";"0";"115";"0";"0";"115";"5";"4";"1";"0";"110";"10";"4";"1";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"2";"46";"17";"4";"1";"8";"1";"4";"0";"0";"2";"1";"2";"0";"1";"0";"1";"0";"2";"2";"13";"5";"2";"2";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"2";"0";"0";"0";"1";"0";"1";"0";"0";"0";"0";"0";"0";"39";"17";"3";"4";"3";"0";"5";"0";"0";"0";"1";"0";"0";"3";"0";"1";"1";"0";"1"
"eb82-32f2-d706-4c48-740c-a911-a647-4927";"300102";"38";"1";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich, os. Wierzbowe 7, 64-840 Budzyń";"gm. Budzyń";"chodzieski";"wielkopolskie";"1312";"1407";"387";"925";"1";"2";"0";"0";"0";"0";"0";"0";"0";"925";"0";"0";"925";"13";"11";"2";"0";"912";"141";"30";"11";"2";"4";"5";"4";"3";"1";"6";"60";"1";"5";"2";"1";"2";"0";"0";"4";"301";"62";"21";"38";"117";"4";"13";"3";"2";"16";"3";"1";"3";"0";"0";"6";"3";"5";"4";"126";"33";"32";"8";"10";"4";"3";"2";"13";"1";"3";"1";"3";"0";"4";"0";"0";"6";"3";"83";"26";"2";"37";"2";"3";"5";"1";"1";"2";"4";"0";"0";"261";"122";"31";"13";"31";"7";"8";"5";"4";"1";"4";"5";"5";"4";"1";"2";"7";"0";"11"
"7b70-86a6-770f-562e-5efa-c3ed-87c6-4c12";"300102";"38";"2";"wieś";"stały";"Szkoła Podstawowa im. Powstańców Wielkopolskich, ul. Rogozińska 52, 64-840 Budzyń";"gm. Budzyń";"chodzieski";"wielkopolskie";"1816";"1981";"596";"1220";"4";"1";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"15";"10";"5";"0";"1205";"165";"21";"22";"4";"3";"2";"6";"4";"2";"6";"77";"1";"8";"3";"2";"1";"0";"0";"3";"382";"86";"24";"62";"134";"9";"24";"1";"0";"10";"1";"1";"2";"0";"2";"7";"9";"3";"7";"243";"59";"67";"12";"15";"3";"7";"0";"46";"1";"1";"2";"5";"2";"8";"0";"3";"7";"5";"114";"30";"3";"52";"2";"5";"6";"0";"1";"6";"8";"0";"1";"301";"147";"30";"20";"36";"6";"0";"1";"1";"2";"4";"8";"3";"12";"1";"8";"5";"0";"17"
"6383-6467-93cb-d6aa-f19e-1700-d6f5-dc24";"300102";"38";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Władysława Łokietka 31, 64-840 Budzyń";"gm. Budzyń";"chodzieski";"wielkopolskie";"1108";"1225";"520";"588";"1";"0";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"19";"13";"6";"0";"569";"108";"30";"8";"3";"2";"8";"4";"0";"2";"2";"30";"2";"4";"6";"4";"2";"1";"0";"0";"220";"37";"15";"38";"84";"4";"9";"1";"2";"2";"0";"7";"2";"0";"1";"8";"4";"2";"4";"78";"21";"23";"1";"10";"3";"2";"1";"5";"1";"1";"2";"1";"1";"3";"2";"1";"0";"0";"51";"18";"1";"17";"2";"3";"3";"2";"1";"0";"4";"0";"0";"112";"43";"15";"1";"12";"3";"1";"4";"1";"1";"12";"2";"0";"1";"0";"2";"14";"0";"0"
"f0a9-970a-c06e-1771-b9dd-a37f-0f1d-1b1e";"300102";"38";"4";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Sokołowo Budzyńskie 28, 64-841 Sokołowo Budzyńskie";"gm. Budzyń";"chodzieski";"wielkopolskie";"648";"716";"359";"289";"0";"1";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"8";"5";"3";"0";"281";"58";"15";"2";"1";"5";"0";"2";"0";"0";"3";"23";"1";"4";"0";"1";"1";"0";"0";"0";"124";"23";"12";"20";"41";"3";"6";"0";"0";"10";"2";"0";"1";"0";"0";"4";"0";"0";"2";"23";"7";"7";"2";"2";"0";"0";"0";"2";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1";"27";"12";"1";"6";"1";"1";"3";"0";"0";"0";"2";"0";"1";"49";"23";"11";"5";"0";"0";"0";"1";"0";"1";"2";"0";"0";"0";"1";"0";"3";"0";"2"
"2d22-d5f7-210f-3453-8d07-e5ff-9cc6-e07f";"300102";"38";"5";"wieś";"stały";"Wiejski Dom Kultury w Wyszynach, Wyszyny 23, 64-834 Wyszyny";"gm. Budzyń";"chodzieski";"wielkopolskie";"1017";"1118";"465";"552";"1";"2";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"15";"11";"4";"0";"537";"116";"30";"18";"0";"4";"1";"10";"5";"0";"4";"34";"2";"0";"2";"0";"2";"2";"0";"2";"207";"36";"16";"58";"66";"2";"3";"1";"2";"3";"0";"4";"2";"0";"1";"6";"2";"1";"4";"41";"7";"17";"3";"5";"2";"1";"0";"2";"1";"0";"0";"0";"0";"1";"0";"1";"1";"0";"48";"14";"0";"23";"2";"0";"1";"0";"0";"0";"4";"1";"3";"125";"62";"17";"6";"13";"2";"2";"0";"1";"0";"0";"2";"3";"3";"0";"5";"3";"0";"6"
"0153-e5bd-4f4d-cc66-d869-dd9e-8ea4-1bed";"300103";"38";"1";"wieś";"stały";"Świetlica Wiejska w Ratajach, Rataje Wichrowe Wzgórze 1, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"812";"879";"170";"642";"1";"4";"0";"0";"0";"0";"0";"0";"0";"642";"0";"0";"642";"6";"5";"1";"0";"636";"97";"14";"16";"1";"0";"2";"7";"1";"0";"2";"42";"1";"2";"3";"3";"1";"1";"0";"1";"153";"34";"19";"20";"38";"2";"8";"0";"1";"4";"0";"1";"0";"0";"0";"20";"2";"2";"2";"77";"39";"16";"6";"2";"0";"2";"0";"5";"0";"1";"0";"0";"0";"0";"1";"0";"1";"4";"41";"15";"2";"3";"2";"2";"3";"5";"1";"0";"6";"0";"2";"268";"149";"34";"9";"9";"13";"3";"0";"1";"3";"2";"0";"2";"3";"0";"0";"10";"0";"30"
"2735-ad4c-1dfa-673c-4b24-26c5-32f5-4278";"300103";"38";"2";"wieś";"stały";"Świetlica Wiejska w Strzelcach, Strzelce 24, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"597";"662";"214";"383";"0";"0";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"5";"3";"2";"0";"378";"79";"8";"11";"0";"1";"2";"3";"1";"0";"1";"37";"1";"8";"0";"0";"0";"2";"0";"4";"98";"11";"12";"17";"33";"1";"4";"2";"0";"4";"1";"2";"1";"0";"0";"7";"2";"1";"0";"63";"12";"17";"4";"10";"1";"0";"0";"5";"2";"1";"2";"4";"1";"1";"0";"1";"1";"1";"24";"10";"1";"1";"0";"3";"1";"2";"0";"1";"3";"2";"0";"114";"68";"6";"4";"7";"9";"1";"0";"0";"2";"1";"0";"2";"1";"0";"2";"4";"0";"7"
"2be9-5b26-d030-8677-f89a-2107-492d-f381";"300103";"38";"3";"wieś";"stały";"Szkoła Podstawowa w Zacharzynie, Zacharzyn 142, 64-813 Zacharzyn";"gm. Chodzież";"chodzieski";"wielkopolskie";"860";"941";"345";"515";"1";"1";"0";"0";"0";"0";"0";"0";"0";"515";"0";"0";"515";"5";"5";"0";"0";"510";"125";"19";"10";"1";"3";"3";"9";"1";"0";"1";"67";"0";"2";"2";"3";"1";"1";"1";"1";"198";"46";"16";"25";"61";"4";"10";"1";"1";"3";"8";"2";"1";"1";"0";"11";"1";"2";"5";"46";"12";"6";"3";"1";"2";"2";"0";"6";"0";"3";"0";"0";"1";"0";"3";"0";"1";"6";"36";"18";"1";"3";"1";"2";"3";"0";"0";"2";"6";"0";"0";"105";"67";"7";"1";"4";"6";"0";"2";"0";"2";"4";"0";"0";"4";"0";"1";"3";"0";"4"
"ba33-833d-58ad-f21c-d3c7-f571-883f-c913";"300103";"38";"4";"wieś";"stały";"Świetlica Wiejska w Podaninie, Podanin 28, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"356";"398";"111";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"4";"3";"1";"0";"241";"38";"5";"11";"0";"0";"0";"9";"1";"1";"0";"8";"1";"0";"2";"0";"0";"0";"0";"0";"79";"18";"6";"4";"38";"1";"6";"0";"2";"0";"0";"0";"0";"0";"0";"3";"1";"0";"0";"26";"12";"6";"2";"0";"1";"0";"0";"3";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"29";"18";"2";"3";"0";"0";"1";"1";"0";"1";"3";"0";"0";"69";"36";"14";"2";"1";"2";"3";"1";"0";"0";"1";"1";"1";"0";"0";"0";"4";"0";"3"
"5a02-1364-a799-4b2c-11b7-1f30-6fd5-304d";"300103";"38";"5";"wieś";"stały";"Wiejski Klub Kultury w Stróżewie, Stróżewo 55A, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"498";"546";"198";"300";"0";"1";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"6";"6";"0";"0";"294";"46";"7";"3";"0";"1";"0";"4";"1";"1";"4";"21";"0";"1";"0";"0";"1";"2";"0";"0";"91";"22";"4";"14";"37";"0";"1";"1";"0";"3";"0";"0";"3";"0";"0";"3";"3";"0";"0";"49";"13";"17";"7";"2";"3";"3";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"1";"36";"28";"1";"1";"1";"1";"3";"1";"0";"0";"0";"0";"0";"72";"48";"7";"1";"9";"1";"0";"0";"0";"1";"1";"0";"0";"0";"0";"1";"3";"0";"0"
"beef-f8dc-6a95-3816-e4e8-89f4-b46c-2b3c";"300103";"38";"6";"wieś";"stały";"Szkoła Podstawowa w Oleśnicy, Oleśnica 5, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"288";"325";"93";"195";"0";"1";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"7";"5";"2";"0";"188";"21";"3";"0";"2";"2";"1";"0";"2";"0";"0";"6";"0";"2";"1";"0";"1";"0";"0";"1";"47";"8";"6";"1";"26";"0";"2";"0";"0";"1";"0";"0";"0";"0";"0";"3";"0";"0";"0";"53";"24";"6";"2";"2";"1";"1";"1";"8";"0";"0";"4";"3";"0";"0";"0";"0";"1";"0";"10";"6";"0";"0";"1";"0";"0";"1";"0";"1";"1";"0";"0";"57";"31";"0";"3";"2";"8";"3";"1";"0";"0";"0";"0";"0";"1";"0";"0";"3";"0";"5"
"27f6-b477-1de0-664f-9023-5ea1-efb8-d3d9";"300103";"38";"7";"wieś";"stały";"Świetlica Wiejska w Nietuszkowie, Nietuszkowo 52, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"230";"254";"85";"145";"0";"2";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"6";"4";"2";"0";"139";"12";"2";"2";"0";"0";"0";"0";"2";"0";"1";"5";"0";"0";"0";"0";"0";"0";"0";"0";"57";"5";"8";"14";"13";"1";"3";"1";"0";"2";"0";"2";"2";"0";"0";"3";"1";"1";"1";"16";"7";"5";"0";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"2";"0";"8";"2";"1";"1";"0";"0";"2";"0";"0";"0";"1";"0";"1";"46";"19";"2";"6";"6";"1";"1";"1";"0";"3";"0";"0";"0";"0";"0";"1";"5";"0";"1"
"05a3-9019-8b0a-28e5-1a7e-9960-cb53-9a0f";"300103";"38";"8";"wieś";"stały";"Wiejski Klub Kultury w Milczu, Milcz 73A, 64-800 Chodzież";"gm. Chodzież";"chodzieski";"wielkopolskie";"538";"600";"213";"325";"1";"0";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"1";"0";"1";"0";"324";"59";"5";"15";"1";"1";"0";"6";"1";"0";"0";"24";"2";"1";"0";"1";"0";"0";"0";"2";"104";"15";"13";"13";"38";"2";"5";"2";"0";"3";"0";"1";"0";"0";"0";"9";"2";"0";"1";"49";"13";"12";"5";"2";"1";"1";"1";"2";"0";"0";"2";"2";"2";"0";"1";"0";"2";"3";"23";"9";"4";"4";"1";"0";"0";"0";"0";"1";"2";"1";"1";"89";"36";"12";"3";"4";"4";"7";"1";"0";"0";"1";"1";"0";"2";"0";"3";"13";"1";"1"
"faf7-adb3-4805-e6bf-53bd-c768-3b31-98af";"300104";"38";"1";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury, ul. Powstańców Wielkopolskich 15, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"1540";"1679";"375";"1165";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1165";"0";"0";"1165";"15";"11";"4";"0";"1150";"243";"70";"31";"1";"3";"7";"10";"2";"1";"1";"102";"2";"4";"1";"6";"0";"0";"0";"2";"274";"65";"10";"72";"65";"16";"11";"0";"1";"3";"1";"12";"0";"3";"1";"12";"0";"0";"2";"202";"45";"53";"9";"18";"0";"2";"0";"5";"0";"3";"52";"4";"1";"1";"1";"0";"2";"6";"111";"49";"1";"9";"6";"5";"8";"4";"2";"0";"23";"0";"4";"320";"171";"34";"15";"24";"14";"17";"2";"1";"4";"8";"2";"4";"4";"1";"4";"3";"1";"11"
"ebff-aeca-97cc-5e4b-01f2-c0ae-3f04-79e2";"300104";"38";"2";"wieś";"stały";"Urząd Stanu Cywilnego, ul. Poznańska 8, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"1130";"1237";"404";"726";"3";"0";"0";"0";"0";"0";"0";"0";"0";"726";"0";"0";"726";"11";"11";"0";"0";"715";"114";"32";"16";"1";"1";"1";"5";"0";"2";"1";"42";"1";"1";"1";"4";"0";"1";"1";"4";"304";"57";"20";"99";"80";"4";"13";"0";"2";"1";"4";"9";"0";"0";"0";"8";"3";"0";"4";"73";"12";"19";"5";"4";"3";"2";"1";"0";"0";"1";"20";"0";"1";"1";"1";"0";"2";"1";"59";"18";"1";"2";"1";"1";"3";"3";"0";"2";"24";"0";"4";"165";"81";"18";"10";"12";"4";"3";"0";"1";"3";"11";"5";"4";"1";"1";"1";"4";"0";"6"
"9e3c-409a-dde9-e142-dec8-d2b1-8053-b045";"300104";"38";"3";"wieś";"stały";"Świetlica Wiejska Dom Strażaka, Zbyszewice 2c, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"390";"422";"161";"229";"0";"3";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"3";"2";"1";"0";"226";"65";"28";"3";"1";"4";"2";"2";"2";"0";"2";"15";"1";"2";"0";"2";"1";"0";"0";"0";"109";"14";"10";"34";"29";"0";"5";"1";"0";"2";"0";"3";"0";"3";"0";"6";"0";"2";"0";"13";"2";"2";"0";"5";"0";"0";"1";"1";"0";"1";"0";"0";"0";"0";"0";"0";"1";"0";"17";"2";"1";"9";"1";"1";"2";"0";"0";"0";"1";"0";"0";"22";"15";"1";"1";"2";"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"1"
"9b7f-a07c-91e1-83db-8757-9b4d-17c4-aacd";"300104";"38";"4";"wieś";"stały";"Spółdzielnia ""Adorol"", Adolfowo 22A, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"370";"408";"107";"263";"0";"0";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"7";"6";"1";"0";"256";"69";"17";"4";"0";"1";"1";"1";"2";"0";"2";"35";"0";"2";"0";"2";"0";"1";"0";"1";"68";"17";"4";"10";"29";"1";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"2";"27";"6";"6";"4";"1";"1";"1";"0";"0";"0";"1";"7";"0";"0";"0";"0";"0";"0";"0";"19";"5";"0";"3";"0";"1";"2";"0";"1";"0";"7";"0";"0";"73";"42";"7";"3";"9";"3";"2";"0";"1";"0";"0";"0";"0";"0";"0";"1";"4";"0";"1"
"2aea-a548-cd77-3990-3ffb-1351-3e4d-37f4";"300104";"38";"5";"wieś";"stały";"Szkoła Podstawowa, Lipiny 40, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"370";"401";"125";"245";"0";"0";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"13";"11";"2";"0";"232";"49";"20";"3";"2";"2";"3";"3";"0";"0";"1";"12";"1";"2";"0";"0";"0";"0";"0";"0";"105";"22";"6";"28";"23";"7";"5";"0";"0";"2";"0";"2";"0";"0";"1";"3";"1";"1";"4";"27";"8";"7";"2";"0";"1";"0";"0";"2";"1";"0";"3";"0";"0";"0";"0";"1";"1";"1";"25";"5";"8";"4";"2";"0";"2";"3";"0";"0";"1";"0";"0";"26";"11";"2";"2";"3";"0";"1";"1";"1";"0";"1";"0";"0";"0";"3";"1";"0";"0";"0"
"bbf9-8225-d88c-a24a-504e-2aa1-fdbe-0f98";"300104";"38";"6";"wieś";"stały";"Miejsko-Gminna Biblioteka Publiczna w Margoninie, Filia w Radwankach, Radwanki 30b, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"460";"506";"170";"290";"0";"4";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"6";"5";"1";"0";"284";"52";"13";"7";"0";"1";"1";"2";"0";"1";"0";"18";"0";"3";"2";"2";"0";"2";"0";"0";"80";"15";"6";"30";"22";"1";"3";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"37";"10";"9";"3";"5";"1";"2";"0";"1";"1";"0";"3";"0";"0";"0";"0";"0";"2";"0";"23";"14";"1";"1";"2";"0";"1";"0";"0";"0";"1";"0";"3";"92";"52";"11";"5";"5";"5";"4";"0";"1";"1";"0";"2";"1";"2";"1";"0";"2";"0";"0"
"8c5b-b66d-223e-189e-163d-a448-96c4-a449";"300104";"38";"7";"wieś";"stały";"Świetlica Wiejska, Próchnowo 30, 64-830 Margonin";"gm. Margonin";"chodzieski";"wielkopolskie";"250";"282";"72";"178";"0";"4";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"13";"7";"6";"0";"165";"30";"10";"2";"0";"0";"2";"2";"0";"1";"0";"10";"1";"2";"0";"0";"0";"0";"0";"0";"61";"5";"3";"21";"15";"0";"4";"1";"0";"3";"2";"1";"1";"0";"1";"3";"1";"0";"0";"26";"6";"3";"4";"4";"3";"0";"0";"1";"1";"0";"2";"2";"0";"0";"0";"0";"0";"0";"9";"5";"1";"2";"0";"0";"0";"0";"1";"0";"0";"0";"0";"39";"25";"5";"2";"0";"0";"0";"0";"3";"0";"0";"0";"4";"0";"0";"0";"0";"0";"0"
"0973-e157-4c3e-c38d-d54c-45c3-bbf7-bb40";"300105";"38";"1";"miasto";"stały";"Gminne Przedszkole Publiczne, Plac Wolności 31, 64-820 Szamocin";"gm. Szamocin";"chodzieski";"wielkopolskie";"1394";"1530";"483";"911";"0";"15";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"12";"5";"7";"0";"899";"253";"22";"14";"1";"3";"1";"6";"0";"1";"1";"192";"2";"2";"0";"3";"0";"3";"0";"2";"320";"104";"36";"34";"103";"3";"12";"1";"2";"1";"0";"3";"2";"2";"1";"4";"4";"4";"4";"102";"39";"22";"5";"6";"5";"3";"1";"9";"0";"4";"2";"1";"0";"2";"1";"0";"1";"1";"52";"20";"4";"3";"5";"4";"6";"2";"1";"1";"4";"0";"2";"172";"103";"12";"8";"11";"7";"8";"2";"0";"2";"3";"0";"1";"2";"1";"2";"2";"1";"7"
"525f-1e3e-0923-9749-d474-f679-2130-514a";"300105";"38";"2";"miasto";"stały";"Szkoła Podstawowa w Szamocinie, ul. 19 Stycznia 29, 64-820 Szamocin";"gm. Szamocin";"chodzieski";"wielkopolskie";"1559";"1706";"583";"976";"2";"3";"0";"0";"0";"0";"0";"0";"0";"976";"0";"0";"976";"11";"11";"0";"0";"965";"324";"32";"2";"1";"2";"2";"7";"1";"1";"2";"262";"1";"1";"1";"6";"1";"1";"0";"1";"312";"90";"29";"36";"115";"9";"13";"0";"1";"1";"1";"4";"0";"1";"1";"4";"0";"2";"5";"93";"38";"14";"11";"12";"2";"0";"0";"4";"0";"1";"2";"4";"0";"0";"2";"0";"1";"2";"60";"31";"3";"6";"6";"3";"2";"3";"0";"2";"1";"1";"2";"176";"107";"8";"6";"9";"12";"0";"0";"1";"3";"4";"0";"1";"3";"2";"3";"7";"0";"10"
"b6ef-3f08-b19b-6c43-fd53-88c3-25fa-3251";"300105";"38";"3";"wieś";"stały";"Dom Kultury, Lipia Góra 88a, 64-820 Szamocin";"gm. Szamocin";"chodzieski";"wielkopolskie";"1135";"1245";"605";"530";"0";"0";"0";"0";"0";"0";"0";"0";"0";"530";"0";"0";"530";"24";"16";"8";"0";"506";"118";"13";"7";"0";"1";"1";"2";"2";"0";"1";"89";"1";"0";"0";"0";"0";"0";"0";"1";"275";"57";"52";"32";"92";"6";"12";"1";"3";"4";"0";"1";"1";"1";"2";"2";"0";"5";"4";"38";"18";"6";"6";"2";"2";"1";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"24";"8";"2";"5";"2";"0";"1";"0";"1";"2";"1";"2";"0";"51";"24";"3";"4";"5";"5";"0";"0";"1";"0";"3";"1";"0";"3";"0";"0";"0";"0";"2"
