"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Radosław LUBCZYK - nr na liście 1";"Stefan Józef ROMECKI - nr na liście 2";"Elżbieta Henryka GUMIŃSKA-WASIAK - nr na liście 3";"Lech BANY - nr na liście 4";"Jerzy HARŁACZ - nr na liście 5";"Agnieszka Alicja BRODOWSKA - nr na liście 6";"Stanisław KUCZYŃSKI - nr na liście 7";"Aldona Teresa PIASKOWSKA - nr na liście 8";"Adam DRAPAŁA - nr na liście 9";"Roman WIŚNIEWSKI - nr na liście 10";"Sylwia HALAMA - nr na liście 11";"Agata Anna SŁODKOWSKA - nr na liście 12";"Piotr IWAT - nr na liście 13";"Halina SAMEK - nr na liście 14";"Marcin MAJCZYNA - nr na liście 15";"Ryszard Józef MIĆKO - nr na liście 16";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Czesław HOC - nr na liście 1";"Paweł Maciej SZEFERNAKER - nr na liście 2";"Małgorzata Joanna GOLIŃSKA - nr na liście 3";"Stefan Zdzisław STRZAŁKOWSKI - nr na liście 4";"Marek Andrzej SUBOCZ - nr na liście 5";"Artur WIŚNIEWSKI - nr na liście 6";"Jan Andrzej OWSIAK - nr na liście 7";"Izabella Marzena SOZAŃSKA-MAJCHRZAK - nr na liście 8";"Jakub Mikołaj PYŻANOWSKI - nr na liście 9";"Ryszard Ambroży CHRUŚCIEL - nr na liście 10";"Barbara NAGÓRSKA - nr na liście 11";"Grzegorz BŁASZCZYK - nr na liście 12";"Barbara KĘDZIOR - nr na liście 13";"Halina Zofia SZTREJA - nr na liście 14";"Jacek Piotr SZADZEWICZ - nr na liście 15";"Emilia Kazimiera NIEMYT - nr na liście 16";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Małgorzata Barbara PROKOP-PACZKOWSKA - nr na liście 1";"Jerzy Waldemar KOTLĘGA - nr na liście 2";"Jacek Artur WEZGRAJ - nr na liście 3";"Andrzej LEWANDOWSKI - nr na liście 4";"Agnieszka SZUBA - nr na liście 5";"Lech Antoni FABIAŃCZYK - nr na liście 6";"Agnieszka Katarzyna MASTALERZ - nr na liście 7";"Józef Romuald SZKANDERA - nr na liście 8";"Ewa Bożena KOKOT - nr na liście 9";"Katarzyna Petronela PAPROCKA - nr na liście 10";"Magdalena Teresa KUSIAKIEWICZ - nr na liście 11";"Hanna KUJATH - nr na liście 12";"Marcin Dominik ADAMCZYK - nr na liście 13";"Łukasz Patryk OLSZEWSKI - nr na liście 14";"Maciej Walenty BOCK - nr na liście 15";"Małgorzata Genowefa CHYŁA - nr na liście 16";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Krzysztof Robert CHMIELEWSKI - nr na liście 1";"Aleksandra Urszula ZADENCKA - nr na liście 2";"Monika TKACZYK - nr na liście 3";"Edyta BELKA - nr na liście 4";"Piotr KARPIŃSKI - nr na liście 5";"Mieczysław Eugeniusz ARCIUSZKIEWICZ - nr na liście 6";"Małgorzata Dorota KOTWICKA - nr na liście 7";"Mateusz Jacek WOJTASZEWSKI - nr na liście 8";"Agata Anna RADEK - nr na liście 9";"Kamil WĄWOŹNY - nr na liście 10";"Kamilla Maria CZERWIŃSKA - nr na liście 11";"Łukasz KUREK - nr na liście 12";"Artur Jan SZULGANIUK - nr na liście 13";"Michał RAWDANOWICZ - nr na liście 14";"Artur GŁOWACKI - nr na liście 15";"Dariusz Tadeusz KOT - nr na liście 16";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Piotr Benedykt ZIENTARSKI - nr na liście 1";"Tomasz CZUCZAK - nr na liście 2";"Marek Tomasz HOK - nr na liście 3";"Barbara Anna GRYGORCEWICZ - nr na liście 4";"Paweł SUSKI - nr na liście 5";"Adam OSTASZEWSKI - nr na liście 6";"Elżbieta Wiesława KARLIŃSKA - nr na liście 7";"Tomasz STRZĄBAŁA - nr na liście 8";"Wioletta KASZAK - nr na liście 9";"Jacek Jerzy KOZŁOWSKI - nr na liście 10";"Marek Tomasz FIRKOWSKI - nr na liście 11";"Marcin Sylwester URBANIAK - nr na liście 12";"Danuta Zofia BUTRYM - nr na liście 13";"Małgorzata LEŚNIEWSKA - nr na liście 14";"Anna BAŃKOWSKA - nr na liście 15";"Jerzy HARDIE-DOUGLAS - nr na liście 16"
"10ef-9b57-5748-ff56-3422-7406-16c8-a3a1";"320103";"40";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Traugutta 2, 78-230 Karlino";"gm. Karlino";"białogardzki";"zachodniopomorskie";"1671";"1824";"805";"866";"2";"4";"0";"0";"0";"0";"0";"0";"0";"866";"0";"0";"866";"14";"8";"6";"0";"852";"41";"8";"2";"5";"2";"15";"2";"1";"1";"3";"0";"0";"1";"1";"0";"0";"0";"342";"187";"46";"11";"63";"5";"14";"3";"1";"2";"1";"2";"2";"2";"1";"1";"1";"83";"23";"34";"9";"2";"2";"0";"1";"0";"0";"2";"2";"0";"3";"0";"1";"4";"65";"26";"4";"10";"5";"3";"2";"1";"0";"3";"2";"2";"2";"0";"0";"3";"2";"321";"36";"4";"27";"10";"5";"0";"3";"110";"0";"0";"0";"1";"123";"1";"0";"1"
"54ec-fb78-6b1b-2f94-a4fe-bdff-8e96-7210";"320103";"40";"3";"miasto";"stały";"Warsztat Terapii Zajęciowej w Karlinie, ul. Kościuszki 3, 78-230 Karlino";"gm. Karlino";"białogardzki";"zachodniopomorskie";"1370";"1481";"506";"864";"1";"2";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"15";"11";"4";"0";"849";"45";"15";"6";"5";"2";"5";"1";"1";"1";"1";"1";"1";"1";"2";"0";"0";"3";"333";"166";"65";"12";"57";"2";"7";"2";"2";"3";"0";"3";"3";"3";"1";"2";"5";"107";"31";"47";"9";"6";"4";"1";"3";"0";"1";"0";"0";"0";"0";"0";"2";"3";"54";"30";"4";"4";"1";"2";"2";"2";"0";"2";"0";"1";"2";"0";"0";"0";"4";"310";"41";"1";"15";"11";"3";"1";"2";"129";"0";"1";"0";"0";"103";"1";"0";"2"
"308f-90b7-91c1-3818-e6f1-3d2c-64e1-72fb";"320103";"40";"4";"wieś";"stały";"Szkoła Podstawowa, Daszewo 56, 78-230 Karlino";"gm. Karlino";"białogardzki";"zachodniopomorskie";"742";"833";"452";"290";"0";"2";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"20";"18";"2";"0";"270";"26";"4";"5";"1";"1";"13";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"143";"74";"29";"9";"15";"1";"2";"4";"4";"1";"0";"1";"0";"1";"1";"0";"1";"18";"8";"5";"0";"1";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"8";"4";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"75";"14";"1";"4";"2";"1";"0";"1";"26";"0";"1";"0";"0";"24";"1";"0";"0"
"65f0-eabf-9e2a-a45f-0cf6-cf57-0a8b-f6b5";"320103";"40";"5";"wieś";"stały";"Szkoła Podstawowa, Karścino 18, 78-230 Karlino";"gm. Karlino";"białogardzki";"zachodniopomorskie";"990";"1080";"644";"346";"0";"2";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"17";"16";"1";"0";"329";"39";"3";"3";"3";"13";"7";"1";"5";"1";"0";"1";"1";"0";"0";"0";"0";"1";"160";"76";"38";"8";"27";"2";"2";"2";"0";"1";"0";"0";"1";"3";"0";"0";"0";"32";"4";"16";"4";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3";"1";"24";"12";"2";"4";"1";"0";"0";"0";"0";"0";"0";"1";"2";"0";"0";"0";"2";"74";"12";"1";"10";"1";"1";"1";"1";"20";"1";"0";"0";"0";"22";"0";"0";"4"
"e2fb-c382-a55f-38cd-0ce5-67dc-5b39-0acb";"320103";"40";"6";"wieś";"stały";"Szkoła Podstawowa, Karwin 23, 78-230 Karlino";"gm. Karlino";"białogardzki";"zachodniopomorskie";"502";"558";"265";"236";"0";"10";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"8";"3";"5";"0";"229";"25";"7";"0";"2";"1";"9";"0";"4";"0";"0";"1";"1";"0";"0";"0";"0";"0";"107";"57";"18";"10";"11";"2";"2";"1";"0";"0";"1";"3";"0";"0";"1";"0";"1";"19";"8";"5";"3";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"7";"0";"4";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"0";"64";"11";"1";"11";"1";"1";"0";"1";"19";"1";"0";"0";"0";"17";"0";"1";"0"
"a0e8-e9cc-208c-f1c8-2ab9-c4a1-f02d-7c00";"320104";"40";"1";"wieś";"stały";"Świetlica wiejska, Sadkowo 55, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"740";"822";"345";"395";"2";"2";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"14";"10";"4";"0";"381";"50";"12";"1";"24";"0";"2";"0";"0";"1";"3";"0";"0";"0";"0";"1";"0";"6";"151";"66";"23";"8";"36";"2";"2";"3";"3";"1";"0";"6";"0";"1";"0";"0";"0";"110";"16";"35";"1";"2";"3";"1";"2";"0";"0";"0";"0";"0";"0";"0";"49";"1";"12";"8";"0";"0";"0";"1";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"1";"58";"26";"1";"1";"4";"2";"1";"2";"19";"1";"0";"0";"0";"0";"1";"0";"0"
"67f3-0094-b5ed-6304-a9d4-b40b-ca89-55da";"320104";"40";"2";"wieś";"stały";"Świetlica wiejska, Warnino 9, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"640";"701";"387";"253";"0";"2";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"5";"4";"1";"0";"248";"51";"7";"0";"39";"0";"2";"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"110";"29";"20";"5";"41";"2";"0";"3";"0";"0";"0";"4";"1";"0";"2";"0";"3";"39";"4";"6";"2";"0";"2";"1";"0";"0";"0";"0";"0";"0";"1";"0";"21";"2";"15";"5";"0";"4";"1";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"33";"7";"2";"2";"3";"0";"1";"1";"16";"0";"0";"0";"0";"0";"0";"0";"1"
"aed0-447e-2c7f-65a0-e665-5557-c229-27cc";"320104";"40";"3";"miasto";"stały";"Szkoła Podstawowa im. Adama Mickiewicza, ul. Dworcowa 11, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"1379";"1508";"694";"685";"0";"9";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"18";"13";"5";"0";"667";"85";"9";"0";"60";"1";"6";"2";"2";"1";"1";"0";"1";"1";"0";"0";"0";"1";"276";"72";"58";"19";"92";"1";"5";"2";"1";"1";"1";"3";"4";"0";"12";"1";"4";"156";"11";"41";"8";"1";"2";"0";"1";"0";"1";"0";"0";"1";"0";"3";"85";"2";"40";"15";"3";"4";"1";"2";"0";"2";"1";"0";"0";"3";"0";"0";"4";"0";"5";"110";"27";"7";"5";"5";"3";"0";"0";"56";"1";"1";"0";"0";"1";"0";"2";"2"
"bcf3-d8a0-618d-dea7-5ed1-43de-de93-8172";"320104";"40";"4";"miasto";"stały";"Urząd Miejski w Tychowie, ul. Bobolicka 17, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"961";"1023";"354";"607";"1";"2";"0";"0";"0";"0";"0";"0";"0";"607";"0";"0";"607";"10";"9";"1";"0";"597";"87";"9";"3";"56";"0";"4";"0";"1";"0";"7";"0";"3";"3";"0";"0";"0";"1";"198";"67";"24";"20";"69";"1";"3";"1";"0";"2";"1";"1";"1";"1";"5";"2";"0";"171";"22";"42";"7";"0";"0";"0";"0";"3";"0";"1";"0";"0";"0";"0";"94";"2";"20";"15";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"121";"30";"7";"7";"5";"3";"0";"2";"56";"1";"4";"0";"1";"0";"2";"0";"3"
"8345-9dad-a962-78d0-b382-e703-b635-f633";"320104";"40";"5";"wieś";"stały";"Świetlica Wiejska, Dobrowo 28B, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"1040";"1150";"566";"474";"0";"1";"0";"0";"0";"0";"0";"0";"0";"474";"0";"0";"474";"20";"15";"5";"0";"454";"60";"7";"11";"28";"1";"10";"0";"1";"0";"1";"0";"1";"0";"0";"0";"0";"0";"190";"50";"34";"12";"64";"6";"6";"1";"1";"0";"0";"3";"3";"4";"3";"1";"2";"76";"16";"28";"3";"0";"2";"0";"1";"0";"0";"0";"0";"1";"1";"0";"21";"3";"37";"16";"3";"3";"2";"1";"1";"0";"0";"0";"0";"0";"4";"1";"0";"2";"4";"91";"24";"2";"3";"5";"3";"1";"3";"42";"1";"0";"0";"2";"1";"2";"0";"2"
"25e4-f744-d09b-246f-f033-621c-4b70-14fe";"320104";"40";"6";"wieś";"oddział zewnętrzny aresztu śledczego";"Oddział Zewnętrzny Dobrowo Aresztu Śledczego Koszalin, Dobrowo 53, 78-220 Tychowo";"gm. Tychowo";"białogardzki";"zachodniopomorskie";"416";"413";"268";"148";"0";"0";"0";"0";"0";"0";"0";"0";"0";"148";"0";"0";"148";"11";"9";"2";"0";"137";"17";"6";"0";"0";"2";"0";"2";"1";"0";"0";"1";"1";"0";"1";"1";"1";"1";"42";"12";"8";"4";"7";"1";"2";"0";"1";"0";"0";"1";"3";"0";"1";"0";"2";"17";"7";"0";"2";"1";"3";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"2";"5";"2";"0";"1";"0";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"56";"27";"4";"2";"2";"4";"2";"4";"0";"3";"2";"0";"1";"1";"0";"4";"0"
"ed7d-6463-570d-96e3-31e1-b0fc-9be1-313a";"320201";"40";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny Szkoła Podstawowa w Bierzwniku im. Dziedzictwa Cystersów Bierzwnickich, ul. Szkolna 18, 73-240 Bierzwnik";"gm. Bierzwnik";"choszczeński";"zachodniopomorskie";"1580";"1700";"704";"876";"1";"7";"0";"0";"0";"0";"0";"0";"0";"876";"0";"0";"876";"26";"23";"3";"0";"850";"94";"27";"7";"3";"3";"3";"8";"2";"4";"3";"1";"1";"6";"0";"0";"0";"26";"359";"125";"112";"23";"12";"4";"6";"7";"4";"2";"13";"6";"18";"4";"1";"0";"22";"100";"41";"7";"1";"7";"29";"1";"2";"1";"1";"1";"0";"2";"4";"0";"1";"2";"34";"21";"1";"3";"1";"0";"2";"0";"0";"4";"0";"1";"0";"0";"0";"1";"0";"263";"39";"2";"2";"1";"34";"3";"4";"24";"150";"1";"0";"0";"0";"0";"2";"1"
"2169-55b5-2f13-3ca9-dc9d-bb32-0e0f-ee2e";"320201";"40";"2";"wieś";"stały";"Świetlica Wiejska w Breniu, Breń 30A, 73-240 Bierzwnik";"gm. Bierzwnik";"choszczeński";"zachodniopomorskie";"1170";"1279";"613";"557";"0";"2";"0";"0";"0";"0";"0";"0";"0";"557";"0";"0";"557";"22";"19";"3";"0";"535";"50";"10";"2";"3";"1";"1";"2";"4";"0";"3";"2";"3";"4";"0";"2";"1";"12";"281";"117";"51";"23";"9";"9";"7";"7";"2";"2";"11";"5";"17";"3";"4";"0";"14";"73";"27";"0";"2";"10";"22";"0";"1";"1";"5";"1";"0";"0";"0";"0";"0";"4";"22";"9";"0";"1";"0";"2";"0";"2";"0";"2";"0";"0";"2";"0";"0";"4";"0";"109";"21";"3";"2";"6";"8";"4";"0";"4";"58";"0";"1";"0";"0";"1";"1";"0"
"905d-44bb-1833-f40e-c061-f0bd-c0c2-ff1d";"320201";"40";"3";"wieś";"stały";"Szkoła Podstawowa w Zieleniewie, Zieleniewo 37, 73-240 Bierzwnik";"gm. Bierzwnik";"choszczeński";"zachodniopomorskie";"700";"773";"345";"355";"0";"4";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"9";"8";"1";"0";"345";"30";"8";"3";"0";"4";"4";"1";"1";"1";"0";"0";"0";"2";"0";"0";"0";"6";"170";"82";"38";"4";"4";"4";"4";"4";"1";"1";"8";"3";"4";"2";"0";"2";"9";"28";"5";"2";"1";"2";"10";"0";"3";"0";"0";"2";"0";"0";"1";"0";"0";"2";"22";"15";"0";"2";"1";"0";"0";"0";"0";"0";"0";"0";"4";"0";"0";"0";"0";"95";"19";"3";"0";"1";"6";"1";"2";"10";"49";"0";"0";"0";"1";"1";"2";"0"
"d5c9-8708-7fe5-624c-fc38-f6c8-7eb2-776e";"320202";"40";"1";"miasto";"stały";"Choszczeński Dom Kultury, ul. Bohaterów Warszawy 17, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"820";"894";"350";"470";"4";"3";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"4";"3";"1";"0";"466";"31";"14";"3";"2";"0";"0";"0";"0";"0";"1";"2";"1";"1";"1";"2";"0";"4";"173";"24";"58";"8";"1";"14";"3";"2";"0";"0";"49";"2";"1";"7";"1";"0";"3";"66";"12";"4";"6";"0";"36";"0";"3";"0";"0";"1";"0";"0";"0";"0";"0";"4";"25";"14";"0";"1";"1";"1";"0";"0";"1";"0";"1";"1";"2";"0";"0";"0";"3";"171";"17";"1";"0";"1";"6";"1";"0";"15";"126";"2";"1";"0";"0";"0";"0";"1"
"4382-944e-e7fb-939c-a341-222b-4819-bef6";"320202";"40";"2";"miasto";"stały";"Publiczne Przedszkole Nr 4, ul. Mur Południowy 4, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"1163";"1240";"443";"720";"0";"0";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"6";"4";"2";"0";"714";"44";"8";"1";"3";"1";"1";"9";"0";"2";"1";"0";"0";"3";"2";"1";"1";"11";"267";"50";"105";"3";"6";"17";"2";"1";"2";"3";"61";"1";"2";"2";"0";"0";"12";"136";"25";"15";"3";"8";"73";"2";"1";"0";"1";"1";"0";"1";"1";"0";"1";"4";"40";"20";"5";"4";"2";"2";"0";"2";"0";"0";"1";"0";"3";"0";"0";"1";"0";"227";"23";"1";"5";"2";"9";"3";"0";"19";"162";"0";"0";"0";"0";"1";"1";"1"
"26e4-ddc9-f978-738f-fd4c-16c1-9694-cd00";"320202";"40";"3";"miasto";"stały";"Publiczne Przedszkole Nr 5, ul. Energetyków 7, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"970";"1054";"319";"651";"2";"9";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"5";"4";"1";"0";"646";"34";"11";"3";"2";"3";"1";"1";"0";"0";"0";"0";"0";"3";"2";"0";"1";"7";"221";"57";"47";"5";"1";"10";"2";"0";"0";"1";"70";"2";"4";"1";"1";"1";"19";"101";"25";"8";"2";"1";"60";"0";"0";"0";"0";"2";"0";"0";"0";"1";"0";"2";"21";"14";"2";"1";"0";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"2";"269";"39";"5";"2";"3";"4";"1";"0";"23";"188";"0";"1";"0";"0";"3";"0";"0"
"5ba6-f23c-2731-f920-b3bb-9932-e65f-39b9";"320202";"40";"4";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Wolności 62, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"900";"1014";"374";"526";"0";"0";"0";"0";"0";"0";"0";"0";"0";"526";"0";"0";"526";"10";"9";"1";"0";"516";"37";"8";"1";"2";"2";"0";"2";"0";"0";"1";"3";"1";"5";"0";"1";"0";"11";"177";"25";"77";"1";"2";"16";"1";"1";"0";"8";"29";"3";"3";"0";"0";"0";"11";"78";"22";"2";"4";"3";"39";"0";"0";"1";"1";"1";"1";"0";"0";"0";"1";"3";"29";"20";"0";"0";"0";"1";"0";"2";"1";"0";"0";"1";"1";"0";"2";"0";"1";"195";"19";"3";"2";"3";"3";"2";"0";"15";"142";"1";"0";"0";"0";"0";"2";"3"
"6c24-36bc-e4bc-303d-de1a-a48d-9d19-dcdf";"320202";"40";"5";"miasto";"stały";"Publiczne Przedszkole Nr 2, ul. Sucharskiego 9, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"1211";"1287";"384";"827";"0";"0";"0";"0";"0";"0";"0";"0";"0";"827";"0";"0";"827";"16";"14";"2";"0";"811";"46";"13";"2";"1";"0";"0";"5";"0";"2";"2";"0";"0";"9";"0";"1";"1";"10";"231";"49";"72";"8";"5";"15";"3";"0";"0";"0";"59";"0";"1";"0";"1";"0";"18";"154";"37";"11";"4";"1";"97";"0";"0";"1";"0";"1";"0";"0";"0";"0";"2";"0";"56";"35";"3";"2";"2";"2";"0";"0";"2";"0";"2";"2";"1";"0";"0";"1";"4";"324";"38";"0";"2";"2";"13";"1";"2";"23";"237";"1";"0";"0";"1";"1";"2";"1"
"6893-9135-ce24-7e94-e8c2-c5e4-3682-d5a3";"320202";"40";"6";"miasto";"stały";"Szkoła Podstawowa nr 1 w Choszcznie, ul. Obrońców Westerplatte 1A, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"1009";"1102";"322";"687";"2";"4";"1";"1";"0";"0";"0";"0";"1";"688";"1";"0";"688";"8";"6";"2";"0";"680";"31";"8";"4";"3";"1";"0";"1";"1";"3";"2";"3";"1";"0";"1";"0";"0";"3";"244";"52";"77";"6";"3";"12";"0";"4";"0";"0";"76";"1";"2";"3";"0";"0";"8";"129";"31";"9";"3";"2";"77";"0";"2";"0";"2";"2";"0";"0";"0";"0";"0";"1";"23";"12";"0";"2";"1";"0";"1";"1";"0";"4";"0";"1";"0";"0";"0";"1";"0";"253";"30";"0";"5";"1";"6";"1";"1";"27";"180";"0";"0";"1";"0";"0";"0";"1"
"49aa-d309-54a4-08b3-cb8f-c07d-2405-d27c";"320202";"40";"7";"miasto";"stały";"Środowiskowy Dom Samopomocy w Choszcznie, ul. Drawieńska 52, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"1120";"1209";"460";"660";"0";"4";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"6";"2";"4";"0";"654";"48";"19";"0";"1";"3";"0";"3";"4";"1";"0";"4";"0";"5";"0";"0";"1";"7";"197";"42";"64";"7";"3";"15";"5";"0";"0";"1";"42";"0";"1";"5";"0";"2";"10";"137";"29";"21";"5";"4";"70";"1";"4";"0";"1";"0";"0";"0";"1";"0";"0";"1";"42";"24";"2";"1";"1";"4";"0";"1";"1";"3";"1";"0";"2";"0";"0";"1";"1";"230";"20";"0";"4";"4";"9";"3";"1";"25";"159";"1";"0";"0";"1";"0";"0";"3"
"5224-c0af-7dfb-1068-4269-38db-2142-5aae";"320202";"40";"8";"miasto";"stały";"Miejska Biblioteka Publiczna im. Marii Dąbrowskiej, ul. Wolności 13, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"840";"907";"357";"483";"1";"1";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"8";"3";"5";"0";"475";"24";"8";"2";"5";"0";"0";"0";"4";"1";"1";"0";"0";"1";"0";"1";"0";"1";"174";"26";"68";"6";"0";"14";"1";"2";"2";"0";"37";"3";"0";"3";"1";"0";"11";"91";"29";"12";"0";"4";"42";"0";"0";"1";"0";"0";"0";"1";"1";"1";"0";"0";"12";"6";"1";"0";"0";"1";"0";"1";"0";"0";"0";"1";"1";"0";"0";"0";"1";"174";"12";"4";"4";"1";"11";"1";"0";"5";"129";"1";"0";"1";"1";"1";"1";"2"
"46ed-dca8-0052-8793-3f1d-2ab5-b0c5-7c7c";"320202";"40";"9";"miasto";"stały";"Zespół Szkół Nr 3, ul. Grunwaldzka 30, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"1120";"1210";"379";"741";"0";"4";"0";"0";"0";"0";"0";"0";"0";"741";"0";"0";"741";"9";"7";"2";"0";"732";"44";"12";"4";"4";"1";"0";"0";"0";"4";"2";"1";"1";"6";"0";"1";"0";"8";"291";"62";"120";"14";"3";"21";"0";"2";"1";"0";"54";"0";"0";"0";"2";"0";"12";"121";"27";"17";"1";"4";"62";"0";"3";"0";"1";"1";"1";"1";"0";"1";"1";"1";"41";"15";"4";"4";"2";"1";"0";"1";"0";"6";"0";"0";"1";"2";"1";"2";"2";"235";"29";"3";"4";"3";"10";"3";"0";"10";"165";"1";"0";"0";"0";"2";"1";"4"
"2607-78c9-0a39-94dc-44e8-e113-f054-4c5c";"320202";"40";"10";"miasto";"stały";"Zespół Szkół Nr 1, ul. Bolesława Chrobrego 31A, 73-200 Choszczno";"gm. Choszczno";"choszczeński";"zachodniopomorskie";"691";"756";"301";"390";"0";"7";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"3";"1";"2";"0";"387";"14";"4";"0";"1";"0";"1";"3";"1";"0";"0";"0";"1";"3";"0";"0";"0";"0";"113";"26";"38";"4";"3";"10";"0";"3";"1";"0";"21";"1";"2";"0";"1";"0";"3";"99";"24";"10";"1";"9";"50";"1";"0";"0";"1";"0";"0";"0";"0";"1";"1";"1";"26";"13";"2";"1";"1";"0";"0";"1";"0";"0";"2";"1";"1";"0";"0";"2";"2";"135";"21";"0";"3";"0";"8";"1";"0";"7";"93";"0";"0";"0";"0";"1";"1";"0"
