"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bogdan Michał BORUSEWICZ";"Anna Teresa GWIAZDA"
"e92d-45c1-e232-55bf-f531-8a4d-6949-fedb";"226101";"65";"1";"miasto";"stały";"Szkoła Podstawowa Nr 20, Gdańsk ul. Wczasy 3, 80-509 Gdańsk 26";"m. Gdańsk";"Gdańsk";"pomorskie";"1412";"1626";"256";"1156";"2";"52";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"35";"10";"25";"0";"1121";"731";"390"
"aa69-4811-2219-63c3-c520-65a1-6346-9c9c";"226101";"65";"2";"miasto";"stały";"Projektornia Gdański Archipelag Kultury, Gdańsk ul. Dworska 29A, 80-506 Gdańsk 26";"m. Gdańsk";"Gdańsk";"pomorskie";"1485";"1660";"358";"1127";"0";"18";"1";"1";"0";"0";"0";"0";"1";"1128";"1";"0";"1128";"34";"14";"20";"0";"1094";"760";"334"
"e88d-bb8d-8248-6b03-452b-7d4c-79b4-f6a5";"226101";"65";"3";"miasto";"stały";"STOWARZYSZENIE SZKOŁY GEDANENSIS, Gdańsk ul. Dworska 34, 80-506 Gdańsk 26";"m. Gdańsk";"Gdańsk";"pomorskie";"2859";"3275";"677";"2182";"1";"64";"0";"0";"0";"0";"0";"0";"0";"2182";"0";"0";"2182";"67";"31";"36";"0";"2115";"1348";"767"
"9ec5-3323-e1f8-f17d-8638-18f3-70f8-6e42";"226101";"65";"4";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 10, Gdańsk ul. Krasickiego 10, 80-515 Gdańsk 26";"m. Gdańsk";"Gdańsk";"pomorskie";"1619";"1832";"273";"1345";"1";"31";"1";"1";"0";"0";"0";"0";"1";"1347";"1";"0";"1347";"34";"9";"25";"0";"1313";"906";"407"
"839e-5fa4-9cee-806a-ca81-3086-38cd-d56e";"226101";"65";"5";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 10, Gdańsk ul. Krasickiego 10, 80-515 Gdańsk 26";"m. Gdańsk";"Gdańsk";"pomorskie";"1530";"1696";"328";"1202";"0";"15";"0";"0";"0";"0";"0";"0";"0";"1202";"0";"0";"1202";"25";"5";"20";"0";"1177";"743";"434"
"4800-e3e3-45d3-5720-4ab5-52f0-59f6-219c";"226101";"65";"6";"miasto";"stały";"Zespół Szkół Morskich, Gdańsk ul. Wyzwolenia 8, 80-537 Gdańsk 4";"m. Gdańsk";"Gdańsk";"pomorskie";"1939";"2120";"448";"1491";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1491";"0";"0";"1491";"36";"10";"26";"0";"1455";"926";"529"
"9dd4-9714-d74e-9e59-ddd8-9a3a-4413-d0cb";"226101";"65";"7";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 5, Gdańsk ul. Na Zaspę 31A, 80-546 Gdańsk 4";"m. Gdańsk";"Gdańsk";"pomorskie";"2392";"2658";"695";"1697";"0";"19";"0";"0";"0";"0";"0";"0";"0";"1693";"0";"0";"1693";"54";"10";"44";"0";"1639";"1059";"580"
"6da5-01a4-e1ae-d292-4e67-c6e1-abf5-a6da";"226101";"65";"8";"miasto";"stały";"Szkoła Podstawowa Nr 55, Gdańsk ul. Wolności 6A, 80-538 Gdańsk 4";"m. Gdańsk";"Gdańsk";"pomorskie";"2567";"2824";"930";"1637";"2";"18";"1";"1";"0";"0";"0";"0";"1";"1638";"1";"0";"1638";"71";"15";"56";"0";"1567";"1046";"521"
"66f3-83ed-78c6-83f5-7a32-f56f-8c80-6a86";"226101";"65";"9";"miasto";"stały";"Gdańska Organizacja Turystyczna, Gdańsk ul. Uczniowska 22, 80-530 Gdańsk 4";"m. Gdańsk";"Gdańsk";"pomorskie";"989";"1239";"235";"753";"0";"61";"0";"0";"0";"0";"0";"0";"0";"754";"0";"0";"754";"28";"12";"16";"0";"726";"491";"235"
"7eef-ef9c-7674-eeb9-eefb-0040-6a29-8192";"226101";"65";"10";"miasto";"stały";"Dom Sztuki-Gdański Archipelag Kultury, Gdańsk ul. Stryjewskiego 25, 80-625 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1660";"1812";"568";"1095";"1";"7";"2";"2";"0";"0";"0";"0";"2";"1097";"2";"0";"1097";"27";"5";"22";"0";"1070";"655";"415"
"cfb6-9424-86ec-5c05-05ab-4994-5eb8-d3e5";"226101";"65";"11";"miasto";"stały";"Dom Sztuki-Gdański Archipelag Kultury, Gdańsk ul. Stryjewskiego 25, 80-625 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1609";"1773";"560";"1049";"0";"6";"1";"1";"0";"0";"0";"0";"1";"1049";"1";"0";"1049";"28";"7";"21";"0";"1021";"596";"425"
"e1f9-5d2a-f814-a212-1956-9a23-6e84-595f";"226101";"65";"12";"miasto";"stały";"Szkoła Podstawowa Nr 11, Gdańsk ul. Stryjewskiego 28, 80-620 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1600";"1775";"529";"1071";"0";"7";"1";"1";"0";"0";"0";"0";"1";"1072";"1";"0";"1072";"51";"11";"40";"0";"1021";"609";"412"
"1d1e-d366-df84-87a4-62df-7071-6058-bd25";"226101";"65";"13";"miasto";"stały";"Szkoła Podstawowa Nr 11, Gdańsk ul. Stryjewskiego 28, 80-620 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1466";"1616";"509";"957";"0";"4";"1";"1";"0";"0";"0";"0";"1";"958";"1";"0";"958";"39";"6";"33";"0";"919";"545";"374"
"bdec-dc81-cc66-dece-a00f-91ea-8e75-1255";"226101";"65";"14";"miasto";"stały";"Szkoła Podstawowa Nr 72, Gdańsk ul. Kłosowa 3, 80-627 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1510";"1655";"424";"1086";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1086";"0";"0";"1086";"40";"17";"23";"0";"1046";"605";"441"
"28ae-6ec1-a81a-6e9b-9cc0-de21-8a34-9af3";"226101";"65";"15";"miasto";"stały";"Szkoła Podstawowa Nr 61, Gdańsk ul. Sienna 26, 80-605 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1437";"1618";"454";"983";"0";"17";"0";"0";"0";"0";"0";"0";"0";"983";"0";"0";"983";"31";"7";"24";"0";"952";"580";"372"
"7fe8-b470-eff9-1010-f530-8395-c742-8fd2";"226101";"65";"16";"miasto";"stały";"Szkoła Podstawowa Nr 61, Gdańsk ul. Sienna 26, 80-605 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1546";"1729";"439";"1107";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1103";"0";"0";"1103";"34";"9";"25";"0";"1069";"627";"442"
"331e-c023-2afd-6c9d-b1c0-ce13-aa12-1569";"226101";"65";"17";"miasto";"stały";"Szkoła Podstawowa Nr 62, Gdańsk ul. Kępna 38, 80-635 Gdańsk 8";"m. Gdańsk";"Gdańsk";"pomorskie";"1265";"1434";"434";"831";"0";"37";"0";"0";"0";"0";"0";"0";"0";"831";"0";"0";"831";"19";"2";"17";"0";"812";"511";"301"
"9ab9-b6f1-6be9-4ef5-0c0d-245a-3532-c5b1";"226101";"65";"18";"miasto";"stały";"Zespół Kształcenia Podstawowego i Przedszkolnego Nr 1, Gdańsk ul. Tęczowa 6, 80-680 Gdańsk 40";"m. Gdańsk";"Gdańsk";"pomorskie";"997";"1228";"133";"864";"1";"135";"0";"0";"0";"0";"0";"0";"0";"864";"0";"0";"864";"14";"3";"11";"0";"850";"601";"249"
"84d6-2dbd-c43f-11e1-dc74-97a1-b056-9f4f";"226101";"65";"19";"miasto";"stały";"Szkoła Podstawowa Nr 88, Gdańsk ul. Boguckiego 44, 80-690 Gdańsk 40";"m. Gdańsk";"Gdańsk";"pomorskie";"1348";"1507";"418";"930";"1";"36";"0";"0";"0";"0";"0";"0";"0";"930";"0";"0";"930";"28";"0";"28";"0";"902";"603";"299"
"428b-0119-b0e5-767e-608d-6306-5fa8-8f68";"226101";"65";"20";"miasto";"stały";"Szkoła Podstawowa Nr 29 Fundacji Familijny Poznań, Gdańsk ul. Miałki Szlak 74, 80-717 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"811";"886";"319";"492";"1";"4";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"16";"2";"14";"0";"475";"301";"174"
"dadb-ce54-56a8-00b6-0950-a80f-b8cf-f56c";"226101";"65";"21";"miasto";"stały";"Zespół Szkół Samochodowych, Gdańsk, Śródmieście ul. Elbląska 54/64, 80-724 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"521";"574";"194";"327";"0";"4";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"3";"2";"1";"0";"324";"200";"124"
"5dd1-0fb4-0891-c773-f95f-bef1-757b-fb50";"226101";"65";"22";"miasto";"stały";"Szkoła Podstawowa Nr 59, Gdańsk ul. Modra 2, 80-736 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1647";"1807";"584";"1063";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1063";"0";"0";"1063";"34";"8";"26";"0";"1029";"622";"407"
"3e28-52b6-9b28-2221-283d-7226-82e5-5304";"226101";"65";"23";"miasto";"stały";"Szkoła Podstawowa Nr 56, Gdańsk ul. Małomiejska 8A, 80-037 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"1859";"2072";"532";"1326";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1321";"0";"0";"1321";"44";"16";"28";"0";"1277";"783";"494"
"013c-3b19-5092-1037-685b-8424-918f-2270";"226101";"65";"24";"miasto";"stały";"Szkoła Podstawowa Nr 56, Gdańsk ul. Małomiejska 8A, 80-037 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"1846";"2043";"655";"1191";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"43";"12";"31";"0";"1146";"717";"429"
"841f-a658-55b3-7085-b002-9c81-b39a-0306";"226101";"65";"25";"miasto";"stały";"Szkoła Podstawowa Nr 16, Gdańsk ul. Ubocze 3, 80-052 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"1168";"1263";"494";"674";"2";"1";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"23";"5";"18";"0";"651";"352";"299"
"df3e-ff55-0fcd-eefd-e324-fd73-a151-9358";"226101";"65";"26";"miasto";"stały";"Szkoła Podstawowa Nr 16, Gdańsk ul. Ubocze 3, 80-052 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"1214";"1346";"465";"749";"0";"4";"0";"0";"0";"0";"0";"0";"0";"749";"0";"0";"749";"29";"10";"19";"0";"720";"457";"263"
"567f-9c3d-6293-a3b9-7738-320e-894a-9f29";"226101";"65";"27";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego Nr 2, Gdańsk ul. Smoleńska 5/7, 80-058 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"2619";"2855";"930";"1688";"3";"11";"1";"1";"0";"0";"0";"0";"1";"1689";"1";"0";"1689";"64";"24";"40";"0";"1625";"997";"628"
"04a0-1921-affc-197f-3056-3997-a9c2-5b7b";"226101";"65";"28";"miasto";"stały";"Przedszkole Nr 24, Gdańsk Trakt Św. Wojciecha 320, 80-001 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"749";"808";"254";"495";"1";"3";"0";"0";"0";"0";"0";"0";"0";"495";"0";"0";"495";"13";"1";"12";"0";"482";"332";"150"
"4250-2f48-0e7d-b8c2-ec99-1993-0b5d-a016";"226101";"65";"29";"miasto";"stały";"Szkoła Podstawowa Nr 40, Gdańsk ul. Stroma 19, 80-012 Gdańsk 9";"m. Gdańsk";"Gdańsk";"pomorskie";"609";"673";"145";"464";"1";"9";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"14";"5";"9";"0";"450";"309";"141"
"bac4-ae19-e299-edb3-eb16-bcc5-994e-fcad";"226101";"65";"30";"miasto";"stały";"I Liceum Ogólnokształcące, Gdańsk ul. Wały Piastowskie 6, 80-855 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1609";"2040";"153";"1456";"3";"152";"0";"0";"0";"0";"0";"0";"0";"1456";"0";"0";"1456";"41";"21";"20";"0";"1415";"1013";"402"
"2655-c00b-b312-374e-801e-b244-3c86-5d96";"226101";"65";"31";"miasto";"stały";"Nadbałtyckie Centrum Kultury, Gdańsk ul. Korzenna 33/35, 80-851 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"789";"1004";"37";"752";"1";"115";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"33";"10";"23";"0";"719";"473";"246"
"ca7b-6e30-a121-a860-fe5c-d889-79b0-eb76";"226101";"65";"32";"miasto";"stały";"Szkoła Podstawowa Specjalna Nr 26, Gdańsk ul. Karpia 1, 80-882 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1480";"1723";"262";"1218";"1";"65";"0";"0";"0";"0";"0";"0";"0";"1218";"0";"0";"1218";"26";"17";"9";"0";"1192";"826";"366"
"d0e9-158d-4eef-d925-694f-c9ac-44eb-d62d";"226101";"65";"33";"miasto";"stały";"Szkoła Podstawowa Nr 50, Gdańsk ul. Grobla IV 8, 80-837 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"2001";"2341";"356";"1645";"2";"112";"0";"0";"0";"0";"0";"0";"0";"1645";"0";"0";"1645";"46";"20";"26";"0";"1599";"1096";"503"
"9612-9f58-711d-780c-0ae6-7b3c-df4c-08ff";"226101";"65";"34";"miasto";"stały";"Pałac Młodzieży, Gdańsk ul. Ogarna 56, 80-826 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1222";"1541";"111";"1111";"4";"173";"0";"0";"0";"0";"0";"0";"0";"1111";"0";"0";"1111";"40";"10";"30";"0";"1071";"740";"331"
"8138-4d8d-e98c-d641-0307-057f-4e0e-d8a6";"226101";"65";"35";"miasto";"stały";"Szkoła Podstawowa Nr 67, Gdańsk ul. Żabi Kruk 5, 80-822 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1840";"2201";"298";"1542";"2";"82";"0";"0";"0";"0";"0";"0";"0";"1542";"0";"0";"1542";"32";"6";"26";"0";"1510";"1138";"372"
"37eb-5758-87ab-edc5-bc59-03a6-9fb5-2dc3";"226101";"65";"36";"miasto";"stały";"Szkoła Podstawowa Nr 65, Gdańsk ul. Śluza 6, 80-770 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"2508";"2878";"775";"1733";"2";"33";"0";"0";"0";"0";"0";"0";"0";"1729";"0";"0";"1729";"67";"14";"53";"0";"1662";"1125";"537"
"1e7f-cf4c-10db-6e13-1d29-4a5a-1046-0780";"226101";"65";"37";"miasto";"stały";"Szkoła Podstawowa Nr 4, Gdańsk ul. Łąkowa 61, 80-769 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1359";"1609";"343";"1016";"1";"67";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"27";"2";"25";"0";"989";"667";"322"
"e7fa-dd3d-37a4-0157-d593-2d14-7b12-9add";"226101";"65";"38";"miasto";"stały";"Szkoły Ekonomiczno-Handlowe, Gdańsk ul. Seredyńskiego 1A, 80-753 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"2568";"2962";"622";"1958";"1";"89";"1";"1";"0";"0";"0";"0";"1";"1952";"1";"0";"1952";"61";"12";"49";"0";"1891";"1312";"579"
"f55e-a469-011a-84cc-821e-8179-73b1-8ba7";"226101";"65";"39";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 6, Gdańsk ul. Głęboka 11, 80-759 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1020";"1167";"217";"803";"3";"23";"0";"0";"0";"0";"0";"0";"0";"803";"0";"0";"803";"27";"3";"24";"0";"776";"475";"301"
"afb3-ca97-f145-3337-4e07-6c80-db52-c043";"226101";"65";"40";"miasto";"stały";"Urząd Miejski w Gdańsku, Gdańsk ul. 3 Maja 9, 80-802 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"614";"711";"184";"430";"0";"29";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"8";"0";"8";"0";"422";"273";"149"
"91bf-f95e-6d6b-ad70-29f5-f35a-bcc8-102e";"226101";"65";"41";"miasto";"stały";"Szkoła Podstawowa Nr 21, Gdańsk ul. Na Stoku 43, 80-811 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"1390";"1542";"486";"902";"0";"12";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"25";"5";"20";"0";"879";"533";"346"
"3796-35d9-321e-a30b-be2d-f378-6c4a-7757";"226101";"65";"42";"miasto";"stały";"Szkoła Podstawowa Nr 86, Gdańsk ul. Wielkopolska 20, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"1598";"1809";"218";"1380";"0";"25";"1";"1";"0";"0";"0";"0";"1";"1378";"1";"0";"1378";"34";"8";"26";"0";"1344";"1071";"273"
"9ecc-4d76-1182-75f2-243d-e550-4ee4-617f";"226101";"65";"43";"miasto";"stały";"Szkoła Podstawowa Nr 86, Gdańsk ul. Wielkopolska 20, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"1789";"2050";"262";"1527";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1527";"0";"0";"1527";"41";"12";"29";"0";"1486";"1153";"333"
"e52e-f979-96ab-635e-65b6-8b09-9da3-d45f";"226101";"65";"44";"miasto";"stały";"Szkoła Podstawowa Nr 12, Gdańsk ul. Człuchowska 6, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"1933";"2181";"291";"1642";"0";"20";"0";"0";"0";"0";"0";"0";"0";"1642";"0";"0";"1642";"38";"14";"24";"0";"1604";"1202";"402"
"2e23-2bd3-d1e7-de6f-da38-d87f-0ec7-17a5";"226101";"65";"45";"miasto";"stały";"Szkoła Podstawowa Nr 12, Gdańsk ul. Człuchowska 6, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"2449";"2757";"492";"1957";"0";"11";"0";"0";"0";"0";"0";"0";"0";"1956";"0";"0";"1956";"56";"15";"41";"0";"1900";"1409";"491"
"e26a-a940-ebd8-479d-8114-18b1-97e0-bccd";"226101";"65";"46";"miasto";"stały";"Szkoła Podstawowa Nr 12, Gdańsk ul. Człuchowska 6, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"1687";"1931";"212";"1475";"0";"13";"0";"0";"0";"0";"0";"0";"0";"1475";"0";"0";"1475";"27";"17";"10";"0";"1448";"1131";"317"
"4a53-24f1-d277-1c45-dd53-1d48-c25e-68ec";"226101";"65";"47";"miasto";"stały";"Szkoła Podstawowa Nr 12, Gdańsk ul. Człuchowska 6, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"2208";"2559";"318";"1890";"1";"42";"1";"1";"0";"0";"0";"0";"1";"1891";"1";"0";"1891";"61";"26";"35";"0";"1830";"1378";"452"
"4dd5-e768-a337-02fd-eb8b-c623-34c1-1438";"226101";"65";"48";"miasto";"stały";"Przedszkole Ujeścisko Sp. z o. o., Gdańsk ul. Płocka 4, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"2304";"2609";"167";"2137";"0";"27";"1";"1";"0";"0";"0";"0";"1";"2133";"1";"0";"2133";"52";"16";"36";"0";"2081";"1508";"573"
"e09e-795c-c51e-3166-c0d3-6f1a-251e-e3cd";"226101";"65";"49";"miasto";"stały";"Przedszkole Publiczne Słoneczna Kraina ""Ujeścisko"", Gdańsk ul. Lubelska 3A, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"905";"1022";"164";"741";"0";"4";"1";"1";"0";"0";"0";"0";"1";"742";"1";"0";"742";"23";"6";"17";"0";"719";"518";"201"
"59b2-3c9c-70e1-d225-f3af-c608-f2fa-dba4";"226101";"65";"50";"miasto";"stały";"Szkoła Podstawowa Nr 85, Gdańsk, Jasień ul. Stolema 59, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"1388";"1556";"91";"1297";"0";"42";"0";"0";"0";"0";"0";"0";"0";"1297";"0";"0";"1297";"29";"14";"15";"0";"1268";"1011";"257"
"8ee5-41bd-ea3f-8f11-0dd1-4bc3-a278-d2e5";"226101";"65";"51";"miasto";"stały";"Szkoła Podstawowa Nr 85, Gdańsk, Jasień ul. Stolema 59, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"1656";"1869";"183";"1471";"1";"32";"1";"1";"0";"0";"0";"0";"1";"1471";"1";"0";"1471";"49";"10";"39";"0";"1422";"1121";"301"
"52c3-9296-371b-b174-9b24-d4f3-f61f-0959";"226101";"65";"52";"miasto";"stały";"Szkoła Podstawowa Nr 86, Gdańsk, Ujeścisko-Łostowice ul. Wielkopolska 20, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"2280";"2540";"640";"1640";"1";"19";"2";"2";"0";"0";"0";"0";"2";"1642";"2";"1";"1641";"50";"11";"39";"0";"1591";"1148";"443"
"1f65-05af-701e-4b24-43f0-0f17-68e8-7d6f";"226101";"65";"53";"miasto";"stały";"Szkoła Podstawowa Nr 86, Gdańsk, Ujeścisko-Łostowice ul. Wielkopolska 20, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"2595";"3053";"337";"2258";"0";"19";"1";"1";"0";"0";"0";"0";"1";"2256";"1";"0";"2256";"73";"24";"49";"0";"2183";"1689";"494"
"b499-1369-4734-ec5e-ab65-f61b-1582-f63c";"226101";"65";"54";"miasto";"stały";"Szkoła Podstawowa Nr 86, Gdańsk, Ujeścisko-Łostowice ul. Wielkopolska 20, 80-180 Gdańsk 42";"m. Gdańsk";"Gdańsk";"pomorskie";"1755";"1990";"170";"1585";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1585";"0";"1";"1584";"29";"8";"21";"0";"1555";"1212";"343"
"fdac-ec85-5a63-9987-79be-e69f-004f-50b6";"226101";"65";"55";"miasto";"stały";"Szkoła Podstawowa Nr 19, Gdańsk ul. Hoene 6, 80-041 Gdańsk 7";"m. Gdańsk";"Gdańsk";"pomorskie";"2088";"2321";"269";"1819";"0";"26";"0";"0";"0";"0";"0";"0";"0";"1819";"0";"0";"1819";"56";"22";"34";"0";"1763";"1227";"536"
"e052-0b94-af07-68af-7c8e-5393-2614-ffdf";"226101";"65";"56";"miasto";"stały";"Szkoła Podstawowa Nr 19, Gdańsk ul. Hoene 6, 80-041 Gdańsk 7";"m. Gdańsk";"Gdańsk";"pomorskie";"2339";"2599";"288";"2051";"0";"20";"0";"0";"0";"0";"0";"0";"0";"2051";"0";"0";"2051";"47";"12";"35";"0";"2004";"1393";"611"
"aaaa-f0a2-4b80-5548-fba4-81e0-e17a-46be";"226101";"65";"57";"miasto";"stały";"Szkoła Podstawowa Nr 19, Gdańsk ul. Hoene 6, 80-041 Gdańsk 7";"m. Gdańsk";"Gdańsk";"pomorskie";"2380";"2668";"283";"2097";"1";"10";"0";"0";"0";"0";"0";"0";"0";"2097";"0";"0";"2097";"68";"24";"44";"0";"2029";"1492";"537"
"26d6-bbff-e976-cc1c-461b-6a0e-2edb-b77c";"226101";"65";"58";"miasto";"stały";"Morskie Przedszkole, Gdańsk ul. Rogalińska 17, 80-809 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"2443";"2758";"283";"2162";"1";"31";"0";"0";"0";"0";"0";"0";"0";"2161";"0";"0";"2161";"72";"28";"44";"0";"2089";"1628";"461"
"e219-72b7-6fc6-ff70-8c08-ba64-77b8-a4b0";"226101";"65";"59";"miasto";"stały";"Morska Szkoła Podstawowa, Gdańsk ul. Rogalińska 17, 80-809 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1770";"2071";"68";"1702";"0";"34";"0";"0";"0";"0";"0";"0";"0";"1702";"0";"0";"1702";"35";"22";"13";"0";"1667";"1345";"322"
"7007-5147-ba35-81b4-8bca-6884-d604-1361";"226101";"65";"60";"miasto";"stały";"Morskie Przedszkole, Gdańsk ul. Rogalińska 17, 80-809 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1965";"2203";"391";"1574";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1574";"0";"0";"1574";"37";"14";"23";"0";"1537";"1115";"422"
"e3d2-6c72-a330-8ccf-9d5c-4a84-0e01-71ef";"226101";"65";"61";"miasto";"stały";"Szkoła Podstawowa Nr 47, Gdańsk ul. Reformacka 18, 80-808 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"2784";"3140";"554";"2230";"3";"32";"1";"1";"0";"0";"0";"0";"1";"2231";"1";"0";"2231";"55";"20";"35";"0";"2176";"1523";"653"
"d518-af14-18fe-1423-f6b5-d449-1c74-a747";"226101";"65";"62";"miasto";"stały";"Przedszkole Niepubliczne ""RADOSNY ZAKĄTEK"", Gdańsk ul. Chałubińskiego 18, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1512";"1690";"267";"1253";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1253";"0";"0";"1253";"19";"8";"11";"0";"1234";"770";"464"
"2c11-e1e2-5e27-94b3-a690-c533-3d72-bfcb";"226101";"65";"63";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 7, Gdańsk ul. Chałubińskiego 13, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"2285";"2513";"344";"1941";"3";"19";"1";"1";"0";"0";"0";"0";"1";"1942";"1";"0";"1942";"55";"14";"41";"0";"1887";"1246";"641"
"c228-4b02-4a48-3dbd-8b17-d6de-896b-d92c";"226101";"65";"64";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 7, Gdańsk ul. Chałubińskiego 13, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"2312";"2611";"224";"2088";"1";"0";"1";"1";"0";"0";"0";"0";"1";"2089";"1";"0";"2089";"54";"13";"41";"0";"2035";"1433";"602"
