"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Bogdan Michał BORUSEWICZ";"Anna Teresa GWIAZDA"
"761e-58ed-2463-cc4e-b5ab-bab4-dc16-673f";"226101";"65";"65";"miasto";"stały";"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 22, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1962";"2171";"389";"1573";"0";"22";"0";"0";"0";"0";"0";"0";"0";"1573";"0";"0";"1573";"33";"12";"21";"0";"1540";"971";"569"
"0b46-4847-9402-51de-a04b-85b2-3f43-02e1";"226101";"65";"66";"miasto";"stały";"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 22, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1849";"2025";"314";"1534";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1534";"0";"0";"1534";"55";"36";"19";"0";"1479";"925";"554"
"5448-7e1c-1d34-89c1-bd1b-8796-1128-0f5d";"226101";"65";"67";"miasto";"stały";"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 2, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1983";"2214";"304";"1679";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1679";"0";"0";"1679";"35";"13";"22";"0";"1644";"1040";"604"
"7ec9-e338-ba19-e2d4-35a8-0e8f-6411-4197";"226101";"65";"68";"miasto";"stały";"Szkoła Podstawowa Nr 8, Gdańsk ul. Dragana 2, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1893";"2118";"267";"1626";"0";"23";"0";"0";"0";"0";"0";"0";"0";"1626";"0";"0";"1626";"45";"8";"37";"0";"1581";"1063";"518"
"b980-0e47-9d75-5282-089f-f42a-ba3c-093c";"226101";"65";"69";"miasto";"stały";"Szkoła Podstawowa Nr 85, Gdańsk ul. Stolema 59, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"2472";"2892";"90";"2382";"0";"24";"1";"1";"0";"0";"0";"0";"1";"2383";"1";"0";"2383";"50";"15";"35";"0";"2333";"1898";"435"
"f4dd-1f92-8bb6-b76a-b24c-a1af-4716-7329";"226101";"65";"70";"miasto";"stały";"Szkoła Podstawowa Nr 85, Gdańsk ul. Stolema 59, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"2634";"3183";"340";"2294";"0";"13";"0";"0";"0";"0";"0";"0";"0";"2294";"0";"1";"2293";"56";"23";"33";"0";"2237";"1726";"511"
"7ee4-d8ff-c47b-a53e-2097-97fc-319f-19f4";"226101";"65";"71";"miasto";"stały";"Szkoła Podstawowa Nr 85, Gdańsk ul. Stolema 59, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"2476";"2903";"262";"2218";"1";"11";"0";"0";"0";"0";"0";"0";"0";"2217";"0";"0";"2217";"58";"19";"39";"0";"2159";"1715";"444"
"1427-f65b-6a0f-cc9d-3410-f9e6-045b-afee";"226101";"65";"72";"miasto";"stały";"Przedszkole Nr 82, Gdańsk ul. Damroki 137, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"2485";"2836";"251";"2234";"0";"25";"2";"2";"0";"0";"0";"0";"2";"2236";"2";"0";"2236";"57";"20";"37";"0";"2179";"1632";"547"
"d688-f920-f8e9-3001-3c39-d250-8266-67e2";"226101";"65";"73";"miasto";"stały";"Przedszkole Nr 82, Gdańsk ul. Damroki 137, 80-177 Gdańsk 16";"m. Gdańsk";"Gdańsk";"pomorskie";"2518";"2811";"423";"2095";"0";"18";"1";"1";"0";"0";"0";"0";"1";"2096";"1";"0";"2096";"46";"12";"34";"0";"2050";"1547";"503"
"45a1-d406-0169-6ca3-6e16-1a84-d9de-b643";"226101";"65";"74";"miasto";"stały";"Szkoła Podstawowa Nr 8, Gdańsk, Chełm ul. Dragana 2, 80-807 Gdańsk 20";"m. Gdańsk";"Gdańsk";"pomorskie";"1863";"1999";"250";"1616";"2";"15";"0";"0";"0";"0";"0";"0";"0";"1613";"0";"0";"1613";"48";"17";"31";"0";"1565";"1104";"461"
"6af8-66af-6c46-7a39-cf12-8826-1463-4d48";"226101";"65";"75";"miasto";"stały";"Gdański Zespół Schronisk i Sportu Szkolnego Filia SSM, Gdańsk ul. Kartuska 245B, 80-122 Gdańsk 18";"m. Gdańsk";"Gdańsk";"pomorskie";"1641";"1816";"363";"1278";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"42";"15";"27";"0";"1236";"858";"378"
"cbf8-ee42-7ca6-cf5f-d12b-d74e-67ce-4ab1";"226101";"65";"76";"miasto";"stały";"Szkoła Podstawowa Nr 14, Gdańsk ul. Kartuska 126A, 80-104 Gdańsk 18";"m. Gdańsk";"Gdańsk";"pomorskie";"1426";"1576";"369";"1057";"1";"9";"2";"2";"0";"0";"0";"0";"2";"1057";"2";"0";"1057";"25";"8";"17";"0";"1032";"697";"335"
"2a54-e3e6-1c05-9fc1-7955-c998-3100-ddf0";"226101";"65";"77";"miasto";"stały";"Szkoła Podstawowa Nr 14, Gdańsk ul. Kartuska 126A, 80-104 Gdańsk 18";"m. Gdańsk";"Gdańsk";"pomorskie";"1470";"1698";"222";"1248";"0";"25";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"0";"1248";"46";"10";"36";"0";"1202";"832";"370"
"74fd-f1b9-be93-56b0-c5c6-ae20-e37e-897a";"226101";"65";"78";"miasto";"stały";"Szkoła Podstawowa Nr 58, Gdańsk ul. Skarpowa 3, 80-145 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"2381";"2705";"483";"1898";"8";"25";"0";"0";"0";"0";"0";"0";"0";"1895";"0";"0";"1895";"68";"13";"55";"0";"1827";"1265";"562"
"68aa-0200-56aa-5e31-a238-fef8-17a2-ec97";"226101";"65";"79";"miasto";"stały";"Szkoła Podstawowa Nr 58, Gdańsk ul. Skarpowa 3, 80-145 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"2494";"2814";"524";"1975";"2";"25";"0";"0";"0";"0";"0";"0";"0";"1968";"0";"0";"1968";"54";"20";"34";"0";"1914";"1359";"555"
"93eb-2300-80ef-fc48-7ec9-56e0-6c1d-7fd3";"226101";"65";"80";"miasto";"stały";"Gdańskie Nieruchomości, Gdańsk ul. Cygańska Góra 1, 80-171 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"1229";"1373";"246";"983";"0";"11";"1";"1";"0";"0";"0";"0";"1";"984";"1";"0";"984";"32";"9";"23";"0";"952";"619";"333"
"96b0-956c-8404-e1bd-214b-91ef-f51d-d95e";"226101";"65";"81";"miasto";"stały";"Szkoła Podstawowa Nr 43, Gdańsk ul. Beethovena 20, 80-171 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"2414";"2768";"332";"2082";"2";"44";"1";"1";"0";"0";"0";"0";"1";"2083";"1";"0";"2083";"43";"13";"30";"0";"2040";"1362";"678"
"20e0-ebb9-d8c1-f7bb-20b4-1942-5698-1425";"226101";"65";"82";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, Gdańsk ul. Czajkowskiego 1, 80-169 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"2085";"2354";"358";"1727";"2";"29";"0";"0";"0";"0";"0";"0";"0";"1727";"0";"0";"1727";"51";"17";"34";"0";"1676";"1121";"555"
"e405-f738-5984-99bb-e971-3f08-903e-c3ba";"226101";"65";"83";"miasto";"stały";"Zespół Szkolno-Przedszkolny Nr 2, Gdańsk ul. Czajkowskiego 1, 80-169 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"2007";"2238";"379";"1628";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1628";"0";"0";"1628";"40";"17";"23";"0";"1588";"1093";"495"
"e55e-a94a-2351-dfb3-41e9-0155-6a5e-dff7";"226101";"65";"84";"miasto";"stały";"Szkoła Podstawowa Nr 1, Gdańsk ul. Gojawiczyńskiej 10, 80-286 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2346";"2549";"299";"1995";"0";"40";"0";"0";"0";"0";"0";"0";"0";"1995";"0";"0";"1995";"58";"10";"48";"0";"1937";"1323";"614"
"bc7c-9b74-0c13-34b1-70c2-d46d-3e93-c973";"226101";"65";"85";"miasto";"stały";"Szkoła Podstawowa Nr 1, Gdańsk ul. Gojawiczyńskiej 10, 80-286 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2630";"3082";"107";"2523";"0";"40";"0";"0";"0";"0";"0";"0";"0";"2522";"0";"0";"2522";"73";"25";"48";"0";"2449";"1860";"589"
"d577-8373-86de-358d-659a-6655-4ea6-c47a";"226101";"65";"86";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 12, Gdańsk ul. Dobrowolskiego 6, 80-286 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"1917";"2353";"66";"1851";"2";"23";"0";"0";"0";"0";"0";"0";"0";"1847";"0";"0";"1847";"49";"19";"30";"0";"1798";"1359";"439"
"b891-54bd-c90d-4130-d42d-3a32-127d-f0db";"226101";"65";"87";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"1899";"2162";"95";"1804";"0";"45";"1";"1";"0";"0";"0";"0";"1";"1805";"1";"0";"1805";"51";"20";"31";"0";"1754";"1470";"284"
"b97a-c060-7784-0f87-21f1-7218-5fcb-eda7";"226101";"65";"88";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2170";"2508";"127";"2043";"0";"21";"2";"2";"0";"0";"0";"0";"2";"2045";"2";"0";"2045";"63";"20";"43";"0";"1982";"1552";"430"
"4c66-e5c9-9296-a904-81e4-4891-a191-7776";"226101";"65";"89";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2260";"2587";"253";"2007";"2";"17";"0";"0";"0";"0";"0";"0";"0";"2006";"0";"0";"2006";"48";"24";"24";"0";"1958";"1408";"550"
"826c-39a5-f0d7-ce88-8515-45e0-89b3-64e6";"226101";"65";"90";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2325";"2617";"336";"1990";"5";"23";"1";"1";"0";"0";"0";"0";"1";"1991";"1";"0";"1991";"63";"16";"47";"0";"1928";"1366";"562"
"e18b-7184-2068-231f-dc59-8a5c-7757-603b";"226101";"65";"91";"miasto";"stały";"Szkoła Podstawowa Nr 2 z Oddziałami Sportowymi, Gdańsk ul. Marusarzówny 10, 80-288 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2050";"2299";"216";"1834";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1834";"0";"1";"1833";"54";"12";"42";"0";"1779";"1259";"520"
"a697-e1ee-1a2a-c4d6-f0dc-4fe5-765a-d213";"226101";"65";"92";"miasto";"stały";"Niepubliczny Zakład Opieki Zdrowotnej ""PRZYCHODNIA MORENA"" Sp. z o. o., Gdańsk ul. Jaśkowa Dolina 105, 80-286 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"1615";"1807";"244";"1371";"0";"34";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"48";"18";"30";"0";"1320";"890";"430"
"b4ed-25ba-2c16-ed06-251c-d981-5415-5d02";"226101";"65";"93";"miasto";"stały";"Rada Dzielnicy Aniołki, Gdańsk ul. Poniatowskiego 13, 80-156 Gdańsk 48";"m. Gdańsk";"Gdańsk";"pomorskie";"1663";"1849";"193";"1470";"1";"25";"0";"0";"0";"0";"0";"0";"0";"1470";"0";"0";"1470";"34";"8";"26";"0";"1436";"1084";"352"
"056a-0736-60ef-ca2b-1e5c-479c-4b87-619e";"226101";"65";"94";"miasto";"stały";"Szkoła Podstawowa Nr 15, Gdańsk ul. Smoluchowskiego 13, 80-214 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1566";"1926";"237";"1329";"3";"40";"0";"0";"0";"0";"0";"0";"0";"1329";"0";"0";"1329";"38";"10";"28";"0";"1291";"937";"354"
"2798-34a0-c678-f232-721d-f818-6c0f-decb";"226101";"65";"95";"miasto";"stały";"Szkoła Podstawowa Nr 69, Gdańsk ul. Zielony Trójkąt 1, 80-869 Gdańsk 50";"m. Gdańsk";"Gdańsk";"pomorskie";"2060";"2354";"524";"1536";"3";"23";"0";"0";"0";"0";"0";"0";"0";"1536";"0";"0";"1536";"46";"13";"33";"0";"1490";"971";"519"
"6d2d-2bec-50bb-1334-0b65-d33c-2fd5-1f61";"226101";"65";"96";"miasto";"stały";"Szkoła Podstawowa Nr 38, Gdańsk ul. Leśna Góra 2, 80-281 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"2017";"2244";"259";"1758";"0";"18";"0";"0";"0";"0";"0";"0";"0";"1758";"0";"4";"1754";"42";"13";"29";"0";"1712";"1191";"521"
"898e-7d79-5329-b0e1-e3f4-1280-01f5-8997";"226101";"65";"97";"miasto";"stały";"Szkoła Podstawowa Nr 38, Gdańsk ul. Leśna Góra 2, 80-281 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"1876";"2063";"339";"1537";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1537";"0";"0";"1537";"41";"8";"33";"0";"1496";"1029";"467"
"58c4-b3cc-214f-760a-f370-a0b3-8c9b-29db";"226101";"65";"98";"miasto";"stały";"Szkoły im. Św. Jana de La Salle, Gdańsk ul. Słowackiego 101, 80-281 Gdańsk 44";"m. Gdańsk";"Gdańsk";"pomorskie";"1556";"1773";"136";"1420";"0";"22";"2";"2";"0";"0";"0";"0";"2";"1422";"2";"0";"1422";"33";"12";"21";"0";"1389";"1032";"357"
"409a-2ce9-a5ac-58c3-5537-805e-0a64-dce3";"226101";"65";"99";"miasto";"stały";"Szkoła Podstawowa Nr 27, Gdańsk ul. Srebrniki 10, 80-282 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1611";"1857";"202";"1409";"0";"24";"0";"0";"0";"0";"0";"0";"0";"1409";"0";"0";"1409";"44";"6";"38";"0";"1365";"945";"420"
"8bf3-422a-5349-ebc3-30ab-6dd9-2a60-eeab";"226101";"65";"100";"miasto";"stały";"Szkoła Podstawowa Nr 39, Gdańsk ul. Obywatelska 1, 80-259 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1850";"2194";"351";"1484";"1";"45";"0";"0";"0";"0";"0";"0";"0";"1484";"0";"0";"1484";"38";"6";"32";"0";"1446";"1072";"374"
"d30a-c774-85dd-af72-5371-a420-e1e1-4524";"226101";"65";"101";"miasto";"stały";"Szkoła Podstawowa Nr 39, Gdańsk ul. Obywatelska 1, 80-259 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1889";"2326";"144";"1745";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1745";"0";"0";"1745";"72";"26";"46";"0";"1673";"1263";"410"
"20f0-0107-1d1d-e950-dbe6-5cf6-13ea-807b";"226101";"65";"102";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 13, Gdańsk ul. Topolowa 7, 80-255 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1348";"1514";"192";"1156";"4";"8";"0";"0";"0";"0";"0";"0";"0";"1156";"0";"0";"1156";"32";"10";"22";"0";"1124";"812";"312"
"0b73-e9ef-1e24-aca8-be0e-1d16-2173-0f2b";"226101";"65";"103";"miasto";"stały";"Szkoła Podstawowa Nr 45, Gdańsk ul. Matki Polki 3A, 80-251 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1612";"1949";"241";"1371";"1";"48";"0";"0";"0";"0";"0";"0";"0";"1369";"0";"0";"1369";"31";"15";"16";"0";"1338";"984";"354"
"f15c-f779-6ab0-e465-1e7b-7dd8-e8e8-ee73";"226101";"65";"104";"miasto";"stały";"Gdański Zarząd Dróg i Zieleni, Gdańsk ul. Partyzantów 36, 80-254 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1154";"1371";"199";"955";"5";"13";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"25";"2";"23";"0";"928";"652";"276"
"f5e0-d23b-81f6-24e4-4fe6-b22c-8fe5-abef";"226101";"65";"105";"miasto";"stały";"Gdańskie Autobusy i Tramwaje Sp. z o. o., Gdańsk ul. Jaśkowa Dolina 2, 80-252 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1262";"1456";"280";"982";"1";"26";"2";"2";"0";"0";"0";"0";"2";"984";"2";"0";"984";"36";"7";"29";"0";"948";"688";"260"
"c999-b42e-d82c-57ed-f4e4-fe55-0f3c-10bc";"226101";"65";"106";"miasto";"stały";"Polska Akademia Nauk Oddział w Gdańsku, Gdańsk ul. Jaśkowa Dolina 31, 80-286 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1403";"1582";"223";"1180";"5";"11";"0";"0";"0";"0";"0";"0";"0";"1180";"0";"0";"1180";"29";"5";"24";"0";"1151";"813";"338"
"98d5-8299-7d66-eddb-d0f9-0a1f-c93c-40b7";"226101";"65";"107";"miasto";"stały";"Przedszkole Nr 4, Gdańsk ul. Do Studzienki 36, 80-227 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"960";"1108";"189";"771";"1";"16";"0";"0";"0";"0";"0";"0";"0";"771";"0";"0";"771";"25";"8";"17";"0";"746";"566";"180"
"8c96-23d9-3653-27e2-98a1-50da-642c-6680";"226101";"65";"108";"miasto";"stały";"Pomorskie Szkoły Rzemiosł, Gdańsk ul. Sobieskiego 90, 80-216 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"640";"722";"90";"551";"0";"6";"1";"1";"0";"0";"0";"0";"1";"552";"1";"0";"552";"17";"4";"13";"0";"535";"390";"145"
"f0f8-103c-aa8d-690b-9129-0634-9129-0d25";"226101";"65";"109";"miasto";"stały";"Szkoły Okrętowe i Techniczne ""CONRADINUM"", Gdańsk ul. Piramowicza 1/2, 80-218 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"947";"1086";"197";"750";"0";"13";"0";"0";"0";"0";"0";"0";"0";"750";"0";"0";"750";"33";"11";"22";"0";"717";"508";"209"
"113f-7450-1304-7373-f8fc-de8b-e255-6ecc";"226101";"65";"110";"miasto";"stały";"Szkoła Podstawowa Nr 17, Gdańsk ul. Czarnieckiego 2, 80-239 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1215";"1422";"227";"988";"2";"23";"2";"2";"0";"0";"0";"0";"2";"990";"2";"0";"990";"25";"10";"15";"0";"965";"692";"273"
"ef0a-f697-f3ba-cb9a-7c20-a38e-e0cd-6f66";"226101";"65";"111";"miasto";"stały";"Centrum Kształcenia Zawodowego i Ustawicznego Nr 1, Gdańsk Al. Hallera 16/18, 80-426 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1916";"2192";"336";"1580";"1";"25";"0";"0";"0";"0";"0";"0";"0";"1578";"0";"0";"1578";"46";"11";"35";"0";"1532";"1059";"473"
"c039-c790-9c30-07bf-7b23-8c8e-ef14-1d39";"226101";"65";"112";"miasto";"stały";"WINDA-Gdański Archipelag Kultury, Gdańsk ul. Racławicka 17, 80-406 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1295";"1448";"303";"1006";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"26";"8";"18";"0";"980";"674";"306"
"6581-150f-3296-b186-f896-4c6e-5149-8279";"226101";"65";"113";"miasto";"stały";"Szkoła Podstawowa Nr 52, Gdańsk ul. Kościuszki 111, 80-427 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1591";"1818";"263";"1328";"0";"7";"2";"2";"0";"0";"0";"0";"2";"1330";"2";"0";"1330";"45";"12";"33";"0";"1285";"840";"445"
"3f7f-827e-c6ba-901e-a874-6d94-cadd-7524";"226101";"65";"114";"miasto";"stały";"Szkoła Podstawowa Nr 52, Gdańsk ul. Kościuszki 111, 80-427 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1735";"2063";"253";"1482";"3";"7";"0";"0";"0";"0";"0";"0";"0";"1482";"0";"0";"1482";"58";"16";"42";"0";"1424";"949";"475"
"2b9a-98dc-cb16-7b3c-4f4d-214b-7a26-53a0";"226101";"65";"115";"miasto";"stały";"Szkoła Podstawowa Nr 52, Gdańsk ul. Kościuszki 111, 80-427 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1454";"1666";"288";"1166";"1";"38";"2";"2";"0";"0";"0";"0";"2";"1168";"2";"0";"1168";"23";"11";"12";"0";"1145";"764";"381"
"596f-18c3-51c4-4327-ef87-a8b1-80e6-596a";"226101";"65";"116";"miasto";"stały";"Szkoła Podstawowa Nr 24, Gdańsk ul. Lilli Wenedy 19, 80-419 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1369";"1542";"229";"1140";"1";"26";"0";"0";"0";"0";"0";"0";"0";"1140";"0";"0";"1140";"42";"3";"39";"0";"1098";"802";"296"
"5832-310f-9408-cb4c-b810-922a-683f-21e2";"226101";"65";"117";"miasto";"stały";"Ogólnokształcąca Szkoła Baletowa, Gdańsk Al. Legionów 3, 80-441 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1516";"1778";"270";"1246";"2";"32";"0";"0";"0";"0";"0";"0";"0";"1246";"0";"1";"1245";"40";"12";"28";"0";"1205";"837";"368"
"2d39-2a9f-963e-2a5f-d43c-4710-c339-39d8";"226101";"65";"118";"miasto";"stały";"Zespół Szkół Gastronomiczno-Hotelarskich, Gdańsk Al. Legionów 7, 80-441 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1507";"1713";"415";"1092";"1";"11";"1";"1";"0";"0";"0";"0";"1";"1093";"1";"0";"1093";"45";"10";"35";"0";"1048";"695";"353"
"2f18-d672-3e4f-831c-ac31-bdca-12da-40a5";"226101";"65";"119";"miasto";"stały";"Szkoła Podstawowa Nr 49, Gdańsk Al. Legionów 11, 80-441 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1466";"1669";"295";"1171";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1171";"0";"0";"1171";"46";"11";"35";"0";"1125";"728";"397"
"0a38-8738-0633-97ed-872e-b63f-80d2-96d4";"226101";"65";"120";"miasto";"stały";"XIX Liceum Ogólnokształcące, Gdańsk ul. Pestalozziego 11/13, 80-445 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1449";"1768";"152";"1297";"2";"28";"2";"2";"0";"0";"0";"0";"2";"1299";"2";"0";"1299";"36";"13";"23";"0";"1263";"914";"349"
"9b4f-5355-d150-25b8-428f-629d-4f52-236f";"226101";"65";"121";"miasto";"stały";"II Liceum Ogólnokształcące, Gdańsk ul. Pestalozziego 7/9, 80-445 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1285";"1493";"278";"1007";"1";"35";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"28";"9";"19";"0";"979";"699";"280"
"05b6-c9b5-39fd-4e65-4320-9617-13ab-5863";"226101";"65";"122";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 1, Gdańsk ul. Wilka-Krzyżanowskiego 8, 80-271 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1743";"1956";"264";"1479";"5";"19";"1";"1";"0";"0";"0";"0";"1";"1479";"1";"0";"1479";"34";"10";"24";"0";"1445";"1042";"403"
"5a03-4689-9778-c6c1-49f5-ac29-fc88-f8e8";"226101";"65";"123";"miasto";"stały";"Rada Dzielnicy Strzyża, Gdańsk ul. Sychty 12, 80-276 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"1218";"1304";"193";"1025";"1";"30";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"31";"7";"24";"0";"993";"770";"223"
"6305-122a-8908-24e0-353d-6f73-0840-a262";"226101";"65";"124";"miasto";"stały";"Państwowe Szkoły Budownictwa, Gdańsk Al. Grunwaldzka 238, 80-266 Gdańsk 6";"m. Gdańsk";"Gdańsk";"pomorskie";"981";"1166";"86";"896";"0";"28";"1";"1";"0";"0";"0";"0";"1";"897";"1";"0";"897";"24";"4";"20";"0";"873";"657";"216"
"1317-f892-cb1d-54bf-eed5-768c-489e-4306";"226101";"65";"125";"miasto";"stały";"Szkoła Podstawowa Nr 48, Gdańsk ul. Burzyńskiego 10, 80-462 Gdańsk 22";"m. Gdańsk";"Gdańsk";"pomorskie";"2202";"2493";"243";"1958";"2";"38";"3";"3";"0";"0";"0";"0";"3";"1959";"3";"0";"1959";"52";"16";"36";"0";"1907";"1300";"607"
"d59f-34b8-4f0f-dc28-e1cf-a271-9325-a971";"226101";"65";"126";"miasto";"stały";"Szkoła Podstawowa Nr 48, Gdańsk ul. Burzyńskiego 10, 80-462 Gdańsk 22";"m. Gdańsk";"Gdańsk";"pomorskie";"2567";"2890";"367";"2200";"2";"14";"4";"4";"0";"0";"0";"0";"4";"2204";"4";"0";"2204";"58";"19";"39";"0";"2146";"1488";"658"
"ec66-084f-04bb-3bb9-baf8-0f3b-2a8c-5dfa";"226101";"65";"127";"miasto";"stały";"Niepubliczna Szkoła Podstawowa ""NASZA SZKOŁA"", Gdańsk ul. Ciołkowskiego 10, 80-463 Gdańsk 22";"m. Gdańsk";"Gdańsk";"pomorskie";"1717";"1913";"278";"1439";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1438";"0";"0";"1438";"38";"8";"30";"0";"1400";"961";"439"
