"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Małgorzata Maria KIDAWA-BŁOŃSKA - nr na liście 1";"Katarzyna Anna LUBNAUER - nr na liście 2";"Dariusz Kajetan ROSATI - nr na liście 3";"Joanna FABISIAK - nr na liście 4";"Jarosław Sergiusz SZOSTAKOWSKI - nr na liście 5";"Katarzyna Maria PIEKARSKA - nr na liście 6";"Michał Roch SZCZERBA - nr na liście 7";"Sławomir POTAPOWICZ - nr na liście 8";"Urszula Sara ZIELIŃSKA - nr na liście 9";"Roman Jacek KOSECKI - nr na liście 10";"Paweł Rafał POTOROCZYN - nr na liście 11";"Alicja DĄBROWSKA - nr na liście 12";"Klaudia Krystyna JACHIRA - nr na liście 13";"Krzysztof Piotr SKOLIMOWSKI - nr na liście 14";"Dorota Ewa ŁOBODA - nr na liście 15";"Bożena Maria MANARCZYK - nr na liście 16";"Wojciech Józef BORKOWSKI - nr na liście 17";"Sylwia KRAJEWSKA - nr na liście 18";"Dawid KACPRZYK - nr na liście 19";"Jolanta MIŚKIEWICZ - nr na liście 20";"Krzysztof Stanisław LUFT - nr na liście 21";"Bogusław Kazimierz ŁOBACZ - nr na liście 22";"Jerzy Norbert SKRZECZ - nr na liście 23";"Marta Katarzyna TURSKA - nr na liście 24";"Arkadiusz PIOTROWSKI - nr na liście 25";"Agnieszka Monika WYRWAŁ - nr na liście 26";"Anna RUDZIAK - nr na liście 27";"Anna Elżbieta SAMCZYK - nr na liście 28";"Lilianna Irena LACH - nr na liście 29";"Ilona Joanna ŁĄCKA - nr na liście 30";"Igor ROGULSKI - nr na liście 31";"Edyta Róża LEŚNIAK - nr na liście 32";"Aleksander WASYLUK - nr na liście 33";"Patrycja Maria CHMIEL - nr na liście 34";"Tadeusz Edward ROSS - nr na liście 35";"Paweł Konrad WOJDA - nr na liście 36";"Anna Małgorzata STELMASZYK - nr na liście 37";"Myroslava KERYK - nr na liście 38";"Łukasz KRASOŃ - nr na liście 39";"Aleksandra Małgorzata GAJEWSKA - nr na liście 40";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Janusz Ryszard KORWIN-MIKKE - nr na liście 1";"Bartłomiej Artur PEJO - nr na liście 2";"Paweł Juliusz SKUTECKI - nr na liście 3";"Mirosława Zofia MODELSKA-CREECH - nr na liście 4";"Wiesław Marian MAGIERA - nr na liście 5";"Aleksander Filip KOWALIŃSKI - nr na liście 6";"Ewa Alicja NITECKA - nr na liście 7";"Jan BOROWSKI - nr na liście 8";"Krystyna Anna KRZEKOTOWSKA - nr na liście 9";"Gabriela Zofia JURKIEWICZ - nr na liście 10";"Alina Barbara WAWER - nr na liście 11";"Sławomir TUMANOWICZ - nr na liście 12";"Andrzej Paweł KUMÓR - nr na liście 13";"Justyna Stefania KRANAS - nr na liście 14";"Krystian Zbigniew ŻELAZNY - nr na liście 15";"Sebastian ROSS - nr na liście 16";"Magdalena ZIĘTEK-WIELOMSKA - nr na liście 17";"Antoni Konrad URBANEK - nr na liście 18";"Wojciech Bartosz ZIÓŁKOWSKI - nr na liście 19";"Jan Antoni BODAKOWSKI - nr na liście 20";"Jarosław Grzegorz KOWALSKI - nr na liście 21";"Łukasz Zbigniew JARZĄBEK - nr na liście 22";"Agnieszka KOWALSKA - nr na liście 23";"Izabela KESSLING - nr na liście 24";"Andrzej BABIAK - nr na liście 25";"Jacek Piotr FLORYSIAK - nr na liście 26";"Piotr Roman STERKOWSKI - nr na liście 27";"Rafał Przemysław DMOWSKI - nr na liście 28";"Angelika Justyna POKOJSKA - nr na liście 29";"Martyna UTECHT - nr na liście 30";"Urszula Irena KRELLER-STANISŁAWEK - nr na liście 31";"Paulina NIEZNAŃSKA - nr na liście 32";"Rafał Patryk KŁOS - nr na liście 33";"Marcin Józef KUŚMIERCZYK - nr na liście 34";"Rajmund Krzysztof KASPRZAK - nr na liście 35";"Adam KASJANIUK - nr na liście 36";"Jakub Maciej RUMIŃSKI - nr na liście 37";"Włodzimierz Witold ROSOWSKI - nr na liście 38";"Katarzyna Maria ZIÓŁKOWSKA - nr na liście 39";"Mariusz Lesław KROGULSKI - nr na liście 40";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Władysław Teofil BARTOSZEWSKI - nr na liście 1";"Anna Małgorzata OJER - nr na liście 2";"Joanna Maria STANISZKIS - nr na liście 3";"Izabela STELMAŃSKA - nr na liście 4";"Stanisław Piotr HELWING - nr na liście 5";"Michał Janusz WĄSOWICZ - nr na liście 6";"Walentyna RAKIEL-CZARNECKA - nr na liście 7";"Halina FLIS-KUCZYŃSKA - nr na liście 8";"Juliusz Jakub ZAWŁOCKI - nr na liście 9";"Emil Krzysztof SAWICKI - nr na liście 10";"Michał Stanisław STRĄK - nr na liście 11";"Teresa Maria BOGIEL - nr na liście 12";"Wiktor Zbigniew MASŁOWSKI - nr na liście 13";"Adam Krzysztof ŁUKASIEWICZ - nr na liście 14";"Lucyna Gertruda WASILEWSKA - nr na liście 15";"Marcin Tomasz PŁOWICZ - nr na liście 16";"Karol Tomasz BIELSKI - nr na liście 17";"Janusz DYDUCH - nr na liście 18";"Tatiana Joanna GARSTKA - nr na liście 19";"Roman ŁAZARSKI - nr na liście 20";"Anna Józefa PANAS - nr na liście 21";"Teresa Maria WYSZYŃSKA - nr na liście 22";"Agata Zofia GRUDOWSKA - nr na liście 23";"Mirosława RUTKOWSKA - nr na liście 24";"Marek Antoni MARECKI - nr na liście 25";"Aleksander Paweł MAZUREK - nr na liście 26";"Piotr Krzysztof OWCZARSKI - nr na liście 27";"Elżbieta Barbara KOZUBEK - nr na liście 28";"Karolina MISIEJKO - nr na liście 29";"Małgorzata Halina PASTEWKA - nr na liście 30";"Kamil Ernest NOWOSIELSKI - nr na liście 31";"Katarzyna Agata WIECZOREK - nr na liście 32";"Bożenna Jolanta GOŁOTA - nr na liście 33";"Zbigniew CZAPLICKI - nr na liście 34";"Andrzej Wojciech WRÓBLEWSKI - nr na liście 35";"Jerzy MAZUREK - nr na liście 36";"Alicja Elżbieta CHOIŃSKA - nr na liście 37";"Piotr Ludomir SZYMANEK - nr na liście 38";"Sebastian Adrian TYSZCZUK - nr na liście 39";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Jarosław Aleksander KACZYŃSKI - nr na liście 1";"Mariusz KAMIŃSKI - nr na liście 2";"Małgorzata Maria GOSIEWSKA - nr na liście 3";"Piotr Aleksander NAIMSKI - nr na liście 4";"Jarosław Karol KRAJEWSKI - nr na liście 5";"Paweł Jacek LISIECKI - nr na liście 6";"Zbigniew GRYGLAS - nr na liście 7";"Ewa TOMASZEWSKA - nr na liście 8";"Sebastian Jerzy KALETA - nr na liście 9";"Małgorzata Maria WYPYCH - nr na liście 10";"Andrzej Józef MELAK - nr na liście 11";"Olga Ewa SEMENIUK - nr na liście 12";"Patryk GÓRSKI - nr na liście 13";"Adam Zbigniew BOROWSKI - nr na liście 14";"Filip Jakub FRĄCKOWIAK - nr na liście 15";"Wojciech Maciej CHOJNOWSKI - nr na liście 16";"Mirosława Hanna TERLECKA - nr na liście 17";"Piotr Paweł GOZDEK - nr na liście 18";"Ewa PERET - nr na liście 19";"Krzysztof Robert GÓRSKI - nr na liście 20";"Krzysztof Tomasz BOSAK - nr na liście 21";"Bożena KOLASIŃSKA - nr na liście 22";"Marek Jan CACKOWSKI - nr na liście 23";"Katarzyna Maria POLAK - nr na liście 24";"Sławomir Stanisław KACPROWICZ - nr na liście 25";"Ewa Maria SMALCERZ - nr na liście 26";"Teresa MIODUSZEWSKA - nr na liście 27";"Stefan KULESZA - nr na liście 28";"Izabela Joanna CZARTORYSKA-PLUTECKA - nr na liście 29";"Paweł Andrzej TERLECKI - nr na liście 30";"Krzysztof WYSOCKI - nr na liście 31";"Anna KĘZIK - nr na liście 32";"Irena GAJEWSKA - nr na liście 33";"Paweł SZYMAŃSKI - nr na liście 34";"Aneta PALUSZEK - nr na liście 35";"Agnieszka Jadwiga JAKUBOWSKA - nr na liście 36";"Maciej MOLICKI - nr na liście 37";"Paweł Krzysztof KSIĘŻAK - nr na liście 38";"Grzegorz Paweł REJOWSKI - nr na liście 39";"Wojciech Jakub ZABŁOCKI - nr na liście 40";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Adrian Tadeusz ZANDBERG - nr na liście 1";"Anna Maria ŻUKOWSKA - nr na liście 2";"Anna Małgorzata TARCZYŃSKA - nr na liście 3";"Magdalena Agnieszka BIEJAT - nr na liście 4";"Krzysztof LIEDEL - nr na liście 5";"Filip Tadeusz PELC - nr na liście 6";"Bożena Marta PRZYŁUSKA - nr na liście 7";"Hanna Janina BRÓZDA - nr na liście 8";"Katarzyna Beata DUDA - nr na liście 9";"Mateusz Zbigniew STĘPIEŃ - nr na liście 10";"Sebastian Roman LISZKA - nr na liście 11";"Danuta Beata POSTNIKOFF - nr na liście 12";"Joanna Beata WICHA - nr na liście 13";"Jacek Zbigniew KUBIAK - nr na liście 14";"Mateusz Wojciech GOŹDZIKOWSKI - nr na liście 15";"Urszula Teresa KUCZYŃSKA - nr na liście 16";"Łukasz Kamil MYCKA - nr na liście 17";"Joanna Maria KELLES-KRAUZ - nr na liście 18";"Wojciech OŻDŻEŃSKI - nr na liście 19";"Dariusz Krzysztof ROZENEK - nr na liście 20";"Joanna Wanda BRONOWICKA - nr na liście 21";"Maciej Włodzimierz DUNIN-BORKOWSKI - nr na liście 22";"Inga Maria DOMAŃSKA - nr na liście 23";"Jerzy Marian RYTEL - nr na liście 24";"Andrzej Wiktor WRÓBLEWSKI - nr na liście 25";"Anna Paulina PAJĘCKA - nr na liście 26";"Anna Klara JAGODZIŃSKA - nr na liście 27";"Daniel MIENIEWSKI - nr na liście 28";"Agnieszka LUTOSTAŃSKA - nr na liście 29";"Małgorzata Anna SÓJKA - nr na liście 30";"Cezary ŻURAWSKI - nr na liście 31";"Anna Paulina SADOWSKA - nr na liście 32";"Krzysztof Stanisław MIERZWIŃSKI - nr na liście 33";"Katarzyna Anna KOWALSKA-ZIĘTARA - nr na liście 34";"Joanna Maria GODLEWSKA - nr na liście 35";"Karol Andrzej SZUSTAKIEWICZ - nr na liście 36";"Grzegorz Jan JANICZAK - nr na liście 37";"Patryk Piotr UTOWKA - nr na liście 38";"Marta Zofia SAYED - nr na liście 39";"Piotr GADZINOWSKI - nr na liście 40";"Liczba obwodów"
"146502";"dzielnica w m.st. Warszawa";"Bemowo";"Warszawa";"mazowieckie";85649;95372;9268;76377;58;956;2;2;0;0;0;0;2;76327;2;16;76311;339;141;198;0;75972;33842;25052;1629;1360;299;224;460;1075;113;333;256;190;206;265;45;263;36;66;80;110;64;104;87;18;127;28;133;30;57;28;53;24;17;45;52;66;68;34;21;152;572;5121;2921;540;259;150;83;78;153;94;29;64;30;47;26;15;32;41;48;18;25;19;28;23;38;15;24;14;8;61;9;13;6;20;12;5;5;8;10;14;37;99;4087;1843;436;550;127;39;40;32;29;32;130;21;30;42;39;26;20;28;31;27;25;21;28;23;19;15;28;22;20;31;7;37;39;33;8;5;18;43;15;128;19478;12570;1098;690;235;1320;285;216;287;845;138;85;126;97;136;133;16;29;16;62;52;99;29;197;84;24;24;34;31;63;42;23;37;33;27;64;39;9;16;11;156;13444;7962;1009;870;726;214;153;374;40;90;78;50;27;116;83;19;70;26;28;16;473;34;24;70;25;24;28;57;11;26;30;27;57;4;19;54;20;16;26;92;376;50
"146503";"dzielnica w m.st. Warszawa";"Białołęka";"Warszawa";"mazowieckie";80853;90543;9794;71060;42;968;10;10;0;0;0;0;10;71045;10;15;71030;329;159;170;0;70701;30385;21202;1511;1294;284;161;494;631;142;318;247;172;296;256;59;282;37;62;115;93;67;143;69;43;107;45;95;40;35;41;144;31;40;51;51;67;91;34;21;169;1345;5173;2842;511;314;134;72;62;191;110;39;58;37;67;19;14;29;42;55;18;26;33;22;22;62;17;11;11;13;46;17;12;5;37;19;9;13;11;16;9;53;95;4437;1942;465;522;250;27;53;30;41;34;113;27;58;41;38;46;22;34;23;23;36;28;41;35;25;20;22;18;21;47;13;25;51;42;19;15;22;50;18;100;18477;11346;882;654;198;635;1230;256;240;877;169;67;137;97;133;99;15;38;240;84;93;115;35;18;106;18;14;32;27;101;31;24;35;43;36;48;52;12;20;19;201;12229;7015;889;776;587;184;623;330;39;66;52;42;42;115;54;24;58;22;21;24;321;39;19;78;40;20;27;56;10;26;30;25;66;12;31;57;20;18;47;55;269;55
"146504";"dzielnica w m.st. Warszawa";"Bielany";"Warszawa";"mazowieckie";94552;104178;13524;81026;107;1061;12;12;0;0;0;0;12;80964;12;27;80937;407;192;215;0;80530;33245;24433;1467;1218;631;167;507;821;140;391;180;234;221;266;69;311;33;182;104;77;40;152;56;25;88;31;139;44;25;25;48;25;35;53;50;85;102;30;30;169;541;5362;3003;574;285;167;87;67;144;103;50;101;34;55;14;11;45;35;63;18;26;44;22;23;37;18;10;10;9;51;14;13;3;21;21;13;13;9;15;14;50;70;3712;1730;408;432;98;34;37;26;49;34;84;22;31;34;87;21;16;34;30;29;25;20;24;15;20;15;16;21;21;35;9;29;34;30;13;11;18;36;10;74;24938;16759;1252;959;394;898;468;290;305;1299;193;215;111;107;183;185;20;46;17;54;85;115;52;46;100;18;22;42;51;113;50;22;33;24;40;53;52;6;8;17;234;13273;7390;934;963;1070;192;149;492;34;80;54;71;34;168;73;25;61;16;24;28;343;37;25;67;25;15;25;71;12;29;46;20;73;13;39;47;20;15;76;74;343;50
"146505";"dzielnica w m.st. Warszawa";"Mokotów";"Warszawa";"mazowieckie";154943;176443;19023;135904;157;2714;29;28;0;1;0;0;28;135834;28;23;135811;749;345;404;0;135062;60320;43884;2871;2724;426;383;1172;1433;198;825;377;576;373;504;247;406;43;77;204;164;81;442;103;36;202;48;139;50;30;51;82;42;54;104;120;201;247;49;67;296;989;8038;4618;855;416;288;100;92;199;143;72;89;48;81;27;18;49;72;95;27;38;58;25;32;66;17;21;18;22;84;16;12;5;39;32;8;11;11;14;29;54;137;6038;2958;675;748;159;53;77;39;75;56;142;49;53;42;39;43;18;27;40;31;66;35;44;21;27;28;28;25;22;43;33;30;53;57;11;12;23;47;17;92;33872;22670;1829;1068;676;1201;641;363;467;1454;229;262;145;674;257;338;20;51;26;81;106;162;46;19;121;26;34;52;28;148;51;38;39;52;53;58;47;12;17;7;304;26794;14877;1934;1738;2336;429;227;862;235;157;113;146;103;338;113;55;128;26;50;44;940;70;32;150;43;37;46;117;21;50;47;40;123;16;52;99;35;26;52;124;763;99
"146506";"dzielnica w m.st. Warszawa";"Ochota";"Warszawa";"mazowieckie";58858;65896;9009;49845;100;1154;17;17;0;0;0;0;17;49846;17;5;49841;271;124;147;0;49570;21308;15654;991;864;195;303;288;437;99;245;145;222;133;164;53;166;17;26;49;163;39;111;40;12;76;30;51;21;14;21;31;14;19;44;49;42;58;14;44;115;249;3275;1887;332;167;100;43;32;86;60;27;54;16;50;8;6;26;23;48;7;25;12;19;8;30;9;7;9;4;22;10;11;2;18;8;10;12;7;8;5;24;43;2295;1075;238;305;54;17;51;17;26;32;69;12;22;23;14;14;7;12;13;9;16;12;14;12;13;11;16;10;11;12;9;10;23;19;1;8;6;18;9;55;13268;8896;686;437;261;579;274;135;232;581;91;55;59;91;99;175;20;35;8;29;50;66;27;8;36;11;8;14;9;52;22;19;19;20;10;26;24;7;3;5;89;9424;5084;713;669;924;112;68;334;27;57;43;46;26;152;63;22;50;11;9;26;270;31;27;56;13;25;19;41;5;16;29;8;36;1;19;42;12;12;19;45;262;47
"146507";"dzielnica w m.st. Warszawa";"Praga-Południe";"Warszawa";"mazowieckie";130502;145781;19484;111021;93;1707;18;17;1;0;0;0;16;110969;16;32;110937;684;292;392;0;110253;46444;33937;2033;1775;320;229;796;893;210;606;310;392;355;398;104;330;645;110;96;121;73;204;86;39;232;62;88;42;26;67;78;27;35;68;64;101;171;36;62;225;998;6711;3812;654;348;213;98;78;150;164;52;106;72;89;17;19;46;26;75;16;40;36;32;18;54;21;20;18;18;62;16;24;7;24;29;11;14;16;15;20;63;118;5163;2420;670;595;128;53;55;41;52;40;168;37;36;49;41;36;15;35;39;34;35;25;29;20;20;21;30;19;30;52;12;20;41;69;11;19;13;39;19;95;32409;19977;1789;917;610;1581;1344;314;329;1935;548;392;209;150;215;241;29;123;32;74;60;144;37;8;108;47;21;43;27;121;52;335;36;47;56;39;80;9;15;11;304;19526;10734;1567;1302;1591;336;160;702;54;131;73;88;61;239;109;39;104;28;46;45;544;75;31;111;42;39;51;90;17;55;55;34;101;13;51;86;25;29;51;114;503;85
"146508";"dzielnica w m.st. Warszawa";"Praga-Północ";"Warszawa";"mazowieckie";43901;49514;9995;33906;30;615;5;5;0;0;0;0;5;33886;5;14;33872;224;108;116;0;33648;11918;8768;476;436;99;60;203;186;44;133;83;103;276;97;25;74;12;44;27;29;30;47;18;12;38;16;35;12;9;21;25;11;15;65;24;18;36;9;19;43;240;2050;1196;176;91;52;36;31;46;52;20;32;15;16;7;7;14;18;22;6;12;14;8;17;18;7;6;2;3;25;1;3;3;13;7;6;5;5;2;4;14;38;1378;608;138;157;44;16;12;13;18;14;37;10;14;14;15;9;2;10;10;7;16;8;8;5;10;10;5;23;4;19;4;10;20;20;4;8;10;10;11;25;12131;5567;309;173;100;249;4262;54;64;398;50;33;43;16;51;57;6;16;5;13;10;30;13;4;23;2;0;46;4;33;10;5;14;16;11;12;15;5;2;3;407;6171;3290;421;347;722;65;63;223;22;53;31;44;11;103;29;15;46;10;16;14;142;25;15;36;14;13;14;39;2;27;13;12;37;3;19;23;8;10;13;22;159;31
"146509";"dzielnica w m.st. Warszawa";"Rembertów";"Warszawa";"mazowieckie";16250;18109;2455;13795;10;134;0;0;0;0;0;0;0;13794;0;1;13793;70;25;45;0;13723;5571;3590;217;153;40;24;57;67;8;42;36;22;29;37;20;17;16;17;18;10;13;15;9;7;30;903;14;1;3;3;6;8;1;1;5;7;9;5;1;20;90;928;582;71;34;34;8;10;13;21;4;14;12;11;3;2;10;5;5;3;6;4;6;6;12;0;1;2;1;8;4;0;0;7;7;2;1;1;0;0;8;10;695;297;110;68;17;7;6;2;16;5;17;9;7;7;8;5;2;8;6;6;2;3;8;1;2;1;7;3;2;8;0;2;8;10;2;2;4;10;2;15;4442;2562;210;97;55;395;98;73;36;295;60;264;18;15;19;57;5;4;2;13;11;14;0;1;18;8;5;8;8;12;7;5;8;8;6;3;10;1;3;1;27;2087;1221;175;102;87;45;10;61;5;11;16;9;2;19;13;9;10;1;2;6;99;8;3;13;5;1;2;12;0;5;6;7;7;2;6;11;5;1;4;9;77;13
"146510";"dzielnica w m.st. Warszawa";"Śródmieście";"Warszawa";"mazowieckie";79805;91567;11318;68479;123;3394;29;26;4;1;0;0;21;68407;21;9;68398;360;153;207;0;68038;28858;20954;1313;1150;220;180;518;856;128;462;148;455;168;279;47;218;39;46;61;53;41;198;50;20;71;29;61;34;13;39;38;27;16;36;39;53;142;17;27;156;456;3642;2127;327;168;134;48;39;95;72;29;54;23;42;16;5;21;33;47;10;17;26;19;17;17;6;11;7;8;25;8;11;6;18;8;3;9;4;8;17;30;77;2712;1456;249;326;54;29;37;15;20;21;75;15;17;17;24;15;8;6;15;8;13;14;17;12;8;13;12;8;9;17;16;9;22;16;11;10;9;25;8;56;19112;12740;1036;616;356;630;448;197;223;1075;184;99;123;82;184;248;32;27;11;47;105;67;47;15;57;13;11;23;29;75;30;17;11;21;15;22;29;11;6;9;141;13714;7459;889;906;1528;193;136;588;31;74;55;76;47;225;69;29;59;22;34;29;322;56;21;70;16;13;20;47;7;22;37;18;59;8;26;41;20;23;29;46;364;48
"146511";"dzielnica w m.st. Warszawa";"Targówek";"Warszawa";"mazowieckie";87956;97222;16159;71748;54;665;9;9;1;0;0;0;9;71715;9;80;71635;416;204;212;0;71219;27465;20602;1109;974;217;204;364;494;102;208;254;146;278;223;44;176;33;81;67;55;265;88;56;33;87;39;62;30;12;101;56;21;24;40;45;51;56;31;17;112;608;4699;2689;423;242;130;68;53;155;111;24;62;37;57;13;11;36;29;56;21;22;21;24;25;42;13;14;12;13;53;23;16;6;29;32;4;8;5;3;9;43;65;3465;1512;358;392;135;29;47;24;35;29;102;26;75;25;33;24;17;18;26;27;24;23;34;20;12;31;23;19;18;43;11;16;43;40;21;12;10;51;22;58;25083;15817;1172;747;238;1517;1389;227;279;1397;135;234;152;93;150;150;23;34;38;64;67;89;34;12;98;16;20;49;24;174;39;40;28;29;33;60;65;10;9;7;324;10507;6190;748;668;581;152;114;298;43;81;56;39;26;124;56;23;54;21;23;26;357;33;18;57;31;24;26;61;11;32;34;18;55;8;22;52;11;8;18;44;264;44
"146512";"dzielnica w m.st. Warszawa";"Ursus";"Warszawa";"mazowieckie";39211;44418;4785;34425;30;374;2;2;0;0;0;0;2;34382;2;1;34381;213;112;101;0;34168;14093;10038;524;494;92;68;155;180;41;100;106;57;66;116;22;68;15;14;28;1291;33;46;30;5;22;19;31;18;9;25;19;10;15;14;22;22;25;16;12;52;173;2477;1458;214;132;73;32;12;66;44;14;40;22;26;11;7;15;24;16;7;9;13;10;13;17;7;12;5;1;26;4;6;3;21;10;8;9;5;5;5;23;52;1752;722;216;189;47;13;42;12;23;9;59;10;12;13;19;42;7;9;24;14;14;7;14;16;8;11;19;7;8;17;6;6;25;17;9;7;10;18;10;41;11283;6979;586;500;163;893;273;116;143;544;80;51;55;60;89;66;7;26;12;34;52;70;22;10;65;12;15;18;12;29;22;22;13;23;32;36;26;2;6;9;110;4563;2640;342;364;260;54;32;109;17;33;27;24;17;61;35;11;26;6;10;9;121;15;18;30;11;7;14;26;4;15;12;6;27;0;14;22;5;5;8;29;97;22
