"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Przemysław Jacek BŁASZCZYK";"Krzysztof Mariusz DEBICH";"Dariusz Andrzej PIGŁOWSKI"
"69ff-636f-b65d-2201-2e4f-2f0a-2808-d5dc";"100509";"25";"4";"wieś";"stały";"Szkoła Podstawowa w Mysłakowie, Mysłaków ul. Szkolna 32, 99-416 Nieborów";"gm. Nieborów";"łowicki";"łódzkie";"1004";"1101";"328";"676";"0";"0";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"20";"3";"17";"0";"656";"408";"189";"59"
"da8e-e2b5-d41c-5a53-3dd0-4e10-acaa-6499";"100509";"25";"5";"wieś";"stały";"Szkoła Podstawowa w Bobrownikach, Bobrowniki 126, 99-418 Bełchów";"gm. Nieborów";"łowicki";"łódzkie";"887";"974";"231";"656";"0";"4";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"13";"2";"11";"0";"642";"450";"144";"48"
"e10b-b688-d726-db4d-d6f5-61aa-5bc8-051a";"100509";"25";"6";"wieś";"stały";"Szkoła Podstawowa w Bełchowie, Bełchów 85, 99-418 Bełchów";"gm. Nieborów";"łowicki";"łódzkie";"868";"963";"335";"533";"1";"0";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"8";"0";"8";"0";"525";"327";"152";"46"
"6596-79ba-d9b9-243e-44a5-c753-9a59-30c8";"100509";"25";"7";"wieś";"stały";"Filia Gminnego Ośrodka Kultury w Bełchowie, ul. 1 Maja 9, 99-418 Bełchów";"gm. Nieborów";"łowicki";"łódzkie";"1156";"1264";"310";"846";"0";"3";"0";"0";"0";"0";"0";"0";"0";"846";"0";"0";"846";"19";"8";"11";"0";"827";"490";"266";"71"
"1ee9-2cc2-764f-980e-8240-8b88-40db-b001";"100509";"25";"8";"wieś";"stały";"Szkoła Podstawowa w Dzierzgówku, Dzierzgówek 15, 99-418 Bełchów";"gm. Nieborów";"łowicki";"łódzkie";"313";"341";"75";"238";"0";"0";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"7";"2";"5";"0";"231";"149";"63";"19"
"3851-afb0-730b-0506-a2ba-2152-895d-90eb";"100510";"25";"1";"wieś";"stały";"Biblioteka Publiczna i Dom Kultury Gminy Zduny w Zdunach, Zduny 1F, 99-440 Zduny";"gm. Zduny";"łowicki";"łódzkie";"1325";"1450";"469";"856";"0";"0";"0";"0";"0";"0";"0";"0";"0";"856";"0";"0";"856";"31";"2";"29";"0";"825";"447";"283";"95"
"0023-1f84-4468-aae2-a306-0d86-0d0e-37ce";"100510";"25";"2";"wieś";"stały";"Budynek po Szkole Podstawowej w Strugienicach, Strugienice 38a, 99-440 Zduny";"gm. Zduny";"łowicki";"łódzkie";"728";"786";"260";"468";"0";"1";"0";"0";"0";"0";"0";"0";"0";"468";"0";"0";"468";"19";"5";"14";"0";"449";"267";"148";"34"
"b63f-6eb5-2468-722e-0f16-1390-a758-d5a2";"100510";"25";"3";"wieś";"stały";"Szkoła Podstawowa w Bąkowie Górnym, Bąków Górny 123, 99-440 Zduny";"gm. Zduny";"łowicki";"łódzkie";"1192";"1304";"456";"736";"0";"4";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"27";"2";"25";"0";"709";"451";"186";"72"
"047b-dc9d-c0c4-1351-f9a3-1654-b62d-cf84";"100510";"25";"4";"wieś";"stały";"Dom Ludowy w Złakowie Kościelnym, Złaków Kościelny 96, 99-440 Zduny";"gm. Zduny";"łowicki";"łódzkie";"977";"1072";"309";"668";"0";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"22";"0";"22";"0";"646";"461";"134";"51"
"1556-ddcc-7f49-bfb4-0650-4e72-b527-b2a6";"101101";"25";"1";"wieś";"stały";"Szkoła Podstawowa w Dalikowie, Łęczycka 3, 99-205 Dalików";"gm. Dalików";"poddębicki";"łódzkie";"1144";"1258";"375";"769";"2";"5";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"26";"6";"20";"0";"743";"422";"231";"90"
"cb4c-3228-dcd5-194b-e691-891c-9510-ef5e";"101101";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Domaniewie, Domaniew 42, 99-205 Dalików";"gm. Dalików";"poddębicki";"łódzkie";"494";"547";"173";"321";"1";"2";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"10";"2";"8";"0";"311";"182";"99";"30"
"f335-526f-bb94-d00d-0bbe-e29e-b29b-b92a";"101101";"25";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kucinach, Kuciny 23, 99-205 Dalików";"gm. Dalików";"poddębicki";"łódzkie";"495";"558";"161";"334";"1";"3";"0";"0";"0";"0";"0";"0";"0";"334";"0";"0";"334";"8";"3";"5";"0";"326";"187";"107";"32"
"189d-0052-f912-a155-10ab-566f-66ea-1bfd";"101101";"25";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Budzynku, Budzynek 25, 99-205 Dalików";"gm. Dalików";"poddębicki";"łódzkie";"361";"401";"137";"224";"0";"0";"0";"0";"0";"0";"0";"0";"0";"224";"0";"0";"224";"2";"0";"2";"0";"222";"156";"44";"22"
"b2e4-2f73-3436-9a23-2a6a-31c8-b593-863f";"101101";"25";"5";"wieś";"stały";"Budynek po byłej Szkole Podstawowej w Wilczycy, Wilczyca 23, 99-205 Dalików";"gm. Dalików";"poddębicki";"łódzkie";"356";"398";"130";"226";"0";"1";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"2";"0";"2";"0";"224";"147";"61";"16"
"a3fb-2b45-c9d3-52cb-ed80-b139-530f-3bad";"101102";"25";"1";"wieś";"stały";"Szkoła Podstawowa im. Kazimierza Deki-Deczyńskiego, Główna 17, 99-235 Pęczniew";"gm. Pęczniew";"poddębicki";"łódzkie";"1164";"1269";"425";"739";"0";"12";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"24";"4";"20";"0";"715";"397";"252";"66"
"5189-4d49-ba61-2231-147f-5c87-c35a-1ba9";"101102";"25";"2";"wieś";"stały";"Budynek OSP w Luboli, Lubola 76a, 99-235 Pęczniew";"gm. Pęczniew";"poddębicki";"łódzkie";"334";"363";"127";"207";"1";"1";"0";"0";"0";"0";"0";"0";"0";"207";"0";"2";"205";"7";"2";"5";"0";"198";"148";"38";"12"
"4067-ba51-a7f2-a01c-d8fa-6a60-c119-ba18";"101102";"25";"3";"wieś";"stały";"Budynek OSP w Księżej Wólce, Księża Wólka 28, 99-235 Pęczniew";"gm. Pęczniew";"poddębicki";"łódzkie";"333";"391";"92";"241";"2";"11";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"4";"1";"3";"0";"237";"155";"70";"12"
"e95e-6b3c-6a05-6599-b03b-f85d-5c23-65bc";"101102";"25";"4";"wieś";"stały";"Budynek OSP w Drużbinie, Drużbin 53, 99-235 Pęczniew";"gm. Pęczniew";"poddębicki";"łódzkie";"423";"469";"154";"269";"1";"0";"0";"0";"0";"0";"0";"0";"0";"269";"0";"0";"269";"2";"0";"2";"0";"267";"183";"62";"22"
"2855-9482-554c-e4a8-7562-a158-9369-f8a9";"101102";"25";"5";"wieś";"stały";"Centrum Kulturalno-Oświatowe we wsi Brzeg przy szkole podstawowej, Brzeg 118, 99-235 Pęczniew";"gm. Pęczniew";"poddębicki";"łódzkie";"352";"389";"116";"236";"0";"6";"0";"0";"0";"0";"0";"0";"0";"236";"0";"0";"236";"3";"0";"3";"0";"233";"166";"52";"15"
"edf3-644d-79c2-1afe-3f0e-175e-498e-60e3";"101103";"25";"1";"miasto";"stały";"Liceum Ogólnokształcące im. Marii Konopnickiej w Poddębicach, Łęczycka 13/15, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"885";"969";"257";"628";"0";"0";"0";"0";"0";"0";"0";"0";"0";"628";"0";"0";"628";"20";"2";"18";"0";"608";"239";"289";"80"
"8853-ef44-f30f-60a7-0273-7c4d-a81c-2e15";"101103";"25";"2";"miasto";"stały";"Liceum Ogólnokształcące im. Marii Konopnickiej w Poddębicach, ul. Łęczycka 13/15, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"824";"907";"242";"582";"0";"4";"0";"0";"0";"0";"0";"0";"0";"582";"0";"0";"582";"16";"9";"7";"0";"566";"260";"217";"89"
"93d8-43bf-022b-b3fb-e9b1-2dc2-9162-cabe";"101103";"25";"3";"miasto";"stały";"Liceum Ogólnokształcące im. Marii Konopnickiej w Poddębicach, Łęczycka 13/15, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"637";"684";"227";"410";"0";"0";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"10";"3";"7";"0";"400";"170";"167";"63"
"9ac8-0f00-c6a0-b4cc-bd1b-f352-dd47-a131";"101103";"25";"4";"miasto";"stały";"Liceum Ogólnokształcące im. Marii Konopnickiej w Poddębicach, Łęczycka 13/15, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"550";"604";"138";"412";"0";"0";"0";"0";"0";"0";"0";"0";"0";"412";"0";"0";"412";"7";"4";"3";"0";"405";"94";"236";"75"
"4d0f-a0d0-aba6-dcf6-fdf4-2175-911f-f53a";"101103";"25";"5";"miasto";"stały";"Miejska i Gminna Biblioteka Publiczna im. Ziemowita Skibińskiego w Poddębicach, Łódzka 31, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"720";"779";"228";"492";"1";"1";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"11";"5";"6";"0";"481";"197";"214";"70"
"ae1b-2451-b5c9-e1fd-92c0-d5d6-322a-ab66";"101103";"25";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Lotników Polskich w Poddębicach, Polna 36, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"925";"982";"314";"611";"2";"3";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"19";"1";"18";"0";"592";"215";"291";"86"
"137c-7379-a0b1-ab88-4f89-d3db-1c0b-cbf3";"101103";"25";"7";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Lotników Polskich w Poddębicach, Polna 36, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"825";"907";"237";"588";"1";"3";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"15";"5";"10";"0";"572";"194";"278";"100"
"326c-ea57-d57b-8501-7e0d-5af1-821e-53a0";"101103";"25";"8";"wieś";"stały";"Sala OSP w Sworawie, Sworawa 28, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"415";"460";"154";"261";"0";"0";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"10";"2";"8";"0";"251";"114";"89";"48"
"89ef-bf44-ba69-e6ba-5798-b36a-6037-1475";"101103";"25";"9";"wieś";"stały";"Sala OSP w Panaszewie, Panaszew 24A, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"406";"440";"154";"252";"0";"0";"0";"0";"0";"0";"0";"0";"0";"252";"0";"0";"252";"6";"1";"5";"0";"246";"120";"89";"37"
"4677-a6b9-e01e-ead7-3bd3-dce4-bb0c-61ce";"101103";"25";"10";"wieś";"stały";"Sala OSP w Kałowie, Kałów 13, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"700";"773";"277";"423";"0";"2";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"7";"0";"7";"0";"416";"226";"128";"62"
"9d95-7868-3694-94f5-5001-5941-4802-f962";"101103";"25";"11";"wieś";"stały";"Sala OSP w Niewieszu, Niewiesz-Kolonia 39, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"676";"732";"284";"392";"0";"0";"0";"0";"0";"0";"0";"0";"0";"392";"0";"0";"392";"13";"1";"12";"0";"379";"260";"64";"55"
"6edc-02a4-ffbd-dc4f-18dd-cc9a-37a7-3769";"101103";"25";"12";"wieś";"stały";"Sala OSP w Klementowie, Klementów 1D, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"786";"859";"250";"536";"0";"3";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"9";"4";"5";"0";"527";"268";"178";"81"
"6f36-4d24-17aa-4bdf-70d9-8541-5fa2-7666";"101103";"25";"13";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Niemysłowie, Niemysłów 32A, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"730";"809";"309";"421";"0";"10";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"9";"4";"5";"0";"412";"250";"122";"40"
"c74e-08d2-177e-1767-89fb-aa06-5c07-62e9";"101103";"25";"14";"wieś";"stały";"Budynek byłej Szkoły Podstawowej w Lipnicy, Lipnica 22A, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"626";"689";"266";"360";"0";"2";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"9";"1";"8";"0";"351";"218";"89";"44"
"e07c-92af-11db-f739-7400-4f26-1ae8-704a";"101103";"25";"15";"wieś";"stały";"Szkoła Podstawowa w Bałdrzychowie, Bałdrzychów 13A, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"782";"854";"306";"476";"0";"1";"0";"0";"0";"0";"0";"0";"0";"476";"0";"1";"475";"14";"4";"10";"0";"461";"242";"151";"68"
"b357-80aa-a297-9959-263a-9b6d-ac12-2140";"101103";"25";"16";"wieś";"stały";"Sala OSP w Nowym Pudłowie, Nowy Pudłów 42, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"299";"326";"113";"186";"0";"3";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"4";"1";"3";"0";"182";"126";"36";"20"
"0b0f-a081-ff38-01c6-9f6d-e49d-6f88-048a";"101103";"25";"17";"wieś";"stały";"Centrum Turystyki i Rekreacji w Byczynie, Byczyna 45A, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"542";"591";"167";"375";"0";"2";"0";"0";"0";"0";"0";"0";"0";"375";"0";"1";"374";"9";"4";"5";"0";"365";"195";"137";"33"
"7b41-cc98-e4d6-c6aa-a4c6-3f85-d948-3bef";"101103";"25";"18";"miasto";"zakład leczniczy";"Poddębickie Centrum Zdrowia Sp. z o. o. w Poddębicach-Szpital, Mickiewicza 16, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"100";"98";"53";"47";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47";"0";"0";"47";"1";"0";"1";"0";"46";"26";"15";"5"
"0038-f488-b046-d47b-151f-4693-b735-ffe6";"101103";"25";"19";"miasto";"zakład leczniczy";"NZOZ ""MOŻ-MED. "" Sp. j. Możdżan w Poddębicach, Miła 27, 99-200 Poddębice";"gm. Poddębice";"poddębicki";"łódzkie";"60";"50";"29";"31";"0";"1";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"3";"0";"3";"0";"28";"19";"8";"1"
"dca8-22fa-3d16-8960-fb5f-5fbe-423e-b411";"101104";"25";"1";"wieś";"stały";"Szkoła Podstawowa w Wilamowie, Wilamów 50, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"941";"1058";"336";"605";"0";"3";"0";"0";"0";"0";"0";"0";"0";"605";"0";"0";"605";"17";"4";"13";"0";"588";"456";"99";"33"
"f2dd-f9df-963e-0eae-1e9b-75e8-d612-e7f3";"101104";"25";"2";"wieś";"stały";"Szkoła Podstawowa w Wieleninie, Wielenin 30a, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"724";"807";"303";"421";"0";"3";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"16";"3";"13";"0";"405";"306";"69";"30"
"bf33-04f7-7ab0-3468-53db-1a30-e5eb-3ed6";"101104";"25";"3";"wieś";"stały";"Szkoła Podstawowa w Spycimierzu, Spycimierz 7, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"567";"642";"193";"374";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"8";"0";"8";"0";"365";"274";"80";"11"
"fbb0-bee2-e880-e0f0-8e08-a85d-f1c0-1d9a";"101104";"25";"4";"miasto";"stały";"Miejsko-Gminny Ośrodek Kultury w Uniejowie, Targowa 21, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"782";"882";"250";"532";"0";"7";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"10";"1";"9";"0";"522";"335";"134";"53"
"01c3-3666-9b4e-2f76-5834-5677-7d05-2215";"101104";"25";"5";"miasto";"stały";"Szkoła Podstawowa w Uniejowie, Kościelnicka 26 - 28, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"1003";"1201";"252";"751";"0";"68";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"25";"3";"22";"0";"726";"367";"281";"78"
"c40f-55a7-f2e2-ffca-decb-5427-709d-aa26";"101104";"25";"6";"miasto";"stały";"Miejskie Przedszkole w Uniejowie, Wiśniowa 9, 99-210 Uniejów";"gm. Uniejów";"poddębicki";"łódzkie";"1202";"1339";"341";"861";"0";"11";"0";"0";"0";"0";"0";"0";"0";"861";"0";"0";"861";"27";"2";"25";"0";"834";"422";"299";"113"
"5e13-62cb-ce51-246a-0bd2-c516-03e8-7a35";"101105";"25";"1";"wieś";"stały";"Szkoła Podstawowa w Wartkowicach, Legionów Polskich 5, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"1251";"1377";"518";"733";"0";"3";"0";"0";"0";"0";"0";"0";"0";"733";"0";"0";"733";"24";"2";"22";"0";"709";"365";"220";"124"
"59ec-1cd0-ce6f-e743-cc3d-2980-39a3-7444";"101105";"25";"2";"wieś";"stały";"Muzeum Oświatowe w Bronowie, Bronów 6, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"382";"415";"173";"209";"0";"0";"0";"0";"0";"0";"0";"0";"0";"209";"0";"0";"209";"9";"2";"7";"0";"200";"137";"38";"25"
"4206-50ad-8f4a-0d21-7f20-bd2c-c15f-7512";"101105";"25";"3";"wieś";"stały";"Obiekt komunalny w Białej Górze, Biała Góra 39, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"605";"664";"232";"373";"0";"1";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"7";"3";"4";"0";"366";"249";"89";"28"
"9884-dfa9-3d0e-0ee7-33e0-0a38-bcf0-85ff";"101105";"25";"4";"wieś";"stały";"Szkoła Podstawowa w Kłódnej, Jadwisin 3, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"370";"405";"177";"193";"0";"0";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"10";"4";"6";"0";"183";"116";"40";"27"
"d4bf-a785-6b1a-d470-3f6f-a67a-0d78-13db";"101105";"25";"5";"wieś";"stały";"Obiekt komunalny w Parądzicach, Parądzice 25, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"370";"406";"140";"230";"0";"0";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"3";"0";"3";"0";"227";"160";"44";"23"
"6ea6-bbac-744c-d222-a120-4990-a33e-6e96";"101105";"25";"6";"wieś";"stały";"Obiekt komunalny w Pełczyskach, Pełczyska 4, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"442";"479";"211";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"231";"0";"0";"231";"2";"1";"1";"0";"229";"152";"37";"40"
"0f3a-24cb-06f1-817b-4602-334c-8bb9-ecba";"101105";"25";"7";"wieś";"stały";"Obiekt komunalny w Sakowie, Saków 7, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"295";"322";"143";"152";"1";"0";"0";"0";"0";"0";"0";"0";"0";"152";"0";"0";"152";"10";"0";"10";"0";"142";"116";"16";"10"
"b2e7-e574-7825-adfb-4a49-5b37-7680-2f08";"101105";"25";"8";"wieś";"stały";"Obiekt komunalny w Turze, Wilkowice 8, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"558";"612";"208";"350";"0";"0";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"9";"1";"8";"0";"341";"176";"101";"64"
"61f5-4711-4e41-f40c-bd71-f7ff-e4a3-e72f";"101105";"25";"9";"wieś";"stały";"Ochotnicza Straż Pożarna w Zelgoszczy, Zelgoszcz 26, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"266";"295";"143";"123";"0";"2";"0";"0";"0";"0";"0";"0";"0";"123";"0";"0";"123";"5";"2";"3";"0";"118";"77";"28";"13"
"6380-a0aa-ee47-7eb4-aceb-b73f-a57c-30c5";"101105";"25";"10";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Gostkowie, Stary Gostków 41, 99-220 Wartkowice";"gm. Wartkowice";"poddębicki";"łódzkie";"62";"61";"48";"14";"0";"1";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"14";"2";"0";"2";"0";"12";"8";"2";"2"
"ae44-75d7-2989-7a98-1336-0fe8-e51f-f5d0";"101106";"25";"1";"wieś";"stały";"Zespół Szkół w Zadzimiu, Kazimierzew 38, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"919";"1002";"290";"629";"1";"5";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"23";"5";"18";"0";"606";"333";"200";"73"
"62a4-17f3-c59c-bd58-8e10-7614-88ae-9522";"101106";"25";"2";"wieś";"stały";"Sala OSP w Ralewicach, Ralewice 4, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"541";"602";"189";"352";"1";"4";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"10";"4";"6";"0";"342";"222";"83";"37"
"bfc2-2d0d-5f55-7bb6-4d23-8315-e383-49ae";"101106";"25";"3";"wieś";"stały";"Szkoła Podstawowa w Zygrach, Zygry 71, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"621";"688";"240";"381";"0";"10";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"11";"4";"7";"0";"370";"207";"115";"48"
"d357-4cf4-5807-4a57-0a71-a03b-7f11-618e";"101106";"25";"4";"wieś";"stały";"Budynek Szkoły w Małyniu, Kłoniszew 57, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"595";"651";"244";"351";"0";"3";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"16";"0";"16";"0";"335";"226";"70";"39"
"69b0-4e42-ea4d-312c-979a-e3b1-1c2d-38e1";"101106";"25";"5";"wieś";"stały";"Sala OSP w Wierzchach, Wierzchy 31A, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"636";"697";"268";"368";"0";"2";"0";"0";"0";"0";"0";"0";"0";"368";"0";"0";"368";"13";"3";"10";"0";"355";"231";"70";"54"
"12fa-b50d-bcec-183d-0664-c741-a202-a0a6";"101106";"25";"6";"wieś";"stały";"Sala OSP w Charchowie Pańskim, Charchów Pański 25, 99-232 Zadzim";"gm. Zadzim";"poddębicki";"łódzkie";"465";"507";"170";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"5";"1";"4";"0";"290";"214";"53";"23"
"b574-ef0c-44dc-4cbc-08bd-3c08-96d5-3134";"";"44";"89";"zagranica";"zagranica";"Al Asad Air Base (AAAB), Al Asad, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"baef-dd2d-5baa-ead8-92bb-be2c-9a51-a1e2";"";"44";"119";"zagranica";"zagranica";"Novo Selo, Camp Maréshal de Lattre de Tassigny Novo Selo/Maxhunaj, Novo Selo/Maxhunaj, Republika Kosowa";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"8a16-233c-3cec-586f-4c5b-9e39-863f-1b4c";"";"44";"87";"zagranica";"zagranica";"Irbil, Agencja Konsularna RP Junction of Texas and Hawaii Street, 250, American Village, Khanzad, Irbil, Irbil, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"36ff-c714-1fd9-06a0-b9e4-4cb3-2031-a154";"";"44";"186";"zagranica";"zagranica";"Krajowa, Cercul Militar Craiova Strada Marin Sorescu nr 2 200642 Craiova, Craiova, Rumunia";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"77ff-e659-096f-60b8-dd11-2683-a7fa-42a7";"";"44";"1";"zagranica";"zagranica";"Airfield Building 13982 Disney&California Loop (South), APO AE09354, Bagram, Islamska Republika Afganistanu";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"fa31-6795-b9fb-c775-0559-2e68-10de-652d";"";"44";"88";"zagranica";"zagranica";"At-Taji, Camp Taji Joint Operations Base in Taji, At-Taji, Republika Iraku";"";"";"";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
