"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Helena Adela CZAKOWSKA";"Andrzej KOBIAK";"Leszek Józef POSŁUSZNY"
"aa51-331a-9682-b980-487d-c1a8-b07c-5667";"046101";"9";"30";"miasto";"stały";"Zespół Szkół Budowlanych, ul. Jana Pestalozziego 18, 85-095 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1030";"1058";"215";"815";"2";"33";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"15";"2";"13";"0";"800";"165";"521";"114"
"e56d-2fd4-00cc-56c9-da50-a069-cd82-2220";"046101";"9";"31";"miasto";"stały";"Uniwersytet Kazimierza Wielkiego w Bydgoszczy, ul. Józefa Poniatowskiego 12, 85-671 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"938";"1060";"214";"724";"4";"16";"5";"5";"2";"0";"0";"0";"3";"727";"3";"0";"727";"9";"1";"8";"0";"718";"233";"414";"71"
"2550-7e10-083b-a307-90ec-1839-7481-2023";"046101";"9";"32";"miasto";"stały";"Zespół Szkół Ekonomiczno-Administracyjnych, ul. Gajowa 98, 85-717 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"850";"960";"166";"684";"3";"9";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"11";"2";"9";"0";"673";"194";"403";"76"
"77bf-1739-6cc0-3a4b-ed68-ffa7-b8f0-24e0";"046101";"9";"33";"miasto";"stały";"XI Liceum Ogólnokształcące Mistrzostwa Sportowego, ul. Cicha 59, 85-650 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"780";"867";"145";"635";"1";"3";"0";"0";"0";"0";"0";"0";"0";"635";"0";"0";"635";"15";"2";"13";"0";"620";"151";"402";"67"
"db98-25de-6561-452d-9ecc-58f1-3f70-5685";"046101";"9";"34";"miasto";"stały";"XI Liceum Ogólnokształcące Mistrzostwa Sportowego, ul. Cicha 59, 85-650 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1586";"1771";"360";"1226";"4";"12";"0";"0";"0";"0";"0";"0";"0";"1226";"0";"0";"1226";"23";"8";"15";"0";"1203";"356";"714";"133"
"71b9-6bb6-c8cf-3c8a-c3a1-ae45-e02d-bb76";"046101";"9";"35";"miasto";"stały";"Zespół Szkół Budowlanych, ul. Jana Pestalozziego 18, 85-095 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1080";"1207";"255";"825";"0";"39";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"18";"1";"17";"0";"807";"292";"423";"92"
"0a53-6749-d24f-72b6-616a-77ea-9f89-b72d";"046101";"9";"36";"miasto";"stały";"Szkoła Podstawowa nr 14, ul. Żmudzka 12, 85-028 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1496";"1670";"280";"1216";"1";"17";"0";"0";"0";"0";"0";"0";"0";"1214";"0";"0";"1214";"23";"1";"22";"0";"1191";"358";"721";"112"
"8c32-59b2-8522-656a-742b-ce32-b50e-8be8";"046101";"9";"37";"miasto";"stały";"Zespół Szkół Samochodowych, aleja Powstańców Wielkopolskich 63, 85-090 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"986";"1179";"115";"871";"2";"29";"0";"0";"0";"0";"0";"0";"0";"871";"0";"0";"871";"13";"2";"11";"0";"858";"234";"523";"101"
"6db2-9a31-8db3-e344-1506-a73f-66b2-9c7e";"046101";"9";"38";"miasto";"stały";"Szkoła Podstawowa nr 14, ul. Żmudzka 12, 85-028 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1230";"1363";"340";"890";"1";"4";"1";"1";"0";"0";"0";"0";"1";"891";"1";"0";"891";"13";"0";"13";"0";"878";"318";"450";"110"
"4a75-1251-c6d5-1fb2-ef37-c0da-6490-4dd2";"046101";"9";"39";"miasto";"stały";"VIII Liceum Ogólnokształcące, ul. Swarzewska 10, 85-731 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"980";"977";"233";"747";"7";"4";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"15";"5";"10";"0";"732";"231";"410";"91"
"563d-720d-802b-9f26-5169-313b-d37a-f9b9";"046101";"9";"40";"miasto";"stały";"VIII Liceum Ogólnokształcące, ul. Swarzewska 10, 85-731 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1097";"1193";"179";"918";"0";"3";"1";"1";"0";"0";"0";"0";"1";"919";"1";"0";"919";"15";"1";"14";"0";"904";"235";"576";"93"
"31d5-a4d9-8a9c-6f65-afd4-60a2-9c9a-4d55";"046101";"9";"41";"miasto";"stały";"Zespół Szkół Rzemiosła i Przedsiębiorczości, ul. Kijowska 7, 85-703 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1545";"1691";"244";"1301";"2";"12";"0";"0";"0";"0";"0";"0";"0";"1301";"0";"1";"1300";"28";"3";"25";"0";"1272";"370";"744";"158"
"17aa-70ae-f0a5-9061-f50d-001c-fa1c-1dda";"046101";"9";"42";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"996";"1096";"217";"779";"2";"6";"0";"0";"0";"0";"0";"0";"0";"779";"0";"0";"779";"14";"5";"9";"0";"765";"225";"452";"88"
"fe59-0772-9fdd-f620-6642-bd17-9634-ad02";"046101";"9";"43";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1051";"1172";"219";"832";"1";"14";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"14";"0";"14";"0";"818";"250";"485";"83"
"db0a-80e8-d889-8bbc-1eee-facf-4d85-85a1";"046101";"9";"44";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1240";"1366";"215";"1025";"0";"8";"1";"1";"0";"0";"0";"0";"1";"1026";"1";"0";"1026";"26";"3";"23";"0";"1000";"281";"586";"133"
"3bb4-fa63-f999-5a4d-bb3b-e920-584e-869b";"046101";"9";"45";"miasto";"stały";"Szkoła Podstawowa nr 32, ul. Bałtycka 59, 85-707 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1666";"1820";"396";"1270";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1270";"0";"0";"1270";"23";"10";"13";"0";"1247";"388";"715";"144"
"a7a6-aa93-507d-d10e-df75-aadb-52d1-6408";"046101";"9";"46";"miasto";"stały";"Zespół Szkół Handlowych, ul. Gajowa 94, 85-717 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1288";"1429";"309";"979";"0";"3";"1";"1";"0";"0";"0";"0";"1";"980";"1";"0";"980";"12";"1";"11";"0";"968";"316";"542";"110"
"4fee-95ab-b4fc-f3db-206a-e8ec-eb34-84e6";"046101";"9";"47";"miasto";"stały";"Zespół Szkół Handlowych, ul. Gajowa 94, 85-717 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1190";"1322";"261";"929";"0";"8";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"26";"4";"22";"0";"903";"281";"523";"99"
"1f8c-843b-2d06-f47e-32e7-96f3-fd71-507b";"046101";"9";"48";"miasto";"stały";"Zespół Szkół Ekonomiczno-Administracyjnych, ul. Gajowa 98, 85-717 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1261";"1379";"281";"980";"0";"6";"1";"1";"0";"0";"0";"0";"1";"981";"1";"0";"981";"17";"1";"16";"0";"964";"326";"500";"138"
"f771-2541-184e-1104-372b-1b38-9955-bb6e";"046101";"9";"49";"miasto";"stały";"Bydgoski Zakład Doskonalenia Zawodowego Stowarzyszenie Oświatowo-Techniczne, ul. Fordońska 120, 85-738 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"641";"711";"201";"440";"0";"1";"0";"0";"0";"0";"0";"0";"0";"440";"0";"0";"440";"8";"2";"6";"0";"432";"162";"204";"66"
"0590-b256-1b70-3e50-060a-75cf-12fe-3d83";"046101";"9";"50";"miasto";"stały";"Szkoła Podstawowa nr 19, ul. Kapliczna 7, 85-775 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"950";"1028";"430";"520";"0";"1";"0";"0";"0";"0";"0";"0";"0";"520";"0";"0";"520";"11";"1";"10";"0";"509";"235";"224";"50"
"ded3-57fe-a189-99c2-3f6e-d1f3-9a36-a1d6";"046101";"9";"51";"miasto";"stały";"Szkoła Podstawowa nr 43, ul. Łowicka 45, 85-776 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1010";"1108";"397";"613";"0";"4";"0";"0";"0";"0";"0";"0";"0";"613";"0";"0";"613";"7";"0";"7";"0";"606";"233";"279";"94"
"b5cf-b9f6-39ee-01c6-25d2-3a18-4670-5f9f";"046101";"9";"52";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"889";"976";"209";"680";"1";"6";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"12";"2";"10";"0";"668";"153";"441";"74"
"86f3-f3b7-7922-17df-deef-55c2-3a0c-257b";"046101";"9";"53";"miasto";"stały";"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1229";"1338";"276";"953";"1";"0";"0";"0";"0";"0";"0";"0";"0";"953";"0";"0";"953";"12";"2";"10";"0";"941";"298";"522";"121"
"f578-822c-4ffe-ff1e-eada-6971-08a1-2139";"046101";"9";"54";"miasto";"stały";"MDK nr 5, ul. Felicji Krysiewiczowej 8, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"800";"883";"129";"671";"0";"6";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"5";"1";"4";"0";"666";"154";"423";"89"
"cab3-4288-0c99-f108-bf92-e472-e4b7-d8ab";"046101";"9";"55";"miasto";"stały";"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"849";"913";"191";"658";"1";"3";"0";"0";"0";"0";"0";"0";"0";"658";"0";"0";"658";"11";"1";"10";"0";"647";"204";"367";"76"
"3c54-2488-6f38-e636-ee5b-1f93-67af-7ce6";"046101";"9";"56";"miasto";"stały";"Zespół Szkół Nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1201";"1309";"279";"922";"0";"3";"0";"0";"0";"0";"0";"0";"0";"922";"0";"0";"922";"10";"6";"4";"0";"912";"287";"527";"98"
"2cac-2f91-f35a-0365-9caf-bcaf-5bf1-fc5a";"046101";"9";"57";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"580";"638";"78";"502";"0";"4";"0";"0";"0";"0";"0";"0";"0";"502";"0";"0";"502";"7";"1";"6";"0";"495";"146";"282";"67"
"8054-3b19-24b0-1b0e-7234-f2f4-d21b-4a9d";"046101";"9";"58";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"889";"999";"153";"736";"0";"2";"0";"0";"0";"0";"0";"0";"0";"736";"0";"0";"736";"5";"1";"4";"0";"731";"227";"423";"81"
"ca74-711e-dea7-60d7-b68f-ca03-2c4d-7eaf";"046101";"9";"59";"miasto";"stały";"Szkoła Podstawowa nr 66, ul. gen. Augusta Emila Fieldorfa ""Nila"" 3, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1939";"1948";"465";"1474";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1474";"0";"0";"1474";"21";"5";"16";"0";"1453";"347";"909";"197"
"638a-500e-462d-17b1-9dd4-ec37-4509-0347";"046101";"9";"60";"miasto";"stały";"Szkoła Podstawowa nr 66, ul. gen. Augusta Emila Fieldorfa ""Nila"" 3, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1357";"1459";"300";"1057";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"14";"2";"12";"0";"1043";"305";"613";"125"
"8ebd-7ae6-fe59-9fd1-64a2-caa1-7f6b-1ccb";"046101";"9";"61";"miasto";"stały";"Zespół Szkół nr 5 Mistrzostwa Sportowego, ul. gen. Augusta Emila Fieldorfa ""Nila"" 13, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2059";"2276";"437";"1623";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1623";"0";"0";"1623";"11";"0";"11";"0";"1612";"528";"896";"188"
"bc7e-329e-11de-8584-42ef-9d5a-6c38-76c4";"046101";"9";"62";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1181";"1271";"313";"868";"0";"4";"1";"1";"0";"0";"0";"0";"1";"869";"1";"0";"869";"16";"3";"13";"0";"853";"278";"465";"110"
"20a1-6bc2-957d-aa21-289f-1b32-3c5a-1dad";"046101";"9";"63";"miasto";"stały";"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1056";"1166";"220";"836";"1";"5";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"9";"6";"3";"0";"827";"315";"433";"79"
"44cc-d2b4-7c37-11ef-b1ff-f0f2-b95c-1712";"046101";"9";"64";"miasto";"stały";"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1209";"1320";"283";"926";"0";"7";"2";"2";"1";"0";"0";"0";"1";"927";"1";"0";"927";"18";"5";"13";"0";"909";"320";"481";"108"
"62d9-fa0c-8452-3e6f-8383-0611-89de-9d9e";"046101";"9";"65";"miasto";"stały";"XIII Liceum Ogólnokształcące, ul. Gawędy 5, 85-792 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1260";"1385";"276";"984";"0";"5";"0";"0";"0";"0";"0";"0";"0";"984";"0";"0";"984";"12";"3";"9";"0";"972";"323";"520";"129"
"ab3c-8472-dfab-e0ce-61b7-f822-7e7a-f27b";"046101";"9";"66";"miasto";"stały";"Szkoła Podstawowa nr 17, ul. gen. Augusta Emila Fieldorfa ""Nila"" 17, 85-796 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"865";"957";"173";"692";"1";"1";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"11";"3";"8";"0";"681";"217";"386";"78"
"6328-aa0e-a77c-a8c8-f652-e6e8-e977-37f8";"046101";"9";"67";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1358";"1490";"334";"1024";"0";"2";"1";"1";"0";"0";"0";"0";"1";"1025";"1";"0";"1025";"13";"0";"13";"0";"1012";"335";"555";"122"
"1a22-3e26-c7a0-27e9-30bc-f2bd-e1bc-7fca";"046101";"9";"68";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1076";"1165";"274";"802";"1";"0";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"12";"2";"10";"0";"790";"267";"437";"86"
"e4c2-33d0-d47d-80ae-6d54-fd27-16c6-7b69";"046101";"9";"69";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1203";"1307";"280";"923";"1";"2";"0";"0";"0";"0";"0";"0";"0";"923";"0";"0";"923";"17";"11";"6";"0";"906";"287";"512";"107"
"9cac-d9b7-32a5-d6dc-e116-3fa1-3778-1ad2";"046101";"9";"70";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"744";"809";"220";"524";"0";"2";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"12";"3";"9";"0";"512";"161";"282";"69"
"4ba0-0170-d905-6b83-f6d6-70cd-1ac8-eeac";"046101";"9";"71";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1514";"1636";"434";"1080";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"21";"5";"16";"0";"1059";"382";"547";"130"
"77ca-ef98-ac13-19b3-ffe3-69c0-0d1c-d2df";"046101";"9";"72";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1689";"1835";"413";"1276";"2";"5";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"0";"1276";"18";"7";"11";"0";"1258";"394";"683";"181"
"74af-0b3e-a7b2-e842-e10a-7c49-6b68-0e6f";"046101";"9";"73";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"675";"754";"169";"506";"0";"7";"0";"0";"0";"0";"0";"0";"0";"506";"0";"0";"506";"6";"4";"2";"0";"500";"184";"244";"72"
"9193-43f1-5c18-e614-b5ce-f7a7-0044-1299";"046101";"9";"74";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1450";"1572";"401";"1049";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1049";"0";"0";"1049";"7";"1";"6";"0";"1042";"334";"553";"155"
"2c8b-3c86-3867-3586-c2ca-9210-e0d9-c62e";"046101";"9";"75";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1723";"1868";"387";"1336";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1335";"0";"0";"1335";"31";"14";"17";"0";"1304";"344";"740";"220"
"10e5-3e8d-4fdb-4e79-3e0e-1e4b-cbf6-865c";"046101";"9";"76";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1007";"1086";"312";"695";"2";"5";"0";"0";"0";"0";"0";"0";"0";"693";"0";"0";"693";"8";"2";"6";"0";"685";"197";"400";"88"
"838c-4dc1-2211-260b-08f4-d470-cbc9-b01d";"046101";"9";"77";"miasto";"stały";"Szkoła Podstawowa nr 65, ul. Tomasza Golloba 7, 85-791 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"801";"874";"190";"611";"1";"2";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"14";"3";"11";"0";"597";"215";"313";"69"
"ce93-9ce4-68fc-746a-1987-3c2d-5148-8449";"046101";"9";"78";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"890";"960";"237";"653";"2";"1";"0";"0";"0";"0";"0";"0";"0";"653";"0";"0";"653";"19";"5";"14";"0";"634";"203";"334";"97"
"cc52-ed52-779a-20ca-95e0-c4b7-edce-ad33";"046101";"9";"79";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"825";"887";"151";"674";"2";"1";"0";"0";"0";"0";"0";"0";"0";"674";"0";"0";"674";"10";"4";"6";"0";"664";"123";"454";"87"
"e6ae-cecf-e4fd-689f-37fd-ff2b-4c09-3106";"046101";"9";"80";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1124";"1236";"279";"845";"0";"1";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"14";"0";"14";"0";"831";"260";"466";"105"
"0493-521e-3d5d-0de4-c1dd-ca6d-27c0-5c0f";"046101";"9";"81";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1779";"1931";"404";"1375";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"23";"6";"17";"0";"1352";"366";"808";"178"
"9280-3661-f92e-ea31-7cfd-f53a-80a3-8fb9";"046101";"9";"82";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1860";"2030";"485";"1375";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1375";"0";"0";"1375";"16";"4";"12";"0";"1359";"433";"717";"209"
"9453-84d2-5385-474b-e3f6-2b2a-91d6-bb98";"046101";"9";"83";"miasto";"stały";"Szkoła Podstawowa nr 67, ul. Marcina Kromera 11, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"870";"941";"224";"646";"2";"1";"0";"0";"0";"0";"0";"0";"0";"646";"0";"0";"646";"9";"1";"8";"0";"637";"187";"353";"97"
"3893-d07e-25cd-528b-7ed4-2d5e-7371-112d";"046101";"9";"84";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1121";"1221";"358";"763";"2";"3";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"14";"2";"12";"0";"749";"220";"420";"109"
"d54f-7041-305f-1bc7-3c45-143c-76d7-1ed4";"046101";"9";"85";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1597";"1739";"465";"1132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1131";"0";"0";"1131";"18";"3";"15";"0";"1113";"341";"595";"177"
"1ad8-a7e2-775d-341d-8c84-248a-f5dc-363b";"046101";"9";"86";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"2121";"2371";"357";"1764";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1764";"0";"0";"1764";"20";"8";"12";"0";"1744";"483";"1033";"228"
"5307-7504-0c54-5195-a1f1-94a7-c68e-df05";"046101";"9";"87";"miasto";"stały";"Szkoła Podstawowa nr 4, ul. Wyzwolenia 4, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1605";"1732";"520";"1085";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1085";"0";"0";"1085";"25";"6";"19";"0";"1060";"368";"556";"136"
"b115-28f3-21e0-764e-740f-16c0-c931-473b";"046101";"9";"88";"miasto";"stały";"Zespół Szkolno-Przedszkolny nr 1, ul. gen. Tadeusza Bora-Komorowskiego 2, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1787";"1962";"542";"1245";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1245";"0";"0";"1245";"20";"5";"15";"0";"1225";"362";"648";"215"
"7442-9bb9-811d-9274-9a75-d1cd-3557-71ba";"046101";"9";"89";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"1131";"1265";"392";"739";"0";"7";"0";"0";"0";"0";"0";"0";"0";"739";"0";"0";"739";"8";"2";"6";"0";"731";"239";"385";"107"
"6f58-e354-6cfe-5241-a3e0-8b35-7a3c-333e";"046101";"9";"90";"miasto";"stały";"Szkoła Podstawowa nr 27, ul. Sielska 34, 85-790 Bydgoszcz";"m. Bydgoszcz";"Bydgoszcz";"kujawsko-pomorskie";"310";"340";"139";"170";"0";"1";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"2";"1";"1";"0";"169";"81";"66";"22"
