"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Helena Adela CZAKOWSKA";"Andrzej KOBIAK";"Leszek Józef POSŁUSZNY"
"011d-1fa3-f7fb-580d-2214-509d-a3cd-4af6";"041407";"9";"3";"wieś";"stały";"SZKOŁA PODSTAWOWA, Wierzchy 21, 86-150 OSIE";"gm. Osie";"świecki";"kujawsko-pomorskie";"782";"889";"306";"476";"0";"9";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"18";"3";"15";"0";"457";"200";"203";"54"
"c029-cf41-a9a7-72b2-a9eb-8521-ed40-bab0";"041407";"9";"4";"wieś";"stały";"SZKOŁA PODSTAWOWA, Osie ul. KSIĘDZA SEMRAUA 44, 86-150 OSIE";"gm. Osie";"świecki";"kujawsko-pomorskie";"810";"888";"302";"508";"0";"10";"0";"0";"0";"0";"0";"0";"0";"508";"0";"0";"508";"9";"0";"9";"0";"499";"172";"255";"72"
"82bd-f7c1-e538-5577-e3c2-9ed9-9e5f-ad7f";"041407";"9";"5";"wieś";"stały";"SZKOŁA PODSTAWOWA, Osie ul. SZKOLNA 8, 86-150 OSIE";"gm. Osie";"świecki";"kujawsko-pomorskie";"730";"806";"313";"417";"0";"2";"0";"0";"0";"0";"0";"0";"0";"417";"0";"0";"417";"13";"3";"10";"0";"404";"49";"187";"168"
"99b4-e7d0-cf02-36cf-647f-1a50-273d-8c19";"041408";"9";"1";"wieś";"stały";"Szkoła Podstawowa, ul. Kościelna 4, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"1110";"1207";"349";"761";"1";"5";"0";"0";"0";"0";"0";"0";"0";"761";"0";"0";"761";"12";"3";"9";"0";"749";"275";"353";"121"
"e4de-b5ad-6072-9bb1-5f00-ba49-43b4-5879";"041408";"9";"2";"wieś";"stały";"Gminny Ośrodek Kultury, Sportu i Rekreacji, ul. Plac Poniatowskiego 10, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"1260";"1311";"493";"767";"3";"6";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"19";"6";"13";"0";"748";"277";"376";"95"
"551c-8987-a1c2-f59b-b39f-c77f-600b-35bc";"041408";"9";"3";"wieś";"stały";"Świetlica wiejska, Parlin 53A, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"420";"469";"142";"278";"1";"1";"0";"0";"0";"0";"0";"0";"0";"278";"0";"0";"278";"3";"0";"3";"0";"275";"155";"80";"40"
"202f-82f4-97fd-610a-debd-6d11-e9e0-795e";"041408";"9";"4";"wieś";"stały";"Dom Kultury, Serock ul. Aleje Mickiewicza 1, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"940";"1039";"314";"626";"0";"4";"0";"0";"0";"0";"0";"0";"0";"626";"0";"0";"626";"8";"3";"5";"0";"618";"231";"285";"102"
"a632-d1ac-df2b-358b-4045-34eb-abbb-a223";"041408";"9";"5";"wieś";"stały";"Dom Kultury, Łowinek ul. Postępowa 3, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"540";"600";"193";"347";"0";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"5";"2";"3";"0";"342";"177";"113";"52"
"a118-1e80-62bf-5d3c-abff-18fa-33e5-16f1";"041408";"9";"6";"wieś";"stały";"Świetlica wiejska, Topolno 8, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"953";"1049";"429";"524";"7";"0";"0";"0";"0";"0";"0";"0";"0";"524";"0";"0";"524";"12";"1";"11";"0";"512";"248";"199";"65"
"0a68-1c94-1e6b-4b68-3834-6224-dc85-36fb";"041408";"9";"7";"wieś";"stały";"Szkoła Podstawowa, Niewieścin 47, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"452";"495";"145";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"4";"0";"4";"0";"303";"143";"123";"37"
"e3d9-7452-c9cc-3215-eb6e-23bd-2edf-84d4";"041408";"9";"8";"wieś";"stały";"Gminna Biblioteka Publiczna, ul. Sportowa 1, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"950";"1055";"469";"481";"0";"1";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"13";"4";"9";"0";"468";"189";"199";"80"
"1483-c1bd-63cd-1ec9-9bee-e383-4b98-c619";"041408";"9";"9";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Gołuszyce 26, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"140";"102";"99";"41";"0";"0";"0";"0";"0";"0";"0";"0";"0";"41";"0";"0";"41";"5";"1";"4";"0";"36";"21";"9";"6"
"2477-be20-ac33-6d1f-3fd7-cdab-0c7a-ca28";"041408";"9";"10";"wieś";"dom pomocy społecznej";"Międzygminny Ośrodek Opiekuńczy, ul. Łowińska 9, 86-120 Pruszcz";"gm. Pruszcz";"świecki";"kujawsko-pomorskie";"50";"36";"29";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"1";"0";"1";"0";"20";"5";"11";"4"
"2cc5-b19c-586f-ca0c-3b78-6aaa-b57d-6c00";"041409";"9";"1";"miasto";"stały";"Przedszkole Nr 4, ul. Kościuszki 16, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1230";"1299";"379";"851";"6";"7";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"14";"0";"14";"0";"837";"258";"485";"94"
"6253-1f08-8342-fa4d-8b7c-da6a-1ff9-6331";"041409";"9";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Chmielniki 5, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1200";"1316";"404";"796";"0";"2";"0";"0";"0";"0";"0";"0";"0";"796";"0";"0";"796";"19";"5";"14";"0";"777";"212";"483";"82"
"e9cd-e975-8b7b-f6c1-0f73-f0a2-386d-f01d";"041409";"9";"3";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Mickiewicza 6, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"881";"968";"480";"401";"0";"4";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"13";"5";"8";"0";"388";"161";"172";"55"
"cf8d-9d65-b3c4-f1d6-53ae-f261-5fe5-7a31";"041409";"9";"4";"miasto";"stały";"Szkoła Podstawowa Nr 7, ul. Mickiewicza 6, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1070";"1174";"490";"580";"0";"0";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"12";"0";"12";"0";"568";"189";"303";"76"
"1fce-8fac-6a2b-ce0d-2e53-ee8f-5102-c734";"041409";"9";"5";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Ogrodowa 1C, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1249";"1380";"572";"677";"0";"4";"0";"0";"0";"0";"0";"0";"0";"677";"0";"0";"677";"16";"2";"14";"0";"661";"222";"346";"93"
"1c1d-ed6f-6708-6dc0-b96b-3279-6333-7cee";"041409";"9";"6";"miasto";"stały";"Ośrodek Kultury, Sportu i Rekreacji, ul. Wojska Polskiego 139, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1080";"1159";"329";"751";"2";"4";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"7";"6";"1";"0";"744";"273";"361";"110"
"cc80-ae74-fd1a-5768-0066-c056-3173-fe3e";"041409";"9";"7";"miasto";"stały";"Miejsko-Gminna Przychodnia, ul. Wojska Polskiego 80, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1474";"1592";"495";"979";"0";"2";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"18";"7";"11";"0";"961";"302";"569";"90"
"559d-5b1a-805e-90c1-0b46-210c-b650-c038";"041409";"9";"8";"miasto";"stały";"Towarzystwo Przyjaciół Dzieci, ul. Wojska Polskiego Barak Nr 1, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"960";"1048";"312";"648";"0";"1";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"11";"2";"9";"0";"637";"210";"370";"57"
"9776-c09d-74c0-ef6c-c96b-e0f6-9fb3-70e8";"041409";"9";"9";"miasto";"stały";"Szkoła Podstawowa Nr 8, Aleja Jana Pawła II 8, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1510";"1637";"517";"993";"0";"3";"1";"1";"0";"0";"0";"0";"1";"994";"1";"0";"994";"22";"3";"19";"0";"972";"288";"581";"103"
"00af-7a8f-f3eb-7217-fe47-a73d-1111-c469";"041409";"9";"10";"miasto";"stały";"Przedszkole Nr 8, ul. Ks. Kardynała Stefana Wyszyńskiego 9, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1541";"1680";"526";"1015";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1015";"0";"0";"1015";"38";"10";"28";"0";"977";"327";"544";"106"
"c1e8-236d-9b04-f7b8-603c-cf64-8cae-6f87";"041409";"9";"11";"miasto";"stały";"Przedszkole Nr 7, ul. Paderewskiego 4, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1073";"1150";"321";"752";"0";"6";"0";"0";"0";"0";"0";"0";"0";"752";"0";"0";"752";"21";"0";"21";"0";"731";"247";"406";"78"
"6df1-6fc2-3c8d-9ab8-d9ff-67f2-90f6-4e7d";"041409";"9";"12";"miasto";"stały";"Zespół Szkół Specjalnych Nr 1, ul. Paderewskiego 5A, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"810";"883";"190";"620";"0";"6";"0";"0";"0";"0";"0";"0";"0";"620";"0";"0";"620";"9";"1";"8";"0";"611";"180";"359";"72"
"7f4b-faf6-2416-c834-f25d-b704-0688-6801";"041409";"9";"13";"miasto";"stały";"Spółdzielnia Mieszkaniowa ""Pomóż Sam Sobie"", ul. Marszałka Józefa Piłsudskiego 15, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1300";"1434";"325";"975";"0";"2";"0";"0";"0";"0";"0";"0";"0";"975";"0";"0";"975";"11";"2";"9";"0";"964";"229";"584";"151"
"ccf4-4570-db4a-4f59-ef0f-5399-75b2-c755";"041409";"9";"14";"miasto";"stały";"Ochotnicza Straż Pożarna w Przechowie, ul. Sportowa 16, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"918";"1015";"232";"686";"1";"1";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"16";"3";"13";"0";"670";"231";"345";"94"
"59f6-6da5-bb59-778e-f33a-99ed-9cde-5971";"041409";"9";"15";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Wojska Polskiego 3, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"950";"1039";"515";"435";"0";"3";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"10";"0";"10";"0";"425";"190";"172";"63"
"4edd-bccb-befb-7cbb-c5e9-8e7e-1c14-2e20";"041409";"9";"16";"wieś";"stały";"Szkoła Podstawowa, Gruczno ul. Chełmińska 5, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1019";"1119";"397";"622";"1";"1";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"14";"0";"14";"0";"608";"245";"284";"79"
"0a60-381d-c460-7ce4-8546-5626-7bc4-b5ad";"041409";"9";"17";"wieś";"stały";"Szkoła Podstawowa, Gruczno ul. Chełmińska 5, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"880";"957";"462";"418";"0";"0";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"9";"4";"5";"0";"409";"212";"136";"61"
"6394-dbaa-21fd-f725-650a-abc8-b5eb-52ef";"041409";"9";"18";"wieś";"stały";"Szkoła Podstawowa, Terespol Pomorski ul. Szkolna 10, 86-105 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1159";"1279";"462";"697";"0";"4";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"26";"2";"24";"0";"671";"291";"282";"98"
"bcfe-229d-b53e-141a-a49e-b7a9-8cac-935f";"041409";"9";"19";"wieś";"stały";"Szkoła Podstawowa, Wiąg 86, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1172";"1307";"549";"623";"0";"7";"2";"2";"0";"0";"0";"0";"2";"624";"2";"0";"624";"9";"3";"6";"0";"615";"263";"269";"83"
"9d53-76f8-2962-110f-54b6-b7bf-5cf6-3a75";"041409";"9";"20";"wieś";"stały";"Świetlica Wiejska, Sulnowo 51A, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"1300";"1458";"387";"913";"0";"3";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"11";"1";"10";"0";"902";"267";"508";"127"
"02e4-d59b-bda5-d9d9-74dc-e8b4-82e3-f645";"041409";"9";"21";"miasto";"zakład leczniczy";"Niepubliczny Zakład Opieki Zdrowotnej ""Nowy Szpital"" Sp. z o. o., ul. Wojska Polskiego 126, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"238";"116";"179";"59";"0";"2";"0";"0";"0";"0";"0";"0";"0";"59";"0";"0";"59";"0";"0";"0";"0";"59";"30";"18";"11"
"afce-9c81-a95f-7361-f40c-755e-a25e-d972";"041409";"9";"22";"miasto";"zakład leczniczy";"Wojewódzki Szpital dla Nerwowo i Psychicznie Chorych im. dr Józefa Bednarza, ul. Sądowa 18, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"481";"146";"365";"116";"0";"1";"0";"0";"0";"0";"0";"0";"0";"116";"0";"0";"116";"4";"0";"4";"0";"112";"69";"34";"9"
"3170-5d41-8485-3b4b-0ea6-8bc0-a14a-a98b";"041409";"9";"23";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej prowadzony przez Zgromadzenie Sióstr Miłosierdzia Św. Wincentego a'Paulo, ul. Wojska Polskiego 128, 86-100 Świecie";"gm. Świecie";"świecki";"kujawsko-pomorskie";"40";"37";"16";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"2";"0";"2";"0";"22";"9";"10";"3"
"f532-73f5-496c-9e0f-6d06-d5e8-9013-fb76";"041410";"9";"1";"wieś";"stały";"SALA GIMNASTYCZNA w ŚWIEKATOWIE, ul. DWORCOWA 20A, 86-182 ŚWIEKATOWO";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"540";"602";"155";"385";"0";"3";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"12";"2";"10";"0";"373";"156";"156";"61"
"f050-5cb4-b873-f6ee-5243-487a-d486-f454";"041410";"9";"2";"wieś";"stały";"SALA KONFERENCYJNA w ŚWIEKATOWIE, ul. SPORTOWA 2, 86-182 ŚWIEKATOWO";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"491";"542";"184";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"12";"1";"11";"0";"295";"123";"121";"51"
"41bf-9d7d-5ddf-ae79-f68d-5d72-c0e8-a80c";"041410";"9";"3";"wieś";"stały";"ŚWIETLICA WIEJSKA w JANIEJ GÓRZE, Jania Góra 1, 86-182 Świekatowo";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"450";"502";"193";"257";"1";"0";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"10";"3";"7";"0";"247";"78";"125";"44"
"d33c-1433-ba86-bff5-32f0-c28b-2d48-400b";"041410";"9";"4";"wieś";"stały";"ŚWIETLICA WIEJSKA W LUBANII-LIPINACH, Lubania-Lipiny 44A, 86-182 Świekatowo";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"419";"457";"239";"180";"0";"1";"0";"0";"0";"0";"0";"0";"0";"180";"0";"0";"180";"2";"1";"1";"0";"178";"106";"50";"22"
"575c-6b46-7e3e-a6e2-3d8c-dea4-1c6b-880d";"041410";"9";"5";"wieś";"stały";"ŚWIETLICA WIEJSKA w TUSZYNACH, Tuszyny 32, 86-182 Świekatowo";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"330";"364";"165";"165";"0";"1";"0";"0";"0";"0";"0";"0";"0";"165";"0";"0";"165";"4";"1";"3";"0";"161";"89";"56";"16"
"fc55-ba42-d1ad-a8ba-38eb-9e55-7c44-b4ad";"041410";"9";"6";"wieś";"stały";"ŚWIETLICA WIEJSKA W ZALESIU KRÓLEWSKIM, Zalesie Królewskie 32, 86-182 Świekatowo";"gm. Świekatowo";"świecki";"kujawsko-pomorskie";"340";"384";"118";"222";"0";"4";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"5";"0";"5";"0";"217";"102";"81";"34"
"a02d-5370-4f45-a742-1a04-df5b-f340-ea13";"041411";"9";"1";"wieś";"stały";"Dom Strażaka w Warlubiu, Warlubie Bąkowska 12, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"1531";"1690";"717";"814";"2";"3";"1";"1";"0";"0";"0";"0";"1";"815";"1";"0";"815";"18";"16";"2";"0";"797";"356";"323";"118"
"a570-9ecf-fa25-5a0b-b67e-6628-3344-b8db";"041411";"9";"2";"wieś";"stały";"Świetlica Wiejska w Bąkowie, Bąkowo 47A, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"530";"582";"310";"220";"0";"0";"0";"0";"0";"0";"0";"0";"0";"220";"0";"0";"220";"8";"1";"7";"0";"212";"119";"66";"27"
"c53c-9cb4-b4f8-0db9-9dc6-e5ef-f11a-1333";"041411";"9";"3";"wieś";"stały";"Świetlica Wiejska w Płochocinie, Płochocin 10A, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"419";"467";"247";"172";"0";"0";"0";"0";"0";"0";"0";"0";"0";"172";"0";"0";"172";"2";"0";"2";"0";"170";"94";"53";"23"
"0521-5188-e846-deb0-50af-bf71-e988-1190";"041411";"9";"4";"wieś";"stały";"Świetlica Wiejska w Bzowie, Bzowo 90, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"540";"594";"250";"290";"2";"2";"0";"0";"0";"0";"0";"0";"0";"290";"0";"0";"290";"8";"3";"5";"0";"282";"102";"133";"47"
"206c-f65e-4fea-7d57-4206-5dfe-7bb5-3473";"041411";"9";"5";"wieś";"stały";"Świetlica Wiejska w Wielkim Komorsku, Wielki Komorsk Nowska A 12, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"912";"1010";"465";"447";"0";"1";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"15";"1";"14";"0";"432";"232";"126";"74"
"39f2-85d3-9715-ffad-3cbd-a71c-336a-845a";"041411";"9";"6";"wieś";"stały";"Wiejski Dom Kultury w Lipinkach, Lipinki 6, 86-160 WARLUBIE";"gm. Warlubie";"świecki";"kujawsko-pomorskie";"540";"600";"241";"299";"0";"7";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"9";"1";"8";"0";"290";"162";"93";"35"
"ae60-ecb2-1614-8e7b-c91e-cb7d-d64b-4cb2";"041601";"9";"1";"wieś";"stały";"ŚWIETLICA WIEJSKA, Zdroje 89, 89-505 MAŁE GACNO";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"640";"706";"256";"384";"2";"0";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"12";"2";"10";"0";"372";"226";"117";"29"
"de12-137d-26f3-4295-bef4-69a4-95ae-c0cc";"041601";"9";"2";"wieś";"stały";"SZKOŁA PODSTAWOWA, Iwiec 18, 89-512 IWIEC";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"810";"914";"346";"464";"0";"5";"0";"0";"0";"0";"0";"0";"0";"464";"0";"0";"464";"12";"2";"10";"0";"452";"207";"189";"56"
"2b04-4fb1-b30e-9074-a8d3-0710-f7da-0e74";"041601";"9";"3";"wieś";"stały";"SZKOŁA PODSTAWOWA, Cekcyn SZKOLNA 8, 89-511 CEKCYN";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"788";"880";"321";"467";"0";"0";"0";"0";"0";"0";"0";"0";"0";"467";"0";"0";"467";"4";"0";"4";"0";"463";"216";"183";"64"
"11ee-5b74-50a1-977e-1220-a598-0405-1e91";"041601";"9";"4";"wieś";"stały";"SZKOŁA PODSTAWOWA, Cekcyn SZKOLNA 8, 89-511 CEKCYN";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"578";"643";"246";"332";"0";"2";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"9";"1";"8";"0";"323";"137";"146";"40"
"db44-6671-aa8d-fbbb-887d-5bd7-82c6-3eb5";"041601";"9";"5";"wieś";"stały";"GMINNY OŚRODEK KULTURY, Cekcyn SZKOLNA 4, 89-511 CEKCYN";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"960";"1065";"298";"662";"1";"12";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"16";"3";"13";"0";"646";"267";"275";"104"
"b99c-404f-a5e6-cfa7-44e0-47ce-ae06-6f8d";"041601";"9";"6";"wieś";"stały";"REMIZA OSP, Cekcyn OGRODOWA 17, 89-511 CEKCYN";"gm. Cekcyn";"tucholski";"kujawsko-pomorskie";"990";"1095";"335";"655";"1";"5";"0";"0";"0";"0";"0";"0";"0";"655";"0";"0";"655";"12";"4";"8";"0";"643";"263";"301";"79"
"edf0-5247-11a7-7b84-5c9e-a7b5-016b-e279";"041602";"9";"1";"wieś";"stały";"Budynek komunalny, Wielki Mędromierz 59a, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"500";"546";"212";"288";"0";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"7";"1";"6";"0";"281";"124";"113";"44"
"992a-4919-d98b-749d-1887-3f95-9cac-e377";"041602";"9";"2";"wieś";"stały";"Świetlica Wiejska, Kamienica 16, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"387";"445";"175";"212";"0";"0";"0";"0";"0";"0";"0";"0";"0";"212";"0";"0";"212";"7";"0";"7";"0";"205";"80";"108";"17"
"b659-fc58-6dca-4efc-77f8-0dda-d0a9-9afa";"041602";"9";"3";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Główna 35, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"550";"629";"222";"328";"0";"8";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"6";"0";"6";"0";"322";"123";"158";"41"
"29e5-1d16-6e5f-cfeb-648a-9bd1-bb52-2318";"041602";"9";"4";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Gostycynie, ul. Sępoleńska 12 - 12 a, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"795";"872";"312";"483";"2";"3";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"8";"2";"6";"0";"475";"212";"184";"79"
"6c0a-6d6a-7109-f647-482e-724a-b0c3-a5ae";"041602";"9";"5";"wieś";"stały";"Szkoła Podstawowa im. ks. Józefa Bruskiego w Pruszczu, Pruszcz ul. Dworcowa 33, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"791";"868";"311";"480";"0";"1";"0";"0";"0";"0";"0";"0";"0";"480";"0";"0";"480";"10";"3";"7";"0";"470";"264";"155";"51"
"7e1b-2929-0bc8-1d99-01dc-155f-2083-1c3a";"041602";"9";"6";"wieś";"stały";"Wiejski Dom Kultury, Wielka Klonia 13, 89-520 Gostycyn";"gm. Gostycyn";"tucholski";"kujawsko-pomorskie";"633";"699";"317";"316";"0";"0";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"12";"1";"11";"0";"304";"149";"101";"54"
"9b6c-eeef-401a-fe6f-2127-096a-3f0e-960d";"041603";"9";"1";"wieś";"stały";"SZKOŁA PODSTAWOWA, Kęsowo ul. Szkolna 11, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"643";"708";"235";"408";"0";"3";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"17";"0";"17";"0";"391";"165";"167";"59"
"c3ee-757b-8b70-f2ed-7624-5902-07fb-67dc";"041603";"9";"2";"wieś";"stały";"SZKOŁA PODSTAWOWA, Kęsowo ul. Szkolna 11, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"390";"428";"158";"231";"0";"0";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"8";"0";"8";"0";"224";"134";"71";"19"
"fe45-13ac-4b95-89c9-56ab-eb65-531c-1030";"041603";"9";"3";"wieś";"stały";"SZKOŁA PODSTAWOWA-FILIA, Drożdzienica 28, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"680";"726";"350";"330";"0";"2";"0";"0";"0";"0";"0";"0";"0";"330";"0";"0";"330";"10";"0";"10";"0";"320";"160";"119";"41"
"7ed1-2d9b-1005-c635-9137-5f20-6db2-947a";"041603";"9";"4";"wieś";"stały";"ŚWIETLICA WIEJSKA, Wieszczyce 20, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"350";"385";"187";"163";"0";"0";"0";"0";"0";"0";"0";"0";"0";"163";"0";"0";"163";"7";"1";"6";"0";"156";"82";"53";"21"
"e022-0c01-b7b6-b9ca-218d-9d9a-7df5-9357";"041603";"9";"5";"wieś";"stały";"SZKOŁA PODSTAWOWA, Żalno ul. Szkolna 1, 89-506 KĘSOWO";"gm. Kęsowo";"tucholski";"kujawsko-pomorskie";"690";"779";"232";"458";"0";"7";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"8";"2";"6";"0";"450";"267";"126";"57"
