"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Maria Małgorzata JANYSKA - nr na liście 1";"Jakub Adam RUTNICKI - nr na liście 2";"Iwona Maria KAMIŃSKA-LECH - nr na liście 3";"Zbigniew Czesław AJCHLER - nr na liście 4";"Killion Munzele MUNYAMA - nr na liście 5";"Henryk Marian SZOPIŃSKI - nr na liście 6";"Dorota Ewa TUŁODZIECKA-ADAMS - nr na liście 7";"Janusz MROZKOWIAK - nr na liście 8";"Karolina URYZAJ - nr na liście 9";"Krzysztof POSZWA - nr na liście 10";"Artur Łukasz WRÓBLEWSKI - nr na liście 11";"Tomasz Marek WOJCIECHOWSKI - nr na liście 12";"Lidia NOWAKOWSKA - nr na liście 13";"Arkadiusz Jerzy DOLECKI - nr na liście 14";"Magdalena SROKA - nr na liście 15";"Agnieszka Małgorzata KOWALSKA - nr na liście 16";"Maria Małgorzata JEWSZEL-CHABERSKA - nr na liście 17";"Rafał Maciej LIPSKI - nr na liście 18";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Adam URBAŃSKI - nr na liście 1";"Jerzy Józef MOEGLICH - nr na liście 2";"Patrycja Martyna STEMPNIAK - nr na liście 3";"Małgorzata JĘDRYCH - nr na liście 4";"Agata Jadwiga OSTASZEWSKA - nr na liście 5";"Radosław MUSIAŁ - nr na liście 6";"Justyna Tamara WIATR - nr na liście 7";"Marcin Marian MAHSEL - nr na liście 8";"Radosław KOS - nr na liście 9";"Weronika DOMAGAŁA - nr na liście 10";"Daniel WŁUDARCZAK - nr na liście 11";"Adam FELDMANN - nr na liście 12";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Krzysztof Michał PASZYK - nr na liście 1";"Błażej Łukasz PARDA - nr na liście 2";"Tadeusz Krzysztof TETERUS - nr na liście 3";"Jarosław Zygmunt MACIEJEWSKI - nr na liście 4";"Tomasz Bronisław KRANC - nr na liście 5";"Marcin PISZCZEK - nr na liście 6";"Agnieszka LINKIEWICZ-MENDEL - nr na liście 7";"Józef Kazimierz KWAŚNIEWICZ - nr na liście 8";"Anna KORPIK - nr na liście 9";"Julian Marian HERMASZCZUK - nr na liście 10";"Jolanta Jadwiga LUBIŃSKA - nr na liście 11";"Małgorzata Anna BEJMA - nr na liście 12";"Lucyna Hanna NAWROT - nr na liście 13";"Sławomira Jadwiga KRÓL - nr na liście 14";"Daniel SZTYCH - nr na liście 15";"Maria Teresa GALAS - nr na liście 16";"Radosław Paweł ŁANOSZKA - nr na liście 17";"Bartłomiej Wojciech GÓRNY - nr na liście 18";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof Władysław CZARNECKI - nr na liście 1";"Marta Ryszarda KUBIAK - nr na liście 2";"Grzegorz PIECHOWIAK - nr na liście 3";"Marcin Bartosz PORZUCEK - nr na liście 4";"Michał Witold ZIELIŃSKI - nr na liście 5";"Dorota BANAŚ - nr na liście 6";"Bogdan Włodzimierz FLEMING - nr na liście 7";"Danuta Maria NIJAKA - nr na liście 8";"Maja Małgorzata JANKOWSKA - nr na liście 9";"Józef FELCYN - nr na liście 10";"Maria Lidia MILER - nr na liście 11";"Robert Piotr KASPRZAK - nr na liście 12";"Andrzej Janusz OKPISZ - nr na liście 13";"Rafał PRĘTKOWSKI - nr na liście 14";"Wiesław PIETRUCZUK - nr na liście 15";"Emilia MUZYKA - nr na liście 16";"Maria Joanna KARDASZ - nr na liście 17";"Krzysztof Jakub BŁASZCZYK - nr na liście 18";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Marian STANDERSKI - nr na liście 1";"Romuald Kazimierz AJCHLER - nr na liście 2";"Kamil Bartosz BOCIAN - nr na liście 3";"Agnieszka Magdalena GRZECHOWIAK - nr na liście 4";"Katarzyna JÓZEFOWSKA - nr na liście 5";"Anna Elżbieta WILK-BARAN - nr na liście 6";"Jacek Tadeusz FLIEGER - nr na liście 7";"Karolina SMYKOWSKA - nr na liście 8";"Stanisław Tomasz ŚLIWAK - nr na liście 9";"Paulina BIRULA - nr na liście 10";"Andrzej MELIŃSKI - nr na liście 11";"Natalia Ewa MINGE - nr na liście 12";"Maksym KAPLANSKYY - nr na liście 13";"Patrycja Monika BUŚKO - nr na liście 14";"Marta Grażyna BILON - nr na liście 15";"Jakub Paweł MIĘSIKOWSKI - nr na liście 16";"Hanna MAŃKOWSKA - nr na liście 17";"Adam Roman CUKIER - nr na liście 18";"Liczba obwodów"
"301403";"gmina miejsko-wiejska";"gm. Międzychód";"międzychodzki";"wielkopolskie";13255;14194;4788;8467;9;54;0;0;0;0;0;0;0;8465;0;0;8465;129;92;37;0;8336;2707;176;1464;20;865;20;4;2;3;2;4;7;9;100;1;12;6;1;11;595;267;38;27;21;38;83;25;10;11;37;6;32;682;248;43;24;35;11;26;39;8;93;8;7;4;37;15;5;43;9;27;2447;903;301;85;190;187;104;7;17;39;7;20;16;5;276;4;243;6;37;1905;162;1324;44;55;23;16;9;8;11;9;2;37;13;56;101;3;7;25;12
"301404";"gmina miejsko-wiejska";"gm. Sieraków";"międzychodzki";"wielkopolskie";6161;6818;2415;3746;8;34;0;0;0;0;0;0;0;3746;0;0;3746;81;55;26;0;3665;1133;50;739;6;298;15;1;0;3;4;1;1;3;5;0;2;3;0;2;173;57;22;10;19;11;14;6;2;4;20;0;8;265;107;26;8;6;4;10;7;17;46;2;3;0;6;5;2;5;2;9;1214;557;100;36;101;147;38;5;11;24;3;11;17;0;110;4;18;4;28;880;25;612;6;8;1;3;0;3;0;2;1;12;3;6;190;0;1;7;4
"301501";"gmina wiejska";"gm. Kuślin";"nowotomyski";"wielkopolskie";3927;4256;1556;2371;2;7;1;1;0;0;0;0;1;2365;1;1;2364;70;51;19;0;2294;604;62;474;8;17;16;3;0;2;8;1;0;2;2;6;0;0;0;3;138;82;3;8;8;7;6;3;2;7;3;4;5;334;73;25;5;8;7;14;21;11;19;0;3;1;4;6;1;77;52;7;1027;352;59;83;207;42;56;7;97;9;2;9;13;6;17;6;18;13;31;191;48;63;7;14;4;1;16;2;2;4;4;11;0;3;0;4;5;3;3
"301502";"gmina miejsko-wiejska";"gm. Lwówek";"nowotomyski";"wielkopolskie";6419;7068;2556;3863;7;14;0;0;0;0;0;0;0;3863;0;0;3863;71;53;18;0;3792;1277;42;1106;12;32;36;1;4;2;9;0;4;3;13;4;2;3;0;4;210;82;10;13;17;6;57;4;2;2;10;4;3;500;149;86;10;21;7;15;21;12;59;6;12;4;15;12;3;39;26;3;1539;580;118;149;266;63;102;9;64;23;5;11;23;1;24;5;15;51;30;266;71;86;15;16;9;5;5;10;5;6;3;16;3;2;2;2;2;8;6
"301503";"gmina wiejska";"gm. Miedzichowo";"nowotomyski";"wielkopolskie";2661;2959;967;1694;1;18;0;0;0;0;0;0;0;1694;0;0;1694;58;52;6;0;1636;552;35;470;4;14;6;0;0;1;7;2;1;2;1;3;0;2;1;3;96;50;4;4;1;9;16;1;0;3;5;0;3;164;53;20;5;10;1;8;8;5;11;3;2;3;5;1;1;13;0;15;651;235;88;79;71;12;45;3;25;15;4;6;7;2;26;2;10;7;14;173;52;43;6;11;6;10;10;5;1;1;1;12;2;3;0;0;1;9;2
"301504";"gmina miejsko-wiejska";"gm. Nowy Tomyśl";"nowotomyski";"wielkopolskie";18575;20335;5561;13014;11;46;1;1;0;0;0;0;1;13013;1;0;13013;175;121;54;0;12838;5532;359;4237;34;50;308;5;8;16;102;9;5;26;29;282;15;17;5;25;905;423;76;47;48;49;81;19;11;35;62;10;44;1098;304;175;16;50;14;44;57;21;46;11;20;13;53;20;10;166;9;69;3792;1315;257;637;610;130;279;17;163;66;10;36;26;6;22;8;41;47;122;1511;455;335;98;92;93;38;123;30;7;26;9;66;18;9;21;6;32;53;17
"301505";"gmina miejsko-wiejska";"gm. Opalenica";"nowotomyski";"wielkopolskie";11326;12483;3546;7780;3;30;0;0;0;0;0;0;0;7780;0;0;7780;117;85;32;0;7663;2658;150;2081;24;68;193;7;9;7;45;14;5;13;8;4;12;6;2;10;444;203;29;19;23;31;43;14;22;11;32;6;11;1227;134;48;6;10;2;22;16;20;18;4;12;5;5;9;3;891;11;11;2684;1002;168;218;539;73;96;23;289;49;9;31;29;5;13;9;36;26;69;650;213;186;36;32;21;14;15;28;4;15;3;28;4;1;3;4;25;18;10
"301506";"gmina miejsko-wiejska";"gm. Zbąszyń";"nowotomyski";"wielkopolskie";9693;10579;3028;6665;6;29;0;0;0;0;0;0;0;6665;0;0;6665;108;61;47;0;6557;3147;65;2978;9;9;25;6;0;10;5;5;1;8;6;3;5;4;0;8;518;284;38;37;41;12;31;16;12;13;14;10;10;386;145;44;4;28;10;19;18;7;21;5;5;11;15;7;3;30;4;10;2067;624;836;119;154;48;111;5;25;16;6;9;12;4;8;7;17;21;45;439;123;60;22;51;15;14;11;9;4;9;6;22;9;5;3;2;9;65;11
"301601";"gmina miejsko-wiejska";"gm. Oborniki";"obornicki";"wielkopolskie";23496;25794;7307;16189;21;59;1;1;0;0;0;0;1;16188;1;0;16188;223;167;56;0;15965;4580;769;2648;64;315;122;30;16;11;26;20;392;17;20;0;36;23;10;61;1033;523;45;49;53;46;58;44;15;21;70;72;37;3513;2982;117;15;21;14;65;31;25;29;4;39;50;33;11;19;24;5;29;4825;1256;379;107;213;1606;253;17;29;51;14;30;43;647;10;9;55;16;90;2014;957;566;62;105;38;35;19;40;14;19;8;54;9;15;10;4;20;39;24
"301602";"gmina miejsko-wiejska";"gm. Rogoźno";"obornicki";"wielkopolskie";12413;13601;4731;7682;5;29;1;1;0;0;0;0;1;7683;1;0;7683;129;95;34;0;7554;2057;436;1064;28;229;58;15;6;12;23;45;35;20;23;2;19;15;1;26;500;190;85;45;19;38;19;18;3;24;35;5;19;1101;706;64;11;24;22;42;21;12;31;10;17;50;16;13;6;14;8;34;2742;811;195;160;500;484;288;24;21;38;8;19;28;59;5;5;39;4;54;1154;370;402;53;86;23;28;8;38;9;17;7;30;5;25;3;4;22;24;15
"301603";"gmina wiejska";"gm. Ryczywół";"obornicki";"wielkopolskie";5087;5556;2078;3009;0;13;0;0;0;0;0;0;0;3009;0;0;3009;73;57;16;0;2936;595;229;184;16;58;35;5;3;4;9;4;17;6;7;0;5;5;0;8;188;75;11;24;6;6;8;7;5;5;17;13;11;709;522;44;4;15;10;12;5;15;8;6;11;17;10;5;3;5;3;14;1159;363;91;98;126;288;70;3;14;10;1;10;10;26;3;3;12;10;21;285;96;93;18;20;5;9;3;3;0;2;3;5;2;4;2;2;6;12;7
"301901";"gmina miejska";"m. Piła";"pilski";"wielkopolskie";50841;55130;14909;35945;48;241;4;4;0;0;0;0;4;35937;4;2;35935;307;172;135;0;35628;12490;6662;1496;1268;533;741;778;29;28;47;133;40;330;70;11;61;68;55;140;2253;1141;105;99;117;172;157;154;29;42;113;27;97;3604;882;1878;124;47;20;80;44;23;60;26;143;56;50;65;27;26;7;46;10814;2217;1323;1487;4554;59;447;17;35;86;92;164;43;10;11;10;98;52;109;6467;2262;1513;1032;341;140;99;45;114;315;97;32;131;27;80;25;41;64;109;33
"301902";"gmina wiejska";"gm. Białośliwie";"pilski";"wielkopolskie";3401;3706;1202;2199;4;7;0;0;0;0;0;0;0;2199;0;0;2199;47;34;13;0;2152;361;180;33;41;20;24;24;4;1;3;3;4;4;2;0;2;3;0;13;154;70;12;7;11;19;8;4;2;2;6;4;9;505;64;59;2;34;3;30;4;2;9;12;22;4;3;247;2;4;0;4;941;211;129;59;373;11;64;5;4;12;38;5;7;2;1;0;11;4;5;191;67;53;15;18;3;2;6;8;3;1;1;5;0;1;1;2;2;3;5
"301903";"gmina wiejska";"gm. Kaczory";"pilski";"wielkopolskie";5521;6113;1830;3691;9;27;0;0;0;0;0;0;0;3691;0;0;3691;55;38;17;0;3636;832;456;73;61;66;35;38;8;5;8;10;1;12;8;0;11;17;2;21;285;135;5;17;21;15;23;21;3;8;19;3;15;558;125;261;5;14;2;15;10;3;12;12;12;8;18;34;4;10;4;9;1559;336;136;297;590;18;57;7;10;23;31;7;6;2;1;1;17;10;10;402;125;126;30;25;6;5;6;17;11;6;3;9;2;6;2;2;6;15;5
"301904";"gmina miejsko-wiejska";"gm. Łobżenica";"pilski";"wielkopolskie";6757;7343;2929;3828;2;8;0;0;0;0;0;0;0;3828;0;0;3828;107;79;28;0;3721;480;268;18;42;27;13;60;6;3;1;5;2;10;10;2;1;9;1;2;198;90;9;20;9;11;18;11;2;8;11;3;6;617;157;63;6;129;7;61;14;5;10;3;31;6;10;66;30;4;6;9;2125;416;268;76;938;42;193;14;11;34;45;16;5;3;2;5;22;7;28;301;92;88;20;21;13;8;1;6;5;5;1;10;1;3;2;3;9;13;6
"301905";"gmina wiejska";"gm. Miasteczko Krajeńskie";"pilski";"wielkopolskie";2317;2504;960;1357;2;6;0;0;0;0;0;0;0;1356;0;0;1356;22;17;5;0;1334;304;166;19;34;24;11;29;3;1;2;2;3;2;5;0;0;2;0;1;112;70;4;2;3;1;6;10;1;2;8;2;3;230;44;48;5;7;1;9;5;3;3;1;5;2;4;88;1;2;0;2;518;139;29;45;188;4;52;5;2;7;29;3;4;0;0;0;3;1;7;170;53;53;20;3;9;4;4;3;4;4;1;5;0;3;0;1;0;3;3
"301906";"gmina wiejska";"gm. Szydłowo";"pilski";"wielkopolskie";6335;6859;2358;3977;8;18;1;1;0;0;0;0;1;3977;1;1;3976;70;54;16;0;3906;1109;550;128;151;43;62;69;4;5;8;7;6;29;8;3;5;13;6;12;312;170;9;14;12;17;23;19;1;5;27;1;14;554;184;246;15;11;5;13;4;2;10;2;18;4;5;20;5;2;1;7;1347;306;119;125;646;9;49;2;3;7;13;17;14;0;4;2;5;6;20;584;197;124;81;35;14;14;9;20;20;10;3;12;5;9;6;3;5;17;7
"301907";"gmina miejsko-wiejska";"gm. Ujście";"pilski";"wielkopolskie";5661;6220;2091;3570;1;22;0;0;0;0;0;0;0;3570;0;0;3570;70;49;21;0;3500;963;554;69;77;94;37;38;3;3;7;18;3;5;8;3;21;6;4;13;242;112;8;13;26;14;16;12;5;6;13;1;16;489;192;151;30;12;12;20;7;5;11;12;8;8;6;4;1;4;1;5;1334;327;168;174;508;6;57;4;11;21;6;10;5;4;2;2;9;6;14;472;119;185;49;29;7;16;2;6;5;5;6;8;0;4;5;4;8;14;8
"301908";"gmina miejsko-wiejska";"gm. Wyrzysk";"pilski";"wielkopolskie";9912;10773;4158;5754;5;23;1;1;0;0;0;0;1;5755;1;1;5754;138;101;37;0;5616;1204;829;56;88;55;36;47;3;8;11;7;3;10;18;1;10;9;1;12;397;208;21;25;11;20;29;14;6;15;30;2;16;802;162;98;8;50;4;291;11;4;15;4;9;7;13;92;9;12;2;11;2572;585;225;131;1239;29;163;22;9;21;44;15;7;2;5;6;26;8;35;641;205;172;71;41;16;13;10;29;15;11;5;15;2;5;2;1;8;20;11
"301909";"gmina miejsko-wiejska";"gm. Wysoka";"pilski";"wielkopolskie";4629;5047;1965;2665;1;8;0;0;0;0;0;0;0;2664;0;0;2664;45;29;16;0;2619;515;304;23;24;73;19;19;4;1;5;1;3;7;5;3;4;5;10;5;186;92;14;12;3;8;18;9;4;4;6;0;16;369;88;94;2;16;7;29;5;7;7;4;5;6;9;72;7;5;1;5;1314;187;103;49;373;9;101;12;10;11;419;4;4;2;2;2;7;5;14;235;70;92;10;18;10;2;2;2;8;4;0;4;2;2;1;0;2;6;4
"302401";"gmina miejska";"m. Obrzycko";"szamotulski";"wielkopolskie";1685;1855;576;1109;3;4;2;2;0;0;0;0;2;1110;2;0;1110;22;17;5;0;1088;347;43;249;14;23;2;2;0;1;4;1;0;4;1;0;0;1;1;1;55;25;2;2;10;2;2;0;1;5;4;2;0;109;35;8;1;3;0;5;2;29;1;1;3;1;1;4;1;8;4;2;410;144;38;61;59;59;10;0;2;5;1;6;11;0;0;1;7;2;4;167;69;56;4;8;2;6;2;2;1;0;1;5;2;0;2;0;2;5;1
"302402";"gmina wiejska";"gm. Duszniki";"szamotulski";"wielkopolskie";6378;7069;2031;4346;3;25;0;0;0;0;0;0;0;4340;0;1;4339;121;93;28;0;4218;893;140;422;21;153;68;5;18;3;9;3;1;10;7;2;11;8;2;10;305;145;14;17;18;8;27;11;9;8;22;10;16;878;81;13;1;4;2;21;5;43;25;4;6;4;6;7;3;15;630;8;1688;573;167;163;228;222;102;18;16;40;8;17;29;7;11;2;20;27;38;454;76;227;25;36;8;7;3;6;5;12;2;14;7;4;5;0;3;14;5
"302403";"gmina wiejska";"gm. Kaźmierz";"szamotulski";"wielkopolskie";5879;6577;1764;4115;6;39;0;0;0;0;0;0;0;4115;0;1;4114;79;53;26;0;4035;1510;224;1034;21;89;54;8;9;5;8;5;5;4;13;0;13;6;0;12;295;127;13;30;34;14;17;10;3;8;29;1;9;492;135;22;9;10;10;17;13;143;29;2;11;9;17;9;3;8;32;13;1218;397;187;47;205;171;44;6;14;26;5;7;32;4;6;3;22;15;27;520;148;164;27;41;17;19;4;25;5;5;3;18;5;4;9;2;8;16;6
"302404";"gmina wiejska";"gm. Obrzycko";"szamotulski";"wielkopolskie";3162;3461;1360;1802;3;2;0;0;0;0;0;0;0;1802;0;0;1802;36;23;13;0;1766;521;54;384;7;43;4;7;3;0;1;0;5;0;4;1;2;1;0;5;96;54;4;5;0;7;6;3;1;0;12;0;4;213;58;10;6;9;5;10;4;61;15;2;5;5;4;8;2;4;3;2;712;223;51;37;145;135;36;0;4;12;1;9;27;3;2;0;15;0;12;224;68;81;7;18;3;5;4;9;0;3;1;8;2;3;4;2;2;4;2
"302405";"gmina miejsko-wiejska";"gm. Ostroróg";"szamotulski";"wielkopolskie";3490;3837;1315;2175;4;6;0;0;0;0;0;0;0;2175;0;0;2175;56;41;15;0;2119;700;53;514;5;108;3;2;1;3;0;0;0;2;2;1;1;0;0;5;105;49;7;11;9;4;7;2;5;1;4;0;6;217;56;18;0;7;4;5;3;94;13;0;6;0;1;2;2;1;2;3;835;282;74;34;137;182;29;0;7;5;4;4;22;1;11;2;15;5;21;262;25;187;5;14;5;5;0;0;1;4;2;2;1;3;3;1;1;3;2
"302406";"gmina miejsko-wiejska";"gm. Pniewy";"szamotulski";"wielkopolskie";8757;9615;2900;5857;16;24;0;0;0;0;0;0;0;5857;0;0;5857;119;93;26;0;5738;2219;69;1993;23;71;24;4;1;1;2;3;3;14;5;1;0;2;0;3;407;180;27;24;44;22;37;16;9;14;16;5;13;519;78;21;4;14;2;17;8;183;58;3;12;2;9;6;4;14;73;11;2123;792;259;102;256;286;199;15;19;30;8;9;25;3;29;4;42;13;32;470;98;180;17;48;10;14;16;10;6;4;1;17;8;17;4;0;7;13;7
"302407";"gmina miejsko-wiejska";"gm. Szamotuły";"szamotulski";"wielkopolskie";21152;23187;6705;14447;23;61;0;0;0;0;0;0;0;14443;0;1;14442;199;132;67;0;14243;5579;592;4349;57;300;78;11;7;10;33;14;10;24;14;2;27;13;5;33;798;390;41;50;88;38;36;27;12;23;59;13;21;1671;358;54;12;35;12;28;35;876;68;11;13;11;20;21;8;41;32;36;4431;1281;375;153;629;1056;214;27;33;53;12;24;365;12;12;6;58;33;88;1764;508;705;84;82;41;63;25;42;7;19;5;75;15;8;26;3;18;38;17
"302408";"gmina miejsko-wiejska";"gm. Wronki";"szamotulski";"wielkopolskie";14782;15946;4911;9871;7;44;0;0;0;0;0;0;0;9871;0;0;9871;185;130;55;0;9686;3330;698;1665;42;731;38;15;7;6;22;10;6;16;19;1;15;23;2;14;530;248;37;29;34;37;23;22;4;20;42;6;28;1013;348;53;27;28;9;40;35;262;63;6;19;13;30;13;10;14;9;34;2798;1150;403;124;449;196;124;17;33;70;8;21;61;7;16;2;49;18;50;2015;249;1314;52;73;12;97;12;21;9;24;2;34;6;26;43;3;12;26;15
"302801";"gmina miejska";"m. Wągrowiec";"wągrowiecki";"wielkopolskie";18027;19630;5607;12420;11;69;0;0;0;0;0;0;0;12417;0;0;12417;138;100;38;0;12279;3890;936;916;94;174;83;18;14;10;15;1474;12;18;23;3;29;28;3;40;914;353;200;62;53;44;59;32;12;19;40;10;30;1521;279;132;10;15;573;38;15;5;22;10;14;340;14;13;7;11;0;23;3796;1140;507;204;947;256;159;182;39;84;14;36;47;17;7;11;55;19;72;2158;549;376;102;775;28;28;13;75;16;18;19;38;17;10;14;6;29;45;12
"302802";"gmina wiejska";"gm. Damasławek";"wągrowiecki";"wielkopolskie";3860;4174;1578;2282;1;4;0;0;0;0;0;0;0;2282;0;0;2282;54;43;11;0;2228;292;119;57;9;14;26;6;1;1;4;39;2;3;4;1;2;2;0;2;118;53;15;15;4;3;9;5;1;1;8;0;4;634;42;41;3;3;496;5;0;4;4;0;2;21;1;3;0;1;2;6;1028;298;189;61;270;62;27;39;5;18;4;8;4;3;2;5;11;4;18;156;58;29;9;27;6;5;0;6;0;5;1;3;1;3;0;1;0;2;4
"302803";"gmina miejsko-wiejska";"gm. Gołańcz";"wągrowiecki";"wielkopolskie";5769;6259;2385;3384;3;8;0;0;0;0;0;0;0;3377;0;1;3376;98;76;22;0;3278;473;186;77;22;26;43;5;1;6;7;80;1;2;4;3;4;2;0;4;276;46;21;159;7;4;9;5;5;4;6;4;6;884;243;43;2;15;413;15;7;5;11;11;3;90;4;9;1;3;0;9;1335;345;225;126;347;80;36;46;13;25;11;16;6;2;6;4;17;5;25;310;51;107;22;57;7;6;5;12;5;2;4;4;0;2;4;1;7;14;7
"302804";"gmina wiejska";"gm. Mieścisko";"wągrowiecki";"wielkopolskie";4244;4643;1706;2538;1;5;0;0;0;0;0;0;0;2538;0;1;2537;58;47;11;0;2479;517;138;213;12;15;15;9;3;2;3;63;4;13;7;0;6;5;1;8;133;51;18;11;5;2;11;7;2;4;11;2;9;482;56;19;2;12;61;5;7;3;4;1;1;296;1;0;1;4;0;9;1104;163;76;46;139;38;25;560;1;13;4;8;9;1;2;2;5;6;6;243;62;55;19;41;6;4;4;13;3;5;1;8;0;1;2;0;5;14;5
"302805";"gmina miejsko-wiejska";"gm. Skoki";"wągrowiecki";"wielkopolskie";6633;7397;2469;4164;3;30;0;0;0;0;0;0;0;4164;0;0;4164;72;53;19;0;4092;1315;416;529;43;30;33;10;10;8;17;129;11;13;22;4;10;13;1;16;291;108;34;23;31;15;24;16;0;9;16;1;14;441;87;55;7;5;96;12;11;6;11;2;4;109;8;10;1;8;0;9;1482;553;155;114;261;62;64;78;17;44;7;14;19;5;2;4;31;9;43;563;173;106;38;76;21;17;12;40;4;7;2;18;3;7;8;1;11;19;9
"302806";"gmina wiejska";"gm. Wapno";"wągrowiecki";"wielkopolskie";2151;2334;984;1167;0;2;0;0;0;0;0;0;0;1167;0;0;1167;26;17;9;0;1141;191;77;29;7;5;11;6;1;1;3;37;3;2;2;2;2;1;0;2;97;35;13;14;6;7;7;6;2;2;1;2;2;253;59;4;1;4;136;9;3;4;2;2;4;18;0;3;0;0;1;3;466;105;57;45;167;29;14;14;4;5;4;4;1;1;0;0;2;7;7;134;30;33;9;34;2;1;0;4;0;6;0;7;0;1;1;1;2;3;2
"302807";"gmina wiejska";"gm. Wągrowiec";"wągrowiecki";"wielkopolskie";8392;9325;3494;4898;2;22;0;0;0;0;0;0;0;4898;0;0;4898;90;70;20;0;4808;816;251;174;33;57;24;7;4;5;4;201;3;4;11;3;13;7;2;13;349;113;90;41;12;10;27;10;3;5;21;3;14;1198;196;48;7;23;195;9;10;4;10;4;3;645;8;8;8;1;3;16;1898;538;213;163;449;162;71;101;11;41;6;31;12;9;4;9;30;12;36;547;141;125;19;135;11;13;4;25;4;12;10;12;3;6;2;1;10;14;7
"302901";"gmina wiejska";"gm. Przemęt";"wolsztyński";"wielkopolskie";10010;11023;3959;6051;3;54;1;1;0;0;0;0;1;6052;1;0;6052;159;120;39;0;5893;830;248;195;24;25;72;8;4;153;7;9;11;25;13;0;13;5;2;16;384;198;25;25;16;12;28;14;5;14;24;8;15;1447;231;45;17;44;15;36;23;8;28;6;11;8;31;16;5;16;7;900;2731;780;728;199;140;256;92;19;90;51;10;33;32;11;10;11;37;36;196;501;187;55;38;42;23;9;12;10;3;7;3;16;3;10;9;3;10;61;9
"302902";"gmina wiejska";"gm. Siedlec";"wolsztyński";"wielkopolskie";8765;9643;3183;5582;3;46;0;0;0;0;0;0;0;5579;0;0;5579;141;106;35;0;5438;1534;141;707;11;24;302;6;1;279;9;3;9;6;10;1;10;5;0;10;403;199;14;37;22;31;29;8;6;10;25;2;20;547;148;50;12;24;17;47;45;9;37;8;17;7;21;13;14;20;4;54;2167;481;449;197;212;136;148;7;73;24;4;29;27;8;26;3;32;31;280;787;69;51;22;18;12;5;6;5;3;2;2;10;6;8;5;1;4;558;9
"302903";"gmina miejsko-wiejska";"gm. Wolsztyn";"wolsztyński";"wielkopolskie";21426;23334;6322;15110;9;94;0;0;0;0;0;0;0;15105;0;0;15105;264;187;77;0;14841;5981;385;2107;49;40;541;15;8;2727;13;6;15;11;10;5;18;12;1;18;1041;557;67;55;70;55;58;28;21;31;53;11;35;1324;399;114;23;78;36;85;136;19;109;6;42;17;49;17;15;29;6;144;4868;1208;728;243;502;380;230;17;120;65;13;41;29;8;22;12;38;121;1091;1627;414;201;79;72;37;38;28;21;14;26;2;57;11;71;4;6;22;524;23
"303101";"gmina miejska";"m. Złotów";"złotowski";"wielkopolskie";13478;14476;4677;8783;13;48;2;2;0;0;0;0;2;8784;2;0;8784;118;81;37;0;8666;3051;706;70;81;70;38;1926;9;6;9;11;11;27;28;4;17;13;4;21;563;271;23;33;43;25;25;27;43;13;29;7;24;986;179;85;18;49;8;46;17;4;19;7;13;8;18;19;477;6;2;11;2699;582;253;230;749;31;650;11;15;49;8;16;19;2;3;3;28;9;41;1367;303;266;73;52;459;35;9;29;19;17;6;23;8;10;10;6;20;22;10
