"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Henryk KIERZKOWSKI";"Józef Marian LEWANDOWSKI";"Józef Mikołaj ŁYCZAK";"Jerzy Jan WENDERLICH";"Łukasz ZBONIKOWSKI"
"8cc5-6a2c-b471-4df9-b09f-130e-8f24-046c";"040101";"13";"1";"miasto";"stały";"Środowiskowy Dom Samopomocy im. Prof. Jana Władysława Piltza, Bolesława Limanowskiego 12, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1200";"1303";"492";"708";"0";"1";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"12";"4";"8";"0";"696";"45";"48";"265";"275";"63"
"5657-3faf-1b0f-3ff1-067b-43ed-b5ad-f75c";"040101";"13";"2";"miasto";"stały";"Szkoła Techniczna Bydgoskiego Zakładu Doskonalenia Zawodowego w Aleksandrowie Kujawskim, Długa 8, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1198";"1301";"517";"681";"2";"3";"0";"0";"0";"0";"0";"0";"0";"681";"0";"0";"681";"10";"5";"5";"0";"671";"36";"43";"320";"216";"56"
"8be7-3052-8784-97e7-c5c8-1631-5d11-3d67";"040101";"13";"3";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Jana Pawła II, Strażacka 22, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1187";"1296";"498";"689";"0";"5";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"10";"3";"7";"0";"679";"40";"40";"254";"285";"60"
"1eed-8375-6f0c-4785-61e7-d30c-e2b7-0856";"040101";"13";"4";"miasto";"stały";"Szkoła Podstawowa Nr 4 im. Jana Pawła II, Strażacka 22, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"490";"537";"247";"243";"0";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"3";"0";"3";"0";"240";"16";"10";"104";"98";"12"
"28a1-fb5c-e198-ae02-6f24-6829-1a80-ab9e";"040101";"13";"5";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Polskich Podróżników, gen. Władysława Sikorskiego 5, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1210";"1397";"391";"819";"0";"31";"0";"0";"0";"0";"0";"0";"0";"819";"0";"0";"819";"15";"4";"11";"0";"804";"34";"59";"287";"353";"71"
"52fd-60d0-628a-f5c8-3a80-21fa-6150-0366";"040101";"13";"6";"miasto";"stały";"Szkoła Podstawowa Nr 3 im. Józefa Wybickiego, Szkolna 6, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"953";"1054";"349";"604";"1";"7";"0";"0";"0";"0";"0";"0";"0";"604";"0";"0";"604";"10";"4";"6";"0";"594";"30";"35";"167";"314";"48"
"52d9-a681-c0fe-bde7-938c-77a5-accf-0140";"040101";"13";"7";"miasto";"stały";"Miejskie Centrum Kultury, Parkowa 3, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1139";"1270";"416";"723";"1";"7";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"12";"6";"6";"0";"711";"32";"63";"241";"301";"74"
"8e1e-f2b3-fea3-6527-7477-7d7e-f9d5-9d79";"040101";"13";"8";"miasto";"stały";"Przedszkole im. Juliana Tuwima, Wojska Polskiego 19, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1220";"1333";"435";"785";"0";"4";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"9";"1";"8";"0";"776";"42";"57";"216";"385";"76"
"0925-4e70-7e3e-77ea-0561-9fe2-20f5-eb96";"040101";"13";"9";"miasto";"zakład leczniczy";"Sala przy Izbie Przyjęć Powiatowego Szpitala w Aleksandrowie Kujawskim Sp. z o. o., Juliusza Słowackiego 18, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"120";"118";"55";"65";"0";"1";"0";"0";"0";"0";"0";"0";"0";"65";"0";"0";"65";"2";"1";"1";"0";"63";"3";"3";"39";"11";"7"
"005c-7158-2a75-57e3-fd3e-4f4d-ff4a-7593";"040101";"13";"10";"miasto";"zakład leczniczy";"Świetlica Kolejowego Szpitala Uzdrowiskowego Sp. z o. o. w Ciechocinku Oddział Zamiejscowy w Aleksandrowie Kujawskim, Gabriela Narutowicza 12, 87-700 Aleksandrów Kujawski";"m. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"120";"99";"93";"27";"0";"0";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"0";"0";"0";"0";"27";"2";"4";"11";"9";"1"
"6bd3-ab59-dd99-7f0f-7afe-ebe9-a191-fcb7";"040102";"13";"1";"miasto";"stały";"Przedszkole Samorządowe nr 2, Wierzbowa 10, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1091";"1316";"213";"878";"3";"111";"0";"0";"0";"0";"0";"0";"0";"878";"0";"0";"878";"9";"1";"8";"0";"869";"36";"55";"294";"401";"83"
"eb75-9fa7-176a-50b2-40dc-a360-a32b-5cb6";"040102";"13";"2";"miasto";"stały";"Przedszkole Samorządowe nr 1, Widok 9, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1579";"1898";"64";"1515";"0";"730";"0";"0";"0";"0";"0";"0";"0";"1512";"0";"0";"1512";"17";"4";"13";"0";"1495";"75";"103";"595";"646";"76"
"b7ac-a0d1-163a-6493-57c5-8d9a-7416-7ffd";"040102";"13";"3";"miasto";"stały";"Szkoła Podstawowa nr 1, Kopernika 18, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1049";"1297";"164";"885";"3";"132";"2";"2";"0";"0";"0";"0";"2";"887";"2";"0";"887";"17";"3";"14";"0";"870";"64";"63";"300";"377";"66"
"e862-a2d8-84bd-f797-a7c0-1cc6-a565-ac37";"040102";"13";"4";"miasto";"stały";"Szkoła Podstawowa nr 1, Kopernika 18, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1089";"1322";"244";"845";"0";"93";"0";"0";"0";"0";"0";"0";"0";"845";"0";"0";"845";"13";"6";"7";"0";"832";"59";"51";"331";"341";"50"
"ce64-4156-cd2b-8132-23a1-b137-c93c-1696";"040102";"13";"5";"miasto";"stały";"Miejskie Centrum Kultury, Żelazna 5, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1351";"1654";"67";"1284";"3";"606";"0";"0";"0";"0";"0";"0";"0";"1284";"0";"0";"1284";"15";"7";"8";"0";"1269";"48";"86";"516";"541";"78"
"087f-6067-e541-8591-e518-9882-1ad4-3464";"040102";"13";"6";"miasto";"stały";"Szkoła Podstawowa nr 3, Wojska Polskiego 37, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"880";"1121";"75";"805";"1";"133";"0";"0";"0";"0";"0";"0";"0";"805";"0";"0";"805";"7";"4";"3";"0";"798";"29";"55";"305";"345";"64"
"8e44-41ed-69bc-cd92-6ab4-d54e-694a-ace5";"040102";"13";"7";"miasto";"stały";"Szkoła Podstawowa nr 3, Wojska Polskiego 37, 87-720 Ciechocinek";"m. Ciechocinek";"aleksandrowski";"kujawsko-pomorskie";"1690";"2241";"110";"1580";"4";"361";"0";"0";"0";"0";"0";"0";"0";"1580";"0";"0";"1580";"20";"8";"12";"0";"1560";"72";"98";"609";"681";"100"
"1fcb-d785-ec20-db37-78b0-6243-d548-f032";"040103";"13";"1";"miasto";"stały";"Muzeum Stanisława Noakowskiego, Mickiewicza 6, 87-730 Nieszawa";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";"469";"515";"187";"282";"0";"5";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"12";"6";"6";"0";"270";"17";"19";"110";"98";"26"
"c316-1435-84ca-fe85-487a-5cf2-4cfc-d5ec";"040103";"13";"2";"miasto";"stały";"Szkoła Podstawowa, Kościuszki 6, 87-730 Nieszawa";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";"460";"511";"150";"310";"3";"2";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"7";"2";"5";"0";"302";"33";"12";"127";"115";"15"
"66bc-15f8-aeb2-4a92-d45b-eaba-3e3c-297d";"040103";"13";"3";"miasto";"stały";"Szkoła Podstawowa, Kościuszki 5, 87-730 Nieszawa";"m. Nieszawa";"aleksandrowski";"kujawsko-pomorskie";"470";"509";"196";"274";"1";"1";"0";"0";"0";"0";"0";"0";"0";"274";"0";"0";"274";"5";"5";"0";"0";"269";"17";"14";"103";"98";"37"
"d651-d9c3-04d8-bbb1-9dd1-f162-928e-ee9d";"040104";"13";"1";"wieś";"stały";"Szkoła Podstawowa, Toruńska 8, 87-710 Służewo";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1271";"1393";"619";"652";"0";"3";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"17";"6";"11";"0";"635";"47";"29";"342";"156";"61"
"3463-1edb-cbf2-0b1d-55b2-a4dc-9171-d36b";"040104";"13";"2";"wieś";"stały";"Świetlica wiejska, Rożno-Parcele Konwaliowa 48, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"741";"814";"266";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"13";"3";"10";"0";"462";"32";"40";"136";"201";"53"
"5853-9bc8-0220-e996-6e58-d11d-94d8-36bb";"040104";"13";"3";"wieś";"stały";"Świetlica wiejska, Nowa Wieś 17a, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"490";"549";"165";"325";"0";"1";"0";"0";"0";"0";"0";"0";"0";"325";"0";"0";"325";"9";"3";"6";"0";"316";"19";"29";"162";"87";"19"
"cea1-06b0-0de4-8efa-5241-5eba-3d58-6243";"040104";"13";"4";"wieś";"stały";"Szkoła Podstawowa, Przybranowo 46, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"576";"636";"283";"293";"1";"4";"0";"0";"0";"0";"0";"0";"0";"293";"0";"0";"293";"8";"3";"5";"0";"285";"19";"24";"157";"63";"22"
"086b-a026-8405-1627-769e-1298-f6df-f5e1";"040104";"13";"5";"wieś";"stały";"Szkoła Podstawowa, Ostrowąs 81, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1120";"1220";"548";"572";"3";"0";"1";"1";"0";"0";"0";"0";"1";"573";"1";"0";"573";"14";"5";"9";"0";"559";"46";"40";"276";"157";"40"
"a1f2-9c6f-a4e3-d6db-d974-a2c1-2a33-2908";"040104";"13";"6";"wieś";"stały";"Żłobek Samorządowy Bursztynek, Odolion Młodzieżowa 5, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1010";"1121";"395";"615";"0";"1";"0";"0";"0";"0";"0";"0";"0";"615";"0";"0";"615";"16";"8";"8";"0";"599";"31";"40";"265";"209";"54"
"6b19-1f8c-ce58-0888-250f-ae0a-6cb6-382d";"040104";"13";"7";"wieś";"stały";"Świetlica wiejska, Łazieniec Podgórna 1, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"520";"570";"194";"326";"0";"1";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"7";"1";"6";"0";"319";"33";"21";"102";"125";"38"
"8e33-a8b2-fffb-6ad4-481f-4386-47ad-2444";"040104";"13";"8";"wieś";"stały";"Szkoła Podstawowa, Stawki Szkolna 4, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"740";"821";"325";"415";"0";"2";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"7";"1";"6";"0";"408";"32";"35";"170";"129";"42"
"47bc-2ed6-d680-583e-c46f-f079-7a5f-c90f";"040104";"13";"9";"wieś";"stały";"Szkoła Podstawowa, Opoki 43, 87-700 Aleksandrów Kujawski";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"757";"826";"385";"372";"0";"5";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"7";"1";"6";"0";"365";"28";"11";"236";"54";"36"
"9cc9-f8e0-f3cb-9a25-4c16-0e58-5adc-fa89";"040104";"13";"10";"wieś";"stały";"Świetlica wiejska, Wołuszewo 30, 87-720 Ciechocinek";"gm. Aleksandrów Kujawski";"aleksandrowski";"kujawsko-pomorskie";"1050";"1153";"439";"611";"0";"6";"0";"0";"0";"0";"0";"0";"0";"609";"0";"0";"609";"7";"0";"7";"0";"602";"21";"34";"273";"219";"55"
"af0a-8203-d695-826c-f06b-0bc4-16b0-f13a";"040105";"13";"1";"wieś";"stały";"Zespół Szkolno – Przedszkolny w Bądkowie, Włocławska 13, 87-704 Bądkowo";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"750";"816";"256";"494";"0";"1";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"8";"3";"5";"0";"486";"26";"28";"200";"188";"44"
"2cd9-0919-912f-e4b7-afd7-f63a-3b38-0299";"040105";"13";"2";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Wysocinie, Wysocin 42, 87-704 Bądkowo";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"778";"847";"400";"378";"1";"3";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"8";"2";"6";"0";"370";"28";"23";"215";"74";"30"
"876c-abab-2375-b1aa-3ad1-6898-8f90-56f8";"040105";"13";"3";"wieś";"stały";"Świetlica wiejska w Kolonii Łowiczek, Kolonia Łowiczek 19, 87-704 Bądkowo";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"804";"883";"373";"431";"1";"7";"0";"0";"0";"0";"0";"0";"0";"431";"0";"0";"431";"5";"2";"3";"0";"426";"18";"16";"247";"106";"39"
"799c-85f2-1be5-edcd-479a-2999-4dc9-28e2";"040105";"13";"4";"wieś";"stały";"Zespół Szkolno – Przedszkolny w Bądkowie, Włocławska 13, 87-704 Bądkowo";"gm. Bądkowo";"aleksandrowski";"kujawsko-pomorskie";"840";"915";"343";"497";"0";"4";"0";"0";"0";"0";"0";"0";"0";"497";"0";"0";"497";"8";"1";"7";"0";"489";"12";"12";"315";"109";"41"
"678d-bd88-468c-ea30-45af-ec3d-e56d-07ab";"040106";"13";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Konecku, Włodzimierza Lubańskiego 4, 87-702 Koneck";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"470";"527";"229";"241";"1";"0";"0";"0";"0";"0";"0";"0";"0";"241";"0";"0";"241";"6";"1";"5";"0";"235";"8";"15";"135";"63";"14"
"8ff7-5da8-dd74-5257-320e-6d74-c150-32b6";"040106";"13";"2";"wieś";"stały";"Szkoła Podstawowa w Świętem, Święte 1, 87-702 Koneck";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"421";"472";"207";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"5";"0";"5";"0";"209";"5";"14";"144";"36";"10"
"a104-1225-b419-ea66-aeda-c26f-cf29-0306";"040106";"13";"3";"wieś";"stały";"Szkoła Podstawowa w Straszewie, Straszewo 17, 87-702 Koneck";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"539";"605";"263";"276";"0";"2";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"10";"3";"7";"0";"266";"20";"12";"160";"55";"19"
"70b5-e413-2c70-a44d-cbb9-d373-8b12-1430";"040106";"13";"4";"wieś";"stały";"Świetlica Wiejska w Kruszynku, Kruszynek 8a, 87-702 Koneck";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"441";"500";"223";"218";"1";"0";"0";"0";"0";"0";"0";"0";"0";"218";"0";"0";"218";"5";"0";"5";"0";"213";"11";"15";"148";"24";"15"
"9cef-cca0-55e7-0f53-34a0-c4b2-7ae4-cae1";"040106";"13";"5";"wieś";"stały";"Zespół Szkół w Konecku, Włodzimierza Lubańskiego 15, 87-702 Koneck";"gm. Koneck";"aleksandrowski";"kujawsko-pomorskie";"481";"542";"196";"285";"0";"2";"0";"0";"0";"0";"0";"0";"0";"285";"0";"0";"285";"10";"0";"10";"0";"275";"30";"11";"127";"76";"31"
"d3ae-8672-6541-6599-9d95-07fe-a2ba-1775";"040107";"13";"1";"wieś";"stały";"Przedszkole Publiczne ""Słoneczko"", Zamkowa 31, 87-721 Raciążek";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"607";"671";"243";"364";"1";"4";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"1";"1";"0";"0";"363";"23";"24";"235";"51";"30"
"e781-c553-a527-78fb-57ff-16fe-c494-e5f9";"040107";"13";"2";"wieś";"stały";"Szkoła Podstawowa Duża sala gimnastyczna, Szkolna 3, 87-721 Raciążek";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"570";"560";"246";"324";"0";"0";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"2";"0";"2";"0";"322";"18";"13";"147";"110";"34"
"02b7-a910-d6a4-59dc-b372-fa2b-7411-a140";"040107";"13";"3";"wieś";"stały";"Szkoła Podstawowa Mała sala gimnastyczna, Szkolna 3, 87-721 Raciążek";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"585";"648";"206";"379";"1";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"8";"1";"7";"0";"371";"10";"20";"151";"152";"38"
"0bd6-5e9c-31ae-48dc-ff84-800a-7a05-9774";"040107";"13";"4";"wieś";"stały";"Klub Senior +, Wysoka 4, 87-721 Raciążek";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"491";"553";"167";"324";"0";"2";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"3";"1";"2";"0";"321";"15";"25";"120";"135";"26"
"6de3-1dd2-d429-9d2c-aebe-de67-3fa0-e939";"040107";"13";"5";"wieś";"dom pomocy społecznej";"Świetlica Samodzielnego Publicznego Zakładu Leczniczo-Opiekuńczego w Raciążku, Przedmiejska 1, 87-721 Raciążek";"gm. Raciążek";"aleksandrowski";"kujawsko-pomorskie";"197";"141";"169";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"5";"0";"5";"0";"23";"0";"5";"13";"3";"2"
"1917-4288-80a7-4e0a-1639-0a89-c4ea-3985";"040108";"13";"1";"wieś";"stały";"Sala Urzędu Gminy w Wagańcu, Dworcowa 11, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"581";"638";"230";"351";"0";"0";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"5";"0";"5";"0";"346";"15";"19";"155";"109";"48"
"957f-d3c3-f562-4233-a080-2d24-de8f-65b9";"040108";"13";"2";"wieś";"stały";"Gminna Biblioteka Publiczna w Wagańcu, Dworcowa 9, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"501";"556";"205";"296";"1";"0";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"3";"1";"2";"0";"293";"16";"19";"140";"87";"31"
"ce43-72a8-9350-58fb-e51d-32b3-4a25-71da";"040108";"13";"3";"wieś";"stały";"Przedszkole w Zespole Szkół im. I. J. Paderewskiego w Zbrachlinie, Zbrachlin 16, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"607";"673";"241";"366";"1";"0";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"7";"5";"2";"0";"359";"29";"14";"200";"72";"44"
"0427-e934-4e48-8ba0-ffa3-68f3-c093-1678";"040108";"13";"4";"wieś";"stały";"Świetlica w Niszczewach, Niszczewy 25, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"458";"504";"229";"229";"0";"0";"0";"0";"0";"0";"0";"0";"0";"229";"0";"0";"229";"1";"0";"1";"0";"228";"20";"14";"128";"34";"32"
"8cba-9974-5a0f-6113-340f-b635-4f38-7cca";"040108";"13";"5";"wieś";"stały";"Zespół Szkół w Brudnowie, Brudnowo 25, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"360";"403";"162";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"9";"0";"9";"0";"189";"6";"8";"126";"30";"19"
"ec86-c16f-8618-5492-8a7f-e38c-3f43-75a1";"040108";"13";"6";"wieś";"stały";"Remiza OSP w Sierzchowie, Sierzchowo 52a, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"330";"359";"126";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"2";"0";"2";"0";"202";"9";"12";"125";"37";"19"
"b0bc-2ff5-f571-6219-bfc5-5f4b-7091-d675";"040108";"13";"7";"wieś";"stały";"Remiza OSP w Włoszycy, Włoszyca 9, 87-731 Waganiec";"gm. Waganiec";"aleksandrowski";"kujawsko-pomorskie";"440";"481";"201";"239";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"4";"1";"3";"0";"234";"11";"4";"163";"38";"18"
"3a0b-fbae-8d2a-39b4-39d2-3990-67e5-91c9";"040109";"13";"1";"wieś";"stały";"Dom Kultury, Dworcowa 1, 87-707 Zakrzewo";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"611";"608";"300";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"3";"3";"0";"0";"308";"11";"24";"124";"113";"36"
"7d33-940e-5b84-8ce6-afcc-8063-b74f-0ece";"040109";"13";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, Osiedlowa 25, 87-707 Zakrzewo";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"439";"481";"216";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"7";"0";"7";"0";"216";"16";"11";"112";"61";"16"
"d218-1a7f-ce17-62d7-5d4c-c22c-e7db-089f";"040109";"13";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Sędzin 27A, 87-706 Sędzin";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"820";"903";"369";"452";"0";"2";"0";"0";"0";"0";"0";"0";"0";"451";"0";"0";"451";"12";"0";"12";"0";"439";"26";"26";"246";"96";"45"
"8991-9139-d761-b794-7578-c58f-2fd7-26e6";"040109";"13";"4";"wieś";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich, Siniarzewo 74, 87-705 Siniarzewo";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"578";"747";"221";"357";"0";"0";"0";"0";"0";"0";"0";"0";"0";"357";"0";"0";"357";"11";"2";"9";"0";"346";"22";"21";"171";"108";"24"
"3e83-eff4-48b8-2f5b-1dc1-9d31-dd17-e3aa";"040109";"13";"5";"wieś";"dom pomocy społecznej";"Świetlica Domu Pomocy Społecznej w Zakrzewie, ul. Inowrocławska 20, 87-707 Zakrzewo";"gm. Zakrzewo";"aleksandrowski";"kujawsko-pomorskie";"117";"83";"75";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"2";"0";"2";"0";"40";"5";"10";"14";"9";"2"
"d481-8671-09f3-5f9d-4ba0-607e-c24c-90f4";"040801";"13";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, Stefana Okrzei 1, 87-600 Lipno";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"1561";"1727";"706";"855";"1";"0";"0";"0";"0";"0";"0";"0";"0";"855";"0";"0";"855";"25";"9";"16";"0";"830";"46";"52";"328";"321";"83"
"dc38-1441-5a68-4852-3c4d-65dc-a783-df08";"040801";"13";"2";"miasto";"stały";"Szkoła Podstawowa Nr 2, Szkolna 2, 87-600 Lipno";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"1330";"1463";"662";"668";"3";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"17";"7";"10";"0";"651";"46";"42";"226";"282";"55"
"344d-2e55-d544-91de-131d-70b0-1dc2-44bb";"040801";"13";"3";"miasto";"stały";"Miejskie Centrum Kulturalne, Józefa Piłsudskiego 22, 87-600 Lipno";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"1251";"1362";"582";"669";"5";"7";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"13";"7";"6";"0";"656";"37";"33";"226";"305";"55"
"ccdb-e45d-2478-8427-0554-bd1f-6fc2-5229";"040801";"13";"4";"miasto";"stały";"Szkoła Podstawowa Nr 5, Plac 11 Listopada 13, 87-600 Lipno";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"1189";"1331";"501";"688";"0";"2";"0";"0";"0";"0";"0";"0";"0";"688";"0";"0";"688";"19";"11";"8";"0";"669";"53";"39";"255";"261";"61"
"f945-8268-b2ce-11d2-9a43-32e2-f0b0-2a06";"040801";"13";"5";"miasto";"stały";"Miejski Ośrodek Pomocy Społecznej, Włocławska 16a, 87-600 Lipno";"m. Lipno";"lipnowski";"kujawsko-pomorskie";"670";"747";"242";"428";"0";"2";"0";"0";"0";"0";"0";"0";"0";"428";"0";"0";"428";"13";"5";"8";"0";"415";"25";"25";"181";"148";"36"
