"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zbigniew KARCIŃSKI";"Dariusz Zbigniew KLICH";"Kazimierz Adam WIATR"
"37b8-347f-4827-ff6b-7e0b-c2a7-d284-2e1c";"121607";"35";"4";"wieś";"stały";"Gminny Ośrodek Kultury w Rzepienniku Suchym, Rzepiennik Suchy 200, 33-163 Rzepiennik Strzyżewski";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"460";"496";"164";"296";"2";"4";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"5";"2";"3";"0";"291";"69";"29";"193"
"954b-1922-5a46-92df-e42c-5cf6-e89c-8386";"121607";"35";"5";"wieś";"stały";"Dom Ludowy w Turzy, Turza 1, 33-167 Turza";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"859";"947";"293";"564";"0";"1";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"11";"4";"7";"0";"555";"152";"34";"369"
"908d-dfc3-7b32-7c81-a6f2-64fc-7f2c-433a";"121607";"35";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kołkówce, Kołkówka 59, 33-163 Rzepiennik Strzyżewski";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"177";"191";"51";"126";"0";"0";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"4";"1";"3";"0";"122";"17";"8";"97"
"ebd5-03c7-6f5e-9230-7465-803b-58ea-afdd";"121608";"35";"1";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Skrzyszowie, Skrzyszów 629A, 33-156 Skrzyszów";"gm. Skrzyszów";"tarnowski";"małopolskie";"1436";"1564";"512";"924";"2";"2";"0";"0";"0";"0";"0";"0";"0";"924";"0";"0";"924";"28";"6";"22";"0";"896";"217";"107";"572"
"ceed-c14b-ee5a-3556-ed45-c790-bf54-cb86";"121608";"35";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Skrzyszowie, Skrzyszów 629A, 33-156 Skrzyszów";"gm. Skrzyszów";"tarnowski";"małopolskie";"1343";"1460";"427";"916";"1";"3";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"15";"4";"11";"0";"900";"284";"133";"483"
"8849-3922-6e6a-db8d-5bb4-3265-be5f-6aab";"121608";"35";"3";"wieś";"stały";"Szkoła Podstawowa w Ładnej, Ładna 98B, 33-156 Skrzyszów";"gm. Skrzyszów";"tarnowski";"małopolskie";"1248";"1336";"353";"895";"1";"3";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"26";"7";"19";"0";"869";"215";"120";"534"
"4ebb-3755-a964-c31b-0c1c-2c0d-6ab3-f94c";"121608";"35";"4";"wieś";"stały";"Przedszkole Publiczne w Łękawicy, Łękawica 281A, 33-157 Skrzyszów";"gm. Skrzyszów";"tarnowski";"małopolskie";"921";"999";"310";"611";"0";"1";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"16";"2";"14";"0";"595";"104";"68";"423"
"1947-88bb-5528-935c-eecc-e60a-2b7a-9e81";"121608";"35";"5";"wieś";"stały";"Przedszkole Publiczne w Łękawicy, Łękawica 281A, 33-157 Skrzyszów";"gm. Skrzyszów";"tarnowski";"małopolskie";"705";"763";"234";"471";"0";"2";"0";"0";"0";"0";"0";"0";"0";"471";"0";"0";"471";"12";"2";"10";"0";"459";"66";"54";"339"
"275c-2787-adb3-bafe-54e6-7e1b-de60-e47d";"121608";"35";"6";"wieś";"stały";"Szkoła Podstawowa w Pogórskiej Woli, Pogórska Wola 88C, 33-152 Pogórska Wola";"gm. Skrzyszów";"tarnowski";"małopolskie";"1176";"1296";"387";"789";"0";"5";"0";"0";"0";"0";"0";"0";"0";"789";"0";"0";"789";"19";"5";"14";"0";"770";"212";"93";"465"
"0e0b-7406-ac22-a1ce-dd2d-173a-e316-d3e3";"121608";"35";"7";"wieś";"stały";"Szkoła Podstawowa w Pogórskiej Woli, Pogórska Wola 88C, 33-152 Pogórska Wola";"gm. Skrzyszów";"tarnowski";"małopolskie";"1070";"1172";"401";"669";"1";"0";"0";"0";"0";"0";"0";"0";"0";"669";"0";"0";"669";"9";"0";"9";"0";"660";"149";"66";"445"
"13ed-d896-0679-5d69-6f51-8222-ef97-a704";"121608";"35";"8";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Szynwałdzie, Szynwałd 11, 33-158 Szynwałd";"gm. Skrzyszów";"tarnowski";"małopolskie";"1131";"1251";"341";"790";"0";"5";"0";"0";"0";"0";"0";"0";"0";"790";"0";"0";"790";"15";"2";"13";"0";"775";"143";"97";"535"
"5bc2-a725-c1bd-abbf-3d03-170b-0cb2-79c1";"121608";"35";"9";"wieś";"stały";"Szkoła Podstawowa Nr 1 w Szynwałdzie, Szynwałd 11, 33-158 Szynwałd";"gm. Skrzyszów";"tarnowski";"małopolskie";"1152";"1280";"433";"719";"1";"6";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"12";"1";"11";"0";"707";"96";"65";"546"
"df66-8d5d-8fd6-d284-47e2-00c6-d9c0-975b";"121609";"35";"1";"wieś";"stały";"Niepubliczny Zespół Szkolno-Przedszkolny, Jodłówka-Wałki 57, 33-150 Wola Rzędzińska";"gm. Tarnów";"tarnowski";"małopolskie";"898";"974";"319";"579";"0";"3";"0";"0";"0";"0";"0";"0";"0";"578";"0";"0";"578";"17";"2";"15";"0";"561";"112";"64";"385"
"b6bc-c9f9-0224-323b-d8a8-56de-7dba-863b";"121609";"35";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1, Wola Rzędzińska 435 B, 33-150 Wola Rzędzińska";"gm. Tarnów";"tarnowski";"małopolskie";"1514";"1640";"516";"998";"4";"3";"0";"0";"0";"0";"0";"0";"0";"998";"0";"0";"998";"22";"4";"18";"0";"976";"245";"135";"596"
"e040-0b37-07ed-4b60-3309-a696-6bb9-bd36";"121609";"35";"3";"wieś";"stały";"Szkoła Podstawowa Nr 1, Wola Rzędzińska 435 B, 33-150 Wola Rzędzińska";"gm. Tarnów";"tarnowski";"małopolskie";"1487";"1655";"481";"1006";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1006";"0";"0";"1006";"12";"1";"11";"0";"994";"275";"125";"594"
"1fe6-4ac6-a466-966d-7c57-4c26-7f75-716d";"121609";"35";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2, Wola Rzędzińska 253 A, 33-150 Wola Rzędzińska";"gm. Tarnów";"tarnowski";"małopolskie";"1369";"1486";"418";"951";"2";"4";"0";"0";"0";"0";"0";"0";"0";"951";"0";"0";"951";"30";"8";"22";"0";"921";"214";"122";"585"
"38dc-c293-2ec4-32c7-2208-facc-cad6-ab34";"121609";"35";"5";"wieś";"stały";"Remiza OSP, Biała 25, 33-102 Tarnów";"gm. Tarnów";"tarnowski";"małopolskie";"372";"404";"133";"238";"2";"0";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"15";"5";"10";"0";"224";"42";"27";"155"
"407f-1f84-7c01-ab15-4198-3f27-405d-36a5";"121609";"35";"6";"wieś";"stały";"Niepubliczny Zespół Szkolno-Przedszkolny, Błonie 20, 33-113 Zgłobice";"gm. Tarnów";"tarnowski";"małopolskie";"617";"679";"181";"436";"0";"1";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"7";"1";"6";"0";"429";"113";"69";"247"
"22e2-97e6-18e8-90cd-88d5-2745-cb60-041f";"121609";"35";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny, ul. Szkolna 22, 33-111 Koszyce Wielkie";"gm. Tarnów";"tarnowski";"małopolskie";"2093";"2262";"652";"1441";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1441";"0";"0";"1441";"24";"5";"19";"0";"1417";"468";"231";"718"
"894d-7232-f1a8-695c-e46f-096e-21dc-85cd";"121609";"35";"8";"wieś";"stały";"Szkoła Podstawowa, ul. Zgłobicka 4, 33-113 Zgłobice";"gm. Tarnów";"tarnowski";"małopolskie";"2125";"2317";"625";"1500";"0";"10";"1";"1";"0";"0";"0";"0";"1";"1501";"1";"0";"1501";"38";"10";"28";"0";"1463";"501";"219";"743"
"2596-b7f9-da40-94f4-bab3-e54b-c38d-a7ff";"121609";"35";"9";"wieś";"stały";"Szkoła Podstawowa, Zbylitowska Góra ul. Św. Floriana 1, 33-113 Zgłobice";"gm. Tarnów";"tarnowski";"małopolskie";"1941";"2118";"504";"1437";"1";"3";"0";"0";"0";"0";"0";"0";"0";"1437";"0";"0";"1437";"24";"4";"20";"0";"1413";"364";"246";"803"
"4332-c690-f338-4bc7-83d6-a6ec-cd26-46b5";"121609";"35";"10";"wieś";"stały";"Centrum Kultury i Sportu, Koszyce Małe ul. Główna 44, 33-111 Koszyce Wielkie";"gm. Tarnów";"tarnowski";"małopolskie";"1460";"1583";"446";"1014";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1014";"0";"0";"1014";"20";"4";"16";"0";"994";"300";"100";"594"
"a637-bcdb-e1c3-82d8-9527-2a4e-da20-187f";"121609";"35";"11";"wieś";"stały";"Niepubliczny Zespół Szkolno-Przedszkolny, Łękawka 133 A, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"519";"574";"170";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"3";"0";"3";"0";"346";"57";"25";"264"
"2733-3500-ebcf-ca86-aa1e-6880-363d-d703";"121609";"35";"12";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Poręba Radlna 119, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"529";"588";"171";"358";"0";"0";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"6";"0";"6";"0";"352";"70";"18";"264"
"10bf-c1fd-9dc2-da28-37c6-3dce-db1d-a1c7";"121609";"35";"13";"wieś";"stały";"Dom Ludowy, Nowodworze 70 A, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"588";"588";"179";"409";"0";"2";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"8";"2";"6";"0";"401";"114";"47";"240"
"96cb-5bd8-7983-0d44-c5b1-d8ac-ad10-45fb";"121609";"35";"14";"wieś";"stały";"Dom Ludowy, Radlna 66, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"508";"557";"157";"351";"1";"1";"0";"0";"0";"0";"0";"0";"0";"351";"0";"0";"351";"2";"2";"0";"0";"349";"103";"34";"212"
"a7b5-fce4-2821-0150-0680-83e8-f718-24d1";"121609";"35";"15";"wieś";"stały";"Szkoła Podstawowa, ul. Tarnowska 60, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"1725";"1876";"560";"1165";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1164";"0";"0";"1164";"22";"4";"18";"0";"1142";"422";"224";"496"
"5b76-91fd-d242-b6e5-e8da-1c51-0f5b-a94e";"121609";"35";"16";"wieś";"stały";"Szkoła Podstawowa, Zawada 87A, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"786";"841";"199";"587";"0";"3";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"14";"5";"9";"0";"573";"183";"73";"317"
"fa78-e8f1-5bb6-3289-eee2-d5d6-6c9b-c6ad";"121609";"35";"17";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Nowodworzu, Nowodworze 64, 33-112 Tarnowiec";"gm. Tarnów";"tarnowski";"małopolskie";"59";"60";"5";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"5";"2";"3";"0";"49";"12";"11";"26"
"3800-c809-3de0-5987-fe51-0014-6355-9027";"121610";"35";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, Buchcice 41, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"485";"531";"178";"307";"0";"0";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"11";"2";"9";"0";"296";"57";"20";"219"
"184b-ac78-cfe3-3c78-4028-df62-2972-0aa6";"121610";"35";"2";"wieś";"stały";"Dom Kultury, Burzyn 96, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"916";"1006";"351";"565";"0";"0";"0";"0";"0";"0";"0";"0";"0";"565";"0";"0";"565";"13";"3";"10";"0";"552";"210";"54";"288"
"c736-1146-d93a-a960-3afc-276d-c8e8-58a3";"121610";"35";"3";"wieś";"stały";"Szkoła Podstawowa, Dąbrówka Tuchowska 145A, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"597";"643";"215";"382";"0";"0";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"12";"1";"11";"0";"370";"122";"41";"207"
"3202-f38b-964c-34f0-6f88-0aaf-9a85-f955";"121610";"35";"4";"wieś";"stały";"Budynek wielofunkcyjny ""Jodełka"", Jodłówka Tuchowska 75, 33-173 Jodłówka Tuchowska";"gm. Tuchów";"tarnowski";"małopolskie";"968";"1072";"331";"637";"1";"14";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"13";"1";"12";"0";"624";"130";"47";"447"
"0aef-d7be-5a49-6f79-29fd-3b49-d43b-ad12";"121610";"35";"5";"wieś";"stały";"Szkoła Podstawowa, Karwodrza 139A, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"608";"658";"254";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"15";"2";"13";"0";"339";"109";"41";"189"
"1807-69f6-13ae-630d-01de-661c-3cd4-5569";"121610";"35";"6";"wieś";"stały";"Remiza OSP, Lubaszowa 7, 33-172 Siedliska";"gm. Tuchów";"tarnowski";"małopolskie";"640";"709";"238";"402";"0";"0";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"2";"1";"1";"0";"400";"101";"29";"270"
"f5b0-196f-64af-bbc7-4e86-5c21-8449-4e1b";"121610";"35";"7";"wieś";"stały";"Szkoła Podstawowa, Piotrkowice 7, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"690";"753";"341";"349";"0";"0";"0";"0";"0";"0";"0";"0";"0";"349";"0";"0";"349";"10";"0";"10";"0";"339";"68";"36";"235"
"4c84-9f33-1ac0-749f-0cd3-b7fc-46a7-bbce";"121610";"35";"8";"wieś";"stały";"Dom Kultury, Siedliska 299, 33-172 Siedliska";"gm. Tuchów";"tarnowski";"małopolskie";"1589";"1739";"557";"1032";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1032";"0";"0";"1032";"19";"0";"19";"0";"1013";"190";"86";"737"
"1db4-1761-e22d-eb4e-273a-2be3-9d7b-5f1f";"121610";"35";"9";"wieś";"stały";"Niepubliczna Szkoła Podstawowa, Trzemesna 100, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"317";"353";"153";"164";"0";"1";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"4";"1";"3";"0";"160";"37";"13";"110"
"49f9-69f9-acf0-909d-5fe8-3c5e-654e-07e3";"121610";"35";"10";"wieś";"stały";"Szkoła Podstawowa, Zabłędza 38A, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"600";"660";"209";"391";"0";"6";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"20";"7";"13";"0";"371";"72";"35";"264"
"5b51-ca45-6dbf-c9bd-3cf7-b670-6a54-ff8d";"121610";"35";"11";"wieś";"stały";"Publiczna Szkoła Podstawowa, Meszna Opacka 110, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"375";"408";"159";"216";"0";"3";"1";"1";"0";"0";"0";"0";"1";"217";"1";"0";"217";"7";"0";"7";"0";"210";"38";"28";"144"
"7862-dccd-b8c7-87a9-2533-66d9-cd43-5619";"121610";"35";"12";"wieś";"stały";"Szkoła Podstawowa, Łowczów 96, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"318";"346";"125";"193";"0";"1";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"5";"0";"5";"0";"188";"34";"19";"135"
"0562-ab05-6517-3f47-cca0-90b6-5c61-5d1f";"121610";"35";"13";"miasto";"stały";"Miejski Ośrodek Sportu i Rekreacji w Tuchowie, ul. Jana Pawła II 6, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"1755";"1917";"555";"1200";"2";"10";"1";"1";"0";"0";"0";"0";"1";"1200";"1";"0";"1200";"13";"1";"12";"0";"1187";"230";"156";"801"
"62f6-bd95-4dde-fdba-64a3-1f6d-795d-d340";"121610";"35";"14";"miasto";"stały";"Dom Kultury, Tuchów (wejście od strony wschodniej), ul. Chopina 10, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"1068";"1167";"318";"750";"1";"9";"4";"4";"0";"0";"0";"0";"4";"754";"4";"0";"754";"17";"3";"14";"0";"737";"201";"95";"441"
"71e0-96f8-f101-cc73-80d7-582d-ec85-89a7";"121610";"35";"15";"miasto";"stały";"Dom Kultury, Tuchów (wejście od strony północnej), ul. Chopina 10, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"1887";"2063";"625";"1262";"5";"10";"0";"0";"0";"0";"0";"0";"0";"1262";"0";"0";"1262";"28";"6";"22";"0";"1234";"424";"168";"642"
"c50a-d5dd-8537-d509-164b-4288-3c07-4443";"121610";"35";"16";"miasto";"zakład leczniczy";"Centrum Zdrowia Tuchów Sp. z o. o., ul. Szpitalna 1, 33-170 Tuchów";"gm. Tuchów";"tarnowski";"małopolskie";"96";"30";"76";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"5";"2";"13"
"88d1-14ac-eb18-8bf8-551c-fe88-3041-c794";"121611";"35";"1";"wieś";"stały";"Dom Ludowy, Bobrowniki Małe 223, 33-122 Wierzchosławice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"636";"685";"199";"437";"0";"1";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"5";"0";"5";"0";"432";"83";"39";"310"
"ea74-d452-a50e-4e24-d3a8-d2bb-e923-de06";"121611";"35";"2";"wieś";"stały";"Szkoła Podstawowa-Filia im. Św. Jadwigi Królowej Polski, Bogumiłowice 275, 33-121 Bogumiłowice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"915";"991";"278";"637";"0";"0";"0";"0";"0";"0";"0";"0";"0";"637";"0";"0";"637";"10";"2";"8";"0";"627";"197";"63";"367"
"f064-89c5-142d-e1be-10f5-a2f4-fd0b-2e8b";"121611";"35";"3";"wieś";"stały";"Szkoła Podstawowa im. Ks. Jana Twardowskiego, Ostrów 139, 33-122 Wierzchosławice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"1054";"1141";"301";"753";"2";"1";"0";"0";"0";"0";"0";"0";"0";"753";"0";"0";"753";"15";"4";"11";"0";"738";"226";"103";"409"
"deff-ff9d-fc17-6d67-9ce8-0d48-a2d0-1017";"121611";"35";"4";"wieś";"stały";"Szkoła Podstawowa im. Wincentego Witosa, Rudka 163, 33-122 Wierzchosławice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"953";"1050";"308";"645";"2";"4";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"19";"2";"17";"0";"626";"114";"40";"472"
"fdf3-8fe9-d359-96ba-43f4-0315-e33f-97fb";"121611";"35";"5";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki, Łętowice 371, 33-121 Bogumiłowice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"1174";"1259";"428";"746";"3";"1";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"14";"3";"11";"0";"732";"147";"84";"501"
"315c-76ee-0621-69ca-fe2f-b628-86ee-8cbf";"121611";"35";"6";"wieś";"stały";"Szkoła Podstawowa im. Mikołaja Kopernika, Mikołajowice 168, 33-121 Bogumiłowice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"708";"769";"219";"489";"1";"3";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"6";"1";"5";"0";"483";"106";"59";"318"
"f3aa-d93a-4d0c-241a-1e2e-e156-18f0-d449";"121611";"35";"7";"wieś";"stały";"Szkoła Podstawowa im. 100 - lecia Ruchu Ludowego, Wierzchosławice 713, 33-122 Wierzchosławice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"1202";"1295";"417";"785";"0";"1";"0";"0";"0";"0";"0";"0";"0";"784";"0";"0";"784";"18";"3";"15";"0";"766";"283";"117";"366"
"8255-fef4-6ae6-559e-5c99-1614-962f-e1a3";"121611";"35";"8";"wieś";"stały";"Szkoła Podstawowa im. 100 - lecia Ruchu Ludowego, Wierzchosławice 713, 33-122 Wierzchosławice";"gm. Wierzchosławice";"tarnowski";"małopolskie";"1238";"1344";"433";"805";"0";"11";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"27";"13";"14";"0";"777";"295";"108";"374"
"98f5-248b-03d3-5866-c2e2-6761-cb39-399d";"121612";"35";"1";"wieś";"stały";"Dom Ludowy w Jadownikach Mokrych, Jadowniki Mokre 339, 33-270 Wietrzychowice";"gm. Wietrzychowice";"tarnowski";"małopolskie";"714";"783";"341";"373";"0";"5";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"11";"1";"10";"0";"362";"118";"29";"215"
"b9c2-92e4-a557-239e-1582-e017-f6be-f863";"121612";"35";"2";"wieś";"stały";"Dom Ludowy w Demblinie, Demblin 96, 33-270 Wietrzychowice";"gm. Wietrzychowice";"tarnowski";"małopolskie";"368";"401";"166";"202";"0";"0";"0";"0";"0";"0";"0";"0";"0";"202";"0";"0";"202";"7";"0";"7";"0";"195";"47";"23";"125"
"f360-4229-93c4-9ada-e360-eda1-c607-de78";"121612";"35";"3";"wieś";"stały";"Dom Ludowy w Wietrzychowicach, Wietrzychowice 19, 33-270 Wietrzychowice";"gm. Wietrzychowice";"tarnowski";"małopolskie";"1512";"1635";"753";"759";"0";"4";"0";"0";"0";"0";"0";"0";"0";"759";"0";"0";"759";"28";"9";"19";"0";"731";"244";"67";"420"
"507c-b345-d7a1-cb08-3393-8e1a-3108-bb7a";"121612";"35";"4";"wieś";"stały";"Dom Ludowy w Woli Rogowskiej, Wola Rogowska 160, 33-270 Wietrzychowice";"gm. Wietrzychowice";"tarnowski";"małopolskie";"337";"366";"142";"195";"0";"2";"0";"0";"0";"0";"0";"0";"0";"195";"0";"0";"195";"4";"0";"4";"0";"191";"53";"21";"117"
"71d9-4097-f038-6a21-837c-e543-c0bc-32d1";"121612";"35";"5";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Wietrzychowicach, Wietrzychowice nr 9, 33-270 Wietrzychowice";"gm. Wietrzychowice";"tarnowski";"małopolskie";"82";"82";"49";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"33";"0";"0";"33";"1";"0";"1";"0";"32";"9";"8";"15"
"fb09-10ed-7078-9468-1ddb-8659-f204-04d9";"121613";"35";"1";"miasto";"stały";"Zespół Szkół Licealnych i Technicznych, ul. Jagiellońska 17, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"1227";"1323";"395";"832";"0";"15";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"10";"2";"8";"0";"822";"268";"114";"440"
"3bd2-5864-7762-994c-75f0-9c73-551e-8bfb";"121613";"35";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 10, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"763";"815";"280";"483";"0";"1";"0";"0";"0";"0";"0";"0";"0";"483";"0";"0";"483";"7";"4";"3";"0";"476";"126";"83";"267"
"be62-307b-f05e-1781-cf76-6c38-3ca4-d2d3";"121613";"35";"3";"wieś";"stały";"Szkoła Podstawowa, ul. Rynek 30, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"843";"925";"279";"564";"1";"6";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"6";"2";"4";"0";"558";"111";"56";"391"
"c59b-87a2-f336-7258-3175-67eb-1901-793e";"121613";"35";"4";"miasto";"stały";"Szkoła Podstawowa, ul. Rynek 30, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"1395";"1521";"480";"915";"0";"6";"0";"0";"0";"0";"0";"0";"0";"913";"0";"0";"913";"14";"4";"10";"0";"899";"213";"139";"547"
"acbb-1b02-6b04-702c-6d37-46d6-5eec-af83";"121613";"35";"5";"wieś";"stały";"Remiza OSP, Więckowice 2, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"670";"738";"212";"458";"1";"2";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"14";"2";"12";"0";"444";"103";"60";"281"
"9a74-bd6f-98af-230e-3c33-1165-85f6-e63d";"121613";"35";"6";"wieś";"stały";"Szkoła Podstawowa, Biadoliny Radłowskie 135, 32-828 Biadoliny Szlacheckie";"gm. Wojnicz";"tarnowski";"małopolskie";"893";"968";"338";"555";"0";"2";"0";"0";"0";"0";"0";"0";"0";"555";"0";"0";"555";"7";"0";"7";"0";"548";"139";"79";"330"
"f176-88ca-19cf-d0b0-52c1-dcfa-a08f-0c67";"121613";"35";"7";"wieś";"stały";"Szkoła Podstawowa, Grabno 285, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"922";"1011";"387";"535";"0";"2";"0";"0";"0";"0";"0";"0";"0";"535";"0";"0";"535";"16";"2";"14";"0";"519";"100";"57";"362"
"e6f9-6fe2-e767-7fb0-d133-8934-d99a-6436";"121613";"35";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Wielka Wieś 210, 32-830 Wojnicz";"gm. Wojnicz";"tarnowski";"małopolskie";"960";"1054";"341";"619";"2";"1";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"8";"2";"6";"0";"611";"135";"82";"394"
"306d-eea4-f4d4-fc3a-b2d9-5f85-a5d4-abcf";"121613";"35";"9";"wieś";"stały";"Zespół Szkolno-Przedszkolny, Olszyny 57, 32-831 Olszyny";"gm. Wojnicz";"tarnowski";"małopolskie";"1045";"1132";"381";"664";"1";"2";"0";"0";"0";"0";"0";"0";"0";"664";"0";"0";"664";"13";"1";"12";"0";"651";"117";"83";"451"
