"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Zbigniew KARCIŃSKI";"Dariusz Zbigniew KLICH";"Kazimierz Adam WIATR"
"5e5c-b709-2f1f-98f3-3be5-ec0d-368f-bf77";"120406";"35";"5";"wieś";"stały";"Szkoła Podstawowa w Luszowicach, ul. Tarnowska 31, 33-206 Luszowice";"gm. Radgoszcz";"dąbrowski";"małopolskie";"1334";"1457";"483";"851";"0";"4";"0";"0";"0";"0";"0";"0";"0";"851";"0";"0";"851";"16";"2";"14";"0";"835";"109";"78";"648"
"b37b-88f2-2daf-b28e-7407-8acf-99cc-26c6";"120406";"35";"6";"wieś";"stały";"Szkoła Filialna w Małcu, Małec ul. Szczucińska 36, 33-207 Radgoszcz";"gm. Radgoszcz";"dąbrowski";"małopolskie";"385";"414";"186";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"2";"0";"2";"0";"197";"39";"12";"146"
"2203-db67-574f-0be2-989b-6f3e-9645-9a36";"120406";"35";"7";"wieś";"stały";"Dom Ludowy w Smykowie, Smyków ul. Jeziorańska 1, 33-206 Luszowice";"gm. Radgoszcz";"dąbrowski";"małopolskie";"445";"490";"188";"257";"0";"0";"0";"0";"0";"0";"0";"0";"0";"257";"0";"0";"257";"8";"1";"7";"0";"249";"28";"24";"197"
"90bb-7f2a-aeb5-cc4b-14fc-7a47-18a3-9495";"120407";"35";"1";"wieś";"stały";"Szkoła Podstawowa w Borkach, Borki 164, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"1470";"1583";"704";"766";"4";"3";"0";"0";"0";"0";"0";"0";"0";"766";"0";"0";"766";"15";"3";"12";"0";"751";"133";"87";"531"
"cd8f-d8e7-e8fe-4891-4eb9-0115-33e5-42d6";"120407";"35";"2";"wieś";"stały";"Szkoła Podstawowa w Zabrniu, Zabrnie 82, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"1125";"1227";"569";"556";"2";"2";"0";"0";"0";"0";"0";"0";"0";"556";"0";"0";"556";"20";"5";"15";"0";"536";"55";"54";"427"
"eebc-8d05-97f5-aac7-f173-f7e7-8330-71b9";"120407";"35";"3";"wieś";"stały";"Środowiskowy Dom Samopomocy w Dąbrowicy, Dąbrowica 161, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"590";"645";"217";"373";"1";"0";"0";"0";"0";"0";"0";"0";"0";"373";"0";"0";"373";"9";"2";"7";"0";"364";"78";"22";"264"
"f900-494a-24ff-2095-934e-0824-e781-8e6c";"120407";"35";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Skrzynce, Skrzynka 146, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"480";"518";"213";"267";"0";"0";"0";"0";"0";"0";"0";"0";"0";"267";"0";"0";"267";"8";"1";"7";"0";"259";"32";"24";"203"
"4ddb-de7b-34fa-b410-394c-8984-960d-dc8c";"120407";"35";"5";"wieś";"stały";"Wiejski Ośrodek Doradztwa Rolniczego w Lubaszu, Lubasz 376, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"1005";"1075";"473";"532";"2";"1";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"10";"3";"7";"0";"522";"110";"48";"364"
"1ea1-624d-7158-9696-37ae-ad16-5718-cd06";"120407";"35";"6";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Skrzynce z siedzibą w Radwanie, Radwan 184, 33-202 Smęgorzów";"gm. Szczucin";"dąbrowski";"małopolskie";"469";"508";"232";"237";"0";"1";"0";"0";"0";"0";"0";"0";"0";"237";"0";"0";"237";"6";"0";"6";"0";"231";"34";"13";"184"
"84b3-e300-5ea0-e0c1-5240-e4fb-4ff8-dd23";"120407";"35";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Słupcu, Słupiec 27, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"779";"851";"344";"435";"0";"2";"0";"0";"0";"0";"0";"0";"0";"435";"0";"0";"435";"10";"0";"10";"0";"425";"65";"35";"325"
"1470-3b5f-2dc4-8a1e-dd6e-7478-a66f-1e7e";"120407";"35";"8";"miasto";"stały";"Hala Widowiskowo-Sportowa w Szczucinie, ul. Rudnickiego 12, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"1509";"1649";"592";"917";"7";"6";"0";"0";"0";"0";"0";"0";"0";"917";"0";"0";"917";"21";"1";"20";"0";"896";"298";"109";"489"
"8a69-d144-f609-9e8c-383a-a0af-cd5a-1d80";"120407";"35";"9";"miasto";"stały";"Urząd Miasta i Gminy Szczucin, ul. Wolności 3, 33-230 Szczucin";"gm. Szczucin";"dąbrowski";"małopolskie";"2188";"2362";"881";"1307";"3";"17";"0";"0";"0";"0";"0";"0";"0";"1307";"0";"0";"1307";"29";"5";"24";"0";"1278";"359";"169";"750"
"c850-179d-c83c-91b6-4cae-5c54-3c07-5522";"121601";"35";"1";"wieś";"stały";"Centrum Kultury i Promocji Gminy Ciężkowice, Rynek 1, 33-190 Ciężkowice";"gm. Ciężkowice";"tarnowski";"małopolskie";"1696";"1846";"672";"1024";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1024";"0";"0";"1024";"21";"2";"19";"0";"1003";"396";"84";"523"
"e1f3-054b-eb0c-a860-20ee-270a-b184-da6d";"121601";"35";"2";"wieś";"stały";"Dom Ludowy w Bruśniku, Bruśnik 42A, 33-192 Bruśnik";"gm. Ciężkowice";"tarnowski";"małopolskie";"1445";"1606";"543";"902";"0";"0";"0";"0";"0";"0";"0";"0";"0";"902";"0";"0";"902";"26";"6";"20";"0";"876";"226";"67";"583"
"2fa4-b35b-1406-4dcf-9177-372d-6112-86d1";"121601";"35";"3";"miasto";"stały";"Urząd Gminy Ciężkowice, ul. Tysiąclecia 19, 33-190 Ciężkowice";"gm. Ciężkowice";"tarnowski";"małopolskie";"1793";"1936";"578";"1215";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1216";"1";"0";"1216";"23";"9";"14";"0";"1193";"441";"125";"627"
"6215-99ff-4153-ad0b-cd7d-d978-6ef4-fc0a";"121601";"35";"4";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Św. Jadwigi Królowej w Jastrzębi, Jastrzębia 1, 33-191 Jastrzębia";"gm. Ciężkowice";"tarnowski";"małopolskie";"1904";"2090";"732";"1172";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1172";"0";"0";"1172";"24";"4";"20";"0";"1148";"346";"71";"731"
"7154-3520-97be-dadc-7d24-527f-b583-3364";"121601";"35";"5";"wieś";"stały";"Szkoła Podstawowa im. Św. Jana Kantego w Zborowicach, Zborowice 5A, 33-190 Ciężkowice";"gm. Ciężkowice";"tarnowski";"małopolskie";"1212";"1334";"560";"652";"0";"0";"0";"0";"0";"0";"0";"0";"0";"652";"0";"0";"652";"10";"0";"10";"0";"642";"159";"42";"441"
"8349-a122-65ef-7939-f1c0-01c4-90af-264f";"121602";"35";"1";"wieś";"stały";"Dom Ludowy, Brzozowa 71, 33-182 Brzozowa";"gm. Gromnik";"tarnowski";"małopolskie";"719";"793";"296";"423";"0";"5";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"10";"1";"9";"0";"413";"129";"30";"254"
"8c8e-9451-ba74-5cae-a1ae-30c5-e6b5-7c7a";"121602";"35";"2";"wieś";"stały";"Szkoła Podstawowa im. Św. Jadwigi Królowej, Chojnik 287, 33-180 Gromnik";"gm. Gromnik";"tarnowski";"małopolskie";"951";"1046";"340";"611";"0";"0";"0";"0";"0";"0";"0";"0";"0";"611";"0";"0";"611";"6";"5";"1";"0";"605";"204";"35";"366"
"bbb2-44e1-44e8-c536-30a0-da30-8106-73bc";"121602";"35";"3";"wieś";"stały";"Szkoła Podstawowa, Golanka 47, 33-180 Gromnik";"gm. Gromnik";"tarnowski";"małopolskie";"306";"334";"107";"199";"0";"0";"0";"0";"0";"0";"0";"0";"0";"199";"0";"0";"199";"5";"0";"5";"0";"194";"70";"5";"119"
"7889-e9e1-c6a8-b838-4fb5-8ed1-ed15-edcf";"121602";"35";"4";"wieś";"stały";"Dom Ludowy, Jana Pawła II 11, 33-180 Gromnik";"gm. Gromnik";"tarnowski";"małopolskie";"1143";"1248";"383";"760";"0";"3";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"5";"1";"4";"0";"755";"402";"36";"317"
"2d50-f9dd-035a-c303-57f1-7a3b-6a92-afb8";"121602";"35";"5";"wieś";"stały";"Dom Ludowy, Jana Pawła II 11, 33-180 Gromnik";"gm. Gromnik";"tarnowski";"małopolskie";"1315";"1451";"433";"882";"0";"4";"0";"0";"0";"0";"0";"0";"0";"882";"0";"3";"879";"14";"4";"10";"0";"865";"449";"38";"378"
"a0a5-3e99-5119-98df-78f0-ea0b-aaa3-4f76";"121602";"35";"6";"wieś";"stały";"Dom Ludowy, Rzepiennik Marciszewski 144, 33-180 Gromnik";"gm. Gromnik";"tarnowski";"małopolskie";"488";"536";"225";"263";"0";"3";"0";"0";"0";"0";"0";"0";"0";"263";"0";"0";"263";"5";"0";"5";"0";"258";"77";"16";"165"
"7540-c1ec-f665-977e-61ef-e084-aa88-c81b";"121602";"35";"7";"wieś";"stały";"Dom Ludowy, Siemiechów 282, 33-181 Siemiechów";"gm. Gromnik";"tarnowski";"małopolskie";"1354";"1481";"587";"767";"0";"0";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"10";"1";"9";"0";"757";"148";"43";"566"
"07dd-6007-8538-3daf-3abf-c8c3-6b19-7c73";"121603";"35";"1";"wieś";"stały";"Gminne Przedszkole, ul. Stefana Jaracza 1, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"1557";"1688";"544";"1013";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"22";"3";"19";"0";"991";"177";"176";"638"
"1f8e-1f54-bf69-e9e9-e9fa-0c7a-22fc-041f";"121603";"35";"2";"wieś";"stały";"Szkoła Podstawowa, Pawęzów 66, 33-103 Tarnów";"gm. Lisia Góra";"tarnowski";"małopolskie";"700";"760";"219";"481";"1";"1";"0";"0";"0";"0";"0";"0";"0";"481";"0";"0";"481";"5";"0";"5";"0";"476";"143";"76";"257"
"fe52-de55-1ff9-d39d-42e9-4fd1-3243-06f1";"121603";"35";"3";"wieś";"stały";"Zespół Szkoły Podstawowej i Gminnego Przedszkola, Nowa Jastrząbka 156, 33-151 Nowa Jastrząbka";"gm. Lisia Góra";"tarnowski";"małopolskie";"860";"932";"272";"588";"0";"3";"0";"0";"0";"0";"0";"0";"0";"588";"0";"0";"588";"15";"2";"13";"0";"573";"77";"48";"448"
"0761-6a5e-454b-aac7-47e6-eb41-10da-c6b3";"121603";"35";"4";"wieś";"stały";"Szkoła Podstawowa, Zaczarnie 25, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"1404";"1515";"606";"798";"0";"4";"0";"0";"0";"0";"0";"0";"0";"798";"0";"0";"798";"8";"3";"5";"0";"790";"156";"101";"533"
"4703-4867-8fec-817c-0d62-7ce7-b819-24f1";"121603";"35";"5";"wieś";"stały";"Dom Strażaka, Nowe Żukowice 48A, 33-151 Nowa Jastrząbka";"gm. Lisia Góra";"tarnowski";"małopolskie";"711";"776";"197";"514";"0";"2";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"12";"1";"11";"0";"502";"72";"35";"395"
"ed63-20eb-fcd8-2e2e-7d80-caa9-48b1-a423";"121603";"35";"6";"wieś";"stały";"Szkoła Podstawowa, Stare Żukowice 132A, 33-151 Nowa Jastrząbka";"gm. Lisia Góra";"tarnowski";"małopolskie";"1348";"1480";"451";"897";"0";"1";"0";"0";"0";"0";"0";"0";"0";"897";"0";"0";"897";"11";"1";"10";"0";"886";"118";"64";"704"
"7e19-b427-b299-87fc-0ccf-1eb6-f903-0e26";"121603";"35";"7";"wieś";"stały";"Szkoła Podstawowa, Łukowa 86A, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"851";"923";"279";"572";"1";"0";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"20";"1";"19";"0";"552";"71";"50";"431"
"2c89-f988-548d-19c6-5166-0eed-7be9-f73d";"121603";"35";"8";"wieś";"stały";"Szkoła Podstawowa, Breń 25, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"564";"611";"182";"382";"1";"0";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"14";"1";"13";"0";"368";"43";"41";"284"
"b857-192d-f7f7-c442-329b-4eda-338c-3964";"121603";"35";"9";"wieś";"stały";"Szkoła Podstawowa, Brzozówka ul. Tarnowska 36, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"947";"1042";"300";"647";"2";"1";"0";"0";"0";"0";"0";"0";"0";"647";"0";"0";"647";"11";"3";"8";"0";"636";"223";"116";"297"
"e88b-3068-1aa8-c217-78f9-248b-d0bf-9755";"121603";"35";"10";"wieś";"stały";"Szkoła Podstawowa, Kobierzyn 61A, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"428";"469";"152";"276";"0";"1";"0";"0";"0";"0";"0";"0";"0";"276";"0";"0";"276";"7";"1";"6";"0";"269";"39";"16";"214"
"3ef0-954b-2a1b-e3ec-2b42-36b9-a42d-913b";"121603";"35";"11";"wieś";"stały";"Gminny Ośrodek Kultury, Śmigno 30, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"644";"693";"245";"399";"0";"5";"0";"0";"0";"0";"0";"0";"0";"399";"0";"0";"399";"6";"0";"6";"0";"393";"129";"63";"201"
"f328-1eff-bac9-4ebf-c3b0-0862-e839-71a0";"121603";"35";"12";"wieś";"stały";"Gminne Przedszkole, ul. Stefana Jaracza 1, 33-140 Lisia Góra";"gm. Lisia Góra";"tarnowski";"małopolskie";"772";"834";"253";"519";"1";"2";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"6";"0";"6";"0";"513";"165";"75";"273"
"bc6a-6913-4f9a-6f30-0d8d-bcf6-beb5-31a6";"121604";"35";"1";"wieś";"stały";"Budynek Szkoły Podstawowej w Dąbrówce Szczepanowskiej, Dąbrówka Szczepanowska 184, 33-115 Janowice";"gm. Pleśna";"tarnowski";"małopolskie";"385";"415";"171";"214";"0";"0";"0";"0";"0";"0";"0";"0";"0";"214";"0";"0";"214";"7";"0";"7";"0";"207";"46";"29";"132"
"6186-3e79-a13b-38de-4521-c8d5-8700-ede9";"121604";"35";"2";"wieś";"stały";"Dom Kultury w Janowicach, Janowice 128A, 33-115 Janowice";"gm. Pleśna";"tarnowski";"małopolskie";"832";"914";"320";"512";"0";"1";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"10";"1";"9";"0";"502";"104";"51";"347"
"e3ff-6da2-a0f7-d490-38ab-a114-f4ad-98b4";"121604";"35";"3";"wieś";"stały";"Szkoła Podstawowa w Lichwinie, Lichwin 182A, 33-172 Siedliska";"gm. Pleśna";"tarnowski";"małopolskie";"839";"904";"340";"499";"0";"2";"0";"0";"0";"0";"0";"0";"0";"499";"0";"0";"499";"9";"0";"9";"0";"490";"125";"38";"327"
"8312-e870-1fb7-cfe5-edd0-c815-db7c-a2dd";"121604";"35";"4";"wieś";"stały";"Szkoła Podstawowa w Lubince, Lubinka 11, 33-115 Janowice";"gm. Pleśna";"tarnowski";"małopolskie";"272";"296";"129";"143";"0";"0";"0";"0";"0";"0";"0";"0";"0";"143";"0";"0";"143";"9";"2";"7";"0";"134";"25";"12";"97"
"11a4-8832-2991-140f-5322-74d3-d6fe-2e98";"121604";"35";"5";"wieś";"stały";"Centrum Kultury w Pleśnej, Pleśna 240, 33-171 Pleśna";"gm. Pleśna";"tarnowski";"małopolskie";"830";"892";"257";"573";"0";"1";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"10";"2";"8";"0";"563";"137";"60";"366"
"7505-8514-ad76-9d20-c3de-2afb-0468-e6cd";"121604";"35";"6";"wieś";"stały";"Szkoła Podstawowa w Pleśnej, Pleśna 228, 33-171 Pleśna";"gm. Pleśna";"tarnowski";"małopolskie";"992";"1086";"291";"701";"1";"3";"0";"0";"0";"0";"0";"0";"0";"701";"0";"0";"701";"17";"4";"13";"0";"684";"188";"105";"391"
"fac6-73eb-f677-cd44-37dc-a04a-ec8d-0213";"121604";"35";"7";"wieś";"stały";"Budynek Gimnazjum w Pleśnej, Pleśna 228A, 33-171 Pleśna";"gm. Pleśna";"tarnowski";"małopolskie";"842";"915";"295";"547";"3";"2";"0";"0";"0";"0";"0";"0";"0";"547";"0";"0";"547";"8";"0";"8";"0";"539";"164";"56";"319"
"3b17-24a6-b9d8-e9e9-f07c-76fd-f30b-1834";"121604";"35";"8";"wieś";"stały";"Zespół Szkolno Przedszkolny w Rzuchowej, Rzuchowa 278, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"1320";"1444";"385";"935";"0";"2";"0";"0";"0";"0";"0";"0";"0";"935";"0";"0";"935";"11";"4";"7";"0";"924";"282";"116";"526"
"13a5-d874-ba41-70af-5c86-fbc2-8505-9aad";"121604";"35";"9";"wieś";"stały";"Szkoła Podstawowa w Rychwałdzie, Rychwałd 120, 33-171 Pleśna";"gm. Pleśna";"tarnowski";"małopolskie";"473";"509";"192";"281";"0";"0";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"9";"2";"7";"0";"272";"60";"36";"176"
"c022-16d6-504d-1a91-b663-253b-bb68-475b";"121604";"35";"10";"wieś";"stały";"Szkoła Podstawowa w Szczepanowicach, Szczepanowice 107, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"1124";"1209";"438";"686";"3";"3";"0";"0";"0";"0";"0";"0";"0";"686";"0";"0";"686";"17";"6";"11";"0";"669";"145";"80";"444"
"535d-ee5f-4244-84f3-bbd2-afc0-518e-45c8";"121604";"35";"11";"wieś";"stały";"Szkoła Podstawowa w Świebodzinie, Świebodzin 129, 33-114 Rzuchowa";"gm. Pleśna";"tarnowski";"małopolskie";"732";"809";"288";"444";"1";"2";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"4";"0";"4";"0";"440";"56";"42";"342"
"b7fc-a89f-58c5-fc4c-f972-7588-10ba-83a4";"121605";"35";"1";"miasto";"stały";"Zespół Szkół w Radłowie, ul. Szkolna 1, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"1030";"1118";"407";"623";"1";"1";"0";"0";"0";"0";"0";"0";"0";"623";"0";"0";"623";"13";"3";"10";"0";"610";"146";"81";"383"
"6407-1c08-44e6-f169-492a-799a-84c3-4826";"121605";"35";"2";"wieś";"stały";"Zespół Szkół w Radłowie, ul. Szkolna 1, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"992";"1085";"412";"580";"2";"6";"0";"0";"0";"0";"0";"0";"0";"580";"0";"0";"580";"5";"1";"4";"0";"575";"135";"82";"358"
"1bd9-8247-71a9-2c0e-c633-63ab-1937-0a7c";"121605";"35";"3";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Niwce, Niwka 25, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"660";"731";"253";"407";"0";"0";"0";"0";"0";"0";"0";"0";"0";"407";"0";"0";"407";"11";"2";"9";"0";"396";"108";"63";"225"
"1c9f-ca76-803f-eedd-4b33-e173-181f-06a8";"121605";"35";"4";"wieś";"stały";"Wiejski Dom Kultury w Biskupicach Radłowskich, Biskupice Radłowskie ul. Bohaterów Września 14a, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"783";"848";"358";"425";"0";"1";"0";"0";"0";"0";"0";"0";"0";"425";"0";"0";"425";"12";"1";"11";"0";"413";"119";"57";"237"
"bb1f-80d5-45ac-1f79-1bd8-f937-3177-06dc";"121605";"35";"5";"wieś";"stały";"Dom Kultury w Łęce Siedleckiej, Łęka Siedlecka 94, 33-130 Radłów";"gm. Radłów";"tarnowski";"małopolskie";"734";"805";"261";"473";"3";"1";"0";"0";"0";"0";"0";"0";"0";"473";"0";"0";"473";"11";"0";"11";"0";"462";"84";"65";"313"
"1fb9-c0ec-0177-6cae-8825-8138-ff90-6985";"121605";"35";"6";"wieś";"stały";"Dom Ludowy w Marcinkowicach, Marcinkowice 92, 33-273 Marcinkowice";"gm. Radłów";"tarnowski";"małopolskie";"883";"944";"407";"476";"1";"0";"0";"0";"0";"0";"0";"0";"0";"476";"0";"0";"476";"12";"1";"11";"0";"464";"81";"40";"343"
"e7ca-b850-c69e-970f-1c21-99a6-23ae-e124";"121605";"35";"7";"wieś";"stały";"Zespół Szkół w Zabawie, Zabawa ul. Szkolna 31, 33-133 Wał-Ruda";"gm. Radłów";"tarnowski";"małopolskie";"1120";"1222";"397";"723";"2";"2";"0";"0";"0";"0";"0";"0";"0";"723";"0";"0";"723";"7";"1";"6";"0";"716";"128";"88";"500"
"875c-23b1-100d-6a18-b3a8-1ab3-e818-18d4";"121605";"35";"8";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Woli Radłowskiej, Wola Radłowska 67, 33-133 Wał-Ruda";"gm. Radłów";"tarnowski";"małopolskie";"894";"978";"335";"559";"3";"1";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"11";"2";"9";"0";"548";"147";"79";"322"
"fddb-919a-154e-af31-f453-19c0-a451-12ae";"121606";"35";"1";"miasto";"stały";"Szkoła Podstawowa w Ryglicach, ul. Tarnowska 25, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"1095";"1196";"379";"716";"3";"1";"0";"0";"0";"0";"0";"0";"0";"715";"0";"0";"715";"14";"1";"13";"0";"701";"187";"94";"420"
"de62-662d-cc37-93b9-37a4-f266-e510-6ba8";"121606";"35";"2";"miasto";"stały";"Placówka Wsparcia Dziennego w Ryglicach, ul. Ks. Jakuba Wyrwy 2, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"976";"1061";"395";"581";"2";"4";"0";"0";"0";"0";"0";"0";"0";"581";"0";"0";"581";"6";"0";"6";"0";"575";"146";"53";"376"
"f792-8220-67d6-464e-7d40-06d0-024c-2e36";"121606";"35";"3";"wieś";"stały";"Szkoła Podstawowa w Bistuszowej, Bistuszowa 82, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"667";"725";"289";"378";"0";"0";"0";"0";"0";"0";"0";"0";"0";"378";"0";"0";"378";"10";"1";"9";"0";"368";"67";"30";"271"
"ad81-a54a-f285-55ba-d895-dd39-631f-7063";"121606";"35";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Joninach, Joniny 213, 33-160 Ryglice";"gm. Ryglice";"tarnowski";"małopolskie";"580";"638";"240";"340";"0";"5";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"7";"3";"4";"0";"333";"69";"23";"241"
"3845-8826-0f1d-4bed-0f7d-6d79-f73c-a7ab";"121606";"35";"5";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kowalowej, Kowalowa 196, 33-161 Kowalowa";"gm. Ryglice";"tarnowski";"małopolskie";"714";"780";"312";"402";"3";"4";"0";"0";"0";"0";"0";"0";"0";"402";"0";"0";"402";"8";"1";"7";"0";"394";"75";"38";"281"
"c132-366e-0c77-6bf9-24a9-c5b4-f2f0-e966";"121606";"35";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Woli Lubeckiej, Wola Lubecka 18, 33-162 Lubcza";"gm. Ryglice";"tarnowski";"małopolskie";"629";"687";"268";"361";"1";"0";"0";"0";"0";"0";"0";"0";"0";"361";"0";"0";"361";"11";"1";"10";"0";"350";"43";"30";"277"
"8ada-e60c-592a-4738-165c-6fc6-9797-77a8";"121606";"35";"7";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Zalasowej, ul. Karpacka 21, 33-159 Zalasowa";"gm. Ryglice";"tarnowski";"małopolskie";"1105";"1208";"348";"757";"2";"1";"0";"0";"0";"0";"0";"0";"0";"757";"0";"0";"757";"10";"8";"2";"0";"747";"136";"103";"508"
"c98d-2208-3e45-3c26-d016-05eb-3b96-ec8a";"121606";"35";"8";"wieś";"stały";"Pałac pod Dębami w Zalasowej, ul. Kościelna 5, 33-159 Zalasowa";"gm. Ryglice";"tarnowski";"małopolskie";"1167";"1281";"408";"759";"0";"1";"1";"1";"0";"0";"0";"0";"1";"760";"1";"0";"760";"14";"1";"13";"0";"746";"171";"82";"493"
"0706-4c7a-f9b6-1571-5062-07c2-23bb-1597";"121606";"35";"9";"wieś";"stały";"Budynek ""Perła Lubczy"" w Lubczy, Lubcza 460, 33-162 Lubcza";"gm. Ryglice";"tarnowski";"małopolskie";"1366";"1507";"509";"857";"0";"4";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"19";"2";"17";"0";"838";"106";"78";"654"
"e330-77de-c8ed-74c5-656f-a469-751f-4cc5";"121607";"35";"1";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Olszynach, Olszyny 552, 33-164 Olszyny";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"1580";"1735";"412";"1168";"1";"10";"0";"0";"0";"0";"0";"0";"0";"1167";"0";"0";"1167";"17";"8";"9";"0";"1150";"154";"88";"908"
"cd72-d635-8909-b4ce-3108-afd5-1398-5eeb";"121607";"35";"2";"wieś";"stały";"Szkoła Podstawowa w Rzepienniku Biskupim, Rzepiennik Biskupi 292, 33-163 Rzepiennik Strzyżewski";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"878";"963";"344";"534";"1";"5";"0";"0";"0";"0";"0";"0";"0";"532";"0";"0";"532";"10";"0";"10";"0";"522";"127";"45";"350"
"844c-2fc2-c290-6bc5-9ce9-1ab8-beb5-b01f";"121607";"35";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Rzepienniku Strzyżewskim, Rzepiennik Strzyżewski 404, 33-163 Rzepiennik Strzyżewski";"gm. Rzepiennik Strzyżewski";"tarnowski";"małopolskie";"930";"1014";"343";"587";"0";"4";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"8";"1";"7";"0";"579";"160";"34";"385"
