"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Stanisław GOGACZ";"Arkadiusz KASZNIA";"Wojciech MATEŃKA";"Marcin WALASEK"
"7235-d738-869a-ebc2-840f-37f9-9cb9-676a";"061202";"14";"5";"wieś";"stały";"Remiza OSP w Basonii, Basonia 97, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"344";"378";"184";"160";"0";"1";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"4";"1";"3";"0";"156";"88";"42";"16";"10"
"70a0-d584-dd1d-0b8d-7b49-dd1e-6875-0311";"061202";"14";"6";"wieś";"stały";"Remiza OSP w Kaliszanach-Kolonii, Kaliszany-Kolonia 50a, 24-340 Józefów nad Wisłą";"gm. Józefów nad Wisłą";"opolski";"lubelskie";"319";"356";"140";"179";"0";"5";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"1";"0";"1";"0";"178";"118";"41";"13";"6"
"c11b-77c4-0624-1f76-8612-11b6-424a-7604";"061203";"14";"1";"wieś";"stały";"Lokal Szkoły Podstawowej w Karczmiskach Pierwszych, Karczmiska Pierwsze ul. Szkolna 1, 24-310 Karczmiska";"gm. Karczmiska";"opolski";"lubelskie";"1294";"1388";"551";"743";"2";"2";"0";"0";"0";"0";"0";"0";"0";"743";"0";"0";"743";"22";"3";"19";"0";"721";"417";"218";"45";"41"
"41a4-6368-b12c-b9c2-0171-4d65-7d96-d2a7";"061203";"14";"2";"wieś";"stały";"Lokal Urzędu Gminy w Karczmiskach Pierwszych, Karczmiska Pierwsze Centralna 17, 24-310 Karczmiska";"gm. Karczmiska";"opolski";"lubelskie";"847";"909";"400";"447";"4";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"13";"4";"9";"0";"434";"250";"111";"40";"33"
"60d2-0077-be33-82b2-d18e-ac11-f85e-590f";"061203";"14";"3";"wieś";"stały";"Lokal Szkoły Podstawowej w Głusku Dużym Kolonia, Głusko Duże-Kolonia 54, 24-310 Karczmiska";"gm. Karczmiska";"opolski";"lubelskie";"892";"980";"401";"491";"0";"3";"0";"0";"0";"0";"0";"0";"0";"491";"0";"0";"491";"7";"3";"4";"0";"484";"318";"93";"39";"34"
"c8ee-68cc-871f-8029-fd43-50f4-8b83-c364";"061203";"14";"4";"wieś";"stały";"Lokal Szkoły Podstawowej w Słotwinach, Słotwiny 125, 24-310 Karczmiska";"gm. Karczmiska";"opolski";"lubelskie";"334";"370";"151";"183";"0";"0";"0";"0";"0";"0";"0";"0";"0";"183";"0";"0";"183";"1";"0";"1";"0";"182";"109";"43";"13";"17"
"404a-2104-19fe-5e93-e8f4-f3d4-7480-b36e";"061203";"14";"5";"wieś";"stały";"Lokal Strażnicy OSP w Zaborzu, Zaborze 25, 24-310 Karczmiska";"gm. Karczmiska";"opolski";"lubelskie";"361";"395";"188";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"2";"1";"1";"0";"171";"121";"28";"8";"14"
"5699-1663-0c4d-f885-7cbc-2678-b7e4-b9b9";"061203";"14";"6";"wieś";"stały";"Lokal Strażnicy OSP w Uściążu, Uściąż 95 A, 24-120 Kazimierz Dolny";"gm. Karczmiska";"opolski";"lubelskie";"488";"534";"196";"292";"1";"25";"0";"0";"0";"0";"0";"0";"0";"292";"0";"0";"292";"6";"1";"5";"0";"286";"186";"61";"17";"22"
"d3cb-4cbd-181d-8eca-a3e4-ef8b-4f33-f98e";"061204";"14";"1";"wieś";"stały";"Szkoła Podstawowa w Braciejowicach, Braciejowice 137, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"531";"580";"192";"339";"0";"4";"0";"0";"0";"0";"0";"0";"0";"339";"0";"0";"339";"11";"2";"9";"0";"328";"244";"56";"10";"18"
"719a-10c4-39e8-597e-ca31-a30c-82dd-4892";"061204";"14";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Kochanowskiego w Łaziskach, Łaziska 79, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"984";"1069";"451";"533";"0";"2";"0";"0";"0";"0";"0";"0";"0";"533";"0";"0";"533";"10";"2";"8";"0";"523";"317";"128";"45";"33"
"fa06-4e74-a6d1-e4eb-b2b2-2ec6-4b2e-6fcd";"061204";"14";"3";"wieś";"stały";"Szkoła Podstawowa w Kamieniu, Piotrawin 116, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"745";"806";"373";"372";"0";"4";"0";"0";"0";"0";"0";"0";"0";"372";"0";"0";"372";"13";"5";"8";"0";"359";"206";"94";"20";"39"
"67a9-11e9-4069-b5ce-0765-91f8-3c8b-a0b2";"061204";"14";"4";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Niedźwiadzie Dużej, Niedźwiada Duża 25A, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"593";"652";"280";"313";"0";"1";"0";"0";"0";"0";"0";"0";"0";"313";"0";"0";"313";"8";"1";"7";"0";"305";"249";"37";"9";"10"
"9374-cad7-749f-0497-0238-8d92-4edd-7502";"061204";"14";"5";"wieś";"stały";"Szkoła Podstawowa w Zakrzowie, Zakrzów 25A, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"477";"522";"204";"273";"0";"1";"0";"0";"0";"0";"0";"0";"0";"273";"0";"0";"273";"5";"2";"3";"0";"268";"191";"37";"22";"18"
"2011-edb3-0c5e-b954-e8c6-dde7-ca86-c13e";"061204";"14";"6";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kępie Gosteckiej, Kępa Gostecka 56, 24-335 Łaziska";"gm. Łaziska";"opolski";"lubelskie";"295";"324";"169";"126";"0";"1";"0";"0";"0";"0";"0";"0";"0";"126";"0";"0";"126";"3";"0";"3";"0";"123";"86";"25";"6";"6"
"e441-6916-4099-aacf-9faa-2838-75d7-c440";"061205";"14";"1";"miasto";"stały";"lokal Opolskiego Centrum Kultury, ul. Lubelska 30, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"1518";"1636";"603";"915";"2";"5";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"20";"5";"15";"0";"895";"496";"279";"69";"51"
"47c6-af82-8ee1-5cd8-b1c3-8ff3-108d-bb4b";"061205";"14";"2";"miasto";"stały";"lokal Spółdzielni Mieszkaniowej, ul. Morwowa 3, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"1647";"1770";"619";"1028";"1";"4";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"21";"8";"13";"0";"1007";"537";"352";"85";"33"
"a569-018e-e177-b79b-c82d-dbfb-9186-3625";"061205";"14";"3";"miasto";"stały";"Centrum Fabryczna, ul. Fabryczna 28A, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"1812";"1953";"746";"1066";"3";"3";"1";"1";"0";"0";"0";"0";"1";"1065";"1";"0";"1065";"17";"5";"12";"0";"1048";"597";"321";"72";"58"
"a5cf-6ef7-2295-121a-5f32-86cd-644f-d939";"061205";"14";"4";"miasto";"stały";"lokal M-G Biblioteki Publicznej, ul. Stary Rynek 46, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"1072";"1164";"429";"643";"1";"4";"0";"0";"0";"0";"0";"0";"0";"643";"0";"0";"643";"6";"1";"5";"0";"637";"371";"194";"43";"29"
"2fd4-9442-d8a9-dd8a-ed86-f7f9-25d4-21ac";"061205";"14";"5";"miasto";"stały";"lokal Szkoły Podstawowej Nr 1, ul. Szkolna 5, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"949";"1046";"377";"572";"0";"2";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"17";"5";"12";"0";"555";"310";"183";"35";"27"
"9041-b3df-adcf-a8e0-cb33-fab8-edd5-c654";"061205";"14";"6";"wieś";"stały";"lokal OSP, Wrzelowiec ul. Długa 4, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"766";"838";"337";"429";"0";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"8";"2";"6";"0";"421";"276";"84";"33";"28"
"8628-a56c-12ea-2bca-fa4a-1de6-f9b1-27b5";"061205";"14";"7";"wieś";"stały";"lokal Szkoły Podstawowej, Wandalin 71, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"756";"829";"310";"446";"0";"5";"0";"0";"0";"0";"0";"0";"0";"446";"0";"0";"446";"7";"1";"6";"0";"439";"297";"82";"29";"31"
"bc7e-3a04-9ca0-938a-ce0e-b606-c45f-ff26";"061205";"14";"8";"wieś";"stały";"lokal świetlicy wiejskiej, Trzebiesza 1, 24-320 Poniatowa";"gm. Opole Lubelskie";"opolski";"lubelskie";"707";"774";"379";"328";"1";"0";"0";"0";"0";"0";"0";"0";"0";"328";"0";"0";"328";"9";"1";"8";"0";"319";"214";"67";"19";"19"
"34c9-1643-9b08-ef96-2da9-89ef-d0b7-24d3";"061205";"14";"9";"wieś";"stały";"lokal Szkoły Podstawowej, Stare Komaszyce 43, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"436";"474";"209";"227";"1";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"4";"0";"4";"0";"223";"167";"25";"12";"19"
"019c-8013-d0c1-bd3e-39d6-3554-6a1c-bca4";"061205";"14";"10";"wieś";"stały";"lokal Szkoły Podstawowej, Kluczkowice 128, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"563";"619";"272";"291";"0";"0";"0";"0";"0";"0";"0";"0";"0";"291";"0";"0";"291";"9";"0";"9";"0";"282";"171";"59";"21";"31"
"6302-5911-17f4-831f-ae5f-92c9-d1a1-9a2d";"061205";"14";"11";"wieś";"stały";"lokal Szkoły Podstawowej, Puszno Godowskie 99, 24-300  Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"377";"407";"160";"217";"0";"2";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"4";"1";"3";"0";"213";"151";"31";"18";"13"
"1e2f-5b1f-ecf9-667a-7e72-f6fd-3613-cd0a";"061205";"14";"12";"wieś";"stały";"lokal świetlicy wiejskiej, Emilcin 1, 24-300  Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"410";"453";"206";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"11";"3";"8";"0";"193";"134";"40";"9";"10"
"56f8-adf2-6b15-a0c3-56dc-df6b-f98b-469a";"061205";"14";"13";"wieś";"stały";"lokal Szkoły Podstawowej, Skoków 84, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"536";"581";"288";"248";"0";"1";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"9";"2";"7";"0";"239";"174";"42";"12";"11"
"4841-74af-da5c-e467-3d4d-1645-4956-65cc";"061205";"14";"14";"wieś";"stały";"lokal Szkoły Podstawowej, Ćwiętalka 2a, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"312";"338";"148";"164";"0";"0";"0";"0";"0";"0";"0";"0";"0";"164";"0";"0";"164";"0";"0";"0";"0";"164";"100";"36";"18";"10"
"4af0-267c-30e9-cfff-482c-83aa-edea-204e";"061205";"14";"15";"wieś";"stały";"lokal Szkoły Podstawowej, Niezdów 97, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"437";"476";"188";"249";"1";"3";"0";"0";"0";"0";"0";"0";"0";"249";"0";"0";"249";"6";"1";"5";"0";"243";"168";"58";"3";"14"
"fca9-3033-e621-ff5b-3c49-2a4c-3bbc-46fa";"061205";"14";"16";"wieś";"stały";"lokal świetlicy wiejskiej, Elżbieta 45, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"320";"357";"147";"173";"0";"0";"0";"0";"0";"0";"0";"0";"0";"173";"0";"0";"173";"2";"1";"1";"0";"171";"119";"32";"9";"11"
"ac2e-11d0-f7be-07ee-e683-5538-51d6-9761";"061205";"14";"17";"miasto";"zakład karny";"Zakład Karny w Opolu Lubelskim-sala lekcyjna w budynku Zespołu Szkół, Owocowa 7, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"627";"569";"385";"242";"0";"0";"0";"0";"0";"0";"0";"0";"0";"242";"0";"0";"242";"7";"1";"6";"0";"235";"75";"114";"27";"19"
"9746-ba8e-094f-8dfb-5fd2-6a61-0984-b06c";"061205";"14";"18";"miasto";"zakład leczniczy";"Świetlica szpitalna, Szpitalna 9, 24-300 Opole Lubelskie";"gm. Opole Lubelskie";"opolski";"lubelskie";"30";"32";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"8e13-5afe-c703-8137-5066-a6c9-1d0e-9dc7";"061206";"14";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 8, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"1460";"1567";"498";"962";"0";"5";"0";"0";"0";"0";"0";"0";"0";"962";"0";"0";"962";"20";"6";"14";"0";"942";"540";"278";"61";"63"
"c3c1-c8b8-5c55-f255-44fe-806c-2bc5-d922";"061206";"14";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Szkolna 9, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"1325";"1422";"441";"884";"1";"0";"0";"0";"0";"0";"0";"0";"0";"884";"0";"0";"884";"16";"6";"10";"0";"868";"445";"323";"59";"41"
"a5b7-80d3-2601-d9de-1ed0-2772-7d01-54f0";"061206";"14";"3";"miasto";"stały";"Świetlica PSM, ul. 1 Maja 15, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"850";"908";"325";"525";"0";"0";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"7";"2";"5";"0";"518";"294";"162";"27";"35"
"a981-3184-1064-8169-cb98-c598-df83-eda4";"061206";"14";"4";"miasto";"stały";"Gminne Przedsiębiorstwo Gospodarki Komunalnej, ul. Młodzieżowa 4, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"1072";"1159";"441";"631";"6";"6";"0";"0";"0";"0";"0";"0";"0";"631";"0";"0";"631";"10";"1";"9";"0";"621";"343";"212";"39";"27"
"a145-97e8-cc68-18da-7bad-040c-bab5-55d6";"061206";"14";"5";"miasto";"stały";"Centrum Kultury Promocji i Turystyki, ul. Fabryczna 1, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"910";"977";"410";"500";"0";"11";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"15";"5";"10";"0";"485";"236";"178";"34";"37"
"441e-78a0-b06c-fdec-69d8-cb1f-a43f-cb3b";"061206";"14";"6";"miasto";"stały";"Świetlica PSM Nasz Dom, ul. Sosnowa 4, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"1119";"1217";"451";"668";"3";"3";"0";"0";"0";"0";"0";"0";"0";"668";"0";"0";"668";"20";"13";"7";"0";"648";"386";"194";"34";"34"
"bc9d-8e0a-907d-8b2a-55c0-4e4b-d0d6-8cf8";"061206";"14";"7";"wieś";"stały";"Szkoła Podstawowa, Niezabitów 46, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"814";"888";"325";"489";"0";"2";"0";"0";"0";"0";"0";"0";"0";"489";"0";"0";"489";"7";"3";"4";"0";"482";"324";"85";"45";"28"
"942b-3630-1285-4408-2c2a-a663-a56c-5500";"061206";"14";"8";"wieś";"stały";"Szkoła Podstawowa, Kowala Druga 29, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"775";"840";"336";"439";"1";"0";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"9";"3";"6";"0";"430";"288";"90";"28";"24"
"2b25-bf30-45b0-4566-d9d2-fb1c-e188-b41b";"061206";"14";"9";"wieś";"stały";"Szkoła Podstawowa, Kraczewice Prywatne 78, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"909";"996";"356";"553";"2";"5";"0";"0";"0";"0";"0";"0";"0";"553";"0";"0";"553";"10";"4";"6";"0";"543";"387";"97";"28";"31"
"21a0-8405-9c4b-2e5c-63a1-b4bb-e370-bd1a";"061206";"14";"10";"wieś";"stały";"Szkoła Podstawowa, Poniatowa-Kolonia 13, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"683";"743";"280";"403";"0";"1";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"5";"2";"3";"0";"398";"300";"58";"20";"20"
"36e0-638d-5b99-ebe1-e3a5-172c-a634-dc48";"061206";"14";"11";"wieś";"stały";"Społeczna Szkoła Podstawowa, Dąbrowa Wronowska 41, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"462";"504";"197";"265";"0";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"7";"5";"2";"0";"258";"195";"35";"12";"16"
"950a-c934-5ed6-5d19-221c-fa2b-8e84-c6d5";"061206";"14";"12";"miasto";"zakład leczniczy";"Powiatowe Centrum Zdrowia Sp. z o. o. w Opolu Lubelskim, Szpital, Fabryczna 18, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"120";"74";"92";"28";"0";"0";"0";"0";"0";"0";"0";"0";"0";"28";"0";"0";"28";"0";"0";"0";"0";"28";"17";"7";"3";"1"
"96cc-d5dd-0aba-049c-fe58-d59e-096c-440e";"061206";"14";"13";"miasto";"zakład leczniczy";"Samodzielne Publiczne Sanatorium Gruźlicy i Chorób Płuc, Fabryczna 6, 24-320 Poniatowa";"gm. Poniatowa";"opolski";"lubelskie";"70";"37";"57";"13";"0";"0";"0";"0";"0";"0";"0";"0";"0";"13";"0";"0";"13";"1";"0";"1";"0";"12";"10";"1";"1";"0"
"f6e1-37fc-8477-7665-448c-0d35-c9eb-772d";"061207";"14";"1";"wieś";"stały";"Lokal Szkoły Podstawowej w Wilkowie, Wilków 66A, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"899";"982";"361";"538";"0";"5";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"14";"1";"13";"0";"524";"375";"77";"34";"38"
"ccbf-f3b2-894b-c51f-dbdd-5f72-4841-313f";"061207";"14";"2";"wieś";"stały";"Lokal byłej Szkoły Podstawowej, Dobre 13, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"260";"287";"100";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"4";"0";"4";"0";"156";"110";"25";"9";"12"
"11ba-5227-20fa-db87-628f-1bd1-d7f0-5abc";"061207";"14";"3";"wieś";"stały";"Lokal Szkoły Podstawowej w Rogowie, Rogów 92, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"364";"399";"153";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"3";"1";"2";"0";"208";"139";"40";"15";"14"
"c60a-edcc-9600-12b1-b501-73e9-be7e-1576";"061207";"14";"4";"wieś";"stały";"Lokal Zespołu Szkół Publicznych w Zagłobie, Zagłoba 21, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"611";"653";"279";"332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"11";"1";"10";"0";"321";"214";"59";"30";"18"
"fb37-2253-7789-e633-85fb-1406-0cad-6863";"061207";"14";"5";"wieś";"stały";"Świetlica Wiejska w Kępie Choteckiej, Kępa Chotecka 7A, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"172";"185";"68";"104";"0";"1";"0";"0";"0";"0";"0";"0";"0";"104";"0";"0";"104";"2";"0";"2";"0";"102";"53";"29";"15";"5"
"d20e-bd80-9cac-c660-fe8c-2180-01be-9dbd";"061207";"14";"6";"wieś";"stały";"Świetlica Wiejska w Zastowie Planowskim, Zastów Polanowski 60, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"415";"457";"159";"256";"0";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"1";"0";"1";"0";"255";"204";"36";"6";"9"
"4a7d-222f-9bb0-1757-ce90-ea3d-b24d-491a";"061207";"14";"7";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Kosiorowie, Kosiorów 36, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"355";"389";"151";"204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"204";"0";"0";"204";"3";"1";"2";"0";"201";"168";"20";"6";"7"
"7249-1f02-79a6-549c-02b0-d21c-eb4a-ff31";"061207";"14";"8";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej w Wólce Polanowskiej, Wólka Polanowska 86, 24-313 Wilków";"gm. Wilków";"opolski";"lubelskie";"284";"307";"102";"182";"0";"1";"0";"0";"0";"0";"0";"0";"0";"182";"0";"0";"182";"3";"1";"2";"0";"179";"126";"23";"14";"16"
"ddad-b9f4-76d6-1d1a-7450-9e24-0f4f-eb3f";"061401";"14";"1";"miasto";"stały";"Szkoła Podstawowa nr 10, ul. 6 Sierpnia 30, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1681";"1823";"674";"1007";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1007";"0";"0";"1007";"32";"8";"24";"0";"975";"495";"379";"57";"44"
"e2b0-648b-c9d1-359e-f52a-85ee-c73e-579a";"061401";"14";"2";"miasto";"stały";"Szkoła Podstawowa Nr 10, ul. 6 Sierpnia 30, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1673";"1784";"425";"1248";"3";"16";"0";"0";"0";"0";"0";"0";"0";"1248";"0";"0";"1248";"32";"12";"20";"0";"1216";"582";"521";"61";"52"
"3461-b0ea-913c-fbfb-f200-b8e8-4a0a-a0eb";"061401";"14";"3";"miasto";"stały";"Zespół Szkół Katolickich, ul. Stanisława Eustachiewicza 1, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1657";"1759";"595";"1062";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1062";"0";"0";"1062";"29";"3";"26";"0";"1033";"521";"382";"63";"67"
"a2ce-248e-82d8-1729-a9ee-1c30-c876-e830";"061401";"14";"4";"miasto";"stały";"Szkoła Podstawowa Nr 2, Aleja Mała 10, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1457";"1538";"454";"1003";"5";"6";"0";"0";"0";"0";"0";"0";"0";"1003";"0";"0";"1003";"20";"7";"13";"0";"983";"445";"408";"69";"61"
"e5b7-b5fd-11c7-3cd5-fe04-95b9-a49d-30ff";"061401";"14";"5";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Legionu Puławskiego 8, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1950";"2051";"607";"1343";"1";"8";"2";"2";"0";"0";"0";"0";"2";"1345";"2";"0";"1345";"16";"2";"14";"0";"1329";"652";"512";"88";"77"
"4ec0-8d8d-7857-9aa9-742d-30c0-482a-1a9a";"061401";"14";"6";"miasto";"stały";"Starostwo Powiatowe, aleja Królewska 19, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1548";"1626";"493";"1055";"4";"9";"0";"0";"0";"0";"0";"0";"0";"1055";"0";"0";"1055";"32";"5";"27";"0";"1023";"412";"492";"60";"59"
"f7b4-3cdf-dea8-e236-9dca-330c-1388-1191";"061401";"14";"7";"miasto";"stały";"Zespół Szkół Nr 3, ul. marsz. Józefa Piłsudskiego 74, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"609";"645";"172";"437";"0";"4";"0";"0";"0";"0";"0";"0";"0";"437";"0";"0";"437";"5";"0";"5";"0";"432";"185";"185";"32";"30"
"4c3e-dac1-2485-b4b6-d08c-65a1-ead0-b0e7";"061401";"14";"8";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Legionu Puławskiego 8, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1755";"1844";"514";"1241";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1241";"0";"0";"1241";"20";"3";"17";"0";"1221";"590";"511";"66";"54"
"7096-d762-2880-08d5-cce5-61db-6d60-37ea";"061401";"14";"9";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Franciszka Zabłockiego 8, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1739";"1873";"543";"1196";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1196";"0";"0";"1196";"21";"3";"18";"0";"1175";"626";"423";"72";"54"
"13cd-7dc7-153f-e0fa-4169-ac3a-1c19-896f";"061401";"14";"10";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Franciszka Zabłockiego 8, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1557";"1664";"624";"933";"0";"8";"0";"0";"0";"0";"0";"0";"0";"933";"0";"0";"933";"28";"11";"17";"0";"905";"407";"378";"62";"58"
"269d-a379-f660-4254-70c8-b9ef-2489-77ed";"061401";"14";"11";"miasto";"stały";"Szkoła Podstawowa Nr 11, ul. Legionu Puławskiego 8, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"2017";"2179";"504";"1513";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1513";"0";"0";"1513";"35";"16";"19";"0";"1478";"637";"639";"118";"84"
"3dcb-62f5-f358-7f2b-582c-6f68-3c7f-a1fd";"061401";"14";"12";"miasto";"stały";"Zespół Szkół Ogólnokształcących Nr 1, ul. Kaniowczyków 32, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1837";"1958";"559";"1278";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"29";"8";"21";"0";"1249";"501";"581";"80";"87"
"ed32-51c4-5ae5-ea10-b4ed-0ced-457b-9015";"061401";"14";"13";"miasto";"stały";"Zespół Szkół Technicznych, ul. Wojska Polskiego 7, 24-100 Puławy";"m. Puławy";"puławski";"lubelskie";"1248";"1318";"383";"865";"0";"4";"1";"1";"0";"0";"1";"0";"0";"865";"0";"0";"865";"16";"4";"12";"0";"849";"401";"346";"54";"48"
