"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Paweł Janusz PONCYLJUSZ - nr na liście 1";"Zdzisław GAWLIK - nr na liście 2";"Krystyna SKOWROŃSKA - nr na liście 3";"Renata Celina BUTRYN - nr na liście 4";"Teresa Krystyna KUBAS-HUL - nr na liście 5";"Józef GDAŃSKI - nr na liście 6";"Krzysztof Piotr PITRA - nr na liście 7";"Marek Jerzy USTROBIŃSKI - nr na liście 8";"Jakub Bartłomiej KARYŚ - nr na liście 9";"Barbara ZYCH - nr na liście 10";"Marcin JURZYSTA - nr na liście 11";"Danuta Waleria STĘPIEŃ - nr na liście 12";"Marcin DERĘGOWSKI - nr na liście 13";"Dominik BĄK - nr na liście 14";"Krzysztof OŻÓG - nr na liście 15";"Jakub Albert KOPYTO - nr na liście 16";"Krzysztof Romuald LIPCZYŃSKI - nr na liście 17";"Aneta Anna KRAJEWSKA - nr na liście 18";"Jolanta Teresa OMIETOŃSKA - nr na liście 19";"Jolanta Stanisława KOLANO - nr na liście 20";"Artur Stanisław OLCHAWA - nr na liście 21";"Przemysław Wojciech PRZYBYŁ - nr na liście 22";"Ewa Maria SAWIC - nr na liście 23";"Augustyna Maria KANISZEWSKA - nr na liście 24";"Urszula Małgorzata OWSIANY - nr na liście 25";"Janusz PŁODZIEŃ - nr na liście 26";"Katarzyna PALUCH - nr na liście 27";"Anna Jolanta ROGOWSKA - nr na liście 28";"Dariusz ŻMUDA - nr na liście 29";"Paweł Leopold PAZDAN - nr na liście 30";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Grzegorz Michał BRAUN - nr na liście 1";"Tomasz Wojciech BUCZEK - nr na liście 2";"Piotr ŻYGADŁO - nr na liście 3";"Witold Andrzej ZYCH - nr na liście 4";"Gabriel Czesław KROLL - nr na liście 5";"Anna Krystyna SUROWANIEC - nr na liście 6";"Kamil Michał KUSZ - nr na liście 7";"Dariusz Jan KUMOREK - nr na liście 8";"Zbigniew LIPIŃSKI - nr na liście 9";"Dominika Maria KORWIN-MIKKE - nr na liście 10";"Tomasz WOŁOSZYN - nr na liście 11";"Waldemar ZARĘBSKI - nr na liście 12";"Katarzyna Kinga OCHAŁ - nr na liście 13";"Tomasz Sylwester ZIĘBA - nr na liście 14";"Teresa Jadwiga PRACOWNIK - nr na liście 15";"Małgorzata Kazimiera SALWA - nr na liście 16";"Mariola Ksenia KOTOWICZ - nr na liście 17";"Damian Łukasz DĄBEK - nr na liście 18";"Albert Jan STRZAŁKA - nr na liście 19";"Aleksandra Mirosława LIS - nr na liście 20";"Dariusz Grzegorz JEDYNAK - nr na liście 21";"Paulina Elżbieta WACYRA - nr na liście 22";"Piotr Robert FILA - nr na liście 23";"Monika Paulina ŚRODOŃ - nr na liście 24";"Monika Ewa ZAPAŁOWSKA - nr na liście 25";"Marcin Mateusz BATORA - nr na liście 26";"Robert Krzysztof BROŻ - nr na liście 27";"Karolina Maria BIELECKA - nr na liście 28";"Michał FLIS - nr na liście 29";"Krzysztof MAZUR - nr na liście 30";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Stanisław TYSZKA - nr na liście 1";"Jan Władysław TARAPATA - nr na liście 2";"Wiesław Andrzej LADA - nr na liście 3";"Zbigniew MICAŁ - nr na liście 4";"Paweł BARTOSZEK - nr na liście 5";"Maria Teresa GOLENIA - nr na liście 6";"Błażej Stefan BOROWIEC - nr na liście 7";"Sławomir Tomasz GUZEK - nr na liście 8";"Paweł CIEŚLA - nr na liście 9";"Stanisław Józef LONCZAK - nr na liście 10";"Andrzej Zygmunt REGUŁA - nr na liście 11";"Małgorzata LEJA - nr na liście 12";"Monika Małgorzata SKOWROŃSKA-ZIOMEK - nr na liście 13";"Jan MAGOŃ - nr na liście 14";"Tadeusz KASZYCA - nr na liście 15";"Celina Anna GUMIŃSKA - nr na liście 16";"Małgorzata KUDYBA - nr na liście 17";"Dorota Krystyna KOCZUR - nr na liście 18";"Janusz WŁODYKA - nr na liście 19";"Krzysztof Jan KOSIŃSKI - nr na liście 20";"Joanna Katarzyna STOJAŃSKA - nr na liście 21";"Maria WICHER - nr na liście 22";"Henryk TUTKA - nr na liście 23";"Kazimierz Józef BŁOŃSKI - nr na liście 24";"Jan BARTMAN - nr na liście 25";"Barbara OPIOŁA - nr na liście 26";"Marzena Anna KOTLIŃSKA - nr na liście 27";"Marek Jan ZARĘBA - nr na liście 28";"Krystyna Grażyna PARYŚ - nr na liście 29";"Henryk NICPOŃ - nr na liście 30";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Krzysztof SOBOLEWSKI - nr na liście 1";"Ewa Maria LENIART - nr na liście 2";"Józefa HRYNKIEWICZ - nr na liście 3";"Andrzej SZLACHTA - nr na liście 4";"Krystyna Małgorzata WRÓBLEWSKA - nr na liście 5";"Kazimierz Marian MOSKAL - nr na liście 6";"Wojciech BUCZAK - nr na liście 7";"Kazimierz Edward GOŁOJUCH - nr na liście 8";"Zbigniew Michał CHMIELOWIEC - nr na liście 9";"Rafał WEBER - nr na liście 10";"Jan Marek WARZECHA - nr na liście 11";"Jerzy Stanisław PAUL - nr na liście 12";"Mieczysław MIAZGA - nr na liście 13";"Halina Maria SZYDEŁKO - nr na liście 14";"Stanisław KRUCZEK - nr na liście 15";"Fryderyk Sylwester KAPINOS - nr na liście 16";"Kamil KALINKA - nr na liście 17";"Robert Jan BEDNARZ - nr na liście 18";"Robert Czesław GODEK - nr na liście 19";"Bernadeta Dorota FRYSZTAK - nr na liście 20";"Czesław ŁĄCZAK - nr na liście 21";"Marcin Piotr FIJOŁEK - nr na liście 22";"Helena Grażyna TŁUSTA - nr na liście 23";"Magdalena Barbara BARTKOWICZ - nr na liście 24";"Agata KRZEK - nr na liście 25";"Anna Franciszka TRAWIŃSKA - nr na liście 26";"Ewelina Elżbieta KUŚ - nr na liście 27";"Ewa FOŁTA - nr na liście 28";"Zbigniew TYMUŁA - nr na liście 29";"Marcin Józef WARCHOŁ - nr na liście 30";"KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19";"Andrzej Kazimierz SZLĘZAK - nr na liście 1";"Krzysztof Jerzy STELMACH - nr na liście 2";"Bernadeta Aneta BATOR - nr na liście 3";"Artur Paweł MRYCZKO - nr na liście 4";"Tomasz Wiesław DREWNIAK - nr na liście 5";"Joanna Agnieszka GRABEK - nr na liście 6";"Mariusz MAZUREK - nr na liście 7";"Jolanta WIKTOR - nr na liście 8";"Artur KOSIOROWSKI - nr na liście 9";"Marcin Paweł OPAŁKA - nr na liście 10";"Renata JAROSZ - nr na liście 11";"Marek Konrad WIELGOSZ - nr na liście 12";"Monika Izabela GRZESIAK-KOSIOROWSKA - nr na liście 13";"Joanna Dominika GODEK-KOWALSKA - nr na liście 14";"Marta Ewa BUJAK - nr na liście 15";"Artur Piotr GORCZYCA - nr na liście 16";"Karol Franciszek SZOSTEK - nr na liście 17";"Mariusz Kazimierz MATŁOSZ - nr na liście 18";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Wiesław BUŻ - nr na liście 1";"Michał Andrzej SZTUK - nr na liście 2";"Agnieszka ITNER - nr na liście 3";"Julian OZIMEK - nr na liście 4";"Jerzy FILIPEK - nr na liście 5";"Bożena Marta KRASNOPOLSKA - nr na liście 6";"Bronisław Tadeusz TOFIL - nr na liście 7";"Krzysztof JASIŃSKI - nr na liście 8";"Natalia Ludmiła KACAŁA - nr na liście 9";"Kamil ŁUCZAJ - nr na liście 10";"Stanisław Andrzej SKAWIŃSKI - nr na liście 11";"Wiesław Stanisław JELEŃ - nr na liście 12";"Kamil Paweł KRZEMIŃSKI - nr na liście 13";"Martin Marian IRZYK - nr na liście 14";"Marzena Zofia ZAJĄC - nr na liście 15";"Janusz STĄCEL - nr na liście 16";"Ireneusz Grzegorz FIETKO - nr na liście 17";"Ala ZYCH - nr na liście 18";"Damian Kazimierz WINIARSKI - nr na liście 19";"Teresa Anna LUBERA - nr na liście 20";"Monika RŻANY - nr na liście 21";"Józef PRZYBOŚ - nr na liście 22";"Barbara Katarzyna OŻÓG - nr na liście 23";"Marek Andrzej KUŹMICZ - nr na liście 24";"Patrycja Dorota BRZYKOWSKA - nr na liście 25";"Andrzej Jan NOGA - nr na liście 26";"Krystyna DZIĄGWA - nr na liście 27";"Mateusz Michał CICHY - nr na liście 28";"Anna OSTROWSKA - nr na liście 29";"Kazimierz Leszek GACEK - nr na liście 30";"Liczba obwodów"
"180301";"gmina miejska";"m. Dębica";"dębicki";"podkarpackie";33491;35775;11087;22404;32;83;1;1;0;0;0;0;1;22402;1;1;22401;182;95;87;0;22219;4990;1080;2384;547;127;20;9;8;7;31;25;5;10;5;17;17;8;543;10;9;3;0;11;42;0;5;2;8;14;6;37;1952;1183;101;32;25;8;31;17;9;27;85;18;5;24;9;7;5;5;7;20;16;30;2;11;3;0;236;1;7;4;24;1584;551;31;270;12;17;29;13;9;16;20;413;18;30;9;2;9;11;1;2;45;3;16;2;1;5;4;6;6;7;26;11876;1223;468;279;813;174;1896;61;33;25;34;4989;13;26;55;33;75;25;11;20;80;812;70;37;27;29;10;366;32;12;148;108;23;10;9;8;4;5;3;5;2;6;3;3;2;3;9;4;0;9;1709;412;86;124;17;53;56;8;29;15;15;650;14;22;5;18;2;1;33;11;6;40;4;33;2;3;10;6;10;13;11;24
"180302";"gmina miejsko-wiejska";"gm. Brzostek";"dębicki";"podkarpackie";9449;10338;3733;5716;2;37;0;0;0;0;0;0;0;5716;0;0;5716;74;47;27;0;5642;275;96;111;22;0;3;3;1;0;1;3;0;0;1;2;0;2;10;7;0;0;0;1;1;0;0;0;0;4;0;7;272;173;16;7;0;1;8;2;5;1;23;1;3;0;4;2;4;1;1;3;0;3;3;2;0;3;0;0;4;0;2;385;110;2;163;3;3;5;4;4;9;3;45;5;6;4;3;3;1;0;0;8;0;0;1;0;0;1;0;0;0;2;4525;347;148;323;72;51;220;40;13;19;11;2408;10;4;33;11;125;9;7;11;36;213;86;14;11;10;1;164;9;3;116;21;4;2;3;1;1;0;0;0;1;3;0;1;1;0;1;0;0;3;164;51;10;16;3;9;9;1;6;1;5;18;2;2;1;9;1;0;6;1;2;2;0;1;1;1;2;0;2;0;2;12
"180303";"gmina wiejska";"gm. Czarna";"dębicki";"podkarpackie";9435;10365;3343;6092;16;15;0;0;0;0;0;0;0;6092;0;0;6092;75;45;30;0;6017;514;138;227;42;10;6;1;2;0;3;8;1;2;4;6;3;0;31;5;0;3;1;1;4;0;0;0;2;3;6;5;331;212;13;8;5;3;4;2;2;8;29;2;3;2;1;1;5;1;2;1;3;6;0;0;0;0;10;0;2;2;4;698;108;22;443;6;3;1;4;3;12;5;32;7;9;2;4;1;4;0;0;13;3;3;1;0;1;3;1;1;0;6;4238;379;89;156;76;60;609;22;10;28;12;1562;8;22;36;36;37;10;8;8;15;190;13;12;6;14;1;757;5;12;45;28;6;4;3;2;1;0;3;0;1;1;3;1;0;0;2;1;0;0;208;59;16;18;6;8;5;0;3;2;6;41;3;21;1;0;2;1;3;2;1;3;0;1;0;0;1;1;2;1;1;14
"180304";"gmina wiejska";"gm. Dębica";"dębicki";"podkarpackie";18287;20041;6458;11829;16;27;1;1;0;0;0;0;1;11829;1;0;11829;136;78;58;0;11693;1556;269;570;284;26;4;7;2;4;9;9;1;3;4;7;5;3;319;6;3;1;0;2;3;0;0;0;2;0;5;8;849;535;46;17;9;7;6;12;4;18;50;9;4;11;12;3;6;3;2;16;4;7;3;1;2;0;45;1;4;2;10;924;167;25;156;6;7;16;2;2;8;5;363;4;23;4;1;0;2;2;2;44;2;62;3;1;1;2;2;3;1;8;7795;586;274;190;275;116;1226;40;15;48;23;3525;12;73;35;50;32;13;13;11;42;711;34;13;11;13;5;298;11;16;84;53;12;2;10;1;2;2;0;2;2;0;4;2;1;0;3;4;2;4;516;164;26;51;7;12;22;3;11;6;7;113;13;15;3;15;1;0;5;1;3;13;2;6;0;1;2;1;5;4;4;22
"180305";"gmina wiejska";"gm. Jodłowa";"dębicki";"podkarpackie";3883;4315;1645;2238;2;20;0;0;0;0;0;0;0;2238;0;0;2238;43;26;17;0;2195;114;29;42;28;1;3;2;0;0;1;0;1;0;0;1;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;120;74;9;2;3;1;0;0;1;0;6;1;2;2;0;3;0;1;0;1;2;1;0;1;2;0;2;0;2;1;3;202;52;4;70;3;1;5;2;1;4;1;27;11;9;0;0;0;1;0;2;0;0;0;0;1;0;3;1;0;0;4;1701;140;52;22;33;20;41;11;4;2;10;1009;4;4;14;6;28;2;0;1;6;57;123;2;2;4;2;82;1;2;17;4;1;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;54;20;3;6;3;1;3;2;0;0;0;9;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;2;0;6
"180306";"gmina miejsko-wiejska";"gm. Pilzno";"dębicki";"podkarpackie";13108;14371;4370;8738;11;33;0;0;0;0;0;0;0;8738;0;0;8738;114;71;43;0;8624;759;100;535;18;22;7;3;2;2;5;3;2;3;2;11;3;3;20;3;2;0;0;0;1;0;1;0;0;2;4;5;500;321;23;18;6;5;3;7;2;6;38;7;0;2;6;2;2;2;3;8;2;12;0;3;0;2;6;3;2;0;9;666;163;9;314;1;9;14;8;7;15;4;42;13;15;5;2;1;2;3;3;14;1;1;0;1;3;3;2;0;3;8;6425;633;210;198;257;76;406;52;30;16;33;3034;12;30;51;26;528;17;14;6;26;248;161;18;10;19;4;179;10;11;110;27;3;1;3;1;1;3;2;2;0;0;4;0;0;0;1;3;1;2;247;65;14;17;8;8;7;6;9;4;8;38;6;11;0;10;0;0;10;2;1;1;3;4;0;1;0;1;5;3;5;17
"180307";"gmina wiejska";"gm. Żyraków";"dębicki";"podkarpackie";10306;11196;3502;6804;9;20;0;0;0;0;0;0;0;6804;0;0;6804;93;65;28;0;6711;560;113;261;59;16;4;2;2;0;8;6;1;1;1;3;3;3;61;3;0;0;0;1;4;0;0;0;1;3;0;4;485;333;25;11;5;3;7;1;1;7;17;2;1;8;6;3;6;1;0;3;1;8;2;0;1;2;26;0;0;0;5;720;90;12;471;5;2;5;4;4;4;9;71;4;2;2;1;2;3;4;1;17;0;3;0;0;0;0;0;3;0;1;4719;229;89;113;55;42;1545;22;8;25;5;867;5;9;25;4;17;5;2;1;9;1310;5;8;8;2;0;220;10;19;60;18;2;5;1;0;1;0;0;0;1;2;2;2;1;0;0;0;0;1;209;53;10;15;1;6;6;1;7;2;3;54;1;12;2;1;1;1;5;1;2;9;0;7;0;1;1;1;2;1;3;14
"180601";"gmina wiejska";"gm. Cmolas";"kolbuszowski";"podkarpackie";6913;6447;3197;3716;6;8;0;0;0;0;0;0;0;3716;0;0;3716;45;24;21;0;3671;171;51;11;61;0;7;2;1;2;3;3;0;3;2;2;1;0;2;1;1;0;0;1;0;0;1;0;3;7;1;5;321;139;106;2;1;4;2;2;0;6;16;0;17;1;2;0;0;3;2;2;1;2;5;3;0;1;0;0;1;0;3;235;76;81;3;4;5;3;5;0;4;1;0;5;7;2;0;2;1;16;0;1;3;0;0;0;1;0;2;4;2;7;2830;260;298;178;38;96;18;32;8;1671;1;5;4;5;57;6;12;13;3;3;12;2;9;3;6;5;10;2;4;20;49;12;3;0;0;2;0;1;1;0;2;0;0;0;0;0;3;0;0;0;102;25;8;6;6;3;6;0;8;1;3;0;1;1;2;1;0;1;3;0;21;1;2;0;0;1;0;0;0;0;2;9
"180602";"gmina miejsko-wiejska";"gm. Kolbuszowa";"kolbuszowski";"podkarpackie";18467;19727;7210;11257;17;42;2;2;0;0;0;0;2;11257;2;0;11257;108;67;41;0;11149;1119;310;159;461;5;14;23;5;23;25;13;9;7;7;5;10;2;10;5;0;1;1;1;3;1;1;0;1;5;3;9;1364;304;862;12;2;1;7;2;5;5;27;3;99;5;3;2;1;1;2;2;3;1;4;3;0;1;1;0;0;3;3;798;205;278;27;13;4;11;5;3;9;1;10;10;18;0;0;0;7;166;0;3;2;0;1;0;1;0;2;3;3;16;7209;337;596;272;94;185;55;86;24;4998;10;10;10;44;101;16;33;29;8;6;57;1;23;17;4;11;9;8;7;8;150;49;8;5;2;1;2;1;3;2;11;3;2;1;3;0;2;0;0;3;610;288;25;53;23;7;16;6;6;7;7;6;9;5;1;9;26;2;5;3;56;3;0;8;0;4;19;3;2;9;2;24
"180603";"gmina wiejska";"gm. Majdan Królewski";"kolbuszowski";"podkarpackie";7231;7835;3097;4134;10;7;1;1;0;0;0;0;1;4135;1;0;4135;39;26;13;0;4096;213;78;22;48;2;7;2;16;1;2;3;0;8;2;2;3;3;1;0;1;2;0;1;0;0;0;0;2;0;2;5;272;136;30;0;6;1;3;2;0;2;9;3;4;2;2;0;1;2;2;1;0;1;56;2;0;0;2;0;0;3;2;195;78;50;4;5;4;4;2;2;2;1;2;3;7;0;0;1;2;6;0;1;0;2;8;0;1;1;1;1;3;4;3278;261;165;59;39;122;12;22;16;1682;33;2;6;10;30;3;2;98;6;12;5;1;9;95;3;1;278;3;4;1;298;17;4;1;0;0;1;1;0;0;2;3;0;0;0;1;1;1;1;1;121;37;6;12;9;5;5;0;2;4;5;1;3;3;0;4;1;1;3;0;2;3;0;3;0;0;2;0;5;2;3;8
"180604";"gmina wiejska";"gm. Niwiska";"kolbuszowski";"podkarpackie";4412;4794;1715;2697;3;6;0;0;0;0;0;0;0;2697;0;0;2697;33;14;19;0;2664;120;40;11;45;2;1;0;0;0;1;3;0;0;0;2;1;1;2;3;0;1;0;1;0;0;0;0;0;0;0;6;254;130;72;3;1;0;3;4;2;0;14;0;6;3;2;1;1;0;4;0;2;0;0;3;1;0;1;0;0;0;1;216;45;71;11;8;1;3;3;3;2;1;5;1;20;2;3;1;0;8;2;2;1;2;1;0;1;0;2;3;1;13;1985;160;173;92;26;63;21;21;5;1201;6;5;4;1;10;7;60;4;3;1;12;2;5;3;3;1;3;2;1;36;54;8;2;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;2;81;28;3;7;2;3;1;0;0;0;3;4;13;1;0;0;1;0;2;0;5;0;0;2;0;0;2;0;1;0;3;9
