"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Adam Andrzej KOŚMIDER";"Mariusz Kazimierz TRAWKA";"Wojciech Stanisław ZIEMNIAK"
"a1f1-8603-d2a0-a676-bf25-a669-ded9-73b9";"300406";"94";"3";"wieś";"stały";"Wiejski Dom Kultury, Kromolice 42b, 63-860 Pogorzela";"gm. Pogorzela";"gostyński";"wielkopolskie";"530";"572";"248";"282";"0";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"4";"0";"4";"0";"278";"180";"25";"73"
"e0d4-714c-6d2e-43b2-9bb8-8c24-6377-4058";"300406";"94";"4";"wieś";"stały";"Szkoła Podstawowa, ul. Parkowa 7, 63-860 Pogorzela";"gm. Pogorzela";"gostyński";"wielkopolskie";"860";"951";"441";"419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"12";"2";"10";"0";"407";"209";"42";"156"
"19be-7d45-6c79-7117-e785-a6d4-849d-3e42";"300407";"94";"1";"miasto";"stały";"Szkoła Podstawowa w Poniecu, ul. Szkolna 8, 64-125 Poniec";"gm. Poniec";"gostyński";"wielkopolskie";"2070";"2250";"752";"1318";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1318";"0";"0";"1318";"41";"16";"25";"0";"1277";"531";"123";"623"
"668a-40f8-2f6d-c6c3-c890-ab8f-9b62-45dd";"300407";"94";"2";"wieś";"stały";"Ośrodek Sportu i Rekreacji w Poniecu, ul. Szkolna 8a, 64-125 Poniec";"gm. Poniec";"gostyński";"wielkopolskie";"1474";"1604";"753";"721";"5";"0";"0";"0";"0";"0";"0";"0";"0";"721";"0";"0";"721";"30";"12";"18";"0";"691";"371";"84";"236"
"d1db-862f-18f2-3449-c7b0-b67a-a159-31ed";"300407";"94";"3";"wieś";"stały";"Dom Kultury w Żytowiecku, Żytowiecko 58, 63-805 Łęka Mała";"gm. Poniec";"gostyński";"wielkopolskie";"1050";"1150";"533";"517";"0";"0";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"16";"1";"15";"0";"501";"309";"40";"152"
"ad57-61c5-de8d-fd76-989a-e6ad-0a2c-a89c";"300407";"94";"4";"wieś";"stały";"Dom Strażaka w Szurkowie, Szurkowo 13, 64-125 Poniec";"gm. Poniec";"gostyński";"wielkopolskie";"400";"430";"182";"218";"0";"0";"0";"0";"0";"0";"0";"0";"0";"217";"0";"0";"217";"8";"1";"7";"0";"209";"128";"28";"53"
"695b-206b-8156-8c32-1644-c309-a85a-4943";"300407";"94";"5";"wieś";"stały";"Przedszkole Samorządowe w Łęce Wielkiej, Łęka Wielka 23, 63-805 Łęka Mała";"gm. Poniec";"gostyński";"wielkopolskie";"580";"633";"326";"254";"0";"0";"0";"0";"0";"0";"0";"0";"0";"254";"0";"0";"254";"7";"2";"5";"0";"247";"151";"13";"83"
"3f1c-84c1-19de-1c77-1505-08ff-aba0-bf06";"301101";"94";"1";"miasto";"stały";"Szkoła Podstawowa nr 4 w Kościanie, ul. ABPA Antoniego Baraniaka 1, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1289";"1385";"333";"956";"0";"1";"1";"1";"0";"0";"0";"0";"1";"957";"1";"0";"957";"18";"18";"0";"0";"939";"275";"84";"580"
"65ea-4bb0-0690-9d75-b9bc-61eb-2ba5-77ba";"301101";"94";"2";"miasto";"stały";"Szkoła Podstawowa nr 4 w Kościanie, ul. ABPA Antoniego Baraniaka 1, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1208";"1295";"349";"859";"0";"2";"0";"0";"0";"0";"0";"0";"0";"859";"0";"0";"859";"11";"2";"9";"0";"848";"259";"74";"515"
"e59f-0be0-ccd0-e169-adce-751d-1d46-3323";"301101";"94";"3";"miasto";"stały";"Wieża Ciśnień Kościan, ul. Czempińska 1, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1630";"1783";"432";"1198";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1197";"0";"0";"1197";"20";"8";"12";"0";"1177";"324";"99";"754"
"c7f6-47e9-ebe5-8181-941f-fb2e-8356-6079";"301101";"94";"4";"miasto";"stały";"Cech Rzemiosł Różnych, ul. Rzemieślnicza 2, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"890";"959";"240";"650";"0";"4";"1";"1";"0";"0";"0";"0";"1";"651";"1";"0";"651";"6";"3";"3";"0";"645";"170";"52";"423"
"fd9d-d2b3-3eac-4e3b-d8c2-b170-a0c4-daaa";"301101";"94";"5";"miasto";"stały";"Miejska Biblioteka Publiczna w Kościanie, ul. Wrocławska 28b, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"860";"933";"297";"563";"0";"5";"0";"0";"0";"0";"0";"0";"0";"563";"0";"0";"563";"17";"6";"11";"0";"546";"180";"51";"315"
"e63c-b9f2-84eb-5554-6179-88f3-120d-4d9e";"301101";"94";"6";"miasto";"stały";"Szkoła Podstawowa nr 1 w Kościanie, ul. Mickiewicza 12, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1577";"1709";"458";"1119";"2";"5";"3";"3";"0";"0";"0";"0";"3";"1122";"3";"0";"1122";"31";"9";"22";"0";"1091";"329";"111";"651"
"49a8-1ff7-0499-853b-de3e-040e-7cc3-08eb";"301101";"94";"7";"miasto";"stały";"Kościański Ośrodek Kultury, ul. Mickiewicza 11, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1351";"1462";"325";"1026";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1026";"0";"0";"1026";"17";"5";"12";"0";"1009";"284";"90";"635"
"12ee-92ff-d194-6cf6-1092-d809-aa3b-2c55";"301101";"94";"8";"miasto";"stały";"Szkoła Podstawowa nr 3 w Kościanie, Wyzwolenia 24, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1800";"1946";"470";"1330";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1330";"0";"0";"1330";"30";"4";"26";"0";"1300";"344";"142";"814"
"6daf-0b5a-4098-5500-ce60-e8ff-49c0-c123";"301101";"94";"9";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Kościanie, ul. Wielichowska 43a, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1840";"1996";"478";"1362";"1";"4";"2";"2";"2";"0";"0";"0";"0";"1362";"0";"0";"1362";"31";"7";"24";"0";"1331";"363";"94";"874"
"d56d-fb59-b352-4eb5-4c87-0ead-a893-10ad";"301101";"94";"10";"miasto";"stały";"Budynek ul. Bernardyńska 2, ul. Bernardyńska 2, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"2160";"2395";"675";"1485";"2";"9";"0";"0";"0";"0";"0";"0";"0";"1485";"0";"0";"1485";"35";"10";"25";"0";"1450";"446";"121";"883"
"b7fe-6c24-dec7-84d3-8d52-99e5-6f0d-99d8";"301101";"94";"11";"miasto";"stały";"Szkoła Podstawowa nr 2 w Kościanie, os. Piastowskie 47, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1170";"1262";"403";"767";"0";"1";"0";"0";"0";"0";"0";"0";"0";"767";"0";"0";"767";"26";"6";"20";"0";"741";"243";"57";"441"
"9608-3c8d-00ad-b467-de2a-4977-a990-5450";"301101";"94";"12";"miasto";"stały";"Szkoła Podstawowa nr 2 w Kościanie, os. Piastowskie 47, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"1210";"1304";"434";"776";"0";"0";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"17";"5";"12";"0";"759";"247";"61";"451"
"854e-2d83-5d5e-f2d9-62d1-1b9f-6e13-d71d";"301101";"94";"13";"miasto";"zakład leczniczy";"Wojewódzki Szpital Neuropsychiatryczny, pl. Paderewskiego 1a, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"550";"192";"442";"108";"0";"3";"0";"0";"0";"0";"0";"0";"0";"108";"0";"0";"108";"4";"0";"4";"0";"104";"54";"10";"40"
"1a9a-b26a-7c7e-53fa-338a-b6db-1807-247a";"301101";"94";"14";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej, Szpitalna 7, 64-000 Kościan";"m. Kościan";"kościański";"wielkopolskie";"260";"168";"185";"75";"0";"9";"0";"0";"0";"0";"0";"0";"0";"75";"0";"0";"75";"1";"0";"1";"0";"74";"34";"6";"34"
"e329-ecad-34fa-c2d8-7485-6237-908b-28d8";"301102";"94";"1";"miasto";"stały";"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"1859";"2066";"490";"1369";"2";"4";"0";"0";"0";"0";"0";"0";"0";"1368";"0";"0";"1368";"27";"10";"17";"0";"1341";"384";"104";"853"
"c627-1794-5a62-f124-7d9b-a694-fe69-5ba1";"301102";"94";"2";"miasto";"stały";"Przedszkole Samorządowe w Czempiniu, ul. Borówko Stare 1, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"1960";"2137";"582";"1378";"3";"5";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"31";"6";"25";"0";"1347";"394";"130";"823"
"5e1a-c1d1-7f1c-3886-8f2c-eaa2-b6b1-c57e";"301102";"94";"3";"wieś";"stały";"Szkoła Podstawowa im. Bohaterów Westerplatte, ul. Kolejowa 3, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"1520";"1687";"605";"915";"1";"7";"0";"0";"0";"0";"0";"0";"0";"915";"0";"0";"915";"16";"3";"13";"0";"899";"317";"60";"522"
"8063-8777-882e-ab5b-8d62-c5d5-3f29-e105";"301102";"94";"4";"wieś";"stały";"Świetlica, Gorzyczki 12, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"1500";"1634";"676";"824";"0";"0";"0";"0";"0";"0";"0";"0";"0";"824";"0";"0";"824";"22";"3";"19";"0";"802";"343";"48";"411"
"3aaf-b98f-7ff4-f601-a038-c158-8d43-9cb5";"301102";"94";"5";"wieś";"stały";"Szkoła Podstawowa, Głuchowo ul. Kościańska 28/30, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"1342";"1465";"570";"772";"0";"7";"1";"1";"0";"0";"0";"0";"1";"773";"1";"0";"773";"10";"2";"8";"0";"763";"275";"56";"432"
"21a3-a1ed-c752-2a6e-1e90-b43f-630f-b45d";"301102";"94";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Jarogniewice ul. Poznańska 25, 64-020 Czempiń";"gm. Czempiń";"kościański";"wielkopolskie";"50";"46";"14";"36";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"1";"0";"1";"0";"35";"12";"2";"21"
"d987-a111-64af-8bdd-88c3-7808-7be1-ace0";"301103";"94";"1";"wieś";"stały";"Szkoła Podstawowa, Bonikowo ul. Parkowa 3, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"760";"826";"313";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"447";"0";"0";"447";"11";"1";"10";"0";"436";"213";"25";"198"
"71e5-13b8-15f0-60cf-eb43-1877-31c2-f6b6";"301103";"94";"2";"wieś";"stały";"""Dom Ogrodnika"", Widziszewo ul. Podgórna 2a, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"900";"983";"309";"591";"0";"0";"0";"0";"0";"0";"0";"0";"0";"591";"0";"0";"591";"21";"8";"13";"0";"570";"195";"63";"312"
"5d30-892d-eb44-5cd0-079a-e273-ca65-d01e";"301103";"94";"3";"wieś";"stały";"Gościniec Gryżyna, Gryżyna ul. Zielona 6a, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"700";"763";"326";"374";"0";"5";"0";"0";"0";"0";"0";"0";"0";"374";"0";"0";"374";"11";"5";"6";"0";"363";"135";"23";"205"
"1114-3c43-56a3-5f2c-723f-a8e5-59d3-8bd9";"301103";"94";"4";"wieś";"stały";"Szkoła Podstawowa, Kiełczewo ul. Kościańska 2, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"1119";"1204";"339";"780";"0";"0";"0";"0";"0";"0";"0";"0";"0";"780";"0";"0";"780";"22";"7";"15";"0";"758";"259";"67";"432"
"dcc3-a579-1535-9dab-baf5-cae3-36db-b0ed";"301103";"94";"5";"wieś";"stały";"Szkoła Podstawowa, Racot ul. Kościańska 9 (budynek byłego Gimnazjum), 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"1460";"1606";"478";"982";"2";"8";"0";"0";"0";"0";"0";"0";"0";"982";"0";"0";"982";"30";"6";"24";"0";"952";"288";"88";"576"
"46fd-64ed-473b-7d76-f3a1-52c6-3d7a-3fba";"301103";"94";"6";"wieś";"stały";"Szkoła Podstawowa, Stary Lubosz ul. Kościańska 7, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"1450";"1594";"516";"934";"1";"2";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"33";"10";"23";"0";"901";"300";"98";"503"
"218c-386c-34a7-2e6d-1a3a-f874-8492-1a62";"301103";"94";"7";"wieś";"stały";"Szkoła Podstawowa, Turew ul. Szkolna 21, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"720";"790";"228";"492";"0";"0";"0";"0";"0";"0";"0";"0";"0";"492";"0";"0";"492";"8";"2";"6";"0";"484";"215";"40";"229"
"c2a7-b9e4-4a9e-fc7c-59ac-529f-e411-2336";"301103";"94";"8";"wieś";"stały";"Świetlica Wiejska, Choryń 6a, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"580";"623";"248";"332";"0";"0";"0";"0";"0";"0";"0";"0";"0";"332";"0";"0";"332";"7";"1";"6";"0";"325";"146";"31";"148"
"0597-4e93-0d29-3d05-b229-501f-2216-c272";"301103";"94";"9";"wieś";"stały";"Świetlica Wiejska, Kurza Góra ul. Leśna 29a, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"620";"674";"193";"427";"0";"0";"0";"0";"0";"0";"0";"0";"0";"427";"0";"0";"427";"14";"4";"10";"0";"413";"171";"35";"207"
"7612-7601-f056-533d-d7fa-4812-6732-8a64";"301103";"94";"10";"wieś";"stały";"Szkoła Podstawowa, Kokorzyn ul. Szkolna 1, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"1440";"1573";"580";"860";"0";"0";"0";"0";"0";"0";"0";"0";"0";"860";"0";"0";"860";"16";"4";"12";"0";"844";"372";"91";"381"
"f199-2e24-2cd4-c13f-3924-880f-8699-e688";"301103";"94";"11";"wieś";"stały";"Szkoła Podstawowa, Stare Oborzyska ul. Szkolna 1, 64-000 Kościan";"gm. Kościan";"kościański";"wielkopolskie";"1660";"1806";"584";"1076";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1076";"0";"0";"1076";"20";"2";"18";"0";"1056";"450";"103";"503"
"107b-a6d2-2e64-ed92-18a4-f9f6-2315-ceb2";"301104";"94";"1";"wieś";"stały";"Zespół Szkół i Placówek Oświatowych w Bieżyniu, Bieżyń 111, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"940";"1029";"346";"594";"0";"6";"0";"0";"0";"0";"0";"0";"0";"594";"0";"0";"594";"17";"4";"13";"0";"577";"311";"31";"235"
"d55d-bc62-f419-c570-4bdc-cf03-0a78-34b0";"301104";"94";"2";"wieś";"stały";"Zespół Szkół w Jerce, Jerka ul. Szkolna 5, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"1840";"1998";"633";"1206";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1207";"0";"0";"1207";"38";"3";"35";"0";"1169";"558";"88";"523"
"f4b5-15dc-a863-bab1-b7d1-e328-3aec-5269";"301104";"94";"3";"miasto";"stały";"Hala Sportowo-Widowiskowa, ul. Gen. Chłapowskiego 34, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"2110";"2313";"657";"1453";"0";"14";"0";"0";"0";"0";"0";"0";"0";"1452";"0";"0";"1452";"25";"2";"23";"0";"1427";"689";"107";"631"
"3b18-1e61-399b-d6c3-56f7-366d-9015-e06c";"301104";"94";"4";"wieś";"stały";"Zespół Szkół i Placówek Oświatowych w Lubiniu, Lubiń ul. Powstańców 23, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"1350";"1482";"573";"777";"0";"7";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"25";"3";"22";"0";"752";"423";"52";"277"
"4d85-80a7-539b-b585-a2d1-5de7-0c2d-e0b2";"301104";"94";"5";"wieś";"stały";"Zespół Szkół w Jerce, Jerka ul. Szkolna 5, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"830";"915";"409";"421";"0";"3";"0";"0";"0";"0";"0";"0";"0";"421";"0";"0";"421";"8";"1";"7";"0";"413";"141";"32";"240"
"782e-f370-3e66-6af6-d79a-39f8-a620-9747";"301104";"94";"6";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Mościszkach, Mościszki 37, 64-010 Krzywiń";"gm. Krzywiń";"kościański";"wielkopolskie";"100";"53";"71";"29";"0";"0";"0";"0";"0";"0";"0";"0";"0";"29";"0";"0";"29";"2";"1";"1";"0";"27";"16";"6";"5"
"5448-7d34-5463-8d67-991e-c09b-51ce-133a";"301105";"94";"1";"miasto";"stały";"Szkoła Podstawowa, ul. M. Konopnickiej 5, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"1280";"1416";"418";"862";"1";"8";"0";"0";"0";"0";"0";"0";"0";"862";"0";"0";"862";"12";"7";"5";"0";"850";"314";"93";"443"
"ee11-247a-9237-fb35-b27d-fe4f-9b77-5264";"301105";"94";"2";"miasto";"stały";"Szkoła Podstawowa, ul. M. Konopnickiej 5, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"970";"1061";"338";"632";"1";"2";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"28";"6";"22";"0";"604";"224";"51";"329"
"52b1-3643-e116-13e5-7ba1-a540-b4bc-6a34";"301105";"94";"3";"miasto";"stały";"Przychodnia Lekarza Rodzinnego, ul. Skarzyńskiego 6, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"960";"1040";"394";"566";"1";"1";"0";"0";"0";"0";"0";"0";"0";"566";"0";"0";"566";"23";"2";"21";"0";"543";"171";"36";"336"
"707c-56a3-ccc4-c073-23b6-67b6-bbc4-675b";"301105";"94";"4";"miasto";"stały";"Przedszkole w Śmiglu, ul. Leszczyńska 13, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"1011";"1095";"369";"642";"1";"1";"0";"0";"0";"0";"0";"0";"0";"642";"0";"0";"642";"12";"0";"12";"0";"630";"191";"70";"369"
"b4c1-7201-dc21-7f1f-1544-3203-aa7a-7949";"301105";"94";"5";"wieś";"stały";"Placówka Zamiejscowa SP ZOS Kościan, ul. Mickiewicza 2, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"691";"744";"308";"383";"3";"3";"0";"0";"0";"0";"0";"0";"0";"383";"0";"0";"383";"10";"5";"5";"0";"373";"172";"31";"170"
"3a4c-a6ed-7507-c4c9-2f5d-f588-f2d1-58c5";"301105";"94";"6";"wieś";"stały";"Zespół Szkół w Czaczu, Czacz ul. Parkowa 2, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"1100";"1200";"396";"704";"0";"0";"0";"0";"0";"0";"0";"0";"0";"704";"0";"0";"704";"12";"3";"9";"0";"692";"338";"67";"287"
"50fd-e524-83c6-b00f-d140-1683-345d-2994";"301105";"94";"7";"wieś";"stały";"Świetlica Wiejska, Koszanowo ul. Wierzbowa 40, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"480";"512";"172";"308";"0";"0";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"9";"2";"7";"0";"299";"112";"26";"161"
"31c0-ba5b-8686-c635-c5db-f584-41dc-6711";"301105";"94";"8";"wieś";"stały";"Zespół Szkół w Starym Bojanowie, Stare Bojanowo ul. Szkolna 6, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"1290";"1413";"582";"708";"1";"1";"0";"0";"0";"0";"0";"0";"0";"708";"0";"0";"708";"16";"3";"13";"0";"692";"380";"43";"269"
"8be5-bb76-1ecf-84f5-8d34-9f10-4bd0-0dab";"301105";"94";"9";"wieś";"stały";"Dom Wiejski, Stare Bojanowo ul. Główna 34a, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"1240";"1352";"405";"835";"0";"2";"0";"0";"0";"0";"0";"0";"0";"835";"0";"0";"835";"15";"5";"10";"0";"820";"333";"64";"423"
"1b6b-e9f3-e49e-56a6-58ab-a2a4-02ba-0eb1";"301105";"94";"10";"wieś";"stały";"Szkoła Podstawowa w Starej Przysiece Drugiej, Stara Przysieka Druga 34, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"750";"817";"321";"429";"2";"0";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"9";"6";"3";"0";"420";"193";"28";"199"
"f372-4dbb-4a99-a312-f2a9-f13b-6a4a-355f";"301105";"94";"11";"wieś";"stały";"Szkoła Podstawowa, Wonieść 36, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"770";"842";"320";"450";"0";"1";"0";"0";"0";"0";"0";"0";"0";"450";"0";"0";"450";"11";"0";"11";"0";"439";"232";"23";"184"
"3589-deae-9429-b318-057e-748b-f6c5-a124";"301105";"94";"12";"wieś";"stały";"Świetlica Wiejska, Żegrówko ul. Śmigielska 18, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"459";"510";"225";"234";"0";"0";"0";"0";"0";"0";"0";"0";"0";"234";"0";"0";"234";"5";"4";"1";"0";"229";"131";"15";"83"
"2f22-0765-1b9b-dc1c-679a-6eb2-9289-4ba2";"301105";"94";"13";"wieś";"stały";"Świetlica Wiejska, Bronikowo ul. Morownicka 18, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"450";"490";"204";"246";"0";"0";"0";"0";"0";"0";"0";"0";"0";"246";"0";"0";"246";"5";"0";"5";"0";"241";"136";"14";"91"
"3c6b-bb7c-b9e7-002c-aef5-49c2-d360-ed45";"301105";"94";"14";"wieś";"stały";"Świetlica Wiejska, Morownica ul. Leśna 1, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"400";"439";"162";"238";"0";"1";"0";"0";"0";"0";"0";"0";"0";"238";"0";"0";"238";"9";"1";"8";"0";"229";"117";"26";"86"
"5b59-81e3-7e0a-94e7-ce0e-3484-b7ca-5474";"301105";"94";"15";"wieś";"stały";"Świetlica Wiejska, Karśnice 90, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"620";"666";"305";"315";"0";"0";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"11";"3";"8";"0";"304";"120";"33";"151"
"1aa5-3f0b-6bc7-157d-d4e0-ea5d-d2d0-167b";"301105";"94";"16";"wieś";"zakład leczniczy";"Wojewódzki Szpital Neuropsychiatryczny w Kościanie Oddział Psychiatryczny w Wonieściu, Wonieść 48, 64-030 Śmigiel";"gm. Śmigiel";"kościański";"wielkopolskie";"50";"41";"16";"34";"0";"2";"0";"0";"0";"0";"0";"0";"0";"34";"0";"0";"34";"3";"0";"3";"0";"31";"14";"5";"12"
"482f-4df6-f1cc-8f94-f240-1aa4-5440-574b";"301301";"94";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Józefa Ponikiewskiego w Nowym Belęcinie, Nowy Belęcin 30, 64-120 Krzemieniewo";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"940";"1014";"395";"545";"0";"0";"0";"0";"0";"0";"0";"0";"0";"545";"0";"0";"545";"17";"0";"17";"0";"528";"327";"45";"156"
"8038-e4ae-1c8b-448d-f8ff-595f-b264-c946";"301301";"94";"2";"wieś";"stały";"Publiczne Przedszkole, ul. Spółdzielcza 48, 64-120 Krzemieniewo";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"1690";"1868";"649";"1041";"1";"5";"1";"1";"0";"0";"0";"0";"1";"1042";"1";"0";"1042";"37";"4";"33";"0";"1005";"451";"113";"441"
"3aa3-0923-e58f-d75d-35e6-f9df-1879-f8b1";"301301";"94";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Powstańców Wielkopolskich w Pawłowicach, ul. Leszczyńska 6, 64-122 Pawłowice";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"1520";"1635";"566";"954";"1";"0";"0";"0";"0";"0";"0";"0";"0";"954";"0";"0";"954";"22";"9";"13";"0";"932";"403";"72";"457"
"a750-59e6-6352-7de6-c6f8-b673-8021-a527";"301301";"94";"4";"wieś";"stały";"Zespół Szkół Gminy Krzemieniewo Przedszkole Szkoła Podstawowa w Garzynie, Garzyn ul. Leszczyńska 50, 64-120 Krzemieniewo";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"1070";"1171";"421";"649";"0";"1";"0";"0";"0";"0";"0";"0";"0";"649";"0";"0";"649";"17";"3";"14";"0";"632";"350";"40";"242"
"bbb1-c880-4aae-3381-37a3-f34a-eb88-c866";"301301";"94";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa Filialna w Oporówku, Oporówko 7a, 64-120 Krzemieniewo";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"730";"800";"285";"445";"1";"0";"0";"0";"0";"0";"0";"0";"0";"444";"0";"0";"444";"8";"1";"7";"0";"436";"234";"40";"162"
"3259-a197-9e07-4bc4-d9ca-201d-359a-bb91";"301301";"94";"6";"wieś";"zakład leczniczy";"Samodzielny Publiczny Zakład Opieki Zdrowotnej Ministerstwa Spraw Wewnętrznych Centrum Rehabilitacji, Górzno 63, 64-120 Krzemieniewo";"gm. Krzemieniewo";"leszczyński";"wielkopolskie";"100";"95";"50";"50";"0";"4";"0";"0";"0";"0";"0";"0";"0";"50";"0";"0";"50";"1";"0";"1";"0";"49";"22";"4";"23"
