"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Cezary Paweł KASPRZAK";"Marek RUDNICKI";"Kazimierz Michał UJAZDOWSKI"
"4c0c-b235-db50-cf37-5266-0d65-e516-95f2";"146503";"44";"898";"miasto";"stały";"Filia Szkoły Podstawowej Nr 342, Topolowa 15, 03-138 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"1130";"1202";"126";"1004";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1004";"0";"0";"1004";"21";"3";"18";"0";"983";"160";"268";"555"
"b640-ac5b-b458-85df-4c9c-b837-7a79-160b";"146503";"44";"899";"miasto";"stały";"Szkoła Podstawowa Nr 112, Zaułek 34, 03-289 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"1715";"2033";"265";"1450";"1";"23";"0";"0";"0";"0";"0";"0";"0";"1450";"0";"0";"1450";"26";"18";"8";"0";"1424";"178";"448";"798"
"efd2-3f14-1db5-ae07-2807-8ff2-51f2-3981";"146503";"44";"900";"miasto";"stały";"Poradnia Psychologiczno-Pedagogiczna Nr 21, Warszawa Marywilska 44, 03-042 WARSZAWA";"Białołęka";"Warszawa";"mazowieckie";"777";"959";"92";"685";"0";"6";"0";"0";"0";"0";"0";"0";"0";"685";"0";"0";"685";"16";"6";"10";"0";"669";"118";"234";"317"
"edc9-5c2b-f09c-bfbb-bce9-de13-6c61-45b8";"146503";"44";"1147";"miasto";"areszt śledczy";"Areszt Śledczy, Ciupagi 1, 03-016 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"1800";"1556";"854";"946";"0";"0";"0";"0";"0";"0";"0";"0";"0";"946";"0";"0";"946";"36";"1";"35";"0";"910";"125";"84";"701"
"fadd-27e5-94d3-cb11-3389-f5e8-b92c-e2d8";"146503";"44";"1148";"miasto";"dom pomocy społecznej";"Stołeczne Centrum Opiekuńczo-Lecznicze Sp. z o. o., Mehoffera 72/74, 03-131 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"390";"388";"311";"79";"0";"0";"0";"0";"0";"0";"0";"0";"0";"79";"0";"0";"79";"3";"0";"3";"0";"76";"7";"38";"31"
"3c0b-1deb-06fe-48c0-5887-80e9-723d-780e";"146503";"44";"1149";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ''Pod Brzozami"", Bohaterów 46/48, 03-007 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"45";"41";"24";"21";"0";"0";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"2";"0";"2";"0";"19";"7";"8";"4"
"c022-62a7-73c3-9809-05a3-86cb-7bf0-4197";"146503";"44";"1150";"miasto";"zakład leczniczy";"Zakład Opiekuńczo-Leczniczy Dąbrówka, Czeremchowa 40F, 03-159 Warszawa";"Białołęka";"Warszawa";"mazowieckie";"50";"21";"30";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"1";"0";"1";"0";"19";"6";"4";"9"
"e1d8-e93a-8990-dc50-c85f-7cc7-7638-0182";"146504";"44";"771";"miasto";"stały";"XCIV Liceum Ogólnokształcące, Gwiaździsta 35, 01-651 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1550";"1687";"118";"1432";"0";"17";"0";"0";"0";"0";"0";"0";"0";"1432";"0";"0";"1432";"34";"5";"29";"0";"1398";"224";"433";"741"
"5e7c-c015-8f10-b408-16b3-61f2-1944-f548";"146504";"44";"772";"miasto";"stały";"Szkoła Podstawowa nr 53, Rudzka 6, 01-689 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1490";"1640";"133";"1357";"2";"23";"0";"0";"0";"0";"0";"0";"0";"1357";"0";"0";"1357";"12";"3";"9";"0";"1345";"178";"444";"723"
"8ec4-1b8d-0143-0f76-8368-54de-7cc9-7be0";"146504";"44";"773";"miasto";"stały";"XLI Liceum Ogólnokształcące, Kiwerska 3, 01-682 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1929";"1809";"398";"1531";"5";"20";"0";"0";"0";"0";"0";"0";"0";"1531";"0";"0";"1531";"28";"6";"22";"0";"1503";"258";"491";"754"
"d783-0f2e-1c0d-5636-66a6-4148-47d4-2e00";"146504";"44";"774";"miasto";"stały";"Szkoła Podstawowa nr 53, Rudzka 6, 01-689 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2720";"2836";"369";"2350";"8";"36";"1";"1";"0";"0";"0";"0";"1";"2351";"1";"7";"2344";"51";"20";"31";"0";"2293";"344";"672";"1277"
"67e2-f339-3c45-38aa-5775-e750-7178-a602";"146504";"44";"775";"miasto";"stały";"Przedszkole nr 240, Marymoncka 34, 01-813 Warszawa";"Bielany";"Warszawa";"mazowieckie";"910";"1032";"106";"804";"4";"30";"0";"0";"0";"0";"0";"0";"0";"804";"0";"0";"804";"31";"15";"16";"0";"773";"123";"261";"389"
"fa4d-83ab-ca8f-3b79-dec8-8e3d-064b-2e8c";"146504";"44";"776";"miasto";"stały";"Przedszkole Specjalne nr 245 dla Dzieci Słabowidzących, K. Pruszyńskiego 1, 01-870 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1739";"2070";"249";"1490";"4";"27";"0";"0";"0";"0";"0";"0";"0";"1486";"0";"1";"1485";"43";"15";"28";"0";"1442";"247";"494";"701"
"d05c-66f4-3dd3-93d2-02e7-ec20-fa8a-7ae6";"146504";"44";"777";"miasto";"stały";"XXXIX Liceum Ogólnokształcące, B. Zuga 16, 01-806 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2624";"2957";"380";"2244";"8";"25";"0";"0";"0";"0";"0";"0";"0";"2250";"0";"3";"2247";"60";"14";"46";"0";"2187";"339";"752";"1096"
"4a01-e307-dfc8-cfaf-9bdd-5c4c-d2d0-fac7";"146504";"44";"778";"miasto";"stały";"Zespół Szkół nr 35, S. Żeromskiego 22/28, 01-831 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2429";"2667";"376";"2053";"3";"31";"0";"0";"0";"0";"0";"0";"0";"2053";"0";"0";"2053";"57";"12";"45";"0";"1996";"322";"705";"969"
"8b39-3300-6713-cc54-8f7f-2be7-ba61-2b97";"146504";"44";"779";"miasto";"stały";"Ośrodek Pomocy Społecznej, S. Przybyszewskiego 80/82, 01-824 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2580";"2921";"423";"2157";"3";"33";"0";"0";"0";"0";"0";"0";"0";"2156";"0";"0";"2156";"47";"14";"33";"0";"2109";"358";"702";"1049"
"978d-bf91-5a55-a6fe-ba25-cc94-0b2b-d0df";"146504";"44";"780";"miasto";"stały";"CXXII Liceum Ogólnokształcące, L. Staffa 3/5, 01-891 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2810";"3079";"275";"2535";"2";"45";"0";"0";"0";"0";"0";"0";"0";"2532";"0";"0";"2532";"72";"19";"53";"0";"2460";"411";"774";"1275"
"c05c-719f-0ad3-add5-6a78-2314-f5e2-a388";"146504";"44";"781";"miasto";"stały";"CXXII Liceum Ogólnokształcące, L. Staffa 3/5, 01-891 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1489";"1561";"291";"1198";"1";"33";"0";"0";"0";"0";"0";"0";"0";"1189";"0";"0";"1189";"30";"11";"19";"0";"1159";"199";"369";"591"
"44e0-267b-2dda-aa4e-d109-db83-7f40-181d";"146504";"44";"782";"miasto";"stały";"Biblioteka Publiczna im. St. Staszica, Z. Romaszewskiego 19, 01-874 Warszawa";"Bielany";"Warszawa";"mazowieckie";"890";"976";"144";"746";"4";"17";"0";"0";"0";"0";"0";"0";"0";"746";"0";"0";"746";"22";"8";"14";"0";"724";"95";"247";"382"
"1574-0444-fa2a-b958-1951-b694-d69a-dcc5";"146504";"44";"783";"miasto";"stały";"Zespół Szkół nr 10, W. Perzyńskiego 10, 01-883 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2150";"2263";"474";"1676";"2";"17";"0";"0";"0";"0";"0";"0";"0";"1675";"0";"0";"1675";"36";"8";"28";"0";"1639";"238";"621";"780"
"5142-55ce-e2c8-edde-9f64-07f9-50c7-0483";"146504";"44";"784";"miasto";"stały";"XXII Liceum Ogólnokształcące z Oddziałami Dwujęzycznymi, L. Staffa 111, 01-884 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1363";"1562";"188";"1175";"4";"15";"0";"0";"0";"0";"0";"0";"0";"1175";"0";"0";"1175";"21";"11";"10";"0";"1154";"183";"370";"601"
"f842-6f08-1962-0a14-f5d4-2b34-6352-e9dc";"146504";"44";"785";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 214, A. Fontany 1, 01-835 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1260";"1385";"248";"1012";"2";"14";"0";"0";"0";"0";"0";"0";"0";"1012";"0";"0";"1012";"27";"12";"15";"0";"985";"130";"402";"453"
"f65a-b4d2-89ef-63da-d9c7-2ab1-2935-e260";"146504";"44";"786";"miasto";"stały";"Szkoła Podstawowa nr 369, S. Przybyszewskiego 45, 01-849 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2590";"2888";"318";"2272";"6";"32";"1";"1";"0";"0";"0";"0";"1";"2271";"1";"0";"2271";"46";"17";"29";"0";"2225";"320";"659";"1246"
"13f3-9cc1-2be2-570a-3733-3635-0415-6734";"146504";"44";"787";"miasto";"stały";"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2380";"2675";"281";"2099";"0";"30";"0";"0";"0";"0";"0";"0";"0";"2089";"0";"1";"2088";"37";"18";"19";"0";"2051";"280";"706";"1065"
"e360-fb0f-6f7a-72cd-d128-4dc4-404e-b2df";"146504";"44";"788";"miasto";"stały";"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1879";"2078";"301";"1577";"3";"14";"0";"0";"0";"0";"0";"0";"0";"1566";"0";"0";"1566";"31";"11";"20";"0";"1535";"186";"588";"761"
"80f6-07e8-00b4-bfd1-e629-f2d1-3559-0ba5";"146504";"44";"789";"miasto";"stały";"Szkoła Podstawowa nr 293, J. Kochanowskiego 8, 01-864 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2160";"2350";"260";"1900";"4";"20";"1";"1";"0";"0";"0";"0";"1";"1901";"1";"0";"1901";"41";"14";"27";"0";"1860";"276";"573";"1011"
"9a67-3190-bcc1-a635-9c86-e5b6-87f2-01b1";"146504";"44";"790";"miasto";"stały";"Szkoła Podstawowa nr 289, W. Broniewskiego 99A, 01-876 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2402";"2672";"422";"1980";"4";"17";"1";"1";"0";"0";"0";"0";"1";"1979";"1";"0";"1979";"38";"0";"38";"0";"1941";"224";"667";"1050"
"37aa-7d7a-1f67-c4d4-a0e6-7097-35cb-9a7f";"146504";"44";"791";"miasto";"stały";"Szkoła Podstawowa nr 289, W. Broniewskiego 99A, 01-876 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2074";"2401";"116";"1957";"2";"21";"0";"0";"0";"0";"0";"0";"0";"1955";"0";"0";"1955";"34";"9";"25";"0";"1921";"283";"632";"1006"
"4920-f5c3-429d-1c5d-da14-1c29-66c1-a7f1";"146504";"44";"792";"miasto";"stały";"S. B. M. ""WARDOM"", J. Kochanowskiego 49, 01-864 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2132";"2350";"91";"2041";"2";"36";"0";"0";"0";"0";"0";"0";"0";"2037";"0";"0";"2037";"37";"7";"30";"0";"2000";"327";"506";"1167"
"f24b-1ee8-82b6-1ba6-dd53-df25-d33b-c911";"146504";"44";"793";"miasto";"stały";"Szkoła Podstawowa nr 80, Aspekt 48, 01-904 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2618";"2881";"309";"2309";"0";"22";"0";"0";"0";"0";"0";"0";"0";"2309";"0";"0";"2309";"42";"12";"30";"0";"2267";"272";"839";"1156"
"4aea-9d23-58ad-ce10-2295-128c-c720-b06b";"146504";"44";"794";"miasto";"stały";"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1790";"1936";"286";"1504";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1504";"0";"0";"1504";"28";"14";"14";"0";"1476";"170";"557";"749"
"03cb-e550-189d-896e-6120-8da2-cddf-0ac9";"146504";"44";"795";"miasto";"stały";"Klub WSBM ""Chomiczówka"", P. Nerudy 1, 01-926 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2330";"2616";"219";"2110";"4";"23";"0";"0";"0";"0";"0";"0";"0";"2109";"0";"0";"2109";"32";"9";"23";"0";"2077";"297";"687";"1093"
"5d6a-c97f-7d6a-2210-fe07-45bb-6780-ab29";"146504";"44";"796";"miasto";"stały";"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1129";"1222";"177";"952";"1";"8";"0";"0";"0";"0";"0";"0";"0";"952";"0";"0";"952";"22";"5";"17";"0";"930";"136";"294";"500"
"372e-c555-ba07-6060-c30c-825a-4add-9f9a";"146504";"44";"797";"miasto";"stały";"Szkoła Podstawowa nr 352, J. Conrada 6, 01-922 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1543";"1719";"139";"1404";"0";"26";"0";"0";"0";"0";"0";"0";"0";"1404";"0";"0";"1404";"25";"8";"17";"0";"1379";"200";"412";"767"
"ccb8-78aa-3eed-8e3e-51db-cbfa-7a3f-6bb9";"146504";"44";"798";"miasto";"stały";"Przedszkole nr 422, Brązownicza 17, 01-929 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2539";"2677";"331";"2208";"1";"15";"0";"0";"0";"0";"0";"0";"0";"2208";"0";"5";"2203";"56";"18";"38";"0";"2147";"297";"664";"1186"
"0c70-dda1-ddb4-e11e-8f55-8dc4-b97a-f4a0";"146504";"44";"799";"miasto";"stały";"Szkoła Podstawowa nr 263, Szegedyńska 11, 01-957 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1520";"1679";"382";"1138";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"0";"1138";"20";"8";"12";"0";"1118";"182";"434";"502"
"cbaf-bf92-c7b8-f69b-0f34-ff52-6afe-37f9";"146504";"44";"800";"miasto";"stały";"Szkoła Podstawowa nr 263, Szegedyńska 11, 01-957 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1566";"1780";"216";"1349";"0";"18";"1";"1";"0";"0";"0";"0";"1";"1350";"1";"0";"1350";"25";"6";"19";"0";"1325";"172";"501";"652"
"29a0-74b7-526b-d83c-5503-fc2d-3081-11ad";"146504";"44";"801";"miasto";"stały";"LIX Liceum Ogólnokształcące Mistrzostwa Sportowego, S. B. Lindego 20, 01-952 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1679";"1683";"300";"1379";"0";"28";"0";"0";"0";"0";"0";"0";"0";"1380";"0";"0";"1380";"20";"10";"10";"0";"1360";"212";"420";"728"
"13ba-85e0-d21d-f63f-f14d-437e-5393-b700";"146504";"44";"802";"miasto";"stały";"LIX Liceum Ogólnokształcące Mistrzostwa Sportowego, S. B. Lindego 20, 01-952 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2750";"3101";"637";"2113";"1";"18";"1";"1";"0";"0";"0";"0";"1";"2114";"1";"0";"2114";"50";"14";"36";"0";"2064";"285";"788";"991"
"9ad9-1c4c-54f3-02b0-ddab-e538-1f7f-34b5";"146504";"44";"803";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 9, 01-951 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1511";"1686";"368";"1143";"0";"19";"1";"1";"0";"0";"0";"0";"1";"1137";"1";"0";"1137";"33";"11";"22";"0";"1104";"154";"478";"472"
"10b7-1205-9be5-00b8-f8db-c15a-8b01-9d0b";"146504";"44";"804";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 24, 01-963 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2780";"3210";"594";"2186";"6";"31";"0";"0";"0";"0";"0";"0";"0";"2171";"0";"1";"2170";"48";"16";"32";"0";"2122";"307";"943";"872"
"c14d-5c27-f954-479a-f9f3-5ecc-9b01-441f";"146504";"44";"805";"miasto";"stały";"Szkoła Podstawowa z Oddziałami Integracyjnymi nr 247, Wrzeciono 24, 01-963 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2738";"3035";"696";"2042";"0";"30";"2";"2";"0";"0";"0";"0";"2";"2044";"2";"0";"2044";"48";"12";"36";"0";"1996";"245";"829";"922"
"508f-cb83-3a49-b1b3-710a-7f13-1ab6-b958";"146504";"44";"806";"miasto";"stały";"Szkoła Podstawowa nr 273, J. Balcerzaka 1, 01-944 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1301";"1452";"282";"1019";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1011";"0";"0";"1011";"21";"7";"14";"0";"990";"157";"393";"440"
"e903-de09-ebce-cd7f-8092-6b99-fd59-87fa";"146504";"44";"807";"miasto";"stały";"Szkoła Podstawowa nr 77, Samogłoska 9, 01-980 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1230";"1386";"129";"1101";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1101";"0";"0";"1101";"17";"6";"11";"0";"1084";"153";"322";"609"
"9727-3865-d43d-de9d-807e-f2c8-e621-88dc";"146504";"44";"808";"miasto";"stały";"Szkoła Podstawowa nr 77, Samogłoska 9, 01-980 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1660";"1869";"92";"1568";"0";"28";"1";"1";"0";"0";"0";"0";"1";"1569";"1";"0";"1569";"33";"8";"25";"0";"1536";"248";"369";"919"
"b4a5-89de-304c-07e3-343e-3ea2-f273-1ff6";"146504";"44";"809";"miasto";"stały";"Przedszkole z Oddziałami Integracyjnymi nr 309, H. Ch. Andersena 7, 01-893 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1580";"1819";"85";"1495";"4";"23";"0";"0";"0";"0";"0";"0";"0";"1495";"0";"0";"1495";"33";"6";"27";"0";"1462";"217";"469";"776"
"7492-4972-bb0a-4227-1880-b5fd-9713-f303";"146504";"44";"810";"miasto";"stały";"MDK, H. Ch. Andersena 4, 01-911 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1919";"2130";"127";"1792";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1792";"0";"0";"1792";"44";"15";"29";"0";"1748";"261";"599";"888"
"c72e-2f97-2c27-8c37-4a7a-9731-aad0-69b4";"146504";"44";"811";"miasto";"stały";"Bielański Ośrodek Kultury, C. Goldoniego 1, 01-913 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1570";"1754";"192";"1378";"2";"25";"0";"0";"0";"0";"0";"0";"0";"1378";"0";"0";"1378";"18";"16";"2";"0";"1360";"198";"457";"705"
"7844-31b7-f197-33fa-84bc-02bb-8a99-56b6";"146504";"44";"812";"miasto";"stały";"Szkoła Podstawowa nr 209, al. W. Reymonta 25, 01-840 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1210";"1387";"81";"1129";"0";"14";"1";"1";"0";"0";"0";"0";"1";"1130";"1";"0";"1130";"17";"3";"14";"0";"1113";"174";"367";"572"
"378c-a909-0835-3364-7402-04b0-a6e5-f27a";"146504";"44";"813";"miasto";"stały";"Zespół Szkół nr 49, L. Tołstoja 2, 01-910 Warszawa";"Bielany";"Warszawa";"mazowieckie";"3081";"3299";"441";"2640";"5";"27";"0";"0";"0";"0";"0";"0";"0";"2638";"0";"0";"2638";"39";"12";"27";"0";"2599";"395";"796";"1408"
"8b09-7c75-5ec9-2a8d-37c7-d597-45fe-1336";"146504";"44";"814";"miasto";"stały";"Zespół Szkół nr 49, L. Tołstoja 2, 01-910 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2349";"2717";"77";"2272";"0";"33";"0";"0";"0";"0";"0";"0";"0";"2259";"0";"0";"2259";"56";"14";"42";"0";"2203";"367";"514";"1322"
"0353-fc6e-ec8d-7f99-cc85-0b04-e787-3104";"146504";"44";"815";"miasto";"stały";"Przedszkole nr 340, W. Bogusławskiego 8A, 01-923 Warszawa";"Bielany";"Warszawa";"mazowieckie";"1686";"1892";"231";"1455";"0";"21";"0";"0";"0";"0";"0";"0";"0";"1454";"0";"0";"1454";"22";"7";"15";"0";"1432";"199";"501";"732"
"671f-858c-dc6f-76a7-fc45-dd1a-4a4b-401d";"146504";"44";"816";"miasto";"stały";"Przedszkole nr 340, W. Bogusławskiego 8A, 01-923 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2049";"2186";"205";"1844";"1";"18";"0";"0";"0";"0";"0";"0";"0";"1844";"0";"0";"1844";"25";"6";"19";"0";"1819";"283";"518";"1018"
"ab32-479f-f69f-af5c-d4d5-25cc-b996-7fb4";"146504";"44";"817";"miasto";"stały";"Klub WSBM ""Chomiczówka"", W. Bogusławskiego 6A, 01-923 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2110";"2348";"231";"1879";"5";"24";"0";"0";"0";"0";"0";"0";"0";"1876";"0";"0";"1876";"32";"13";"19";"0";"1844";"250";"528";"1066"
"5c76-4327-29cb-042b-038c-157f-63f3-ec83";"146504";"44";"818";"miasto";"stały";"Szkoła Podstawowa nr 273 - Szkoła Filialna, Arkuszowa 202, 01-934 Warszawa";"Bielany";"Warszawa";"mazowieckie";"2160";"2394";"318";"1842";"1";"18";"1";"1";"0";"0";"0";"0";"1";"1836";"1";"0";"1836";"37";"14";"23";"0";"1799";"237";"566";"996"
"7099-1c60-e4d5-5441-c314-7600-78b3-b961";"146504";"44";"1145";"miasto";"zakład leczniczy";"Szpital Bielański im. ks. Jerzego Popiełuszki SPZOZ, Cegłowska 80, 01-809 Warszawa";"Bielany";"Warszawa";"mazowieckie";"348";"354";"203";"145";"0";"4";"0";"0";"0";"0";"0";"0";"0";"145";"0";"0";"145";"6";"1";"5";"0";"139";"10";"58";"71"
"2eed-de34-f76c-3e1a-356d-e815-7dad-5e81";"146504";"44";"1146";"miasto";"dom pomocy społecznej";"Stołeczne Centrum Opiekuńczo-Lecznicze Sp. z o. o. , Zakład Opiekuńczo-Leczniczy, Szubińska 4, 01-958 Warszawa";"Bielany";"Warszawa";"mazowieckie";"100";"107";"58";"42";"0";"0";"0";"0";"0";"0";"0";"0";"0";"42";"0";"0";"42";"1";"0";"1";"0";"41";"3";"25";"13"
"2f6a-3ee5-73d1-29b5-4f54-2bf1-659c-d040";"146510";"44";"1";"miasto";"stały";"Zespół Szkół Licealnych i Ekonomicznych nr 1, Śródmieście ul. Stawki 10, 00-178 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1994";"2210";"113";"1881";"4";"69";"0";"0";"0";"0";"0";"0";"0";"1878";"0";"0";"1878";"32";"7";"25";"0";"1846";"291";"312";"1243"
"e93a-41fa-3bfd-b4a9-ada5-aaa9-a5ac-e65b";"146510";"44";"2";"miasto";"stały";"Zespół Szkół Poligraficznych, Śródmieście ul. Stawki 14, 00-178 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1491";"1728";"55";"1436";"2";"21";"0";"0";"0";"0";"0";"0";"0";"1430";"0";"0";"1430";"33";"12";"21";"0";"1397";"216";"281";"900"
"8f12-7f84-c784-f3e9-9cc7-683d-86d4-de84";"146510";"44";"3";"miasto";"stały";"Szkoła Podstawowa Nr 32, Śródmieście ul. Niska 5, 00-179 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1558";"1796";"205";"1353";"3";"21";"0";"0";"0";"0";"0";"0";"0";"1350";"0";"0";"1350";"25";"8";"17";"0";"1325";"209";"414";"702"
"bf6e-516e-f06a-c918-897a-6e54-1937-c053";"146510";"44";"4";"miasto";"stały";"Szkoła Podstawowa nr 32, Śródmieście ul. J. Lewartowskiego 2, 00-190 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2641";"3054";"425";"2216";"1";"47";"0";"0";"0";"0";"0";"0";"0";"2216";"0";"1";"2215";"47";"6";"41";"0";"2168";"359";"711";"1098"
"c0a3-8f3f-73a2-b11e-5acc-895f-cf9a-d5ab";"146510";"44";"5";"miasto";"stały";"CPS-Ośrodek Wsparcia i Rehabilitacji Osób Niepełnosprawnych, Śródmieście ul. Gen. W. Andersa 6/8, 00-201 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"2689";"3090";"415";"2274";"2";"48";"0";"0";"0";"0";"0";"0";"0";"2272";"0";"1";"2271";"47";"13";"34";"0";"2224";"345";"668";"1211"
"aa44-a6dd-249a-82a4-94ad-acdf-49f4-e67a";"146510";"44";"6";"miasto";"stały";"Centrum Pomocy Społecznej Dział Wsparcia Społecznego, Śródmieście ul. Świętojerska 12A, 00-236 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1430";"1485";"215";"1215";"1";"39";"0";"0";"0";"0";"0";"0";"0";"1215";"0";"0";"1215";"33";"2";"31";"0";"1182";"187";"350";"645"
"80ca-4247-0741-3b12-d55f-5eb6-c118-1a25";"146510";"44";"7";"miasto";"stały";"Centrum Pomocy Społecznej, Śródmieście ul. Konwiktorska 3/5, 00-217 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1520";"1601";"362";"1158";"3";"51";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"0";"1158";"25";"7";"18";"0";"1133";"195";"400";"538"
"a44b-18f2-4ce3-a70a-bcbc-7eb6-94d1-7191";"146510";"44";"8";"miasto";"stały";"Zespół Szkół Specjalych nr 105 im. Kazimierza Kirejczyka, Śródmieście ul. Długa 9, 00-238 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1490";"1765";"166";"1324";"1";"79";"3";"3";"0";"0";"0";"0";"3";"1327";"3";"0";"1327";"25";"3";"22";"0";"1302";"196";"429";"677"
"d462-e7db-9577-ae4a-a6c5-5ee6-ad55-6a86";"146510";"44";"9";"miasto";"stały";"Pałac Ślubów, Śródmieście Pl. Zamkowy 6, 00-277 Warszawa";"Śródmieście";"Warszawa";"mazowieckie";"1633";"1909";"161";"1472";"3";"209";"1";"1";"0";"0";"0";"0";"1";"1472";"1";"0";"1472";"27";"11";"16";"0";"1445";"199";"509";"737"
