"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Cezary Paweł KASPRZAK";"Marek RUDNICKI";"Kazimierz Michał UJAZDOWSKI"
"a1f7-edd8-5fc9-89f2-a9f3-3760-fa3b-cd3e";"149901";"44";"3";"zagranica";"zagranica";"Algier, Ambasada RP Rue Olof Palme, Nouveau-Paradou 16035 Hydra-Alger, Alger, Algierska Republika Ludowo-Demokratyczna";"zagranica";"zagranica";"mazowieckie";"100";"72";"38";"62";"0";"1";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"1";"0";"1";"0";"61";"13";"13";"35"
"40e6-ade0-a8e9-1068-75b9-0ad4-d6a0-b615";"149901";"44";"4";"zagranica";"zagranica";"Luanda, Ambasada RP Alvalade, Rua Damião de Góis 64 Luanda, CP 1340, Luanda, Republika Angoli";"zagranica";"zagranica";"mazowieckie";"30";"24";"10";"20";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"0";"0";"0";"0";"20";"1";"10";"9"
"910d-75bf-7169-baff-3fa7-e947-0f25-0e61";"149901";"44";"5";"zagranica";"zagranica";"Rijad, Ambasada RP Al-Wurud Area, Villa 20, Umar Bin Dhafr Street P. O. Box 94016, 11693 Riyadh, Riyadh, Królestwo Arabii Saudyjskiej";"zagranica";"zagranica";"mazowieckie";"100";"92";"11";"89";"0";"13";"0";"0";"0";"0";"0";"0";"0";"89";"0";"0";"89";"0";"0";"0";"0";"89";"14";"9";"66"
"a71d-dd9c-fce3-01f9-34b2-d105-55cf-8a6c";"149901";"44";"6";"zagranica";"zagranica";"Buenos Aires, Ambasada RP c/Alejandro Maria de Aguado 2870 (Palermo Chico) 1425 Buenos Aires, Buenos Aires, Republika Argentyńska";"zagranica";"zagranica";"mazowieckie";"150";"124";"49";"101";"0";"7";"0";"0";"0";"0";"0";"0";"0";"101";"0";"0";"101";"3";"0";"3";"0";"98";"15";"20";"63"
"8bb7-0f78-7abe-862d-6785-f684-218d-bac6";"149901";"44";"7";"zagranica";"zagranica";"Ambasada RP Hanrapetutian 44a 0010 Yerevan, Erywań, Republika Armenii";"zagranica";"zagranica";"mazowieckie";"190";"165";"50";"140";"0";"44";"0";"0";"0";"0";"0";"0";"0";"140";"0";"0";"140";"2";"0";"2";"0";"138";"18";"39";"81"
"7c1f-a965-5742-a869-292d-346b-f567-942f";"149901";"44";"8";"zagranica";"zagranica";"Canberra, Ambasada RP 7 Turrana St. Yarralumla 2600, ACT, Canberra, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"130";"117";"16";"114";"0";"6";"0";"0";"0";"0";"0";"0";"0";"114";"0";"0";"114";"0";"0";"0";"0";"114";"24";"29";"61"
"910e-4696-9764-2646-29ec-bec5-b365-1440";"149901";"44";"9";"zagranica";"zagranica";"Sydney, Konsulat RP 10 Trelawney St. Woollahra, 2025, NSW, Sydney, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"1400";"1401";"96";"1301";"0";"16";"0";"0";"0";"0";"0";"0";"0";"1304";"0";"0";"1304";"36";"15";"21";"0";"1268";"220";"306";"742"
"1059-0aeb-2f06-be96-c506-92d1-cc58-b79a";"149901";"44";"10";"zagranica";"zagranica";"Adelaide, Dom Polski 232, Angas Street Adelaide 5000 SA, Adelaide, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"240";"202";"42";"198";"0";"0";"0";"0";"0";"0";"0";"0";"0";"198";"0";"0";"198";"6";"1";"5";"0";"192";"31";"71";"90"
"c320-a6f6-dfde-1105-cf42-a879-20ea-da60";"149901";"44";"11";"zagranica";"zagranica";"Brisbane, Dom Polski 10, Marie Street Milton-Brisbane 4064 QLD, Brisbane, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"350";"316";"53";"297";"0";"6";"0";"0";"0";"0";"0";"0";"0";"296";"0";"0";"296";"5";"3";"2";"0";"291";"39";"64";"188"
"03bb-0445-3f39-4211-ea1e-d153-2efc-3a48";"149901";"44";"12";"zagranica";"zagranica";"Dom Polski “Syrena” 1325 Stud Road Rowville, 3178 VIC, Melbourne, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"800";"755";"97";"703";"0";"0";"0";"0";"0";"0";"0";"0";"0";"703";"0";"0";"703";"11";"2";"9";"0";"692";"85";"249";"358"
"68b9-2dba-c8d0-dce1-f7b9-f489-965e-1cd7";"149901";"44";"13";"zagranica";"zagranica";"Perth, Konsulat RP* 180 Newcastle Street Perth 6000 WA, Perth, Związek Australijski";"zagranica";"zagranica";"mazowieckie";"350";"334";"33";"317";"0";"7";"0";"0";"0";"0";"0";"0";"0";"317";"0";"0";"317";"3";"0";"3";"0";"314";"47";"92";"175"
"2a7b-99fe-acf1-7e5f-fe02-b2a8-d6a0-be54";"149901";"44";"14";"zagranica";"zagranica";"Wiedeń, Ambasada RP Hietzinger Hauptstrasse 42 c 1130 Wien, Wien, Republika Austrii";"zagranica";"zagranica";"mazowieckie";"3960";"3184";"958";"3002";"0";"236";"0";"0";"0";"0";"0";"0";"0";"3002";"0";"0";"3002";"34";"10";"24";"0";"2968";"395";"888";"1685"
"2004-41e6-4923-8c5f-65b2-374d-53b8-3b4c";"149901";"44";"15";"zagranica";"zagranica";"Wiedeń, Sala Parafialna przy Kościele Św. Łukasza Anton-Steinböck-Gasse 6 1110 Wien, Wiedeń, Republika Austrii";"zagranica";"zagranica";"mazowieckie";"700";"450";"278";"422";"0";"0";"0";"0";"0";"0";"0";"0";"0";"422";"0";"0";"422";"8";"2";"6";"0";"414";"60";"131";"223"
"90c4-ad16-850a-395c-6368-4d33-0ef9-aaf7";"149901";"44";"16";"zagranica";"zagranica";"Wiedeń, Sala Parafialna przy Kościele pod wezwaniem Krwi Chrystusa, Galvanigasse 1 - 3 1210 Wien, Wiedeń, Republika Austrii";"zagranica";"zagranica";"mazowieckie";"1300";"877";"472";"828";"0";"43";"0";"0";"0";"0";"0";"0";"0";"828";"0";"0";"828";"12";"4";"8";"0";"816";"76";"288";"452"
"1bdc-0ec1-11c9-f311-b4c4-1d81-a33e-ce0b";"149901";"44";"17";"zagranica";"zagranica";"Wiedeń, Sala Parafialna Emaus przy Kościele Świętego Krzyża Strohgasse 24 1030 Wien, Wiedeń, Republika Austrii";"zagranica";"zagranica";"mazowieckie";"2399";"2021";"482";"1917";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1914";"0";"0";"1914";"34";"11";"23";"0";"1880";"192";"800";"888"
"806d-71cd-b9b3-40e7-ccf9-599a-6914-b0a2";"149901";"44";"18";"zagranica";"zagranica";"Linz, Konsulat RP* Mozartstraße 20 4020 Linz, Linz, Republika Austrii";"zagranica";"zagranica";"mazowieckie";"600";"400";"240";"360";"0";"8";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"12";"4";"8";"0";"348";"44";"122";"182"
"781d-79bd-db08-3b70-8cf2-7f48-507a-1892";"149901";"44";"19";"zagranica";"zagranica";"Ambasada RP Kichik Gala 2 Icheri Sheher (Stare Miasto) AZ - 1000, Baku, Baku, Republika Azerbejdżanu";"zagranica";"zagranica";"mazowieckie";"80";"63";"18";"62";"0";"16";"0";"0";"0";"0";"0";"0";"0";"62";"0";"0";"62";"4";"1";"3";"0";"58";"12";"5";"41"
"4eef-6712-3349-c44a-4ddd-e1a7-3e0e-2cf2";"149901";"44";"20";"zagranica";"zagranica";"Bruksela, Ambasada RP Avenue des Gaulois 29 1040 Bruxelles, Bruksela, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"3547";"2616";"1031";"2516";"0";"117";"0";"0";"0";"0";"0";"0";"0";"2512";"0";"0";"2512";"38";"12";"26";"0";"2474";"395";"524";"1555"
"6549-4f10-a32e-e638-53bd-c114-23e8-d0d2";"149901";"44";"21";"zagranica";"zagranica";"Bruksela, Wydział Konsularny Ambasady RP Rue des Francs 28 1040 Bruxelles, Bruksela, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"3748";"2606";"1286";"2462";"0";"46";"0";"0";"0";"0";"0";"0";"0";"2460";"0";"0";"2460";"28";"5";"23";"0";"2432";"299";"657";"1476"
"ec2c-c17e-f9a8-8a39-35b4-011d-7f02-588a";"149901";"44";"22";"zagranica";"zagranica";"Bruksela, Stałe Przedstawicielstwo RP przy UE Avenue de Cortenbergh 16 1000 Bruxelles, Bruksela, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"2001";"1329";"738";"1263";"0";"38";"0";"0";"0";"0";"0";"0";"0";"1262";"0";"0";"1262";"16";"5";"11";"0";"1246";"226";"209";"811"
"eccb-53ab-c032-969f-74a2-612b-a8f7-b47c";"149901";"44";"23";"zagranica";"zagranica";"Bruksela, Polska Wspólnota Katolicka Rue Jourdan 80 1060 Bruxelles, Bruksela, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"2001";"1539";"528";"1473";"0";"36";"0";"0";"0";"0";"0";"0";"0";"1473";"0";"1";"1472";"22";"7";"15";"0";"1450";"161";"729";"560"
"1145-f712-7b0b-9003-c4fe-c6c0-23f9-cc25";"149901";"44";"24";"zagranica";"zagranica";"Antwerpia, Szkolny Punkt Konsultacyjny im. gen. Maczka Sint-Jan Berchmanscollege, Jodenstraat 15 2000 Antwerpen, Antwerpia, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"3748";"2405";"1657";"2091";"0";"58";"0";"0";"0";"0";"0";"0";"0";"2091";"0";"0";"2091";"37";"21";"16";"0";"2054";"328";"640";"1086"
"280f-3ae0-1359-ca50-4da2-7829-caa3-6e54";"149901";"44";"25";"zagranica";"zagranica";"Gandawa, OBSG – Club Van Eyck Kortrijksesteenweg 500 9000 Gent, Gandawa, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"1550";"1176";"444";"1106";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1106";"0";"0";"1106";"33";"19";"14";"0";"1073";"197";"235";"641"
"9754-7705-55ae-df0c-757b-075a-218e-1ca2";"149901";"44";"26";"zagranica";"zagranica";"Leuven, Sala Parafialna PAVO Jules Vandenbemptlaan 2 3001 Heverlee, Leuven, Królestwo Belgii";"zagranica";"zagranica";"mazowieckie";"1008";"857";"175";"823";"0";"35";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"14";"6";"8";"0";"809";"126";"210";"473"
"8269-50ba-61e7-75a1-05bb-42c8-adeb-57e7";"149901";"44";"27";"zagranica";"zagranica";"Mińsk, Ambasada RP Z. Biaduli 11 220034 Minsk, Mińsk, Republika Białorusi";"zagranica";"zagranica";"mazowieckie";"200";"138";"62";"138";"0";"14";"0";"0";"0";"0";"0";"0";"0";"138";"0";"0";"138";"2";"0";"2";"0";"136";"9";"34";"93"
"fd3f-620d-bfc7-b0ff-b76a-9d17-e20f-15c4";"149901";"44";"28";"zagranica";"zagranica";"Brześć, Konsulat Generalny RP Kujbyszewa 34 224016 Brest, Brześć, Republika Białorusi";"zagranica";"zagranica";"mazowieckie";"70";"40";"31";"39";"0";"3";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"1";"0";"1";"0";"38";"4";"19";"15"
"9ca9-b3af-151b-642c-36ca-7ed3-6e44-9a8c";"149901";"44";"29";"zagranica";"zagranica";"Grodno, Konsulat Generalny RP Budzionnaha 48A 230023 Hrodna, Grodno, Republika Białorusi";"zagranica";"zagranica";"mazowieckie";"200";"157";"49";"151";"0";"26";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"9";"0";"9";"0";"142";"14";"70";"58"
"7c85-2b6b-9de5-1448-f75c-deb5-0e7e-34d0";"149901";"44";"30";"zagranica";"zagranica";"Sarajewo, Ambasada RP Višnjik 20 71000 Sarajevo, Sarajewo, Bośnia i Hercegowina";"zagranica";"zagranica";"mazowieckie";"180";"158";"27";"153";"0";"85";"0";"0";"0";"0";"0";"0";"0";"153";"0";"0";"153";"1";"1";"0";"0";"152";"16";"65";"71"
"3927-e983-197f-44cd-af5b-47f2-3d25-f4d3";"149901";"44";"31";"zagranica";"zagranica";"Brasília, Ambasada RP SES, Av. das Naçoes, Qd. 809, Lt. 33 CEP 70423 - 900 Brasília-DF, Brasília, Federacyjna Republika Brazylii";"zagranica";"zagranica";"mazowieckie";"50";"41";"13";"37";"0";"0";"0";"0";"0";"0";"0";"0";"0";"37";"0";"0";"37";"1";"0";"1";"0";"36";"3";"14";"19"
"4d15-5d3c-e229-92fa-17d6-e195-44af-14f4";"149901";"44";"32";"zagranica";"zagranica";"Kurytyba, Konsulat Generalny RP Av. Agostinho Leão Júnior 234, Alto da Glória CEP: 80030 - 110 Curitiba-PR, Kurytyba, Federacyjna Republika Brazylii";"zagranica";"zagranica";"mazowieckie";"70";"55";"18";"52";"0";"11";"0";"0";"0";"0";"0";"0";"0";"52";"0";"0";"52";"0";"0";"0";"0";"52";"10";"16";"26"
"9f3e-3b20-8658-cc79-d745-c279-bf81-e1ca";"149901";"44";"33";"zagranica";"zagranica";"Sofia, Ambasada RP Chan Krum 46 1000 Sofia, Sofia, Republika Bułgarii";"zagranica";"zagranica";"mazowieckie";"346";"360";"11";"335";"0";"29";"0";"0";"0";"0";"0";"0";"0";"335";"0";"0";"335";"8";"1";"7";"0";"327";"57";"65";"205"
"5a81-978c-b626-b45a-8ac7-fe95-0791-4fb6";"149901";"44";"34";"zagranica";"zagranica";"Nesebyr, Konsulat RP* oś. Mładost, Luben Karawełow bl. 62 8230 Nesebyr, Nesebyr, Republika Bułgarii";"zagranica";"zagranica";"mazowieckie";"151";"44";"115";"36";"0";"5";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"0";"0";"0";"0";"36";"5";"13";"18"
"b751-419d-c302-4b48-b3af-44ec-6924-3d70";"149901";"44";"35";"zagranica";"zagranica";"Santiago, Ambasada RP Mar del Plata 2055 Providencia, Santiago, Santiago, Republika Chile";"zagranica";"zagranica";"mazowieckie";"183";"143";"56";"127";"0";"6";"0";"0";"0";"0";"0";"0";"0";"127";"0";"0";"127";"1";"0";"1";"0";"126";"14";"23";"89"
"835c-71f7-8d01-17a8-6094-6a60-ccd5-8ceb";"149901";"44";"36";"zagranica";"zagranica";"Pekin, Ambasada RP 1 Ritan Lu, Jianguomenwai 100600 Beijing, Pekin, Chińska Republika Ludowa";"zagranica";"zagranica";"mazowieckie";"480";"476";"26";"454";"0";"78";"0";"0";"0";"0";"0";"0";"0";"454";"0";"0";"454";"13";"2";"11";"0";"441";"58";"54";"329"
"6122-e773-6253-ca41-ba74-7764-b0c4-9269";"149901";"44";"37";"zagranica";"zagranica";"Kanton, Konsulat Generalny RP Shamian Dajie 63 510130 Guangzhou, Kanton, Chińska Republika Ludowa";"zagranica";"zagranica";"mazowieckie";"165";"140";"41";"124";"0";"22";"0";"0";"0";"0";"0";"0";"0";"124";"0";"0";"124";"6";"3";"3";"0";"118";"22";"19";"77"
"6685-e470-c20c-69cb-feae-144c-6271-7594";"149901";"44";"38";"zagranica";"zagranica";"Szanghaj, Konsulat Generalny RP Jianguo Xi Rd. No 618, Dystrykt Xuhui 200031 Shanghai, Szanghaj, Chińska Republika Ludowa";"zagranica";"zagranica";"mazowieckie";"420";"404";"54";"366";"0";"25";"0";"0";"0";"0";"0";"0";"0";"366";"0";"0";"366";"9";"3";"6";"0";"357";"56";"42";"259"
"5d76-b162-33b0-3c8c-9ede-3380-ca0e-47b6";"149901";"44";"39";"zagranica";"zagranica";"Hongkong, Konsulat Generalny RP Hopewell Centre, lokal 2506 183 Queen’s Road East Wan Chai, Hongkong, Hongkong, Chińska Republika Ludowa";"zagranica";"zagranica";"mazowieckie";"400";"363";"74";"326";"0";"34";"0";"0";"0";"0";"0";"0";"0";"326";"0";"0";"326";"4";"1";"3";"0";"322";"44";"43";"235"
"8f7c-aaa8-dc21-0234-4445-6332-5016-176d";"149901";"44";"40";"zagranica";"zagranica";"Chengdu, Konsulat Generalny RP 26/F, Square One 18 Dongyu St. Jinjiang District 610016 Chengdu, Chengdu, Chińska Republika Ludowa";"zagranica";"zagranica";"mazowieckie";"80";"63";"27";"53";"0";"4";"0";"0";"0";"0";"0";"0";"0";"53";"0";"0";"53";"2";"0";"2";"0";"51";"6";"6";"39"
"4c0a-86ad-a87d-a2eb-a04c-b1d6-01e9-6b18";"149901";"44";"41";"zagranica";"zagranica";"Tajpej, Biuro Polskie w Tajpej TWTC/ITB Suite 1601 - 1602 No. 333, Sec. 1, Keelung Rd. Taipei 110, Tajpej, Miasto Tajpej";"zagranica";"zagranica";"mazowieckie";"230";"171";"64";"166";"0";"6";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"7";"2";"5";"0";"159";"41";"15";"103"
"3f52-4830-c3ca-1455-4b43-1dc6-5b7c-6d3c";"149901";"44";"42";"zagranica";"zagranica";"Zagrzeb, Ambasada RP ul. Miramarska 23 (VI piętro) 10000 Zagreb, Zagrzeb, Republika Chorwacji";"zagranica";"zagranica";"mazowieckie";"500";"382";"142";"358";"0";"49";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"5";"2";"3";"0";"353";"51";"73";"229"
"61ef-abf6-b452-ae5d-eb4f-cb3c-c2e0-1c87";"149901";"44";"43";"zagranica";"zagranica";"Nikozja, Ambasada RP Kennedy Avenue 12 - 14, Office 601 1087 Nicosia, Nikozja, Republika Cypryjska";"zagranica";"zagranica";"mazowieckie";"900";"964";"40";"860";"0";"216";"0";"0";"0";"0";"0";"0";"0";"858";"0";"0";"858";"22";"3";"19";"0";"836";"100";"123";"613"
"0908-085f-58d0-e468-6348-6a33-d848-c5f9";"149901";"44";"44";"zagranica";"zagranica";"Podgorica, Ambasada RP Kozaračka 79 81000 Podgorica, Podgorica, Czarnogóra";"zagranica";"zagranica";"mazowieckie";"150";"118";"32";"118";"0";"28";"0";"0";"0";"0";"0";"0";"0";"118";"0";"0";"118";"1";"1";"0";"0";"117";"16";"23";"78"
"3a23-be35-670d-620f-bf0a-ccc2-d52b-83bd";"149901";"44";"45";"zagranica";"zagranica";"Praga, Wydział Konsularny Ambasady RP Truhlářská 13 - 15 110 00 Praha 1, Praga, Republika Czeska";"zagranica";"zagranica";"mazowieckie";"3000";"2684";"477";"2521";"0";"530";"0";"0";"0";"0";"0";"0";"0";"2522";"0";"0";"2522";"50";"10";"40";"0";"2472";"426";"378";"1668"
"6588-a9de-b6c9-8637-4fde-6266-e49d-a903";"149901";"44";"46";"zagranica";"zagranica";"Ostrawa, Konsulat Generalny RP Blahoslavova 4 701 00 Ostrava, Ostrawa, Republika Czeska";"zagranica";"zagranica";"mazowieckie";"400";"286";"114";"286";"0";"24";"0";"0";"0";"0";"0";"0";"0";"286";"0";"0";"286";"10";"2";"8";"0";"276";"50";"62";"164"
"8481-c4eb-e74a-432d-afbb-a502-0ae9-2e8b";"149901";"44";"47";"zagranica";"zagranica";"Kopenhaga, Ambasada RP Richelieus Allé 12 2900 Hellerup, Kopenhaga, Królestwo Danii";"zagranica";"zagranica";"mazowieckie";"4500";"3907";"1054";"3445";"0";"210";"0";"0";"0";"0";"0";"0";"0";"3445";"0";"0";"3445";"71";"20";"51";"0";"3374";"623";"642";"2109"
"735f-ab95-6571-3f48-d28a-c999-1d3a-84e6";"149901";"44";"48";"zagranica";"zagranica";"Aalborg, 3F Aalborg Hadsundvej 184 9000 Aalborg, Aalborg, Królestwo Danii";"zagranica";"zagranica";"mazowieckie";"1500";"790";"784";"716";"0";"15";"0";"0";"0";"0";"0";"0";"0";"716";"0";"0";"716";"14";"9";"5";"0";"702";"168";"114";"420"
"3087-c146-be76-aaa5-11e0-76ff-9e27-5591";"149901";"44";"49";"zagranica";"zagranica";"Odense, 3F Odense GOPS Skibhusvej 52 B, 2. Sal 5100 Odense C, Odense, Królestwo Danii";"zagranica";"zagranica";"mazowieckie";"1501";"945";"643";"858";"0";"34";"0";"0";"0";"0";"0";"0";"0";"857";"0";"0";"857";"19";"2";"17";"0";"838";"171";"172";"495"
"1195-c649-e472-e2fe-306c-ef3e-2c0c-4f1c";"149901";"44";"50";"zagranica";"zagranica";"Kair, Ambasada RP 5 Aziz Osman Street, Zamalek Cairo, Kair, Arabska Republika Egiptu";"zagranica";"zagranica";"mazowieckie";"220";"168";"81";"139";"0";"18";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"4";"0";"4";"0";"135";"25";"15";"95"
"7266-da4d-7a71-57c7-790a-aad2-9001-5212";"149901";"44";"51";"zagranica";"zagranica";"Tallinn, Ambasada RP Suur-Karja 1 10140 Tallinn, Tallinn, Republika Estońska";"zagranica";"zagranica";"mazowieckie";"150";"138";"16";"134";"0";"8";"0";"0";"0";"0";"0";"0";"0";"134";"0";"0";"134";"3";"1";"2";"0";"131";"21";"33";"77"
"e3ee-3e88-b91a-373d-6484-7642-91ee-d349";"149901";"44";"52";"zagranica";"zagranica";"Addis Abeba, Ambasada RP Dej. Belay Zeleke Road, Guelele Sub-City Kebele 08, House No. 583 1000 Addis Ababa, Addis Abeba, Federalna Demokratyczna Republika Etiopii";"zagranica";"zagranica";"mazowieckie";"50";"23";"29";"21";"0";"2";"0";"0";"0";"0";"0";"0";"0";"21";"0";"0";"21";"0";"0";"0";"0";"21";"3";"9";"9"
"333f-f2a0-bd3a-f732-9486-8be1-283f-ce51";"149901";"44";"53";"zagranica";"zagranica";"Manila, Konsulat Generalny RP* UPI Building 1, One Fort Santiago, Sta. Clara Str. Intramuros, Manila, Manila, Republika Filipin";"zagranica";"zagranica";"mazowieckie";"150";"87";"70";"80";"0";"3";"0";"0";"0";"0";"0";"0";"0";"80";"0";"0";"80";"4";"3";"1";"0";"76";"18";"12";"46"
"0c79-69e1-dba4-cddf-7407-fad4-29f3-1111";"149901";"44";"54";"zagranica";"zagranica";"Helsinki, Ambasada RP Armas Lindgrenin tie 21 00570 Helsinki, Helsinki, Republika Finlandii";"zagranica";"zagranica";"mazowieckie";"850";"656";"236";"614";"0";"25";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"5";"3";"2";"0";"609";"125";"105";"379"
"47e2-6d88-9456-8e44-6903-01cc-bacd-ceae";"149901";"44";"55";"zagranica";"zagranica";"Turku, Pilotin Sali Talolankatu 75 20 460 Turku, Turku, Republika Finlandii";"zagranica";"zagranica";"mazowieckie";"350";"221";"154";"196";"0";"10";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"0";"0";"0";"0";"196";"43";"43";"110"
"4db7-30e8-1a72-863c-1730-1394-0304-2a27";"149901";"44";"56";"zagranica";"zagranica";"Paryż, Ambasada RP w Paryżu 57, rue Saint Dominique 75007 Paris, Paryż, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"3602";"3534";"364";"3238";"0";"253";"0";"0";"0";"0";"0";"0";"0";"3237";"0";"1";"3236";"38";"17";"21";"0";"3198";"392";"976";"1830"
"1cda-f31d-09cb-bbe0-9b92-c686-baca-fa47";"149901";"44";"57";"zagranica";"zagranica";"Paryż, Ambasada RP w Paryżu (budynek byłego Wydziału Promocji Handlu i Inwestycji) 86, rue de la Faisanderie 75116 Paris, Paryż, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"1600";"1484";"281";"1320";"0";"34";"0";"0";"0";"0";"0";"0";"0";"1320";"0";"3";"1317";"14";"5";"9";"0";"1303";"164";"412";"727"
"6579-274d-1605-b9d6-973f-26af-63b1-8295";"149901";"44";"58";"zagranica";"zagranica";"Paryż, Szkoła Polska w Paryżu 11 - 15, rue Lamandé 75017 Paris, Paryż, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"1850";"1738";"218";"1632";"0";"60";"0";"0";"0";"0";"0";"0";"0";"1632";"0";"0";"1632";"22";"4";"18";"0";"1610";"197";"602";"811"
"8bb4-dbd4-b9df-6e51-7c1b-49e9-19f1-d427";"149901";"44";"59";"zagranica";"zagranica";"Aulnay-sous-Bois, Ecole Anatole France 43, rue Anatole France 93600 Aulnay-sous-Bois, Aulnay-sous-Bois, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"600";"562";"93";"507";"0";"9";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"3";"0";"3";"0";"504";"40";"285";"179"
"0991-6cbb-767a-ebf2-0349-c4c9-bdd0-0ce8";"149901";"44";"60";"zagranica";"zagranica";"Bourg-la-Reine, Espace Françoise Dolto 116, avenue du Général Leclerc 92340 Bourg-la-Reine, Bourg-la-Reine, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"716";"434";"298";"418";"0";"7";"0";"0";"0";"0";"0";"0";"0";"418";"0";"0";"418";"7";"1";"6";"0";"411";"45";"137";"229"
"bf9d-b1ae-2ad8-4ff9-faef-3b8c-f6fd-e47f";"149901";"44";"61";"zagranica";"zagranica";"Lille, Halle aux Sucres 1, rue de l’Entrepôt 59000 Lille, Lille, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"450";"366";"110";"340";"0";"30";"0";"0";"0";"0";"0";"0";"0";"340";"0";"0";"340";"1";"0";"1";"0";"339";"38";"88";"213"
"9d96-2d8d-b0a4-92b8-451f-81b4-8be6-de0d";"149901";"44";"62";"zagranica";"zagranica";"Rennes, Maison de Quartier Francisco Ferrer 40, rue Montaigne 35200 Rennes, Rennes, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"399";"287";"133";"266";"0";"2";"0";"0";"0";"0";"0";"0";"0";"266";"0";"0";"266";"2";"0";"2";"0";"264";"50";"78";"136"
"f116-d112-5a5f-71d4-ba73-3f0e-22e2-cfc9";"149901";"44";"63";"zagranica";"zagranica";"Strasburg, Stałe Przedstawicielstwo RP przy Radzie Europy w Strasburgu 2, rue Geiler 67000 Strasbourg, Strasburg, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"835";"719";"159";"675";"0";"55";"0";"0";"0";"0";"0";"0";"0";"675";"0";"0";"675";"8";"6";"2";"0";"667";"105";"170";"392"
"56dd-ead4-39c6-ed7f-f137-fb4c-6fee-d85e";"149901";"44";"64";"zagranica";"zagranica";"Lyon, Konsulat Generalny RP 79, rue Crillon 69006 Lyon, Lyon, Republika Francuska";"zagranica";"zagranica";"mazowieckie";"1650";"1088";"637";"1013";"0";"41";"0";"0";"0";"0";"0";"0";"0";"1013";"0";"0";"1013";"10";"1";"9";"0";"1003";"171";"226";"606"
