"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Robert Adam MAMĄTOW";"Tadeusz NALEWAJK"
"7a10-a205-becd-7407-d9e1-4f3f-3ba5-ae94";"143501";"46";"1";"wieś";"stały";"Szkoła Podstawowa w Brańszczyku, ul. Nadbużna 3, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"1457";"1513";"498";"959";"1";"2";"0";"0";"0";"0";"0";"0";"0";"958";"0";"0";"958";"20";"4";"16";"0";"938";"554";"384"
"6bf9-45d5-b6fc-c2f9-1d57-f2df-667f-ed17";"143501";"46";"2";"wieś";"stały";"Szkoła Podstawowa w Nowych Budach, Nowe Budy 32, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"531";"573";"208";"323";"1";"3";"0";"0";"0";"0";"0";"0";"0";"323";"0";"0";"323";"14";"6";"8";"0";"309";"224";"85"
"f524-5da0-d4d8-c440-62d7-4f34-bd49-983c";"143501";"46";"3";"wieś";"stały";"Szkoła Podstawowa w Trzciance, Trzcianka 147, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"834";"896";"336";"498";"0";"1";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"11";"0";"11";"0";"487";"351";"136"
"3a3f-1c8e-5dc9-18cf-b2ec-03fe-e2f3-1ff1";"143501";"46";"4";"wieś";"stały";"Szkoła Podstawowa w Turzynie, Turzyn 95, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"550";"597";"203";"347";"0";"0";"0";"0";"0";"0";"0";"0";"0";"347";"0";"0";"347";"11";"5";"6";"0";"336";"261";"75"
"724a-b422-b995-1fb1-e8d0-6c0d-4332-99cb";"143501";"46";"5";"wieś";"stały";"Szkoła Podstawowa w Nowej Wsi, Nowa Wieś 75, 07-210 Długosiodło";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"1172";"1214";"501";"671";"0";"0";"0";"0";"0";"0";"0";"0";"0";"671";"0";"0";"671";"13";"1";"12";"0";"658";"434";"224"
"32aa-ccd5-4102-38d8-d3ab-e299-e921-2bfc";"143501";"46";"6";"wieś";"stały";"Szkoła Podstawowa w Porębie, Poręba Średnia 18, 07-308 Poręba Średnia";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"1183";"1313";"368";"815";"5";"11";"0";"0";"0";"0";"0";"0";"0";"815";"0";"0";"815";"23";"3";"20";"0";"792";"476";"316"
"6943-7874-57b8-b92b-b5a8-9cbd-7050-9ed9";"143501";"46";"7";"wieś";"stały";"Szkoła Podstawowa w Knurowcu, Knurowiec 1, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"335";"368";"164";"171";"0";"0";"0";"0";"0";"0";"0";"0";"0";"171";"0";"0";"171";"9";"0";"9";"0";"162";"123";"39"
"2866-b5fd-5fce-1b14-72be-8a0a-437a-bbcc";"143501";"46";"8";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Brańszczyku, ul. Jana Pawła II 65, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"161";"160";"107";"54";"0";"0";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"7";"2";"5";"0";"47";"37";"10"
"3524-ae3d-d196-a7dd-7b48-7298-9943-cca7";"143501";"46";"9";"wieś";"dom pomocy społecznej";"Dom Emeryta w Brańszczyku, ul. Jana Pawła II 1, 07-221 Brańszczyk";"gm. Brańszczyk";"wyszkowski";"mazowieckie";"39";"41";"8";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"31";"0";"0";"31";"1";"0";"1";"0";"30";"28";"2"
"ab1d-f936-0f1b-bb42-d220-7808-4d9c-42c8";"143502";"46";"1";"wieś";"stały";"Urząd Gminy w Długosiodle, ul. Kościuszki 2, 07-210 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"1882";"2028";"692";"1190";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"50";"10";"40";"0";"1140";"673";"467"
"e948-d34d-2046-641a-e4a9-1ca5-29ba-7c4d";"143502";"46";"2";"wieś";"stały";"Szkoła Podstawowa im. Papieża Jana Pawła II w Blochach, Blochy ul. Spacerowa 8, 07-210 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"835";"927";"306";"529";"0";"5";"0";"0";"0";"0";"0";"0";"0";"529";"0";"0";"529";"16";"16";"0";"0";"513";"375";"138"
"9f7a-a52b-f22c-d765-7a29-2a0b-d413-ec63";"143502";"46";"3";"wieś";"stały";"Zespół Szkół w Starym Bosewie, Stare Bosewo ul. Rozwojowa 19, 07-210 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"887";"984";"300";"587";"0";"4";"0";"0";"0";"0";"0";"0";"0";"587";"0";"0";"587";"20";"11";"9";"0";"567";"338";"229"
"56e4-d725-c900-a2df-5bb5-c560-7fd7-4b02";"143502";"46";"4";"wieś";"stały";"Szkoła Podstawowa im. hm. ppor. AK ""Zośki"" T. Zawadzkiego w Sieczychach, Sieczychy 43, 07-211 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"416";"456";"193";"223";"0";"0";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"9";"2";"7";"0";"214";"174";"40"
"495d-2718-ab65-6c9e-1594-cee5-1cfd-29d6";"143502";"46";"5";"wieś";"stały";"Szkoła Podstawowa im. Janusza Korczaka w Dalekiem, Dalekie 69, 07-211 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"712";"787";"299";"413";"0";"4";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"18";"1";"17";"0";"395";"304";"91"
"a452-fb0b-c6d0-7c82-3d0b-aa00-a710-463d";"143502";"46";"6";"wieś";"stały";"Gminne Centrum Informacji, Kultury, Sportu i Rekreacji Punkt Biblioteczny w Chrzczance Włościańskiej, Chrzczanka Włościańska ul. Wspólna 6, 07-210 Długosiodło";"gm. Długosiodło";"wyszkowski";"mazowieckie";"844";"921";"327";"517";"1";"1";"0";"0";"0";"0";"0";"0";"0";"517";"0";"0";"517";"12";"0";"12";"0";"505";"352";"153"
"2e17-adca-8d65-9807-8f5b-63a2-1fd3-d3a8";"143503";"46";"1";"wieś";"stały";"Urząd Gminy w Rząśniku, ul. Jesionowa 3, 07-205 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"1253";"1368";"358";"895";"0";"2";"0";"0";"0";"0";"0";"0";"0";"895";"0";"0";"895";"24";"4";"20";"0";"871";"596";"275"
"8136-db99-96e6-44fc-75c1-58ab-4afe-20dd";"143503";"46";"2";"wieś";"stały";"Szkoła Podstawowa im. Orła Białego w Komorowie, Komorowo 34, 07-205 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"608";"625";"178";"430";"1";"1";"0";"0";"0";"0";"0";"0";"0";"430";"0";"0";"430";"6";"1";"5";"0";"424";"345";"79"
"7dfe-3706-a379-0d8b-005e-1ba1-4dd5-0dc2";"143503";"46";"3";"wieś";"stały";"Budynek po Szkole Podstawowej w Nowych Wielątkach, Nowe Wielątki 31, 07-205 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"474";"506";"166";"308";"0";"0";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"4";"0";"4";"0";"304";"213";"91"
"b08f-df16-df80-1040-dbc1-f05a-7878-1c11";"143503";"46";"4";"wieś";"stały";"Szkoła Podstawowa im. ks. Jan Trzaskomy w Porządziu, Porządzie 93, 07-205 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"556";"585";"179";"377";"0";"2";"0";"0";"0";"0";"0";"0";"0";"377";"0";"0";"377";"14";"2";"12";"0";"363";"254";"109"
"9d10-1016-a8a1-ffe7-ea8e-bc9a-9643-0b60";"143503";"46";"5";"wieś";"stały";"Budynek Filii Gminnej Biblioteki Publicznej w Nowym Lubielu, Nowy Lubiel 28, 07-207 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"542";"598";"215";"327";"0";"7";"0";"0";"0";"0";"0";"0";"0";"327";"0";"0";"327";"22";"6";"16";"0";"305";"209";"96"
"96ec-9138-0c08-7c96-f068-3914-490a-43e0";"143503";"46";"6";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II w Bielinie, Bielino 32A, 07-207 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"584";"639";"199";"385";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"12";"2";"10";"0";"373";"294";"79"
"e966-3407-8146-a875-9513-9f9d-fd37-d093";"143503";"46";"7";"wieś";"stały";"Budynek Świetlicy Wiejskiej w Ochudnie, Ochudno 43, 07-200 Wyszków";"gm. Rząśnik";"wyszkowski";"mazowieckie";"399";"426";"120";"279";"0";"0";"0";"0";"0";"0";"0";"0";"0";"279";"0";"0";"279";"4";"0";"4";"0";"275";"178";"97"
"a8ba-9f1e-1286-09b4-11d6-e19e-a4c9-2a23";"143503";"46";"8";"wieś";"stały";"Budynek Domu Kultury w Dąbrowie, Dąbrowa 39, 07-205 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"370";"400";"138";"232";"1";"1";"0";"0";"0";"0";"0";"0";"0";"232";"0";"0";"232";"4";"1";"3";"0";"228";"175";"53"
"875b-8332-d993-7693-103b-b687-6332-4850";"143503";"46";"9";"wieś";"stały";"Szkoła Podstawowa im. ks. Kardynała Stefana Wyszyńskiego w Starym Lubielu, Stary Lubiel 22A, 07-207 Rząśnik";"gm. Rząśnik";"wyszkowski";"mazowieckie";"290";"327";"129";"161";"0";"2";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"9";"1";"8";"0";"152";"109";"43"
"6b59-3128-4820-4930-1897-3240-900f-8494";"143504";"46";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Somiance, Somianka-Parcele 21, 07-203 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"1055";"1164";"344";"711";"0";"7";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"19";"2";"17";"0";"690";"428";"262"
"237e-99b6-96d2-87cc-22ab-a09a-90e0-bf24";"143504";"46";"2";"wieś";"stały";"Szkoła Podstawowa im. por. pil. Stefana Okrzei w Kręgach, Kręgi 9, 07-200 Wyszków";"gm. Somianka";"wyszkowski";"mazowieckie";"254";"278";"67";"187";"0";"0";"0";"0";"0";"0";"0";"0";"0";"187";"0";"0";"187";"6";"1";"5";"0";"181";"120";"61"
"3f28-2807-860c-37b3-3aaa-36f0-d3d7-cc7b";"143504";"46";"3";"wieś";"stały";"Szkoła Podstawowa w Popowie Kościelnym im. Kazimiery Augustynowicz, Popowo Kościelne 60, 07-203 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"857";"972";"249";"608";"1";"18";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"20";"6";"14";"0";"588";"295";"293"
"0428-aec4-873d-14cf-65ab-9019-c3fe-e152";"143504";"46";"4";"wieś";"stały";"Szkoła Podstawowa w Ulasku, Ulasek 28a, 07-203 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"580";"634";"172";"408";"0";"1";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"13";"9";"4";"0";"395";"289";"106"
"ab33-ada5-f03a-7f18-c787-ebe1-6d5a-d68c";"143504";"46";"5";"wieś";"stały";"Nowe Wypychy 14a, Nowe Wypychy 14a, 07-206 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"456";"493";"195";"261";"0";"1";"0";"0";"0";"0";"0";"0";"0";"261";"0";"0";"261";"6";"0";"6";"0";"255";"199";"56"
"abac-fa1a-f446-0a10-43f9-9ebd-4d7b-8d52";"143504";"46";"6";"wieś";"stały";"Szkoła Podstawowa im. gen. bryg. pil. Stanisława Skalskiego w Woli Mystkowskiej, Wola Mystkowska 17, 07-206 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"869";"950";"350";"519";"1";"0";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"14";"1";"13";"0";"505";"352";"153"
"bdfa-6869-dc62-3ccb-6ab6-4951-45c3-a1c2";"143504";"46";"7";"wieś";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny w Popowie, Popowo-Parcele ul. Nadbużańska 39, 07-203 Somianka";"gm. Somianka";"wyszkowski";"mazowieckie";"117";"117";"4";"113";"0";"0";"0";"0";"0";"0";"0";"0";"0";"113";"0";"0";"113";"13";"2";"11";"0";"100";"26";"74"
"3052-5a5f-3cf3-c313-d164-b156-592b-7b61";"143505";"46";"1";"miasto";"stały";"Zakład Doskonalenia Zawodowego, ul. Komisji Edukacji Narodowej 2, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"791";"844";"233";"556";"0";"6";"0";"0";"0";"0";"0";"0";"0";"558";"0";"0";"558";"21";"4";"17";"0";"537";"258";"279"
"5e0e-b2dd-bca4-b4c6-713b-3db6-4c38-d207";"143505";"46";"2";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Żołnierzy Armii Krajowej (wejście A), ul. Geodetów 45, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1454";"1577";"400";"1054";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1054";"0";"0";"1054";"34";"21";"13";"0";"1020";"541";"479"
"a78a-949f-648d-e3a6-693b-3a6a-56c9-edf9";"143505";"46";"3";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Żołnierzy Armii Krajowej (wejście B), ul. Geodetów 45, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1407";"1543";"363";"1044";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1044";"0";"0";"1044";"32";"11";"21";"0";"1012";"548";"464"
"3b47-c8ca-928e-ffa4-794b-9667-c518-0e9b";"143505";"46";"4";"miasto";"stały";"Wyszkowski Ośrodek Sportu i Rekreacji (hala sportowa), ul. Geodetów 45, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1260";"1360";"334";"926";"0";"5";"0";"0";"0";"0";"0";"0";"0";"925";"0";"0";"925";"31";"12";"19";"0";"894";"467";"427"
"a86b-a9e9-6434-a173-63f2-8c10-1d32-d7b0";"143505";"46";"5";"miasto";"stały";"Przedszkole Nr 9 ""Bajka"", ul. Pułtuska 143, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1232";"1346";"435";"797";"0";"5";"0";"0";"0";"0";"0";"0";"0";"797";"0";"0";"797";"24";"7";"17";"0";"773";"420";"353"
"351b-7709-d386-5564-ba7b-fbb9-2364-1f88";"143505";"46";"6";"miasto";"stały";"Przedszkole Nr 1, ul. Prosta 7a, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1233";"1349";"327";"906";"3";"3";"0";"0";"0";"0";"0";"0";"0";"906";"0";"0";"906";"33";"8";"25";"0";"873";"430";"443"
"2650-74b1-f606-4632-9ee1-df6c-5e60-7c2e";"143505";"46";"7";"miasto";"stały";"Szkoła Podstawowa Nr 2 im. Władysława Broniewskiego, ul. Jana Matejki 5, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1280";"1403";"386";"894";"1";"4";"0";"0";"0";"0";"0";"0";"0";"894";"0";"0";"894";"19";"4";"15";"0";"875";"485";"390"
"aa5b-d54f-adaf-e515-1ea5-49ec-20bb-07cc";"143505";"46";"8";"miasto";"stały";"Powiatowy Urząd Pracy, ul. Tadeusza Kościuszki 15, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1550";"1772";"478";"1072";"4";"7";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"0";"1072";"40";"14";"26";"0";"1032";"532";"500"
"83be-218c-a579-f630-e5a5-33e5-fe3c-b882";"143505";"46";"9";"miasto";"stały";"Zespół Szkół Nr 1 im. Marii Skłodowskiej-Curie, ul. Świętojańska 89, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1312";"1418";"476";"836";"1";"11";"0";"0";"0";"0";"0";"0";"0";"836";"0";"0";"836";"20";"2";"18";"0";"816";"415";"401"
"d93c-9830-56f5-039c-6a39-06ca-8329-21e0";"143505";"46";"10";"miasto";"stały";"Wyszkowski Ośrodek Kultury ""Hutnik"", ul. Prosta 7, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1379";"1500";"418";"961";"5";"10";"0";"0";"0";"0";"0";"0";"0";"961";"0";"0";"961";"40";"15";"25";"0";"921";"455";"466"
"2970-cad8-b4a8-9e8b-f192-abb5-d0de-4567";"143505";"46";"11";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Obrońców Westerplatte (wejście A), ul. Generała Józefa Sowińskiego 55, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1171";"1268";"475";"696";"2";"3";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"23";"9";"14";"0";"672";"349";"323"
"be89-ca1c-6810-f3d0-44d7-132c-6644-1d66";"143505";"46";"12";"miasto";"stały";"Szkoła Podstawowa nr 4 im. Obrońców Westerplatte (wejście B), ul. Gen. Józefa Sowińskiego 55, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1303";"1414";"371";"932";"1";"3";"0";"0";"0";"0";"0";"0";"0";"932";"0";"0";"932";"22";"5";"17";"0";"910";"483";"427"
"df50-b282-3013-c276-dfbd-bec4-23b4-937e";"143505";"46";"13";"miasto";"stały";"Biblioteka Publiczna Miejsko-Gminna im. C. K. Norwida, ul. Generała Józefa Sowińskiego 80, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1151";"1259";"319";"832";"1";"2";"0";"0";"0";"0";"0";"0";"0";"832";"0";"0";"832";"24";"8";"16";"0";"808";"455";"353"
"a997-e321-869c-1f59-f794-5bfa-fd07-5e51";"143505";"46";"14";"miasto";"stały";"Szkoła Podstawowa Nr 1 im. Adama Mickiewicza, ul. 11 Listopada 62, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1289";"1385";"423";"866";"3";"4";"0";"0";"0";"0";"0";"0";"0";"865";"0";"0";"865";"27";"9";"18";"0";"838";"404";"434"
"a0c7-1a26-d233-f9af-5853-f8bd-0907-921c";"143505";"46";"15";"miasto";"stały";"Szkoła Podstawowa nr 3 im. Jana Hempla (wejście A), ul. Stefana Batorego 6, 07-201 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1162";"1260";"353";"809";"0";"0";"0";"0";"0";"0";"0";"0";"0";"809";"0";"0";"809";"24";"5";"19";"0";"785";"397";"388"
"fdf5-7607-7bd9-ec60-53a8-6e9d-685c-2685";"143505";"46";"16";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Kamieńczyk ul. Warszawska 6, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"610";"731";"110";"500";"9";"24";"0";"0";"0";"0";"0";"0";"0";"500";"0";"0";"500";"13";"2";"11";"0";"487";"274";"213"
"f345-bb5c-da6b-d417-9181-6c0a-2602-d9ee";"143505";"46";"17";"wieś";"stały";"Szkoła Filialna Szkoły Podstawowej nr 3, Skuszew ul. Przejazdowa 81, 07-201 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"540";"598";"207";"333";"2";"1";"0";"0";"0";"0";"0";"0";"0";"333";"0";"0";"333";"5";"2";"3";"0";"328";"190";"138"
"d96b-ea1e-57c4-7a6b-b494-94c9-4f42-fd07";"143505";"46";"18";"wieś";"stały";"Szkoła Podstawowa im. J. Brzechwy (wejście A), Lucynów ul. Szkolna 12, 07-201 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1020";"1121";"435";"585";"0";"3";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"22";"6";"16";"0";"563";"387";"176"
"567a-c75f-9d3b-bfca-f2f9-e449-6f65-ac7b";"143505";"46";"19";"wieś";"stały";"Szkoła Podstawowa im. J. Brzechwy (wejście B), Lucynów ul. Szkolna 12, 07-201 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"601";"646";"243";"358";"0";"5";"0";"0";"0";"0";"0";"0";"0";"358";"0";"0";"358";"11";"3";"8";"0";"347";"243";"104"
"e72d-ce76-4a14-5f32-f596-94c7-333f-aa00";"143505";"46";"20";"wieś";"stały";"Szkoła Podstawowa nr 3 im. Jana Hempla (wejście B), ul. Stefana Batorego 6, 07-201 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"500";"546";"190";"310";"1";"0";"0";"0";"0";"0";"0";"0";"0";"310";"0";"0";"310";"6";"1";"5";"0";"304";"220";"84"
"adb6-20ba-3dc3-adb2-ef0d-69d3-d3a3-6abf";"143505";"46";"21";"wieś";"stały";"Przedszkole nr 2, ul. Meliorantów 13, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"970";"1058";"281";"689";"0";"1";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"25";"4";"21";"0";"664";"269";"395"
"2ef9-bd53-7371-1cd1-ad5e-5b07-4e44-8cb5";"143505";"46";"22";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Gulczewo ul. Szkolna 16, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"430";"478";"125";"305";"3";"6";"0";"0";"0";"0";"0";"0";"0";"305";"0";"0";"305";"13";"3";"10";"0";"292";"161";"131"
"4cf6-b74b-c1ea-b756-47d5-0793-d36a-41f8";"143505";"46";"23";"wieś";"stały";"Szkoła Podstawowa im. Henryka Sienkiewicza, Rybno ul. Wyszkowska 87, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1030";"1129";"367";"663";"1";"0";"0";"0";"0";"0";"0";"0";"0";"663";"0";"0";"663";"29";"6";"23";"0";"634";"404";"230"
"4dad-bb36-2057-4e46-104e-39fa-1836-e5b4";"143505";"46";"24";"wieś";"stały";"Szkoła Podstawowa im. Kardynała Stefana Wyszyńskiego, Leszczydół Stary 38, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"970";"1069";"377";"593";"3";"1";"0";"0";"0";"0";"0";"0";"0";"593";"0";"0";"593";"19";"0";"19";"0";"574";"460";"114"
"5ce7-a60c-1a51-5f15-b277-f313-20ca-d8a4";"143505";"46";"25";"wieś";"stały";"Szkoła Podstawowa, Olszanka 39, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"442";"488";"127";"315";"1";"0";"0";"0";"0";"0";"0";"0";"0";"315";"0";"0";"315";"17";"4";"13";"0";"298";"215";"83"
"0298-5062-4b2f-e4fb-8a37-5fa7-49c9-c9af";"143505";"46";"26";"wieś";"stały";"Szkoła Podstawowa, Łosinno ul. Szkolna 12, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"400";"429";"157";"243";"2";"0";"0";"0";"0";"0";"0";"0";"0";"243";"0";"0";"243";"7";"2";"5";"0";"236";"189";"47"
"f4b5-bd73-234c-713c-3bab-7eec-ba17-a5de";"143505";"46";"27";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Leszczydół-Nowiny ul. Szkolna 26, 07-202 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"1226";"1348";"462";"764";"0";"0";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"23";"4";"19";"0";"741";"448";"293"
"0415-7260-a516-3648-85d5-3e40-ba4d-e5ff";"143505";"46";"28";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Zakładów Opieki Zdrowotnej w Wyszkowie, ul. Komisji Edukacji Narodowej 1, 07-200 Wyszków";"gm. Wyszków";"wyszkowski";"mazowieckie";"74";"112";"47";"27";"0";"1";"0";"0";"0";"0";"0";"0";"0";"27";"0";"0";"27";"2";"0";"2";"0";"25";"19";"6"
"4ffa-18e4-2e50-d4b8-fb10-3741-7a81-17fa";"143506";"46";"1";"wieś";"stały";"Gminny Ośrodek Kultury, ul. Wł. St. Reymonta 2, 07-230 Zabrodzie";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"1082";"1223";"310";"772";"0";"12";"0";"0";"0";"0";"0";"0";"0";"772";"0";"0";"772";"13";"3";"10";"0";"759";"526";"233"
"9a91-fcfa-81d7-82f3-c377-1d6d-bf4e-8951";"143506";"46";"2";"wieś";"stały";"Dom Pomocy Społecznej dla Dzieci, Niegów ul. Wierzbowa 4, 07-230 Zabrodzie";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"1041";"1154";"332";"709";"0";"17";"0";"0";"0";"0";"0";"0";"0";"709";"0";"0";"709";"11";"5";"6";"0";"698";"488";"210"
"39f0-d5fc-70be-4078-ce14-3f83-5938-0deb";"143506";"46";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa, Dębinki ul. C. K. Norwida 26, 07-230 Zabrodzie";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"787";"868";"305";"482";"1";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"12";"0";"12";"0";"470";"347";"123"
"dff1-d26b-c447-162e-8888-b73c-86b7-75c0";"143506";"46";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Adelin 46, 07-230 Zabrodzie";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"591";"662";"168";"423";"0";"0";"0";"0";"0";"0";"0";"0";"0";"423";"0";"0";"423";"8";"3";"5";"0";"415";"233";"182"
"e9f5-c405-e158-312d-ba63-4cd9-b389-9abd";"143506";"46";"5";"wieś";"stały";"Budynek po Szkole Podstawowej, Kiciny 52, 07-230 Zabrodzie";"gm. Zabrodzie";"wyszkowski";"mazowieckie";"735";"815";"332";"403";"1";"0";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"18";"3";"15";"0";"385";"294";"91"
"d828-e90c-2aca-7bff-40af-0660-854e-36ed";"146101";"46";"1";"miasto";"stały";"I Liceum Ogólnokształcące im. Generała Józefa Bema w Ostrołęce, ul. Romualda Traugutta 1, 07-410 Ostrołęka";"m. Ostrołęka";"Ostrołęka";"mazowieckie";"1944";"2134";"729";"1215";"0";"16";"1";"1";"0";"0";"0";"0";"1";"1216";"1";"0";"1216";"35";"16";"19";"0";"1181";"679";"502"
