"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Maciej Józef KOŹBIAŁ";"Andrzej Michał PAJĄK"
"4e5b-f7c8-5637-ab41-386b-932e-b623-52bd";"121307";"30";"2";"wieś";"stały";"Gminne Centrum Kultury, ul. Długa 61, 32-607 Polanka Wielka";"gm. Polanka Wielka";"oświęcimski";"małopolskie";"789";"864";"218";"571";"0";"0";"0";"0";"0";"0";"0";"0";"0";"571";"0";"0";"571";"25";"5";"20";"0";"546";"226";"320"
"b300-e746-ab78-b5b6-15a2-cfe1-0bfb-666f";"121307";"30";"3";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Karola Wojtyły w Polance Wielkiej, ul. Długa 175, 32-607 Polanka Wielka";"gm. Polanka Wielka";"oświęcimski";"małopolskie";"850";"925";"221";"629";"1";"0";"0";"0";"0";"0";"0";"0";"0";"629";"0";"0";"629";"25";"1";"24";"0";"604";"222";"382"
"8ec4-b44f-2be5-6781-879a-a5c2-e847-26e6";"121308";"30";"1";"wieś";"stały";"Szkoła Podstawowa Nr 1 im. Ignacego Fika w Przeciszowie, ul. Szkolna 93, 32-641 Przeciszów";"gm. Przeciszów";"oświęcimski";"małopolskie";"2121";"2294";"674";"1447";"4";"5";"0";"0";"0";"0";"0";"0";"0";"1447";"0";"0";"1447";"34";"5";"29";"0";"1413";"692";"721"
"4c2c-2e36-031b-6d4e-a4ad-2a81-6d30-de60";"121308";"30";"2";"wieś";"stały";"Szkoła Podstawowa Nr 2 im. Jana Pawła II w Przeciszowie, ul. Podlesie 92, 32-641 Przeciszów";"gm. Przeciszów";"oświęcimski";"małopolskie";"1170";"1286";"327";"843";"0";"4";"0";"0";"0";"0";"0";"0";"0";"843";"0";"0";"843";"30";"3";"27";"0";"813";"352";"461"
"9bbc-7db9-3be3-3e7e-db4f-aaa6-b090-1687";"121308";"30";"3";"wieś";"stały";"Szkoła Podstawowa w Piotrowicach, Piotrowice ul. Andrychowska 222, 32-641 Przeciszów";"gm. Przeciszów";"oświęcimski";"małopolskie";"1609";"1816";"529";"1080";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1080";"0";"0";"1080";"42";"4";"38";"0";"1038";"393";"645"
"5403-c52c-890d-7dc7-6add-56df-8e38-9d18";"121309";"30";"1";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Zatorze, ul. Kongresowa 11, 32-640 Zator";"gm. Zator";"oświęcimski";"małopolskie";"1211";"1353";"361";"850";"2";"31";"0";"0";"0";"0";"0";"0";"0";"850";"0";"0";"850";"26";"12";"14";"0";"824";"367";"457"
"d010-f284-b9e9-6451-96f9-3a06-76fd-1b01";"121309";"30";"2";"wieś";"stały";"Dom Ludowy w Rudzach, Dworska 10, 32-640 Rudze";"gm. Zator";"oświęcimski";"małopolskie";"350";"380";"99";"251";"0";"0";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"16";"7";"9";"0";"235";"62";"173"
"f746-145d-2c5b-a441-f162-99bd-b047-af3f";"121309";"30";"3";"wieś";"stały";"Szkoła Podstawowa w Laskowej, ul. Zdrojowa 9, 32-640 Laskowa";"gm. Zator";"oświęcimski";"małopolskie";"679";"590";"327";"352";"0";"0";"0";"0";"0";"0";"0";"0";"0";"352";"0";"0";"352";"12";"1";"11";"0";"340";"152";"188"
"a815-cab4-5440-71c5-d18f-07ea-e283-962a";"121309";"30";"4";"wieś";"stały";"Dom Ludowy w Palczowicach, ul. Elizy Orzeszkowej 37, 32-640 Palczowice";"gm. Zator";"oświęcimski";"małopolskie";"540";"747";"59";"482";"1";"1";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"18";"7";"11";"0";"464";"176";"288"
"0be0-6ee2-67ac-c77e-63c9-63ec-2e63-e532";"121309";"30";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Podolszu, ul. Zatorska 37, 32-640 Podolsze";"gm. Zator";"oświęcimski";"małopolskie";"1059";"1153";"337";"722";"0";"2";"0";"0";"0";"0";"0";"0";"0";"722";"0";"0";"722";"15";"6";"9";"0";"707";"273";"434"
"1ba4-fe9d-1b49-8662-3205-5a83-af21-f309";"121309";"30";"6";"wieś";"stały";"Remiza OSP w Graboszycach, ul. św. Andrzeja 6, 32-640 Graboszyce";"gm. Zator";"oświęcimski";"małopolskie";"560";"620";"178";"382";"0";"3";"0";"0";"0";"0";"0";"0";"0";"382";"0";"0";"382";"11";"3";"8";"0";"371";"141";"230"
"4aae-9782-0417-4258-a9f9-1c50-4a6a-8d91";"121309";"30";"7";"wieś";"stały";"Szkoła Podstawowa w Łowiczkach, ul. Centralna 56, 32-640 Łowiczki";"gm. Zator";"oświęcimski";"małopolskie";"370";"409";"142";"228";"0";"0";"0";"0";"0";"0";"0";"0";"0";"228";"0";"0";"228";"7";"2";"5";"0";"221";"79";"142"
"a6c2-e5d8-5907-fa6b-9a65-85f9-c003-6912";"121309";"30";"8";"wieś";"stały";"Szkoła Podstawowa w Grodzisku, ul. Grodowa 3, 32-640 Grodzisko";"gm. Zator";"oświęcimski";"małopolskie";"370";"408";"115";"255";"0";"1";"0";"0";"0";"0";"0";"0";"0";"255";"0";"0";"255";"4";"0";"4";"0";"251";"85";"166"
"0957-066d-f22b-43f7-d581-3a39-1d52-72d8";"121309";"30";"9";"wieś";"stały";"Szkoła Podstawowa w Smolicach, ul. Edukacyjna 3, 32-640 Smolice";"gm. Zator";"oświęcimski";"małopolskie";"459";"507";"164";"295";"0";"0";"0";"0";"0";"0";"0";"0";"0";"295";"0";"0";"295";"8";"2";"6";"0";"287";"109";"178"
"adcd-22f8-b8cf-3792-ba2f-50e1-70e3-4a87";"121309";"30";"10";"miasto";"stały";"Zespół Szkół Ogólnokształcących w Zatorze, ul. Kongresowa 11, 32-640 Zator";"gm. Zator";"oświęcimski";"małopolskie";"1105";"1206";"295";"810";"0";"11";"0";"0";"0";"0";"0";"0";"0";"806";"0";"0";"806";"17";"5";"12";"0";"789";"452";"337"
"d1c4-7189-be4b-9a61-8b36-b759-ea07-cbe8";"121309";"30";"11";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Zatorze, ul. Jana Pawła II 3, 32-640 Zator";"gm. Zator";"oświęcimski";"małopolskie";"124";"66";"109";"15";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"15";"1";"0";"1";"0";"14";"1";"13"
"06a6-b2e5-677e-41f9-9d6d-d587-274e-8de9";"121501";"30";"1";"miasto";"stały";"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów";"m. Jordanów";"suski";"małopolskie";"1141";"1250";"381";"760";"2";"11";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"26";"12";"14";"0";"734";"248";"486"
"fa07-3cfc-14b3-8a32-57cd-cfdf-61ef-c9e7";"121501";"30";"2";"miasto";"stały";"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów";"m. Jordanów";"suski";"małopolskie";"1019";"1114";"359";"660";"3";"0";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"17";"7";"10";"0";"643";"205";"438"
"2449-8c18-6c6e-5cc7-3202-aa9a-ed7f-38d4";"121501";"30";"3";"miasto";"stały";"Szkoła Podstawowa, ul. Konopnickiej 2, 34-240 Jordanów";"m. Jordanów";"suski";"małopolskie";"1179";"1249";"385";"794";"1";"2";"0";"0";"0";"0";"0";"0";"0";"794";"0";"0";"794";"30";"13";"17";"0";"764";"343";"421"
"bb24-7d5b-7ee7-931e-cd1d-c8a3-73f3-7c86";"121501";"30";"4";"miasto";"stały";"Szkoła Podstawowa, ul. Kolejowa 7, 34-240 Jordanów";"m. Jordanów";"suski";"małopolskie";"501";"540";"165";"336";"1";"3";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"12";"5";"7";"0";"324";"138";"186"
"a58c-f415-a2e5-0d7a-a6a5-4f91-a3e3-a683";"121502";"30";"1";"miasto";"stały";"Szkoła Podstawowa Nr 2, ul. Zasypnicka 1, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"1848";"2007";"572";"1276";"3";"6";"0";"0";"0";"0";"0";"0";"0";"1276";"0";"1";"1275";"35";"13";"22";"0";"1240";"587";"653"
"48b8-38d6-f7ea-df81-adcb-2244-2b1b-2ac1";"121502";"30";"2";"miasto";"stały";"Zespół Szkół im. W. Witosa, ul. Spółdzielców 1, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"780";"851";"206";"574";"3";"13";"0";"0";"0";"0";"0";"0";"0";"573";"0";"0";"573";"24";"6";"18";"0";"549";"294";"255"
"baff-530b-c2e2-c1df-7400-41bd-f289-bee8";"121502";"30";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. płk. Tadeusza Semika 3, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"839";"899";"253";"586";"0";"4";"0";"0";"0";"0";"0";"0";"0";"586";"0";"0";"586";"22";"9";"13";"0";"564";"319";"245"
"81c2-f9d8-613a-87a5-67dd-3736-7319-1bbe";"121502";"30";"4";"miasto";"stały";"Urząd Miasta, ul. Mickiewicza 19, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"889";"983";"294";"595";"0";"12";"0";"0";"0";"0";"0";"0";"0";"595";"0";"0";"595";"11";"0";"11";"0";"584";"318";"266"
"f5c1-8e48-b7d0-3df0-50db-82b5-9ffe-1993";"121502";"30";"5";"miasto";"stały";"Zespół Szkół im. W. Goetla, ul. Kościelna 5, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"1489";"1682";"472";"1017";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1017";"0";"0";"1017";"43";"21";"22";"0";"974";"454";"520"
"4531-a386-0926-63f7-d864-2cd1-cc8f-212c";"121502";"30";"6";"miasto";"stały";"Filia Szkoły Podstawowej Nr 2, ul. Błądzonka 118, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"840";"914";"248";"592";"2";"3";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"20";"3";"17";"0";"572";"210";"362"
"2dfd-07bd-9e8b-8025-572c-fc58-cf9c-444a";"121502";"30";"7";"miasto";"zakład leczniczy";"Szpital, ul. Szpitalna 22, 34-200 Sucha Beskidzka";"m. Sucha Beskidzka";"suski";"małopolskie";"199";"169";"142";"57";"0";"9";"0";"0";"0";"0";"0";"0";"0";"57";"0";"0";"57";"1";"0";"1";"0";"56";"11";"45"
"e763-97aa-3453-2384-3ed1-a474-240e-c8ef";"121503";"30";"1";"wieś";"stały";"Dom Wiejski, Bieńkówka 523, 34-212 Bieńkówka";"gm. Budzów";"suski";"małopolskie";"1520";"1674";"560";"960";"0";"2";"0";"0";"0";"0";"0";"0";"0";"960";"0";"0";"960";"37";"12";"25";"0";"923";"179";"744"
"11b5-e550-cea4-fa2c-dfd4-997e-37c0-35b6";"121503";"30";"2";"wieś";"stały";"Szkoła Podstawowa Nr 1, Budzów 553, 34-211 Budzów";"gm. Budzów";"suski";"małopolskie";"1980";"2169";"819";"1161";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1161";"0";"0";"1161";"36";"8";"28";"0";"1125";"326";"799"
"c70b-62f7-6701-ea0a-b5ac-a263-f8c0-e3a6";"121503";"30";"3";"wieś";"stały";"Gminny Ośrodek Kultury, Jachówka 232, 34-211 Budzów";"gm. Budzów";"suski";"małopolskie";"700";"758";"225";"475";"2";"1";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"18";"6";"12";"0";"457";"116";"341"
"7272-98a2-d75e-7774-08d9-f213-b0be-099b";"121503";"30";"4";"wieś";"stały";"Szkoła Podstawowa, Baczyn 100, 34-211 Budzów";"gm. Budzów";"suski";"małopolskie";"650";"714";"242";"408";"1";"2";"0";"0";"0";"0";"0";"0";"0";"408";"0";"0";"408";"18";"2";"16";"0";"390";"101";"289"
"b1f3-2944-03fe-1f61-3b74-bcb7-7875-194c";"121503";"30";"5";"wieś";"stały";"Szkoła Podstawowa, Palcza 195, 34-211 Budzów";"gm. Budzów";"suski";"małopolskie";"910";"998";"371";"539";"1";"1";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"22";"6";"16";"0";"517";"87";"430"
"6b6a-de6d-3c6b-84f2-c70c-582d-0d32-125d";"121503";"30";"6";"wieś";"stały";"Szkoła Podstawowa, Zachełmna 112, 34-211 Budzów";"gm. Budzów";"suski";"małopolskie";"390";"424";"165";"225";"0";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"4";"0";"4";"0";"221";"60";"161"
"7a3d-ccb0-0c7c-706e-b8aa-5202-5b49-a513";"121504";"30";"1";"wieś";"stały";"Remiza OSP (sala OSP), Bystra Podhalańska 373, 34-235 Bystra Podhalańska";"gm. Bystra-Sidzina";"suski";"małopolskie";"1358";"1472";"535";"823";"4";"4";"0";"0";"0";"0";"0";"0";"0";"823";"0";"0";"823";"31";"10";"21";"0";"792";"218";"574"
"e648-3441-19a1-96e7-7a23-3eb2-1cd4-545a";"121504";"30";"2";"wieś";"stały";"Remiza OSP (sala OSP), Bystra Podhalańska 373, 34-235 Bystra Podhalańska";"gm. Bystra-Sidzina";"suski";"małopolskie";"980";"1071";"441";"539";"0";"1";"0";"0";"0";"0";"0";"0";"0";"539";"0";"0";"539";"30";"3";"27";"0";"509";"140";"369"
"cdb6-c80e-2138-70ca-2423-27a6-0def-9f53";"121504";"30";"3";"wieś";"stały";"Remiza OSP (sala OSP), Sidzina 998, 34-236 Sidzina";"gm. Bystra-Sidzina";"suski";"małopolskie";"1289";"1430";"527";"762";"1";"10";"0";"0";"0";"0";"0";"0";"0";"762";"0";"0";"762";"23";"4";"19";"0";"739";"184";"555"
"ee17-fc56-3cd2-a736-db9b-c1fe-7575-4272";"121504";"30";"4";"wieś";"stały";"Remiza OSP (sala Lasów Ekwiwalentowych), Sidzina 998, 34-236 Sidzina";"gm. Bystra-Sidzina";"suski";"małopolskie";"1226";"1361";"486";"740";"0";"15";"0";"0";"0";"0";"0";"0";"0";"740";"0";"0";"740";"22";"2";"20";"0";"718";"115";"603"
"1f96-f463-312d-f730-df33-8fbd-a87b-fe33";"121505";"30";"1";"wieś";"stały";"Szkoła Podstawowa, Łętownia 286, 34-242 Łętownia";"gm. Jordanów";"suski";"małopolskie";"1980";"2174";"714";"1266";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1265";"0";"0";"1265";"25";"5";"20";"0";"1240";"250";"990"
"0ab4-de34-209e-2278-2921-57a0-3bdd-ce7a";"121505";"30";"2";"wieś";"stały";"Szkoła Podstawowa, Naprawa 378, 34-240 Jordanów";"gm. Jordanów";"suski";"małopolskie";"1450";"1578";"536";"914";"0";"2";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"22";"8";"14";"0";"892";"204";"688"
"39e5-1867-b969-78fc-c76e-0f35-50fb-aca5";"121505";"30";"3";"wieś";"stały";"Szkoła Podstawowa, Osielec 440, 34-234 Osielec";"gm. Jordanów";"suski";"małopolskie";"1070";"1169";"360";"710";"3";"2";"0";"0";"0";"0";"0";"0";"0";"710";"0";"0";"710";"23";"4";"19";"0";"687";"154";"533"
"7738-ad99-d3a9-c8fd-921e-3a20-18d2-2a3a";"121505";"30";"4";"wieś";"stały";"Szkoła Podstawowa, Osielec 440, 34-234 Osielec";"gm. Jordanów";"suski";"małopolskie";"1120";"1231";"357";"763";"0";"7";"0";"0";"0";"0";"0";"0";"0";"763";"0";"0";"763";"29";"4";"25";"0";"734";"176";"558"
"c171-341e-a974-d3c5-d88d-271c-420c-a8cc";"121505";"30";"5";"wieś";"stały";"Szkoła Podstawowa, Toporzysko 166, 34-240 Jordanów";"gm. Jordanów";"suski";"małopolskie";"1559";"1710";"653";"906";"2";"5";"0";"0";"0";"0";"0";"0";"0";"904";"0";"0";"904";"18";"1";"17";"0";"886";"171";"715"
"a157-6002-20fb-8ad9-d735-00ee-9618-94a6";"121505";"30";"6";"wieś";"stały";"Szkoła Podstawowa, Wysoka 42, 34-240 Jordanów";"gm. Jordanów";"suski";"małopolskie";"620";"686";"235";"385";"0";"2";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"5";"2";"3";"0";"380";"58";"322"
"dfcb-fdeb-399f-22ea-78ca-203b-fdbe-e520";"121505";"30";"7";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej, Łętownia 353, 34-242 Łętownia";"gm. Jordanów";"suski";"małopolskie";"50";"63";"6";"44";"0";"0";"0";"0";"0";"0";"0";"0";"0";"44";"0";"0";"44";"3";"0";"3";"0";"41";"6";"35"
"297e-6dac-4aac-2ad6-2d49-ba3f-6bb6-8047";"121506";"30";"1";"miasto";"stały";"Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich, ul. Szkolna 3, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"920";"1001";"312";"608";"0";"2";"0";"0";"0";"0";"0";"0";"0";"608";"0";"0";"608";"14";"5";"9";"0";"594";"217";"377"
"829a-fad7-4aba-386c-85a2-a835-2c6e-1402";"121506";"30";"2";"miasto";"stały";"Zespół Szkół, ul. Wolności 53, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"1680";"1834";"506";"1174";"2";"22";"0";"0";"0";"0";"0";"0";"0";"1174";"0";"0";"1174";"42";"9";"33";"0";"1132";"567";"565"
"b7f7-f105-b7f6-8a20-936b-4f5e-4ac9-04a2";"121506";"30";"3";"miasto";"stały";"Dom Kultury, ul. Kościuszki 3, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"1600";"1710";"528";"1072";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1072";"0";"0";"1072";"37";"8";"29";"0";"1035";"482";"553"
"e2ac-1757-b816-3d40-8075-013f-9103-e4f1";"121506";"30";"4";"wieś";"stały";"Szkoła Podstawowa, Białka 334, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"1840";"1997";"632";"1208";"0";"7";"0";"0";"0";"0";"0";"0";"0";"1208";"0";"0";"1208";"42";"17";"25";"0";"1166";"440";"726"
"23a9-5a76-a613-2fa9-cee0-7831-6cb4-2a9b";"121506";"30";"5";"wieś";"stały";"Szkoła Podstawowa, Grzechynia 314, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"1679";"1831";"566";"1113";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1113";"0";"0";"1113";"35";"7";"28";"0";"1078";"240";"838"
"9fc9-1269-67df-3c5e-693f-270e-5ab4-68b1";"121506";"30";"6";"wieś";"stały";"Szkoła Podstawowa, Juszczyn 268, 34-231 Juszczyn";"gm. Maków Podhalański";"suski";"małopolskie";"1800";"1961";"601";"1199";"1";"9";"0";"0";"0";"0";"0";"0";"0";"1199";"0";"0";"1199";"33";"6";"27";"0";"1166";"170";"996"
"9a7d-28bf-e212-f216-b555-f44e-e13c-c346";"121506";"30";"7";"wieś";"stały";"Szkoła Podstawowa, Kojszówka 154, 34-231 Juszczyn";"gm. Maków Podhalański";"suski";"małopolskie";"489";"532";"143";"346";"0";"0";"0";"0";"0";"0";"0";"0";"0";"346";"0";"0";"346";"4";"1";"3";"0";"342";"67";"275"
"3e47-45f6-b6dc-4785-0244-14fe-8391-1b05";"121506";"30";"8";"wieś";"stały";"Szkoła Podstawowa, Wieprzec 100, 34-231 Juszczyn";"gm. Maków Podhalański";"suski";"małopolskie";"490";"534";"171";"319";"1";"4";"0";"0";"0";"0";"0";"0";"0";"319";"0";"0";"319";"14";"2";"12";"0";"305";"87";"218"
"b964-9a7a-8359-9b6e-5ae1-a196-f7d8-6db5";"121506";"30";"9";"wieś";"stały";"Dom Ludowy, Żarnówka 366, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"920";"992";"258";"662";"1";"5";"0";"0";"0";"0";"0";"0";"0";"662";"0";"0";"662";"17";"7";"10";"0";"645";"124";"521"
"2539-2346-0798-fcca-d23d-b8ac-2f40-22c3";"121506";"30";"10";"miasto";"zakład leczniczy";"Zakład Opieki Długoterminowej, ul. Mickiewicza 7, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"145";"117";"119";"26";"0";"0";"0";"0";"0";"0";"0";"0";"0";"26";"0";"0";"26";"4";"1";"3";"0";"22";"4";"18"
"9e10-ef44-1a77-835e-53d2-7a1f-7d1d-e045";"121506";"30";"11";"miasto";"zakład leczniczy";"Szpital, al. Kasztanowa 17, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"100";"84";"90";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"10";"2";"0";"2";"0";"8";"1";"7"
"47c1-7302-c3b6-13a0-1c93-13b8-1ffa-795a";"121506";"30";"12";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej, ul. Żeromskiego 17, 34-220 Maków Podhalański";"gm. Maków Podhalański";"suski";"małopolskie";"53";"52";"29";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"24";"7";"0";"7";"0";"17";"6";"11"
"0e5f-4968-2772-895b-0f28-9990-cfd8-48ec";"121507";"30";"1";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Krzeszów 216, 34-206 Krzeszów";"gm. Stryszawa";"suski";"małopolskie";"1209";"1335";"445";"764";"1";"9";"0";"0";"0";"0";"0";"0";"0";"764";"0";"0";"764";"24";"1";"23";"0";"740";"198";"542"
"3020-c67e-cf4d-8705-2547-9608-d5c7-a3e1";"121507";"30";"2";"wieś";"stały";"Szkoła Podstawowa, Kuków 52, 34-206 Krzeszów";"gm. Stryszawa";"suski";"małopolskie";"619";"688";"204";"415";"0";"7";"0";"0";"0";"0";"0";"0";"0";"415";"0";"0";"415";"17";"2";"15";"0";"398";"131";"267"
"bb28-5315-4bac-e189-9c44-0b53-f502-1324";"121507";"30";"3";"wieś";"stały";"Warsztat Terapii Zajęciowej, Kuków 157, 34-206 Krzeszów";"gm. Stryszawa";"suski";"małopolskie";"541";"583";"160";"381";"0";"5";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"10";"2";"8";"0";"371";"100";"271"
"1b96-c142-3b78-6b0e-cd04-5470-4080-aa6f";"121507";"30";"4";"wieś";"stały";"Szkoła Podstawowa Nr 2, Stryszawa 278B, 34-205 Stryszawa";"gm. Stryszawa";"suski";"małopolskie";"1916";"2015";"638";"1278";"1";"11";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"0";"1278";"20";"17";"3";"0";"1258";"448";"810"
"b3fd-410e-3a0d-c486-32c8-36c3-0ee9-6388";"121507";"30";"5";"wieś";"stały";"Zespół Szkoły i Schroniska Młodzieżowego, Stryszawa 400A, 34-205 Stryszawa";"gm. Stryszawa";"suski";"małopolskie";"1992";"2171";"620";"1372";"5";"7";"0";"0";"0";"0";"0";"0";"0";"1371";"0";"0";"1371";"50";"11";"39";"0";"1321";"316";"1005"
"e570-13e2-dc42-78ba-2cc2-2d1c-c4b8-6b45";"121507";"30";"6";"wieś";"stały";"Zespół Szkolno – Przedszkolny, Lachowice 232B, 34-232 Lachowice";"gm. Stryszawa";"suski";"małopolskie";"1539";"1696";"469";"1070";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1068";"0";"0";"1068";"41";"7";"34";"0";"1027";"346";"681"
"4d69-a89d-e424-8257-c2e4-6e53-72d5-248d";"121507";"30";"7";"wieś";"stały";"Szkoła Podstawowa, Kurów 101A, 34-233 Hucisko";"gm. Stryszawa";"suski";"małopolskie";"460";"515";"173";"287";"3";"4";"0";"0";"0";"0";"0";"0";"0";"287";"0";"0";"287";"13";"1";"12";"0";"274";"78";"196"
"64a8-c14e-1054-d599-a41b-ad0d-12c6-ff1e";"121507";"30";"8";"wieś";"stały";"Szkoła Podstawowa, Pewelka 63, 34-233 Hucisko";"gm. Stryszawa";"suski";"małopolskie";"450";"492";"142";"308";"0";"7";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"10";"2";"8";"0";"298";"103";"195"
"be84-302d-08de-006d-4c12-a1b8-8847-376a";"121508";"30";"1";"wieś";"stały";"Zespół Szkolno Przedszkolny w Skawicy, Skawica 278, 34-221 Skawica";"gm. Zawoja";"suski";"małopolskie";"1510";"1672";"596";"914";"2";"9";"0";"0";"0";"0";"0";"0";"0";"914";"0";"0";"914";"18";"3";"15";"0";"896";"191";"705"
"f4b3-6d94-7817-a826-9111-1cd3-9ccd-6443";"121508";"30";"2";"wieś";"stały";"Remiza OSP w Skawicy Sucha Góra, Skawica 671, 34-221 Skawica";"gm. Zawoja";"suski";"małopolskie";"329";"373";"149";"180";"0";"1";"0";"0";"0";"0";"0";"0";"0";"180";"0";"0";"180";"3";"1";"2";"0";"177";"28";"149"
"4140-a4ec-1ec2-466c-7324-ff66-f861-be7b";"121508";"30";"3";"wieś";"stały";"Dom Pobytu Dziennego w Zawoi Przysłop, Zawoja 886, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"218";"265";"52";"166";"1";"17";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"10";"4";"6";"0";"156";"36";"120"
"4d47-1815-43b5-6a84-7d9b-6414-d7c6-c450";"121508";"30";"4";"wieś";"stały";"Remiza OSP Zawoja Dolna, Zawoja 2700, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"882";"968";"298";"584";"1";"9";"0";"0";"0";"0";"0";"0";"0";"584";"0";"0";"584";"20";"6";"14";"0";"564";"136";"428"
"d6ab-6eee-a060-4031-f740-64cb-5105-91a4";"121508";"30";"5";"wieś";"stały";"Dom Parafialny w Zawoi Centrum (sala widowiskowa BCK), Zawoja 1551, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"1539";"1740";"531";"1008";"2";"51";"0";"0";"0";"0";"0";"0";"0";"1008";"0";"0";"1008";"46";"18";"28";"0";"962";"317";"645"
"18d4-a3fc-43f2-1727-8a3a-0b29-2f3a-c864";"121508";"30";"6";"wieś";"stały";"Szkolne Schronisko Młodzieżowe w Zawoi Wełcza, Zawoja 991, 34-222 Zawoja";"gm. Zawoja";"suski";"małopolskie";"410";"463";"129";"281";"1";"6";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"5";"2";"3";"0";"276";"57";"219"
