"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Jakub Jan FILIPOWICZ";"Krzysztof Stefan HABURA";"Maciej Adam ŁUCZAK"
"8c92-5699-1631-248e-15fc-c504-ce04-57f2";"100301";"26";"1";"wieś";"stały";"Szkoła Podstawowa, Szkolna 3, 98-113 Buczek";"gm. Buczek";"łaski";"łódzkie";"1750";"1936";"546";"1204";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1204";"0";"0";"1204";"24";"5";"19";"0";"1180";"203";"325";"652"
"e03f-c408-6bfb-3680-743b-f8bc-c019-2a5a";"100301";"26";"2";"wieś";"stały";"Budynek OSP, Brodnia Górna 45, 98-113 Buczek";"gm. Buczek";"łaski";"łódzkie";"476";"525";"170";"308";"0";"3";"0";"0";"0";"0";"0";"0";"0";"308";"0";"0";"308";"7";"0";"7";"0";"301";"47";"64";"190"
"d901-468a-0058-2d26-2a96-0edc-3782-6b5b";"100301";"26";"3";"wieś";"stały";"Szkoła Podstawowa, Czestków B 10c, 98-113 Buczek";"gm. Buczek";"łaski";"łódzkie";"600";"667";"164";"436";"0";"2";"0";"0";"0";"0";"0";"0";"0";"436";"0";"0";"436";"6";"4";"2";"0";"430";"80";"97";"253"
"b8f4-8731-e222-1bf6-d332-9fa3-f0b7-65d3";"100301";"26";"4";"wieś";"stały";"Budynek po byłej szkole, Malenia 1, 98-113 Buczek";"gm. Buczek";"łaski";"łódzkie";"390";"433";"145";"245";"0";"3";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"9";"1";"8";"0";"236";"32";"42";"162"
"b469-9b0b-a3f6-fa36-cd84-05d2-ce47-25da";"100301";"26";"5";"wieś";"stały";"Budynek OSP, Luciejów 50a, 98-113 Buczek";"gm. Buczek";"łaski";"łódzkie";"433";"479";"169";"264";"0";"0";"0";"0";"0";"0";"0";"0";"0";"264";"0";"0";"264";"3";"1";"2";"0";"261";"33";"77";"151"
"787b-9350-d2c6-086a-e56c-c1a5-e052-d8a5";"100302";"26";"1";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. Gabriela Narutowicza 28, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1508";"1631";"412";"1095";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1095";"0";"0";"1095";"21";"8";"13";"0";"1074";"189";"491";"394"
"d637-8ce5-8175-e3f6-89eb-b689-1691-5a1d";"100302";"26";"2";"miasto";"stały";"Łaski Dom Kultury, ul. Gabriela Narutowicza 11, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1508";"1646";"485";"1023";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1021";"0";"0";"1021";"33";"15";"18";"0";"988";"173";"354";"461"
"87c6-bf08-5c8e-6c6f-99d4-928b-5595-f456";"100302";"26";"3";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. 9 Maja 12, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1271";"1403";"451";"820";"0";"3";"0";"0";"0";"0";"0";"0";"0";"820";"0";"0";"820";"21";"4";"17";"0";"799";"121";"278";"400"
"0a5b-6731-442b-59a5-933f-74c9-ebea-1fb0";"100302";"26";"4";"miasto";"stały";"Specjalny Ośrodek Szkolno-Wychowawczy, ul. Adama Mickiewicza 6, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1267";"1387";"277";"990";"1";"4";"0";"0";"0";"0";"0";"0";"0";"989";"0";"0";"989";"17";"6";"11";"0";"972";"169";"409";"394"
"c915-b79d-0ee9-f70a-e5b5-b40a-c0cb-1470";"100302";"26";"5";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Inki-Danuty Siedzikówny (wejście od ul. Stefana Batorego 31) 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1181";"1293";"396";"785";"2";"1";"0";"0";"0";"0";"0";"0";"0";"785";"0";"0";"785";"21";"4";"17";"0";"764";"106";"323";"335"
"9814-0b65-469e-26bd-f524-e4c4-b0e4-f79f";"100302";"26";"6";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Inki-Danuty Siedzikówny (wejście główne od ul. Inki-Danuty Siedzikówny) 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1019";"1118";"250";"769";"3";"0";"0";"0";"0";"0";"0";"0";"0";"769";"0";"0";"769";"20";"6";"14";"0";"749";"111";"318";"320"
"91f6-0f0e-8eec-1563-bdd3-81cd-54d2-a688";"100302";"26";"7";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Szkolna 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1630";"1802";"384";"1246";"0";"0";"1";"1";"0";"0";"0";"0";"1";"1247";"1";"0";"1247";"24";"7";"17";"0";"1223";"237";"490";"496"
"9bab-696e-0d7a-9820-dbd1-4c10-3bb8-9c27";"100302";"26";"8";"miasto";"stały";"Zespół Szkół Ogólnokształcących, ul. Toruńska 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1587";"1756";"565";"1022";"1";"18";"0";"0";"0";"0";"0";"0";"0";"1022";"0";"1";"1021";"21";"1";"20";"0";"1000";"157";"446";"397"
"7169-efdd-39c6-b180-ccec-b514-b0cf-170f";"100302";"26";"9";"miasto";"stały";"Przedszkole Publiczne nr 4, ul. Łączna 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1610";"1773";"449";"1158";"1";"7";"0";"0";"0";"0";"0";"0";"0";"1158";"0";"8";"1150";"21";"4";"17";"0";"1129";"166";"534";"429"
"cc39-c707-fe97-76df-0b62-15e6-4980-78c0";"100302";"26";"10";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Łopatkach, Łopatki 24, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"663";"734";"268";"395";"0";"0";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"11";"4";"7";"0";"384";"66";"109";"209"
"12dc-a5ae-78b0-02c5-5b3b-34cb-f6a7-57d9";"100302";"26";"11";"wieś";"stały";"Szkoła Podstawowa w Okupie, Okup Mały ul. Akacjowa 4, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1052";"1161";"407";"645";"2";"0";"0";"0";"0";"0";"0";"0";"0";"645";"0";"0";"645";"20";"3";"17";"0";"625";"119";"183";"323"
"d9a6-6d10-f9a2-79d0-b127-2330-9693-3ce1";"100302";"26";"12";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Teodorach, Teodory 62, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1229";"1364";"330";"899";"0";"3";"1";"1";"0";"0";"0";"0";"1";"900";"1";"0";"900";"14";"2";"12";"0";"886";"159";"343";"384"
"1cda-ee09-fd77-903b-f0f9-c78e-a767-85e2";"100302";"26";"13";"wieś";"stały";"Szkoła Podstawowa Nr 1, ul. 9 Maja 12, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"785";"865";"213";"572";"0";"4";"0";"0";"0";"0";"0";"0";"0";"572";"0";"0";"572";"9";"4";"5";"0";"563";"114";"193";"256"
"a6b7-8b13-97e1-23a4-440b-36d0-eb0f-b507";"100302";"26";"14";"wieś";"stały";"Szkoła Podstawowa w Bałuczu, Bałucz 32, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1000";"1096";"368";"632";"1";"2";"0";"0";"0";"0";"0";"0";"0";"632";"0";"0";"632";"10";"2";"8";"0";"622";"106";"125";"391"
"f1b1-f940-1b47-203c-7125-8e7e-7446-4fd8";"100302";"26";"15";"wieś";"stały";"Niepubliczna Szkoła Podstawowa we Wrzeszczewicach, Wrzeszczewice 14, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"615";"678";"261";"354";"0";"0";"0";"0";"0";"0";"0";"0";"0";"354";"0";"0";"354";"8";"2";"6";"0";"346";"51";"74";"221"
"8d66-b873-1ee3-d555-7daa-a917-e158-ba8b";"100302";"26";"16";"wieś";"stały";"Szkoła Podstawowa w Wiewiórczynie, Wiewiórczyn ul. Szkolna 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1055";"1159";"365";"690";"0";"1";"0";"0";"0";"0";"0";"0";"0";"690";"0";"0";"690";"14";"6";"8";"0";"676";"117";"203";"356"
"32f1-641d-97ef-30fd-aabf-bfb4-adb1-4ba8";"100302";"26";"17";"wieś";"stały";"Szkoła Podstawowa w Wiewiórczynie, Wiewiórczyn ul. Szkolna 1, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"1125";"1230";"430";"695";"0";"0";"0";"0";"0";"0";"0";"0";"0";"695";"0";"0";"695";"14";"3";"11";"0";"681";"92";"258";"331"
"9f87-348e-4785-e495-930e-21d0-a7d7-583e";"100302";"26";"18";"miasto";"zakład leczniczy";"Szpital w Łasku, ul. Warszawska 62A, 98-100 Łask";"gm. Łask";"łaski";"łódzkie";"100";"101";"36";"64";"0";"2";"0";"0";"0";"0";"0";"0";"0";"64";"0";"0";"64";"4";"0";"4";"0";"60";"6";"15";"39"
"21be-c338-fe75-ad4b-ba4b-02f8-5023-fd44";"100303";"26";"1";"wieś";"stały";"Zespół Szkół Ogólnokształcących Nr 1 w Sędziejowicach, Powstańców 1863 roku 6, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"872";"935";"326";"546";"0";"0";"0";"0";"0";"0";"0";"0";"0";"546";"0";"0";"546";"9";"2";"7";"0";"537";"70";"148";"319"
"f724-caea-af76-636c-382b-48ef-9ddd-566b";"100303";"26";"2";"wieś";"stały";"Świetlica Wiejska w Osinach, Osiny 17A, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"382";"418";"159";"223";"0";"1";"0";"0";"0";"0";"0";"0";"0";"223";"0";"0";"223";"3";"1";"2";"0";"220";"26";"38";"156"
"997a-12f8-342d-3c15-b9f4-7374-dd5e-9953";"100303";"26";"3";"wieś";"stały";"Zespół Szkół w Marzeninie, Marzenin Łaska 7, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"1132";"1247";"351";"781";"0";"8";"0";"0";"0";"0";"0";"0";"0";"781";"0";"0";"781";"17";"4";"13";"0";"764";"136";"188";"440"
"c550-18fd-253d-9ed6-f902-34da-3e69-6c7e";"100303";"26";"4";"wieś";"stały";"Remiza OSP w Pruszkowie, Pruszków Główna 16, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"520";"575";"209";"311";"0";"1";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"3";"0";"3";"0";"308";"47";"66";"195"
"b0b8-457b-e4fd-7b3b-0ac0-acf1-5433-be29";"100303";"26";"5";"wieś";"stały";"Remiza OSP w Grabi, Grabia 23, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"337";"366";"110";"227";"0";"0";"0";"0";"0";"0";"0";"0";"0";"227";"0";"0";"227";"2";"0";"2";"0";"225";"28";"33";"164"
"0fa4-fd93-7680-0ded-6aa9-534c-b795-4dab";"100303";"26";"6";"wieś";"stały";"Remiza OSP w Grabnie, Grabno 2, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"716";"794";"246";"470";"0";"3";"0";"0";"0";"0";"0";"0";"0";"470";"0";"0";"470";"10";"4";"6";"0";"460";"64";"123";"273"
"dda7-0b4c-2f53-9bdf-1876-047a-e6b0-0a62";"100303";"26";"7";"wieś";"stały";"Gminny Ośrodek Kultury w Sędziejowicach, Wieluńska 7, 98-160 Sędziejowice";"gm. Sędziejowice";"łaski";"łódzkie";"770";"840";"265";"505";"0";"3";"0";"0";"0";"0";"0";"0";"0";"505";"0";"0";"505";"15";"4";"11";"0";"490";"88";"108";"294"
"8407-7abb-0054-b357-adba-343b-7bba-47f6";"100304";"26";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Widawie, Mickiewicza 3, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"1128";"1259";"439";"689";"0";"6";"0";"0";"0";"0";"0";"0";"0";"689";"0";"0";"689";"13";"3";"10";"0";"676";"83";"90";"503"
"5864-418b-7eee-e49c-25dc-edcd-22e7-5a1f";"100304";"26";"2";"wieś";"stały";"Budynek byłej Szkoły Podstawowej, Brzyków 24, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"684";"761";"255";"429";"0";"3";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"6";"1";"5";"0";"423";"57";"85";"281"
"75e7-1f5c-6af1-65ea-1a64-91ef-c6dd-6e7f";"100304";"26";"3";"wieś";"stały";"Szkoła Podstawowa, Chociw 191, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"995";"1102";"319";"676";"1";"5";"0";"0";"0";"0";"0";"0";"0";"676";"0";"0";"676";"22";"2";"20";"0";"654";"63";"149";"442"
"61ef-5b54-79d9-eaad-909a-a11a-7c9b-5898";"100304";"26";"4";"wieś";"stały";"Budynek wiejski, Zborów 18, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"660";"728";"257";"403";"0";"3";"0";"0";"0";"0";"0";"0";"0";"403";"0";"0";"403";"10";"3";"7";"0";"393";"56";"79";"258"
"2df6-7f8b-05a8-beb9-5589-9c0a-5d86-eeb1";"100304";"26";"5";"wieś";"stały";"Szkoła Podstawowa-filia Szkoły Podstawowej w Chociwiu im. Jana Pawła II, Ochle 2A, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"404";"451";"164";"240";"0";"0";"0";"0";"0";"0";"0";"0";"0";"240";"0";"0";"240";"5";"0";"5";"0";"235";"20";"50";"165"
"084c-d8ab-e7fc-1454-1454-7ac4-1362-f30d";"100304";"26";"6";"wieś";"stały";"Społeczna Szkoła Podstawowa, Restarzew Cmentarny 11, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"517";"576";"228";"289";"2";"4";"0";"0";"0";"0";"0";"0";"0";"289";"0";"0";"289";"7";"3";"4";"0";"282";"32";"30";"220"
"707e-b8b6-4d7e-b3c8-ed0f-2177-11e6-abf2";"100304";"26";"7";"wieś";"stały";"Zespół Szkół w Widawie, Wieluńska 17, 98-170 Widawa";"gm. Widawa";"łaski";"łódzkie";"1230";"1363";"362";"868";"4";"10";"0";"0";"0";"0";"0";"0";"0";"868";"0";"0";"868";"22";"8";"14";"0";"846";"155";"233";"458"
"6d7b-c04c-eecd-e920-6254-931a-fe1a-8c7b";"100305";"26";"1";"wieś";"stały";"Urząd Gminy w Wodzieradach, Wodzierady 24, 98-105 Wodzierady";"gm. Wodzierady";"łaski";"łódzkie";"1440";"1609";"402";"1038";"4";"17";"0";"0";"0";"0";"0";"0";"0";"1037";"0";"0";"1037";"21";"1";"20";"0";"1016";"150";"355";"511"
"5c7d-41fb-2edc-bea4-ad79-b017-ed57-1bd7";"100305";"26";"2";"wieś";"stały";"Zespół Szkół w Kwiatkowicach, Kwiatkowice Szkolna 17A, 98-105 Wodzierady";"gm. Wodzierady";"łaski";"łódzkie";"1080";"1198";"343";"737";"0";"8";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"16";"5";"11";"0";"721";"118";"231";"372"
"8adc-c4b5-7f9e-6adc-9730-b6da-5d54-6d46";"100801";"26";"1";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Królowej Jadwigi w Konstantynowie Łódzkim, ul. Łódzka 117, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1125";"1264";"195";"930";"2";"8";"0";"0";"0";"0";"0";"0";"0";"929";"0";"0";"929";"15";"3";"12";"0";"914";"146";"463";"305"
"c94b-5b75-1b7c-e9f1-0f69-e9f0-35a3-ef56";"100801";"26";"2";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Bolesława Ścibiorka w Konstantynowie Łódzkim, ul. Jana Kilińskiego 75, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"841";"928";"222";"619";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"0";"0";"619";"5";"0";"5";"0";"614";"102";"270";"242"
"b93b-fd3a-332c-33ad-97c8-e379-f596-541e";"100801";"26";"3";"miasto";"stały";"Szkoła Podstawowa nr 1 im. Królowej Jadwigi w Konstantynowie Łódzkim, ul. Łódzka 5/7, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1894";"2086";"507";"1387";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1387";"0";"0";"1387";"20";"5";"15";"0";"1367";"255";"677";"435"
"6eae-580b-7d4b-8c0e-31ff-df1b-d31f-40ae";"100801";"26";"4";"miasto";"stały";"Szkoła Podstawowa nr 5 im. I Armii Wojska Polskiego w Konstantynowie Łódzkim, ul. Sadowa 5/7, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1610";"1746";"461";"1149";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1149";"0";"0";"1149";"16";"4";"12";"0";"1133";"199";"489";"445"
"a69e-485e-9813-05b8-357a-3b90-8103-c4b3";"100801";"26";"5";"miasto";"stały";"Miejski Ośrodek Kultury w Konstantynowie Łódzkim, ul. Łódzka 28, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"798";"884";"234";"564";"0";"8";"0";"0";"0";"0";"0";"0";"0";"564";"0";"0";"564";"12";"5";"7";"0";"552";"78";"247";"227"
"d47e-ffb3-6676-1429-1280-a16b-f600-a27b";"100801";"26";"6";"miasto";"stały";"Konstantynowskie Centrum Pomocy Rodzinie w Konstantynowie Łódzkim, ul. Juliusza Słowackiego 11, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1679";"1837";"421";"1258";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1258";"0";"0";"1258";"29";"4";"25";"0";"1229";"199";"537";"493"
"239a-da13-fbf9-8796-80e9-2c12-c2e3-c309";"100801";"26";"7";"miasto";"stały";"Przedszkole nr 1 z Grupą Żłobkową w Konstantynowie Łódzkim, ul. Ignacego Daszyńskiego 3/5, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1640";"1809";"606";"1034";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1031";"0";"0";"1031";"29";"10";"19";"0";"1002";"179";"422";"401"
"2dda-24a3-bb4c-8138-fc50-d6cf-eb7d-2229";"100801";"26";"8";"miasto";"stały";"Konstantynowskie Stowarzyszenie Śpiewaczo-Muzyczne im. Fryderyka Chopina, ul. Zgierska 14, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"1617";"1774";"427";"1190";"2";"11";"0";"0";"0";"0";"0";"0";"0";"1190";"0";"0";"1190";"22";"5";"17";"0";"1168";"180";"507";"481"
"5e72-8eae-c962-72f4-9b88-f3b0-8e4c-e069";"100801";"26";"9";"miasto";"stały";"Ochotnicza Straż Pożarna Niesięcin w Konstantynowie Łódzkim, ul. Niesięcin 3, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"442";"493";"121";"321";"0";"3";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"9";"2";"7";"0";"312";"59";"124";"129"
"2a54-d424-7280-deab-9863-461d-4eee-f4c9";"100801";"26";"10";"miasto";"stały";"Przedszkole nr 3 BAJKA w Konstantynowie Łódzkim, ul. Lutomierska 4, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"396";"437";"80";"316";"1";"3";"0";"0";"0";"0";"0";"0";"0";"316";"0";"0";"316";"5";"0";"5";"0";"311";"29";"200";"82"
"5ca8-d8dd-504d-5f8e-fbeb-d901-ef76-ab8f";"100801";"26";"11";"miasto";"stały";"Przedszkole nr 3 BAJKA w Konstantynowie Łódzkim, ul. Lutomierska 4, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"958";"1056";"221";"737";"0";"2";"0";"0";"0";"0";"0";"0";"0";"737";"0";"0";"737";"15";"1";"14";"0";"722";"121";"304";"297"
"b5a1-7d8b-f8a9-0399-b2f1-992a-8f5e-e94b";"100801";"26";"12";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej ""Pod Dębami"" w Konstantynowie Łódzkim, ul. Bechcice 3, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"90";"94";"82";"8";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"8";"1";"1";"0";"0";"7";"0";"1";"6"
"9380-26df-10ca-1bc5-d454-24cc-ef5e-5f4a";"100801";"26";"13";"miasto";"dom pomocy społecznej";"Dom Seniora 70 PLUS w Konstantynowie Łódzkim, ul. Łódzka 27/29, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"60";"59";"48";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"2";"0";"2";"0";"10";"2";"6";"2"
"dd9b-4825-9aec-c10c-840b-027b-fce7-9b7b";"100801";"26";"14";"miasto";"zakład leczniczy";"Zakład Opieki Zdrowotnej MEDIPLAN w Konstantynowie Łódzkim, ul. Lutomierska 26 - 30A, 95-050 Konstantynów Łódzki";"m. Konstantynów Łódzki";"pabianicki";"łódzkie";"70";"58";"58";"12";"0";"0";"0";"0";"0";"0";"0";"0";"0";"12";"0";"0";"12";"1";"0";"1";"0";"11";"0";"3";"8"
"3ff1-beeb-e0d3-8c20-ca51-7567-6da0-7485";"100802";"26";"1";"miasto";"stały";"Gminna Spółdzielnia ""Samopomoc Chłopska"", ul. Torowa 25, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2289";"2491";"491";"1798";"3";"10";"0";"0";"0";"0";"0";"0";"0";"1797";"0";"9";"1788";"22";"10";"12";"0";"1766";"221";"794";"751"
"a2a8-e4c4-baf2-0a87-4b12-8ee9-c918-36b8";"100802";"26";"2";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Grzegorza Piramowicza, ul. Zamkowa 65, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"868";"960";"217";"651";"0";"3";"0";"0";"0";"0";"0";"0";"0";"651";"0";"0";"651";"15";"4";"11";"0";"636";"71";"304";"261"
"d27c-de33-3d20-c165-d452-fb00-1b03-8d16";"100802";"26";"3";"miasto";"stały";"Dom Pomocy Społecznej, ul. Łaska 86, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1782";"1972";"434";"1348";"8";"6";"0";"0";"0";"0";"0";"0";"0";"1345";"0";"0";"1345";"25";"4";"21";"0";"1320";"192";"705";"423"
"ef6a-feb2-7d1f-140e-698c-36ed-d931-518f";"100802";"26";"4";"miasto";"stały";"Dom Pomocy Społecznej, ul. Wiejska 55/61, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2084";"2276";"433";"1651";"9";"6";"0";"0";"0";"0";"0";"0";"0";"1646";"0";"0";"1646";"35";"16";"19";"0";"1611";"191";"872";"548"
"4642-e475-63e7-81bd-9aa6-c12a-72be-66df";"100802";"26";"5";"miasto";"stały";"I Liceum Ogólnokształcące im. Jędrzeja Śniadeckiego, ul. Stanisława Moniuszki 132, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2063";"2264";"585";"1478";"4";"20";"0";"0";"0";"0";"0";"0";"0";"1477";"0";"2";"1475";"36";"1";"35";"0";"1439";"213";"755";"471"
"f6bf-36dd-05c6-6cc6-5733-a477-1399-881c";"100802";"26";"6";"miasto";"stały";"Szkoła Podstawowa nr 13 im. Stefanii Sempołowskiej, ul. Jana Pawła II 16, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"975";"1071";"263";"712";"3";"0";"1";"1";"0";"0";"0";"0";"1";"712";"1";"0";"712";"16";"3";"13";"0";"696";"82";"345";"269"
"a339-84d3-7084-ddbe-0831-24c4-6c64-8934";"100802";"26";"7";"miasto";"stały";"Młodzieżowy Dom Kultury, ul. gen. Kazimierza Pułaskiego 38, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2230";"2449";"773";"1457";"1";"1";"1";"1";"0";"0";"0";"0";"1";"1458";"1";"0";"1458";"29";"7";"22";"0";"1429";"185";"685";"559"
"51ff-739f-56ee-2326-bcba-af3e-0b03-0828";"100802";"26";"8";"miasto";"stały";"Szkoła Podstawowa nr 5 im. Grzegorza Piramowicza, ul. Zamkowa 65, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1945";"2155";"642";"1303";"0";"6";"0";"0";"0";"0";"0";"0";"0";"1301";"0";"1";"1300";"28";"14";"14";"0";"1272";"148";"653";"471"
"579a-d24d-5f29-9dd9-46b2-2b63-5b39-04d1";"100802";"26";"9";"miasto";"stały";"Szkoła Podstawowa nr 15 im. Armii Krajowej, ul. Marii Skłodowskiej-Curie 5, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"2020";"2195";"650";"1370";"11";"2";"0";"0";"0";"0";"0";"0";"0";"1370";"0";"0";"1370";"25";"5";"20";"0";"1345";"160";"708";"477"
"d2b7-0a0f-785f-1986-9234-8b5f-5047-124e";"100802";"26";"10";"miasto";"stały";"Szkoła Podstawowa nr 2 im. Jana Pawła II, ul. Tkacka 15, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1947";"2160";"470";"1477";"2";"3";"0";"0";"0";"0";"0";"0";"0";"1477";"0";"0";"1477";"27";"7";"20";"0";"1450";"207";"757";"486"
"84d6-2f8d-ec87-aa02-4885-f692-3956-a2ca";"100802";"26";"11";"miasto";"stały";"Przedszkole Miejskie nr 2, ul. Cicha 26, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1871";"2078";"568";"1303";"5";"4";"1";"1";"0";"0";"0";"0";"1";"1302";"1";"0";"1302";"26";"9";"17";"0";"1276";"159";"633";"484"
"90dc-8558-afe1-878b-12b4-049b-1a5c-9bf8";"100802";"26";"12";"miasto";"stały";"Lokal Związku Nauczycielstwa Polskiego, ul. Jana Kilińskiego 8a, 95-200 Pabianice";"m. Pabianice";"pabianicki";"łódzkie";"1700";"1876";"737";"963";"2";"2";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"17";"1";"16";"0";"946";"114";"486";"346"
