"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Elżbieta Agnieszka KOMOSA";"Marta Ewelina MICHALSKA-WILK";"Wojciech SKURKIEWICZ"
"9642-5664-421e-c8ea-f730-a9dd-364f-cdd8";"142503";"50";"2";"miasto";"stały";"Szkoła Podstawowa w Iłży, ul. Wójtowska 5, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"1132";"1250";"407";"725";"0";"1";"0";"0";"0";"0";"0";"0";"0";"725";"0";"0";"725";"13";"3";"10";"0";"712";"88";"243";"381"
"a394-e48d-4b59-1404-9f02-97a1-562e-4fb8";"142503";"50";"3";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych w Iłży, ul. Błazińska 5, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"743";"813";"303";"440";"1";"6";"1";"1";"0";"0";"0";"0";"1";"441";"1";"0";"441";"11";"2";"9";"0";"430";"60";"132";"238"
"0941-9860-672b-a1bf-1c2e-c0e0-a7cb-9fb0";"142503";"50";"4";"wieś";"stały";"Szkoła Podstawowa w Błazinach Dolnych, Błaziny Dolne 163, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"830";"909";"321";"509";"1";"2";"0";"0";"0";"0";"0";"0";"0";"509";"0";"0";"509";"11";"2";"9";"0";"498";"66";"108";"324"
"55ec-8f2d-9d87-7a27-a117-60fa-e400-6d27";"142503";"50";"5";"wieś";"stały";"Szkoła Podstawowa w Maziarzach Starych, Maziarze Stare 40, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"530";"595";"221";"309";"0";"1";"0";"0";"0";"0";"0";"0";"0";"309";"0";"0";"309";"8";"2";"6";"0";"301";"30";"59";"212"
"a810-7e13-c1a6-6a8e-4dfb-0c98-ede3-706f";"142503";"50";"6";"wieś";"stały";"Wiejski Ośrodek Kultury w Prędocinie, Prędocin 1, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"461";"507";"180";"281";"0";"2";"0";"0";"0";"0";"0";"0";"0";"281";"0";"0";"281";"6";"1";"5";"0";"275";"30";"59";"186"
"d713-7fa3-5892-d775-47f2-c453-9030-e7d5";"142503";"50";"7";"wieś";"stały";"Szkoła Podstawowa w Seredzicach, Seredzice 109, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"1289";"1441";"597";"692";"0";"1";"0";"0";"0";"0";"0";"0";"0";"692";"0";"0";"692";"14";"5";"9";"0";"678";"75";"160";"443"
"2602-bf0e-c4b2-e62a-4db5-8170-19ff-64bd";"142503";"50";"8";"wieś";"stały";"Szkoła Podstawowa w Jasieńcu Iłżeckim, Jasieniec Iłżecki Górny 75, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"1299";"1440";"619";"680";"0";"0";"0";"0";"0";"0";"0";"0";"0";"680";"0";"0";"680";"15";"1";"14";"0";"665";"84";"148";"433"
"5403-997a-7a0e-07f7-fd30-52f6-dba3-c738";"142503";"50";"9";"wieś";"stały";"Szkoła Podstawowa w Krzyżanowicach, Krzyżanowice 137, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"833";"898";"427";"406";"0";"0";"0";"0";"0";"0";"0";"0";"0";"406";"0";"0";"406";"17";"6";"11";"0";"389";"57";"87";"245"
"06af-c8a0-27da-7d6b-8ab3-a693-6af7-7139";"142503";"50";"10";"wieś";"stały";"Szkoła Podstawowa w Alojzowie, Alojzów 6A, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"403";"436";"150";"253";"0";"0";"0";"0";"0";"0";"0";"0";"0";"253";"0";"0";"253";"11";"2";"9";"0";"242";"32";"53";"157"
"fda7-aaf8-d578-2750-4a17-66d5-16eb-f82e";"142503";"50";"11";"wieś";"stały";"Szkoła Podstawowa w Pakosławiu, Pakosław 54, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"701";"784";"253";"447";"0";"0";"0";"0";"0";"0";"0";"0";"0";"448";"0";"0";"448";"13";"2";"11";"0";"435";"61";"80";"294"
"ed38-d490-276e-7a92-d0f7-3df2-c929-0264";"142503";"50";"12";"wieś";"stały";"Remiza OSP w Chwałowicach, Chwałowice 78, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"363";"390";"177";"186";"0";"0";"0";"0";"0";"0";"0";"0";"0";"186";"0";"0";"186";"6";"2";"4";"0";"180";"27";"45";"108"
"f2e7-9e2e-8de0-942b-5ab4-50c8-e6b6-caf0";"142503";"50";"13";"wieś";"stały";"Remiza OSP w Małomierzycach, Małomierzyce 110, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"270";"294";"119";"151";"0";"0";"0";"0";"0";"0";"0";"0";"0";"151";"0";"0";"151";"6";"0";"6";"0";"145";"17";"29";"99"
"7fb6-de33-4293-4449-d998-c7ad-ca53-a5de";"142503";"50";"14";"wieś";"stały";"Świetlico-Strażnica w Jedlance Starej, Jedlanka Stara 55, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"332";"366";"121";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"211";"0";"0";"211";"7";"1";"6";"0";"204";"19";"34";"151"
"b848-9dad-5d99-fd53-1a43-c332-31fe-1301";"142503";"50";"15";"miasto";"stały";"Szkoła Podstawowa w Iłży, ul. Bodzentyńska 45, 27-100 Iłża";"gm. Iłża";"radomski";"mazowieckie";"840";"911";"313";"527";"0";"3";"0";"0";"0";"0";"0";"0";"0";"527";"0";"0";"527";"9";"1";"8";"0";"518";"72";"191";"255"
"3deb-9351-9352-0539-16ef-f855-acea-47cd";"142503";"50";"16";"miasto";"zakład leczniczy";"SP ZZOZ SZPITAL W IŁŻY, Iłża ul. Danuty Siedzikówny ""Inki"" 4, 27-100 IŁŻA";"gm. Iłża";"radomski";"mazowieckie";"150";"77";"129";"21";"0";"1";"0";"0";"0";"0";"0";"0";"0";"20";"0";"0";"20";"2";"0";"2";"0";"18";"3";"4";"11"
"8c79-4ea2-4ee7-c094-18b1-dd99-5416-f4b6";"142504";"50";"1";"wieś";"stały";"Szkoła Podstawowa w Bartodziejach, Bartodzieje 18, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"480";"530";"169";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"2";"1";"1";"0";"309";"33";"86";"190"
"eab5-df67-b6df-c49d-8c0d-5ecf-0863-d05e";"142504";"50";"2";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jastrzębi, Jastrzębia 109, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"400";"444";"112";"288";"1";"0";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"2";"0";"2";"0";"286";"33";"73";"180"
"32c9-f701-b20f-2b7d-0931-e27f-1de9-6045";"142504";"50";"3";"wieś";"stały";"Szkoła Podstawowa w Mąkosach Starych, Mąkosy Stare 80, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"381";"420";"125";"256";"1";"0";"0";"0";"0";"0";"0";"0";"0";"256";"0";"0";"256";"4";"1";"3";"0";"252";"24";"45";"183"
"4d07-6263-d473-18e4-f708-6268-3cb3-79ce";"142504";"50";"4";"wieś";"stały";"Szkoła Podstawowa im. Św. Jana Pawła II w Woli Goryńskiej, Wola Goryńska 45, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"539";"603";"218";"321";"0";"1";"0";"0";"0";"0";"0";"0";"0";"321";"0";"0";"321";"5";"0";"5";"0";"316";"31";"61";"224"
"de4b-f256-a1c7-d374-a844-f2bc-c6e2-1d1f";"142504";"50";"5";"wieś";"stały";"Szkoła Podstawowa im. Tadeusza Kościuszki w Kozłowie, Kozłów 87, 26-613 Radom";"gm. Jastrzębia";"radomski";"mazowieckie";"633";"697";"158";"475";"0";"0";"0";"0";"0";"0";"0";"0";"0";"475";"0";"0";"475";"9";"2";"7";"0";"466";"50";"86";"330"
"68a6-1233-1122-593f-119f-c972-971f-ba88";"142504";"50";"6";"wieś";"stały";"Szkoła Podstawowa im. por. Jana Skrzyszewskiego w Lesiowie, Lesiów 47, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"799";"882";"301";"498";"0";"0";"0";"0";"0";"0";"0";"0";"0";"498";"0";"0";"498";"14";"2";"12";"0";"484";"44";"92";"348"
"5348-e563-fc9a-81eb-8f34-046f-0fd4-1316";"142504";"50";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Owadowie, Owadów 130, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"590";"649";"225";"365";"1";"1";"0";"0";"0";"0";"0";"0";"0";"365";"0";"0";"365";"7";"1";"6";"0";"358";"50";"99";"209"
"31c0-8614-0804-fee5-17d2-2df3-b1c4-a918";"142504";"50";"8";"wieś";"stały";"Urząd Gminy Jastrzębia, Jastrzębia 110, 26-631 Jastrzębia";"gm. Jastrzębia";"radomski";"mazowieckie";"1200";"1334";"398";"802";"4";"4";"0";"0";"0";"0";"0";"0";"0";"802";"0";"0";"802";"13";"5";"8";"0";"789";"81";"183";"525"
"e7bf-6a2b-0481-a07d-d44a-ce2c-fbbb-5f3f";"142505";"50";"1";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Jedlińsku, ul. Konopnickiej 2, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"1559";"1697";"543";"1016";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"20";"2";"18";"0";"996";"110";"302";"584"
"7754-8942-ee24-8d1d-389b-1898-f3c1-e2e1";"142505";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Ludwikowie, Ludwików 8, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"818";"902";"259";"559";"1";"1";"0";"0";"0";"0";"0";"0";"0";"559";"0";"0";"559";"12";"0";"12";"0";"547";"34";"76";"437"
"a2ca-c277-e12f-338f-2b01-f86f-b7e9-4010";"142505";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jedlance, Jedlanka 52, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"893";"996";"326";"567";"1";"3";"0";"0";"0";"0";"0";"0";"0";"567";"0";"0";"567";"21";"11";"10";"0";"546";"43";"119";"384"
"67be-fe85-9c8e-539c-13f8-186b-233c-39f7";"142505";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bierwcach, Bierwce 48, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"1182";"1303";"431";"751";"1";"0";"0";"0";"0";"0";"0";"0";"0";"751";"0";"0";"751";"8";"0";"8";"0";"743";"61";"113";"569"
"1ebd-c2b8-ace1-e7eb-9e4a-44c0-74ed-0b11";"142505";"50";"5";"wieś";"stały";"Zespół Szkolno-Przedszkolny we Wsoli, Wsola ul. Szkolna 1, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"1640";"1805";"590";"1050";"0";"4";"0";"0";"0";"0";"0";"0";"0";"1050";"0";"0";"1050";"30";"5";"25";"0";"1020";"96";"250";"674"
"2836-197e-c611-6b88-587c-87cc-5c55-01f8";"142505";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Starych Zawadach, Stare Zawady 30A, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"695";"760";"281";"414";"0";"1";"0";"0";"0";"0";"0";"0";"0";"413";"0";"0";"413";"12";"1";"11";"0";"401";"41";"38";"322"
"69dd-dc66-7db7-6942-5954-0a54-c92d-9356";"142505";"50";"7";"wieś";"stały";"Publiczna Szkoła Podstawowa w Wierzchowinach, Wierzchowiny 30, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"693";"766";"289";"404";"0";"1";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"9";"0";"9";"0";"395";"48";"56";"291"
"0e58-8f76-c44f-2c03-3bce-1691-2bae-5351";"142505";"50";"8";"wieś";"stały";"Dom Strażaka w Wielogórze, Wielogóra ul. Kwiatowa 2, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"1788";"1991";"574";"1214";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1214";"0";"0";"1214";"22";"5";"17";"0";"1192";"123";"309";"760"
"c1d7-7341-f504-1e8c-a390-df9c-ab97-6354";"142505";"50";"9";"wieś";"stały";"Świetlica Wiejska w Lisowie, Lisów 38A, 26-660 Jedlińsk";"gm. Jedlińsk";"radomski";"mazowieckie";"782";"843";"270";"512";"0";"0";"0";"0";"0";"0";"0";"0";"0";"512";"0";"0";"512";"12";"2";"10";"0";"500";"66";"137";"297"
"a8ec-35e0-0135-4e00-d9ef-caa9-3fe6-53fd";"142506";"50";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Jedlni-Letnisko, ul. Słoneczna 5, 26-630 Jedlnia-Letnisko";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"1730";"1880";"578";"1152";"6";"0";"0";"0";"0";"0";"0";"0";"0";"1152";"0";"0";"1152";"15";"5";"10";"0";"1137";"152";"260";"725"
"7330-0648-af59-ad2e-440a-83a7-2e34-b704";"142506";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Brzechwy w Słupicy, Słupica 84, 26-630 Jedlnia-Letnisko";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"734";"785";"295";"439";"0";"1";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"10";"10";"0";"0";"429";"36";"69";"324"
"cc3c-dc9e-06e7-8a74-d4fe-51ee-126f-90b5";"142506";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Kornela Makuszyńskiego w Natolinie, Natolin 59, 26-613 Radom 15";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"1584";"1748";"364";"1220";"0";"10";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"23";"4";"19";"0";"1197";"140";"299";"758"
"73db-7095-cb1e-c2a2-8821-396e-2a12-5690";"142506";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza w Myśliszewicach, Myśliszewice 15, 26-613 Radom 15";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"1143";"1244";"366";"777";"0";"5";"0";"0";"0";"0";"0";"0";"0";"777";"0";"0";"777";"6";"1";"5";"0";"771";"90";"286";"395"
"adfb-dea4-5a3c-6639-c5e7-cc9f-9cc1-3d5e";"142506";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Henryka Sienkiewicza w Myśliszewicach, Myśliszewice 15, 26-630 Jedlnia-Letnisko";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"1800";"1981";"522";"1278";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1278";"0";"5";"1273";"21";"2";"19";"0";"1252";"119";"280";"853"
"25d7-999f-c84c-6cba-923e-1e09-0a3f-fa5a";"142506";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa im. Jana Kochanowskiego w Gzowicach, Gzowice 1, 26-630 Jedlnia-Letnisko";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"400";"438";"130";"270";"0";"0";"0";"0";"0";"0";"0";"0";"0";"270";"0";"0";"270";"14";"1";"13";"0";"256";"21";"30";"205"
"969f-7eda-e76e-12bd-9e1e-357b-bbba-f39a";"142506";"50";"7";"wieś";"stały";"Strażnica Ochotniczej Straży Pożarnej w Jedlni-Letnisko, ul. Radomska 43, 26-630 Jedlnia-Letnisko";"gm. Jedlnia-Letnisko";"radomski";"mazowieckie";"1879";"2037";"529";"1350";"4";"16";"0";"0";"0";"0";"0";"0";"0";"1350";"0";"0";"1350";"21";"6";"15";"0";"1329";"153";"499";"677"
"c9ae-9cf8-691f-3dc1-186b-0622-5a1b-9ae4";"142507";"50";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kowali, Kowala-Stępocina 103, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1018";"1090";"336";"682";"0";"0";"0";"0";"0";"0";"0";"0";"0";"682";"0";"0";"682";"7";"1";"6";"0";"675";"86";"135";"454"
"869e-35e8-579c-5f4a-0049-1103-0da3-2b4d";"142507";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Młodocinie Mniejszym, Młodocin Mniejszy 47, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1653";"1820";"529";"1124";"3";"3";"0";"0";"0";"0";"0";"0";"0";"1122";"0";"0";"1122";"18";"4";"14";"0";"1104";"129";"225";"750"
"360e-2682-cf92-b810-9855-eea0-fbd2-8c05";"142507";"50";"3";"wieś";"stały";"Publiczna Szkoła Podstawowa w Mazowszanach, Mazowszany 6, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1481";"1621";"453";"1028";"1";"1";"0";"0";"0";"0";"0";"0";"0";"1028";"0";"0";"1028";"13";"1";"12";"0";"1015";"123";"279";"613"
"22c8-7152-fede-72d4-c991-7720-4b46-d131";"142507";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Parznicach, Parznice 53, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1227";"1338";"375";"852";"0";"0";"0";"0";"0";"0";"0";"0";"0";"852";"0";"1";"851";"13";"3";"10";"0";"838";"108";"166";"564"
"0d04-21bd-0021-ba34-8bae-9fcd-55c5-2ca0";"142507";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bardzicach, Bardzice 2C, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"510";"553";"154";"356";"0";"0";"0";"0";"0";"0";"0";"0";"0";"356";"0";"0";"356";"3";"1";"2";"0";"353";"37";"54";"262"
"6391-0556-0142-68b8-cfb5-cd10-f2c7-171c";"142507";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Kowali, Kowala-Stępocina 103, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1462";"1604";"465";"997";"0";"0";"0";"0";"0";"0";"0";"0";"0";"997";"0";"0";"997";"9";"3";"6";"0";"988";"140";"232";"616"
"403d-3f63-76ec-de0c-c3bb-4961-a964-086d";"142507";"50";"7";"wieś";"stały";"Świetlica Słoneczko w Trablicach, Trablice 75F, 26-624 Kowala-Stępocina";"gm. Kowala";"radomski";"mazowieckie";"1140";"1230";"393";"747";"0";"4";"0";"0";"0";"0";"0";"0";"0";"747";"0";"0";"747";"14";"4";"10";"0";"733";"107";"184";"442"
"3b36-dfbc-6910-d421-7e8e-3aee-a913-e34e";"142508";"50";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Czarnej, Czarna Wieś 5, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"1329";"1447";"609";"720";"0";"2";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"10";"9";"1";"0";"710";"87";"129";"494"
"f963-38ad-72af-4d2c-e785-8e82-6fd4-77d6";"142508";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Augustowie, Augustów 102, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"410";"462";"122";"288";"0";"7";"0";"0";"0";"0";"0";"0";"0";"288";"0";"0";"288";"6";"0";"6";"0";"282";"36";"69";"177"
"6771-643b-e8dc-35df-71d4-d379-2f7a-3421";"142508";"50";"3";"wieś";"stały";"Gminne Centrum Kultury w Janusznie, Januszno 72, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"384";"414";"193";"191";"0";"0";"0";"0";"0";"0";"0";"0";"0";"191";"0";"0";"191";"7";"1";"6";"0";"184";"28";"51";"105"
"ff41-638b-ee83-7b41-a5db-2198-ad71-4db4";"142508";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Laskach, Laski 68, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"850";"916";"395";"455";"1";"0";"0";"0";"0";"0";"0";"0";"0";"455";"0";"0";"455";"8";"0";"8";"0";"447";"62";"84";"301"
"d27c-f518-ee70-a860-16ed-ed81-ab3a-839d";"142508";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jedlni, Jedlnia 92, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"1931";"2094";"654";"1277";"2";"8";"0";"0";"0";"0";"0";"0";"0";"1277";"0";"0";"1277";"21";"6";"15";"0";"1256";"126";"263";"867"
"a7b3-9a6e-b2f5-798d-2164-a613-b7ca-4609";"142508";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Jaroszkach, Jaroszki 21, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"481";"535";"180";"301";"0";"4";"0";"0";"0";"0";"0";"0";"0";"300";"0";"0";"300";"3";"2";"1";"0";"297";"25";"36";"236"
"4562-e1f2-bebe-b27e-214d-3da6-a380-c69d";"142508";"50";"7";"wieś";"stały";"Publiczny Zespół Szkół w Suskowoli, Suskowola 74, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"1304";"1415";"486";"818";"0";"12";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"15";"0";"15";"0";"803";"101";"235";"467"
"e745-3e8b-d1a9-be8c-f785-7347-7638-7e81";"142508";"50";"8";"wieś";"stały";"Publiczna Szkoła Podstawowa w Suchej, Sucha 38A, 26-670 Pionki";"gm. Pionki";"radomski";"mazowieckie";"660";"724";"269";"391";"0";"2";"0";"0";"0";"0";"0";"0";"0";"391";"0";"0";"391";"12";"3";"9";"0";"379";"44";"78";"257"
"8003-8b8a-3e3a-0f96-32bb-d766-7384-8855";"142508";"50";"9";"wieś";"oddział zewnętrzny zakładu karnego";"Oddział Zewnętrzny w Pionkach Zakładu Karnego w Żytkowicach, Pionki, 26-670";"gm. Pionki";"radomski";"mazowieckie";"135";"133";"40";"95";"0";"0";"0";"0";"0";"0";"0";"0";"0";"95";"0";"0";"95";"2";"0";"2";"0";"93";"15";"59";"19"
"3080-b316-9883-61e6-cdcf-b01e-2c92-ad99";"142509";"50";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 3, 26-650 Przytyk";"gm. Przytyk";"radomski";"mazowieckie";"1391";"1522";"432";"959";"0";"2";"0";"0";"0";"0";"0";"0";"0";"959";"0";"0";"959";"8";"1";"7";"0";"951";"75";"178";"698"
"7d6d-36f9-1473-d5da-dd9e-06ce-e6f7-8161";"142509";"50";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa, ul. Szkolna 3, 26-650 Przytyk";"gm. Przytyk";"radomski";"mazowieckie";"1016";"1105";"360";"656";"0";"4";"0";"0";"0";"0";"0";"0";"0";"656";"0";"0";"656";"6";"2";"4";"0";"650";"55";"132";"463"
"cd03-3aea-c012-96df-f4a9-08a4-02c2-ff50";"142509";"50";"3";"wieś";"stały";"Remiza OSP, Suków 26, 26-650 Przytyk";"gm. Przytyk";"radomski";"mazowieckie";"694";"760";"260";"434";"0";"0";"0";"0";"0";"0";"0";"0";"0";"434";"0";"0";"434";"9";"1";"8";"0";"425";"26";"51";"348"
"6945-0b5b-b924-c6ea-7343-ae05-bcbf-88b7";"142509";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa, Wrzos 6, 26-650 Przytyk";"gm. Przytyk";"radomski";"mazowieckie";"1342";"1487";"408";"934";"0";"3";"0";"0";"0";"0";"0";"0";"0";"934";"0";"0";"934";"28";"1";"27";"0";"906";"73";"104";"729"
"8491-5424-355b-1146-6497-2fb3-9f70-f24e";"142509";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa, Wrzeszczów 47, 26-650 Przytyk";"gm. Przytyk";"radomski";"mazowieckie";"765";"836";"271";"494";"1";"3";"0";"0";"0";"0";"0";"0";"0";"494";"0";"0";"494";"8";"0";"8";"0";"486";"37";"55";"394"
"933a-c4df-c969-427c-ad46-e7b6-a6a1-f6e7";"142510";"50";"1";"miasto";"stały";"Samorządowe Przedszkole w Skaryszewie, ul. Wojska Polskiego 5, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"1824";"1999";"603";"1221";"4";"4";"0";"0";"0";"0";"0";"0";"0";"1220";"0";"0";"1220";"16";"8";"8";"0";"1204";"115";"293";"796"
"9287-49cb-de39-fb7d-2515-c2c7-3dfd-78b9";"142510";"50";"2";"miasto";"stały";"Publiczna Szkoła Podstawowa w Skaryszewie, ul. Prusa 5, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"1883";"2049";"535";"1348";"2";"2";"0";"0";"0";"0";"0";"0";"0";"1347";"0";"0";"1347";"27";"12";"15";"0";"1320";"125";"240";"955"
"9bba-206e-9413-15e2-8f33-1a2c-a05a-d5c1";"142510";"50";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Makowiec ul. Radomska 52, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"1621";"1769";"405";"1216";"3";"1";"0";"0";"0";"0";"0";"0";"0";"1216";"0";"0";"1216";"4";"2";"2";"0";"1212";"110";"245";"857"
"3abf-178f-8b6b-9214-55c4-1fa3-5590-bfac";"142510";"50";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa w Makowie, Maków ul. Szkolna 6, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"820";"885";"235";"585";"0";"2";"0";"0";"0";"0";"0";"0";"0";"585";"0";"0";"585";"4";"0";"4";"0";"581";"48";"71";"462"
"36e3-d88e-ec22-5130-bc6c-788b-ea27-8c09";"142510";"50";"5";"wieś";"stały";"Publiczna Szkoła Podstawowa w Odechowie, Odechów 77, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"1319";"1447";"529";"790";"1";"1";"0";"0";"0";"0";"0";"0";"0";"788";"0";"0";"788";"1";"1";"0";"0";"787";"63";"97";"627"
"2739-1ab6-64db-485e-b2ef-59b1-d401-eb13";"142510";"50";"6";"wieś";"stały";"Publiczna Szkoła Podstawowa w Modrzejowicach, Modrzejowice 68, 26-640 Skaryszew";"gm. Skaryszew";"radomski";"mazowieckie";"672";"727";"277";"395";"0";"2";"0";"0";"0";"0";"0";"0";"0";"395";"0";"0";"395";"7";"0";"7";"0";"388";"22";"35";"331"
