"Kod TERYT";"Rodzaj jednostki";"Gmina";"Powiat";"Województwo";"Komisje obwodowe otrzymały kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Sławomir Witold NITRAS - nr na liście 1";"Arkadiusz MARCHEWKA - nr na liście 2";"Norbert Piotr OBRYCKI - nr na liście 3";"Artur Jarosław ŁĄCKI - nr na liście 4";"Magdalena FILIKS - nr na liście 5";"Grzegorz Bernard NAPIERALSKI - nr na liście 6";"Elżbieta JABŁOŃSKA - nr na liście 7";"Teresa KALINA - nr na liście 8";"Robert SUCHARZEWSKI - nr na liście 9";"Wojciech Jan ŁEBIŃSKI - nr na liście 10";"Marek Zdzisław STANKIEWICZ - nr na liście 11";"Zbigniew Jacek CHOJECKI - nr na liście 12";"Zygmunt SIARKIEWICZ - nr na liście 13";"Lidia LALAK - SZAWIEL - nr na liście 14";"Hubert ANDRYCH - nr na liście 15";"Joanna NAPIWODZKA - nr na liście 16";"Wiktor TOŁOCZKO - nr na liście 17";"Piotr RĘBACZ - nr na liście 18";"Wioletta DRZEWIŃSKA - nr na liście 19";"Damian WALCZAK - nr na liście 20";"Dorota SCHRAMMEK - nr na liście 21";"Elżbieta Barbara ZIELINKIEWICZ - nr na liście 22";"Maria Renata SCHNEIDER - nr na liście 23";"Piotr Paweł MISIŁO - nr na liście 24";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Marcin Grzegorz BEDKA - nr na liście 1";"Ewa RZEUSKA - nr na liście 2";"Magdalena SOSNOWSKA - nr na liście 3";"Klaudia SZENDEROWICZ - nr na liście 4";"Grzegorz Jacek PIĄTKOWSKI - nr na liście 5";"Iwona Elżbieta WAWRUSZCZAK - nr na liście 6";"Beata KOZŁOWSKA - nr na liście 7";"Dariusz Andrzej GAPYS - nr na liście 8";"Piotr MATUSIAK - nr na liście 9";"Krzysztof Mariusz OLSZEWSKI - nr na liście 10";"Przemysław KORUS - nr na liście 11";"Piotr Jan MYŚLIWIEC - nr na liście 12";"Dariusz OLECH - nr na liście 13";"Konrad Waldemar SŁODOWICZ - nr na liście 14";"Jakub Andrzej BĘTKOWSKI - nr na liście 15";"Beata Katarzyna RAWDANOWICZ - nr na liście 16";"Tomasz POSTÓŁ - nr na liście 17";"Anna Kazimiera GAWROŃSKA - nr na liście 18";"Józef Romuald LEWANDOWSKI - nr na liście 19";"Małgorzata Zofia FIGAS - nr na liście 20";"Mieczysław PAROBIEC - nr na liście 21";"Natalia PLUTA - nr na liście 22";"Jan GŁADKOW - nr na liście 23";"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jarosław Michał RZEPA - nr na liście 1";"Piotr SŁOMSKI - nr na liście 2";"Anna Katarzyna KUSY-KŁOS - nr na liście 3";"Tomasz Teodor KULINICZ - nr na liście 4";"Stanisława BODNAR - nr na liście 5";"Paweł MAREK - nr na liście 6";"Damiana NOWAK - nr na liście 7";"Waldemar Marek WAWRZYNIAK - nr na liście 8";"Anna GIBAS - nr na liście 9";"Arkadiusz Zygmunt JANOWICZ - nr na liście 10";"Magdalena Joanna DEMKOWSKA - nr na liście 11";"Jarosław Tomasz ŻUK - nr na liście 12";"Joanna CHUDZIK - nr na liście 13";"Andrzej Zdzisław DURKA - nr na liście 14";"Dorota Urszula KALINOWSKA - nr na liście 15";"Remigiusz PAJOR-KUBICKI - nr na liście 16";"Anna Katarzyna GLIŃSKA - nr na liście 17";"Jacek LIWAK - nr na liście 18";"Justyna JAKUBOWICZ-DZIDUCH - nr na liście 19";"Eugeniusz JASIEWICZ - nr na liście 20";"Renata Teresa KOREK - nr na liście 21";"Bartłomiej Henryk TOSZEK - nr na liście 22";"Adam Wacław CHRAŁOWICZ - nr na liście 23";"Olgierd KUSTOSZ - nr na liście 24";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Marek Józef GRÓBARCZYK - nr na liście 1";"Leszek DOBRZYŃSKI - nr na liście 2";"Artur Lesław SZAŁABAWKA - nr na liście 3";"Michał JACH - nr na liście 4";"Stefania Elżbieta BIERNAT - nr na liście 5";"Krzysztof Piotr ZAREMBA - nr na liście 6";"Rafał Marek MUCHA - nr na liście 7";"Kazimierz DRZAZGA - nr na liście 8";"Arkadiusz LITWIŃSKI - nr na liście 9";"Marek POSOBKIEWICZ - nr na liście 10";"Andrzej SZELĄŻEK - nr na liście 11";"Monika KUŹMIŃSKA - nr na liście 12";"Justyna ŁYJAK - nr na liście 13";"Magdalena ZARĘBSKA-KULESZA - nr na liście 14";"Dariusz Piotr MATECKI - nr na liście 15";"Zbigniew BOGUCKI - nr na liście 16";"Maria Romualda BRZOZOWSKA - nr na liście 17";"Anna PAWLAK - nr na liście 18";"Jolanta Barbara TOBOŁA - nr na liście 19";"Michał KAMIŃSKI - nr na liście 20";"Katarzyna Karolina DYCZYŃSKA - nr na liście 21";"Agnieszka Janina STÓJ - nr na liście 22";"Agnieszka KURZAWA - nr na liście 23";"Maciej Stanisław KOPEĆ - nr na liście 24";"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Dariusz Krzysztof WIECZOREK - nr na liście 1";"Arkadiusz Paweł CZARNECKI - nr na liście 2";"Sebastian Waldemar BEDNARSKI - nr na liście 3";"Katarzyna Agata KOTULA - nr na liście 4";"Dawid Wojciech KRYSTEK - nr na liście 5";"Czesława CHRISTOWA - nr na liście 6";"Wojciech DŁUGOBORSKI - nr na liście 7";"Katarzyna KOSNO - nr na liście 8";"Cezary Piotr PAKULSKI - nr na liście 9";"Jagoda Maria GMACHOWSKA - nr na liście 10";"Amadou SY - nr na liście 11";"Danuta LESZCZYŃSKA - nr na liście 12";"Wiktoria Maria ARBAROS - nr na liście 13";"Małgorzata PIOTROWSKA - nr na liście 14";"Teresa Elżbieta SZYMAŃSKA - nr na liście 15";"Jerzy Daniel MAĆKOWIAK - nr na liście 16";"Zofia Anna MALISZ - nr na liście 17";"Dorota MAŚLANA - nr na liście 18";"Maria Magdalena SERAFINOWICZ - nr na liście 19";"Tymoteusz Jakub KOCHAN - nr na liście 20";"Sasza Radosław KORDZIELEWSKI - nr na liście 21";"Natalia Agata KOSTUŚ - nr na liście 22";"Piotr SOBOLEWSKI - nr na liście 23";"Joanna Monika AGATOWSKA - nr na liście 24";"Liczba obwodów"
"320508";"gmina miejsko-wiejska";"gm. Trzebiatów";"gryficki";"zachodniopomorskie";11410;12506;4974;6436;17;304;0;0;0;0;0;0;0;6435;0;0;6435;95;72;23;0;6340;1974;1015;59;13;617;26;115;32;23;3;5;5;4;3;4;1;3;0;2;1;4;18;4;9;8;301;102;25;20;8;30;6;15;3;22;4;7;9;16;1;3;6;6;1;3;1;2;9;2;896;551;19;14;4;4;12;8;17;8;3;2;2;6;2;11;4;3;1;2;1;217;1;1;3;2363;868;161;61;470;51;118;38;30;23;10;13;37;18;23;101;21;8;45;4;27;129;24;20;63;806;371;91;42;64;53;14;5;9;7;3;17;28;8;15;8;4;7;5;6;14;1;10;8;16;11
"320601";"gmina wiejska";"gm. Banie";"gryfiński";"zachodniopomorskie";4540;4961;2389;2151;2;11;0;0;0;0;0;0;0;2151;0;0;2151;60;48;12;0;2091;488;275;41;15;5;16;53;9;4;0;1;2;7;2;2;40;0;1;4;2;2;0;3;3;1;136;30;13;7;2;7;4;9;0;10;3;1;3;3;3;2;1;1;1;2;0;0;2;32;200;59;8;71;4;6;3;7;1;4;12;1;5;2;2;2;2;5;0;1;1;0;0;1;3;1034;251;61;65;26;30;32;367;4;7;4;21;11;56;6;26;5;13;11;11;10;5;1;3;8;233;73;21;7;36;12;1;33;2;3;3;4;13;1;7;3;0;2;5;0;1;0;1;1;4;4
"320602";"gmina miejsko-wiejska";"gm. Cedynia";"gryfiński";"zachodniopomorskie";3120;3411;1634;1486;2;15;0;0;0;0;0;0;0;1486;0;0;1486;37;26;11;0;1449;522;270;35;9;7;14;43;10;3;1;0;3;5;0;0;1;0;2;1;4;15;1;95;0;3;60;16;7;5;1;3;4;4;0;2;2;0;0;5;1;0;0;0;2;1;1;0;4;2;148;59;11;33;3;0;4;2;2;4;2;2;4;1;2;1;3;8;0;2;1;1;0;1;2;531;164;48;11;15;9;14;125;7;9;4;54;7;4;3;22;8;10;6;1;3;0;0;5;2;188;56;10;7;15;9;1;32;2;4;0;3;9;2;5;3;0;0;3;2;1;1;1;18;4;3
"320603";"gmina miejsko-wiejska";"gm. Chojna";"gryfiński";"zachodniopomorskie";9750;10669;4489;5261;5;31;0;0;0;0;0;0;0;5261;0;0;5261;94;68;26;0;5167;1411;747;59;14;11;21;198;34;8;0;2;0;14;4;5;8;3;13;1;3;8;1;250;0;7;329;108;39;17;18;13;7;13;3;23;9;4;4;11;6;2;6;2;2;10;4;1;11;16;419;113;28;128;9;5;14;10;13;8;10;4;4;6;6;10;3;23;1;7;0;3;0;0;14;2218;637;104;49;33;30;65;492;10;11;4;584;15;13;9;36;8;20;27;3;18;4;8;18;20;790;212;45;16;55;28;4;308;8;10;0;12;23;4;4;4;8;5;2;3;11;2;4;13;9;10
"320604";"gmina miejsko-wiejska";"gm. Gryfino";"gryfiński";"zachodniopomorskie";22207;24018;7847;14360;7;53;0;0;0;0;0;0;0;14355;0;0;14355;169;99;70;0;14186;3981;2131;343;98;30;172;431;66;16;8;3;12;9;7;19;548;7;2;7;7;14;9;8;13;21;980;213;38;35;12;11;32;19;6;35;8;4;6;24;4;6;11;10;8;36;11;3;31;417;811;227;62;281;11;26;12;21;8;35;7;6;13;9;11;13;4;28;3;5;2;11;0;2;14;5735;999;157;823;44;43;96;3199;11;15;10;43;24;19;16;62;20;7;34;9;12;6;30;23;33;2679;383;87;36;1140;45;16;714;10;14;9;26;39;13;16;15;6;5;25;3;16;0;5;28;28;24
"320605";"gmina miejsko-wiejska";"gm. Mieszkowice";"gryfiński";"zachodniopomorskie";5075;5457;2425;2650;3;11;1;1;0;0;0;0;1;2650;1;0;2650;45;27;18;0;2605;659;335;36;12;10;25;144;17;2;5;0;5;6;10;3;7;1;3;4;21;2;0;3;5;3;189;64;11;7;14;11;21;7;1;7;2;3;1;5;0;6;1;4;2;2;8;0;8;4;443;92;5;6;3;9;8;7;5;2;5;3;2;2;1;4;0;275;0;2;1;0;2;2;7;1026;314;130;39;17;28;22;149;15;2;4;163;7;10;5;23;12;8;17;4;13;2;0;23;19;288;109;28;7;17;14;4;22;6;2;2;5;9;3;4;6;3;2;3;1;6;1;9;11;14;6
"320606";"gmina miejsko-wiejska";"gm. Moryń";"gryfiński";"zachodniopomorskie";3092;3339;1510;1582;1;3;0;0;0;0;0;0;0;1582;0;0;1582;41;27;14;0;1541;465;255;16;11;0;10;83;12;3;1;0;1;7;3;0;7;0;3;2;4;3;0;40;3;1;77;32;5;2;1;8;3;3;0;5;0;0;1;4;0;1;0;1;0;6;0;1;1;3;156;55;7;25;2;6;4;7;3;6;1;1;1;2;2;4;0;22;0;0;2;1;1;0;4;689;198;62;19;12;14;19;169;8;3;1;97;8;2;3;7;8;27;8;2;4;0;1;0;17;154;52;18;2;15;5;3;23;5;5;1;0;4;2;3;0;1;0;0;1;5;0;0;7;2;4
"320607";"gmina wiejska";"gm. Stare Czarnowo";"gryfiński";"zachodniopomorskie";2760;3045;1099;1661;1;7;0;0;0;0;0;0;0;1661;0;0;1661;33;25;8;0;1628;405;195;84;18;7;16;42;8;6;5;0;1;0;0;2;3;1;5;5;2;3;0;0;1;1;113;41;7;5;4;4;1;5;1;9;4;3;0;7;0;1;1;0;1;2;1;1;7;8;126;49;8;10;1;3;3;9;1;5;2;2;0;4;10;6;0;3;3;1;0;1;2;1;2;803;257;79;55;18;26;42;168;5;8;3;10;8;19;6;32;13;5;8;5;6;2;5;13;10;181;86;17;2;18;6;2;11;2;1;0;6;4;0;5;1;0;2;4;0;5;0;2;3;4;3
"320608";"gmina miejsko-wiejska";"gm. Trzcińsko-Zdrój";"gryfiński";"zachodniopomorskie";3933;4265;1965;1968;2;8;0;0;0;0;0;0;0;1968;0;0;1968;55;41;14;0;1913;489;226;29;8;5;16;83;9;0;2;5;3;39;1;3;17;2;4;2;6;4;3;17;1;4;120;39;3;3;5;19;2;6;3;8;3;4;3;4;1;3;0;1;0;7;1;0;2;3;214;89;10;51;2;6;6;3;4;2;2;2;6;5;1;6;0;11;1;0;2;0;1;0;4;907;210;151;29;22;9;25;146;5;9;1;191;14;6;29;10;6;7;12;1;7;5;2;6;4;183;61;11;9;18;23;0;30;0;1;0;5;4;0;0;3;2;0;2;1;1;1;2;6;3;4
"320609";"gmina wiejska";"gm. Widuchowa";"gryfiński";"zachodniopomorskie";3870;4230;2016;1854;4;15;0;0;0;0;0;0;0;1854;0;0;1854;36;26;10;0;1818;385;198;24;5;2;25;82;5;6;0;1;1;1;1;5;20;0;2;0;1;3;1;0;0;2;90;17;6;7;1;5;0;0;0;13;3;0;2;4;0;0;0;1;1;3;1;1;1;24;281;36;6;210;1;4;1;3;3;1;1;1;0;2;0;0;2;4;1;0;0;1;1;1;2;839;175;34;48;29;19;19;407;3;7;4;10;11;7;4;7;3;5;24;0;7;0;0;6;10;223;57;20;5;67;6;3;35;3;1;1;5;1;1;2;4;2;0;1;0;2;0;0;4;3;4
"320701";"gmina miejsko-wiejska";"gm. Dziwnów";"kamieński";"zachodniopomorskie";3464;3688;1055;2409;3;477;0;0;0;0;0;0;0;2409;0;0;2409;29;22;7;0;2380;971;526;54;14;191;33;75;21;8;4;2;0;4;5;9;1;1;0;0;0;4;5;3;2;9;100;41;4;7;5;9;2;8;2;4;3;0;1;5;1;2;0;1;0;0;1;0;4;0;256;140;18;29;5;6;5;5;2;2;0;7;4;3;3;3;0;4;0;4;2;6;0;0;8;687;312;62;31;31;16;43;15;6;5;6;4;5;11;4;17;6;6;6;4;58;3;5;11;20;366;178;22;13;32;35;3;11;5;0;1;4;4;5;5;8;0;1;1;1;5;0;2;3;27;5
"320702";"gmina miejsko-wiejska";"gm. Golczewo";"kamieński";"zachodniopomorskie";4300;4670;2036;2264;2;12;0;0;0;0;0;0;0;2264;0;2;2262;42;32;10;0;2220;502;286;39;10;75;11;38;13;4;0;0;2;2;1;1;2;1;3;0;2;1;3;0;7;1;107;51;10;9;3;8;1;5;0;3;1;0;2;7;1;1;0;0;0;3;0;0;2;0;408;320;7;8;14;4;4;6;3;0;2;7;1;3;8;2;2;2;1;1;10;0;0;0;3;958;334;96;25;14;27;96;6;14;10;2;9;11;6;23;33;6;20;14;3;94;1;85;11;18;245;135;18;6;12;12;3;1;2;1;2;3;3;1;4;7;0;0;6;1;3;0;0;6;19;3
"320703";"gmina miejsko-wiejska";"gm. Kamień Pomorski";"kamieński";"zachodniopomorskie";10420;11462;4264;6156;6;227;0;0;0;0;0;0;0;6156;0;0;6156;80;56;24;0;6076;2223;1530;93;21;257;34;156;31;18;9;3;4;3;2;8;3;4;5;6;2;8;13;3;4;6;339;133;33;18;13;20;5;15;1;23;12;6;3;15;1;4;1;5;8;4;7;0;11;1;588;347;46;29;2;10;8;9;9;13;4;24;12;7;2;7;2;4;3;5;12;5;0;5;23;2136;749;122;52;65;64;123;40;15;13;11;14;25;16;21;40;15;10;34;5;620;9;37;13;23;790;327;52;34;55;60;12;14;12;18;8;12;14;4;11;13;6;9;12;7;12;0;2;14;82;12
"320704";"gmina miejsko-wiejska";"gm. Międzyzdroje";"kamieński";"zachodniopomorskie";4670;5436;1565;3105;1;367;2;2;0;0;0;0;2;3107;2;1;3106;42;23;19;0;3064;1178;793;60;17;36;39;87;83;10;3;3;4;3;3;4;3;10;0;2;3;2;2;1;3;7;157;58;12;6;6;10;5;6;3;10;1;3;5;3;2;8;4;1;0;3;3;1;5;2;181;73;10;16;3;8;4;3;3;12;1;3;2;5;3;3;0;0;1;2;20;2;3;0;4;1016;465;89;10;39;26;69;18;5;14;19;3;13;7;12;30;10;7;27;5;22;6;89;12;19;532;157;27;17;29;107;0;2;7;5;1;8;5;6;1;4;0;0;0;2;10;1;1;3;139;5
"320705";"gmina wiejska";"gm. Świerzno";"kamieński";"zachodniopomorskie";3009;3313;1483;1526;0;11;0;0;0;0;0;0;0;1526;0;0;1526;52;40;12;0;1474;472;217;10;0;128;5;72;2;8;0;1;1;3;0;3;0;4;0;0;1;5;7;0;4;1;46;18;4;0;0;1;1;5;0;3;1;3;0;2;3;1;0;1;0;0;0;0;3;0;245;97;2;12;1;5;3;2;3;2;4;90;3;1;2;4;3;2;0;0;1;2;0;1;5;553;201;33;17;15;11;52;16;5;9;8;4;8;2;5;30;4;3;7;7;101;2;2;5;6;158;73;17;8;10;3;0;2;6;6;0;4;2;1;1;1;1;0;2;2;6;0;1;0;12;4
"320706";"gmina miejsko-wiejska";"gm. Wolin";"kamieński";"zachodniopomorskie";8810;9606;3811;4999;1;53;0;0;0;0;0;0;0;4999;0;3;4996;87;58;29;0;4909;1338;806;79;11;163;35;120;54;12;9;2;6;3;1;4;0;3;4;2;11;1;6;0;3;3;279;99;19;21;14;19;5;7;2;22;7;5;5;4;4;5;0;1;4;10;1;4;12;9;733;342;15;10;5;10;8;7;2;5;1;2;1;5;2;5;1;3;3;2;293;4;0;1;6;1930;973;198;39;36;35;201;21;13;14;12;11;23;6;20;76;10;12;21;4;49;4;106;19;27;629;235;44;18;47;45;3;11;7;11;7;10;9;7;7;12;2;0;3;4;8;1;4;6;128;14
"321001";"gmina miejsko-wiejska";"gm. Barlinek";"myśliborski";"zachodniopomorskie";13360;14628;5448;7912;18;28;0;0;0;0;0;0;0;7912;0;1;7911;121;91;30;0;7790;3065;830;44;22;10;351;101;29;13;3;0;22;41;1543;5;0;2;1;19;7;4;5;2;1;10;531;204;47;25;30;36;9;31;8;36;12;4;7;19;6;4;3;6;5;15;6;1;14;3;412;130;19;26;16;21;11;10;32;20;12;7;17;22;3;8;2;5;8;6;3;8;0;0;26;2989;997;452;434;75;119;98;220;41;26;23;56;51;30;58;33;20;35;58;5;26;9;14;51;58;793;451;61;28;49;29;8;6;6;8;2;16;16;9;13;7;4;7;12;2;18;4;4;15;18;17
"321002";"gmina wiejska";"gm. Boleszkowice";"myśliborski";"zachodniopomorskie";2040;2274;911;1129;3;3;0;0;0;0;0;0;0;1129;0;0;1129;24;20;4;0;1105;330;121;15;9;4;28;61;4;9;1;1;9;13;3;1;1;1;0;0;39;3;1;1;1;4;105;38;11;8;6;3;6;5;2;3;2;2;4;3;1;2;0;1;0;0;1;0;4;3;135;55;6;3;1;1;3;3;1;8;10;1;0;5;2;4;0;25;1;0;1;1;0;0;4;400;109;125;13;8;19;6;22;5;2;7;14;7;0;6;7;2;5;10;2;6;1;2;14;8;135;73;4;5;14;3;1;0;1;2;2;0;2;2;0;3;2;2;5;4;2;1;3;1;3;3
"321003";"gmina miejsko-wiejska";"gm. Dębno";"myśliborski";"zachodniopomorskie";14332;15580;6231;8101;17;30;0;0;0;0;0;0;0;8101;0;0;8101;120;86;34;0;7981;2884;1009;75;25;22;206;556;33;13;3;3;5;34;21;9;2;2;22;2;813;9;4;3;4;9;643;222;30;22;103;47;25;21;7;36;13;5;16;15;10;9;3;10;4;13;7;2;20;3;660;222;39;31;15;29;20;19;3;21;131;9;7;18;7;23;4;22;3;7;0;7;4;1;18;2946;850;1069;38;71;80;38;107;26;15;15;100;47;27;19;99;27;155;35;9;23;5;10;39;42;848;474;69;35;66;19;3;10;13;10;4;13;13;4;11;10;7;3;11;6;15;3;9;15;25;14
"321004";"gmina miejsko-wiejska";"gm. Myślibórz";"myśliborski";"zachodniopomorskie";14265;15510;6569;7696;8;37;0;0;0;0;0;0;0;7695;0;0;7695;118;79;39;0;7577;2576;1040;78;50;17;119;164;25;6;3;4;6;574;376;7;6;2;4;14;55;4;5;3;6;8;383;128;30;26;28;24;5;10;4;38;6;8;12;18;4;3;3;5;2;6;7;2;10;4;616;161;27;33;5;8;3;5;8;10;241;8;6;36;18;19;1;12;0;2;1;2;1;2;7;3031;929;698;66;67;81;114;108;21;27;13;148;41;28;19;116;64;307;48;25;34;10;8;19;40;971;422;114;43;46;48;2;6;7;7;3;7;21;6;13;8;2;2;4;3;15;0;1;181;10;16
"321005";"gmina wiejska";"gm. Nowogródek Pomorski";"myśliborski";"zachodniopomorskie";2420;2625;1277;1143;0;6;0;0;0;0;0;0;0;1142;0;0;1142;24;14;10;0;1118;317;105;12;3;3;13;14;15;3;0;1;0;52;73;2;2;1;0;2;8;0;0;4;1;3;57;30;6;3;1;3;0;5;0;0;1;1;1;1;0;1;0;0;0;1;0;0;2;1;132;74;7;3;1;4;2;4;1;2;15;1;1;5;0;3;2;0;1;1;0;2;0;0;3;463;143;67;43;13;31;22;31;7;4;5;10;5;4;7;17;3;29;10;0;2;2;3;3;2;149;47;12;25;6;5;3;3;4;3;1;2;6;2;1;3;3;2;3;0;3;1;0;7;7;3
"321101";"gmina wiejska";"gm. Dobra (Szczecińska)";"policki";"zachodniopomorskie";15392;17039;2959;12444;15;112;0;0;0;0;0;0;0;12440;0;0;12440;86;48;38;0;12354;6276;2427;1476;554;53;1011;286;49;57;23;3;10;10;17;24;6;163;12;5;9;8;14;6;15;38;772;320;82;43;23;26;8;32;13;48;14;7;21;49;5;10;4;10;8;4;8;2;21;14;575;268;51;43;8;6;12;13;5;18;6;7;1;23;27;15;5;9;5;9;6;7;8;2;21;2701;1085;249;159;69;78;201;75;29;56;17;10;37;16;35;205;97;10;35;17;19;2;13;73;114;2030;684;219;114;256;124;73;49;20;146;13;46;52;21;25;49;13;11;15;8;12;5;7;21;47;9
"321102";"gmina wiejska";"gm. Kołbaskowo";"policki";"zachodniopomorskie";8349;9414;2183;6166;6;56;1;1;0;0;0;0;1;6166;1;0;6166;76;41;35;0;6090;2648;1277;604;134;37;259;139;38;35;11;2;2;4;5;11;5;27;2;2;6;9;1;4;14;20;476;202;52;27;12;18;9;21;5;24;6;5;9;27;8;0;2;3;2;9;8;5;12;10;392;148;24;66;3;8;17;7;7;18;3;7;8;17;14;9;2;4;2;2;1;5;4;0;16;1545;611;111;234;38;35;100;62;23;30;4;10;20;7;15;86;34;3;14;9;19;3;7;28;42;1029;332;154;59;146;57;25;19;8;47;10;27;42;10;12;14;8;6;4;2;9;3;4;9;22;6
"321103";"gmina miejsko-wiejska";"gm. Nowe Warpno";"policki";"zachodniopomorskie";1200;1293;428;772;0;10;0;0;0;0;0;0;0;772;0;0;772;18;15;3;0;754;280;146;32;31;3;25;24;5;0;0;0;0;1;0;0;0;5;0;0;0;3;2;1;2;0;56;24;1;5;3;3;1;1;1;4;1;0;1;1;0;0;0;1;1;2;2;0;3;1;54;26;5;3;2;0;2;0;1;4;2;1;1;2;0;0;0;0;0;1;0;2;1;0;1;255;116;16;6;8;7;24;7;22;3;0;2;1;1;2;4;5;3;3;13;2;0;1;2;7;109;31;5;14;12;7;3;4;0;4;0;3;10;1;2;2;1;0;4;0;0;0;1;4;1;2
"321104";"gmina miejsko-wiejska";"gm. Police";"policki";"zachodniopomorskie";27859;30372;9213;18646;8;85;0;0;0;0;0;0;0;18645;0;0;18645;189;115;74;0;18456;6476;3182;1325;271;33;489;355;79;56;19;5;7;12;4;19;9;67;15;11;15;340;26;9;17;111;1457;536;136;78;68;59;14;54;11;195;27;20;28;54;12;11;6;8;12;21;15;6;60;26;878;295;85;94;18;25;33;24;13;37;11;11;21;58;21;35;6;21;0;15;2;16;4;4;29;6758;2381;314;236;79;104;415;81;1475;61;17;32;78;31;64;213;131;16;70;655;39;13;28;87;138;2887;1130;262;123;260;189;55;35;30;76;84;71;97;126;40;59;14;22;31;25;22;3;12;37;84;26
"321201";"gmina wiejska";"gm. Bielice";"pyrzycki";"zachodniopomorskie";2190;2410;1047;1143;5;3;0;0;0;0;0;0;0;1143;0;0;1143;39;28;11;0;1104;185;84;41;2;4;5;21;3;4;3;0;2;3;0;1;2;0;5;2;0;0;1;1;0;1;80;21;8;7;5;3;1;3;5;8;2;0;0;2;0;1;0;1;0;2;2;0;6;3;119;63;2;4;1;0;0;2;1;3;3;0;0;5;8;1;5;0;0;1;0;1;0;0;19;616;93;26;92;17;10;13;180;3;2;1;1;8;118;3;8;2;2;13;1;3;0;1;2;17;104;25;7;1;9;9;0;5;3;2;1;2;4;0;17;0;7;3;1;1;2;0;1;0;4;2
"321202";"gmina wiejska";"gm. Kozielice";"pyrzycki";"zachodniopomorskie";1850;2020;896;954;5;3;0;0;0;0;0;0;0;954;0;0;954;23;16;7;0;931;141;53;6;4;3;7;14;6;4;0;0;0;7;0;1;1;0;30;2;0;0;0;1;1;1;62;20;5;6;2;1;1;5;3;3;1;0;0;6;0;1;1;0;2;3;0;0;2;0;132;66;4;7;2;3;1;6;0;7;1;1;0;3;2;2;11;1;0;0;0;1;1;0;13;515;127;21;30;40;8;11;42;6;4;2;9;5;162;1;10;0;1;6;12;5;0;1;6;6;81;34;7;3;8;2;0;2;4;1;0;3;2;0;6;0;2;0;0;3;0;0;0;1;3;2
"321203";"gmina miejsko-wiejska";"gm. Lipiany";"pyrzycki";"zachodniopomorskie";4261;4637;1966;2295;5;11;0;0;0;0;0;0;0;2294;0;0;2294;40;26;14;0;2254;464;192;36;7;3;47;33;4;2;3;2;2;26;22;1;0;1;30;42;1;0;0;3;3;4;120;41;6;10;4;5;2;5;2;10;2;2;2;11;3;0;0;0;1;1;2;1;9;1;449;208;5;4;0;1;3;1;1;1;3;1;2;3;1;4;2;2;0;0;2;1;0;1;203;1006;393;94;67;50;23;29;48;7;8;2;11;16;99;10;32;20;6;36;6;6;1;5;12;25;215;77;14;11;16;16;4;3;1;0;4;3;4;2;30;7;3;1;3;1;6;0;0;3;6;4
"321204";"gmina wiejska";"gm. Przelewice";"pyrzycki";"zachodniopomorskie";3650;3991;1845;1805;0;7;0;0;0;0;0;0;0;1805;0;0;1805;58;53;5;0;1747;292;127;23;4;1;29;29;12;4;0;1;2;6;36;2;0;2;4;7;1;0;0;0;2;0;61;27;8;6;1;1;0;1;1;4;1;0;2;0;1;0;0;0;0;1;0;0;4;3;395;57;8;3;0;6;1;2;1;0;1;1;3;2;13;6;3;0;0;0;0;0;0;0;288;835;236;52;26;107;24;31;38;5;9;2;7;15;108;11;11;9;13;85;4;16;4;5;6;11;164;64;14;5;10;9;1;2;21;1;0;2;1;0;16;2;2;0;2;3;3;1;2;1;2;4
