"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Margareta BUDNER";"Maciej Dariusz SYTEK"
"7c32-c025-30a5-8b0b-bfe1-b0d0-2e7c-6c60";"301010";"93";"1";"miasto";"stały";"Miejsko-Gminna Biblioteka Publiczna w Sompolnie, Piotrkowska 8, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"1619";"1760";"633";"986";"4";"3";"0";"0";"0";"0";"0";"0";"0";"986";"0";"0";"986";"46";"11";"35";"0";"940";"491";"449"
"a8cd-a536-1b35-d586-a80b-3999-4d9c-f66e";"301010";"93";"2";"miasto";"stały";"Przedszkole Miejskie ""Zielony Zakątek"", Kaliska 37, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"1434";"1555";"609";"825";"0";"1";"1";"1";"0";"0";"0";"0";"1";"825";"1";"0";"825";"33";"9";"24";"0";"792";"503";"289"
"9be6-f76e-977b-9679-fdc4-f33d-9e27-484a";"301010";"93";"3";"wieś";"stały";"Zespół Szkolno-Przedszkolny nr 2, Lubstów Kościelna 1a, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"992";"1087";"442";"550";"0";"0";"0";"0";"0";"0";"0";"0";"0";"550";"0";"0";"550";"21";"2";"19";"0";"529";"384";"145"
"d26a-c71b-c9fc-32ac-6231-f046-5636-e405";"301010";"93";"4";"wieś";"stały";"Dom Ludowy, Lubstówek 55, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"641";"710";"251";"390";"0";"1";"0";"0";"0";"0";"0";"0";"0";"390";"0";"0";"390";"19";"5";"14";"0";"371";"304";"67"
"6e19-02b6-812c-c8d7-9dce-0e71-8c89-edaa";"301010";"93";"5";"wieś";"stały";"Szkoła Podstawowa im. Pierwszej Kadrowej, Mąkolno Szkolna 31, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"1539";"1674";"627";"912";"2";"1";"0";"0";"0";"0";"0";"0";"0";"911";"0";"0";"911";"37";"8";"29";"0";"874";"602";"272"
"74c3-6237-33bb-f37e-0dfc-e6de-5f0e-48bd";"301010";"93";"6";"wieś";"stały";"Szkoła Podstawowa, Ośno Górne 2A, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"943";"1035";"418";"525";"0";"3";"0";"0";"0";"0";"0";"0";"0";"525";"0";"0";"525";"11";"3";"8";"0";"514";"464";"50"
"f735-c0ab-a84c-6b94-f41e-da86-5ba5-d72d";"301010";"93";"7";"wieś";"stały";"Remiza OSP, Racięcice 35, 62-610 Sompolno";"gm. Sompolno";"koniński";"wielkopolskie";"431";"471";"184";"247";"0";"0";"0";"0";"0";"0";"0";"0";"0";"247";"0";"0";"247";"12";"1";"11";"0";"235";"190";"45"
"8e35-ed1b-7c8f-e687-9f91-f9b0-b80e-2e77";"301011";"93";"1";"wieś";"stały";"Szkoła Podstawowa, Szkolna 11, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"1059";"1156";"283";"776";"3";"3";"0";"0";"0";"0";"0";"0";"0";"776";"0";"0";"776";"35";"12";"23";"0";"741";"374";"367"
"7e08-e9f6-663b-4ddd-a683-575f-5083-6148";"301011";"93";"2";"wieś";"stały";"Szkoła Podstawowa, Kasztanowa 1, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"1139";"1218";"314";"825";"0";"4";"0";"0";"0";"0";"0";"0";"0";"825";"0";"0";"825";"25";"7";"18";"0";"800";"318";"482"
"a6db-5f33-b04e-67b9-199a-feec-e0df-e7c5";"301011";"93";"3";"wieś";"stały";"Szkoła Podstawowa, Żychlin Parkowa 11, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"1720";"1845";"511";"1209";"0";"5";"0";"0";"0";"0";"0";"0";"0";"1208";"0";"0";"1208";"35";"5";"30";"0";"1173";"551";"622"
"e412-0eb0-cb0a-4590-457f-384c-2483-4b55";"301011";"93";"4";"wieś";"stały";"Klub Wiejski, Krągola Pierwsza 12B, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"713";"765";"304";"409";"0";"1";"0";"0";"0";"0";"0";"0";"0";"409";"0";"0";"409";"9";"1";"8";"0";"400";"224";"176"
"37b2-e88c-7ae2-ae53-32b7-5663-e2c3-9178";"301011";"93";"5";"wieś";"stały";"Szkoła Podstawowa, Lisiec Wielki Długa 1, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"1792";"1980";"666";"1126";"0";"9";"0";"0";"0";"0";"0";"0";"0";"1126";"0";"0";"1126";"30";"5";"25";"0";"1096";"736";"360"
"457b-13c2-41e1-20ce-a2e8-6b02-c0d6-9166";"301011";"93";"6";"wieś";"stały";"Szkoła Podstawowa, Modła Królewska 35, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"986";"1087";"312";"673";"2";"6";"0";"0";"0";"0";"0";"0";"0";"673";"0";"0";"673";"15";"0";"15";"0";"658";"432";"226"
"950f-fafe-831e-9641-15e3-2163-4e33-af3f";"301011";"93";"7";"wieś";"stały";"Szkoła Podstawowa, Barczygłów Grodziecka 55, 62-571 Stare Miasto";"gm. Stare Miasto";"koniński";"wielkopolskie";"490";"528";"210";"280";"0";"0";"0";"0";"0";"0";"0";"0";"0";"280";"0";"0";"280";"14";"1";"13";"0";"266";"189";"77"
"cc43-214e-f89c-5dbe-a6ba-9262-1c0f-fe90";"301011";"93";"8";"wieś";"stały";"Przedszkole Samorządowe w Starym Mieście Oddział w Ruminie, Rumin 45, 62-500 Konin";"gm. Stare Miasto";"koniński";"wielkopolskie";"740";"809";"233";"507";"0";"1";"0";"0";"0";"0";"0";"0";"0";"507";"0";"0";"507";"11";"3";"8";"0";"496";"228";"268"
"d004-56ae-8a06-bc8d-f044-d369-e8d5-d855";"301012";"93";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Ślesinie, Żwirki i Wigury 55, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"1330";"1439";"443";"887";"4";"11";"0";"0";"0";"0";"0";"0";"0";"887";"0";"0";"887";"31";"15";"16";"0";"856";"404";"452"
"2478-4947-cf1f-c18e-1d6b-4e9b-e899-c290";"301012";"93";"2";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Ślesinie, Młodzieżowa 1, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"941";"1017";"327";"614";"1";"12";"0";"0";"0";"0";"0";"0";"0";"614";"0";"0";"614";"22";"5";"17";"0";"592";"273";"319"
"8ca8-d7f0-51b4-9699-6342-a07a-d979-8850";"301012";"93";"3";"wieś";"stały";"Szkoła Podstawowa w Ostrowążu, Ostrowąż 21, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"583";"634";"245";"338";"1";"0";"0";"0";"0";"0";"0";"0";"0";"338";"0";"0";"338";"12";"11";"1";"0";"326";"214";"112"
"ecf6-4313-7725-ec94-cfeb-a018-258e-6ba3";"301012";"93";"4";"wieś";"stały";"Ośrodek Szkoleniowo-Wypoczynkowy ""WITYNG"" w Mikorzynie, Mikorzyn 1A, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"1441";"1574";"564";"877";"3";"4";"0";"0";"0";"0";"0";"0";"0";"877";"0";"0";"877";"25";"8";"17";"0";"852";"533";"319"
"5a8d-0793-741d-b21b-253e-0648-bcf1-0fb6";"301012";"93";"5";"wieś";"stały";"Szkoła Podstawowa w Szyszyńskich Holendrach, Szyszyńskie Holendry 162, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"1744";"1920";"764";"980";"4";"4";"0";"0";"0";"0";"0";"0";"0";"978";"0";"0";"978";"41";"36";"5";"0";"937";"636";"301"
"7f2f-b48c-146c-286a-991f-cb10-593a-cca2";"301012";"93";"6";"wieś";"stały";"Budynek po Szkole Podstawowej w Ignacewie, Ignacewo 19, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"573";"614";"237";"336";"0";"0";"0";"0";"0";"0";"0";"0";"0";"336";"0";"0";"336";"8";"0";"8";"0";"328";"243";"85"
"66cf-999b-1b99-7ee8-6f82-aaf7-36c7-5433";"301012";"93";"7";"wieś";"stały";"Szkoła Podstawowa w Piotrkowicach, Piotrkowice 27, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"1540";"1695";"657";"883";"0";"2";"0";"0";"0";"0";"0";"0";"0";"883";"0";"0";"883";"42";"10";"32";"0";"841";"539";"302"
"f1e6-971a-af2e-98ef-eb23-9c1a-2d8e-8f5f";"301012";"93";"8";"wieś";"stały";"Szkoła Podstawowa w Wąsoszach, Wąsosze 73, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"700";"763";"268";"432";"0";"5";"0";"0";"0";"0";"0";"0";"0";"432";"0";"0";"432";"9";"3";"6";"0";"423";"274";"149"
"9186-98db-3a01-4370-7be1-022f-58eb-ce84";"301012";"93";"9";"wieś";"stały";"Szkoła Podstawowa w Licheniu Starym, Konińska 48, 62-563 Licheń Stary";"gm. Ślesin";"koniński";"wielkopolskie";"1391";"1563";"498";"893";"2";"38";"0";"0";"0";"0";"0";"0";"0";"893";"0";"0";"893";"23";"8";"15";"0";"870";"550";"320"
"e1b7-5dd8-a678-b743-e294-eed6-5933-9d67";"301012";"93";"10";"miasto";"dom pomocy społecznej";"Dom Pomocy Społecznej w Ślesinie, Kościelna 46, 62-561 Ślesin";"gm. Ślesin";"koniński";"wielkopolskie";"30";"30";"29";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"1";"0";"0";"0";"0";"1";"0";"1"
"97b4-5b04-6e9e-6f7e-32c5-80e7-2152-4572";"301013";"93";"1";"wieś";"stały";"Szkoła Podstawowa, Zakrzewek 7, 62-610 Sompolno";"gm. Wierzbinek";"koniński";"wielkopolskie";"691";"734";"312";"379";"0";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"12";"3";"9";"0";"367";"295";"72"
"a8ca-6f5e-9922-10ab-02a5-70f6-566e-fe53";"301013";"93";"2";"wieś";"stały";"Szkoła Podstawowa, Morzyczyn 4, 62-619 Sadlno";"gm. Wierzbinek";"koniński";"wielkopolskie";"621";"685";"310";"311";"0";"0";"0";"0";"0";"0";"0";"0";"0";"311";"0";"0";"311";"5";"1";"4";"0";"306";"241";"65"
"28a1-561e-5bb0-0fd7-faac-3bc7-94e9-1c03";"301013";"93";"3";"wieś";"stały";"Remiza Ochotniczej Straży Pożarnej, Broniszewo 30, 62-619 Sadlno";"gm. Wierzbinek";"koniński";"wielkopolskie";"770";"840";"351";"419";"0";"0";"0";"0";"0";"0";"0";"0";"0";"419";"0";"0";"419";"9";"2";"7";"0";"410";"353";"57"
"6d39-1543-29d1-c1fb-437b-da59-4742-4edb";"301013";"93";"4";"wieś";"stały";"Szkoła Podstawowa, Sadlno 5, 62-619 Sadlno";"gm. Wierzbinek";"koniński";"wielkopolskie";"710";"776";"300";"410";"0";"1";"0";"0";"0";"0";"0";"0";"0";"410";"0";"0";"410";"4";"1";"3";"0";"406";"286";"120"
"1c46-5963-12f4-ef9b-3457-1369-be6c-3ded";"301013";"93";"5";"wieś";"stały";"Szkoła Podstawowa, Tomisławice 5, 62-619 Sadlno";"gm. Wierzbinek";"koniński";"wielkopolskie";"890";"957";"424";"466";"0";"4";"0";"0";"0";"0";"0";"0";"0";"466";"0";"0";"466";"21";"0";"21";"0";"445";"360";"85"
"1631-60ff-e2ed-4faf-7cd3-5c38-7799-6b1e";"301013";"93";"6";"wieś";"stały";"Urząd Gminy w Wierzbinku, Wierzbinek Plac Powstańców Styczniowych 110, 62-619 Sadlno";"gm. Wierzbinek";"koniński";"wielkopolskie";"768";"841";"306";"462";"0";"0";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"13";"0";"13";"0";"449";"325";"124"
"fcd3-a534-41db-1757-f721-627d-43ac-26d1";"301013";"93";"7";"wieś";"stały";"Szkoła Podstawowa, Zaryń 19, 62-618 Zaryń";"gm. Wierzbinek";"koniński";"wielkopolskie";"750";"813";"371";"379";"0";"0";"0";"0";"0";"0";"0";"0";"0";"379";"0";"0";"379";"10";"2";"8";"0";"369";"293";"76"
"be98-bf21-92c4-0d5d-ba3e-c416-2f9f-e4c6";"301014";"93";"1";"wieś";"stały";"Świetlica Szkoły Podstawowej w Wilczynie, Wilczogóra 700 - lecia 14, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"940";"1006";"402";"538";"1";"2";"0";"0";"0";"0";"0";"0";"0";"538";"0";"0";"538";"9";"1";"8";"0";"529";"362";"167"
"76c3-6285-1510-f05e-d410-2d36-f0a0-a740";"301014";"93";"2";"wieś";"stały";"Sala Gminnego Ośrodka Kultury w Wilczynie, Rynek 14, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"959";"1027";"362";"597";"1";"10";"0";"0";"0";"0";"0";"0";"0";"597";"0";"0";"597";"11";"1";"10";"0";"586";"344";"242"
"8ce5-949f-3c17-a7e5-5cd3-7303-3a1e-4155";"301014";"93";"3";"wieś";"stały";"Świetlica Gimnazjum w Wilczynie, Wilczogóra 700 - lecia 12, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"650";"706";"290";"360";"0";"4";"0";"0";"0";"0";"0";"0";"0";"360";"0";"0";"360";"6";"3";"3";"0";"354";"230";"124"
"5205-65b1-b771-4552-846c-bfe1-4a9b-112a";"301014";"93";"4";"wieś";"stały";"Sala Ochotniczej Straży Pożarnej w Kopydłowie, Kopydłowo 21, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"690";"742";"286";"404";"2";"0";"0";"0";"0";"0";"0";"0";"0";"404";"0";"0";"404";"9";"1";"8";"0";"395";"322";"73"
"d70a-6493-3eb9-ce54-ddfa-c8a2-1607-1fe6";"301014";"93";"5";"wieś";"stały";"Świetlica wiejska w Wiśniewie, Wiśniewa 6, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"562";"622";"238";"324";"0";"1";"0";"0";"0";"0";"0";"0";"0";"324";"0";"0";"324";"14";"2";"12";"0";"310";"233";"77"
"358d-b23b-7ac3-fd2e-6985-3ae0-b058-4f55";"301014";"93";"6";"wieś";"stały";"Świetlica Szkoły Podstawowej w Bieli, Biela 4, 62-550 Wilczyn";"gm. Wilczyn";"koniński";"wielkopolskie";"642";"692";"336";"306";"0";"0";"0";"0";"0";"0";"0";"0";"0";"306";"0";"0";"306";"9";"2";"7";"0";"297";"237";"60"
"0f86-da0b-c818-c1e8-c41d-21d9-b4ea-0f82";"302701";"93";"1";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Sportowa 9, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1652";"1785";"595";"1057";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1057";"0";"0";"1057";"36";"12";"24";"0";"1021";"506";"515"
"4185-e4ce-1c39-fb46-4bcb-c977-0acc-c0cb";"302701";"93";"2";"miasto";"stały";"Szkoła Podstawowa Nr 4, ul. Sportowa 9, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1501";"1621";"522";"979";"0";"6";"0";"0";"0";"0";"0";"0";"0";"979";"0";"0";"979";"26";"5";"21";"0";"953";"477";"476"
"cfdd-0bfc-dadc-af29-6607-4f66-4445-5387";"302701";"93";"3";"miasto";"stały";"Klub Spółdzielni Mieszkaniowej ""Tęcza"", ul. Spółdzielców 4, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1258";"1399";"574";"684";"1";"1";"0";"0";"0";"0";"0";"0";"0";"684";"0";"0";"684";"15";"3";"12";"0";"669";"350";"319"
"f4bd-0cbd-c22d-b3dc-911a-c10c-c331-c089";"302701";"93";"4";"miasto";"stały";"Szkoła Podstawowa Nr 1, ul. 3 Maja 29, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1992";"2145";"612";"1380";"1";"4";"1";"1";"0";"0";"0";"0";"1";"1381";"1";"0";"1381";"30";"7";"23";"0";"1351";"678";"673"
"0ec7-50ce-0fe5-6ce8-0d16-2dd1-3e1b-fe45";"302701";"93";"5";"miasto";"stały";"Zespół Szkół Technicznych, ul. Wincentego Milewskiego 3b, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1330";"1424";"392";"938";"1";"2";"1";"1";"0";"0";"0";"0";"1";"939";"1";"0";"939";"29";"7";"22";"0";"910";"405";"505"
"0635-6b36-a158-5b58-e951-36de-fddd-c091";"302701";"93";"6";"miasto";"stały";"Szkoła Podstawowa Nr 1 Budynek im. Mikołaja Kopernika, ul. Parkowa 3, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1847";"2052";"507";"1340";"1";"8";"0";"0";"0";"0";"0";"0";"0";"1340";"0";"0";"1340";"36";"24";"12";"0";"1304";"579";"725"
"647e-246e-8f2a-a684-b04d-b043-ae6d-26ca";"302701";"93";"7";"miasto";"stały";"Przedszkole Nr 7, ul. Osiedle Wyzwolenia 1a, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1876";"2007";"649";"1266";"1";"5";"0";"0";"0";"0";"0";"0";"0";"1257";"0";"0";"1257";"35";"8";"27";"0";"1222";"636";"586"
"06ba-a05a-10e9-1d1d-e74e-542a-8429-97b9";"302701";"93";"8";"miasto";"stały";"Przedszkole Nr 4, ul. Franciszka Stawickiego 7, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1611";"1788";"553";"1058";"0";"3";"0";"0";"0";"0";"0";"0";"0";"1056";"0";"0";"1056";"37";"10";"27";"0";"1019";"474";"545"
"21b9-877d-a700-14ea-973d-a008-b3ca-1b29";"302701";"93";"9";"miasto";"stały";"Przedszkole Nr 5, ul. Gen. M. Smorawińskiego 2, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1512";"1676";"549";"963";"0";"6";"0";"0";"0";"0";"0";"0";"0";"963";"0";"0";"963";"46";"12";"34";"0";"917";"406";"511"
"f5ed-acae-55c2-bc82-a42e-360e-2881-0a24";"302701";"93";"10";"miasto";"stały";"Szkoła Podstawowa Nr 5 Budynek im. Lotnictwa Polskiego, ul. Władyslawa Broniewskiego 5, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1549";"1701";"528";"1021";"2";"1";"2";"2";"0";"0";"0";"0";"2";"1023";"2";"0";"1023";"38";"12";"26";"0";"985";"472";"513"
"b701-7aa4-28cc-8786-6863-633f-5c14-ff95";"302701";"93";"11";"miasto";"stały";"Szkoła Podstawowa Nr 5 Budynek im. Lotnictwa Polskiego, ul. Władyslawa Broniewskiego 5, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"970";"1035";"305";"665";"3";"3";"0";"0";"0";"0";"0";"0";"0";"665";"0";"0";"665";"20";"4";"16";"0";"645";"318";"327"
"7d22-44fb-27b4-9120-8663-695c-5022-df50";"302701";"93";"12";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Osiedle Wyzwolenia 7a, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1248";"1383";"382";"866";"0";"2";"1";"1";"0";"0";"0";"0";"1";"867";"1";"0";"867";"28";"8";"20";"0";"839";"417";"422"
"6c91-2fa9-e91b-392c-a94a-d3aa-03cf-5faa";"302701";"93";"13";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Osiedle Wyzwolenia 7a, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"1461";"1596";"446";"1016";"0";"8";"0";"0";"0";"0";"0";"0";"0";"1016";"0";"0";"1016";"35";"18";"17";"0";"981";"532";"449"
"1db6-05b0-7ccf-3b01-3523-92a3-e784-d653";"302701";"93";"14";"miasto";"zakład leczniczy";"Samodzielny Publiczny Zespół Opieki Zdrowotnej w Turku, Poduchowne 1, 62-700 Turek";"m. Turek";"turecki";"wielkopolskie";"99";"37";"62";"37";"0";"1";"0";"0";"0";"0";"0";"0";"0";"36";"0";"0";"36";"2";"0";"2";"0";"34";"21";"13"
"3491-d836-dc29-94ec-b375-c088-5b5a-5947";"302702";"93";"1";"wieś";"stały";"Szkoła Podstawowa im. Wojciecha z Brudzewa w Brudzewie, ul. Powstańców Wielkopolskich 35, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"1077";"1187";"380";"697";"2";"8";"0";"0";"0";"0";"0";"0";"0";"697";"0";"0";"697";"22";"4";"18";"0";"675";"415";"260"
"6cde-48b6-73d6-9dec-4774-fa1f-8430-c187";"302702";"93";"2";"wieś";"stały";"Szkoła Podstawowa im. Wojciecha z Brudzewa w Brudzewie, ul. Powstańców Wielkopolskich 35, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"1168";"1276";"440";"728";"2";"0";"0";"0";"0";"0";"0";"0";"0";"728";"0";"0";"728";"22";"6";"16";"0";"706";"525";"181"
"707f-0ef5-216e-663a-2109-d2af-e288-7744";"302702";"93";"3";"wieś";"stały";"Świetlica Wiejska w Janowie, Janów 21B, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"180";"194";"86";"94";"0";"0";"0";"0";"0";"0";"0";"0";"0";"94";"0";"0";"94";"1";"0";"1";"0";"93";"73";"20"
"c5bf-536e-ebaa-5438-8fd8-40c0-bcf5-e1e1";"302702";"93";"4";"wieś";"stały";"Szkoła Podstawowa w Koźminie, Koźmin 2, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"758";"836";"306";"452";"0";"0";"0";"0";"0";"0";"0";"0";"0";"452";"0";"0";"452";"16";"1";"15";"0";"436";"351";"85"
"ed9b-63e9-5352-c114-588f-270b-fd5d-f5ff";"302702";"93";"5";"wieś";"stały";"Świetlica Wiejska w Krwonach, Krwony 58A, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"351";"382";"118";"233";"0";"3";"0";"0";"0";"0";"0";"0";"0";"233";"0";"0";"233";"4";"1";"3";"0";"229";"177";"52"
"488e-3f5e-a81a-dbc2-f5ac-1e7e-40f7-11db";"302702";"93";"6";"wieś";"stały";"Szkoła Podstawowa w Galewie z Filią w Chrząblicach, Galew 7, 62-720 Brudzew";"gm. Brudzew";"turecki";"wielkopolskie";"799";"882";"265";"534";"1";"2";"0";"0";"0";"0";"0";"0";"0";"534";"0";"0";"534";"18";"3";"15";"0";"516";"400";"116"
"79c4-cd50-4ccf-bc75-160f-87ea-f94b-5d8b";"302703";"93";"1";"miasto";"stały";"Zespół Szkolno-Przedszkolny w Dobrej, Długa Wieś 28, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"1239";"1360";"431";"808";"0";"2";"0";"0";"0";"0";"0";"0";"0";"808";"0";"0";"808";"27";"9";"18";"0";"781";"452";"329"
"3417-3181-0740-1286-7321-2d9f-a1dd-0895";"302703";"93";"2";"wieś";"stały";"Centrum Kultury w Dobrej, ul. Dekerta 34, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"1148";"1251";"488";"660";"0";"2";"0";"0";"0";"0";"0";"0";"0";"660";"0";"0";"660";"25";"4";"21";"0";"635";"471";"164"
"f3d3-80e1-1190-a2c8-8447-d381-abbe-4303";"302703";"93";"3";"wieś";"stały";"Strażnica OSP w Miłkowicach, Miłkowice 36, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"719";"786";"290";"429";"0";"1";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"10";"1";"9";"0";"419";"311";"108"
"48c6-d443-f561-819f-dc5b-a10d-6fe7-ddc4";"302703";"93";"4";"wieś";"stały";"Zespół Szkolno-Przedszkolny w Piekarach, Piekary 49, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"670";"741";"231";"439";"0";"2";"0";"0";"0";"0";"0";"0";"0";"439";"0";"0";"439";"7";"0";"7";"0";"432";"341";"91"
"e7ad-de8d-6bef-59bd-4f90-71bb-7685-c3e9";"302703";"93";"5";"wieś";"stały";"Strażnica OSP w Dąbrowicy, Dąbrowica Kolonia 36, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"311";"333";"152";"159";"0";"1";"0";"0";"0";"0";"0";"0";"0";"159";"0";"0";"159";"4";"0";"4";"0";"155";"125";"30"
"b65f-d4d7-845b-c1f4-4a81-0b6d-bf2c-7720";"302703";"93";"6";"wieś";"stały";"Dom Pomocy Społecznej w Skęczniewie, Skęczniew 58, 62-730 Dobra";"gm. Dobra";"turecki";"wielkopolskie";"321";"350";"142";"179";"2";"4";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"12";"0";"12";"0";"167";"116";"51"
"8515-9deb-af63-7189-e6d9-0959-4f79-06fb";"302704";"93";"1";"wieś";"stały";"Szkoła Podstawowa im. Marii Skłodowskiej-Curie, Kawęczyn 49a, 62-704 Kawęczyn";"gm. Kawęczyn";"turecki";"wielkopolskie";"871";"944";"319";"552";"2";"1";"0";"0";"0";"0";"0";"0";"0";"552";"0";"0";"552";"21";"2";"19";"0";"531";"393";"138"
"e75b-cac5-3021-2c58-5775-4413-bedd-ec49";"302704";"93";"2";"wieś";"stały";"Szkoła Podstawowa im. Jana Pawła II, Tokary Pierwsze 43a, 62-704 Kawęczyn";"gm. Kawęczyn";"turecki";"wielkopolskie";"1149";"1268";"505";"644";"1";"2";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"24";"5";"19";"0";"620";"425";"195"
"824e-ec71-b39e-7e48-158f-01c0-792a-8775";"302704";"93";"3";"wieś";"stały";"Szkoła Podstawowa im. płk. pil. Stanisława Jakuba Skarżyńskiego, Skarżyn 26a, 62-704 Kawęczyn";"gm. Kawęczyn";"turecki";"wielkopolskie";"499";"544";"200";"299";"0";"0";"0";"0";"0";"0";"0";"0";"0";"299";"0";"0";"299";"13";"0";"13";"0";"286";"225";"61"
"fadc-8ed1-ead4-e002-3373-b171-cca8-f782";"302704";"93";"4";"wieś";"stały";"Szkoła Podstawowa im. Strażaków Polskich, Kowale Pańskie-Kolonia 34, 62-704 Kawęczyn";"gm. Kawęczyn";"turecki";"wielkopolskie";"1346";"1467";"472";"874";"0";"3";"0";"0";"0";"0";"0";"0";"0";"874";"0";"0";"874";"43";"8";"35";"0";"831";"596";"235"
