"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok skreślonego nazwiska kandydata";"Liczba głosów ważnych oddanych łącznie na wszystkich kandydatów";"Mieczysław Józef GOLBA";"Bartosz ROMOWICZ"
"2164-c199-db27-073b-2664-e256-e46d-a057";"180908";"58";"2";"wieś";"stały";"Publiczna Szkoła Podstawowa w Łukawcu, Łukawiec 84, 37-626 Łukawiec";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"640";"697";"255";"385";"0";"3";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"7";"0";"7";"0";"378";"321";"57"
"0469-aa57-b4c1-3a96-cd63-3aba-c0c2-89d4";"180908";"58";"3";"wieś";"stały";"Wiejski Dom Kultury w Łukawcu, Łukawiec 115, 37-626 Łukawiec";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"510";"546";"207";"303";"1";"4";"0";"0";"0";"0";"0";"0";"0";"303";"0";"0";"303";"6";"0";"6";"0";"297";"234";"63"
"1416-58ee-5b2a-bb1a-2364-1aa2-62b6-1afc";"180908";"58";"4";"wieś";"stały";"Świetlica OSP w Wielkich Oczach, ul. Leśna 1, 37-627 Wielkie Oczy";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"310";"342";"113";"197";"3";"3";"0";"0";"0";"0";"0";"0";"0";"197";"0";"0";"197";"5";"2";"3";"0";"192";"166";"26"
"c53e-1140-2c31-d91a-5b47-9531-4a00-b715";"180908";"58";"5";"wieś";"stały";"Wiejski Dom Kultury w Wielkich Oczach, ul. Leśna 2, 37-627 Wielkie Oczy";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"670";"746";"250";"420";"0";"0";"0";"0";"0";"0";"0";"0";"0";"420";"0";"0";"420";"15";"1";"14";"0";"405";"304";"101"
"4873-abd2-2607-bfa6-feb1-9345-0ad7-1c8d";"180908";"58";"6";"wieś";"stały";"Świetlica w Bihalach, Bihale 50, 37-631 Nowa Grobla";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"220";"230";"103";"117";"0";"0";"0";"0";"0";"0";"0";"0";"0";"117";"0";"0";"117";"3";"0";"3";"0";"114";"94";"20"
"14d9-2708-be36-f9a1-04ef-0af7-5aed-033f";"180908";"58";"7";"wieś";"stały";"Świetlica w Kobylnicy Ruskiej, Kobylnica Ruska 38A, 37-627 Wielkie Oczy";"gm. Wielkie Oczy";"lubaczowski";"podkarpackie";"180";"187";"80";"100";"0";"0";"0";"0";"0";"0";"0";"0";"0";"100";"0";"0";"100";"6";"1";"5";"0";"94";"79";"15"
"0206-e8f9-972a-4a73-ddf1-ae99-4c7c-7510";"181301";"58";"1";"wieś";"stały";"Zespół Szkół im. ks. prałata płk. T. Dłubacza w Birczy, ul. Ojca Św. Jana Pawła II 10, 37-740 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"870";"940";"388";"482";"3";"7";"0";"0";"0";"0";"0";"0";"0";"482";"0";"0";"482";"8";"2";"6";"0";"474";"331";"143"
"2749-0675-9098-ead0-51a1-ccf5-3f1a-4791";"181301";"58";"2";"wieś";"stały";"Zespół Szkół im. ks. prałata płk. T. Dłubacza w Birczy, ul. Ojca Św. Jana Pawła II 10, 37-740 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"1270";"1376";"592";"678";"4";"12";"0";"0";"0";"0";"0";"0";"0";"678";"0";"0";"678";"19";"2";"17";"0";"659";"478";"181"
"38e2-974e-9830-dab7-0735-75b6-762c-6fd7";"181301";"58";"3";"wieś";"stały";"Świetlica wiejska w Leszczawie Dolnej, Leszczawa Dolna, 37-740 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"760";"832";"302";"458";"1";"4";"0";"0";"0";"0";"0";"0";"0";"458";"0";"0";"458";"3";"0";"3";"0";"455";"353";"102"
"f578-57da-f6d8-c802-4189-6e40-6ca2-9b84";"181301";"58";"4";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Kuźminie, Kuźmina 43A, 37-744 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"350";"375";"142";"208";"2";"1";"0";"0";"0";"0";"0";"0";"0";"208";"0";"0";"208";"4";"0";"4";"0";"204";"163";"41"
"975a-824c-8ea8-6456-e74b-2b50-b3b0-9651";"181301";"58";"5";"wieś";"stały";"Świetlica wiejska w Lipie, Lipa Lipa, 37-751 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"360";"388";"200";"160";"0";"0";"0";"0";"0";"0";"0";"0";"0";"160";"0";"0";"160";"4";"1";"3";"0";"156";"116";"40"
"a348-8d15-3cfb-3cc9-ed92-541d-59e4-6621";"181301";"58";"6";"wieś";"stały";"Świetlica wiejska w Brzeżawie, Brzeżawa, 37-751 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"220";"232";"108";"112";"0";"0";"0";"0";"0";"0";"0";"0";"0";"112";"0";"0";"112";"1";"0";"1";"0";"111";"84";"27"
"92c1-49f0-4936-087c-7781-e4b9-2f24-cc06";"181301";"58";"7";"wieś";"stały";"Niepubliczna Szkoła Podstawowa w Żohatynie, Żohatyn 46, 37-751 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"290";"307";"128";"162";"1";"1";"0";"0";"0";"0";"0";"0";"0";"162";"0";"0";"162";"4";"0";"4";"0";"158";"131";"27"
"9f72-7b23-5599-9aa7-3f78-b947-f149-ed15";"181301";"58";"8";"wieś";"stały";"Świetlica wiejska w Hucie Brzuskiej, Huta Brzuska, 37-740 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"210";"223";"90";"120";"0";"0";"0";"0";"0";"0";"0";"0";"0";"120";"0";"0";"120";"4";"1";"3";"0";"116";"91";"25"
"506d-9d94-4dfa-a6f2-a16e-3076-cbc9-344e";"181301";"58";"9";"wieś";"stały";"Szkoła Podstawowa w Sufczynie, Sufczyna, 37-740 Bircza";"gm. Bircza";"przemyski";"podkarpackie";"580";"631";"282";"298";"0";"0";"0";"0";"0";"0";"0";"0";"0";"298";"0";"0";"298";"5";"1";"4";"0";"293";"231";"62"
"0aa6-fbdb-bf93-d564-1be9-3388-f733-3152";"181302";"58";"1";"wieś";"stały";"Publiczna Szkoła Podstawowa w Bachórcu, Bachórzec 188A, 37-752 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"690";"757";"305";"385";"0";"3";"0";"0";"0";"0";"0";"0";"0";"385";"0";"0";"385";"17";"2";"15";"0";"368";"269";"99"
"3b9e-49c0-ef29-e978-4d75-1481-7e5d-ef78";"181302";"58";"2";"wieś";"stały";"Filia Publicznej Szkoły Podstawowej w Przedmieściu Dubieckim w ZS w Przedmieściu Dubieckim-ZS w Drohobyczce, Drohobyczka 52, 37-753 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"630";"681";"280";"350";"0";"2";"0";"0";"0";"0";"0";"0";"0";"350";"0";"0";"350";"7";"0";"7";"0";"343";"262";"81"
"fe46-3f75-812c-cb93-6062-8417-b0dd-26c9";"181302";"58";"3";"wieś";"stały";"Urząd Gminy w Dubiecku, ul. Przemyska 10, 37 - 750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"1210";"1315";"490";"720";"1";"11";"0";"0";"0";"0";"0";"0";"0";"720";"0";"0";"720";"22";"4";"18";"0";"698";"418";"280"
"003b-f5db-27e9-7622-db84-942f-26cc-31cf";"181302";"58";"4";"wieś";"stały";"Publiczna Szkoła Podstawowa Nr 1 w Nienadowej w ZS Nienadowa, Nienadowa 373, 37-750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"1620";"1783";"711";"909";"2";"4";"0";"0";"0";"0";"0";"0";"0";"909";"0";"0";"909";"17";"6";"11";"0";"892";"616";"276"
"c8a0-fdc0-c514-907f-4e79-91f6-727c-8f87";"181302";"58";"5";"wieś";"stały";"Świetlica wiejska w Sielnicy, Sielnica 31, 37-750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"230";"243";"105";"125";"0";"3";"0";"0";"0";"0";"0";"0";"0";"125";"0";"0";"125";"7";"2";"5";"0";"118";"94";"24"
"cac1-44cf-9135-98bf-4185-d429-aaf3-3bb4";"181302";"58";"6";"wieś";"stały";"Remiza OSP w Tarnawce, Tarnawka, 37 - 750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"530";"567";"271";"259";"0";"1";"0";"0";"0";"0";"0";"0";"0";"259";"0";"0";"259";"2";"0";"2";"0";"257";"217";"40"
"3438-428d-36b8-d519-3c55-5745-c4a4-e011";"181302";"58";"7";"wieś";"stały";"Remiza OSP w Kosztowej, Kosztowa 65, 37 - 752 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"290";"314";"158";"132";"0";"0";"0";"0";"0";"0";"0";"0";"0";"132";"0";"0";"132";"5";"0";"5";"0";"127";"94";"33"
"0e86-e8de-8fb5-282d-1bfd-2e80-46d5-3700";"181302";"58";"8";"wieś";"stały";"Filia Publicznej Szkoły Podstawowej Nr 1 w ZS w Nienadowej-ZS w Hucisku Nienadowskim, Hucisko Nienadowskie 129, 37-750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"340";"372";"174";"166";"0";"3";"0";"0";"0";"0";"0";"0";"0";"166";"0";"0";"166";"8";"1";"7";"0";"158";"128";"30"
"db1b-0367-9b62-3b5f-863b-6897-5dee-786c";"181302";"58";"9";"wieś";"stały";"Publiczna Szkoła Podstawowa w Przedmieściu Dubieckim-ZS Przedmieście Dubieckie, Przedmieście Dubieckie 140, 37-750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"930";"1014";"411";"519";"0";"7";"0";"0";"0";"0";"0";"0";"0";"519";"0";"0";"519";"20";"4";"16";"0";"499";"340";"159"
"ee16-fa50-7c55-f472-cd4f-e35e-1e3e-9f83";"181302";"58";"10";"wieś";"stały";"Była Szkoła Podstawowa w Śliwnicy, Śliwnica 125A, 37 - 750 Dubiecko";"gm. Dubiecko";"przemyski";"podkarpackie";"420";"457";"195";"225";"1";"0";"0";"0";"0";"0";"0";"0";"0";"225";"0";"0";"225";"7";"1";"6";"0";"218";"175";"43"
"4922-ac90-0fa4-d7d7-9be0-954f-af47-91b5";"181303";"58";"1";"wieś";"stały";"Remiza OSP w Fredropolu, Fredropol 40, 37-734  Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"510";"554";"261";"249";"0";"6";"0";"0";"0";"0";"0";"0";"0";"248";"0";"0";"248";"7";"0";"7";"0";"241";"165";"76"
"f17c-d655-dcb1-79f6-0c4d-371c-f5e4-1a11";"181303";"58";"2";"wieś";"stały";"Świetlica Wiejska w Sierakoścach, Sierakośce 63, 37-743 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"450";"481";"224";"226";"0";"4";"0";"0";"0";"0";"0";"0";"0";"226";"0";"0";"226";"10";"1";"9";"0";"216";"159";"57"
"dfcd-4410-5b41-feb5-03f3-18e4-37f4-24f9";"181303";"58";"3";"wieś";"stały";"Szkoła Podstawowa w Kniażycach, Kniażyce 108A, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"320";"348";"159";"161";"1";"1";"0";"0";"0";"0";"0";"0";"0";"161";"0";"0";"161";"2";"0";"2";"0";"159";"95";"64"
"4627-1f5d-97a1-832a-6ec2-f7bd-40a3-f5a4";"181303";"58";"4";"wieś";"stały";"Świetlica Wiejska w Huwnikach, Huwniki 82, 37-743 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"490";"539";"245";"245";"1";"9";"0";"0";"0";"0";"0";"0";"0";"245";"0";"0";"245";"6";"1";"5";"0";"239";"163";"76"
"9d38-6546-c0ca-ccc6-8166-6399-54e5-7817";"181303";"58";"5";"wieś";"stały";"Świetlica Wiejska w Kalwarii Pacławskiej, Kalwaria Pacławska 60, 37-743 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"240";"264";"86";"154";"0";"6";"0";"0";"0";"0";"0";"0";"0";"154";"0";"0";"154";"3";"1";"2";"0";"151";"118";"33"
"756c-d54c-db26-9895-df76-25f5-baef-672a";"181303";"58";"6";"wieś";"stały";"Szkoła Filialna w Rybotyczach, Rybotycze 121, 37-742 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"310";"332";"134";"176";"0";"0";"0";"0";"0";"0";"0";"0";"0";"176";"0";"0";"176";"2";"1";"1";"0";"174";"104";"70"
"8e49-f30b-ce71-f734-38db-e9d2-beb4-a5ac";"181303";"58";"7";"wieś";"stały";"Świetlica Wiejska w Aksmanicach, Aksmanice, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"370";"393";"191";"179";"0";"1";"0";"0";"0";"0";"0";"0";"0";"179";"0";"0";"179";"1";"0";"1";"0";"178";"112";"66"
"6b9a-f825-3e4d-3d7b-8d51-8e4b-6964-61cd";"181303";"58";"8";"wieś";"stały";"Świetlica Wiejska w Darowicach, Darowice 67, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"220";"237";"91";"129";"0";"0";"0";"0";"0";"0";"0";"0";"0";"129";"0";"0";"129";"1";"0";"1";"0";"128";"80";"48"
"e10a-24cc-d88b-06f3-b2f2-1219-3c45-b10f";"181303";"58";"9";"wieś";"stały";"Świetlica Wiejska w Nowych Sadach, Nowe Sady 29, 37-743 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"220";"235";"115";"105";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"0";"0";"105";"2";"0";"2";"0";"103";"82";"21"
"ebf1-b08e-c7a5-ee03-a535-95d3-da27-f7f0";"181303";"58";"10";"wieś";"stały";"Świetlica Wiejska w Młodowicach, Młodowice 72, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"270";"293";"131";"139";"0";"1";"0";"0";"0";"0";"0";"0";"0";"139";"0";"0";"139";"4";"0";"4";"0";"135";"88";"47"
"f830-a574-e87b-6367-d359-d058-9cb2-0b37";"181303";"58";"11";"wieś";"stały";"Świetlica Wiejska w Kupiatyczach, Kupiatycze 38, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"390";"427";"151";"238";"1";"2";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"4";"1";"3";"0";"235";"181";"54"
"2914-e1c0-3970-c7e6-c98b-904e-c6d6-dc86";"181303";"58";"12";"wieś";"stały";"Świetlica Wiejska w Makowej, Makowa 10, 37-742 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"260";"305";"82";"178";"0";"32";"0";"0";"0";"0";"0";"0";"0";"178";"0";"0";"178";"3";"2";"1";"0";"175";"120";"55"
"3bdf-9c29-0f79-a2bc-6a05-107c-823c-b6a5";"181303";"58";"13";"wieś";"dom pomocy społecznej";"Dom Pomocy Społecznej w Huwnikach, Huwniki 127, 37-734 Fredropol";"gm. Fredropol";"przemyski";"podkarpackie";"68";"73";"29";"39";"0";"0";"0";"0";"0";"0";"0";"0";"0";"39";"0";"0";"39";"12";"0";"12";"0";"27";"22";"5"
"88d1-bd12-a9fe-09ad-b04f-eee0-5a8a-ed23";"181304";"58";"1";"wieś";"stały";"Gminny Ośrodek Kultury w Krasiczynie, Krasiczyn 180, 37-741  Krasiczyn";"gm. Krasiczyn";"przemyski";"podkarpackie";"1090";"1211";"371";"719";"1";"46";"0";"0";"0";"0";"0";"0";"0";"719";"0";"0";"719";"24";"5";"19";"0";"695";"397";"298"
"99dd-d67c-47dc-346f-9d29-3f03-cca2-3ac8";"181304";"58";"2";"wieś";"stały";"Świetlica Wiejska w Prałkowcach, Prałkowce 253, 37-700 Przemyśl";"gm. Krasiczyn";"przemyski";"podkarpackie";"700";"733";"238";"462";"4";"4";"0";"0";"0";"0";"0";"0";"0";"462";"0";"0";"462";"23";"5";"18";"0";"439";"260";"179"
"c283-abad-816d-548d-4672-b94a-8838-87fc";"181304";"58";"3";"wieś";"stały";"Świetlica Wiejska w Olszanach, Olszany 11A, 37-741 Krasiczyn";"gm. Krasiczyn";"przemyski";"podkarpackie";"1120";"1226";"498";"622";"1";"4";"0";"0";"0";"0";"0";"0";"0";"622";"0";"0";"622";"16";"1";"15";"0";"606";"420";"186"
"9938-7b78-0ef3-4ddd-0a55-5eb9-0f74-34aa";"181304";"58";"4";"wieś";"stały";"Świetlica Wiejska w Korytnikach, Korytniki 9B, 37-741 Krasiczyn";"gm. Krasiczyn";"przemyski";"podkarpackie";"480";"511";"241";"239";"0";"1";"0";"0";"0";"0";"0";"0";"0";"239";"0";"0";"239";"7";"0";"7";"0";"232";"200";"32"
"89b5-d6bd-1cae-798a-3e91-6f8f-f64a-6d0c";"181304";"58";"5";"wieś";"stały";"Świetlica Wiejska w Tarnawcach, Tarnawce 25, 37-741 Krasiczyn";"gm. Krasiczyn";"przemyski";"podkarpackie";"390";"424";"197";"193";"1";"3";"0";"0";"0";"0";"0";"0";"0";"193";"0";"0";"193";"10";"1";"9";"0";"183";"106";"77"
"f9d7-9d0c-66c1-4cdb-4961-29d1-0c9c-1a26";"181305";"58";"1";"wieś";"stały";"Świetlica Wiejska w Babicach, Babice 10, 37-754 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"630";"669";"275";"355";"0";"0";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"12";"2";"10";"0";"343";"304";"39"
"dac8-0286-5941-68a0-2db1-eac7-b25a-f382";"181305";"58";"2";"wieś";"stały";"Świetlica Wiejska w Bachowie, Bachów 68A, 37-754 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"520";"556";"238";"282";"2";"0";"0";"0";"0";"0";"0";"0";"0";"282";"0";"0";"282";"8";"0";"8";"0";"274";"214";"60"
"d46b-83bf-a68d-5454-f55e-01e7-3027-0abf";"181305";"58";"3";"wieś";"stały";"Świetlica Wiejska w Krzywczy, Krzywcza 97, 37-755 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"390";"422";"125";"265";"1";"1";"0";"0";"0";"0";"0";"0";"0";"265";"0";"0";"265";"4";"0";"4";"0";"261";"177";"84"
"f3e0-8f6e-5f8a-5caf-476e-1ffc-0b25-9f2c";"181305";"58";"4";"wieś";"stały";"Świetlica Wiejska w Kupnej, Kupna 19A, 37-741 Krasiczyn";"gm. Krzywcza";"przemyski";"podkarpackie";"170";"183";"116";"54";"0";"1";"0";"0";"0";"0";"0";"0";"0";"54";"0";"0";"54";"0";"0";"0";"0";"54";"42";"12"
"01df-e9c9-0cf6-0477-8b21-4fe5-3c0f-0328";"181305";"58";"5";"wieś";"stały";"Świetlica Wiejska w Reczpolu, Reczpol 87, 37-755 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"590";"631";"203";"387";"0";"2";"0";"0";"0";"0";"0";"0";"0";"387";"0";"0";"387";"7";"1";"6";"0";"380";"307";"73"
"58ab-a73c-2310-4d5b-dc95-dbca-71a1-b63e";"181305";"58";"6";"wieś";"stały";"Świetlica Wiejska w Ruszelczycach, Ruszelczyce 55, 37-755 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"440";"486";"189";"251";"0";"4";"0";"0";"0";"0";"0";"0";"0";"251";"0";"0";"251";"7";"1";"6";"0";"244";"204";"40"
"376d-aec2-72c5-3c50-a1d9-5937-42f6-c573";"181305";"58";"7";"wieś";"stały";"Świetlica Wiejska w Skopowie, Skopów 102, 37-754 Babice";"gm. Krzywcza";"przemyski";"podkarpackie";"350";"378";"161";"189";"0";"0";"0";"0";"0";"0";"0";"0";"0";"189";"0";"0";"189";"9";"1";"8";"0";"180";"163";"17"
"3f2b-3f43-0199-8207-6413-ed9a-23f2-cd0a";"181305";"58";"8";"wieś";"stały";"Świetlica Wiejska w Średniej, Średnia 29A, 37-755 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"160";"168";"87";"73";"0";"2";"0";"0";"0";"0";"0";"0";"0";"73";"0";"0";"73";"1";"0";"1";"0";"72";"60";"12"
"5038-ff94-556e-847b-11cd-c95b-b7b4-3016";"181305";"58";"9";"wieś";"stały";"Świetlica Wiejska w Woli Krzywieckiej, Wola Krzywiecka 70A, 37-755 Krzywcza";"gm. Krzywcza";"przemyski";"podkarpackie";"370";"393";"169";"201";"0";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"11";"3";"8";"0";"190";"144";"46"
"f0d2-b1a3-d24d-637d-1188-5bf7-f400-c082";"181306";"58";"1";"wieś";"stały";"Szkoła Podstawowa w Hureczku, Hureczko 100, 37-705 Przemyśl 7";"gm. Medyka";"przemyski";"podkarpackie";"360";"398";"147";"213";"1";"0";"0";"0";"0";"0";"0";"0";"0";"213";"0";"0";"213";"4";"2";"2";"0";"209";"141";"68"
"8c2b-032c-6fd8-a3ac-91e8-5bab-142d-8b5b";"181306";"58";"2";"wieś";"stały";"Remiza OSP w Hurku, Hurko 35, 37-705 Przemyśl 7";"gm. Medyka";"przemyski";"podkarpackie";"420";"441";"198";"222";"0";"3";"0";"0";"0";"0";"0";"0";"0";"222";"0";"0";"222";"7";"2";"5";"0";"215";"149";"66"
"c1ce-b517-9a3d-cb9d-bc4a-df29-1c59-ad05";"181306";"58";"3";"wieś";"stały";"Świetlica Wiejska w Jaksmanicach, Jaksmanice 76, 37-705 Przemyśl 7";"gm. Medyka";"przemyski";"podkarpackie";"390";"412";"155";"235";"0";"1";"0";"0";"0";"0";"0";"0";"0";"235";"0";"0";"235";"10";"0";"10";"0";"225";"153";"72"
"a1e7-b3b2-6d05-3573-38bd-4d45-2745-4ec4";"181306";"58";"4";"wieś";"stały";"Świetlica Wiejska w Lesznie, Leszno 73, 37-723 Stubno";"gm. Medyka";"przemyski";"podkarpackie";"470";"519";"240";"230";"0";"1";"0";"0";"0";"0";"0";"0";"0";"230";"0";"0";"230";"5";"0";"5";"0";"225";"151";"74"
"ff6a-f2f0-5c6f-810c-3496-538b-9c9c-6390";"181306";"58";"5";"wieś";"stały";"Hala Sportowa w Medyce, Medyka 292, 37-732 Medyka";"gm. Medyka";"przemyski";"podkarpackie";"990";"1071";"346";"644";"0";"7";"0";"0";"0";"0";"0";"0";"0";"644";"0";"0";"644";"14";"7";"7";"0";"630";"447";"183"
"5435-4458-4f0b-eb4a-7484-a67a-3145-c46e";"181306";"58";"6";"wieś";"stały";"Szkoła Podstawowa w Medyce Sala Gimnastyczna, Medyka 292, 37-732 Medyka";"gm. Medyka";"przemyski";"podkarpackie";"910";"987";"396";"514";"0";"14";"0";"0";"0";"0";"0";"0";"0";"514";"0";"0";"514";"16";"6";"10";"0";"498";"339";"159"
"bcd5-0ba7-7627-e5d9-b2a2-c800-27cb-78b0";"181306";"58";"7";"wieś";"stały";"Szkoła Podstawowa w Siedliskach, Siedliska 115, 37-705 Przemyśl 7";"gm. Medyka";"przemyski";"podkarpackie";"510";"566";"203";"307";"1";"3";"0";"0";"0";"0";"0";"0";"0";"307";"0";"0";"307";"9";"0";"9";"0";"298";"213";"85"
"4666-3ac5-15e4-1b52-d510-b9b7-460f-fae6";"181306";"58";"8";"wieś";"stały";"Szkoła Podstawowa w Torkach, Torki 29, 37-732 Medyka";"gm. Medyka";"przemyski";"podkarpackie";"648";"704";"277";"371";"2";"0";"0";"0";"0";"0";"0";"0";"0";"371";"0";"0";"371";"10";"2";"8";"0";"361";"297";"64"
"7399-4c14-e78a-7388-8063-6e97-cd86-0895";"181306";"58";"9";"wieś";"zakład karny";"Zakład Karny w Medyce, Medyka 404B, 37-732 Medyka";"gm. Medyka";"przemyski";"podkarpackie";"220";"218";"111";"109";"0";"0";"0";"0";"0";"0";"0";"0";"0";"109";"0";"0";"109";"10";"0";"10";"0";"99";"43";"56"
"cf82-f626-2882-d293-9c4c-6813-d03a-c593";"181307";"58";"1";"wieś";"stały";"Dom Ludowy w Orłach, ul. Przemyska 2, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"920";"985";"327";"593";"0";"1";"0";"0";"0";"0";"0";"0";"0";"592";"0";"0";"592";"12";"4";"8";"0";"580";"324";"256"
"c466-8bec-3e11-8581-a468-08b6-73f3-238f";"181307";"58";"2";"wieś";"stały";"Dom Ludowy w Zadąbrowiu, Zadąbrowie 80B, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"690";"744";"326";"364";"0";"0";"0";"0";"0";"0";"0";"0";"0";"364";"0";"0";"364";"13";"0";"13";"0";"351";"274";"77"
"1930-b84a-8e3e-8c7f-3b09-4590-d007-2751";"181307";"58";"3";"wieś";"stały";"Dom Ludowy w Nizinach, Niziny 202, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"710";"773";"309";"401";"0";"0";"0";"0";"0";"0";"0";"0";"0";"401";"0";"0";"401";"12";"0";"12";"0";"389";"260";"129"
"d298-4b77-5832-ab3a-00d2-1e3c-cf9a-4020";"181307";"58";"4";"wieś";"stały";"Ośrodek Społeczno-Kulturalny i Rekreacyjno-Sportowy w Małkowicach, Małkowice 102A, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"690";"730";"261";"429";"0";"1";"0";"0";"0";"0";"0";"0";"0";"429";"0";"0";"429";"12";"3";"9";"0";"417";"292";"125"
"a51a-84cd-45d0-ce01-b4bf-0510-a0be-1513";"181307";"58";"5";"wieś";"stały";"Dom Ludowy w Walawie, Walawa 83, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"560";"608";"205";"355";"1";"3";"0";"0";"0";"0";"0";"0";"0";"355";"0";"0";"355";"12";"1";"11";"0";"343";"287";"56"
"4a74-213f-1657-1fda-e1cc-62ac-5c24-025c";"181307";"58";"6";"wieś";"stały";"Dom Ludowy w Duńkowiczkach, Duńkowiczki 160, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"330";"326";"125";"205";"0";"0";"0";"0";"0";"0";"0";"0";"0";"205";"0";"0";"205";"6";"0";"6";"0";"199";"139";"60"
"edee-d7a8-5fba-a789-3bef-b617-b43b-e1dd";"181307";"58";"7";"wieś";"stały";"Dom Ludowy w Drohojowie, Drohojów 36, 37-716 Orły";"gm. Orły";"przemyski";"podkarpackie";"370";"396";"169";"201";"1";"0";"0";"0";"0";"0";"0";"0";"0";"201";"0";"0";"201";"4";"0";"4";"0";"197";"137";"60"
"2470-540d-7db6-f44a-f558-d601-4ef5-0146";"181307";"58";"8";"wieś";"stały";"Dom Ludowy w Hnatkowicach, Hnatkowice 182, 37-717 Kaszyce";"gm. Orły";"przemyski";"podkarpackie";"320";"348";"124";"196";"1";"1";"0";"0";"0";"0";"0";"0";"0";"196";"0";"0";"196";"5";"1";"4";"0";"191";"158";"33"
