"Symbol kontrolny";"Kod TERYT";"Okręg";"Numer";"Typ obszaru";"Typ obwodu";"Siedziba";"Gmina";"Powiat";"Województwo";"Komisja otrzymała kart do głosowania";"Liczba wyborców uprawnionych do głosowania";"Nie wykorzystano kart do głosowania";"Liczba wyborców, którym wydano karty do głosowania";"Liczba wyborców głosujących przez pełnomocnika";"Liczba wyborców głosujących na podstawie zaświadczenia o prawie do głosowania";"Liczba wyborców, którym wysłano pakiety wyborcze";"Liczba otrzymanych kopert zwrotnych";"Liczba kopert zwrotnych, w których nie było oświadczenia o osobistym i tajnym oddaniu głosu";"Liczba kopert zwrotnych, w których oświadczenie nie było podpisane";"Liczba kopert zwrotnych, w których nie było koperty na kartę do głosowania";"Liczba kopert zwrotnych, w których znajdowała się niezaklejona koperta na kartę do głosowania";"Liczba kopert na kartę do głosowania wrzuconych do urny";"Liczba kart wyjętych z urny";"W tym liczba kart wyjętych z kopert na kartę do głosowania";"Liczba kart nieważnych";"Liczba kart ważnych";"Liczba głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Liczba głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"Lista nr 1 - KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19";"Jacek Jerzy TOMCZAK - nr na liście 1";"Anna MAJDA - nr na liście 2";"Mirosława Katarzyna KAŹMIERCZAK - nr na liście 3";"Władysław KOCAJ - nr na liście 4";"Marek Stanisław TOMICKI - nr na liście 5";"Piotr ŁYKOWSKI - nr na liście 6";"Teodor STĘPA - nr na liście 7";"Marek Kazimierz WESOŁOWSKI - nr na liście 8";"Michał PYRZYK - nr na liście 9";"Paweł Jerzy GUZIK - nr na liście 10";"Barbara ZIELIŃSKA - nr na liście 11";"Izabela STAJKOWSKA - nr na liście 12";"Urszula Barbara REMISZ - nr na liście 13";"Krzysztof Grzegorz CZAJKOWSKI - nr na liście 14";"Bożena Alina FRANKOWSKA - nr na liście 15";"Irena Elżbieta MACIEJEWSKA - nr na liście 16";"Bernard Marek BRZOSKI - nr na liście 17";"Jerzy Andrzej BERLIK - nr na liście 18";"Lista nr 2 - KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19";"Zbigniew Grzegorz HOFFMANN - nr na liście 1";"Witold Wojciech CZARNECKI - nr na liście 2";"Zbigniew DOLATA - nr na liście 3";"Ryszard BARTOSIK - nr na liście 4";"Leszek Ryszard GALEMBA - nr na liście 5";"Krzysztof Jan OSTROWSKI - nr na liście 6";"Marek Henryk WASZKOWIAK - nr na liście 7";"Robert Adam POPKOWSKI - nr na liście 8";"Anna WOŹNIAK - nr na liście 9";"Paweł WOJNA - nr na liście 10";"Anita Aldona SZYKOWNA - nr na liście 11";"Małgorzata WIŚNIEWSKA-ZABŁOCKA - nr na liście 12";"Emilia DERUCKA-KOŁATA - nr na liście 13";"Łukasz GRABOWSKI - nr na liście 14";"Małgorzata Marta CICHACKA - nr na liście 15";"Jacek Dariusz BARTKOWIAK - nr na liście 16";"Halina MUSIAŁEK - nr na liście 17";"Zofia Mariola ITMAN - nr na liście 18";"Lista nr 3 - KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19";"Paulina NOWAK - nr na liście 1";"Tadeusz TOMASZEWSKI - nr na liście 2";"Andrzej Jacek WNUK - nr na liście 3";"Ryszard Piotr NAWROCKI - nr na liście 4";"Robert GALĘBA - nr na liście 5";"Joanna Maria MACIEJEWSKA - nr na liście 6";"Paweł KLECZEWSKI - nr na liście 7";"Krystyna KUBICKA-SZTUL - nr na liście 8";"Jadwiga Elżbieta JARONIEWSKA - nr na liście 9";"Marek SIKORSKI - nr na liście 10";"Kacper PAROL - nr na liście 11";"Leszek Grzegorz STAWICKI - nr na liście 12";"Sylwia PRZYBYŁA - nr na liście 13";"Martyna BUNALSKA - nr na liście 14";"Paweł BARTKOWIAK - nr na liście 15";"Tomasz CZAPCZYK - nr na liście 16";"Anna BĄK - nr na liście 17";"Dariusz WILCZEWSKI - nr na liście 18";"Lista nr 4 - KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19";"Anna Mirosława BRYŁKA - nr na liście 1";"Maciej JÓŹWIAK - nr na liście 2";"Eryk KORZENIEWSKI - nr na liście 3";"Paweł Rafał RUSIN - nr na liście 4";"Przemysław Tomasz GRONEK - nr na liście 5";"Łukasz JANKOWIAK - nr na liście 6";"Karolina Zofia WIŚNIEWSKA - nr na liście 7";"Andrzej Zbigniew SMOLAREK - nr na liście 8";"Kinga WIŚNIEWSKA - nr na liście 9";"Jolanta Elżbieta NOWICKA - nr na liście 10";"Monika PODOLSKA - nr na liście 11";"Katarzyna Antonina SADZISZ - nr na liście 12";"Izabela GŁOWACKA - nr na liście 13";"Jakub Michał RAKOWSKI - nr na liście 14";"Mirosław Eugeniusz STRZELECKI - nr na liście 15";"Anna PINIŃSKA - nr na liście 16";"Jakub Michał TALENT-DOMINIAK - nr na liście 17";"Wojciech Maciej ZIĘTKOWSKI - nr na liście 18";"Lista nr 5 - KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19";"Tomasz Piotr NOWAK - nr na liście 1";"Miłosława Dorota STĘPIEŃ - nr na liście 2";"Paulina HENNIG-KLOSKA - nr na liście 3";"Artur Piotr MOKRACKI - nr na liście 4";"Ireneusz NIEWIAROWSKI - nr na liście 5";"Grzegorz Józef CIESIELSKI - nr na liście 6";"Andrzej SZURGOT - nr na liście 7";"Barbara KUBIAK - nr na liście 8";"Piotr GAŁAN - nr na liście 9";"Hieronim Michał URBANEK - nr na liście 10";"Danuta WINIARSKA - nr na liście 11";"Inez Magdalena NISZCZAK - nr na liście 12";"Piotr KUBISIAK - nr na liście 13";"Alicja Teresa MAREK - nr na liście 14";"Stefan Julian ŚMIGASZEWSKI - nr na liście 15";"Żanetta Magdalena MATLEWSKA - nr na liście 16";"Mariola BUDZIŃSKA - nr na liście 17";"Dariusz Józef PILAK - nr na liście 18";"Lista nr 7 - KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19";"Zdzisław Kazimierz JANKOWSKI - nr na liście 1";"Eugeniusz MACIEJEWSKI - nr na liście 2";"Mirosław Sławomir PATERKIEWICZ - nr na liście 3";"Julia URBANOWSKA - nr na liście 4";"Mariola Ewa KRENZ - nr na liście 5";"Milena CIESIELSKA - nr na liście 6";"Andrzej RUSIN - nr na liście 7";"Danuta MISIAK - nr na liście 8";"Mieczysław Piotr GÓRA - nr na liście 9";"Piotr ŚWIĄTEK - nr na liście 10";"Urszula Halina KURCZEWSKA - nr na liście 11";"Agnieszka Joanna DOROSZUK - nr na liście 12";"Tomasz HYBIAK - nr na liście 13"
"373d-51b3-27c3-ca6f-220d-2d23-dbfb-81bf";"300301";"37";"1";"miasto";"stały";"Szkoła Podstawowa Nr 5, ul. Bolesława Chrobrego 12, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"670";"736";"289";"381";"1";"3";"0";"0";"0";"0";"0";"0";"0";"381";"0";"0";"381";"5";"4";"1";"0";"376";"16";"11";"2";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"122";"17";"8";"50";"1";"1";"38";"3";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1";"99";"10";"72";"0";"1";"1";"0";"0";"1";"0";"1";"9";"0";"0";"1";"3";"0";"0";"0";"25";"7";"3";"2";"3";"6";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"0";"1";"0";"113";"11";"6";"68";"0";"1";"1";"2";"0";"1";"0";"1";"0";"1";"1";"0";"0";"0";"20";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0"
"f06f-bd24-1d29-99a7-0b7a-c263-c2ab-1aec";"300301";"37";"2";"miasto";"stały";"Zespół Szkół Ponadgimnazjalnych Nr 3, ul. Henryka Sienkiewicza 6, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1280";"1394";"463";"818";"1";"3";"0";"0";"0";"0";"0";"0";"0";"818";"0";"0";"818";"14";"14";"0";"0";"804";"44";"26";"0";"3";"0";"1";"3";"0";"0";"0";"1";"3";"1";"0";"0";"1";"2";"1";"2";"221";"26";"7";"92";"2";"2";"79";"0";"2";"3";"1";"0";"1";"0";"1";"1";"1";"2";"1";"220";"32";"147";"3";"1";"0";"1";"0";"3";"0";"1";"23";"0";"1";"0";"5";"0";"1";"2";"61";"22";"3";"0";"1";"9";"1";"6";"5";"3";"0";"4";"0";"0";"2";"0";"2";"2";"1";"253";"35";"5";"134";"3";"0";"0";"2";"1";"0";"0";"1";"2";"0";"1";"1";"0";"2";"66";"5";"2";"0";"0";"1";"0";"0";"0";"0";"1";"0";"0";"0";"1"
"d719-722c-e985-99f6-14e9-efdf-73c5-28a3";"300301";"37";"3";"miasto";"stały";"II Liceum Ogólnokształcące im. Dąbrówki, ul. ks. Prym. Macieja Łubieńskiego 3/5, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1179";"1280";"419";"760";"0";"0";"0";"0";"0";"0";"0";"0";"0";"760";"0";"0";"760";"14";"11";"3";"0";"746";"29";"13";"1";"2";"1";"0";"4";"0";"1";"1";"1";"2";"0";"1";"0";"0";"0";"1";"1";"253";"47";"7";"87";"1";"3";"93";"1";"0";"5";"1";"1";"0";"1";"2";"1";"0";"2";"1";"185";"23";"139";"0";"1";"2";"0";"1";"0";"1";"0";"13";"0";"0";"3";"0";"1";"1";"0";"48";"15";"5";"7";"4";"8";"0";"2";"3";"0";"1";"0";"0";"0";"2";"0";"0";"0";"1";"230";"19";"0";"136";"1";"0";"0";"0";"6";"0";"3";"2";"0";"1";"3";"0";"1";"2";"56";"1";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0"
"9b16-0b2b-f259-ce58-2f7d-6a9b-f790-5e21";"300301";"37";"4";"miasto";"stały";"Szkoła Podstawowa nr 2, ul. ks. Prym. Macieja Łubieńskiego 7, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"670";"738";"286";"384";"0";"6";"0";"0";"0";"0";"0";"0";"0";"384";"0";"0";"384";"3";"1";"2";"0";"381";"9";"5";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"1";"111";"18";"15";"45";"2";"1";"24";"0";"0";"1";"0";"0";"0";"0";"1";"2";"1";"1";"0";"94";"13";"69";"1";"1";"0";"0";"0";"0";"0";"0";"7";"0";"1";"0";"2";"0";"0";"0";"25";"7";"3";"2";"1";"1";"1";"0";"1";"4";"0";"1";"0";"1";"0";"0";"1";"1";"1";"139";"19";"4";"62";"1";"0";"0";"0";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"48";"3";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0"
"9e58-bb09-a704-f57a-4c85-b772-9ccf-4f4c";"300301";"37";"5";"miasto";"stały";"Medyczne Studium Zawodowe, ul. Mieszka I 27, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1020";"1115";"372";"648";"1";"12";"0";"0";"0";"0";"0";"0";"0";"648";"0";"0";"648";"7";"2";"5";"0";"641";"37";"20";"3";"1";"0";"0";"2";"0";"1";"1";"1";"1";"1";"1";"2";"1";"0";"0";"2";"201";"44";"4";"78";"0";"0";"64";"1";"1";"3";"1";"0";"2";"0";"1";"1";"1";"0";"0";"150";"17";"92";"4";"1";"0";"4";"1";"2";"3";"1";"21";"0";"1";"0";"0";"0";"0";"3";"52";"19";"9";"4";"1";"6";"0";"3";"1";"2";"1";"0";"1";"2";"2";"0";"0";"1";"0";"192";"14";"5";"103";"2";"1";"1";"2";"1";"1";"1";"2";"0";"1";"1";"0";"0";"1";"56";"9";"3";"0";"1";"0";"0";"1";"0";"0";"2";"1";"1";"0";"0"
"a39e-0527-879c-c65c-0f8f-fefe-a196-7979";"300301";"37";"6";"miasto";"stały";"Żłobek Miejski, ul. Tadeusza Kościuszki 21, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"990";"1087";"454";"536";"1";"4";"0";"0";"0";"0";"0";"0";"0";"536";"0";"0";"536";"15";"12";"3";"0";"521";"28";"13";"3";"0";"0";"0";"2";"1";"2";"0";"0";"2";"1";"0";"0";"1";"2";"0";"1";"180";"31";"16";"68";"0";"1";"55";"2";"3";"2";"1";"0";"0";"0";"1";"0";"0";"0";"0";"132";"4";"104";"1";"3";"2";"0";"2";"0";"0";"0";"11";"0";"0";"0";"3";"1";"1";"0";"43";"12";"2";"5";"2";"9";"5";"1";"0";"3";"0";"0";"0";"1";"1";"0";"0";"0";"2";"132";"10";"1";"82";"1";"0";"2";"0";"1";"0";"0";"5";"1";"0";"0";"0";"0";"0";"29";"6";"2";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"0"
"83cc-935a-1428-c185-a595-3f6c-8b68-7255";"300301";"37";"7";"miasto";"stały";"Żłobek Miejski, ul. Tadeusza Kościuszki 21, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1921";"2075";"935";"986";"0";"2";"0";"0";"0";"0";"0";"0";"0";"986";"0";"0";"986";"27";"26";"1";"0";"959";"49";"34";"3";"1";"2";"0";"2";"0";"1";"0";"2";"0";"1";"0";"0";"0";"1";"0";"2";"317";"55";"14";"128";"3";"1";"91";"0";"3";"9";"1";"0";"2";"1";"2";"1";"0";"2";"4";"259";"23";"193";"2";"0";"1";"1";"0";"0";"1";"0";"27";"0";"2";"0";"5";"0";"4";"0";"82";"34";"8";"4";"4";"9";"1";"1";"5";"3";"0";"1";"1";"4";"2";"1";"0";"1";"3";"248";"35";"5";"126";"0";"1";"1";"0";"6";"0";"1";"5";"2";"3";"1";"0";"0";"0";"62";"4";"0";"1";"0";"1";"0";"0";"0";"1";"0";"0";"0";"0";"1"
"44a6-0c59-43c7-c551-7bee-6ce1-5fb2-df20";"300301";"37";"8";"miasto";"stały";"Szkoła Podstawowa nr 1, ul. św. Jana 2a, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1950";"2115";"812";"1138";"2";"6";"0";"0";"0";"0";"0";"0";"0";"1138";"0";"0";"1138";"15";"14";"1";"0";"1123";"58";"29";"4";"2";"1";"0";"2";"0";"0";"4";"4";"0";"2";"1";"0";"2";"2";"0";"5";"455";"77";"20";"176";"4";"1";"155";"1";"2";"4";"1";"6";"3";"0";"1";"1";"0";"2";"1";"224";"39";"145";"3";"2";"0";"2";"1";"0";"2";"0";"23";"0";"0";"2";"3";"0";"2";"0";"80";"32";"7";"3";"3";"12";"6";"0";"2";"2";"1";"2";"0";"2";"3";"1";"0";"2";"2";"294";"34";"8";"172";"3";"2";"1";"2";"6";"1";"3";"4";"1";"2";"0";"0";"1";"0";"54";"12";"5";"0";"1";"1";"1";"1";"1";"1";"0";"1";"0";"0";"0"
"91ad-6ca1-6c1d-9f4a-585f-8b7a-611e-9106";"300301";"37";"9";"miasto";"stały";"Szkoła Podstawowa Nr 3, ul. Stefana Czarnieckiego 7, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1980";"2171";"459";"1521";"2";"9";"1";"1";"0";"0";"0";"0";"1";"1518";"1";"0";"1518";"11";"8";"3";"0";"1507";"81";"30";"5";"3";"0";"1";"16";"1";"1";"0";"3";"2";"2";"1";"0";"1";"1";"0";"14";"559";"71";"27";"263";"1";"1";"171";"1";"1";"2";"1";"0";"4";"1";"4";"2";"5";"2";"2";"299";"31";"234";"2";"2";"2";"0";"0";"0";"0";"1";"15";"1";"1";"1";"4";"1";"2";"2";"92";"31";"13";"6";"4";"9";"2";"4";"4";"0";"3";"2";"1";"3";"1";"0";"2";"2";"5";"463";"43";"11";"256";"4";"1";"3";"0";"4";"1";"2";"15";"6";"2";"1";"1";"0";"5";"108";"13";"6";"1";"0";"3";"2";"0";"0";"0";"0";"0";"0";"0";"1"
"6814-35ec-cc41-8489-fd19-1b1c-dec3-b2a4";"300301";"37";"10";"miasto";"stały";"I Liceum Ogólnokształcące im. B. Chrobrego, ul. Kostrzewskiego 3, 62-200 Gniezno";"m. Gniezno";"gnieźnieński";"wielkopolskie";"1329";"1487";"310";"1019";"1";"6";"0";"0";"0";"0";"0";"0";"0";"1019";"0";"0";"1019";"7";"7";"0";"0";"1012";"53";"19";"5";"3";"0";"1";"3";"0";"0";"1";"0";"4";"3";"0";"0";"0";"1";"1";"12";"288";"36";"13";"97";"0";"2";"113";"0";"1";"3";"1";"1";"2";"1";"1";"2";"8";"1";"6";"210";"35";"139";"1";"1";"1";"1";"1";"0";"0";"0";"17";"1";"3";"1";"4";"1";"2";"2";"57";"28";"6";"1";"2";"3";"1";"1";"2";"1";"0";"2";"1";"2";"2";"0";"0";"1";"4";"398";"36";"3";"210";"5";"1";"6";"1";"5";"0";"1";"5";"0";"0";"3";"1";"1";"2";"118";"6";"2";"1";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"1"
